,Biomas,Fossil Brown coal/Lignit,Fossil Coal-derived ga,Fossil Ga,Fossil Hard coa,Fossil Oi,Fossil Oil shal,Fossil Pea,Geotherma,Hydro Pumped Storag,Hydro Run-of-river and poundag,Hydro Water Reservoi,Marin,Nuclea,Othe,Other renewabl,Sola,Wast,Wind Offshor,Wind Onshor,deman
0,1000.0,0.035855145213338116,1.4705882352941178,0.21978021978021978,0.016578249336870028,0.5555555555555556,1000.0,1000.0,1000.0,2.380952380952381,0.3424657534246575,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.025680534155110426,0.006676013084985647
1,1000.0,0.038669760247486466,1.4705882352941178,0.22026431718061673,0.016680567139282735,0.5555555555555556,1000.0,1000.0,1000.0,11.11111111111111,0.3448275862068966,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.026116479498563595,0.006945409084595082
2,1000.0,0.041390728476821195,1.4285714285714286,0.21978021978021978,0.017064846416382253,0.5524861878453039,1000.0,1000.0,1000.0,1000.0,0.3448275862068966,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.025106703489831784,0.007252157516861266
3,1000.0,0.04291845493562232,1.408450704225352,0.22026431718061673,0.017295053614666205,0.5555555555555556,1000.0,1000.0,1000.0,1000.0,0.3448275862068966,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.02449179524859172,0.007443799315170463
4,1000.0,0.04242681374628765,1.36986301369863,0.21978021978021978,0.016998130205677375,0.5524861878453039,1000.0,1000.0,1000.0,1000.0,0.3448275862068966,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.024455857177794083,0.007527286413248024
5,1000.0,0.043725404459991256,1.3333333333333333,0.22026431718061673,0.01701258931609391,0.5524861878453039,1000.0,1000.0,1000.0,1000.0,0.3448275862068966,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.02370791844476055,0.007579777154551656
6,1000.0,0.04576659038901602,1.3513513513513513,0.22026431718061673,0.017274140611504576,0.5524861878453039,1000.0,1000.0,1000.0,1000.0,0.3448275862068966,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.023568230025925053,0.007554581853894387
7,1000.0,0.04623208506703652,1.3888888888888888,0.22075055187637968,0.017292062943109112,0.5524861878453039,1000.0,1000.0,1000.0,1000.0,0.3448275862068966,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.023607176581680833,0.007567731194187983
8,1000.0,0.04574565416285453,1.408450704225352,0.22026431718061673,0.017050298380221655,0.546448087431694,1000.0,1000.0,1000.0,5.555555555555555,0.3460207612456747,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.023752969121140142,0.007677543186180422
9,1000.0,0.037965072133637055,1.408450704225352,0.22075055187637968,0.01610305958132045,0.546448087431694,1000.0,1000.0,1000.0,5.0,0.33003300330033003,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.024425989252564728,0.0072960747118050485
10,1000.0,0.03645643456069996,1.408450704225352,0.22026431718061673,0.016217969510217322,0.5434782608695652,1000.0,1000.0,1000.0,5.0,0.31645569620253167,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.024975024975024976,0.006978367062107467
11,1000.0,0.037678975131876416,1.408450704225352,0.21978021978021978,0.01638001638001638,0.5434782608695652,1000.0,1000.0,1000.0,0.7936507936507936,0.3125,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.02503755633450175,0.006745817593092283
12,1000.0,0.03473428273706148,1.408450704225352,0.22026431718061673,0.016297262059973925,0.546448087431694,1000.0,1000.0,1000.0,0.5988023952095808,0.3125,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.024906600249066,0.006527841242900972
13,1000.0,0.03006614552014432,1.408450704225352,0.22026431718061673,0.01592610288262462,0.5434782608695652,1000.0,1000.0,1000.0,0.4366812227074236,0.3115264797507788,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.026055237102657634,0.0063155235569028675
14,1000.0,0.028105677346824058,1.4285714285714286,0.22026431718061673,0.01588057805304113,0.5376344086021505,1000.0,1000.0,1000.0,0.3875968992248062,0.303951367781155,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.028563267637817767,0.006271558482282847
15,1000.0,0.027609055770292656,1.408450704225352,0.21929824561403508,0.015288182235132243,0.5347593582887701,1000.0,1000.0,1000.0,0.47393364928909953,0.30303030303030304,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.031065548306927617,0.006227037798119435
16,1000.0,0.025879917184265012,1.3888888888888888,0.1953125,0.013906271728549576,0.5347593582887701,1000.0,1000.0,1000.0,0.37735849056603776,0.29069767441860467,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.03430531732418525,0.005778008898133703
17,1000.0,0.0267022696929239,1.3888888888888888,0.18281535648994515,0.014461315979754157,0.5376344086021505,1000.0,1000.0,1000.0,0.41841004184100417,0.2898550724637681,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.03374957813027337,0.005650036725238714
18,1000.0,0.026371308016877638,1.3888888888888888,0.18214936247723132,0.01478415138971023,0.5405405405405406,1000.0,1000.0,1000.0,0.5681818181818182,0.28901734104046245,2.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.03399048266485384,0.005650675255693055
19,1000.0,0.025555839509327882,1.36986301369863,0.18248175182481752,0.01450536698578474,0.5319148936170213,1000.0,1000.0,1000.0,0.8620689655172413,0.2898550724637681,1.7543859649122806,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.03568879371877231,0.005606638259699484
20,1000.0,0.025246149962130773,1.36986301369863,0.18248175182481752,0.01440922190201729,0.5263157894736842,1000.0,1000.0,1000.0,0.9259259259259259,0.29239766081871343,1.7543859649122806,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.03765060240963856,0.0057260650480989465
21,1000.0,0.027870680044593088,1.3513513513513513,0.18181818181818182,0.015227653418608192,0.5181347150259067,1000.0,1000.0,1000.0,1.2195121951219512,0.3076923076923077,1.7543859649122806,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.038729666924864445,0.006041931001147967
22,1000.0,0.029985007496251874,1.3513513513513513,0.18148820326678766,0.015691197238349285,0.5050505050505051,1000.0,1000.0,1000.0,10.0,0.3194888178913738,14.285714285714286,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.04083299305839118,0.006305170239596469
23,1000.0,0.03337783711615487,1.3513513513513513,0.18214936247723132,0.015499070055796652,0.49261083743842365,1000.0,1000.0,1000.0,1000.0,0.31545741324921134,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.04217629692113033,0.006731287022078622
