,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
4929,4.191623911526135,40.57491945691964,45.91225390328683,0.005588832646287597,0.7824364641076271,1.061878058158421,103.05805988664237,4.582842143197058,0.9081851814304919,0.7544923047025438,3.1437179338361405
4930,2.6860711724863475,26.200498934731986,29.42921074670173,0.003617605462670936,0.5064645991383261,0.6873448126944264,66.69053473918177,3.0387875889201044,0.5788166845607902,0.5064645991383261,3.9703206887322815
4931,0.8940155652256928,8.652150607051102,9.471164863206079,0.0012000246629409513,0.16800292789387736,0.22800397230132236,22.110384867529884,1.0080175495995642,0.19200334565680424,0.15600271901244822,1.2420216227877192
4932,1.2552547109229781,12.262216065693064,13.81634094278194,0.0017078321288260649,0.23055698975916983,0.3244876141999091,31.458220042043163,1.434576812125862,0.2732527281413419,0.22201784208273484,1.810299309884104
4933,2.139432349392241,20.881148829576684,22.86879712577813,0.0028911262954189284,0.375846224760098,0.5493137124293842,53.261746527694136,2.428544828839846,0.4625799685948002,0.34693497681519364,2.797163240135519
4934,2.0142756662119305,19.887523087909177,22.08115206517634,0.002759283307502911,0.35870662676227466,0.5242635307078416,50.78458028658677,2.3177966567773427,0.4414850787351204,0.3656048310933512,2.421269721742819
4935,2.1985798439485875,22.10151315555513,25.063810206584737,0.003085727498187858,0.401144393712316,0.5862879594023584,56.7619315156487,2.5920099210386036,0.47828754608322027,0.4242873394235976,2.568866975327427
4936,3.265679401136774,32.44134987577307,37.249155659389686,0.004535666779238439,0.5896365593113941,0.8390981801596907,83.39955551627561,3.843976794920924,0.7143673697355604,0.6463323822314755,4.592361657465097
4937,7.297146168551087,72.54516791926683,84.68200209580272,0.010030441893553184,1.3039573912944653,1.805479464705107,184.35951418615412,8.525875248407006,1.6048706353408537,1.529642324329258,9.102625632829172
4938,6.112574834644059,59.306286267354466,67.97428536323038,0.008177358159551076,1.0017263111319092,1.4719243752950975,150.2180598035813,6.868980416123813,1.3083772225426882,1.0834998875081157,9.138197160563065
4939,4.851226393718971,46.26452903577892,54.010320510025934,0.006468302517877428,0.7761962235508214,1.164294334995509,118.85504663054886,5.433373560885787,0.9864160339167001,0.9055622606990547,8.360280151363346
4940,4.72170335790916,45.50148135317394,52.22203913162934,0.0062956051550071565,0.7554725378364762,1.1332088064149326,115.79190533111723,5.288307760776622,0.9443406721257107,0.9128626497441721,9.238799569658013
