,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore
5384,1.8715062775387825,1.9616993510636829,5.434132681771094,1.5783787885828235,1.217606494483074,0.002254828779436249,6.854673589787493,0.9470272739081462,41.736844775518286,7.30563895741173,0.7440928584767491,3.1116610385059413,0.002254828779436249
5385,2.5909666171617204e-09,2.5910203993925183e-09,2.5931711125050836e-09,2.59051608710207e-09,2.589765627251174e-09,2.6879310949715295e-09,2.592903563164507e-09,2.5886235957126203e-09,2.5941218840534938e-09,2.5929823218699355e-09,2.587853661424516e-09,2.5924377966020727e-09,2.6879310949715295e-09
5386,0.31641541318404875,0.30574972550378254,1.4078707858365545,0.24886605787612573,0.1955376194763201,0.0003555376758695846,1.0203508001033434,0.0003555376758695846,6.516735184798458,1.1518942814991335,0.11732257649848904,0.8852520894806863,0.0003555376758695846
5387,1.43914403048204,1.3765725510146642,6.351005168664314,1.1575723728787604,0.860357845408251,0.0015642898311225312,4.802361051849341,0.0015642898311225312,28.516951769939112,5.130861319052533,0.516214708336163,4.30178921611112,0.0015642898311225312
5388,8.785632869208664e-10,8.785483427354806e-10,8.788877438966393e-10,8.784817563284298e-10,8.783768440633676e-10,8.787691869399522e-10,8.788482019034952e-10,8.787553174274875e-10,8.79008025154775e-10,8.788567750179533e-10,8.781616840024063e-10,8.788346497213743e-10,8.787553174274875e-10
5389,5.282184980834899e-10,5.282143409919567e-10,5.283171965784849e-10,5.281951460782056e-10,5.281465821146477e-10,5.282954378472073e-10,5.28319838265862e-10,5.26164645123719e-10,5.283844530219616e-10,5.28324615866042e-10,5.280629821890942e-10,5.283129750807596e-10,5.26164645123719e-10
5390,1.0056705480344378e-09,1.0056609261221846e-09,1.0060314005977672e-09,1.0055834286126766e-09,1.005455859227952e-09,1.0019535482347731e-09,1.0060428063107657e-09,1.0083950371736117e-09,1.0062592333771347e-09,1.0060604798429455e-09,1.0052339873065809e-09,1.0060090764015542e-09,1.0083950371736117e-09
5391,1.2018079075923663e-09,1.2017827279758058e-09,1.2022911140498512e-09,1.2016722208871074e-09,1.2015145444817538e-09,1.2103675195171796e-09,1.2022709286657854e-09,1.2103675195171796e-09,1.202617362420789e-09,1.2023334727350006e-09,1.201227175766733e-09,1.2022108181705036e-09,1.2103675195171796e-09
5392,4.228431873630988e-09,4.228228496623834e-09,4.233635763314209e-09,4.227242475805938e-09,4.225763338907413e-09,4.556668699363201e-09,4.233357139193202e-09,4.556668699363201e-09,4.236587586437323e-09,4.2339855538944205e-09,4.223300115631932e-09,4.2316696877933255e-09,4.556668699363201e-09
5393,1.3063205560011497e-09,1.3063064056068571e-09,1.307000516941969e-09,1.3061936306709198e-09,1.306011315564896e-09,1.318872334772303e-09,1.3068976478217913e-09,1.3016381501313913e-09,1.3072585315193725e-09,1.3069371283768093e-09,1.305620853815001e-09,1.306403174218499e-09,1.318872334772303e-09
5394,1.3847872106308e-09,1.3847640531574383e-09,1.38553249644536e-09,1.384649800794682e-09,1.384437641255393e-09,1.400669686857686e-09,1.3854295238726195e-09,1.3845984697155247e-09,1.3858182787700836e-09,1.3854636985651653e-09,1.3840181794905698e-09,1.3841008554457957e-09,1.400669686857686e-09
5395,8.007454046123582e-10,8.007422272575059e-10,8.010256929983057e-10,8.006992806813855e-10,8.006055998598392e-10,7.999006748531332e-10,8.009915010805888e-10,8.007822696172989e-10,8.011238716913406e-10,8.010011115175921e-10,8.004064852215583e-10,7.994219595491946e-10,7.999006748531332e-10
5396,4.165222067020179e-10,4.165164611756934e-10,4.1659526320906866e-10,4.165078796449922e-10,4.1647990920116605e-10,4.1466688474282733e-10,4.165838283813458e-10,4.1647990920116605e-10,4.166286743337437e-10,4.16587568774356e-10,4.1642602013284565e-10,4.1539190277085233e-10,4.1466688474282733e-10
5397,2.002485387883658e-10,2.002473043789649e-10,2.0026774378300738e-10,2.0024360895315131e-10,2.0023727901949547e-10,1.993982236649975e-10,2.002689913538368e-10,2.002162559432108e-10,2.002818280212743e-10,2.0027010336363794e-10,2.0022438496726035e-10,1.9995749041861996e-10,1.993982236649975e-10
5398,3.2697020923142727e-10,3.269686106061546e-10,3.269612603466798e-10,3.2695525250856005e-10,3.2694697102870243e-10,3.2677898279473143e-10,3.269877401667958e-10,3.266979342122653e-10,3.2704547669717426e-10,3.270168482521808e-10,3.269145045647398e-10,3.2627247874471644e-10,3.2542836991664435e-10
5399,2.8791304254592915e-10,2.879109183077523e-10,2.8790501699387e-10,2.8790024744776884e-10,2.878945300428261e-10,2.865406513122682e-10,2.8792015919277457e-10,2.865406513122682e-10,2.879747067437302e-10,2.8795150307268283e-10,2.878702081152488e-10,2.87360784555815e-10,2.865406513122682e-10
5400,2.703667919865021e-10,2.703656161867711e-10,2.703602799313375e-10,2.703559943397204e-10,2.703515791949051e-10,2.690838409931974e-10,2.7036933793995107e-10,2.690838409931974e-10,2.7042365653263067e-10,2.704030405080007e-10,2.70329386822962e-10,2.6987432728561227e-10,2.690838409931974e-10
5401,2.901360847813851e-10,2.901352079035843e-10,2.9012633631397973e-10,2.90122391332262e-10,2.9011943129216114e-10,2.8875402430542585e-10,2.901393289434717e-10,2.8995663995070296e-10,2.9019890054228157e-10,2.9017601332052977e-10,2.9009397146233733e-10,2.8957724576632305e-10,2.8875402430542585e-10
5402,3.331499930811489e-10,3.331494280340084e-10,3.331402873167082e-10,3.331346031829797e-10,3.331299189290705e-10,3.315798346565939e-10,3.331546701419758e-10,3.315798346565939e-10,3.332285680427208e-10,3.3319978636767017e-10,3.3309504354754464e-10,3.315798346565939e-10,3.315798346565939e-10
5403,3.1949691808789955e-10,3.194953478495994e-10,3.194860257248018e-10,3.1948138631503363e-10,3.1947789971309485e-10,3.179833635664296e-10,3.1950074314961837e-10,3.179833635664296e-10,3.195704751321046e-10,3.1954324704945887e-10,3.194459267708052e-10,3.179833635664296e-10,3.179833635664296e-10
5404,3.2282743781516493e-10,3.228248503975664e-10,3.2281325627206416e-10,3.228100175077517e-10,3.228064474122355e-10,3.2129649213487416e-10,3.228298223972317e-10,3.2217674311501223e-10,3.229012680236404e-10,3.2287325521537e-10,3.227715390966021e-10,3.2129649213487416e-10,3.2129649213487416e-10
5405,5.817676739708614e-10,5.817592135155125e-10,5.817397590320856e-10,5.817132197379756e-10,5.816987668784878e-10,5.797208870632274e-10,5.817754379226877e-10,5.797208870632274e-10,5.819722147678351e-10,5.81901045224873e-10,5.815921975224962e-10,5.797208870632274e-10,5.797208870632274e-10
5406,1.202338005557456e-09,1.202325094608201e-09,1.2026495442188273e-09,1.2022047099261563e-09,1.202119533595219e-09,1.2109497855111563e-09,1.2023801976762232e-09,1.198624749623173e-09,1.2031634338922698e-09,1.2028890441768084e-09,1.201777897103427e-09,1.2005053477697943e-09,1.2109497855111563e-09
5407,1.9311744547752867,1.8462876656429916,6.0481837276898585,1.52796220639684,1.2945235362829308,0.0021221717958188027,2.2707216113044364,0.9125329851872449,39.09036639741067,7.151711986409008,0.721537709639162,1.1247499580182128,0.0021221717958188027
5408,1.0981729485568484e-09,1.0981620869055437e-09,1.098672376780598e-09,1.098060736376847e-09,1.0979712864585944e-09,1.1033780896650373e-09,1.0985559438817416e-09,1.0977825452884962e-09,1.0988588981569292e-09,1.0986300833318036e-09,1.09763623606917e-09,1.0983201187510194e-09,1.1033780896650373e-09
5409,6.557678363032322e-10,6.557635449361104e-10,6.559507916078989e-10,6.55719713680517e-10,6.556854903468949e-10,6.538839000316593e-10,6.559119147375695e-10,6.555685533971456e-10,6.56021793886872e-10,6.559360620108756e-10,6.555360457055996e-10,6.558813854271915e-10,6.538839000316593e-10
5410,1.2851655210027835e-09,1.2851516059726145e-09,1.285825999714548e-09,1.2850038169052002e-09,1.2849096059318087e-09,1.2968596451687978e-09,1.2855700646003617e-09,1.2820853130449098e-09,1.286088689573012e-09,1.2857699997980325e-09,1.2844544412504659e-09,1.2856228967043003e-09,1.2968596451687978e-09
5411,3.0902486549863876e-09,3.090061425431085e-09,3.0932105016900947e-09,3.08932034696039e-09,3.0886384449968677e-09,3.1020127635693555e-09,3.0917395256390687e-09,3.083060236185808e-09,3.094451094583599e-09,3.0929672075700884e-09,3.0857329539150413e-09,3.092540890195644e-09,3.2399430902912732e-09
5412,1.2760148222520095e-09,1.2759883900274598e-09,1.2766434153788453e-09,1.2758641400816427e-09,1.2757443744649665e-09,1.2759455736333898e-09,1.2762710748771084e-09,1.2729957392015016e-09,1.2768898297016885e-09,1.2765874054956073e-09,1.2752430565680444e-09,1.2764942328052168e-09,1.287340965994259e-09
5413,1.5951389046630206e-09,1.5950839515677106e-09,1.595878738666408e-09,1.59493296641278e-09,1.5947671349351267e-09,1.5951389046630206e-09,1.595820260646681e-09,1.6211405224412084e-09,1.5964223508772611e-09,1.595955037330109e-09,1.5940120246090614e-09,1.595732190047638e-09,1.6211405224412084e-09
5414,2.0824814623287454e-09,2.082423108625536e-09,2.0835949450618126e-09,2.0821379080012248e-09,2.081898138933933e-09,2.0790821678510346e-09,2.0835305474763273e-09,2.081951232263104e-09,2.0844665962651493e-09,2.0837174308370318e-09,2.0806083270139087e-09,2.083311385412438e-09,2.1382105739164012e-09
5415,8.639380998377233e-10,8.639273650408049e-10,8.642016193288891e-10,8.638641845309219e-10,8.638043216073919e-10,8.639088950770315e-10,8.641927351930523e-10,8.637786412148721e-10,8.643663815122309e-10,8.642259439965923e-10,8.635622330343037e-10,8.641048831654235e-10,8.639088950770315e-10
5416,6.508526740362123e-10,6.508526740362123e-10,6.510100384084933e-10,6.50818135775771e-10,6.507755802759394e-10,6.489545743433647e-10,6.510080908242249e-10,6.483446669437022e-10,6.511079827026806e-10,6.51023517119045e-10,6.506278174526622e-10,6.509141128473907e-10,6.489545743433647e-10
5417,1.2608228018379228e-09,1.2608160495156003e-09,1.2613671258142159e-09,1.260726016823655e-09,1.2605825877513707e-09,1.2715861600879152e-09,1.2613212965572002e-09,1.2584280362822455e-09,1.2617085320286365e-09,1.261413051741957e-09,1.2601689895631796e-09,1.2607732423257113e-09,1.2715861600879152e-09
5418,8.969868260108594e-10,8.969829264453224e-10,8.973336710332915e-10,8.969153186277186e-10,8.968448344115496e-10,8.974901579498406e-10,8.972876012261426e-10,8.962568058919134e-10,8.974579340444611e-10,8.973051608383798e-10,8.965946950918886e-10,8.965495994245338e-10,8.974901579498406e-10
5419,9.006166311712694e-10,9.006012724720839e-10,9.009569248441402e-10,9.005432832758937e-10,9.004686191646898e-10,9.011688218977399e-10,9.009205912723144e-10,9.003305277089608e-10,9.01082306102567e-10,9.00927495800132e-10,9.00223905286508e-10,8.983945128983001e-10,9.011688218977399e-10
5420,3.2541248675126277e-10,3.2541301141262843e-10,3.2546407409003007e-10,3.2540603182610947e-10,3.253944497949436e-10,3.238749054746787e-10,3.254603439661177e-10,3.2538623875250995e-10,3.2548593716230437e-10,3.2545893730188373e-10,3.2535609337493863e-10,3.247205389088036e-10,3.238749054746787e-10
5421,2.0086394212969689e-10,2.0086319002559836e-10,2.0088272412239309e-10,2.0085917185252443e-10,2.0085484355917685e-10,2.000084014790669e-10,2.0088520964317318e-10,2.0082796991926435e-10,2.0089776057988747e-10,2.0088603431324626e-10,2.0083936108477432e-10,2.0069729691504346e-10,2.000084014790669e-10
5422,3.124209724123081e-10,3.1241951106710614e-10,3.1241282445327025e-10,3.1240588007242505e-10,3.124026233005598e-10,3.109355326273956e-10,3.124430889603801e-10,3.1224420751388477e-10,3.12491440263121e-10,3.1246471307046514e-10,3.1236710364209044e-10,3.119673728205566e-10,3.109355326273956e-10
5423,3.309860910775095e-10,3.309855532636036e-10,3.3098025523130206e-10,3.3097235995999746e-10,3.3096621168211894e-10,3.2942411484405796e-10,3.3101001148973566e-10,3.3075485407999704e-10,3.3106273910667275e-10,3.310341727622183e-10,3.3092387466382586e-10,3.3057655308647975e-10,3.2942411484405796e-10
5424,3.48475973648422e-10,3.484747871783171e-10,3.484581331355497e-10,3.4845617571713113e-10,3.484508215955159e-10,3.468482156982636e-10,3.4849945792008274e-10,3.482595277720833e-10,3.485571429984548e-10,3.4852683602605706e-10,3.4841004648685067e-10,3.4793029801081483e-10,3.468482156982636e-10
5425,3.859966935583106e-10,3.85993835235469e-10,3.859696722283022e-10,3.859696722283022e-10,3.8596432356642973e-10,3.8423929530358125e-10,3.860227332572886e-10,3.8423929530358125e-10,3.8609179918723964e-10,3.860557141696863e-10,3.8591724103677076e-10,3.853404898636787e-10,3.8423929530358125e-10
5426,4.583003090378896e-10,4.582953308866541e-10,4.5826649400778994e-10,4.5826310180421387e-10,4.5825383106562457e-10,4.5635544328300604e-10,4.583360073973309e-10,4.5635544328300604e-10,4.584258357360834e-10,4.5837914924612244e-10,4.5818779328988747e-10,4.5739826029284737e-10,4.5635544328300604e-10
5427,4.679461810653157e-10,4.679419866846162e-10,4.679136115483122e-10,4.679083718908098e-10,4.678987136045436e-10,4.659861981178332e-10,4.679849251803673e-10,4.659861981178332e-10,4.680778665674471e-10,4.680293281794402e-10,4.67830023384204e-10,4.670088590626364e-10,4.659861981178332e-10
5428,5.012374641606449e-10,5.012300917007658e-10,5.011877455881471e-10,5.011899396188668e-10,5.011808161644823e-10,4.992114138891562e-10,5.012800027176222e-10,4.992114138891562e-10,5.013854735038924e-10,5.013322596023351e-10,5.011008120638325e-10,5.003868404211224e-10,4.992114138891562e-10
5429,8.213020292192658e-10,8.212825368343033e-10,8.21155428281049e-10,8.211672540944033e-10,8.21155428281049e-10,8.206855019376054e-10,8.214167561209935e-10,8.206855019376054e-10,8.216900131441335e-10,8.215592688846508e-10,8.209087045294485e-10,8.178955449529799e-10,8.206855019376054e-10
5430,2.052494840051054,1.8980059812683683,1.3021203831064303,1.4566092418891872,1.3021203831064303,0.0022069856819326235,3.2442660363743934,0.0022069856819326235,40.65263969872818,7.34925571259803,0.640025274036785,0.19862853465436028,0.0022069856819326235
5431,0.6826519404314375,0.6318161580703273,0.47204655636387205,0.5156200841019958,0.4284730286257743,0.0007262320508755383,1.888186207842501,0.02904902439536374,13.40612203975568,2.4110685406924004,0.23239215380594253,0.21060538993731612,0.0007262320508755383
5432,1.9805724941073632e-08,1.9806517209026987e-08,1.9833779943782225e-08,1.9823162858929826e-08,1.9843237798376768e-08,2.6886968136067145e-08,1.976542616348877e-08,2.0550238435643205e-08,1.9764535001040553e-08,1.9765369189422753e-08,1.9941345157110464e-08,1.9847567906604057e-08,2.6886968136067145e-08
5433,4.995635256706126e-09,4.9952611589465795e-09,4.993158509933959e-09,4.993867085094993e-09,4.9928886378726146e-09,5.4878788056656085e-09,5.002722992533824e-09,5.006772334221605e-09,5.0064826746836265e-09,5.0028193745502405e-09,4.991265377610937e-09,4.996464649418496e-09,5.4878788056656085e-09
5434,4.177454645251343e-09,4.177064697661942e-09,4.174933587822199e-09,4.175674082578915e-09,4.1747357722030764e-09,4.495748271162744e-09,4.182583988291677e-09,4.174360036425888e-09,4.185220109184937e-09,4.1826730634705016e-09,4.172255206911337e-09,4.179803875418691e-09,4.495748271162744e-09
5435,2.916691038273018e-09,2.9164927330244524e-09,2.915391509967269e-09,2.915776792207905e-09,2.9151394310957853e-09,3.046398521225308e-09,2.919018969913268e-09,2.9094876298776807e-09,2.920428769011207e-09,2.9190582862123136e-09,2.912973047957552e-09,2.9181434600983436e-09,3.046398521225308e-09
5436,3.205499011880168e-09,3.2053751447313468e-09,3.2038498104102154e-09,3.2043959692466596e-09,3.203697009561999e-09,3.369627528208118e-09,3.208423129103482e-09,3.1987232813953652e-09,3.2100907992350162e-09,3.2085210686273426e-09,3.201269116165665e-09,3.2076268371392132e-09,3.369627528208118e-09
5437,1.9513772429436025e-09,1.951336932157214e-09,1.950884245702369e-09,1.951017904627061e-09,1.9507820876353807e-09,1.9982904669275827e-09,1.9524894979112453e-09,1.945736684827473e-09,1.9532273660442068e-09,1.952544354373607e-09,1.949868341247919e-09,1.952149094762927e-09,1.9982904669275827e-09
5438,2.9147877201586497e-09,2.914893499935484e-09,2.9143380877006042e-09,2.9143380877006042e-09,2.9135106334843556e-09,3.0446238188063095e-09,2.91734779791174e-09,2.9080117761341543e-09,2.9187569154591137e-09,2.9174625285254483e-09,2.911353181505018e-09,2.9161291033990647e-09,3.0446238188063095e-09
5439,3.553648349428722e-09,3.5534424861619955e-09,3.5522345867283003e-09,3.552525553245945e-09,3.5513996266505234e-09,3.766056884825321e-09,3.557363787150378e-09,3.766056884825321e-09,3.5593491443598097e-09,3.5575205757406957e-09,3.549013454738927e-09,3.5553811826059734e-09,3.766056884825321e-09
5440,1.3864464167589141e-09,1.3864159822514025e-09,1.3862413189830878e-09,1.3862728999727602e-09,1.3861211030786394e-09,1.402380278363763e-09,1.3871061735450106e-09,1.3815546828567834e-09,1.387478103842725e-09,1.387123944218853e-09,1.3856578381117e-09,1.3866941530829307e-09,1.402380278363763e-09
5441,2.2665469896130906e-09,2.266528474419552e-09,2.2659035719623534e-09,2.2661180294958294e-09,2.265722663587739e-09,2.335886659606627e-09,2.2680334905055713e-09,2.2598543409825625e-09,2.2689342088596396e-09,2.2680614054365178e-09,2.2644199512917603e-09,2.2665651506172265e-09,2.335886659606627e-09
5442,1.71361202511323,1.71361202511323,1.2852090193838697,1.3825733388678385,1.1294261082094759,0.019472866091242536,6.445517952028929,0.07789145777752078,35.4990308860023,6.620773727099841,0.7010231024794329,0.6815502385825803,0.001947288650779945
5443,7.55289293681539e-09,7.55289293681539e-09,7.552630282611943e-09,7.552637491084565e-09,7.552710014211236e-09,7.55294390243532e-09,7.560877994507896e-09,7.55430872188217e-09,7.568220216465837e-09,7.560920099560807e-09,7.55454457605215e-09,7.591158724899871e-09,8.74748744096465e-09
5444,7.225309112763233e-10,7.225309112763233e-10,7.224853168238774e-10,7.224853168238774e-10,7.224227929103555e-10,7.226730680654137e-10,7.227432389962869e-10,7.215488109078106e-10,7.228418043417405e-10,7.22742352249745e-10,7.222798817897161e-10,7.196237067912637e-10,7.209961066816944e-10
5445,4.2875711462342204e-10,4.287552997177654e-10,4.287339395530799e-10,4.2873661817387405e-10,4.287166281828143e-10,4.2876453229430846e-10,4.2882211557856216e-10,4.283503610292191e-10,4.288719421780765e-10,4.288295934670656e-10,4.2866339197905035e-10,4.2687345606731154e-10,4.2687345606731154e-10
5446,5.687002871661555e-10,5.686955966115185e-10,5.686587358367522e-10,5.686462910395476e-10,5.686261218959216e-10,5.68203068805083e-10,5.687447847718805e-10,5.68092918395048e-10,5.688877082495299e-10,5.688234739168839e-10,5.685338614102202e-10,5.666455782177575e-10,5.666455782177575e-10
5447,5.464641216867705e-10,5.464555362340173e-10,5.464370791306103e-10,5.464185468904426e-10,5.463957031344967e-10,5.444035604770334e-10,5.465039395576411e-10,5.459665843899728e-10,5.466347530636066e-10,5.465756401542249e-10,5.463073325655675e-10,5.444035604770334e-10,5.444035604770334e-10
5448,6.54971533711644e-10,6.549675221158966e-10,6.54932131656933e-10,6.549082711448793e-10,6.548754559119301e-10,6.5313897478413e-10,6.550334116102721e-10,6.540775335046557e-10,6.552084826134529e-10,6.551301697480355e-10,6.547639840774217e-10,6.5313897478413e-10,6.5313897478413e-10
5449,5.599771846489765e-10,5.599713417143395e-10,5.599634157524351e-10,5.599365547832717e-10,5.599026867795852e-10,5.579368930076773e-10,5.600207817142889e-10,5.59435041389884e-10,5.601525726515701e-10,5.600917086661744e-10,5.598183358301725e-10,5.579368930076773e-10,5.579368930076773e-10
5450,7.537466599548837e-10,7.537306250152576e-10,7.536743155398758e-10,7.536492815071502e-10,7.536045079155388e-10,7.524450395315019e-10,7.538232171209144e-10,7.525620299652194e-10,7.540621918940358e-10,7.539562008541531e-10,7.534636878563872e-10,7.524450395315019e-10,7.524450395315019e-10
5451,7.018949129257408e-10,7.018832396979182e-10,7.018504563508212e-10,7.018163421271369e-10,7.017781463012171e-10,7.002347020815314e-10,7.019644558331541e-10,7.010995338553513e-10,7.021689339085267e-10,7.020773831111417e-10,7.01649198440849e-10,7.002347020815314e-10,7.002347020815314e-10
5452,6.398505339897726e-10,6.398446950873623e-10,6.398177804275916e-10,6.397927820151905e-10,6.397580973125126e-10,6.379660441093495e-10,6.399110482555895e-10,6.38885948085579e-10,6.400801791596611e-10,6.400030744819914e-10,6.396506179917538e-10,6.379660441093495e-10,6.379660441093495e-10
5453,6.970758399187139e-09,6.9706194432589366e-09,6.970201895593905e-09,6.96983984263776e-09,6.9697223894666686e-09,7.991533834765988e-09,6.973044504894985e-09,7.991533834765988e-09,6.987141000236405e-09,6.980110294764629e-09,6.970959927763009e-09,7.991533834765988e-09,7.991533834765988e-09
5454,3.7153123951056446,3.673567312026094,6.428742795276334,2.963900899673709,2.3377246534803917,0.00417450933704075,5.719076382924017,0.33396066566059773,77.39538403050338,14.026347915753785,1.4610779088096573,0.37570574874030127,0.00417450933704075
5455,9.973967144727796,9.74983305159644,19.835867242507522,7.956760306545575,6.275754608060379,0.11206704694713317,27.904694595236364,3.586145490484046,207.99643842628114,37.43039355331902,3.922346630181091,6.49988870119174,0.011206705037216897
5456,1.4647675598050205e-08,1.4648549125070681e-08,1.4635918314586706e-08,1.4653293142233557e-08,1.4661058495543206e-08,1.4648321779773263e-08,1.4635958059052456e-08,1.4651869582627383e-08,1.46429398174547e-08,1.4635908284859863e-08,1.4695122801202065e-08,1.4641629387731632e-08,1.8600648294693154e-08
5457,1.7007093876865115e-09,1.7006785240813716e-09,1.7017182755665526e-09,1.700469728531315e-09,1.7002103913495366e-09,1.6960185920442382e-09,1.7015608225608879e-09,1.7004839860026589e-09,1.7021543481131015e-09,1.70162356986249e-09,1.6995533033434163e-09,1.701343030762842e-09,1.732475349214298e-09
5458,9.586009905930116e-10,9.585966026753876e-10,9.589918152950778e-10,9.584966320325118e-10,9.584026212629344e-10,9.602703539173588e-10,9.589377317134559e-10,9.578898526433407e-10,9.5913838732621e-10,9.589603925880708e-10,9.581498694390463e-10,9.5890289827591e-10,9.602703539173588e-10
5459,3.527449717289304e-09,3.5275019601856765e-09,3.531081977764667e-09,3.5264712051964538e-09,3.5252353884690583e-09,3.736136738469874e-09,3.5311986803438882e-09,3.5216085999414432e-09,3.5332746792553914e-09,3.5314175235270707e-09,3.5227598621336393e-09,3.5310151731140776e-09,3.736136738469874e-09
5460,4.171777692324442e-09,4.171914386862167e-09,4.177067022328377e-09,4.170703233233582e-09,4.169187237600123e-09,4.489462462738827e-09,4.1771280181670495e-09,4.173239274587303e-09,4.180038998131423e-09,4.177514896342914e-09,4.1666677112834435e-09,4.177003675523108e-09,4.489462462738827e-09
5461,5.0664450627067425e-09,5.0664450627067425e-09,5.073531934220003e-09,5.065134347767153e-09,5.063629216869567e-09,5.575647242795774e-09,5.073579555325287e-09,5.077051755874493e-09,5.077974047413211e-09,5.074214769939408e-09,5.062397910938817e-09,5.073098562945866e-09,5.575647242795774e-09
5462,2.6092561125806372e-09,2.609230045884424e-09,2.611063846701737e-09,2.6087641389431897e-09,2.6078639689269725e-09,2.707761465670524e-09,2.611063846701737e-09,2.707761465670524e-09,2.612380315622038e-09,2.6112353733523616e-09,2.6063396713269035e-09,2.610874779809811e-09,2.707761465670524e-09
5463,3.4595969538949675e-09,3.459497671557626e-09,3.4629375337354703e-09,3.458417606853692e-09,3.45717069970365e-09,3.658333034603975e-09,3.462985619818031e-09,3.4526178622700326e-09,3.4650426915426973e-09,3.4632633004119414e-09,3.4551929608942677e-09,3.462418514462771e-09,3.658333034603975e-09
5464,2.1315791512489364e-09,2.1315630713801002e-09,2.132785505969722e-09,2.1312322510176834e-09,2.130725806792342e-09,2.1908338936231236e-09,2.1328392873892164e-09,2.125058154979353e-09,2.1337200924758357e-09,2.132917025400705e-09,2.1297378672517035e-09,2.13229124055906e-09,2.1908338936231236e-09
5465,2.806799407778948,2.775612747707763,8.981758101872522,2.2766261865687794,1.6840796452161664,0.0031186673952056077,9.324811362655472,0.20895062384624477,56.8844679711982,10.291597824861965,1.1227197639346278,3.025106028277241,0.0031186673952056077
5466,4.500996644548224,4.500996644548224,20.88664734746043,3.792974700595178,2.7309417846655673,0.005057300446338943,15.222471795836537,1.5677628767425547,92.1945717027251,16.7396616757358,1.8206278567258376,1.8206278567258376,0.005057300446338943
5467,2.9317443689905413e-09,2.9316433298228917e-09,2.9344412681524033e-09,2.9310807813643926e-09,2.929887488419517e-09,2.933343625298936e-09,2.9340922701499068e-09,2.9317443689905413e-09,2.935514395633917e-09,2.9341807944920125e-09,2.9281984785657918e-09,2.9247448814804562e-09,3.063251899135416e-09
5468,1.0108108783894863e-09,1.0108061803065065e-09,1.0112411235840515e-09,1.0107313117835455e-09,1.0105821976648525e-09,1.011080868254431e-09,1.0111885079378589e-09,1.0105728550314562e-09,1.0113937107355897e-09,1.0111987967070043e-09,1.010369256146741e-09,1.006725772159313e-09,1.0136608811595035e-09
5469,3.697665381699323e-10,3.697665381699323e-10,3.6982830653653095e-10,3.697549515519354e-10,3.6973474004941675e-10,3.697678465924702e-10,3.6981386505220393e-10,3.69692526586351e-10,3.698557525370983e-10,3.6982155390734143e-10,3.6969827674053105e-10,3.6887787558062683e-10,3.6806112023104115e-10
5470,3.925887557380636e-10,3.925887557380636e-10,3.926412360918782e-10,3.925671125411441e-10,3.9255190194209067e-10,3.9080769626449693e-10,3.926267739086538e-10,3.923867163482176e-10,3.926877688116438e-10,3.926500118532768e-10,3.925105233389569e-10,3.9158714888962605e-10,3.9080769626449693e-10
5471,7.260932786017608e-10,7.260907897185463e-10,7.260748977788117e-10,7.260261781921411e-10,7.259635534870379e-10,7.24593568739585e-10,7.261613543000226e-10,7.24593568739585e-10,7.263931236123997e-10,7.262926531329606e-10,7.258374070532843e-10,7.231754552990114e-10,7.24593568739585e-10
5472,6.962930356249981e-10,6.962907478046024e-10,6.962445042344966e-10,6.962275413931045e-10,6.961776325075657e-10,6.946404090339986e-10,6.963666063800121e-10,6.95910774125241e-10,6.965642992366062e-10,6.964733484293863e-10,6.960624624584618e-10,6.935637015060421e-10,6.946404090339986e-10
5473,6.967191455743242e-10,6.967191455743242e-10,6.967071490551468e-10,6.966634313103336e-10,6.966024890375493e-10,6.950527730922234e-10,6.967936286957399e-10,6.950527730922234e-10,6.969944758445165e-10,6.969028142246321e-10,6.964582504284628e-10,6.939732467929778e-10,6.950527730922234e-10
5474,9.385134989098725e-10,9.385011297928619e-10,9.384340531192585e-10,9.383868998836917e-10,9.383071707397152e-10,9.397774473676588e-10,9.386421166126068e-10,9.397774473676588e-10,9.39016235406646e-10,9.388475390247347e-10,9.381019087553743e-10,9.346575445226943e-10,9.397774473676588e-10
5475,8.534304894287535e-10,8.534270152259887e-10,8.533801785838132e-10,8.533320228927547e-10,8.532584040689626e-10,8.532599701540724e-10,8.53543465124482e-10,8.532599701540724e-10,8.538510650053833e-10,8.537117646362418e-10,8.530804323395114e-10,8.499039279075578e-10,8.532599701540724e-10
5476,1.0699997922711633e-09,1.069989398705352e-09,1.0698632442015533e-09,1.0698317843751281e-09,1.0697502681449624e-09,1.0743968183438999e-09,1.0702115555814742e-09,1.0743968183438999e-09,1.0706519727009487e-09,1.0704316110704022e-09,1.069502016130772e-09,1.0657575721898105e-09,1.0743968183438999e-09
5477,2.469593219467862e-09,2.469548014493961e-09,2.4690403745440362e-09,2.46885602821623e-09,2.4684018602472053e-09,2.5555268962777596e-09,2.470473988315565e-09,2.5555268962777596e-09,2.4724020537880377e-09,2.471353544562557e-09,2.4669799045206513e-09,2.5555268962777596e-09,2.5555268962777596e-09
