,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
51,7.941118060794677e-10,7.940630394607228e-10,7.940823092137003e-10,7.938982555170748e-10,7.951281578779848e-10,7.940273320350334e-10,7.941288886492309e-10,7.941593571972115e-10
52,9.621488398927472e-10,9.620857778197274e-10,9.621046648803672e-10,9.618043474661939e-10,9.646429433883117e-10,9.620433740340002e-10,9.621708858482612e-10,9.622167839978952e-10
53,1.0447539714258355e-09,1.0446902197550112e-09,1.0447099535069494e-09,1.0443985071650903e-09,1.048152756725739e-09,1.0446505873461342e-09,1.0447817522304259e-09,1.0448395718953051e-09
54,1.4699384828372376e-09,1.4698523028808039e-09,1.4698846585290011e-09,1.4691799693615652e-09,1.4793382069347363e-09,1.4698078778813998e-09,1.4700140350587967e-09,1.4700832155353694e-09
55,1.5782148871237972e-09,1.578150763849993e-09,1.5781876611584055e-09,1.5774241198011134e-09,1.5894215747467423e-09,1.5780499219128916e-09,1.5782665786191446e-09,1.5783503102516018e-09
56,1.935528630320049e-09,1.9354656770165816e-09,1.9355229864734166e-09,1.9343065938764657e-09,1.9360801710302877e-09,1.9352809482285496e-09,1.9355724716339446e-09,1.9356790062217947e-09
57,1.7300182924462533e-09,1.7299770751353104e-09,1.7300219386314588e-09,1.7291049817328565e-09,1.7289033750109423e-09,1.729833226272005e-09,1.730065416412589e-09,1.730148043151639e-09
58,1.3880291190763383e-09,1.387990098123846e-09,1.3880230521529746e-09,1.387479844551182e-09,1.3870026079700476e-09,1.3878921848765172e-09,1.3880568742420462e-09,1.3881048470332473e-09
59,1.75689305584108e-09,1.7568495650838896e-09,1.7568759915457979e-09,1.7558370211287193e-09,1.7559133168370957e-09,1.7567087150601898e-09,1.7569328207016413e-09,1.756968209115438e-09
60,1.9630339828364606e-09,1.9629884199659914e-09,1.9630120985612877e-09,1.9617155885022606e-09,1.9620273445939273e-09,1.9627878270596067e-09,1.963052975719231e-09,1.9630952627150553e-09
61,1.240051788841436e-09,1.2400296181763776e-09,1.2400610060341464e-09,1.2396676278390172e-09,1.2397719095606188e-09,1.2399398496376375e-09,1.2400611200233728e-09,1.240073948095584e-09
62,1.3684510998890413e-09,1.3684281242261351e-09,1.368462736279908e-09,1.3679664070096545e-09,1.3680736923686068e-09,1.3683339098643008e-09,1.3684456257175606e-09,1.3684486256579731e-09
63,1.059411513671734e-09,1.0593875506965597e-09,1.0594243045314685e-09,1.0591303852602486e-09,1.0589195732228671e-09,1.059308402069699e-09,1.059369551013824e-09,1.0593844875452787e-09
64,1.2230565035891907e-09,1.2230280133476803e-09,1.2230745031071644e-09,1.2226994818558584e-09,1.2223936788725803e-09,1.2229444654630704e-09,1.2230055160839783e-09,1.2230061912080734e-09
65,1.8830441584710634e-09,1.882994180084711e-09,1.883062753785374e-09,1.8820021621228792e-09,1.9001869131302768e-09,1.882816694275977e-09,1.8829373848411006e-09,1.88295683357882e-09
66,1.9403562348656965e-09,1.9403042034834103e-09,1.940371408999383e-09,1.939196628234829e-09,1.9587547046376898e-09,1.9401050536849696e-09,1.940038541684313e-09,1.9402565106321083e-09
67,1.3860719284121384e-09,1.386031263668138e-09,1.3860631832882255e-09,1.3855150907146537e-09,1.3941235033238586e-09,1.385936028653655e-09,1.3859276420354874e-09,1.3859971479657444e-09
68,1.2556120315867447e-09,1.2555720925213334e-09,1.2555782297391152e-09,1.2551661381658235e-09,1.2617304123096668e-09,1.2554896430759648e-09,1.2555533759221196e-09,1.2555355968715879e-09
69,3.215760799728523e-09,3.2155069507175077e-09,3.215540739057895e-09,3.213351429117707e-09,3.2798620302029012e-09,3.2148131527455896e-09,3.2155973520192144e-09,3.215343018853765e-09
70,2.6707679634153143,1.4417420024664593,1.6702147772583027,0.09454046836448997,0.0003939291789628361,0.6223913618354086,1.997167196356953,1.6465796626246636
71,3.945290139187629,2.057145378557897,2.435939852141204,0.12820736692963128,0.0005827677179212516,0.9207619578073166,2.669044143577027,3.135252726448569
72,2.1968871778863506e-09,2.1967943720645246e-09,2.1968468529351724e-09,2.1953629003719606e-09,2.221629529824165e-09,2.19655184094831e-09,2.196842845759811e-09,2.196865612965707e-09
73,6.43536094385594e-09,6.4342373745683944e-09,6.434849383638651e-09,6.436843961211989e-09,6.764729427554767e-09,6.433259012349074e-09,6.434937948248343e-09,6.435400109022689e-09
74,1.328554979582869e-08,1.3286700884170659e-08,1.328588528290237e-08,1.3327035236724035e-08,1.4859198369798482e-08,1.3290077794257074e-08,1.328551316406443e-08,1.3285468147870439e-08
75,4.176342643796494e-09,4.175892452881729e-09,4.1761059993131865e-09,4.174755619186839e-09,4.301542564261742e-09,4.1749513068273126e-09,4.176458196537224e-09,4.176552508606887e-09
76,4.095525597001748e-09,4.095066937641252e-09,4.0952657315832695e-09,4.093427864547831e-09,4.214444245848189e-09,4.094011493659395e-09,4.0956836659032835e-09,4.095848630492194e-09
77,7.1527949731978415e-09,7.151703405032697e-09,7.152205324233935e-09,7.154816179416561e-09,7.56089267950283e-09,7.150826575079923e-09,7.153005896523358e-09,7.1538076779183e-09
78,4.5273903151891455e-09,4.526876505280989e-09,4.527233142009613e-09,4.52536442459016e-09,4.6791586710834675e-09,4.525581589465593e-09,4.527385834212619e-09,4.527736830990968e-09
79,1.4985535234023464e-09,1.4985259261099793e-09,1.4985659879548206e-09,1.4978797187684379e-09,1.5084450803836556e-09,1.4984230604901007e-09,1.4985405627189978e-09,1.4985754464790646e-09
80,3.556341383900847e-09,3.5563445919892086e-09,3.5564897920754967e-09,3.5538034985893578e-09,3.571001730329975e-09,3.5551919320527568e-09,3.556199260709061e-09,3.5564242651013692e-09
81,4.285544665739309e-09,4.285569099862618e-09,4.285824834270202e-09,4.283076169522048e-09,4.283806387950978e-09,4.283943676761791e-09,4.28521713547685e-09,4.2856565563741595e-09
82,6.578445862479394e-09,6.578489592428027e-09,6.579091277153311e-09,6.578401925656782e-09,6.576929602246759e-09,6.576104685202749e-09,6.577267670110544e-09,6.578657615455333e-09
83,6.286366178047211e-09,6.2865017322408304e-09,6.2870440551916174e-09,6.28594168852458e-09,6.283882174137282e-09,6.2838891607114385e-09,6.284899738455325e-09,6.2865427522981105e-09
84,3.6875288137489578e-09,3.6875573510564784e-09,3.687688103255602e-09,3.684936696333182e-09,3.6859393894470163e-09,3.6861292176235583e-09,3.6867351151366063e-09,3.687549011543234e-09
85,2.6663823735287225e-08,2.6663435801461643e-08,2.6659556311577026e-08,2.6834943737738744e-08,2.6733452601001723e-08,2.6703590380088506e-08,2.6688324425922515e-08,2.6664884949531144e-08
86,4.1127217745251603e-08,4.112377162643765e-08,4.1111939432214915e-08,4.157878288954186e-08,4.147042320116417e-08,4.1283873858232394e-08,4.13097499266986e-08,4.1141191167596496e-08
87,2.137976810275881e-08,2.137887656967743e-08,2.137735435791055e-08,2.1480416102896985e-08,2.1579351282631218e-08,2.139558425014785e-08,2.1415942693097877e-08,2.13833425256818e-08
88,6.093886751996868e-09,6.0938863798612474e-09,6.094414958248222e-09,6.09302019183898e-09,6.153629547077862e-09,6.091456883107767e-09,6.0913025104882434e-09,6.092398693856773e-09
89,3.1358946377362263e-09,3.1358887904881476e-09,3.1359979142461116e-09,3.1334959654563205e-09,3.195921405462392e-09,3.1351381078627924e-09,3.133535215607612e-09,3.1353147210515653e-09
90,4.194031711101157e-09,4.194035507586299e-09,4.194263218365751e-09,4.191460200188811e-09,4.319927974005401e-09,4.1925591254907815e-09,4.191377844797689e-09,4.192703192199678e-09
91,1.8309136986417893,1.8648644159370038,3.101640545978757,0.07760165552300448,0.00024252356628472841,0.4510595457271684,0.08245175799043397,0.48016016055102073
92,1.4570951229455754e-07,1.4569556206274485e-07,1.454288591565899e-07,1.539338173070362e-07,4.2745565112420456e-07,1.4755777093941035e-07,1.518658264548532e-07,1.4746083385616542e-07
93,2.9753704182236334e-09,2.975334210274201e-09,2.9753954408826164e-09,2.9731596287946774e-09,3.0279574594319894e-09,2.9746844524886834e-09,2.973879619051841e-09,2.974709459879355e-09
94,9.005885834901293e-09,9.005478513711368e-09,9.005525713533691e-09,9.01341127330795e-09,9.658619285011183e-09,9.00592834161272e-09,9.006909359126594e-09,9.006112762360838e-09
95,3.246544452187591,2.1347856632204336,2.025175641772896,0.12526860335402104,0.0005219603328754709,0.8142458810185673,0.6941968099094538,0.7933677816952345
96,2.2972719504969772e-09,2.2971681497639843e-09,2.297167491587872e-09,2.2955509632136258e-09,2.3248142688731337e-09,2.2968909297853335e-09,2.296678012746801e-09,2.2969625245942024e-09
97,9.118428287888959e-10,9.118004708726846e-10,9.118171134348092e-10,9.116012522494792e-10,9.138337433158776e-10,9.117524789494469e-10,9.117090548744488e-10,9.117766292483364e-10
98,5.988491831847435e-09,5.987284107176459e-09,5.9876989937898e-09,5.988623151384207e-09,6.2718559692929235e-09,5.986393000049963e-09,5.986213963533855e-09,5.986861749697153e-09
99,3.757220197081742e-09,3.7567201616318645e-09,3.7569249483456125e-09,3.75489710950293e-09,3.85296527744192e-09,3.756188018199318e-09,3.7569423039106965e-09,3.756490550394311e-09
100,6.3507906049098045e-09,6.349455355858766e-09,6.349884359164287e-09,6.351104360171467e-09,6.670897792298728e-09,6.348624776170666e-09,6.349989036540082e-09,6.349095000766935e-09
101,5.086885312292095e-09,5.0860075288928405e-09,5.086325219527386e-09,5.085407664655087e-09,5.285625388706776e-09,5.085105038318784e-09,5.086371336176368e-09,5.0855775538366955e-09
102,2.3866181633840662e-08,2.387108882428796e-08,2.386849264600664e-08,2.4021636122126168e-08,3.067036670560346e-08,2.388554242118651e-08,2.387171149379816e-08,2.3880502273035056e-08
103,5.8515660182075546e-09,5.851262853469625e-09,5.851190637848921e-09,5.8513450506883885e-09,6.1217185664497e-09,5.849588755768923e-09,5.850688203392612e-09,5.849694104546998e-09
104,7.326501474289203e-09,7.3265337026019416e-09,7.3267463166870654e-09,7.328407614358355e-09,7.419856563155675e-09,7.3248673870070855e-09,7.325511683867001e-09,7.324871489884565e-09
105,2.6314899192452647e-08,2.6314303993363097e-08,2.6312106423364846e-08,2.6490268794855758e-08,2.6665597216441008e-08,2.63450885798077e-08,2.6324616774279596e-08,2.6349655227855423e-08
106,4.971913197751767,5.216798474399101,7.73243813450319,0.2745683456956878,0.34135523932645423,1.3060548139987518,2.278175154630253,0.9795411118016881
107,6.9594169283679745,7.346617284346935,11.371463089917565,0.3872003597745823,0.6725058852331324,1.8239174701195886,1.5080434955048652,1.2736853853067822
108,6.656050120472776,6.261998247456159,10.228216012818798,0.3683528423347349,0.7024402998924961,1.5762074965830124,0.9936960321227369,1.2763854192873305
109,13.16387568969818,12.554437000477918,18.603115990989025,0.6399106262202356,1.0817536759054858,2.879597809106049,2.7881820057229922,2.757710071261973
110,15.669099908885855,14.152179345866767,20.013008793895054,0.6205584143883673,0.81017348476601,3.154505263978247,2.413282716139264,3.0338411282835334
111,18.822667956177423,17.589742107642902,24.062602812449132,0.7397555110035604,0.3493289923003997,3.9042651889096236,2.2809128216723615,3.2467047363578416
112,10.642889754232291,9.896838336862782,14.338175680890657,0.4895962459666293,0.011657056728182751,2.4712953233563404,1.0607918623910766,1.6436445322116093
113,11.94797808515456,10.606752945155609,15.134925894876854,0.5168023506658366,0.001230484985802932,2.5963165585559547,1.4519685033269132,1.673455223693881
114,7.447787089897815,6.534881624956828,9.18991501882675,0.27387164456666246,0.0007607598391349505,1.6051921142734549,0.593388557295461,1.2856752015436381
115,13.707115989973138,12.747617870852919,17.22527576008061,0.4721339976622878,0.001523015464128528,3.076486035275923,1.2184103125345231,2.7261930711526263
116,11.905758903141743,11.146463054889642,14.472178870233835,0.4252056775681258,0.001518594280792905,2.763836890186245,0.9111550204501987,1.8982396231786172
117,7.982475153025202,6.962316932357946,9.223492369919352,0.2839615702549461,0.0010517132764779392,1.8930771141959386,0.6836111824754284,1.0727436996378625
118,8.505968714174266,7.4540337539349615,8.686946771849843,0.27146708993265933,0.0011311163574062868,2.0360031522715123,0.8935791631932356,1.2781575357543873
119,14.561179832815073,12.204226170203944,11.025749338898377,0.4793804078914327,0.0019974203144035646,3.5953530465988077,0.8988382631023819,2.057340910826971
120,1.487373473671376,0.9734775888825304,0.9985456808232928,0.04804719483180778,0.0002089229303839485,0.3634873516626311,0.027157118265861632,0.20681177704046197
121,2.002057346647286,1.1848333788029426,1.1509002036677627,0.07634965776006092,0.00028279182766242727,0.49768658232229385,0.050899776429018016,0.2969152961103978
122,1.2127227246892253e-08,1.2127596919709477e-08,1.212760070495559e-08,1.2151618758812804e-08,1.3389466403156222e-08,1.2130167033729554e-08,1.2145649507100116e-08,1.2132303687247772e-08
123,5.435804944220416e-09,5.435236364190145e-09,5.435410558944575e-09,5.434843892324469e-09,5.666159009325535e-09,5.433868984497274e-09,5.434843892324469e-09,5.433369229080036e-09
124,1.4109506176920056e-08,1.4110367173333427e-08,1.4110192346295359e-08,1.4151146805359302e-08,1.5936465503018626e-08,1.4114119636535054e-08,1.4189700517914967e-08,1.4115700862349079e-08
125,1.2490004398251826,0.8918448009557245,0.9106424661592619,0.05430438474590234,0.00020888511555608498,0.3592442868589784,0.008354536713567269,0.2986740323154813
126,5.299570859641847,3.4645183079910065,3.1980169000748533,0.22842978329385388,0.000761437874131049,1.3477356965417493,0.15990084983040845,1.142148896149
127,9.143688303633418,6.159026562367557,5.450801742406147,0.3541124130387794,0.0012646902953055907,2.2132025654393073,0.7841060537302724,2.1246744629440966
128,9.775793327171261,7.885375015475158,7.859478874219047,0.3366498393163901,0.012948073625175267,2.3047565747827456,1.1912225007692692,2.356548857294986
129,9.746386891849507,7.909756196744919,13.542090328398974,0.391814551447658,0.15917466340145242,2.2039568372860785,1.8978517214351627,2.6080155902092166
130,8.77223861374675,6.908818983506615,11.65999418107795,0.3051213465124249,0.5666539261954042,1.8743168246112425,2.473662319718032,2.89865276170279
131,3.1911601986637477,2.702960319015438,3.9373518846299627,0.11510404641750042,0.41278689985341827,0.6390258684691211,1.321711879033334,1.1867623188052214
132,2.16767490812512,1.9605541394092099,2.706756360947232,0.0794435961818267,0.3688452181939231,0.4568006131261116,1.0270920447879168,0.8426694425083512
133,7.755462948314126,7.527680120566353,10.23938045089696,0.3145572418839736,1.160607744948328,1.724641413657704,4.208558916241465,3.8940016779230593
134,3.6841764610869965,3.875124630969228,5.217377942788131,0.14601919562313237,0.3875124692947658,0.8929635072177481,2.555335809724044,2.2632974322568744
135,7.449254004279405,8.180035251212521,9.959841191323795,0.3182434495262945,0.2828830666102031,1.8623135035319098,5.374778206533741,4.8325856684865585
136,5.565590350477182,5.96372498028187,7.224484641329958,0.2322452053828025,0.008294476151116658,1.310526494437765,4.006229717075349,3.9315794739869556
137,4.414013743336541,4.345223918870243,6.219746635576517,0.18917202403127406,0.0005732556485926551,0.9057326955527196,3.0611471954990983,3.221656785920526
138,3.6600181276678154,3.249804390773287,4.293570454649336,0.13217999037912384,0.00045580210434142124,0.7155950828450329,2.8122430714189313,2.7621058369095697
139,1.3929190650763887,1.2353326453049127,1.3566923019104893,0.04890615174889662,0.00018116038002586316,0.2861914503722598,1.0795575636921995,1.1012936215916207
140,0.5359802736983652,0.4578904404380103,0.4053572798850435,0.017747745066281264,7.108440482947143e-05,0.11216545163331043,0.39399875868502626,0.40961672533511523
141,4.272734169919917,3.447576514088019,2.639374152553754,0.12433883169823526,0.0005651836948895468,0.8873270751003166,2.492428268638391,3.0463012157039184
142,0.06497833543232229,0.049482258294064156,0.03856456831917557,0.002553906561048129,1.0834842242603612e-05,0.013911729775544075,0.03812433890353243,0.04041353188387797
143,2.413868392343634e-08,2.4141000968247813e-08,2.414396193660324e-08,2.432937259441718e-08,3.113191152052013e-08,2.4164725005692366e-08,2.4143581707504356e-08,2.4144808579157084e-08
144,2.71079285444572e-09,2.7106938963085745e-09,2.710640909644079e-09,2.708809787589538e-09,2.7522867205686508e-09,2.710131732314836e-09,2.7105874748322915e-09,2.7105286943818593e-09
145,3.027191715359243e-09,3.0270710902375473e-09,3.0270067282571697e-09,3.025229679607329e-09,3.082205249409202e-09,3.0263519837296152e-09,3.026725541982425e-09,3.026748932373019e-09
146,6.658286210540042e-09,6.657525596635142e-09,6.657215555844001e-09,6.66240208315728e-09,7.011005615699945e-09,6.6559803098441595e-09,6.6560041064231565e-09,6.656142902250683e-09
147,4.049585790788494e-09,4.049247675192721e-09,4.049200108903274e-09,4.047996035056503e-09,4.16510078714519e-09,4.047877100519476e-09,4.048004041345795e-09,4.0483430120787835e-09
148,4.702598709305195e-09,4.702106287393315e-09,4.702095646656744e-09,4.702275897533415e-09,4.86833656812423e-09,4.700392206987861e-09,4.7001960296599955e-09,4.7010788470888236e-09
149,3.874207383709537e-09,3.873957013431436e-09,3.8739585267830135e-09,3.872980501814768e-09,3.97790037270417e-09,3.872760447181718e-09,3.8722606692629e-09,3.873343398034101e-09
150,5.518251536059479e-09,5.517653317655899e-09,5.517642660911653e-09,5.518952275676391e-09,5.755727187227333e-09,5.515546586060067e-09,5.515359812560154e-09,5.516554350079696e-09
151,7.563686134321742,5.064098872230114,4.847684390663726,0.18395231290602926,0.0010820760688687685,1.5040806504621262,0.3787253463153379,3.7547912587534107
152,16.440316055473737,10.915657002185704,10.091413514396764,0.5569212772697564,0.04455370377946475,3.1187591447227385,0.6237518303338127,9.868645004183538
153,14.507933073220164,10.07724328580749,11.602224887056504,0.515196488785626,0.8655300998837739,2.864492469089127,1.6692366194613393,10.20089044266552
154,5.185629853428139,3.2557878595358907,4.555477365626663,0.17723039308786243,0.8139469693021782,0.9058442071067379,0.866459676619067,3.0654292955124505
155,8.950736869385342,5.796991813947289,9.438546356377536,0.3289877969621231,2.2688813382587965,1.5768725311298906,1.3953620243419205,4.231463692902396
156,8.6184097954272,6.023154651081705,9.105020134991944,0.3027797704169561,2.4763059538087764,1.5138988377799583,2.032949866649512,3.1359333029968712
157,2.9044864794862563e-08,2.9049699357129054e-08,2.9043739330234017e-08,2.9303784283351387e-08,2.9080603793264867e-08,2.9104805652189696e-08,2.9070652377513285e-08,2.9066712517603218e-08
158,11.314984293356103,8.05979408914129,10.988043792496097,0.41222932989221645,1.8194949640302889,2.0185022254234206,3.1841161850115274,4.520307797222097
159,12.475154713672271,9.07713022739005,11.452601048818824,0.4562162529317523,0.6607269859027622,2.2024232806058577,2.564249962015613,6.575806647210082
