,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Onshore
73,0.23896458326009853,6.452043710150081,0.9027550882703081,0.002655163487159603,0.002655163487159603,7.2751439363618555,18.479927660922087,0.002655163487159603,0.2655162034605212,0.002655163487159603
74,0.01213524267673951,0.31416722160727045,0.04449581159013542,0.00013487479436721865,0.00013487479436721865,0.41259728633060977,0.938456536249732,0.00013487479436721865,0.01213524267673951,0.00013487479436721865
75,0.018553838899597528,0.5401223326776011,0.07833836969537913,0.00020617608924541797,0.00020617608924541797,0.5854761147614153,1.434828761062995,0.00020617608924541797,0.018553838899597528,0.00020617608924541797
76,3.318611024586028e-08,3.249447235597816e-08,3.270834888242394e-08,4.604764659249521e-08,4.604764659249521e-08,3.249447235597816e-08,3.2464495211472536e-08,4.604764659249521e-08,3.318611024586028e-08,4.604764659249521e-08
77,0.029718948074643495,0.9080786207583649,0.13868838110525,0.0003302232786838221,0.0003302232786838221,0.9245891409228221,2.294962314577082,0.0003302232786838221,0.029718948074643495,0.0003302232786838221
78,0.7407119939174805,22.879770464728338,3.703559967706349,0.00823013373073933,0.00823013373073933,41.06836497048734,57.19942616111523,0.00823013373073933,0.6584106613122265,0.00823013373073933
79,1.4153901685905506,43.877095218922854,6.9196852677077265,0.01572655767198882,0.01572655767198882,112.2876200222359,109.29957411128662,0.15726557450654544,1.2581245943300583,0.01572655767198882
80,1.6123177183687272,49.981849262948096,8.061588590979333,0.017914641528696026,0.017914641528696026,123.79017147171356,124.32761071109778,1.7914641314968012,1.6123177183687272,0.017914641528696026
81,1.5640893359624861,49.1819202240391,7.646658974950397,0.017378770619656227,0.017378770619656227,126.6912361951418,120.60866655615393,4.17090489552874,1.3903016319914014,0.017378770619656227
82,1.6183566681188986,44.95435188642703,8.271600747278262,0.017981740969567703,0.017981740969567703,125.69236787406322,125.15291565142871,6.293609264284942,1.4385392605740497,0.017981740969567703
83,1.2664856514503204,38.1352901634408,6.332428256151331,0.014072063065710396,0.014072063065710396,99.77092518730262,97.94155702449395,6.332428256151331,0.9850443956335938,0.014072063065710396
84,0.7978469077221269,22.073764435335924,4.077884193229302,0.008864966073006755,0.008864966073006755,60.54771529777066,61.7001608305164,4.52113247505459,0.7978469077221269,0.008864966073006755
85,0.7003290060535841,20.54298416347923,3.6572736961798213,0.007781433892439485,0.007781433892439485,52.4468610832614,54.158776430176545,3.112573358524997,0.6225146721028846,0.007781433892439485
86,0.7348498684152506,20.412496332174694,3.919199296160611,0.008164999006651472,0.008164999006651472,57.97148958250366,56.82838978792843,2.0412496336441355,0.7348498684152506,0.008164999006651472
87,0.47482232634269034,13.664331371043403,2.532385737316171,0.005275804352316348,0.05275803691189422,38.51336641125895,36.7195931811797,0.3693062539850221,0.4220642901638594,0.005275804352316348
88,0.6629065036484837,20.697414153588962,3.6091576286398035,0.007365628337976939,8.912409653624048,54.06370814411455,51.264769575372895,0.07365627864986408,0.44193766927409106,0.07365627864986408
89,0.7502730672008125,23.675283439705794,4.001456356392484,0.008336367872398208,9.503458845793682,62.77284658408678,58.02111716142215,0.008336367872398208,0.5835457190371197,0.008336367872398208
90,1.1698493642424317,35.87538049460001,6.23919660800256,0.012998326563648606,15.85795804488069,95.92764784375794,90.46835081201631,0.012998326563648606,1.4298158895634665,0.12998326295817492
91,0.8249516654540133,25.11519513583318,4.766387398383511,0.009166130033607377,9.899419980803263,67.37105264468126,63.79626209621039,0.009166130033607377,1.0082742576832993,0.0916612965366287
92,0.8965842649449288,28.192594096995016,5.379505587726923,0.009962047772343986,9.962047384348475,74.0180120632103,69.33584979274919,0.009962047772343986,0.6973433172657192,0.0996204742278985
93,1.5654644948322844,42.441481854086526,9.218846468479912,0.017394050162460616,0.017394050162460616,100.5376086540478,121.06258758337545,0.017394050162460616,2.087285993035535,0.17394049962356276
94,0.8934451092117442,23.527387866031702,2.9781503631294037,0.009927168265548183,0.009927168265548183,66.41275308947985,69.09308841594537,0.009927168265548183,1.091988466727716,0.09927167914764541
95,1.488652965315353,38.20875943732135,4.46595889547802,0.016540588734733803,0.016540588734733803,67.48560108392068,115.12249596652299,0.016540588734733803,1.8194647353334283,0.16540588524298963
96,1.3469385906505393,33.538770900329965,4.714285066558454,0.013469386190813556,0.013469386190813556,44.98774891841677,93.74692588956292,0.013469386190813556,1.3469385906505393,0.013469386190813556
97,1.1879200991129486,28.628874381094995,4.276512355959442,0.011879201313526455,0.011879201313526455,27.084578252671772,82.67923887590798,0.011879201313526455,1.0691280892342359,0.011879201313526455
98,2.04023085268351,53.454048335526466,6.936784898668569,0.020402308714499356,0.020402308714499356,22.442539377621213,142.00006733375596,0.020402308714499356,1.8362077674341313,0.020402308714499356
99,1.5148264205070716,38.325108432619324,6.210788323286849,0.01514826445784914,0.01514826445784914,18.632364969349418,105.43191884976213,0.01514826445784914,1.3633437784819165,0.01514826445784914
100,0.7472142776115522,18.232028361601262,3.3624642474391306,0.0074721432889298025,0.0074721432889298025,17.559535512217046,52.00611368623067,0.0074721432889298025,0.6724928499021849,0.0074721432889298025
101,0.8426700573860272,22.752091537480446,3.5392142395515407,0.008426701028498644,0.08426700615166556,26.122771765187267,58.64983596255802,0.008426701028498644,0.8426700573860272,0.008426701028498644
102,1.3463013779431192,37.427178299113194,6.462246613034428,0.013463014063874035,16.424876807685866,65.16098667881849,93.70257588511716,0.013463014063874035,1.0770411024119946,0.013463014063874035
103,1.5605594833109138,41.35482630141393,6.554349829112103,0.01560559507847585,0.3121118968605801,107.52254838327926,108.61494002142327,0.01560559507847585,1.5605594833109138,0.01560559507847585
104,1.836330849722527,48.84640059722261,8.263488823013574,0.018363308705729883,0.018363308705729883,124.8704977670078,127.80862712622657,2.0199639346737004,1.836330849722527,0.018363308705729883
105,1.8016522749131632,48.1041157346595,8.107435236357237,0.01801652296165069,0.01801652296165069,122.15202422475959,125.39499831921655,5.4049568243097825,1.8016522749131632,0.01801652296165069
106,2.269710745300785,62.64401656576476,11.121582651308676,0.02269710762170065,0.02269710762170065,164.10008687308573,157.97186786123413,9.75975620423054,2.042739670787761,0.02269710762170065
107,2.309115394789171,65.80978874688098,11.545576973275265,0.023091154113706606,0.023091154113706606,166.4872199523792,160.7144314658254,11.545576973275265,1.8472923158648635,0.23091153962976413
108,1.9744553748551643,56.074532640514605,9.872276873491598,0.019744553942467834,31.19639491980991,132.48595563982187,137.42209407646962,5.725920586707477,1.9744553748551643,0.019744553942467834
109,2.413653848602402,73.85780776248593,12.068269242370462,0.024136538644659734,39.583923114609384,170.64532708501056,167.99030785172437,4.103211542511816,2.1722884637581994,0.024136538644659734
110,2.053486251617825,59.756449916781385,17.865330387623523,0.020534862702631124,31.62368827219988,141.07450547338198,142.92264309966833,2.053486251617825,1.8481376264748925,0.020534862702631124
111,2.2470875026896677,65.39024632342834,15.055486267038809,0.022470875197287413,34.829856289191845,150.33015391858564,156.3972901753826,0.4494175006757324,2.0223787524379273,0.022470875197287413
112,2.0896230761481203,60.599069203108286,11.07500230278845,0.020896230944709788,32.598119985205926,146.69153993277817,145.4377660872005,0.020896230944709788,1.2537738457629666,0.20896230778149685
113,2.0506687233673655,58.64912548309647,10.048276743763886,0.020506687420382703,30.9650977201855,148.05828181368295,142.72654313341863,0.020506687420382703,1.2304012340959214,0.20506687250658623
114,2.9254871112558103,81.03599297825264,14.627435555749727,0.02925487124345389,41.24936826697336,209.46487715657324,203.6139029343263,0.02925487124345389,3.218035822368159,0.2925487112446548
115,3.3516136915845545,95.52099020698327,17.763552564901453,0.03351613703011106,37.53807334456881,242.65683126247424,233.27231292636097,0.03351613703011106,3.6867750607314598,0.3351613692623932
116,2.8745838438437055,83.07547308332562,15.522752756163445,0.028745838571649116,32.19533904967581,206.68257836281384,200.0710355222831,0.028745838571649116,2.299667075101897,0.2874583845055524
117,2.362829718157322,57.88932809100416,12.759280477328659,0.023628297343619875,0.023628297343619875,174.61311615988214,164.45294837251015,0.023628297343619875,2.835395661756021,0.2362829719631514
118,2.6679241117992736,57.627160811875115,8.270564746273035,0.026679241261516634,0.026679241261516634,163.5437480445455,185.6875181712751,0.026679241261516634,3.201508934130109,0.2667924113104934
119,2.373160786689357,59.32901966331888,6.882166281089206,0.023731608028235037,0.023731608028235037,108.92808010171707,165.17199074238872,0.023731608028235037,2.610476865341981,0.23731607881571337
120,2.586599380409296,65.44096432071827,9.570417707110304,0.025865993952126787,0.025865993952126787,78.11530128399042,180.02731686621976,0.025865993952126787,2.3279394423833324,0.025865993952126787
121,3.338393237103321,85.12902754329346,12.352054976969182,0.03338393248575088,0.03338393248575088,83.45983092479979,232.68600861813445,0.03338393248575088,3.338393237103321,0.03338393248575088
122,4.002110972430918,86.84580809974844,14.407599500499792,0.040021109820015874,0.040021109820015874,63.23335336297678,278.5469236745556,0.040021109820015874,4.002110972430918,0.040021109820015874
123,3.7528165252240537,91.94400486556499,16.137111058122997,0.03752816535429963,0.03752816535429963,71.30351397740009,261.19603014851714,0.03752816535429963,3.7528165252240537,0.03752816535429963
124,3.415481918230937,83.6793069939942,16.39431320707777,0.034154819294439885,0.034154819294439885,65.23570463615924,237.71754150109732,0.034154819294439885,3.415481918230937,0.034154819294439885
125,3.271764831413135,79.83106188371157,15.377294707203923,0.03271764843118331,0.03271764843118331,62.16353179471963,227.71483225823673,0.03271764843118331,3.271764831413135,0.03271764843118331
126,3.8158757249390667,93.48895525862285,19.079378624289507,0.03815875734976453,0.03815875734976453,113.71309660026218,265.58495044879896,0.03815875734976453,3.434288152455306,0.03815875734976453
127,3.649803358896217,89.42018229046455,16.059134778782703,0.036498033693899444,0.036498033693899444,187.96487297779836,254.02631377189994,0.036498033693899444,4.014783694775232,0.036498033693899444
128,2.8562247561428347,70.26312899791495,13.42425635336983,0.028562247695496083,0.028562247695496083,179.94215962859496,198.7932430182431,3.427469707344295,3.141847231743565,0.028562247695496083
129,3.106524238514805,74.86723414532801,14.911316344397507,0.031065242508421194,0.031065242508421194,201.92407549548645,216.2140869920813,9.940877562973215,3.106524238514805,0.031065242508421194
130,2.7547640504276516,63.91052596680168,14.049296656604849,0.027547640643278765,0.027547640643278765,177.68228124365962,191.7315779001239,12.671914631461288,2.4792876453989385,0.027547640643278765
131,2.4245868392851295,55.523038616132744,12.607851563612082,0.024245868550771977,0.024245868550771977,162.204859537653,168.75124400329176,11.638016827961895,1.6972107875474856,0.024245868550771977
132,2.5440003727790166,59.529608719620285,13.228801937811768,0.025440003878301493,0.025440003878301493,168.4128246680491,177.06242593498035,10.176001490659555,2.5440003727790166,0.025440003878301493
133,2.8349502317120185,78.52812141477679,14.458246181171415,0.02834950245219332,0.02834950245219332,185.12225012201404,197.3125361177885,11.623295949595953,2.5514552085544717,0.02834950245219332
134,3.3727713805301773,80.27195885400108,17.538411178274824,0.03372771391885108,0.03372771391885108,218.21830831299056,234.74488807702596,8.431928451153269,3.0354942424886375,0.03372771391885108
135,3.643084604201272,88.89126434002432,18.579731480990787,0.03643084614714336,0.03643084614714336,233.1574146621864,253.5586884451184,3.2787761437917715,3.2787761437917715,0.03643084614714336
136,2.8554821116993283,67.10382962188372,14.848506980267091,0.02855482125109585,0.02855482125109585,192.17394610837596,198.7415549649726,0.02855482125109585,1.9988374782301985,0.02855482125109585
137,3.869905225809249,96.74763064283019,19.736516651217002,0.038699052357066104,0.038699052357066104,251.9308301937693,269.3454037094608,0.038699052357066104,2.708933658096484,0.038699052357066104
138,2.1763633213547804,55.0619920259536,11.099452938180113,0.021763633389474502,0.021763633389474502,146.6868878475013,151.47488715409048,0.021763633389474502,2.1763633213547804,0.21763633229552248
139,3.3642708379840762,80.40607302518417,18.503489608394585,0.03364270849367673,0.03364270849367673,231.79826072928913,234.15325031579744,0.03364270849367673,3.7006979217709763,0.33642708390195425
140,3.7836985668981624,80.59277947285372,21.567081830838625,0.03783698577020839,0.03783698577020839,258.8049819689378,263.34542024909285,0.03783698577020839,3.0269588535389933,0.37836985678188656
141,3.0488707085055644,62.501849521887976,17.378563037884923,0.030488707210658064,0.030488707210658064,209.76230473657358,212.20140130327647,0.030488707210658064,3.3537577793434235,0.3048870709648125
142,3.752420635154883,76.54938095515803,12.007746032268647,0.03752420645361867,0.03752420645361867,219.14136508712295,261.16847619970207,0.03752420645361867,4.127662698660053,0.3752420636083259
143,4.061411476052727,80.8220883716476,12.184234427967532,0.040614114854837624,0.040614114854837624,157.98890641483817,282.6742387267304,0.040614114854837624,4.467552623648466,0.040614114854837624
144,1.905104222129597,40.85390164859585,8.043773381735706,0.02116782487100352,0.02116782487100352,60.75165685559489,147.32805983072902,0.02116782487100352,2.1167824690125676,0.02116782487100352
145,2.9220463195776873,62.98633177511243,12.337528904499354,0.03246718144646273,0.03246718144646273,69.15509622730247,225.97158203823906,0.03246718144646273,3.246718132850849,0.03246718144646273
146,3.360117132781701,73.1758842228691,13.813814878891053,0.03733463491115805,0.03733463491115805,75.04261596324578,259.8490582605359,0.03733463491115805,3.360117132781701,0.03733463491115805
147,3.7929509205932925,82.1806032776228,18.964754602599008,0.04214389920849078,0.04214389920849078,84.70923722462375,293.3215378522022,0.04214389920849078,4.214389911760119,0.4214389912586744
148,3.2502589734820293,74.39481650179769,17.334714524772952,0.036113988700177936,0.036113988700177936,72.589117072145,251.35336060776046,0.036113988700177936,3.2502589734820293,0.036113988700177936
149,2.709539281630872,61.7172836343472,14.450876168140761,0.030105992145175845,0.030105992145175845,61.416223714180276,209.53770443630486,0.030105992145175845,3.0105992017977927,0.030105992145175845
