,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
76,4.9930007345536e-09,5.184360972881328e-09,4.9952410495494655e-09,4.994698341178418e-09,4.992166717558256e-09,4.9948280767143356e-09,4.9946472904236484e-09,4.995416774170157e-09,4.9912116343408724e-09,4.991158465889362e-09,4.992906727486086e-09,4.993046562865575e-09,4.995516730741149e-09
77,4.135323357321912e-09,4.25764570493198e-09,4.136745619598113e-09,4.136397969292722e-09,4.134748029966602e-09,4.136479147134211e-09,4.136371638155394e-09,4.136893500203639e-09,4.1331893788370296e-09,4.133510458911577e-09,4.134137675955198e-09,4.135355932529976e-09,4.136983795465029e-09
78,3.2599472938778564e-09,3.3266935855617466e-09,3.2607697570943844e-09,3.260532200971803e-09,3.259712452701925e-09,3.2605704306387837e-09,3.2605911411802725e-09,3.260883230207307e-09,3.2581297609754783e-09,3.258628236894019e-09,3.258004220951214e-09,3.2599797109481747e-09,3.2609520779447194e-09
79,2.2757383675897858e-09,2.3027335166078034e-09,2.276171930807839e-09,2.275997642176526e-09,2.275707827236913e-09,2.276007606787587e-09,2.27603837093947e-09,2.2762293448844433e-09,2.2748031891220644e-09,2.27516488130728e-09,2.274041931947126e-09,2.275750579760485e-09,2.2762680546531708e-09
80,2.5593436760129454e-09,2.5953382207295297e-09,2.5598582932144395e-09,2.559659149842519e-09,2.5593729531762864e-09,2.5596834798532546e-09,2.5597389388038604e-09,2.559926406471516e-09,2.5582302048384286e-09,2.558715322138978e-09,2.557820856737691e-09,2.5593623004585737e-09,2.5599719523662887e-09
81,2.0905666608162223e-09,2.112610865016084e-09,2.090964623896648e-09,2.0908108863789273e-09,2.0906089394823346e-09,2.0908163140084804e-09,2.0909285003989466e-09,2.0910099672394674e-09,2.0898766669959018e-09,2.09020761294774e-09,2.0906366491037394e-09,2.0905763240815016e-09,2.0910432576466826e-09
82,2.1315652588206736e-09,2.1546484160888967e-09,2.1319748199816155e-09,2.1318284962286375e-09,2.1316139973552586e-09,2.131820957616208e-09,2.1319433861761516e-09,2.132018832699667e-09,2.130812428685084e-09,2.1311840590752426e-09,2.13177848167512e-09,2.1315698975736566e-09,2.1320526863494395e-09
83,1.9828706716205023e-09,2.002329474554951e-09,1.9832474439745837e-09,1.983131361825427e-09,1.9829194761479785e-09,1.9831102627728696e-09,1.98320052732877e-09,1.9832877784623934e-09,1.982247879801474e-09,1.9825703460537114e-09,1.983121073246356e-09,1.9828815070759616e-09,1.983319523893717e-09
84,1.854170327338125e-09,1.8707832477404853e-09,1.8545138081280351e-09,1.8543986761032791e-09,1.8542103636344442e-09,1.8543909986928596e-09,1.8544298979744954e-09,1.8545511670927716e-09,1.8536451775723715e-09,1.8539252025179003e-09,1.854417620657248e-09,1.8541868286674227e-09,1.8545787539277228e-09
85,1.8268155058677276e-09,1.8428506993997968e-09,1.8271456647732304e-09,1.827025250065067e-09,1.8268492217731228e-09,1.8270303405239092e-09,1.8270518835450007e-09,1.8271846835607446e-09,1.8263249978736432e-09,1.8265831761433269e-09,1.8270592220355037e-09,1.8268375715837088e-09,1.8272130521771473e-09
86,1.7646347315880744e-09,1.7794101965655203e-09,1.7649502432977057e-09,1.7648232942880924e-09,1.7646660475446581e-09,1.764841019602811e-09,1.7648694540419504e-09,1.7649879064315897e-09,1.764178059141507e-09,1.76442053685177e-09,1.7648644196009225e-09,1.7646590527933038e-09,1.7650149390196557e-09
87,2.0001690605129046e-09,2.0200220845857636e-09,2.000535449756401e-09,2.00038334861931e-09,2.000204902210616e-09,2.0004014346274748e-09,2.000443827180904e-09,2.0005799292920976e-09,1.9994969288087997e-09,1.999869488514261e-09,2.0004030894036187e-09,2.0001983591162575e-09,2.0006128507334402e-09
88,2.37106512576157e-09,2.4008897931647724e-09,2.371533151387712e-09,2.3713533173452416e-09,2.371124891517738e-09,2.371372941666598e-09,2.3714184637758994e-09,2.3715940080275125e-09,2.3700638645161615e-09,2.3705904987309283e-09,2.3712990722313595e-09,2.371107820483905e-09,2.371635384810748e-09
89,1.9545770061173257e-09,1.973375959515441e-09,1.954936572296078e-09,1.9547824448070636e-09,1.9546085271854307e-09,1.9548028609405877e-09,1.954908494648253e-09,1.9549735893235664e-09,1.9539531587303583e-09,1.9542864506026325e-09,1.9545542595736223e-09,1.9546033221401038e-09,1.9550019599832757e-09
