"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Norway (NO)","12.01.2018 22:00 - 12.01.2018 23:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1202","20430","n/e","n/e","51","n/e","n/e","n/e","n/e","553"
"Norway (NO)","12.01.2018 23:00 - 13.01.2018 00:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1202","19169","n/e","n/e","50","n/e","n/e","n/e","n/e","581"
"Norway (NO)","13.01.2018 00:00 - 13.01.2018 01:00 (CET)","n/e","n/e","n/e","351","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1191","19004","n/e","n/e","51","n/e","n/e","n/e","n/e","563"
"Norway (NO)","13.01.2018 01:00 - 13.01.2018 02:00 (CET)","n/e","n/e","n/e","351","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1192","18396","n/e","n/e","50","n/e","n/e","n/e","n/e","551"
"Norway (NO)","13.01.2018 02:00 - 13.01.2018 03:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1197","17459","n/e","n/e","50","n/e","n/e","n/e","n/e","571"
"Norway (NO)","13.01.2018 03:00 - 13.01.2018 04:00 (CET)","n/e","n/e","n/e","349","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1190","16788","n/e","n/e","50","n/e","n/e","n/e","n/e","587"
"Norway (NO)","13.01.2018 04:00 - 13.01.2018 05:00 (CET)","n/e","n/e","n/e","351","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1189","15912","n/e","n/e","50","n/e","n/e","n/e","n/e","551"
"Norway (NO)","13.01.2018 05:00 - 13.01.2018 06:00 (CET)","n/e","n/e","n/e","351","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1192","16722","n/e","n/e","50","n/e","n/e","n/e","n/e","585"
"Norway (NO)","13.01.2018 06:00 - 13.01.2018 07:00 (CET)","n/e","n/e","n/e","351","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1191","17756","n/e","n/e","50","n/e","n/e","n/e","n/e","591"
"Norway (NO)","13.01.2018 07:00 - 13.01.2018 08:00 (CET)","n/e","n/e","n/e","345","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1196","19963","n/e","n/e","51","n/e","n/e","n/e","n/e","613"
"Norway (NO)","13.01.2018 08:00 - 13.01.2018 09:00 (CET)","n/e","n/e","n/e","337","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1193","20822","n/e","n/e","51","n/e","n/e","n/e","n/e","589"
"Norway (NO)","13.01.2018 09:00 - 13.01.2018 10:00 (CET)","n/e","n/e","n/e","337","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1200","21490","n/e","n/e","48","n/e","n/e","n/e","n/e","588"
"Norway (NO)","13.01.2018 10:00 - 13.01.2018 11:00 (CET)","n/e","n/e","n/e","344","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1203","22092","n/e","n/e","47","n/e","n/e","n/e","n/e","563"
"Norway (NO)","13.01.2018 11:00 - 13.01.2018 12:00 (CET)","n/e","n/e","n/e","341","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1201","22051","n/e","n/e","46","n/e","n/e","n/e","n/e","606"
"Norway (NO)","13.01.2018 12:00 - 13.01.2018 13:00 (CET)","n/e","n/e","n/e","343","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1199","22104","n/e","n/e","46","n/e","n/e","n/e","n/e","585"
"Norway (NO)","13.01.2018 13:00 - 13.01.2018 14:00 (CET)","n/e","n/e","n/e","340","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1195","21851","n/e","n/e","44","n/e","n/e","n/e","n/e","567"
"Norway (NO)","13.01.2018 14:00 - 13.01.2018 15:00 (CET)","n/e","n/e","n/e","337","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1195","21496","n/e","n/e","43","n/e","n/e","n/e","n/e","563"
"Norway (NO)","13.01.2018 15:00 - 13.01.2018 16:00 (CET)","n/e","n/e","n/e","343","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1197","21439","n/e","n/e","42","n/e","n/e","n/e","n/e","571"
"Norway (NO)","13.01.2018 16:00 - 13.01.2018 17:00 (CET)","n/e","n/e","n/e","341","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1199","22080","n/e","n/e","42","n/e","n/e","n/e","n/e","582"
"Norway (NO)","13.01.2018 17:00 - 13.01.2018 18:00 (CET)","n/e","n/e","n/e","346","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1202","22514","n/e","n/e","42","n/e","n/e","n/e","n/e","607"
"Norway (NO)","13.01.2018 18:00 - 13.01.2018 19:00 (CET)","n/e","n/e","n/e","342","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1199","22310","n/e","n/e","42","n/e","n/e","n/e","n/e","597"
"Norway (NO)","13.01.2018 19:00 - 13.01.2018 20:00 (CET)","n/e","n/e","n/e","342","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1193","21411","n/e","n/e","42","n/e","n/e","n/e","n/e","581"
"Norway (NO)","13.01.2018 20:00 - 13.01.2018 21:00 (CET)","n/e","n/e","n/e","348","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1190","19890","n/e","n/e","42","n/e","n/e","n/e","n/e","550"
"Norway (NO)","13.01.2018 21:00 - 13.01.2018 22:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1182","18572","n/e","n/e","42","n/e","n/e","n/e","n/e","549"
"Norway (NO)","13.01.2018 22:00 - 13.01.2018 23:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1184","17304","n/e","n/e","42","n/e","n/e","n/e","n/e","560"
"Norway (NO)","13.01.2018 23:00 - 14.01.2018 00:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1184","15161","n/e","n/e","42","n/e","n/e","n/e","n/e","548"
"Norway (NO)","14.01.2018 00:00 - 14.01.2018 01:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1186","13804","n/e","n/e","41","n/e","n/e","n/e","n/e","530"
"Norway (NO)","14.01.2018 01:00 - 14.01.2018 02:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1184","12926","n/e","n/e","41","n/e","n/e","n/e","n/e","531"
"Norway (NO)","14.01.2018 02:00 - 14.01.2018 03:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1185","12483","n/e","n/e","41","n/e","n/e","n/e","n/e","540"
"Norway (NO)","14.01.2018 03:00 - 14.01.2018 04:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1183","12567","n/e","n/e","41","n/e","n/e","n/e","n/e","623"
"Norway (NO)","14.01.2018 04:00 - 14.01.2018 05:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1179","12075","n/e","n/e","41","n/e","n/e","n/e","n/e","599"
"Norway (NO)","14.01.2018 05:00 - 14.01.2018 06:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1177","12292","n/e","n/e","41","n/e","n/e","n/e","n/e","592"
"Norway (NO)","14.01.2018 06:00 - 14.01.2018 07:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1176","12293","n/e","n/e","41","n/e","n/e","n/e","n/e","601"
"Norway (NO)","14.01.2018 07:00 - 14.01.2018 08:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1175","12904","n/e","n/e","41","n/e","n/e","n/e","n/e","621"
"Norway (NO)","14.01.2018 08:00 - 14.01.2018 09:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1172","14162","n/e","n/e","41","n/e","n/e","n/e","n/e","648"
"Norway (NO)","14.01.2018 09:00 - 14.01.2018 10:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1174","16508","n/e","n/e","41","n/e","n/e","n/e","n/e","656"
"Norway (NO)","14.01.2018 10:00 - 14.01.2018 11:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1172","17638","n/e","n/e","41","n/e","n/e","n/e","n/e","668"
"Norway (NO)","14.01.2018 11:00 - 14.01.2018 12:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1168","18856","n/e","n/e","41","n/e","n/e","n/e","n/e","695"
"Norway (NO)","14.01.2018 12:00 - 14.01.2018 13:00 (CET)","n/e","n/e","n/e","338","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1167","18412","n/e","n/e","41","n/e","n/e","n/e","n/e","730"
"Norway (NO)","14.01.2018 13:00 - 14.01.2018 14:00 (CET)","n/e","n/e","n/e","336","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1165","17643","n/e","n/e","41","n/e","n/e","n/e","n/e","730"
"Norway (NO)","14.01.2018 14:00 - 14.01.2018 15:00 (CET)","n/e","n/e","n/e","335","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1168","18891","n/e","n/e","41","n/e","n/e","n/e","n/e","720"
"Norway (NO)","14.01.2018 15:00 - 14.01.2018 16:00 (CET)","n/e","n/e","n/e","336","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1162","20245","n/e","n/e","41","n/e","n/e","n/e","n/e","697"
"Norway (NO)","14.01.2018 16:00 - 14.01.2018 17:00 (CET)","n/e","n/e","n/e","339","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1163","20918","n/e","n/e","41","n/e","n/e","n/e","n/e","690"
"Norway (NO)","14.01.2018 17:00 - 14.01.2018 18:00 (CET)","n/e","n/e","n/e","339","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1158","20719","n/e","n/e","41","n/e","n/e","n/e","n/e","707"
"Norway (NO)","14.01.2018 18:00 - 14.01.2018 19:00 (CET)","n/e","n/e","n/e","336","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1159","20126","n/e","n/e","41","n/e","n/e","n/e","n/e","755"
"Norway (NO)","14.01.2018 19:00 - 14.01.2018 20:00 (CET)","n/e","n/e","n/e","339","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1157","19220","n/e","n/e","41","n/e","n/e","n/e","n/e","774"
"Norway (NO)","14.01.2018 20:00 - 14.01.2018 21:00 (CET)","n/e","n/e","n/e","338","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1161","18132","n/e","n/e","42","n/e","n/e","n/e","n/e","800"
"Norway (NO)","14.01.2018 21:00 - 14.01.2018 22:00 (CET)","n/e","n/e","n/e","339","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1158","16904","n/e","n/e","40","n/e","n/e","n/e","n/e","802"
"Norway (NO)","14.01.2018 22:00 - 14.01.2018 23:00 (CET)","n/e","n/e","n/e","340","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1155","15549","n/e","n/e","39","n/e","n/e","n/e","n/e","782"
"Norway (NO)","14.01.2018 23:00 - 15.01.2018 00:00 (CET)","n/e","n/e","n/e","341","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1159","13786","n/e","n/e","40","n/e","n/e","n/e","n/e","826"
"Norway (NO)","15.01.2018 00:00 - 15.01.2018 01:00 (CET)","n/e","n/e","n/e","359","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1153","11955","n/e","n/e","39","n/e","n/e","n/e","n/e","891"
"Norway (NO)","15.01.2018 01:00 - 15.01.2018 02:00 (CET)","n/e","n/e","n/e","359","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1151","11382","n/e","n/e","39","n/e","n/e","n/e","n/e","891"
"Norway (NO)","15.01.2018 02:00 - 15.01.2018 03:00 (CET)","n/e","n/e","n/e","358","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1142","11495","n/e","n/e","39","n/e","n/e","n/e","n/e","904"
"Norway (NO)","15.01.2018 03:00 - 15.01.2018 04:00 (CET)","n/e","n/e","n/e","359","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1125","11312","n/e","n/e","39","n/e","n/e","n/e","n/e","923"
"Norway (NO)","15.01.2018 04:00 - 15.01.2018 05:00 (CET)","n/e","n/e","n/e","361","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1138","11667","n/e","n/e","39","n/e","n/e","n/e","n/e","909"
"Norway (NO)","15.01.2018 05:00 - 15.01.2018 06:00 (CET)","n/e","n/e","n/e","362","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1138","13768","n/e","n/e","39","n/e","n/e","n/e","n/e","892"
"Norway (NO)","15.01.2018 06:00 - 15.01.2018 07:00 (CET)","n/e","n/e","n/e","360","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1150","17524","n/e","n/e","39","n/e","n/e","n/e","n/e","891"
"Norway (NO)","15.01.2018 07:00 - 15.01.2018 08:00 (CET)","n/e","n/e","n/e","359","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1157","20109","n/e","n/e","39","n/e","n/e","n/e","n/e","901"
"Norway (NO)","15.01.2018 08:00 - 15.01.2018 09:00 (CET)","n/e","n/e","n/e","363","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1142","20741","n/e","n/e","41","n/e","n/e","n/e","n/e","930"
"Norway (NO)","15.01.2018 09:00 - 15.01.2018 10:00 (CET)","n/e","n/e","n/e","358","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1135","20306","n/e","n/e","41","n/e","n/e","n/e","n/e","937"
"Norway (NO)","15.01.2018 10:00 - 15.01.2018 11:00 (CET)","n/e","n/e","n/e","363","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1130","19822","n/e","n/e","41","n/e","n/e","n/e","n/e","914"
"Norway (NO)","15.01.2018 11:00 - 15.01.2018 12:00 (CET)","n/e","n/e","n/e","358","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1130","18940","n/e","n/e","41","n/e","n/e","n/e","n/e","936"
"Norway (NO)","15.01.2018 12:00 - 15.01.2018 13:00 (CET)","n/e","n/e","n/e","359","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1130","17853","n/e","n/e","42","n/e","n/e","n/e","n/e","731"
"Norway (NO)","15.01.2018 13:00 - 15.01.2018 14:00 (CET)","n/e","n/e","n/e","360","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1124","17363","n/e","n/e","42","n/e","n/e","n/e","n/e","721"
"Norway (NO)","15.01.2018 14:00 - 15.01.2018 15:00 (CET)","n/e","n/e","n/e","358","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1124","17542","n/e","n/e","42","n/e","n/e","n/e","n/e","742"
"Norway (NO)","15.01.2018 15:00 - 15.01.2018 16:00 (CET)","n/e","n/e","n/e","359","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1128","17552","n/e","n/e","42","n/e","n/e","n/e","n/e","839"
"Norway (NO)","15.01.2018 16:00 - 15.01.2018 17:00 (CET)","n/e","n/e","n/e","359","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1121","17497","n/e","n/e","42","n/e","n/e","n/e","n/e","817"
"Norway (NO)","15.01.2018 17:00 - 15.01.2018 18:00 (CET)","n/e","n/e","n/e","360","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1123","18386","n/e","n/e","42","n/e","n/e","n/e","n/e","827"
"Norway (NO)","15.01.2018 18:00 - 15.01.2018 19:00 (CET)","n/e","n/e","n/e","361","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1118","17285","n/e","n/e","42","n/e","n/e","n/e","n/e","778"
"Norway (NO)","15.01.2018 19:00 - 15.01.2018 20:00 (CET)","n/e","n/e","n/e","356","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1118","15955","n/e","n/e","42","n/e","n/e","n/e","n/e","820"
"Norway (NO)","15.01.2018 20:00 - 15.01.2018 21:00 (CET)","n/e","n/e","n/e","358","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1118","14806","n/e","n/e","42","n/e","n/e","n/e","n/e","763"
"Norway (NO)","15.01.2018 21:00 - 15.01.2018 22:00 (CET)","n/e","n/e","n/e","356","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1117","14380","n/e","n/e","41","n/e","n/e","n/e","n/e","698"
"Norway (NO)","15.01.2018 22:00 - 15.01.2018 23:00 (CET)","n/e","n/e","n/e","357","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1117","13834","n/e","n/e","40","n/e","n/e","n/e","n/e","693"
"Norway (NO)","15.01.2018 23:00 - 16.01.2018 00:00 (CET)","n/e","n/e","n/e","356","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1118","12993","n/e","n/e","35","n/e","n/e","n/e","n/e","603"
"Norway (NO)","16.01.2018 00:00 - 16.01.2018 01:00 (CET)","n/e","n/e","n/e","361","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1099","12787","n/e","n/e","37","n/e","n/e","n/e","n/e","594"
"Norway (NO)","16.01.2018 01:00 - 16.01.2018 02:00 (CET)","n/e","n/e","n/e","358","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1096","12439","n/e","n/e","37","n/e","n/e","n/e","n/e","539"
"Norway (NO)","16.01.2018 02:00 - 16.01.2018 03:00 (CET)","n/e","n/e","n/e","362","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1102","12182","n/e","n/e","37","n/e","n/e","n/e","n/e","529"
"Norway (NO)","16.01.2018 03:00 - 16.01.2018 04:00 (CET)","n/e","n/e","n/e","363","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1098","11687","n/e","n/e","36","n/e","n/e","n/e","n/e","484"
"Norway (NO)","16.01.2018 04:00 - 16.01.2018 05:00 (CET)","n/e","n/e","n/e","364","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1097","11754","n/e","n/e","35","n/e","n/e","n/e","n/e","419"
"Norway (NO)","16.01.2018 05:00 - 16.01.2018 06:00 (CET)","n/e","n/e","n/e","362","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1096","12620","n/e","n/e","35","n/e","n/e","n/e","n/e","427"
"Norway (NO)","16.01.2018 06:00 - 16.01.2018 07:00 (CET)","n/e","n/e","n/e","362","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1119","15338","n/e","n/e","46","n/e","n/e","n/e","n/e","489"
"Norway (NO)","16.01.2018 07:00 - 16.01.2018 08:00 (CET)","n/e","n/e","n/e","366","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1123","19463","n/e","n/e","46","n/e","n/e","n/e","n/e","437"
"Norway (NO)","16.01.2018 08:00 - 16.01.2018 09:00 (CET)","n/e","n/e","n/e","362","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1121","20541","n/e","n/e","52","n/e","n/e","n/e","n/e","431"
"Norway (NO)","16.01.2018 09:00 - 16.01.2018 10:00 (CET)","n/e","n/e","n/e","349","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1118","20802","n/e","n/e","52","n/e","n/e","n/e","n/e","386"
"Norway (NO)","16.01.2018 10:00 - 16.01.2018 11:00 (CET)","n/e","n/e","n/e","368","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1127","20950","n/e","n/e","53","n/e","n/e","n/e","n/e","411"
"Norway (NO)","16.01.2018 11:00 - 16.01.2018 12:00 (CET)","n/e","n/e","n/e","363","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1124","21083","n/e","n/e","53","n/e","n/e","n/e","n/e","409"
"Norway (NO)","16.01.2018 12:00 - 16.01.2018 13:00 (CET)","n/e","n/e","n/e","352","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1127","20917","n/e","n/e","53","n/e","n/e","n/e","n/e","361"
"Norway (NO)","16.01.2018 13:00 - 16.01.2018 14:00 (CET)","n/e","n/e","n/e","358","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1128","21263","n/e","n/e","53","n/e","n/e","n/e","n/e","377"
"Norway (NO)","16.01.2018 14:00 - 16.01.2018 15:00 (CET)","n/e","n/e","n/e","353","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1125","21037","n/e","n/e","54","n/e","n/e","n/e","n/e","375"
"Norway (NO)","16.01.2018 15:00 - 16.01.2018 16:00 (CET)","n/e","n/e","n/e","357","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1131","21210","n/e","n/e","55","n/e","n/e","n/e","n/e","375"
"Norway (NO)","16.01.2018 16:00 - 16.01.2018 17:00 (CET)","n/e","n/e","n/e","360","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1137","21704","n/e","n/e","59","n/e","n/e","n/e","n/e","386"
"Norway (NO)","16.01.2018 17:00 - 16.01.2018 18:00 (CET)","n/e","n/e","n/e","358","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1138","21752","n/e","n/e","59","n/e","n/e","n/e","n/e","380"
"Norway (NO)","16.01.2018 18:00 - 16.01.2018 19:00 (CET)","n/e","n/e","n/e","359","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1140","21956","n/e","n/e","59","n/e","n/e","n/e","n/e","398"
"Norway (NO)","16.01.2018 19:00 - 16.01.2018 20:00 (CET)","n/e","n/e","n/e","357","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1128","21238","n/e","n/e","56","n/e","n/e","n/e","n/e","399"
"Norway (NO)","16.01.2018 20:00 - 16.01.2018 21:00 (CET)","n/e","n/e","n/e","357","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1130","19865","n/e","n/e","56","n/e","n/e","n/e","n/e","395"
"Norway (NO)","16.01.2018 21:00 - 16.01.2018 22:00 (CET)","n/e","n/e","n/e","355","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1129","18766","n/e","n/e","56","n/e","n/e","n/e","n/e","425"
"Norway (NO)","16.01.2018 22:00 - 16.01.2018 23:00 (CET)","n/e","n/e","n/e","359","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1113","16984","n/e","n/e","56","n/e","n/e","n/e","n/e","403"
"Norway (NO)","16.01.2018 23:00 - 17.01.2018 00:00 (CET)","n/e","n/e","n/e","357","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1107","13850","n/e","n/e","55","n/e","n/e","n/e","n/e","415"
"Norway (NO)","17.01.2018 00:00 - 17.01.2018 01:00 (CET)","n/e","n/e","n/e","357","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1105","12894","n/e","n/e","52","n/e","n/e","n/e","n/e","370"
"Norway (NO)","17.01.2018 01:00 - 17.01.2018 02:00 (CET)","n/e","n/e","n/e","359","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1098","12211","n/e","n/e","52","n/e","n/e","n/e","n/e","337"
"Norway (NO)","17.01.2018 02:00 - 17.01.2018 03:00 (CET)","n/e","n/e","n/e","362","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1098","11949","n/e","n/e","52","n/e","n/e","n/e","n/e","386"
"Norway (NO)","17.01.2018 03:00 - 17.01.2018 04:00 (CET)","n/e","n/e","n/e","364","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1095","11809","n/e","n/e","44","n/e","n/e","n/e","n/e","384"
"Norway (NO)","17.01.2018 04:00 - 17.01.2018 05:00 (CET)","n/e","n/e","n/e","382","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1093","12515","n/e","n/e","44","n/e","n/e","n/e","n/e","379"
"Norway (NO)","17.01.2018 05:00 - 17.01.2018 06:00 (CET)","n/e","n/e","n/e","380","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1099","15162","n/e","n/e","45","n/e","n/e","n/e","n/e","348"
"Norway (NO)","17.01.2018 06:00 - 17.01.2018 07:00 (CET)","n/e","n/e","n/e","378","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1106","19258","n/e","n/e","45","n/e","n/e","n/e","n/e","323"
"Norway (NO)","17.01.2018 07:00 - 17.01.2018 08:00 (CET)","n/e","n/e","n/e","381","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1114","22487","n/e","n/e","51","n/e","n/e","n/e","n/e","339"
"Norway (NO)","17.01.2018 08:00 - 17.01.2018 09:00 (CET)","n/e","n/e","n/e","365","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1093","22724","n/e","n/e","50","n/e","n/e","n/e","n/e","313"
"Norway (NO)","17.01.2018 09:00 - 17.01.2018 10:00 (CET)","n/e","n/e","n/e","362","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1097","22411","n/e","n/e","66","n/e","n/e","n/e","n/e","299"
"Norway (NO)","17.01.2018 10:00 - 17.01.2018 11:00 (CET)","n/e","n/e","n/e","363","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1095","22696","n/e","n/e","67","n/e","n/e","n/e","n/e","295"
"Norway (NO)","17.01.2018 11:00 - 17.01.2018 12:00 (CET)","n/e","n/e","n/e","339","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1090","22584","n/e","n/e","67","n/e","n/e","n/e","n/e","298"
"Norway (NO)","17.01.2018 12:00 - 17.01.2018 13:00 (CET)","n/e","n/e","n/e","338","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1086","22289","n/e","n/e","68","n/e","n/e","n/e","n/e","318"
"Norway (NO)","17.01.2018 13:00 - 17.01.2018 14:00 (CET)","n/e","n/e","n/e","337","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1086","21537","n/e","n/e","66","n/e","n/e","n/e","n/e","306"
"Norway (NO)","17.01.2018 14:00 - 17.01.2018 15:00 (CET)","n/e","n/e","n/e","332","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1088","21585","n/e","n/e","67","n/e","n/e","n/e","n/e","326"
"Norway (NO)","17.01.2018 15:00 - 17.01.2018 16:00 (CET)","n/e","n/e","n/e","334","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1090","22030","n/e","n/e","67","n/e","n/e","n/e","n/e","329"
"Norway (NO)","17.01.2018 16:00 - 17.01.2018 17:00 (CET)","n/e","n/e","n/e","336","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1100","22495","n/e","n/e","73","n/e","n/e","n/e","n/e","358"
"Norway (NO)","17.01.2018 17:00 - 17.01.2018 18:00 (CET)","n/e","n/e","n/e","334","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1102","23346","n/e","n/e","73","n/e","n/e","n/e","n/e","378"
"Norway (NO)","17.01.2018 18:00 - 17.01.2018 19:00 (CET)","n/e","n/e","n/e","338","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1097","23351","n/e","n/e","73","n/e","n/e","n/e","n/e","358"
