"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Serbia (RS)","02.01.2018 07:00 - 02.01.2018 08:00 (CET)","5","2919","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1107","0","n/e","n/e","63","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 08:00 - 02.01.2018 09:00 (CET)","5","2909","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1466","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 09:00 - 02.01.2018 10:00 (CET)","5","2937","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1562","13","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 10:00 - 02.01.2018 11:00 (CET)","5","2926","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1634","24","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 11:00 - 02.01.2018 12:00 (CET)","5","2917","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1727","27","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 12:00 - 02.01.2018 13:00 (CET)","5","2931","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1847","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 13:00 - 02.01.2018 14:00 (CET)","5","2938","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1613","0","n/e","n/e","60","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 14:00 - 02.01.2018 15:00 (CET)","5","2942","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1584","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 15:00 - 02.01.2018 16:00 (CET)","5","2943","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1529","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 16:00 - 02.01.2018 17:00 (CET)","5","2924","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1598","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 17:00 - 02.01.2018 18:00 (CET)","5","2927","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1635","0","n/e","n/e","60","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 18:00 - 02.01.2018 19:00 (CET)","5","2923","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1644","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 19:00 - 02.01.2018 20:00 (CET)","5","2925","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1614","0","n/e","n/e","65","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 20:00 - 02.01.2018 21:00 (CET)","5","2939","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1650","10","n/e","n/e","67","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 21:00 - 02.01.2018 22:00 (CET)","5","2840","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1363","21","n/e","n/e","67","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 22:00 - 02.01.2018 23:00 (CET)","5","2601","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1628","22","n/e","n/e","66","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","02.01.2018 23:00 - 03.01.2018 00:00 (CET)","5","2451","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1843","57","n/e","n/e","66","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 00:00 - 03.01.2018 01:00 (CET)","5","2455","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1745","87","n/e","n/e","64","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 01:00 - 03.01.2018 02:00 (CET)","5","2435","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1549","0","n/e","n/e","64","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 02:00 - 03.01.2018 03:00 (CET)","5","2439","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1248","0","n/e","n/e","64","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 03:00 - 03.01.2018 04:00 (CET)","5","2446","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1026","0","n/e","n/e","63","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 04:00 - 03.01.2018 05:00 (CET)","5","2432","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","956","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 05:00 - 03.01.2018 06:00 (CET)","5","2445","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1035","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 06:00 - 03.01.2018 07:00 (CET)","5","2438","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1347","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 07:00 - 03.01.2018 08:00 (CET)","5","2583","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1414","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 08:00 - 03.01.2018 09:00 (CET)","5","2677","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1481","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 09:00 - 03.01.2018 10:00 (CET)","5","2761","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1635","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 10:00 - 03.01.2018 11:00 (CET)","5","2674","n/e","2","n/e","n/e","n/e","n/e","n/e","60","","1846","24","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 11:00 - 03.01.2018 12:00 (CET)","5","2627","n/e","2","n/e","n/e","n/e","n/e","n/e","201","","1728","25","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 12:00 - 03.01.2018 13:00 (CET)","5","2655","n/e","2","n/e","n/e","n/e","n/e","n/e","202","","1801","6","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 13:00 - 03.01.2018 14:00 (CET)","5","2779","n/e","2","n/e","n/e","n/e","n/e","n/e","201","","1646","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 14:00 - 03.01.2018 15:00 (CET)","5","2800","n/e","2","n/e","n/e","n/e","n/e","n/e","120","","1607","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 15:00 - 03.01.2018 16:00 (CET)","5","2909","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1689","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 16:00 - 03.01.2018 17:00 (CET)","5","2909","n/e","2","n/e","n/e","n/e","n/e","n/e","108","","1845","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 17:00 - 03.01.2018 18:00 (CET)","5","2992","n/e","2","n/e","n/e","n/e","n/e","n/e","199","","1693","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 18:00 - 03.01.2018 19:00 (CET)","5","3034","n/e","2","n/e","n/e","n/e","n/e","n/e","29","","1780","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 19:00 - 03.01.2018 20:00 (CET)","5","3084","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1708","0","n/e","n/e","65","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 20:00 - 03.01.2018 21:00 (CET)","5","3140","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1582","7","n/e","n/e","67","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 21:00 - 03.01.2018 22:00 (CET)","5","3160","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1254","23","n/e","n/e","67","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 22:00 - 03.01.2018 23:00 (CET)","5","3139","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1274","18","n/e","n/e","66","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","03.01.2018 23:00 - 04.01.2018 00:00 (CET)","5","3098","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1350","0","n/e","n/e","66","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 00:00 - 04.01.2018 01:00 (CET)","5","3079","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1334","0","n/e","n/e","67","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 01:00 - 04.01.2018 02:00 (CET)","5","2964","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1135","0","n/e","n/e","64","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 02:00 - 04.01.2018 03:00 (CET)","5","2934","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1140","0","n/e","n/e","64","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 03:00 - 04.01.2018 04:00 (CET)","5","2962","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","870","0","n/e","n/e","63","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 04:00 - 04.01.2018 05:00 (CET)","5","3186","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","599","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 05:00 - 04.01.2018 06:00 (CET)","5","3365","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","517","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 06:00 - 04.01.2018 07:00 (CET)","5","3255","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","869","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 07:00 - 04.01.2018 08:00 (CET)","5","3165","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1452","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 08:00 - 04.01.2018 09:00 (CET)","5","3140","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1685","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 09:00 - 04.01.2018 10:00 (CET)","5","3146","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1718","7","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 10:00 - 04.01.2018 11:00 (CET)","5","3157","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1710","23","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 11:00 - 04.01.2018 12:00 (CET)","5","3147","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1683","19","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 12:00 - 04.01.2018 13:00 (CET)","5","3158","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1652","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 13:00 - 04.01.2018 14:00 (CET)","5","3156","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1669","0","n/e","n/e","63","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 14:00 - 04.01.2018 15:00 (CET)","5","3140","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1633","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 15:00 - 04.01.2018 16:00 (CET)","5","3154","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1670","0","n/e","n/e","63","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 16:00 - 04.01.2018 17:00 (CET)","5","3152","n/e","2","n/e","n/e","n/e","n/e","n/e","170","","1880","0","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 17:00 - 04.01.2018 18:00 (CET)","5","3146","n/e","2","n/e","n/e","n/e","n/e","n/e","211","","1872","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 18:00 - 04.01.2018 19:00 (CET)","5","3131","n/e","2","n/e","n/e","n/e","n/e","n/e","231","","1814","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 19:00 - 04.01.2018 20:00 (CET)","5","3117","n/e","2","n/e","n/e","n/e","n/e","n/e","188","","1690","0","n/e","n/e","61","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 20:00 - 04.01.2018 21:00 (CET)","5","3117","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1527","9","n/e","n/e","62","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 21:00 - 04.01.2018 22:00 (CET)","5","3117","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1660","20","n/e","n/e","23","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 22:00 - 04.01.2018 23:00 (CET)","5","3127","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1634","18","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","04.01.2018 23:00 - 05.01.2018 00:00 (CET)","5","3106","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1663","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 00:00 - 05.01.2018 01:00 (CET)","5","3168","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1566","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 01:00 - 05.01.2018 02:00 (CET)","5","3139","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1268","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 02:00 - 05.01.2018 03:00 (CET)","5","3108","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1245","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 03:00 - 05.01.2018 04:00 (CET)","5","3103","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1039","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 04:00 - 05.01.2018 05:00 (CET)","5","3138","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","947","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 05:00 - 05.01.2018 06:00 (CET)","5","3155","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1000","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 06:00 - 05.01.2018 07:00 (CET)","5","3144","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1068","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 07:00 - 05.01.2018 08:00 (CET)","5","3245","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1657","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 08:00 - 05.01.2018 09:00 (CET)","5","3349","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1779","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 09:00 - 05.01.2018 10:00 (CET)","5","3357","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1889","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 10:00 - 05.01.2018 11:00 (CET)","5","3333","n/e","2","n/e","n/e","n/e","n/e","n/e","15","","1910","17","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 11:00 - 05.01.2018 12:00 (CET)","5","3270","n/e","2","n/e","n/e","n/e","n/e","n/e","204","","1795","22","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 12:00 - 05.01.2018 13:00 (CET)","5","3337","n/e","2","n/e","n/e","n/e","n/e","n/e","91","","1724","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 13:00 - 05.01.2018 14:00 (CET)","5","3336","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1852","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 14:00 - 05.01.2018 15:00 (CET)","5","3325","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1789","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 15:00 - 05.01.2018 16:00 (CET)","5","3358","n/e","2","n/e","n/e","n/e","n/e","n/e","25","","1828","0","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 16:00 - 05.01.2018 17:00 (CET)","5","3404","n/e","2","n/e","n/e","n/e","n/e","n/e","267","","1899","53","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 17:00 - 05.01.2018 18:00 (CET)","5","3381","n/e","2","n/e","n/e","n/e","n/e","n/e","299","","1896","244","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 18:00 - 05.01.2018 19:00 (CET)","5","3416","n/e","2","n/e","n/e","n/e","n/e","n/e","299","","1905","305","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 19:00 - 05.01.2018 20:00 (CET)","5","3339","n/e","2","n/e","n/e","n/e","n/e","n/e","299","","1913","318","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 20:00 - 05.01.2018 21:00 (CET)","5","3318","n/e","2","n/e","n/e","n/e","n/e","n/e","193","","1915","25","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 21:00 - 05.01.2018 22:00 (CET)","5","3247","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1714","15","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
"Serbia (RS)","05.01.2018 22:00 - 05.01.2018 23:00 (CET)","5","3147","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","1516","7","n/e","n/e","16","n/e","n/e","n/e","n/e","n/e"
