"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Lithuania (LT)","01.01.2018 00:00 - 01.01.2018 01:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","14","105","n/e","n/e","n/e","21","n/e","0","19","n/e","363"
"Lithuania (LT)","01.01.2018 01:00 - 01.01.2018 02:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","14","106","n/e","n/e","n/e","21","n/e","0","19","n/e","347"
"Lithuania (LT)","01.01.2018 02:00 - 01.01.2018 03:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","14","104","n/e","n/e","n/e","22","n/e","0","19","n/e","288"
"Lithuania (LT)","01.01.2018 03:00 - 01.01.2018 04:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","14","76","n/e","n/e","n/e","21","n/e","0","19","n/e","276"
"Lithuania (LT)","01.01.2018 04:00 - 01.01.2018 05:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","14","76","n/e","n/e","n/e","21","n/e","0","19","n/e","257"
"Lithuania (LT)","01.01.2018 05:00 - 01.01.2018 06:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","14","105","n/e","n/e","n/e","21","n/e","0","19","n/e","269"
"Lithuania (LT)","01.01.2018 06:00 - 01.01.2018 07:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","123","105","n/e","n/e","n/e","21","n/e","0","19","n/e","289"
"Lithuania (LT)","01.01.2018 07:00 - 01.01.2018 08:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","14","105","n/e","n/e","n/e","21","n/e","1","19","n/e","306"
"Lithuania (LT)","01.01.2018 08:00 - 01.01.2018 09:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","14","105","n/e","n/e","n/e","19","n/e","1","19","n/e","342"
"Lithuania (LT)","01.01.2018 09:00 - 01.01.2018 10:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","14","105","n/e","n/e","n/e","21","n/e","2","19","n/e","365"
"Lithuania (LT)","01.01.2018 10:00 - 01.01.2018 11:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","106","n/e","n/e","n/e","21","n/e","3","19","n/e","384"
"Lithuania (LT)","01.01.2018 11:00 - 01.01.2018 12:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","3","19","n/e","405"
"Lithuania (LT)","01.01.2018 12:00 - 01.01.2018 13:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","3","19","n/e","364"
"Lithuania (LT)","01.01.2018 13:00 - 01.01.2018 14:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","1","19","n/e","331"
"Lithuania (LT)","01.01.2018 14:00 - 01.01.2018 15:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","19","n/e","0","19","n/e","263"
"Lithuania (LT)","01.01.2018 15:00 - 01.01.2018 16:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","0","19","n/e","214"
"Lithuania (LT)","01.01.2018 16:00 - 01.01.2018 17:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","0","19","n/e","285"
"Lithuania (LT)","01.01.2018 17:00 - 01.01.2018 18:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","0","19","n/e","352"
"Lithuania (LT)","01.01.2018 18:00 - 01.01.2018 19:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","22","n/e","0","19","n/e","344"
"Lithuania (LT)","01.01.2018 19:00 - 01.01.2018 20:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","19","n/e","336"
"Lithuania (LT)","01.01.2018 20:00 - 01.01.2018 21:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","19","n/e","293"
"Lithuania (LT)","01.01.2018 21:00 - 01.01.2018 22:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","19","n/e","251"
"Lithuania (LT)","01.01.2018 22:00 - 01.01.2018 23:00 (CET)","50","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","103","n/e","n/e","n/e","21","n/e","0","19","n/e","263"
"Lithuania (LT)","01.01.2018 23:00 - 02.01.2018 00:00 (CET)","50","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","125","76","n/e","n/e","n/e","21","n/e","0","19","n/e","298"
"Lithuania (LT)","02.01.2018 00:00 - 02.01.2018 01:00 (CET)","50","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","12","55","n/e","n/e","n/e","21","n/e","0","19","n/e","329"
"Lithuania (LT)","02.01.2018 01:00 - 02.01.2018 02:00 (CET)","50","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","14","55","n/e","n/e","n/e","21","n/e","0","19","n/e","343"
"Lithuania (LT)","02.01.2018 02:00 - 02.01.2018 03:00 (CET)","50","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","123","55","n/e","n/e","n/e","21","n/e","0","19","n/e","311"
"Lithuania (LT)","02.01.2018 03:00 - 02.01.2018 04:00 (CET)","50","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","14","55","n/e","n/e","n/e","21","n/e","0","19","n/e","320"
"Lithuania (LT)","02.01.2018 04:00 - 02.01.2018 05:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","13","55","n/e","n/e","n/e","21","n/e","0","19","n/e","305"
"Lithuania (LT)","02.01.2018 05:00 - 02.01.2018 06:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","55","n/e","n/e","n/e","21","n/e","0","19","n/e","289"
"Lithuania (LT)","02.01.2018 06:00 - 02.01.2018 07:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","55","n/e","n/e","n/e","21","n/e","0","19","n/e","271"
"Lithuania (LT)","02.01.2018 07:00 - 02.01.2018 08:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","1","18","n/e","231"
"Lithuania (LT)","02.01.2018 08:00 - 02.01.2018 09:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","106","n/e","n/e","n/e","22","n/e","1","18","n/e","173"
"Lithuania (LT)","02.01.2018 09:00 - 02.01.2018 10:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","106","n/e","n/e","n/e","22","n/e","5","18","n/e","148"
"Lithuania (LT)","02.01.2018 10:00 - 02.01.2018 11:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","106","n/e","n/e","n/e","22","n/e","7","18","n/e","126"
"Lithuania (LT)","02.01.2018 11:00 - 02.01.2018 12:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","106","n/e","n/e","n/e","22","n/e","5","18","n/e","91"
"Lithuania (LT)","02.01.2018 12:00 - 02.01.2018 13:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","42","0","106","n/e","n/e","n/e","22","n/e","3","18","n/e","78"
"Lithuania (LT)","02.01.2018 13:00 - 02.01.2018 14:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","73","0","106","n/e","n/e","n/e","21","n/e","2","18","n/e","74"
"Lithuania (LT)","02.01.2018 14:00 - 02.01.2018 15:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","106","n/e","n/e","n/e","20","n/e","0","18","n/e","82"
"Lithuania (LT)","02.01.2018 15:00 - 02.01.2018 16:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","196","0","106","n/e","n/e","n/e","20","n/e","0","18","n/e","101"
"Lithuania (LT)","02.01.2018 16:00 - 02.01.2018 17:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","403","0","106","n/e","n/e","n/e","21","n/e","0","18","n/e","139"
"Lithuania (LT)","02.01.2018 17:00 - 02.01.2018 18:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","427","0","106","n/e","n/e","n/e","21","n/e","0","18","n/e","136"
"Lithuania (LT)","02.01.2018 18:00 - 02.01.2018 19:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","12","0","105","n/e","n/e","n/e","20","n/e","0","18","n/e","114"
"Lithuania (LT)","02.01.2018 19:00 - 02.01.2018 20:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","19","n/e","89"
"Lithuania (LT)","02.01.2018 20:00 - 02.01.2018 21:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","19","n/e","70"
"Lithuania (LT)","02.01.2018 21:00 - 02.01.2018 22:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","72"
"Lithuania (LT)","02.01.2018 22:00 - 02.01.2018 23:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","99","n/e","n/e","n/e","21","n/e","0","18","n/e","69"
"Lithuania (LT)","02.01.2018 23:00 - 03.01.2018 00:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","55","n/e","n/e","n/e","22","n/e","0","18","n/e","59"
"Lithuania (LT)","03.01.2018 00:00 - 03.01.2018 01:00 (CET)","50","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","106","n/e","n/e","n/e","22","n/e","0","19","n/e","51"
"Lithuania (LT)","03.01.2018 01:00 - 03.01.2018 02:00 (CET)","50","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","222","105","n/e","n/e","n/e","23","n/e","0","19","n/e","50"
"Lithuania (LT)","03.01.2018 02:00 - 03.01.2018 03:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","217","105","n/e","n/e","n/e","22","n/e","0","18","n/e","40"
"Lithuania (LT)","03.01.2018 03:00 - 03.01.2018 04:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","217","105","n/e","n/e","n/e","4","n/e","0","19","n/e","40"
"Lithuania (LT)","03.01.2018 04:00 - 03.01.2018 05:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","129","105","n/e","n/e","n/e","2","n/e","0","19","n/e","41"
"Lithuania (LT)","03.01.2018 05:00 - 03.01.2018 06:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","106","n/e","n/e","n/e","2","n/e","0","18","n/e","51"
"Lithuania (LT)","03.01.2018 06:00 - 03.01.2018 07:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","2","n/e","0","18","n/e","61"
"Lithuania (LT)","03.01.2018 07:00 - 03.01.2018 08:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","71","0","105","n/e","n/e","n/e","2","n/e","0","18","n/e","68"
"Lithuania (LT)","03.01.2018 08:00 - 03.01.2018 09:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","106","n/e","n/e","n/e","2","n/e","1","18","n/e","82"
"Lithuania (LT)","03.01.2018 09:00 - 03.01.2018 10:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","2","n/e","2","17","n/e","102"
"Lithuania (LT)","03.01.2018 10:00 - 03.01.2018 11:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","2","n/e","3","18","n/e","111"
"Lithuania (LT)","03.01.2018 11:00 - 03.01.2018 12:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","96","0","105","n/e","n/e","n/e","2","n/e","2","18","n/e","124"
"Lithuania (LT)","03.01.2018 12:00 - 03.01.2018 13:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","89","0","105","n/e","n/e","n/e","2","n/e","2","18","n/e","150"
"Lithuania (LT)","03.01.2018 13:00 - 03.01.2018 14:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","96","0","105","n/e","n/e","n/e","2","n/e","1","18","n/e","193"
"Lithuania (LT)","03.01.2018 14:00 - 03.01.2018 15:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","128","0","105","n/e","n/e","n/e","2","n/e","0","18","n/e","198"
"Lithuania (LT)","03.01.2018 15:00 - 03.01.2018 16:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","112","0","105","n/e","n/e","n/e","2","n/e","0","18","n/e","241"
"Lithuania (LT)","03.01.2018 16:00 - 03.01.2018 17:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","2","n/e","0","18","n/e","303"
"Lithuania (LT)","03.01.2018 17:00 - 03.01.2018 18:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","2","n/e","0","18","n/e","352"
"Lithuania (LT)","03.01.2018 18:00 - 03.01.2018 19:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","2","n/e","0","18","n/e","380"
"Lithuania (LT)","03.01.2018 19:00 - 03.01.2018 20:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","8","n/e","0","18","n/e","380"
"Lithuania (LT)","03.01.2018 20:00 - 03.01.2018 21:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","12","n/e","0","18","n/e","391"
"Lithuania (LT)","03.01.2018 21:00 - 03.01.2018 22:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","0","19","n/e","385"
"Lithuania (LT)","03.01.2018 22:00 - 03.01.2018 23:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","0","19","n/e","380"
"Lithuania (LT)","03.01.2018 23:00 - 04.01.2018 00:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","370"
"Lithuania (LT)","04.01.2018 00:00 - 04.01.2018 01:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","17","105","n/e","n/e","n/e","21","n/e","0","19","n/e","349"
"Lithuania (LT)","04.01.2018 01:00 - 04.01.2018 02:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","226","105","n/e","n/e","n/e","21","n/e","0","18","n/e","341"
"Lithuania (LT)","04.01.2018 02:00 - 04.01.2018 03:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","225","105","n/e","n/e","n/e","22","n/e","0","19","n/e","340"
"Lithuania (LT)","04.01.2018 03:00 - 04.01.2018 04:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","226","105","n/e","n/e","n/e","22","n/e","0","18","n/e","327"
"Lithuania (LT)","04.01.2018 04:00 - 04.01.2018 05:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","22","n/e","0","18","n/e","319"
"Lithuania (LT)","04.01.2018 05:00 - 04.01.2018 06:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","330"
"Lithuania (LT)","04.01.2018 06:00 - 04.01.2018 07:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","361"
"Lithuania (LT)","04.01.2018 07:00 - 04.01.2018 08:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","22","n/e","0","18","n/e","365"
"Lithuania (LT)","04.01.2018 08:00 - 04.01.2018 09:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","1","18","n/e","352"
"Lithuania (LT)","04.01.2018 09:00 - 04.01.2018 10:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","2","18","n/e","325"
"Lithuania (LT)","04.01.2018 10:00 - 04.01.2018 11:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","23","n/e","3","18","n/e","296"
"Lithuania (LT)","04.01.2018 11:00 - 04.01.2018 12:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","1","0","105","n/e","n/e","n/e","20","n/e","2","18","n/e","286"
"Lithuania (LT)","04.01.2018 12:00 - 04.01.2018 13:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","198","0","105","n/e","n/e","n/e","20","n/e","2","18","n/e","288"
"Lithuania (LT)","04.01.2018 13:00 - 04.01.2018 14:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","161","0","105","n/e","n/e","n/e","20","n/e","2","18","n/e","295"
"Lithuania (LT)","04.01.2018 14:00 - 04.01.2018 15:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","129","0","105","n/e","n/e","n/e","20","n/e","0","18","n/e","301"
"Lithuania (LT)","04.01.2018 15:00 - 04.01.2018 16:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","287","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","331"
"Lithuania (LT)","04.01.2018 16:00 - 04.01.2018 17:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","436","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","333"
"Lithuania (LT)","04.01.2018 17:00 - 04.01.2018 18:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","431","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","337"
"Lithuania (LT)","04.01.2018 18:00 - 04.01.2018 19:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","248","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","317"
"Lithuania (LT)","04.01.2018 19:00 - 04.01.2018 20:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","14","0","105","n/e","n/e","n/e","22","n/e","0","18","n/e","313"
"Lithuania (LT)","04.01.2018 20:00 - 04.01.2018 21:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","304"
"Lithuania (LT)","04.01.2018 21:00 - 04.01.2018 22:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","149","105","n/e","n/e","n/e","21","n/e","0","18","n/e","293"
"Lithuania (LT)","04.01.2018 22:00 - 04.01.2018 23:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","653","105","n/e","n/e","n/e","21","n/e","0","19","n/e","305"
"Lithuania (LT)","04.01.2018 23:00 - 05.01.2018 00:00 (CET)","50","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","442","105","n/e","n/e","n/e","21","n/e","0","18","n/e","264"
"Lithuania (LT)","05.01.2018 00:00 - 05.01.2018 01:00 (CET)","50","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","324","76","n/e","n/e","n/e","21","n/e","0","19","n/e","240"
"Lithuania (LT)","05.01.2018 01:00 - 05.01.2018 02:00 (CET)","50","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","334","76","n/e","n/e","n/e","20","n/e","0","19","n/e","230"
"Lithuania (LT)","05.01.2018 02:00 - 05.01.2018 03:00 (CET)","50","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","440","76","n/e","n/e","n/e","21","n/e","0","18","n/e","260"
"Lithuania (LT)","05.01.2018 03:00 - 05.01.2018 04:00 (CET)","50","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","438","76","n/e","n/e","n/e","21","n/e","0","18","n/e","255"
"Lithuania (LT)","05.01.2018 04:00 - 05.01.2018 05:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","214","76","n/e","n/e","n/e","21","n/e","0","18","n/e","278"
"Lithuania (LT)","05.01.2018 05:00 - 05.01.2018 06:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","295"
"Lithuania (LT)","05.01.2018 06:00 - 05.01.2018 07:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","22","n/e","0","18","n/e","319"
