"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Lithuania (LT)","05.01.2018 07:00 - 05.01.2018 08:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","1","18","n/e","346"
"Lithuania (LT)","05.01.2018 08:00 - 05.01.2018 09:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","2","18","n/e","335"
"Lithuania (LT)","05.01.2018 09:00 - 05.01.2018 10:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","3","18","n/e","342"
"Lithuania (LT)","05.01.2018 10:00 - 05.01.2018 11:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","3","18","n/e","357"
"Lithuania (LT)","05.01.2018 11:00 - 05.01.2018 12:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","3","18","n/e","351"
"Lithuania (LT)","05.01.2018 12:00 - 05.01.2018 13:00 (CET)","52","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","2","18","n/e","294"
"Lithuania (LT)","05.01.2018 13:00 - 05.01.2018 14:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","1","18","n/e","293"
"Lithuania (LT)","05.01.2018 14:00 - 05.01.2018 15:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","0","18","n/e","362"
"Lithuania (LT)","05.01.2018 15:00 - 05.01.2018 16:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","0","18","n/e","377"
"Lithuania (LT)","05.01.2018 16:00 - 05.01.2018 17:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","389"
"Lithuania (LT)","05.01.2018 17:00 - 05.01.2018 18:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","384"
"Lithuania (LT)","05.01.2018 18:00 - 05.01.2018 19:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","384"
"Lithuania (LT)","05.01.2018 19:00 - 05.01.2018 20:00 (CET)","52","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","328"
"Lithuania (LT)","05.01.2018 20:00 - 05.01.2018 21:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","19","n/e","275"
"Lithuania (LT)","05.01.2018 21:00 - 05.01.2018 22:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","18","n/e","218"
"Lithuania (LT)","05.01.2018 22:00 - 05.01.2018 23:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","21","n/e","0","19","n/e","163"
"Lithuania (LT)","05.01.2018 23:00 - 06.01.2018 00:00 (CET)","51","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","105","n/e","n/e","n/e","20","n/e","0","18","n/e","195"
"Lithuania (LT)","06.01.2018 00:00 - 06.01.2018 01:00 (CET)","51","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","36","n/e","n/e","n/e","21","n/e","0","18","n/e","176"
