"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"United Kingdom (UK)","17.01.2018 12:30 - 17.01.2018 13:00 (CET)","1316","n/e","n/e","15228","2567","0","n/e","n/e","n/e","323","","427","n/e","n/e","7555","64","n/e","3720","n/e","3882","7270"
"United Kingdom (UK)","17.01.2018 13:00 - 17.01.2018 13:30 (CET)","1310","n/e","n/e","15472","2561","0","n/e","n/e","n/e","301","","373","n/e","n/e","7546","64","n/e","3610","n/e","3885","7420"
"United Kingdom (UK)","17.01.2018 13:30 - 17.01.2018 14:00 (CET)","1318","n/e","n/e","15305","2565","0","n/e","n/e","n/e","255","","354","n/e","n/e","7539","64","n/e","3380","n/e","3749","7784"
"United Kingdom (UK)","17.01.2018 14:00 - 17.01.2018 14:30 (CET)","1311","n/e","n/e","15626","2445","0","n/e","n/e","n/e","406","","317","n/e","n/e","7476","64","n/e","2502","n/e","162","3553"
"United Kingdom (UK)","17.01.2018 14:30 - 17.01.2018 15:00 (CET)","1292","n/e","n/e","16163","2339","0","n/e","n/e","n/e","323","","327","n/e","n/e","7339","64","n/e","2550","n/e","3756","7571"
"United Kingdom (UK)","17.01.2018 15:00 - 17.01.2018 15:30 (CET)","1326","n/e","n/e","16462","2474","0","n/e","n/e","n/e","300","","309","n/e","n/e","7307","64","n/e","2010","n/e","3737","7498"
"United Kingdom (UK)","17.01.2018 15:30 - 17.01.2018 16:00 (CET)","1355","n/e","n/e","16806","2604","0","n/e","n/e","n/e","300","","289","n/e","n/e","7304","64","n/e","1510","n/e","3737","7403"
"United Kingdom (UK)","17.01.2018 16:00 - 17.01.2018 16:30 (CET)","1339","n/e","n/e","17408","2808","0","n/e","n/e","n/e","305","","319","n/e","n/e","7307","64","n/e","898","n/e","3700","6690"
"United Kingdom (UK)","17.01.2018 16:30 - 17.01.2018 17:00 (CET)","1328","n/e","n/e","18485","3016","0","n/e","n/e","n/e","398","","340","n/e","n/e","7289","64","n/e","324","n/e","3564","6606"
"United Kingdom (UK)","17.01.2018 17:00 - 17.01.2018 17:30 (CET)","1327","n/e","n/e","18522","3217","0","n/e","n/e","n/e","349","","407","n/e","n/e","7305","64","n/e","27","n/e","3693","6413"
"United Kingdom (UK)","17.01.2018 17:30 - 17.01.2018 18:00 (CET)","1325","n/e","n/e","20644","3267","0","n/e","n/e","n/e","694","","596","n/e","n/e","7293","64","n/e","0","n/e","3616","6088"
"United Kingdom (UK)","17.01.2018 18:00 - 17.01.2018 18:30 (CET)","1323","n/e","n/e","23012","3242","0","n/e","n/e","n/e","703","","700","n/e","n/e","7375","64","n/e","0","n/e","3676","5771"
"United Kingdom (UK)","17.01.2018 18:30 - 17.01.2018 19:00 (CET)","1324","n/e","n/e","23512","3323","0","n/e","n/e","n/e","913","","560","n/e","n/e","7465","64","n/e","1","n/e","3680","5550"
"United Kingdom (UK)","17.01.2018 19:00 - 17.01.2018 19:30 (CET)","1324","n/e","n/e","23474","3375","0","n/e","n/e","n/e","659","","490","n/e","n/e","7537","64","n/e","1","n/e","3656","5222"
"United Kingdom (UK)","17.01.2018 19:30 - 17.01.2018 20:00 (CET)","1329","n/e","n/e","23320","3069","0","n/e","n/e","n/e","669","","485","n/e","n/e","7542","64","n/e","0","n/e","3513","5239"
"United Kingdom (UK)","17.01.2018 20:00 - 17.01.2018 20:30 (CET)","1285","n/e","n/e","23392","2847","0","n/e","n/e","n/e","800","","446","n/e","n/e","7539","64","n/e","0","n/e","3488","4711"
"United Kingdom (UK)","17.01.2018 20:30 - 17.01.2018 21:00 (CET)","1283","n/e","n/e","23320","2710","0","n/e","n/e","n/e","920","","427","n/e","n/e","7544","64","n/e","0","n/e","3259","4297"
"United Kingdom (UK)","17.01.2018 21:00 - 17.01.2018 21:30 (CET)","1325","n/e","n/e","22950","2323","0","n/e","n/e","n/e","676","","369","n/e","n/e","7532","64","n/e","0","n/e","3034","3989"
"United Kingdom (UK)","17.01.2018 21:30 - 17.01.2018 22:00 (CET)","1328","n/e","n/e","22549","1519","0","n/e","n/e","n/e","300","","333","n/e","n/e","7543","64","n/e","0","n/e","2911","3655"
"United Kingdom (UK)","17.01.2018 22:00 - 17.01.2018 22:30 (CET)","1326","n/e","n/e","20654","1322","0","n/e","n/e","n/e","775","","317","n/e","n/e","7538","64","n/e","0","n/e","3259","3254"
"United Kingdom (UK)","17.01.2018 22:30 - 17.01.2018 23:00 (CET)","1316","n/e","n/e","18968","1065","0","n/e","n/e","n/e","461","","314","n/e","n/e","7547","64","n/e","0","n/e","3303","3252"
"United Kingdom (UK)","17.01.2018 23:00 - 17.01.2018 23:30 (CET)","1327","n/e","n/e","16756","821","0","n/e","n/e","n/e","432","","248","n/e","n/e","7552","64","n/e","0","n/e","3280","3244"
"United Kingdom (UK)","17.01.2018 23:30 - 18.01.2018 00:00 (CET)","1328","n/e","n/e","14898","575","0","n/e","n/e","n/e","300","","229","n/e","n/e","7550","64","n/e","0","n/e","3265","3046"
"United Kingdom (UK)","18.01.2018 00:00 - 18.01.2018 00:30 (CET)","1325","n/e","n/e","13893","176","0","n/e","n/e","n/e","0","","250","n/e","n/e","7536","64","n/e","0","n/e","3245","2851"
"United Kingdom (UK)","18.01.2018 00:30 - 18.01.2018 01:00 (CET)","1323","n/e","n/e","12692","160","0","n/e","n/e","n/e","0","","219","n/e","n/e","7310","64","n/e","0","n/e","3320","3066"
"United Kingdom (UK)","18.01.2018 01:00 - 18.01.2018 01:30 (CET)","1328","n/e","n/e","12190","143","0","n/e","n/e","n/e","0","","167","n/e","n/e","7106","64","n/e","0","n/e","3319","3112"
"United Kingdom (UK)","18.01.2018 01:30 - 18.01.2018 02:00 (CET)","1328","n/e","n/e","12503","110","0","n/e","n/e","n/e","0","","187","n/e","n/e","7010","64","n/e","0","n/e","3221","3150"
"United Kingdom (UK)","18.01.2018 02:00 - 18.01.2018 02:30 (CET)","1326","n/e","n/e","12349","116","0","n/e","n/e","n/e","0","","172","n/e","n/e","7016","64","n/e","0","n/e","3283","3190"
"United Kingdom (UK)","18.01.2018 02:30 - 18.01.2018 03:00 (CET)","1326","n/e","n/e","11721","122","0","n/e","n/e","n/e","0","","156","n/e","n/e","7020","64","n/e","0","n/e","3493","3244"
"United Kingdom (UK)","18.01.2018 03:00 - 18.01.2018 03:30 (CET)","1307","n/e","n/e","11151","122","0","n/e","n/e","n/e","0","","152","n/e","n/e","7048","64","n/e","0","n/e","3315","3531"
"United Kingdom (UK)","18.01.2018 03:30 - 18.01.2018 04:00 (CET)","1272","n/e","n/e","10935","122","0","n/e","n/e","n/e","0","","154","n/e","n/e","7213","64","n/e","0","n/e","3479","3253"
"United Kingdom (UK)","18.01.2018 04:00 - 18.01.2018 04:30 (CET)","1327","n/e","n/e","10448","122","0","n/e","n/e","n/e","0","","151","n/e","n/e","7235","64","n/e","0","n/e","3547","3701"
"United Kingdom (UK)","18.01.2018 04:30 - 18.01.2018 05:00 (CET)","1323","n/e","n/e","9785","122","0","n/e","n/e","n/e","0","","149","n/e","n/e","7373","64","n/e","0","n/e","3631","3838"
"United Kingdom (UK)","18.01.2018 05:00 - 18.01.2018 05:30 (CET)","1325","n/e","n/e","9185","113","0","n/e","n/e","n/e","0","","146","n/e","n/e","7475","64","n/e","0","n/e","3645","4029"
"United Kingdom (UK)","18.01.2018 05:30 - 18.01.2018 06:00 (CET)","1323","n/e","n/e","9315","119","0","n/e","n/e","n/e","0","","151","n/e","n/e","7462","64","n/e","0","n/e","3646","3978"
"United Kingdom (UK)","18.01.2018 06:00 - 18.01.2018 06:30 (CET)","1324","n/e","n/e","10131","141","0","n/e","n/e","n/e","0","","189","n/e","n/e","7464","64","n/e","0","n/e","3102","4121"
"United Kingdom (UK)","18.01.2018 06:30 - 18.01.2018 07:00 (CET)","1292","n/e","n/e","12050","142","0","n/e","n/e","n/e","0","","203","n/e","n/e","7467","64","n/e","0","n/e","2290","3966"
"United Kingdom (UK)","18.01.2018 07:00 - 18.01.2018 07:30 (CET)","1298","n/e","n/e","13291","465","0","n/e","n/e","n/e","165","","232","n/e","n/e","7478","64","n/e","1","n/e","1824","3882"
"United Kingdom (UK)","18.01.2018 07:30 - 18.01.2018 08:00 (CET)","1324","n/e","n/e","15091","1301","0","n/e","n/e","n/e","97","","246","n/e","n/e","7478","64","n/e","2","n/e","1878","3864"
"United Kingdom (UK)","18.01.2018 08:00 - 18.01.2018 08:30 (CET)","1326","n/e","n/e","17668","2101","0","n/e","n/e","n/e","662","","248","n/e","n/e","7468","64","n/e","0","n/e","10","2224"
"United Kingdom (UK)","18.01.2018 08:30 - 18.01.2018 09:00 (CET)","1329","n/e","n/e","20640","1975","0","n/e","n/e","n/e","887","","352","n/e","n/e","7475","64","n/e","1","n/e","2093","3798"
"United Kingdom (UK)","18.01.2018 09:00 - 18.01.2018 09:30 (CET)","1325","n/e","n/e","21078","1833","0","n/e","n/e","n/e","572","","489","n/e","n/e","7475","64","n/e","53","n/e","2803","3681"
"United Kingdom (UK)","18.01.2018 09:30 - 18.01.2018 10:00 (CET)","1326","n/e","n/e","21184","1998","0","n/e","n/e","n/e","479","","495","n/e","n/e","7464","64","n/e","420","n/e","3068","3764"
"United Kingdom (UK)","18.01.2018 10:00 - 18.01.2018 10:30 (CET)","1310","n/e","n/e","21046","2152","0","n/e","n/e","n/e","420","","489","n/e","n/e","7472","64","n/e","1030","n/e","3171","3828"
"United Kingdom (UK)","18.01.2018 10:30 - 18.01.2018 11:00 (CET)","1288","n/e","n/e","21032","2495","0","n/e","n/e","n/e","584","","462","n/e","n/e","7462","64","n/e","1680","n/e","3063","3724"
"United Kingdom (UK)","18.01.2018 11:00 - 18.01.2018 11:30 (CET)","1327","n/e","n/e","20955","2492","0","n/e","n/e","n/e","473","","341","n/e","n/e","7483","64","n/e","2350","n/e","3077","3750"
"United Kingdom (UK)","18.01.2018 11:30 - 18.01.2018 12:00 (CET)","1326","n/e","n/e","20522","2652","0","n/e","n/e","n/e","460","","308","n/e","n/e","7469","64","n/e","2760","n/e","3047","3773"
"United Kingdom (UK)","18.01.2018 12:00 - 18.01.2018 12:30 (CET)","1327","n/e","n/e","20474","2687","0","n/e","n/e","n/e","456","","288","n/e","n/e","7467","64","n/e","3030","n/e","2826","3983"
"United Kingdom (UK)","18.01.2018 12:30 - 18.01.2018 13:00 (CET)","1323","n/e","n/e","20288","2690","0","n/e","n/e","n/e","364","","259","n/e","n/e","7465","64","n/e","2900","n/e","2887","4015"
"United Kingdom (UK)","18.01.2018 13:00 - 18.01.2018 13:30 (CET)","1323","n/e","n/e","20561","2690","0","n/e","n/e","n/e","521","","240","n/e","n/e","7449","64","n/e","2600","n/e","2906","4075"
"United Kingdom (UK)","18.01.2018 13:30 - 18.01.2018 14:00 (CET)","1323","n/e","n/e","21241","2710","0","n/e","n/e","n/e","653","","238","n/e","n/e","7258","64","n/e","2240","n/e","2660","4103"
"United Kingdom (UK)","18.01.2018 14:00 - 18.01.2018 14:30 (CET)","1323","n/e","n/e","21770","2695","0","n/e","n/e","n/e","583","","247","n/e","n/e","7130","64","n/e","2023","n/e","2664","3823"
"United Kingdom (UK)","18.01.2018 14:30 - 18.01.2018 15:00 (CET)","1332","n/e","n/e","22176","2684","0","n/e","n/e","n/e","458","","252","n/e","n/e","7012","64","n/e","1880","n/e","2710","3890"
"United Kingdom (UK)","18.01.2018 15:00 - 18.01.2018 15:30 (CET)","1340","n/e","n/e","22161","2880","0","n/e","n/e","n/e","698","","257","n/e","n/e","6997","64","n/e","1580","n/e","2382","3885"
"United Kingdom (UK)","18.01.2018 15:30 - 18.01.2018 16:00 (CET)","1334","n/e","n/e","22687","2969","0","n/e","n/e","n/e","584","","272","n/e","n/e","7001","64","n/e","1200","n/e","2160","3841"
"United Kingdom (UK)","18.01.2018 16:00 - 18.01.2018 16:30 (CET)","1327","n/e","n/e","23061","2945","0","n/e","n/e","n/e","384","","313","n/e","n/e","7000","64","n/e","781","n/e","2037","3695"
"United Kingdom (UK)","18.01.2018 16:30 - 18.01.2018 17:00 (CET)","1326","n/e","n/e","23699","3231","0","n/e","n/e","n/e","505","","388","n/e","n/e","7004","64","n/e","346","n/e","1833","3767"
"United Kingdom (UK)","18.01.2018 17:00 - 18.01.2018 17:30 (CET)","1334","n/e","n/e","24687","3315","0","n/e","n/e","n/e","500","","437","n/e","n/e","7003","64","n/e","66","n/e","1940","3670"
"United Kingdom (UK)","18.01.2018 17:30 - 18.01.2018 18:00 (CET)","1338","n/e","n/e","25616","3448","0","n/e","n/e","n/e","488","","672","n/e","n/e","7003","64","n/e","2","n/e","1894","3736"
"United Kingdom (UK)","18.01.2018 18:00 - 18.01.2018 18:30 (CET)","1343","n/e","n/e","26114","3402","0","n/e","n/e","n/e","1242","","810","n/e","n/e","7152","64","n/e","10","n/e","2156","3595"
"United Kingdom (UK)","18.01.2018 18:30 - 18.01.2018 19:00 (CET)","1344","n/e","n/e","26183","3505","0","n/e","n/e","n/e","1512","","863","n/e","n/e","7208","64","n/e","0","n/e","1858","3806"
"United Kingdom (UK)","18.01.2018 19:00 - 18.01.2018 19:30 (CET)","1340","n/e","n/e","26099","3415","0","n/e","n/e","n/e","1185","","875","n/e","n/e","7223","64","n/e","1","n/e","2008","3711"
"United Kingdom (UK)","18.01.2018 19:30 - 18.01.2018 20:00 (CET)","1346","n/e","n/e","25716","3312","0","n/e","n/e","n/e","959","","783","n/e","n/e","7311","64","n/e","6","n/e","2331","3710"
"United Kingdom (UK)","18.01.2018 20:00 - 18.01.2018 20:30 (CET)","1345","n/e","n/e","25243","3280","0","n/e","n/e","n/e","637","","673","n/e","n/e","7462","64","n/e","1","n/e","2519","3720"
"United Kingdom (UK)","18.01.2018 20:30 - 18.01.2018 21:00 (CET)","1330","n/e","n/e","25193","2245","0","n/e","n/e","n/e","1108","","725","n/e","n/e","7461","64","n/e","1","n/e","2621","3697"
"United Kingdom (UK)","18.01.2018 21:00 - 18.01.2018 21:30 (CET)","1326","n/e","n/e","25150","1891","0","n/e","n/e","n/e","518","","511","n/e","n/e","7460","64","n/e","0","n/e","2357","3648"
"United Kingdom (UK)","18.01.2018 21:30 - 18.01.2018 22:00 (CET)","1324","n/e","n/e","23676","1371","0","n/e","n/e","n/e","778","","480","n/e","n/e","7456","64","n/e","0","n/e","2657","3586"
"United Kingdom (UK)","18.01.2018 22:00 - 18.01.2018 22:30 (CET)","1327","n/e","n/e","21750","865","0","n/e","n/e","n/e","389","","372","n/e","n/e","7461","64","n/e","0","n/e","3151","3725"
"United Kingdom (UK)","18.01.2018 22:30 - 18.01.2018 23:00 (CET)","1327","n/e","n/e","19250","749","0","n/e","n/e","n/e","315","","351","n/e","n/e","7452","64","n/e","0","n/e","2929","3902"
"United Kingdom (UK)","18.01.2018 23:00 - 18.01.2018 23:30 (CET)","1327","n/e","n/e","17475","528","0","n/e","n/e","n/e","342","","233","n/e","n/e","7461","64","n/e","0","n/e","2749","3863"
"United Kingdom (UK)","18.01.2018 23:30 - 19.01.2018 00:00 (CET)","1318","n/e","n/e","15290","95","0","n/e","n/e","n/e","381","","258","n/e","n/e","7462","64","n/e","0","n/e","2997","3901"
"United Kingdom (UK)","19.01.2018 00:00 - 19.01.2018 00:30 (CET)","1329","n/e","n/e","13612","95","0","n/e","n/e","n/e","0","","242","n/e","n/e","7462","64","n/e","0","n/e","3203","3803"
"United Kingdom (UK)","19.01.2018 00:30 - 19.01.2018 01:00 (CET)","1330","n/e","n/e","12620","95","0","n/e","n/e","n/e","0","","241","n/e","n/e","7451","64","n/e","0","n/e","3166","3808"
"United Kingdom (UK)","19.01.2018 01:00 - 19.01.2018 01:30 (CET)","1232","n/e","n/e","12107","70","0","n/e","n/e","n/e","0","","227","n/e","n/e","7460","64","n/e","0","n/e","3054","3833"
"United Kingdom (UK)","19.01.2018 01:30 - 19.01.2018 02:00 (CET)","1233","n/e","n/e","12096","64","0","n/e","n/e","n/e","0","","228","n/e","n/e","7459","64","n/e","0","n/e","3112","3984"
"United Kingdom (UK)","19.01.2018 02:00 - 19.01.2018 02:30 (CET)","1317","n/e","n/e","12798","63","0","n/e","n/e","n/e","0","","226","n/e","n/e","7322","64","n/e","0","n/e","2999","4002"
"United Kingdom (UK)","19.01.2018 02:30 - 19.01.2018 03:00 (CET)","1280","n/e","n/e","12660","64","0","n/e","n/e","n/e","0","","229","n/e","n/e","7024","64","n/e","0","n/e","2929","3970"
"United Kingdom (UK)","19.01.2018 03:00 - 19.01.2018 03:30 (CET)","1303","n/e","n/e","12160","64","0","n/e","n/e","n/e","0","","222","n/e","n/e","7012","64","n/e","0","n/e","2926","3855"
"United Kingdom (UK)","19.01.2018 03:30 - 19.01.2018 04:00 (CET)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","0","n/e","2901","3977"
"United Kingdom (UK)","19.01.2018 04:00 - 19.01.2018 04:30 (CET)","1310","n/e","n/e","11541","64","0","n/e","n/e","n/e","0","","216","n/e","n/e","7022","64","n/e","0","n/e","2923","4234"
"United Kingdom (UK)","19.01.2018 04:30 - 19.01.2018 05:00 (CET)","1309","n/e","n/e","10997","63","0","n/e","n/e","n/e","0","","215","n/e","n/e","7010","64","n/e","0","n/e","2969","4269"
"United Kingdom (UK)","19.01.2018 05:00 - 19.01.2018 05:30 (CET)","1339","n/e","n/e","10610","63","0","n/e","n/e","n/e","0","","213","n/e","n/e","7130","64","n/e","0","n/e","2943","4269"
"United Kingdom (UK)","19.01.2018 05:30 - 19.01.2018 06:00 (CET)","1326","n/e","n/e","10193","63","0","n/e","n/e","n/e","0","","231","n/e","n/e","7323","64","n/e","0","n/e","2980","4315"
"United Kingdom (UK)","19.01.2018 06:00 - 19.01.2018 06:30 (CET)","1354","n/e","n/e","10425","83","0","n/e","n/e","n/e","0","","234","n/e","n/e","7459","64","n/e","0","n/e","2909","4321"
"United Kingdom (UK)","19.01.2018 06:30 - 19.01.2018 07:00 (CET)","1402","n/e","n/e","10976","95","0","n/e","n/e","n/e","0","","249","n/e","n/e","7456","64","n/e","0","n/e","3057","4438"
"United Kingdom (UK)","19.01.2018 07:00 - 19.01.2018 07:30 (CET)","1388","n/e","n/e","13038","95","0","n/e","n/e","n/e","0","","251","n/e","n/e","7472","64","n/e","1","n/e","2985","4494"
"United Kingdom (UK)","19.01.2018 07:30 - 19.01.2018 08:00 (CET)","1409","n/e","n/e","15063","523","0","n/e","n/e","n/e","0","","270","n/e","n/e","7463","64","n/e","2","n/e","3039","4528"
"United Kingdom (UK)","19.01.2018 08:00 - 19.01.2018 08:30 (CET)","1147","n/e","n/e","18318","747","0","n/e","n/e","n/e","329","","265","n/e","n/e","7459","64","n/e","0","n/e","3057","4622"
"United Kingdom (UK)","19.01.2018 08:30 - 19.01.2018 09:00 (CET)","1331","n/e","n/e","20722","1134","0","n/e","n/e","n/e","372","","263","n/e","n/e","7462","65","n/e","2","n/e","3154","4560"
"United Kingdom (UK)","19.01.2018 09:00 - 19.01.2018 09:30 (CET)","1494","n/e","n/e","21745","1227","0","n/e","n/e","n/e","828","","346","n/e","n/e","7468","65","n/e","92","n/e","3053","4506"
"United Kingdom (UK)","19.01.2018 09:30 - 19.01.2018 10:00 (CET)","1563","n/e","n/e","22023","1224","0","n/e","n/e","n/e","460","","408","n/e","n/e","7462","65","n/e","587","n/e","3030","4593"
"United Kingdom (UK)","19.01.2018 10:00 - 19.01.2018 10:30 (CET)","1560","n/e","n/e","22581","1161","0","n/e","n/e","n/e","357","","389","n/e","n/e","7467","65","n/e","1310","n/e","2863","4661"
"United Kingdom (UK)","19.01.2018 10:30 - 19.01.2018 11:00 (CET)","1588","n/e","n/e","22874","1183","0","n/e","n/e","n/e","544","","378","n/e","n/e","7461","65","n/e","2060","n/e","2654","4537"
"United Kingdom (UK)","19.01.2018 11:00 - 19.01.2018 11:30 (CET)","1583","n/e","n/e","21970","1181","0","n/e","n/e","n/e","585","","372","n/e","n/e","7460","65","n/e","2780","n/e","2694","4783"
"United Kingdom (UK)","19.01.2018 11:30 - 19.01.2018 12:00 (CET)","1602","n/e","n/e","21014","1193","0","n/e","n/e","n/e","308","","365","n/e","n/e","7469","65","n/e","3310","n/e","2779","4799"
"United Kingdom (UK)","19.01.2018 12:00 - 19.01.2018 12:30 (CET)","1633","n/e","n/e","20044","1194","0","n/e","n/e","n/e","360","","351","n/e","n/e","7469","65","n/e","3700","n/e","2914","4983"
"United Kingdom (UK)","19.01.2018 12:30 - 19.01.2018 13:00 (CET)","1626","n/e","n/e","19406","1180","0","n/e","n/e","n/e","233","","319","n/e","n/e","7464","65","n/e","3860","n/e","3029","4810"
"United Kingdom (UK)","19.01.2018 13:00 - 19.01.2018 13:30 (CET)","1634","n/e","n/e","19552","1143","0","n/e","n/e","n/e","349","","290","n/e","n/e","7381","65","n/e","3830","n/e","3031","5038"
"United Kingdom (UK)","19.01.2018 13:30 - 19.01.2018 14:00 (CET)","1633","n/e","n/e","19596","1133","0","n/e","n/e","n/e","317","","264","n/e","n/e","7241","65","n/e","3660","n/e","2993","4943"
"United Kingdom (UK)","19.01.2018 14:00 - 19.01.2018 14:30 (CET)","1633","n/e","n/e","19755","1123","0","n/e","n/e","n/e","461","","272","n/e","n/e","7215","65","n/e","2753","n/e","2922","4851"
"United Kingdom (UK)","19.01.2018 14:30 - 19.01.2018 15:00 (CET)","1761","n/e","n/e","20013","1121","0","n/e","n/e","n/e","338","","262","n/e","n/e","7020","64","n/e","2740","n/e","2839","4947"
"United Kingdom (UK)","19.01.2018 15:00 - 19.01.2018 15:30 (CET)","1866","n/e","n/e","20052","1119","0","n/e","n/e","n/e","492","","264","n/e","n/e","7009","64","n/e","2240","n/e","2780","4769"
"United Kingdom (UK)","19.01.2018 15:30 - 19.01.2018 16:00 (CET)","1876","n/e","n/e","20163","1121","0","n/e","n/e","n/e","307","","275","n/e","n/e","7012","64","n/e","1700","n/e","2783","5077"
"United Kingdom (UK)","19.01.2018 16:00 - 19.01.2018 16:30 (CET)","1873","n/e","n/e","20481","1121","0","n/e","n/e","n/e","410","","343","n/e","n/e","7003","64","n/e","1080","n/e","2589","4902"
"United Kingdom (UK)","19.01.2018 16:30 - 19.01.2018 17:00 (CET)","1926","n/e","n/e","21688","1118","0","n/e","n/e","n/e","408","","352","n/e","n/e","7010","64","n/e","447","n/e","2603","4617"
"United Kingdom (UK)","19.01.2018 17:00 - 19.01.2018 17:30 (CET)","1974","n/e","n/e","21871","1261","0","n/e","n/e","n/e","341","","640","n/e","n/e","7263","64","n/e","57","n/e","2813","4307"
"United Kingdom (UK)","19.01.2018 17:30 - 19.01.2018 18:00 (CET)","1971","n/e","n/e","23608","1412","0","n/e","n/e","n/e","341","","610","n/e","n/e","7460","64","n/e","0","n/e","2741","4106"
"United Kingdom (UK)","19.01.2018 18:00 - 19.01.2018 18:30 (CET)","1989","n/e","n/e","25473","1557","0","n/e","n/e","n/e","1062","","723","n/e","n/e","7451","64","n/e","0","n/e","2580","4090"
"United Kingdom (UK)","19.01.2018 18:30 - 19.01.2018 19:00 (CET)","1990","n/e","n/e","25686","1637","0","n/e","n/e","n/e","1303","","733","n/e","n/e","7451","64","n/e","0","n/e","2705","4011"
"United Kingdom (UK)","19.01.2018 19:00 - 19.01.2018 19:30 (CET)","1986","n/e","n/e","25575","1642","0","n/e","n/e","n/e","895","","736","n/e","n/e","7455","64","n/e","0","n/e","2920","3818"
"United Kingdom (UK)","19.01.2018 19:30 - 19.01.2018 20:00 (CET)","1988","n/e","n/e","25245","1600","0","n/e","n/e","n/e","362","","707","n/e","n/e","7459","64","n/e","0","n/e","2939","4106"
"United Kingdom (UK)","19.01.2018 20:00 - 19.01.2018 20:30 (CET)","1977","n/e","n/e","24626","1652","0","n/e","n/e","n/e","358","","493","n/e","n/e","7463","64","n/e","0","n/e","2945","4018"
"United Kingdom (UK)","19.01.2018 20:30 - 19.01.2018 21:00 (CET)","1975","n/e","n/e","23946","1474","0","n/e","n/e","n/e","312","","481","n/e","n/e","7460","64","n/e","0","n/e","2962","4096"
"United Kingdom (UK)","19.01.2018 21:00 - 19.01.2018 21:30 (CET)","1973","n/e","n/e","22591","1140","0","n/e","n/e","n/e","628","","438","n/e","n/e","7449","64","n/e","0","n/e","3005","3721"
"United Kingdom (UK)","19.01.2018 21:30 - 19.01.2018 22:00 (CET)","1974","n/e","n/e","21453","748","0","n/e","n/e","n/e","408","","415","n/e","n/e","7441","64","n/e","0","n/e","2948","4012"
"United Kingdom (UK)","19.01.2018 22:00 - 19.01.2018 22:30 (CET)","1876","n/e","n/e","20148","745","0","n/e","n/e","n/e","631","","321","n/e","n/e","7434","64","n/e","0","n/e","2919","3999"
"United Kingdom (UK)","19.01.2018 22:30 - 19.01.2018 23:00 (CET)","1880","n/e","n/e","17668","740","0","n/e","n/e","n/e","608","","293","n/e","n/e","7406","64","n/e","0","n/e","2968","3875"
"United Kingdom (UK)","19.01.2018 23:00 - 19.01.2018 23:30 (CET)","1873","n/e","n/e","16206","741","0","n/e","n/e","n/e","733","","216","n/e","n/e","7398","64","n/e","0","n/e","2858","3783"
"United Kingdom (UK)","19.01.2018 23:30 - 20.01.2018 00:00 (CET)","1883","n/e","n/e","14704","558","0","n/e","n/e","n/e","352","","202","n/e","n/e","7389","64","n/e","0","n/e","2874","3814"
"United Kingdom (UK)","20.01.2018 00:00 - 20.01.2018 00:30 (CET)","1867","n/e","n/e","13391","115","0","n/e","n/e","n/e","62","","182","n/e","n/e","7367","64","n/e","0","n/e","2980","3920"
"United Kingdom (UK)","20.01.2018 00:30 - 20.01.2018 01:00 (CET)","1859","n/e","n/e","12505","163","0","n/e","n/e","n/e","0","","179","n/e","n/e","7360","64","n/e","0","n/e","2970","4011"
"United Kingdom (UK)","20.01.2018 01:00 - 20.01.2018 01:30 (CET)","1882","n/e","n/e","12335","176","0","n/e","n/e","n/e","0","","180","n/e","n/e","7305","64","n/e","0","n/e","2885","3947"
"United Kingdom (UK)","20.01.2018 01:30 - 20.01.2018 02:00 (CET)","1881","n/e","n/e","12673","176","0","n/e","n/e","n/e","0","","179","n/e","n/e","7129","64","n/e","0","n/e","2940","3830"
"United Kingdom (UK)","20.01.2018 02:00 - 20.01.2018 02:30 (CET)","1881","n/e","n/e","12950","176","0","n/e","n/e","n/e","0","","182","n/e","n/e","7081","64","n/e","0","n/e","2789","3429"
"United Kingdom (UK)","20.01.2018 02:30 - 20.01.2018 03:00 (CET)","1880","n/e","n/e","13159","176","0","n/e","n/e","n/e","0","","176","n/e","n/e","7072","64","n/e","0","n/e","2515","3392"
"United Kingdom (UK)","20.01.2018 03:00 - 20.01.2018 03:30 (CET)","1882","n/e","n/e","13307","176","0","n/e","n/e","n/e","0","","173","n/e","n/e","7036","64","n/e","0","n/e","2393","3010"
