,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
280,979.0,957.0,1091.0,1.0,846.0,2324.0,2793.0,112.0,40.0,33.0,556.0
281,974.0,972.0,1100.0,1.0,829.0,2224.0,2793.0,112.0,40.0,34.0,534.0
282,980.0,918.0,1097.0,1.0,821.0,2163.0,2794.0,112.0,40.0,34.0,534.0
283,951.0,789.0,1063.0,1.0,761.0,2110.0,2793.0,112.0,40.0,34.0,508.0
284,931.0,715.0,934.0,1.0,656.0,1937.0,2794.0,114.0,39.0,35.0,493.0
285,922.0,735.0,898.0,1.0,596.0,1790.0,2794.0,114.0,39.0,21.0,471.0
286,914.0,723.0,900.0,1.0,589.0,1668.0,2794.0,116.0,39.0,8.0,450.0
287,914.0,709.0,890.0,1.0,563.0,1637.0,2793.0,117.0,39.0,8.0,423.0
288,909.0,716.0,884.0,1.0,463.0,1614.0,2794.0,119.0,39.0,8.0,422.0
289,907.0,727.0,852.0,1.0,472.0,1553.0,2794.0,120.0,39.0,8.0,356.0
290,906.0,720.0,851.0,1.0,474.0,1474.0,2794.0,122.0,39.0,8.0,332.0
291,898.0,731.0,850.0,1.0,473.0,1543.0,2794.0,123.0,39.0,8.0,331.0
292,892.0,719.0,851.0,1.0,472.0,1505.0,2794.0,123.0,39.0,8.0,323.0
293,887.0,711.0,844.0,1.0,474.0,1480.0,2794.0,123.0,39.0,8.0,310.0
294,897.0,722.0,844.0,1.0,485.0,1587.0,2794.0,121.0,39.0,8.0,320.0
295,911.0,707.0,852.0,1.0,497.0,1770.0,2794.0,121.0,39.0,8.0,306.0
296,913.0,716.0,858.0,1.0,499.0,2042.0,2793.0,120.0,39.0,8.0,317.0
297,903.0,715.0,863.0,1.0,500.0,2116.0,2794.0,119.0,39.0,8.0,320.0
298,902.0,714.0,876.0,1.0,513.0,2132.0,2794.0,116.0,39.0,8.0,329.0
299,893.0,721.0,872.0,1.0,518.0,2149.0,2793.0,113.0,39.0,8.0,377.0
300,916.0,718.0,866.0,1.0,516.0,2155.0,2793.0,109.0,39.0,8.0,378.0
301,948.0,722.0,856.0,1.0,509.0,2111.0,2792.0,108.0,39.0,8.0,394.0
302,956.0,747.0,870.0,1.0,509.0,2147.0,2793.0,107.0,39.0,8.0,401.0
303,961.0,761.0,882.0,1.0,537.0,2152.0,2793.0,105.0,39.0,8.0,404.0
304,949.0,870.0,912.0,1.0,557.0,2201.0,2793.0,102.0,39.0,8.0,421.0
305,954.0,858.0,887.0,1.0,539.0,2176.0,2793.0,102.0,39.0,8.0,419.0
306,948.0,863.0,871.0,1.0,522.0,2063.0,2793.0,102.0,39.0,8.0,459.0
307,946.0,739.0,856.0,1.0,509.0,2134.0,2793.0,102.0,39.0,8.0,503.0
308,939.0,713.0,857.0,1.0,489.0,1992.0,2793.0,102.0,39.0,8.0,558.0
309,928.0,715.0,845.0,1.0,480.0,1794.0,2792.0,102.0,39.0,8.0,561.0
310,928.0,739.0,836.0,1.0,477.0,1563.0,2793.0,102.0,39.0,8.0,604.0
311,929.0,753.0,833.0,1.0,463.0,1417.0,2793.0,101.0,39.0,8.0,656.0
312,919.0,735.0,830.0,1.0,453.0,1353.0,2793.0,99.0,39.0,8.0,672.0
313,914.0,720.0,830.0,1.0,464.0,1305.0,2793.0,99.0,39.0,10.0,708.0
314,915.0,716.0,833.0,1.0,455.0,1256.0,2794.0,99.0,41.0,10.0,694.0
315,919.0,718.0,844.0,1.0,452.0,1265.0,2794.0,100.0,41.0,11.0,702.0
316,917.0,732.0,839.0,1.0,456.0,1296.0,2793.0,102.0,41.0,15.0,729.0
317,937.0,717.0,845.0,1.0,457.0,1352.0,2794.0,104.0,41.0,15.0,753.0
318,928.0,714.0,849.0,1.0,466.0,1452.0,2793.0,106.0,41.0,15.0,788.0
319,936.0,711.0,854.0,1.0,484.0,1542.0,2793.0,106.0,41.0,15.0,829.0
320,945.0,718.0,871.0,1.0,490.0,1662.0,2792.0,106.0,41.0,15.0,872.0
321,952.0,719.0,861.0,1.0,493.0,1740.0,2793.0,106.0,41.0,16.0,903.0
322,958.0,744.0,856.0,1.0,493.0,1838.0,2793.0,104.0,41.0,22.0,924.0
323,952.0,751.0,857.0,1.0,500.0,1933.0,2794.0,101.0,41.0,22.0,926.0
324,943.0,726.0,858.0,1.0,502.0,1897.0,2793.0,101.0,41.0,29.0,927.0
325,947.0,708.0,856.0,1.0,515.0,1802.0,2794.0,102.0,41.0,29.0,961.0
326,951.0,720.0,858.0,1.0,511.0,1829.0,2794.0,104.0,41.0,34.0,997.0
327,951.0,725.0,858.0,1.0,516.0,1897.0,2793.0,105.0,41.0,35.0,1060.0
328,930.0,715.0,861.0,1.0,513.0,1974.0,2793.0,108.0,41.0,35.0,1090.0
329,931.0,723.0,861.0,1.0,508.0,1981.0,2793.0,111.0,41.0,36.0,1128.0
330,924.0,722.0,864.0,1.0,517.0,1937.0,2793.0,111.0,41.0,34.0,1156.0
331,930.0,747.0,880.0,1.0,510.0,1799.0,2793.0,111.0,41.0,22.0,1216.0
332,921.0,756.0,879.0,1.0,502.0,1588.0,2793.0,113.0,41.0,13.0,1221.0
333,913.0,749.0,878.0,1.0,501.0,1621.0,2794.0,114.0,41.0,9.0,1257.0
334,909.0,776.0,877.0,1.0,496.0,1504.0,2793.0,116.0,41.0,7.0,1313.0
335,905.0,838.0,872.0,1.0,479.0,1403.0,2794.0,117.0,41.0,7.0,1334.0
336,898.0,903.0,870.0,1.0,465.0,1315.0,2794.0,118.0,41.0,7.0,1331.0
337,906.0,898.0,867.0,1.0,468.0,1254.0,2794.0,119.0,41.0,7.0,1345.0
338,907.0,892.0,865.0,1.0,469.0,1202.0,2795.0,121.0,41.0,7.0,1370.0
339,916.0,898.0,862.0,1.0,471.0,1158.0,2794.0,123.0,41.0,7.0,1386.0
340,910.0,919.0,863.0,1.0,499.0,1319.0,2795.0,124.0,41.0,7.0,1397.0
341,915.0,888.0,883.0,1.0,521.0,1491.0,2794.0,126.0,41.0,7.0,1414.0
342,940.0,876.0,905.0,1.0,565.0,1770.0,2794.0,127.0,41.0,7.0,1433.0
343,943.0,912.0,932.0,1.0,589.0,2100.0,2794.0,128.0,41.0,7.0,1442.0
344,941.0,906.0,920.0,12.0,606.0,2285.0,2799.0,128.0,41.0,7.0,1406.0
345,941.0,901.0,913.0,12.0,621.0,2228.0,2797.0,130.0,41.0,7.0,1405.0
346,936.0,898.0,922.0,1.0,613.0,2174.0,2794.0,133.0,41.0,7.0,1405.0
347,932.0,866.0,923.0,1.0,587.0,2157.0,2793.0,136.0,41.0,7.0,1412.0
348,933.0,865.0,921.0,1.0,589.0,2155.0,2794.0,136.0,43.0,7.0,1408.0
349,946.0,855.0,913.0,1.0,590.0,2070.0,2793.0,138.0,43.0,7.0,1417.0
350,941.0,852.0,911.0,1.0,591.0,2118.0,2793.0,140.0,42.0,7.0,1409.0
351,938.0,865.0,917.0,1.0,599.0,2274.0,2794.0,141.0,41.0,7.0,1412.0
352,939.0,870.0,925.0,1.0,610.0,2180.0,2793.0,143.0,44.0,7.0,1408.0
353,935.0,873.0,927.0,1.0,606.0,2179.0,2793.0,145.0,44.0,7.0,1418.0
354,934.0,865.0,920.0,1.0,584.0,1926.0,2793.0,145.0,44.0,7.0,1402.0
355,912.0,844.0,897.0,1.0,566.0,1754.0,2793.0,147.0,44.0,7.0,1437.0
356,935.0,849.0,882.0,1.0,563.0,1691.0,2794.0,149.0,44.0,7.0,1437.0
357,929.0,834.0,882.0,1.0,561.0,1511.0,2794.0,149.0,44.0,7.0,1443.0
358,926.0,807.0,883.0,1.0,558.0,1364.0,2794.0,149.0,43.0,7.0,1425.0
359,919.0,820.0,885.0,1.0,551.0,1251.0,2794.0,151.0,42.0,7.0,1446.0
360,912.0,803.0,882.0,1.0,550.0,1308.0,2794.0,151.0,40.0,7.0,1388.0
361,914.0,797.0,877.0,1.0,558.0,1288.0,2794.0,153.0,38.0,7.0,1372.0
362,919.0,790.0,875.0,1.0,552.0,1154.0,2794.0,153.0,38.0,7.0,1335.0
363,914.0,795.0,874.0,1.0,545.0,1084.0,2794.0,155.0,38.0,7.0,1335.0
364,922.0,798.0,876.0,1.0,559.0,1215.0,2795.0,156.0,38.0,7.0,1390.0
365,933.0,822.0,896.0,1.0,573.0,1433.0,2794.0,158.0,38.0,7.0,1418.0
366,929.0,845.0,917.0,1.0,593.0,1732.0,2794.0,160.0,38.0,7.0,1459.0
367,933.0,857.0,936.0,1.0,599.0,2010.0,2793.0,160.0,38.0,7.0,1483.0
368,929.0,842.0,957.0,1.0,599.0,2206.0,2792.0,160.0,39.0,7.0,1474.0
369,929.0,850.0,950.0,1.0,615.0,2113.0,2794.0,160.0,41.0,7.0,1445.0
370,933.0,877.0,914.0,1.0,618.0,2138.0,2794.0,160.0,43.0,7.0,1455.0
371,931.0,890.0,916.0,1.0,610.0,2130.0,2794.0,159.0,40.0,7.0,1461.0
372,921.0,870.0,921.0,1.0,590.0,2102.0,2794.0,156.0,37.0,7.0,1470.0
373,919.0,868.0,906.0,1.0,604.0,2087.0,2793.0,155.0,37.0,7.0,1509.0
374,933.0,896.0,911.0,1.0,622.0,2092.0,2794.0,156.0,37.0,7.0,1507.0
375,938.0,917.0,943.0,1.0,630.0,2121.0,2795.0,159.0,35.0,7.0,1515.0
376,956.0,902.0,956.0,1.0,666.0,2230.0,2795.0,159.0,35.0,7.0,1515.0
377,962.0,911.0,966.0,1.0,660.0,2348.0,2794.0,159.0,36.0,7.0,1525.0
378,959.0,935.0,962.0,1.0,662.0,2393.0,2794.0,159.0,40.0,7.0,1535.0
379,961.0,924.0,957.0,1.0,646.0,2101.0,2794.0,159.0,40.0,7.0,1530.0
380,962.0,907.0,958.0,1.0,634.0,1946.0,2794.0,159.0,40.0,7.0,1497.0
381,948.0,903.0,961.0,1.0,612.0,1771.0,2794.0,160.0,42.0,7.0,1469.0
382,943.0,902.0,932.0,1.0,603.0,1721.0,2794.0,162.0,42.0,7.0,1496.0
383,943.0,907.0,916.0,1.0,643.0,1539.0,2794.0,163.0,37.0,7.0,1520.0
384,949.0,912.0,903.0,1.0,662.0,1396.0,2793.0,165.0,36.0,7.0,1517.0
385,926.0,908.0,903.0,1.0,670.0,1289.0,2794.0,167.0,36.0,7.0,1501.0
386,923.0,902.0,897.0,1.0,673.0,1258.0,2794.0,169.0,36.0,7.0,1522.0
387,924.0,903.0,897.0,1.0,667.0,1282.0,2794.0,168.0,36.0,7.0,1538.0
388,923.0,934.0,899.0,1.0,665.0,1430.0,2794.0,168.0,36.0,7.0,1535.0
389,935.0,935.0,921.0,1.0,716.0,1753.0,2794.0,164.0,36.0,19.0,1524.0
390,947.0,956.0,1010.0,1.0,811.0,2063.0,2794.0,163.0,37.0,30.0,1474.0
391,944.0,1014.0,1048.0,1.0,877.0,2210.0,2793.0,163.0,40.0,35.0,1397.0
392,938.0,960.0,1064.0,18.0,887.0,2302.0,2794.0,163.0,41.0,35.0,1297.0
393,933.0,961.0,1062.0,26.0,868.0,2325.0,2794.0,161.0,41.0,34.0,1205.0
394,933.0,945.0,1066.0,1.0,882.0,2366.0,2794.0,161.0,41.0,26.0,1107.0
395,948.0,946.0,985.0,1.0,879.0,2375.0,2793.0,160.0,41.0,26.0,1015.0
396,951.0,953.0,1025.0,1.0,856.0,2365.0,2792.0,157.0,40.0,27.0,906.0
397,943.0,955.0,1052.0,1.0,878.0,2372.0,2793.0,157.0,41.0,35.0,867.0
398,952.0,978.0,1059.0,1.0,886.0,2390.0,2793.0,160.0,41.0,34.0,883.0
399,939.0,955.0,1065.0,1.0,891.0,2280.0,2793.0,165.0,41.0,34.0,866.0
400,941.0,995.0,1073.0,1.0,900.0,2328.0,2793.0,168.0,37.0,34.0,886.0
401,945.0,991.0,1076.0,1.0,894.0,2387.0,2793.0,168.0,36.0,30.0,945.0
402,941.0,956.0,1076.0,1.0,889.0,2232.0,2792.0,167.0,36.0,25.0,931.0
403,938.0,952.0,1023.0,1.0,849.0,2057.0,2792.0,166.0,41.0,17.0,913.0
404,939.0,934.0,959.0,1.0,778.0,1874.0,2792.0,164.0,37.0,7.0,955.0
405,926.0,922.0,945.0,1.0,748.0,1674.0,2792.0,161.0,38.0,7.0,978.0
406,907.0,943.0,926.0,1.0,735.0,1602.0,2793.0,158.0,40.0,7.0,954.0
407,901.0,925.0,922.0,1.0,726.0,1483.0,2793.0,157.0,38.0,7.0,926.0
408,883.0,933.0,917.0,1.0,716.0,1464.0,2793.0,157.0,37.0,7.0,912.0
409,878.0,901.0,921.0,1.0,721.0,1409.0,2793.0,155.0,38.0,7.0,924.0
410,859.0,909.0,908.0,1.0,722.0,1423.0,2793.0,155.0,20.0,7.0,911.0
411,861.0,912.0,901.0,1.0,718.0,1423.0,2793.0,154.0,19.0,7.0,868.0
412,868.0,922.0,903.0,1.0,714.0,1591.0,2793.0,152.0,19.0,7.0,867.0
413,884.0,981.0,964.0,1.0,751.0,1798.0,2794.0,149.0,19.0,8.0,861.0
414,908.0,999.0,1047.0,1.0,842.0,2090.0,2794.0,148.0,19.0,20.0,834.0
415,924.0,1052.0,1055.0,1.0,863.0,2311.0,2794.0,145.0,15.0,30.0,816.0
416,911.0,1039.0,1061.0,1.0,867.0,2270.0,2794.0,142.0,17.0,34.0,777.0
417,900.0,1025.0,1069.0,17.0,875.0,2102.0,2794.0,138.0,28.0,34.0,745.0
418,902.0,1034.0,1073.0,2.0,874.0,2008.0,2794.0,135.0,34.0,34.0,707.0
419,919.0,1043.0,1076.0,2.0,869.0,2118.0,2793.0,133.0,35.0,34.0,641.0
420,908.0,1055.0,1071.0,2.0,871.0,2220.0,2796.0,133.0,36.0,34.0,540.0
421,909.0,1050.0,1073.0,2.0,871.0,2208.0,2796.0,133.0,36.0,34.0,531.0
422,910.0,1047.0,1072.0,2.0,861.0,2188.0,2796.0,135.0,36.0,34.0,569.0
423,912.0,1032.0,1073.0,2.0,856.0,2366.0,2797.0,137.0,36.0,34.0,600.0
424,907.0,1035.0,1076.0,2.0,854.0,2438.0,2796.0,139.0,36.0,34.0,595.0
425,913.0,1026.0,1079.0,2.0,844.0,2353.0,2796.0,142.0,36.0,34.0,568.0
426,919.0,993.0,1072.0,2.0,838.0,2284.0,2796.0,144.0,36.0,32.0,551.0
427,911.0,956.0,1025.0,2.0,823.0,2171.0,2796.0,146.0,36.0,25.0,514.0
428,917.0,965.0,926.0,1.0,761.0,2135.0,2797.0,148.0,36.0,14.0,493.0
429,914.0,952.0,918.0,0.0,728.0,1918.0,2797.0,150.0,36.0,12.0,453.0
430,900.0,939.0,923.0,0.0,709.0,1857.0,2796.0,151.0,36.0,12.0,405.0
431,892.0,943.0,920.0,0.0,688.0,1802.0,2796.0,152.0,36.0,12.0,376.0
432,880.0,945.0,909.0,0.0,671.0,1689.0,2796.0,155.0,36.0,8.0,374.0
433,873.0,942.0,906.0,0.0,681.0,1560.0,2796.0,157.0,36.0,8.0,330.0
434,879.0,947.0,901.0,0.0,695.0,1567.0,2796.0,158.0,36.0,8.0,311.0
435,889.0,949.0,900.0,0.0,711.0,1583.0,2796.0,158.0,36.0,8.0,271.0
436,903.0,949.0,958.0,0.0,789.0,1792.0,2796.0,158.0,36.0,8.0,243.0
437,908.0,986.0,1061.0,0.0,866.0,2197.0,2797.0,162.0,37.0,16.0,200.0
438,922.0,1052.0,1093.0,0.0,887.0,2462.0,2796.0,167.0,40.0,23.0,175.0
439,930.0,1052.0,1100.0,0.0,894.0,2426.0,2796.0,170.0,40.0,33.0,154.0
440,928.0,1049.0,1101.0,0.0,901.0,2368.0,2795.0,170.0,40.0,34.0,157.0
441,926.0,998.0,1106.0,0.0,902.0,2283.0,2796.0,164.0,40.0,34.0,163.0
442,926.0,1012.0,1091.0,0.0,902.0,2266.0,2796.0,158.0,42.0,34.0,163.0
443,921.0,1008.0,1084.0,0.0,899.0,2255.0,2797.0,155.0,42.0,34.0,155.0
444,901.0,1018.0,1100.0,0.0,904.0,2400.0,2796.0,154.0,42.0,34.0,142.0
445,918.0,1011.0,1099.0,0.0,912.0,2389.0,2795.0,153.0,42.0,36.0,130.0
446,930.0,1027.0,1098.0,0.0,917.0,2326.0,2795.0,155.0,42.0,34.0,171.0
447,930.0,1014.0,1098.0,0.0,913.0,2330.0,2794.0,158.0,42.0,34.0,239.0
448,943.0,1018.0,1099.0,0.0,911.0,2253.0,2794.0,161.0,42.0,34.0,278.0
449,958.0,1024.0,1102.0,0.0,905.0,2129.0,2795.0,165.0,42.0,34.0,264.0
450,961.0,1026.0,1099.0,0.0,904.0,2071.0,2795.0,166.0,42.0,34.0,259.0
451,948.0,999.0,1077.0,0.0,883.0,2213.0,2795.0,165.0,42.0,35.0,237.0
452,916.0,975.0,1003.0,1.0,821.0,2081.0,2548.0,161.0,42.0,35.0,189.0
453,906.0,970.0,924.0,1.0,750.0,2041.0,2521.0,164.0,42.0,24.0,184.0
454,915.0,952.0,909.0,1.0,741.0,1817.0,2780.0,165.0,42.0,15.0,193.0
455,891.0,930.0,872.0,1.0,732.0,1586.0,2793.0,165.0,42.0,14.0,199.0
456,884.0,923.0,843.0,1.0,717.0,1474.0,2794.0,163.0,42.0,7.0,166.0
457,864.0,919.0,841.0,1.0,720.0,1427.0,2794.0,161.0,42.0,7.0,174.0
458,859.0,909.0,833.0,1.0,720.0,1316.0,2794.0,161.0,42.0,7.0,176.0
459,858.0,922.0,819.0,1.0,710.0,1369.0,2793.0,159.0,42.0,7.0,172.0
460,860.0,926.0,827.0,1.0,711.0,1431.0,2794.0,158.0,42.0,7.0,162.0
461,858.0,945.0,819.0,1.0,726.0,1465.0,2793.0,158.0,41.0,7.0,148.0
462,873.0,966.0,823.0,1.0,733.0,1629.0,2794.0,158.0,40.0,15.0,137.0
463,888.0,960.0,829.0,1.0,736.0,1681.0,2793.0,160.0,40.0,25.0,121.0
464,887.0,978.0,833.0,1.0,752.0,2014.0,2794.0,161.0,42.0,25.0,105.0
465,885.0,969.0,831.0,1.0,777.0,2252.0,2794.0,159.0,42.0,25.0,78.0
466,887.0,936.0,829.0,1.0,799.0,2238.0,2793.0,156.0,42.0,25.0,71.0
467,923.0,934.0,824.0,1.0,835.0,2184.0,2793.0,153.0,42.0,24.0,63.0
468,930.0,920.0,830.0,1.0,796.0,2167.0,2793.0,149.0,42.0,16.0,66.0
469,938.0,919.0,844.0,1.0,749.0,2079.0,2794.0,146.0,42.0,8.0,87.0
470,953.0,919.0,847.0,1.0,748.0,2059.0,2794.0,146.0,42.0,8.0,94.0
471,947.0,918.0,849.0,1.0,807.0,2213.0,2794.0,146.0,42.0,8.0,95.0
472,960.0,923.0,910.0,1.0,856.0,2322.0,2794.0,148.0,42.0,8.0,114.0
473,960.0,916.0,933.0,1.0,862.0,2354.0,2793.0,151.0,42.0,8.0,122.0
474,951.0,921.0,951.0,1.0,868.0,2300.0,2793.0,154.0,42.0,8.0,128.0
475,953.0,927.0,928.0,1.0,831.0,2224.0,2794.0,157.0,42.0,8.0,128.0
476,965.0,928.0,865.0,1.0,771.0,2141.0,2794.0,161.0,40.0,8.0,126.0
477,938.0,920.0,847.0,1.0,734.0,1933.0,2794.0,163.0,40.0,8.0,119.0
478,936.0,929.0,843.0,1.0,721.0,1735.0,2794.0,163.0,40.0,8.0,118.0
479,940.0,930.0,835.0,1.0,722.0,1722.0,2793.0,163.0,40.0,8.0,97.0
480,941.0,934.0,837.0,1.0,693.0,1651.0,2794.0,163.0,40.0,8.0,83.0
481,935.0,935.0,838.0,1.0,711.0,1580.0,2795.0,167.0,40.0,8.0,91.0
482,954.0,937.0,836.0,1.0,711.0,1465.0,2794.0,171.0,40.0,8.0,104.0
483,949.0,928.0,835.0,1.0,706.0,1393.0,2793.0,172.0,40.0,8.0,130.0
484,953.0,930.0,835.0,1.0,712.0,1466.0,2794.0,172.0,40.0,8.0,142.0
485,956.0,930.0,848.0,1.0,717.0,1563.0,2794.0,172.0,40.0,8.0,154.0
486,951.0,919.0,878.0,1.0,719.0,1691.0,2793.0,172.0,40.0,8.0,165.0
487,954.0,932.0,887.0,1.0,722.0,1861.0,2794.0,172.0,40.0,8.0,165.0
488,969.0,925.0,910.0,1.0,740.0,2026.0,2793.0,174.0,40.0,8.0,152.0
489,963.0,936.0,917.0,1.0,765.0,2146.0,2792.0,174.0,40.0,8.0,140.0
490,962.0,920.0,919.0,1.0,765.0,2116.0,2793.0,173.0,40.0,8.0,128.0
491,972.0,922.0,922.0,1.0,771.0,2179.0,2794.0,171.0,40.0,8.0,123.0
492,976.0,918.0,921.0,1.0,759.0,2204.0,2794.0,169.0,40.0,8.0,124.0
493,975.0,909.0,943.0,1.0,756.0,2245.0,2793.0,189.0,40.0,8.0,140.0
494,975.0,923.0,1045.0,1.0,749.0,2186.0,2793.0,301.0,42.0,8.0,174.0
495,976.0,912.0,1161.0,1.0,765.0,2304.0,2793.0,426.0,42.0,8.0,199.0
496,983.0,922.0,1160.0,1.0,817.0,2337.0,2794.0,425.0,42.0,8.0,203.0
497,991.0,915.0,1265.0,1.0,870.0,2383.0,2793.0,434.0,42.0,8.0,215.0
498,994.0,963.0,1255.0,1.0,881.0,2387.0,2794.0,422.0,42.0,8.0,215.0
499,986.0,924.0,1233.0,1.0,856.0,2293.0,2794.0,411.0,42.0,8.0,244.0
500,977.0,893.0,1143.0,1.0,776.0,2202.0,2793.0,408.0,42.0,7.0,273.0
501,948.0,819.0,1113.0,1.0,735.0,1897.0,2793.0,396.0,42.0,7.0,286.0
502,953.0,802.0,1111.0,1.0,731.0,1769.0,2793.0,397.0,42.0,7.0,279.0
503,957.0,755.0,1110.0,1.0,721.0,1650.0,2793.0,396.0,42.0,13.0,262.0
504,949.0,748.0,1109.0,1.0,716.0,1567.0,2792.0,397.0,42.0,20.0,259.0
505,956.0,760.0,1108.0,1.0,720.0,1595.0,2793.0,396.0,42.0,21.0,228.0
506,957.0,768.0,1113.0,1.0,729.0,1621.0,2793.0,394.0,42.0,23.0,181.0
507,975.0,788.0,1107.0,1.0,772.0,1541.0,2793.0,394.0,42.0,35.0,176.0
508,1006.0,929.0,1205.0,1.0,872.0,1733.0,2792.0,406.0,42.0,41.0,171.0
509,1020.0,1083.0,1287.0,1.0,919.0,2155.0,2792.0,410.0,42.0,56.0,193.0
510,1025.0,1071.0,1375.0,1.0,933.0,2282.0,2792.0,472.0,42.0,74.0,206.0
511,1027.0,1049.0,1408.0,1.0,955.0,2314.0,2794.0,488.0,42.0,77.0,228.0
512,1038.0,1050.0,1405.0,1.0,953.0,2300.0,2793.0,485.0,42.0,75.0,198.0
513,1036.0,1052.0,1416.0,1.0,953.0,2315.0,2791.0,490.0,42.0,74.0,144.0
514,1013.0,1056.0,1427.0,1.0,950.0,2376.0,2792.0,489.0,42.0,74.0,129.0
515,1026.0,1065.0,1420.0,1.0,942.0,2237.0,2792.0,463.0,42.0,74.0,104.0
516,1021.0,1062.0,1399.0,1.0,951.0,2218.0,2792.0,449.0,42.0,66.0,94.0
517,1017.0,1050.0,1371.0,1.0,959.0,2273.0,2795.0,444.0,42.0,45.0,95.0
518,1020.0,1054.0,1365.0,1.0,961.0,2219.0,2793.0,461.0,42.0,41.0,101.0
519,1024.0,1079.0,1360.0,1.0,959.0,2355.0,2793.0,460.0,42.0,41.0,125.0
520,1024.0,1067.0,1357.0,1.0,955.0,2343.0,2793.0,463.0,42.0,41.0,157.0
521,1027.0,1035.0,1358.0,1.0,941.0,2352.0,2792.0,469.0,17.0,41.0,205.0
522,1037.0,1062.0,1354.0,1.0,957.0,2295.0,2793.0,472.0,41.0,41.0,215.0
523,1036.0,993.0,1335.0,1.0,952.0,2093.0,2793.0,449.0,40.0,41.0,179.0
524,1022.0,941.0,1316.0,1.0,949.0,1976.0,2792.0,440.0,41.0,41.0,183.0
525,998.0,878.0,1296.0,1.0,948.0,1913.0,2793.0,438.0,41.0,41.0,224.0
526,1008.0,845.0,1197.0,1.0,886.0,1817.0,2792.0,440.0,41.0,41.0,277.0
527,1006.0,829.0,1169.0,1.0,804.0,1774.0,2793.0,442.0,41.0,41.0,298.0
528,993.0,829.0,1163.0,1.0,774.0,1679.0,2793.0,439.0,39.0,41.0,305.0
529,992.0,830.0,1166.0,1.0,789.0,1607.0,2793.0,439.0,41.0,41.0,317.0
530,1011.0,828.0,1160.0,1.0,794.0,1627.0,2791.0,440.0,41.0,41.0,321.0
531,1021.0,827.0,1165.0,1.0,815.0,1782.0,2791.0,439.0,41.0,41.0,327.0
532,1028.0,886.0,1258.0,1.0,859.0,1950.0,2792.0,442.0,40.0,43.0,334.0
533,1030.0,1027.0,1368.0,1.0,955.0,2089.0,2792.0,479.0,40.0,60.0,327.0
534,1032.0,1067.0,1432.0,1.0,969.0,2376.0,2792.0,523.0,38.0,74.0,309.0
535,1050.0,1069.0,1457.0,1.0,974.0,2432.0,2792.0,519.0,39.0,80.0,296.0
536,1048.0,1086.0,1480.0,1.0,970.0,2346.0,2792.0,522.0,40.0,83.0,311.0
537,1050.0,1075.0,1475.0,1.0,975.0,2323.0,2791.0,513.0,39.0,83.0,352.0
538,1042.0,1085.0,1475.0,1.0,975.0,2214.0,2790.0,509.0,39.0,83.0,373.0
539,1026.0,1081.0,1479.0,1.0,972.0,2250.0,2791.0,501.0,42.0,83.0,372.0
540,1021.0,1067.0,1464.0,1.0,976.0,2377.0,2792.0,493.0,42.0,82.0,343.0
541,1015.0,1066.0,1427.0,1.0,981.0,2343.0,2791.0,487.0,42.0,76.0,341.0
542,1022.0,1057.0,1406.0,1.0,985.0,2293.0,2791.0,460.0,42.0,79.0,344.0
543,1028.0,1062.0,1415.0,1.0,977.0,2239.0,2790.0,460.0,42.0,79.0,366.0
544,1032.0,1060.0,1396.0,1.0,985.0,2339.0,2790.0,436.0,42.0,80.0,435.0
545,1029.0,1068.0,1387.0,1.0,975.0,2296.0,2791.0,433.0,42.0,78.0,495.0
546,1026.0,1017.0,1368.0,1.0,966.0,2192.0,2791.0,415.0,42.0,79.0,580.0
547,999.0,896.0,1290.0,1.0,918.0,2178.0,2791.0,400.0,42.0,67.0,621.0
548,975.0,861.0,1159.0,1.0,830.0,2012.0,2791.0,377.0,42.0,52.0,637.0
549,936.0,829.0,1134.0,1.0,734.0,1906.0,2791.0,367.0,42.0,41.0,715.0
550,927.0,830.0,1036.0,1.0,683.0,1642.0,2790.0,255.0,42.0,40.0,789.0
551,919.0,845.0,924.0,1.0,587.0,1483.0,2790.0,153.0,42.0,40.0,797.0
552,916.0,851.0,917.0,1.0,568.0,1572.0,2791.0,151.0,42.0,47.0,836.0
553,908.0,847.0,919.0,1.0,563.0,1514.0,2790.0,148.0,41.0,50.0,923.0
554,912.0,843.0,915.0,1.0,555.0,1457.0,2790.0,146.0,42.0,50.0,1026.0
555,897.0,814.0,923.0,1.0,548.0,1459.0,2791.0,143.0,42.0,50.0,1099.0
556,884.0,790.0,936.0,1.0,552.0,1526.0,2790.0,139.0,42.0,50.0,1201.0
557,889.0,791.0,957.0,1.0,571.0,1727.0,2790.0,134.0,42.0,53.0,1307.0
558,918.0,785.0,985.0,1.0,601.0,2111.0,2790.0,132.0,42.0,59.0,1368.0
559,927.0,797.0,1023.0,1.0,616.0,2284.0,2790.0,130.0,42.0,62.0,1422.0
560,934.0,757.0,1041.0,20.0,614.0,2349.0,2789.0,130.0,42.0,63.0,1461.0
