,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
282,0.0,6452.0,70.0,1085.0,10658.0,220.0,168.0,344.0,14.0,1862.0
283,0.0,6520.0,71.0,1081.0,10640.0,227.0,66.0,343.0,14.0,1991.0
284,0.0,6117.0,72.0,907.0,10039.0,227.0,197.0,343.0,14.0,1937.0
285,0.0,5620.0,73.0,896.0,9429.0,226.0,227.0,341.0,2.0,1898.0
286,0.0,5571.0,74.0,888.0,9175.0,226.0,130.0,318.0,0.0,1869.0
287,0.0,4929.0,72.0,887.0,8929.0,226.0,18.0,316.0,0.0,1885.0
288,0.0,5079.0,73.0,911.0,8268.0,226.0,46.0,298.0,0.0,1857.0
289,0.0,4783.0,73.0,867.0,8198.0,224.0,0.0,291.0,0.0,1889.0
290,0.0,4379.0,73.0,860.0,8088.0,223.0,0.0,291.0,0.0,1922.0
291,0.0,4403.0,72.0,861.0,8088.0,221.0,0.0,291.0,0.0,1926.0
292,0.0,4475.0,72.0,861.0,8092.0,220.0,0.0,291.0,0.0,1906.0
293,0.0,4620.0,72.0,863.0,7993.0,220.0,0.0,291.0,0.0,1883.0
294,0.0,5320.0,72.0,891.0,7922.0,221.0,0.0,291.0,0.0,2008.0
295,0.0,5561.0,72.0,954.0,7921.0,223.0,11.0,291.0,0.0,2000.0
296,0.0,5675.0,71.0,909.0,7992.0,221.0,19.0,301.0,0.0,2106.0
297,0.0,5831.0,70.0,947.0,8745.0,220.0,234.0,317.0,0.0,2086.0
298,0.0,5688.0,71.0,952.0,9222.0,222.0,147.0,322.0,0.0,2237.0
299,0.0,5683.0,71.0,1071.0,9193.0,223.0,146.0,322.0,0.0,2485.0
300,0.0,5710.0,72.0,1064.0,8982.0,223.0,36.0,328.0,0.0,2377.0
301,0.0,5754.0,72.0,967.0,9005.0,225.0,2.0,336.0,0.0,2188.0
302,0.0,5710.0,72.0,955.0,8730.0,227.0,0.0,336.0,0.0,2043.0
303,0.0,5779.0,72.0,961.0,8592.0,227.0,0.0,346.0,0.0,2084.0
304,0.0,5954.0,73.0,1082.0,8869.0,228.0,243.0,347.0,50.0,2202.0
305,0.0,5917.0,71.0,1055.0,8633.0,230.0,425.0,350.0,57.0,2201.0
306,0.0,5851.0,69.0,1080.0,8407.0,231.0,433.0,353.0,57.0,2364.0
307,0.0,5883.0,64.0,1086.0,8104.0,231.0,356.0,352.0,57.0,2370.0
308,0.0,5840.0,66.0,975.0,7925.0,230.0,251.0,350.0,7.0,2317.0
309,0.0,5045.0,70.0,913.0,7847.0,230.0,21.0,334.0,0.0,2211.0
310,0.0,4782.0,67.0,859.0,7937.0,234.0,16.0,312.0,0.0,2081.0
311,0.0,4423.0,61.0,840.0,7740.0,235.0,2.0,296.0,0.0,2118.0
312,0.0,4106.0,59.0,817.0,7411.0,235.0,0.0,278.0,0.0,2087.0
313,0.0,3831.0,59.0,814.0,7433.0,234.0,0.0,276.0,0.0,2071.0
314,0.0,3652.0,56.0,815.0,7381.0,233.0,0.0,275.0,0.0,2107.0
315,0.0,3691.0,56.0,818.0,7416.0,232.0,0.0,275.0,0.0,2089.0
316,0.0,3676.0,59.0,814.0,7423.0,230.0,0.0,275.0,0.0,2041.0
317,0.0,3699.0,60.0,813.0,7414.0,229.0,0.0,275.0,0.0,2080.0
318,0.0,3714.0,61.0,829.0,7505.0,228.0,1.0,275.0,0.0,2133.0
319,0.0,3713.0,64.0,836.0,7566.0,229.0,10.0,284.0,0.0,2113.0
320,0.0,3659.0,65.0,812.0,7410.0,231.0,19.0,278.0,0.0,2117.0
321,0.0,4058.0,65.0,812.0,7412.0,232.0,109.0,282.0,0.0,2091.0
322,0.0,4548.0,66.0,823.0,7568.0,233.0,130.0,297.0,0.0,2059.0
323,0.0,4953.0,66.0,836.0,7647.0,234.0,112.0,300.0,0.0,1862.0
324,0.0,5249.0,66.0,838.0,7648.0,234.0,31.0,302.0,0.0,1765.0
325,0.0,5377.0,68.0,841.0,7683.0,233.0,2.0,306.0,0.0,1709.0
326,0.0,5205.0,67.0,842.0,7690.0,233.0,0.0,306.0,0.0,1654.0
327,0.0,5146.0,66.0,827.0,7603.0,234.0,0.0,315.0,0.0,1667.0
328,0.0,5633.0,64.0,819.0,7810.0,233.0,123.0,317.0,50.0,1748.0
329,0.0,5927.0,67.0,963.0,8070.0,235.0,341.0,322.0,57.0,1767.0
330,21.0,6160.0,71.0,982.0,8013.0,234.0,375.0,315.0,7.0,1843.0
331,75.0,6085.0,72.0,956.0,7856.0,234.0,317.0,314.0,0.0,1880.0
332,93.0,5570.0,72.0,846.0,7719.0,236.0,350.0,311.0,0.0,1832.0
333,122.0,4786.0,71.0,836.0,7800.0,235.0,147.0,291.0,0.0,1969.0
334,138.0,4458.0,69.0,839.0,7831.0,235.0,10.0,275.0,0.0,2064.0
335,138.0,4050.0,67.0,836.0,7737.0,236.0,1.0,262.0,0.0,2038.0
336,138.0,4038.0,67.0,837.0,7639.0,236.0,0.0,249.0,0.0,1991.0
337,138.0,3892.0,68.0,841.0,7684.0,235.0,0.0,243.0,0.0,1975.0
338,138.0,3857.0,69.0,842.0,7775.0,233.0,0.0,243.0,0.0,1937.0
339,138.0,3752.0,70.0,841.0,7850.0,232.0,0.0,243.0,0.0,2074.0
340,138.0,3812.0,68.0,841.0,8076.0,231.0,0.0,243.0,0.0,2176.0
341,138.0,4189.0,67.0,843.0,8474.0,232.0,0.0,247.0,0.0,2237.0
342,138.0,5617.0,69.0,995.0,9268.0,232.0,0.0,246.0,0.0,2467.0
343,160.0,6002.0,68.0,995.0,9758.0,235.0,47.0,246.0,0.0,2831.0
344,189.0,6109.0,69.0,1081.0,9708.0,237.0,58.0,271.0,50.0,2960.0
345,189.0,6208.0,70.0,1091.0,9755.0,240.0,155.0,286.0,57.0,3103.0
346,189.0,6203.0,70.0,1091.0,9596.0,241.0,291.0,302.0,57.0,3044.0
347,189.0,6315.0,70.0,1048.0,9930.0,242.0,831.0,309.0,57.0,2838.0
348,189.0,6365.0,67.0,1013.0,10249.0,244.0,622.0,311.0,57.0,2893.0
349,189.0,6322.0,67.0,978.0,10301.0,241.0,518.0,312.0,57.0,2994.0
350,189.0,6266.0,68.0,910.0,10180.0,235.0,4.0,310.0,7.0,3248.0
351,189.0,6133.0,67.0,871.0,10067.0,214.0,14.0,310.0,0.0,3448.0
352,189.0,6114.0,67.0,961.0,10201.0,218.0,398.0,316.0,0.0,3830.0
353,188.0,6088.0,66.0,915.0,10001.0,234.0,631.0,317.0,0.0,4333.0
354,189.0,5997.0,61.0,967.0,9490.0,234.0,641.0,318.0,0.0,4511.0
355,188.0,6045.0,59.0,949.0,9377.0,230.0,586.0,318.0,0.0,4610.0
356,189.0,5978.0,60.0,918.0,9070.0,235.0,247.0,303.0,0.0,4672.0
357,189.0,4988.0,61.0,918.0,8660.0,244.0,105.0,282.0,0.0,4633.0
358,175.0,4655.0,61.0,891.0,8519.0,246.0,10.0,256.0,0.0,4648.0
359,138.0,4255.0,61.0,888.0,7770.0,247.0,1.0,247.0,0.0,4702.0
360,138.0,3800.0,61.0,891.0,7394.0,246.0,0.0,238.0,0.0,4746.0
361,139.0,3744.0,61.0,910.0,7502.0,244.0,0.0,238.0,0.0,4792.0
362,139.0,3749.0,62.0,912.0,7544.0,244.0,0.0,238.0,0.0,4775.0
363,139.0,3750.0,63.0,907.0,7477.0,245.0,0.0,239.0,0.0,4861.0
364,139.0,3824.0,65.0,889.0,7637.0,244.0,0.0,239.0,0.0,4932.0
365,139.0,3979.0,64.0,888.0,7980.0,245.0,0.0,240.0,0.0,4936.0
366,156.0,4682.0,64.0,907.0,8468.0,245.0,0.0,238.0,0.0,4928.0
367,188.0,5898.0,63.0,890.0,9268.0,244.0,11.0,232.0,0.0,4890.0
368,188.0,6053.0,60.0,849.0,9772.0,244.0,19.0,246.0,0.0,4733.0
369,189.0,6030.0,59.0,874.0,10104.0,245.0,177.0,256.0,0.0,4498.0
370,189.0,6223.0,61.0,871.0,9960.0,238.0,400.0,263.0,0.0,4218.0
371,189.0,6233.0,61.0,857.0,10281.0,230.0,138.0,269.0,0.0,4024.0
372,188.0,6275.0,56.0,889.0,10530.0,242.0,52.0,265.0,0.0,3723.0
373,189.0,6235.0,59.0,989.0,10746.0,244.0,5.0,265.0,0.0,3572.0
374,189.0,6191.0,64.0,1001.0,10615.0,241.0,33.0,271.0,0.0,3328.0
375,189.0,6197.0,64.0,1005.0,10653.0,241.0,38.0,271.0,12.0,3173.0
376,192.0,6260.0,62.0,1014.0,10639.0,240.0,382.0,280.0,39.0,3115.0
377,196.0,6282.0,60.0,1024.0,10514.0,242.0,830.0,293.0,55.0,2925.0
378,190.0,6252.0,58.0,981.0,10588.0,241.0,682.0,294.0,57.0,2751.0
379,189.0,6267.0,54.0,991.0,10627.0,242.0,478.0,294.0,57.0,2585.0
380,189.0,6296.0,58.0,917.0,10194.0,242.0,289.0,295.0,7.0,2562.0
381,188.0,5751.0,61.0,870.0,9717.0,241.0,33.0,294.0,0.0,2505.0
382,163.0,4596.0,61.0,857.0,9604.0,235.0,10.0,274.0,0.0,2489.0
383,139.0,3981.0,61.0,856.0,9502.0,228.0,1.0,267.0,0.0,2413.0
384,138.0,4158.0,61.0,842.0,9112.0,227.0,0.0,211.0,0.0,2546.0
385,138.0,4148.0,63.0,841.0,9014.0,227.0,0.0,203.0,0.0,2676.0
386,139.0,3828.0,64.0,840.0,9056.0,228.0,0.0,202.0,0.0,2775.0
387,139.0,3745.0,64.0,840.0,9097.0,229.0,0.0,202.0,0.0,2702.0
388,139.0,3897.0,64.0,838.0,9238.0,231.0,0.0,202.0,0.0,2560.0
389,139.0,4567.0,63.0,838.0,9424.0,231.0,0.0,203.0,0.0,2472.0
390,139.0,5764.0,64.0,887.0,9781.0,231.0,0.0,206.0,0.0,2362.0
391,169.0,6325.0,64.0,853.0,10723.0,230.0,9.0,215.0,0.0,2224.0
392,189.0,6344.0,66.0,962.0,11414.0,229.0,19.0,249.0,0.0,2074.0
393,189.0,6482.0,65.0,869.0,11501.0,227.0,99.0,264.0,25.0,1932.0
394,189.0,6395.0,65.0,953.0,11375.0,226.0,111.0,279.0,28.0,1909.0
395,189.0,6420.0,64.0,1032.0,11501.0,226.0,188.0,284.0,54.0,1735.0
396,189.0,6321.0,65.0,1040.0,11784.0,227.0,93.0,290.0,57.0,1618.0
397,189.0,6267.0,62.0,1076.0,11864.0,227.0,42.0,291.0,57.0,1578.0
398,188.0,6367.0,62.0,1081.0,11673.0,224.0,5.0,290.0,57.0,1394.0
399,188.0,6275.0,60.0,1045.0,11607.0,225.0,0.0,290.0,57.0,1529.0
400,188.0,6299.0,60.0,1043.0,11605.0,226.0,306.0,295.0,57.0,1730.0
401,188.0,6397.0,60.0,1042.0,11415.0,226.0,600.0,295.0,57.0,1864.0
402,189.0,6107.0,61.0,1050.0,11026.0,227.0,625.0,310.0,57.0,2016.0
403,190.0,5933.0,61.0,952.0,10879.0,227.0,607.0,313.0,32.0,2115.0
404,189.0,5585.0,60.0,908.0,10614.0,227.0,430.0,310.0,4.0,2275.0
405,189.0,4812.0,59.0,901.0,10219.0,227.0,70.0,307.0,0.0,2326.0
406,154.0,4127.0,61.0,887.0,9384.0,228.0,286.0,252.0,0.0,2305.0
407,138.0,3844.0,62.0,886.0,9090.0,227.0,116.0,240.0,0.0,2452.0
408,138.0,3815.0,66.0,884.0,8971.0,225.0,0.0,236.0,0.0,2563.0
409,138.0,3884.0,66.0,885.0,9039.0,224.0,0.0,233.0,0.0,2492.0
410,138.0,3834.0,66.0,885.0,8973.0,223.0,0.0,233.0,0.0,2593.0
411,138.0,3808.0,67.0,885.0,8905.0,222.0,0.0,232.0,0.0,2672.0
412,138.0,3787.0,63.0,884.0,8935.0,223.0,0.0,223.0,0.0,2585.0
413,138.0,4149.0,62.0,892.0,9195.0,223.0,0.0,222.0,0.0,2393.0
414,164.0,5551.0,61.0,1065.0,9616.0,222.0,0.0,222.0,0.0,2297.0
415,191.0,6387.0,61.0,1034.0,10499.0,222.0,0.0,222.0,0.0,2173.0
416,209.0,6455.0,62.0,1058.0,10615.0,217.0,18.0,253.0,0.0,2138.0
417,208.0,6565.0,61.0,1062.0,10578.0,217.0,99.0,271.0,12.0,2110.0
418,208.0,6436.0,61.0,1062.0,10444.0,218.0,329.0,269.0,14.0,2199.0
419,208.0,6320.0,63.0,1063.0,10303.0,218.0,518.0,270.0,27.0,2333.0
420,208.0,6236.0,62.0,1060.0,10142.0,217.0,543.0,270.0,28.0,2677.0
421,211.0,6106.0,60.0,1015.0,10161.0,220.0,446.0,269.0,28.0,3096.0
422,209.0,5798.0,59.0,866.0,10440.0,221.0,190.0,262.0,28.0,3472.0
423,209.0,5510.0,55.0,893.0,10265.0,223.0,189.0,268.0,16.0,3804.0
424,212.0,5458.0,54.0,884.0,10323.0,226.0,443.0,277.0,14.0,4086.0
425,212.0,5362.0,57.0,882.0,10503.0,230.0,752.0,287.0,14.0,4153.0
426,209.0,5507.0,57.0,872.0,10516.0,237.0,632.0,289.0,14.0,4030.0
427,208.0,5589.0,58.0,767.0,10438.0,238.0,585.0,289.0,14.0,4092.0
428,208.0,5297.0,58.0,724.0,10270.0,236.0,255.0,289.0,14.0,4119.0
429,185.0,4492.0,60.0,775.0,9984.0,230.0,56.0,281.0,2.0,3860.0
430,158.0,4196.0,62.0,870.0,9321.0,224.0,78.0,264.0,0.0,3646.0
431,158.0,4005.0,60.0,844.0,8856.0,227.0,0.0,247.0,0.0,3570.0
432,158.0,4310.0,59.0,838.0,8666.0,225.0,0.0,229.0,0.0,3563.0
433,158.0,4471.0,59.0,835.0,8678.0,223.0,0.0,221.0,0.0,3297.0
434,158.0,4410.0,58.0,835.0,8657.0,224.0,0.0,219.0,0.0,3166.0
435,158.0,4516.0,59.0,835.0,8603.0,223.0,0.0,219.0,0.0,3077.0
436,158.0,4979.0,59.0,834.0,8682.0,223.0,0.0,219.0,0.0,2874.0
437,157.0,5260.0,61.0,843.0,8785.0,224.0,0.0,219.0,0.0,2937.0
438,182.0,5960.0,60.0,1013.0,9323.0,224.0,0.0,219.0,0.0,2830.0
439,223.0,6403.0,58.0,1043.0,10463.0,225.0,10.0,219.0,0.0,2542.0
440,225.0,6505.0,54.0,1046.0,11048.0,226.0,72.0,251.0,38.0,2319.0
441,225.0,6625.0,57.0,1047.0,11192.0,226.0,133.0,285.0,43.0,2123.0
442,225.0,6626.0,56.0,1047.0,11136.0,227.0,88.0,283.0,43.0,2026.0
443,226.0,6747.0,50.0,1049.0,11224.0,225.0,83.0,280.0,43.0,1972.0
444,226.0,6741.0,55.0,1049.0,11162.0,224.0,48.0,259.0,43.0,1879.0
445,226.0,6749.0,60.0,1050.0,11302.0,223.0,5.0,256.0,5.0,1756.0
446,224.0,6734.0,59.0,1053.0,11197.0,223.0,0.0,256.0,0.0,1606.0
447,218.0,6715.0,59.0,1050.0,11049.0,223.0,59.0,257.0,50.0,1523.0
448,226.0,6787.0,60.0,1053.0,11515.0,222.0,241.0,280.0,57.0,1370.0
449,226.0,6775.0,60.0,1056.0,11800.0,223.0,278.0,280.0,57.0,1245.0
450,226.0,6531.0,58.0,1057.0,11726.0,222.0,297.0,282.0,57.0,1241.0
451,226.0,6329.0,57.0,1055.0,11350.0,222.0,284.0,282.0,57.0,1131.0
452,226.0,6169.0,58.0,1056.0,11061.0,223.0,53.0,273.0,57.0,1087.0
453,202.0,5713.0,61.0,931.0,10354.0,222.0,20.0,256.0,32.0,1073.0
454,159.0,5535.0,63.0,900.0,9638.0,223.0,21.0,252.0,4.0,868.0
455,158.0,4963.0,63.0,900.0,9375.0,224.0,3.0,248.0,0.0,720.0
456,157.0,4639.0,64.0,900.0,8780.0,222.0,0.0,230.0,0.0,658.0
457,158.0,4211.0,65.0,900.0,8745.0,221.0,0.0,221.0,0.0,616.0
458,157.0,4180.0,66.0,900.0,8731.0,220.0,0.0,221.0,0.0,627.0
459,157.0,4180.0,66.0,900.0,8708.0,219.0,0.0,221.0,0.0,620.0
460,158.0,4208.0,65.0,900.0,8719.0,219.0,0.0,220.0,0.0,598.0
461,158.0,4119.0,65.0,900.0,8761.0,218.0,0.0,220.0,0.0,602.0
462,169.0,4655.0,65.0,901.0,8848.0,216.0,0.0,224.0,0.0,624.0
463,208.0,5244.0,63.0,912.0,8965.0,217.0,18.0,225.0,0.0,586.0
464,209.0,5618.0,62.0,1034.0,9544.0,218.0,73.0,259.0,0.0,561.0
465,208.0,5660.0,61.0,1058.0,10119.0,216.0,106.0,267.0,0.0,525.0
466,208.0,5642.0,63.0,1058.0,10442.0,216.0,110.0,269.0,0.0,438.0
467,208.0,5786.0,59.0,1056.0,10556.0,216.0,132.0,272.0,0.0,346.0
468,208.0,5685.0,61.0,1054.0,10557.0,217.0,82.0,273.0,0.0,287.0
469,208.0,5690.0,64.0,1054.0,10417.0,217.0,39.0,273.0,0.0,229.0
470,208.0,5661.0,64.0,1055.0,10121.0,220.0,4.0,273.0,12.0,181.0
471,208.0,5559.0,63.0,1054.0,10085.0,221.0,0.0,277.0,14.0,180.0
472,209.0,5627.0,63.0,1055.0,10563.0,220.0,88.0,280.0,14.0,207.0
473,208.0,5714.0,62.0,1056.0,10722.0,221.0,184.0,290.0,14.0,213.0
474,208.0,5739.0,62.0,1059.0,10473.0,221.0,153.0,286.0,14.0,196.0
475,210.0,5755.0,59.0,1059.0,10353.0,221.0,152.0,286.0,14.0,204.0
476,208.0,5705.0,60.0,1056.0,10208.0,218.0,26.0,286.0,14.0,214.0
477,186.0,5535.0,64.0,1053.0,9615.0,197.0,22.0,272.0,14.0,231.0
478,158.0,5686.0,69.0,966.0,9103.0,188.0,21.0,246.0,2.0,204.0
479,157.0,5044.0,69.0,863.0,8556.0,182.0,3.0,239.0,0.0,190.0
480,158.0,5103.0,69.0,850.0,8015.0,209.0,0.0,226.0,0.0,156.0
481,159.0,4591.0,71.0,802.0,7980.0,212.0,0.0,226.0,0.0,104.0
482,158.0,4436.0,71.0,795.0,8011.0,212.0,0.0,226.0,0.0,95.0
483,157.0,4308.0,71.0,795.0,8021.0,212.0,0.0,226.0,0.0,72.0
484,158.0,4311.0,71.0,795.0,8028.0,212.0,0.0,226.0,0.0,63.0
485,157.0,4404.0,68.0,795.0,7993.0,213.0,0.0,226.0,0.0,86.0
486,158.0,4646.0,64.0,796.0,8046.0,216.0,0.0,224.0,0.0,111.0
487,157.0,4782.0,63.0,797.0,8055.0,218.0,8.0,224.0,0.0,121.0
488,158.0,5385.0,63.0,845.0,8425.0,222.0,99.0,247.0,0.0,120.0
489,157.0,5641.0,60.0,924.0,8969.0,225.0,111.0,277.0,0.0,116.0
490,158.0,5742.0,57.0,966.0,9611.0,224.0,84.0,277.0,0.0,92.0
491,157.0,5685.0,56.0,966.0,9800.0,223.0,99.0,277.0,0.0,96.0
492,158.0,5614.0,62.0,964.0,9706.0,223.0,49.0,277.0,12.0,85.0
493,158.0,5694.0,63.0,964.0,9391.0,224.0,5.0,277.0,14.0,103.0
494,158.0,5683.0,65.0,944.0,8962.0,224.0,0.0,274.0,14.0,126.0
495,157.0,5645.0,63.0,941.0,8974.0,222.0,0.0,257.0,14.0,156.0
496,158.0,5703.0,62.0,964.0,9570.0,222.0,140.0,281.0,14.0,160.0
497,157.0,5700.0,61.0,995.0,10328.0,223.0,134.0,289.0,14.0,166.0
498,158.0,5845.0,59.0,998.0,10510.0,226.0,113.0,290.0,14.0,178.0
499,158.0,5834.0,56.0,999.0,10459.0,227.0,31.0,290.0,14.0,170.0
500,157.0,5684.0,54.0,975.0,9706.0,226.0,20.0,289.0,2.0,172.0
501,158.0,5688.0,57.0,951.0,9093.0,226.0,20.0,276.0,0.0,175.0
502,158.0,5503.0,62.0,863.0,8593.0,226.0,16.0,252.0,0.0,181.0
503,158.0,4845.0,64.0,802.0,8260.0,227.0,2.0,241.0,0.0,178.0
504,158.0,4366.0,63.0,847.0,8175.0,226.0,0.0,228.0,0.0,191.0
505,158.0,4280.0,61.0,853.0,8293.0,227.0,0.0,227.0,0.0,244.0
506,157.0,4245.0,61.0,852.0,8280.0,225.0,0.0,226.0,0.0,275.0
507,157.0,4381.0,62.0,852.0,8329.0,225.0,0.0,226.0,0.0,307.0
508,157.0,4433.0,60.0,852.0,8537.0,224.0,0.0,226.0,0.0,333.0
509,158.0,4653.0,60.0,855.0,8886.0,224.0,0.0,227.0,0.0,368.0
510,182.0,5629.0,60.0,1006.0,10221.0,226.0,0.0,231.0,0.0,457.0
511,208.0,5756.0,59.0,1062.0,11764.0,232.0,0.0,228.0,0.0,598.0
512,209.0,5911.0,58.0,1069.0,12250.0,237.0,18.0,238.0,0.0,775.0
513,209.0,6162.0,56.0,1070.0,12460.0,240.0,55.0,278.0,50.0,745.0
514,209.0,6149.0,55.0,1068.0,12402.0,237.0,86.0,280.0,57.0,779.0
515,211.0,6232.0,53.0,1072.0,12445.0,235.0,159.0,281.0,57.0,809.0
516,210.0,6087.0,53.0,1073.0,12412.0,237.0,168.0,281.0,57.0,908.0
517,208.0,6156.0,55.0,1069.0,12461.0,233.0,132.0,282.0,7.0,993.0
518,208.0,6082.0,57.0,1063.0,12130.0,232.0,16.0,295.0,0.0,1170.0
519,208.0,5923.0,50.0,1062.0,11808.0,227.0,0.0,297.0,50.0,1342.0
520,208.0,5973.0,58.0,1066.0,12121.0,227.0,68.0,295.0,57.0,1516.0
521,208.0,5992.0,57.0,1068.0,12255.0,230.0,78.0,303.0,57.0,1819.0
522,208.0,5972.0,55.0,1071.0,11761.0,232.0,172.0,305.0,57.0,1873.0
523,209.0,6013.0,57.0,1071.0,11380.0,233.0,503.0,305.0,7.0,1858.0
524,208.0,5867.0,60.0,1051.0,10914.0,233.0,419.0,290.0,0.0,1744.0
525,208.0,5555.0,58.0,1043.0,10278.0,233.0,264.0,279.0,0.0,1631.0
526,182.0,5618.0,59.0,1046.0,10235.0,233.0,156.0,270.0,0.0,1406.0
527,158.0,4848.0,60.0,1007.0,9919.0,235.0,2.0,234.0,0.0,1407.0
528,157.0,4068.0,61.0,901.0,10000.0,236.0,0.0,234.0,0.0,1449.0
529,158.0,3931.0,58.0,902.0,10047.0,235.0,0.0,235.0,0.0,1293.0
530,158.0,4022.0,57.0,901.0,9911.0,235.0,0.0,236.0,0.0,1208.0
531,158.0,3971.0,61.0,902.0,9776.0,235.0,0.0,236.0,0.0,1196.0
532,158.0,4149.0,63.0,904.0,9990.0,234.0,0.0,236.0,0.0,1191.0
533,157.0,5127.0,63.0,917.0,10095.0,233.0,0.0,235.0,0.0,1132.0
534,178.0,6094.0,62.0,1034.0,11093.0,233.0,0.0,234.0,0.0,990.0
535,222.0,6318.0,61.0,1066.0,12101.0,233.0,0.0,234.0,0.0,917.0
536,227.0,6487.0,60.0,1068.0,12604.0,236.0,18.0,250.0,0.0,816.0
537,227.0,6490.0,60.0,1069.0,12621.0,239.0,73.0,288.0,50.0,677.0
538,227.0,6460.0,62.0,1065.0,12643.0,239.0,82.0,290.0,57.0,535.0
539,227.0,6427.0,62.0,1079.0,12932.0,233.0,100.0,290.0,57.0,449.0
540,227.0,6381.0,60.0,1078.0,12846.0,231.0,296.0,293.0,7.0,365.0
541,227.0,6450.0,61.0,1079.0,12935.0,230.0,282.0,294.0,0.0,382.0
542,227.0,6362.0,62.0,1080.0,12638.0,227.0,246.0,293.0,0.0,521.0
543,227.0,6232.0,60.0,1077.0,12100.0,227.0,409.0,297.0,0.0,711.0
544,226.0,6197.0,58.0,1078.0,11818.0,230.0,893.0,298.0,50.0,1070.0
545,227.0,6227.0,56.0,1079.0,11765.0,235.0,1068.0,307.0,57.0,1487.0
546,227.0,6185.0,55.0,1067.0,11431.0,236.0,778.0,309.0,7.0,1835.0
547,227.0,6181.0,55.0,1033.0,11235.0,237.0,452.0,309.0,0.0,2107.0
548,227.0,6112.0,54.0,938.0,10557.0,238.0,251.0,307.0,0.0,2276.0
549,209.0,5281.0,56.0,906.0,9957.0,237.0,48.0,296.0,0.0,2412.0
550,161.0,4410.0,56.0,857.0,9614.0,238.0,0.0,256.0,0.0,2580.0
551,158.0,3871.0,53.0,851.0,9211.0,238.0,0.0,238.0,0.0,2763.0
552,158.0,3977.0,52.0,870.0,8798.0,238.0,0.0,228.0,0.0,2957.0
553,157.0,3900.0,56.0,897.0,8696.0,237.0,0.0,227.0,0.0,3135.0
554,158.0,3839.0,54.0,897.0,8649.0,235.0,0.0,227.0,0.0,3379.0
555,158.0,3680.0,53.0,895.0,8653.0,233.0,0.0,227.0,0.0,3641.0
556,158.0,3785.0,57.0,895.0,8620.0,233.0,0.0,227.0,0.0,3860.0
557,158.0,3927.0,62.0,900.0,8738.0,233.0,0.0,226.0,0.0,3961.0
558,192.0,4829.0,63.0,1049.0,9165.0,233.0,0.0,226.0,0.0,3995.0
559,208.0,5604.0,64.0,979.0,9582.0,233.0,18.0,226.0,0.0,3986.0
560,178.0,5741.0,68.0,965.0,10000.0,231.0,20.0,247.0,0.0,3937.0
561,158.0,5870.0,73.0,1032.0,10248.0,227.0,20.0,278.0,0.0,3747.0
562,158.0,5918.0,71.0,995.0,10302.0,227.0,73.0,280.0,50.0,3560.0
563,196.0,5963.0,66.0,1074.0,10489.0,225.0,130.0,278.0,57.0,3333.0
564,209.0,6017.0,60.0,1079.0,10617.0,222.0,110.0,271.0,57.0,3065.0
565,208.0,6132.0,57.0,1057.0,10784.0,221.0,71.0,268.0,7.0,3062.0
566,208.0,5929.0,56.0,1053.0,10525.0,213.0,145.0,263.0,0.0,3217.0
567,208.0,5748.0,60.0,972.0,9957.0,208.0,364.0,249.0,0.0,3462.0
568,208.0,5709.0,62.0,1063.0,9915.0,207.0,678.0,274.0,0.0,3722.0
569,208.0,5676.0,60.0,1069.0,9885.0,212.0,850.0,286.0,0.0,4052.0
570,208.0,5597.0,59.0,1029.0,9692.0,212.0,883.0,288.0,0.0,4047.0
571,208.0,5603.0,56.0,994.0,9672.0,213.0,792.0,283.0,0.0,4038.0
572,208.0,5130.0,57.0,1016.0,9327.0,216.0,635.0,270.0,0.0,4229.0
573,190.0,4379.0,59.0,1011.0,8916.0,204.0,393.0,258.0,0.0,4348.0
574,159.0,4021.0,61.0,1053.0,8653.0,216.0,169.0,250.0,0.0,4434.0
575,158.0,3650.0,62.0,1007.0,8236.0,219.0,1.0,249.0,0.0,4527.0
576,157.0,3398.0,64.0,998.0,7984.0,217.0,0.0,231.0,0.0,4503.0
577,158.0,3387.0,64.0,974.0,7979.0,216.0,0.0,229.0,0.0,4487.0
578,158.0,3375.0,61.0,970.0,8003.0,215.0,0.0,229.0,0.0,4556.0
579,158.0,3373.0,58.0,972.0,7963.0,215.0,0.0,229.0,0.0,4643.0
580,158.0,3329.0,56.0,1013.0,7978.0,215.0,0.0,229.0,0.0,4522.0
581,158.0,3536.0,56.0,1134.0,8057.0,214.0,0.0,229.0,0.0,4380.0
582,184.0,4608.0,60.0,1187.0,8643.0,213.0,0.0,229.0,0.0,4210.0
583,208.0,5585.0,62.0,1204.0,9410.0,212.0,0.0,228.0,0.0,3923.0
584,208.0,5631.0,64.0,1204.0,9971.0,204.0,18.0,243.0,0.0,3653.0
585,208.0,5648.0,67.0,1203.0,10208.0,197.0,20.0,252.0,0.0,3362.0
