,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
321,207.0,1713.0,1698.0,11.0,492.0,89.0,120.0,36.0,628.0
322,208.0,2765.0,1698.0,122.0,522.0,149.0,120.0,179.0,555.0
323,212.0,3217.0,1698.0,233.0,587.0,195.0,119.0,239.0,444.0
324,210.0,3231.0,1698.0,251.0,645.0,169.0,118.0,268.0,392.0
325,209.0,3222.0,1700.0,164.0,637.0,126.0,117.0,276.0,459.0
326,209.0,3199.0,1701.0,119.0,587.0,127.0,117.0,242.0,546.0
327,207.0,3198.0,1702.0,61.0,394.0,126.0,116.0,199.0,529.0
328,205.0,3264.0,1700.0,17.0,500.0,84.0,118.0,121.0,398.0
329,204.0,3220.0,1700.0,136.0,575.0,109.0,115.0,48.0,277.0
330,208.0,3257.0,1700.0,263.0,761.0,153.0,116.0,3.0,285.0
331,208.0,3347.0,1700.0,642.0,1244.0,210.0,116.0,0.0,515.0
332,213.0,3268.0,1700.0,1288.0,1395.0,489.0,116.0,0.0,763.0
333,217.0,3233.0,1701.0,1449.0,1374.0,691.0,117.0,0.0,911.0
334,213.0,3289.0,1701.0,777.0,1355.0,324.0,117.0,0.0,792.0
335,213.0,2969.0,1700.0,156.0,996.0,145.0,119.0,0.0,570.0
336,217.0,2024.0,1700.0,0.0,706.0,73.0,120.0,0.0,494.0
337,214.0,1566.0,1698.0,0.0,369.0,74.0,119.0,0.0,481.0
338,216.0,1375.0,1681.0,0.0,206.0,75.0,120.0,0.0,471.0
339,214.0,1456.0,1630.0,0.0,198.0,75.0,119.0,0.0,412.0
340,214.0,1416.0,1631.0,0.0,204.0,75.0,118.0,0.0,396.0
341,212.0,1444.0,1669.0,0.0,207.0,76.0,119.0,0.0,349.0
342,211.0,1715.0,1699.0,65.0,256.0,76.0,121.0,0.0,322.0
343,209.0,2568.0,1699.0,90.0,322.0,76.0,120.0,0.0,239.0
344,208.0,3031.0,1680.0,798.0,565.0,116.0,119.0,0.0,222.0
345,211.0,3067.0,1638.0,895.0,678.0,263.0,119.0,61.0,256.0
346,215.0,3120.0,1640.0,820.0,701.0,215.0,120.0,207.0,208.0
347,219.0,3061.0,1640.0,463.0,715.0,200.0,122.0,294.0,167.0
348,220.0,3019.0,1641.0,85.0,735.0,160.0,119.0,327.0,169.0
349,217.0,3037.0,1656.0,39.0,620.0,185.0,120.0,334.0,297.0
350,215.0,3107.0,1701.0,0.0,479.0,79.0,116.0,318.0,403.0
351,215.0,3169.0,1699.0,0.0,354.0,189.0,114.0,295.0,613.0
352,217.0,3438.0,1699.0,0.0,351.0,75.0,113.0,246.0,862.0
353,215.0,3575.0,1698.0,0.0,354.0,76.0,113.0,121.0,1036.0
354,213.0,3459.0,1698.0,0.0,426.0,129.0,111.0,8.0,1220.0
355,213.0,3526.0,1699.0,237.0,666.0,187.0,113.0,0.0,1246.0
356,213.0,3558.0,1699.0,451.0,748.0,195.0,114.0,0.0,1358.0
357,216.0,3498.0,1699.0,151.0,655.0,131.0,115.0,0.0,1479.0
358,216.0,3390.0,1699.0,43.0,480.0,76.0,117.0,0.0,1591.0
359,218.0,2382.0,1698.0,0.0,270.0,73.0,125.0,0.0,1871.0
360,216.0,1367.0,1547.0,0.0,250.0,75.0,127.0,0.0,1950.0
361,216.0,851.0,1341.0,0.0,294.0,75.0,127.0,0.0,2041.0
362,215.0,861.0,1165.0,0.0,152.0,75.0,125.0,0.0,2081.0
363,218.0,836.0,1161.0,0.0,151.0,75.0,126.0,0.0,2027.0
364,214.0,847.0,1166.0,0.0,154.0,75.0,128.0,0.0,1995.0
365,213.0,906.0,1204.0,0.0,163.0,75.0,127.0,0.0,1919.0
366,213.0,1078.0,1369.0,0.0,163.0,75.0,122.0,0.0,1770.0
367,211.0,1637.0,1436.0,26.0,265.0,75.0,121.0,0.0,1604.0
368,215.0,2560.0,1596.0,55.0,266.0,75.0,120.0,0.0,1448.0
369,216.0,2938.0,1698.0,126.0,329.0,159.0,121.0,21.0,1295.0
370,220.0,3079.0,1699.0,86.0,378.0,155.0,119.0,71.0,1049.0
371,220.0,3043.0,1698.0,237.0,467.0,115.0,113.0,136.0,827.0
372,218.0,3002.0,1698.0,118.0,509.0,114.0,114.0,168.0,854.0
373,223.0,2939.0,1686.0,0.0,436.0,74.0,116.0,175.0,1059.0
374,217.0,2959.0,1679.0,0.0,367.0,72.0,112.0,151.0,1085.0
375,223.0,2544.0,1699.0,0.0,452.0,217.0,124.0,107.0,1063.0
376,226.0,2415.0,1697.0,43.0,455.0,229.0,132.0,77.0,1159.0
377,223.0,2566.0,1698.0,55.0,445.0,178.0,135.0,34.0,1334.0
378,223.0,3073.0,1698.0,48.0,484.0,114.0,137.0,2.0,1395.0
379,223.0,3112.0,1699.0,130.0,554.0,178.0,135.0,0.0,1411.0
380,222.0,3169.0,1698.0,105.0,476.0,515.0,140.0,0.0,1440.0
381,225.0,2915.0,1698.0,204.0,479.0,466.0,142.0,0.0,1546.0
382,226.0,2285.0,1698.0,267.0,435.0,256.0,145.0,0.0,1879.0
383,224.0,1489.0,1698.0,266.0,328.0,253.0,145.0,0.0,1926.0
384,222.0,1080.0,1601.0,110.0,360.0,103.0,139.0,0.0,1950.0
385,221.0,865.0,1540.0,0.0,312.0,73.0,129.0,0.0,2003.0
386,222.0,807.0,1068.0,0.0,167.0,72.0,126.0,0.0,2216.0
387,223.0,827.0,861.0,0.0,171.0,72.0,133.0,0.0,2704.0
388,217.0,838.0,892.0,0.0,180.0,72.0,143.0,0.0,2907.0
389,216.0,856.0,1044.0,0.0,183.0,72.0,141.0,0.0,2884.0
390,216.0,897.0,1415.0,0.0,228.0,73.0,140.0,0.0,2686.0
391,213.0,1344.0,1561.0,0.0,350.0,74.0,138.0,0.0,2484.0
392,211.0,2547.0,1647.0,0.0,312.0,74.0,140.0,0.0,2355.0
393,217.0,2747.0,1697.0,39.0,347.0,88.0,144.0,32.0,2212.0
394,219.0,2978.0,1490.0,60.0,472.0,118.0,147.0,143.0,2080.0
395,221.0,3230.0,1381.0,0.0,458.0,117.0,148.0,268.0,2003.0
396,225.0,3196.0,1384.0,1.0,399.0,119.0,147.0,333.0,1780.0
397,224.0,3324.0,1385.0,114.0,378.0,74.0,149.0,348.0,1319.0
398,220.0,3274.0,1384.0,107.0,264.0,74.0,146.0,342.0,1109.0
399,223.0,3187.0,1383.0,0.0,232.0,74.0,145.0,315.0,1000.0
400,222.0,3076.0,1383.0,0.0,235.0,74.0,145.0,253.0,999.0
401,224.0,3277.0,1389.0,31.0,239.0,73.0,142.0,129.0,957.0
402,223.0,3169.0,1434.0,607.0,450.0,133.0,144.0,10.0,1069.0
403,225.0,3136.0,1461.0,1031.0,764.0,185.0,145.0,0.0,1276.0
404,226.0,3256.0,1491.0,1287.0,787.0,452.0,139.0,0.0,1342.0
405,222.0,3301.0,1689.0,1220.0,872.0,209.0,140.0,0.0,1337.0
406,223.0,3239.0,1700.0,340.0,542.0,91.0,136.0,0.0,1245.0
407,222.0,2611.0,1700.0,217.0,485.0,124.0,143.0,0.0,1132.0
408,222.0,2161.0,1700.0,284.0,160.0,75.0,141.0,0.0,1112.0
409,221.0,1367.0,1700.0,167.0,191.0,75.0,146.0,0.0,1054.0
410,225.0,1464.0,1700.0,0.0,158.0,75.0,146.0,0.0,1050.0
411,222.0,1502.0,1560.0,0.0,158.0,75.0,141.0,0.0,1016.0
412,221.0,1378.0,1553.0,0.0,152.0,74.0,142.0,0.0,950.0
413,223.0,1365.0,1630.0,0.0,157.0,74.0,141.0,0.0,854.0
414,222.0,1944.0,1700.0,0.0,156.0,74.0,140.0,0.0,845.0
415,221.0,2761.0,1699.0,130.0,264.0,67.0,139.0,0.0,853.0
416,223.0,2997.0,1700.0,396.0,334.0,78.0,143.0,0.0,916.0
417,225.0,3234.0,1700.0,712.0,275.0,116.0,146.0,63.0,789.0
418,224.0,3259.0,1699.0,918.0,442.0,151.0,148.0,208.0,590.0
419,227.0,3322.0,1699.0,629.0,594.0,172.0,151.0,294.0,350.0
420,228.0,3313.0,1699.0,556.0,589.0,160.0,151.0,331.0,202.0
421,229.0,3265.0,1698.0,598.0,416.0,125.0,152.0,338.0,172.0
422,225.0,3284.0,1699.0,594.0,296.0,96.0,144.0,336.0,178.0
423,219.0,3263.0,1698.0,585.0,277.0,96.0,148.0,300.0,284.0
424,223.0,3323.0,1693.0,658.0,295.0,91.0,146.0,239.0,392.0
425,224.0,3320.0,1690.0,921.0,321.0,82.0,142.0,121.0,705.0
426,227.0,3210.0,1697.0,1071.0,585.0,169.0,145.0,10.0,1094.0
427,225.0,3086.0,1698.0,1273.0,902.0,227.0,142.0,0.0,1458.0
428,224.0,3312.0,1698.0,1396.0,905.0,252.0,154.0,0.0,1658.0
429,221.0,3204.0,1698.0,986.0,1261.0,219.0,158.0,0.0,1813.0
430,220.0,3360.0,1698.0,989.0,902.0,179.0,154.0,0.0,1994.0
431,217.0,2653.0,1699.0,1069.0,454.0,176.0,151.0,0.0,2146.0
432,218.0,2023.0,1699.0,568.0,279.0,76.0,149.0,0.0,2232.0
433,213.0,1359.0,1699.0,1.0,275.0,71.0,148.0,0.0,2258.0
434,208.0,1079.0,1698.0,0.0,239.0,70.0,148.0,0.0,2283.0
435,210.0,1141.0,1559.0,0.0,145.0,70.0,147.0,0.0,2470.0
436,208.0,1120.0,1552.0,0.0,145.0,29.0,147.0,0.0,2679.0
437,201.0,1324.0,1593.0,0.0,150.0,13.0,146.0,0.0,2723.0
438,202.0,1720.0,1699.0,10.0,155.0,69.0,144.0,0.0,2762.0
439,202.0,2464.0,1700.0,367.0,331.0,73.0,144.0,0.0,2676.0
440,206.0,3021.0,1700.0,813.0,359.0,87.0,147.0,0.0,2551.0
441,204.0,3104.0,1699.0,1014.0,425.0,105.0,146.0,47.0,2464.0
442,207.0,3234.0,1699.0,977.0,384.0,109.0,148.0,180.0,2358.0
443,202.0,3406.0,1699.0,204.0,365.0,105.0,148.0,281.0,2064.0
444,206.0,3437.0,1699.0,118.0,241.0,13.0,149.0,333.0,1718.0
445,212.0,3319.0,1699.0,127.0,222.0,69.0,146.0,346.0,1411.0
446,213.0,3350.0,1700.0,121.0,218.0,13.0,145.0,340.0,1282.0
447,211.0,3189.0,1698.0,2.0,208.0,13.0,151.0,313.0,1298.0
448,211.0,3195.0,1699.0,0.0,207.0,13.0,154.0,252.0,1425.0
449,214.0,3403.0,1699.0,0.0,207.0,16.0,151.0,131.0,1424.0
450,216.0,3379.0,1699.0,0.0,228.0,63.0,159.0,11.0,1551.0
451,213.0,3461.0,1699.0,104.0,219.0,101.0,158.0,0.0,1702.0
452,215.0,3466.0,1700.0,200.0,438.0,147.0,158.0,0.0,1593.0
453,215.0,3400.0,1699.0,401.0,504.0,213.0,156.0,0.0,1331.0
454,213.0,3202.0,1699.0,112.0,537.0,143.0,156.0,0.0,1163.0
455,213.0,2947.0,1700.0,0.0,279.0,15.0,161.0,0.0,1088.0
456,214.0,2087.0,1605.0,0.0,269.0,79.0,160.0,0.0,1150.0
457,216.0,1480.0,1380.0,0.0,114.0,17.0,156.0,0.0,1417.0
458,219.0,1008.0,1269.0,0.0,124.0,17.0,157.0,0.0,1639.0
459,216.0,731.0,1229.0,0.0,164.0,17.0,158.0,0.0,1887.0
460,216.0,527.0,1203.0,0.0,238.0,17.0,158.0,0.0,2101.0
461,214.0,447.0,1141.0,0.0,274.0,17.0,157.0,0.0,2153.0
462,211.0,440.0,1139.0,0.0,357.0,13.0,158.0,0.0,2100.0
463,211.0,563.0,1087.0,0.0,408.0,46.0,155.0,0.0,1948.0
464,213.0,885.0,1046.0,0.0,346.0,46.0,159.0,0.0,1865.0
465,214.0,1336.0,1099.0,1.0,572.0,74.0,159.0,45.0,1727.0
466,210.0,1419.0,1273.0,116.0,576.0,74.0,154.0,163.0,1588.0
467,212.0,1502.0,1250.0,42.0,686.0,19.0,159.0,232.0,1456.0
468,215.0,1590.0,1393.0,41.0,632.0,13.0,159.0,263.0,1255.0
469,220.0,1580.0,1337.0,1.0,675.0,13.0,159.0,296.0,1169.0
470,216.0,1460.0,1239.0,0.0,539.0,13.0,159.0,310.0,1171.0
471,218.0,1302.0,1377.0,0.0,524.0,71.0,159.0,279.0,1163.0
472,216.0,1209.0,1292.0,0.0,478.0,75.0,158.0,220.0,1242.0
473,219.0,1257.0,1195.0,0.0,515.0,42.0,159.0,109.0,1564.0
474,218.0,1461.0,1103.0,30.0,593.0,60.0,157.0,10.0,1994.0
475,218.0,1483.0,1099.0,0.0,576.0,83.0,157.0,0.0,2253.0
476,219.0,1551.0,1098.0,0.0,701.0,68.0,157.0,0.0,2304.0
477,217.0,1499.0,1099.0,0.0,572.0,63.0,149.0,0.0,2203.0
478,214.0,1513.0,1109.0,0.0,641.0,21.0,152.0,0.0,2159.0
479,217.0,1285.0,1101.0,0.0,643.0,11.0,155.0,0.0,1978.0
480,215.0,838.0,1135.0,0.0,697.0,12.0,147.0,0.0,1718.0
481,216.0,424.0,1047.0,0.0,591.0,13.0,148.0,0.0,1545.0
482,217.0,427.0,767.0,0.0,505.0,13.0,141.0,0.0,1403.0
483,215.0,425.0,713.0,0.0,259.0,12.0,156.0,0.0,1374.0
484,218.0,424.0,595.0,0.0,201.0,43.0,160.0,0.0,1358.0
485,216.0,423.0,545.0,0.0,268.0,12.0,157.0,0.0,1356.0
486,215.0,413.0,579.0,0.0,350.0,13.0,149.0,0.0,1347.0
487,211.0,412.0,933.0,0.0,388.0,73.0,151.0,0.0,1407.0
488,215.0,639.0,1085.0,0.0,368.0,73.0,153.0,0.0,1347.0
489,213.0,999.0,1084.0,0.0,533.0,73.0,154.0,14.0,1201.0
490,213.0,1390.0,1069.0,0.0,583.0,127.0,155.0,49.0,1041.0
491,212.0,1431.0,1070.0,25.0,555.0,99.0,155.0,90.0,962.0
492,212.0,1305.0,1075.0,120.0,536.0,55.0,155.0,120.0,805.0
493,217.0,1393.0,1143.0,255.0,524.0,13.0,156.0,165.0,681.0
494,219.0,1277.0,1071.0,190.0,505.0,13.0,157.0,190.0,732.0
495,208.0,1088.0,1011.0,217.0,434.0,13.0,156.0,203.0,829.0
496,216.0,1092.0,1040.0,7.0,386.0,13.0,158.0,167.0,1002.0
497,215.0,1251.0,1113.0,0.0,408.0,13.0,157.0,93.0,1109.0
498,216.0,1348.0,1173.0,162.0,510.0,71.0,158.0,8.0,1212.0
499,214.0,1362.0,1176.0,1457.0,660.0,111.0,158.0,0.0,1217.0
500,215.0,1399.0,1176.0,1765.0,728.0,386.0,157.0,0.0,1081.0
501,212.0,1380.0,1176.0,1979.0,814.0,607.0,158.0,0.0,1121.0
502,216.0,1368.0,1175.0,1619.0,817.0,201.0,156.0,0.0,1092.0
503,213.0,1318.0,1174.0,1182.0,675.0,47.0,156.0,0.0,1065.0
504,211.0,792.0,1120.0,499.0,653.0,32.0,156.0,0.0,1155.0
505,209.0,636.0,1007.0,1.0,569.0,13.0,154.0,0.0,1409.0
506,210.0,637.0,946.0,0.0,364.0,13.0,155.0,0.0,1645.0
507,217.0,639.0,977.0,0.0,328.0,13.0,158.0,0.0,1679.0
508,221.0,639.0,1013.0,0.0,390.0,13.0,158.0,0.0,1596.0
509,214.0,767.0,1093.0,0.0,379.0,13.0,158.0,0.0,1565.0
510,212.0,1203.0,1089.0,14.0,343.0,72.0,155.0,0.0,1577.0
511,210.0,1885.0,1112.0,694.0,436.0,75.0,156.0,0.0,1640.0
512,215.0,2761.0,1243.0,1314.0,507.0,84.0,156.0,0.0,1533.0
513,216.0,2911.0,1539.0,1430.0,672.0,107.0,158.0,19.0,1417.0
514,213.0,3069.0,1532.0,1252.0,623.0,160.0,151.0,60.0,1316.0
515,213.0,3139.0,1653.0,945.0,694.0,159.0,152.0,109.0,1069.0
516,213.0,3120.0,1658.0,589.0,757.0,152.0,160.0,164.0,964.0
517,210.0,3093.0,1658.0,448.0,724.0,120.0,164.0,211.0,768.0
518,214.0,3216.0,1697.0,565.0,399.0,142.0,164.0,235.0,693.0
519,217.0,3113.0,1696.0,41.0,368.0,198.0,164.0,239.0,654.0
520,216.0,3140.0,1679.0,47.0,247.0,156.0,163.0,202.0,658.0
521,220.0,3384.0,1629.0,48.0,257.0,116.0,163.0,114.0,675.0
522,217.0,3393.0,1631.0,317.0,267.0,107.0,165.0,12.0,772.0
523,218.0,3370.0,1633.0,967.0,481.0,108.0,162.0,0.0,936.0
524,216.0,3390.0,1642.0,1353.0,677.0,102.0,162.0,0.0,1067.0
525,218.0,3183.0,1701.0,965.0,703.0,127.0,162.0,0.0,1008.0
526,221.0,3222.0,1692.0,134.0,416.0,51.0,163.0,0.0,916.0
527,218.0,3063.0,1646.0,60.0,181.0,9.0,161.0,0.0,814.0
528,215.0,2265.0,1700.0,0.0,405.0,7.0,162.0,0.0,748.0
529,214.0,1628.0,1697.0,0.0,284.0,5.0,161.0,0.0,762.0
530,213.0,1332.0,1697.0,0.0,129.0,4.0,160.0,0.0,760.0
531,211.0,1347.0,1698.0,0.0,114.0,5.0,161.0,0.0,747.0
532,208.0,1425.0,1699.0,0.0,78.0,5.0,160.0,0.0,717.0
533,209.0,1521.0,1699.0,0.0,80.0,5.0,161.0,0.0,641.0
534,209.0,1967.0,1698.0,0.0,93.0,5.0,159.0,0.0,595.0
535,205.0,2849.0,1698.0,189.0,400.0,83.0,158.0,0.0,546.0
536,209.0,3394.0,1698.0,709.0,557.0,139.0,158.0,0.0,484.0
537,204.0,3485.0,1698.0,767.0,659.0,147.0,162.0,25.0,424.0
538,201.0,3639.0,1698.0,786.0,706.0,192.0,163.0,78.0,360.0
539,204.0,3757.0,1698.0,251.0,681.0,193.0,161.0,123.0,277.0
540,199.0,3895.0,1700.0,218.0,699.0,198.0,157.0,158.0,188.0
541,202.0,3715.0,1699.0,199.0,563.0,179.0,157.0,177.0,158.0
542,203.0,3705.0,1700.0,152.0,499.0,148.0,154.0,201.0,149.0
543,199.0,3719.0,1700.0,430.0,486.0,146.0,143.0,199.0,149.0
544,199.0,3697.0,1697.0,447.0,489.0,146.0,144.0,174.0,164.0
545,195.0,3760.0,1696.0,405.0,380.0,144.0,146.0,100.0,181.0
546,194.0,3641.0,1695.0,1072.0,239.0,165.0,144.0,10.0,217.0
547,198.0,3474.0,1697.0,1211.0,444.0,202.0,151.0,0.0,328.0
548,195.0,3518.0,1697.0,1378.0,452.0,201.0,153.0,0.0,387.0
549,206.0,3363.0,1697.0,1323.0,738.0,201.0,149.0,0.0,396.0
550,206.0,3343.0,1697.0,1067.0,752.0,147.0,147.0,0.0,452.0
551,207.0,3302.0,1697.0,620.0,616.0,137.0,148.0,0.0,464.0
552,206.0,2873.0,1697.0,282.0,420.0,117.0,149.0,0.0,455.0
553,204.0,2001.0,1697.0,0.0,73.0,66.0,149.0,0.0,403.0
554,204.0,1572.0,1696.0,0.0,158.0,41.0,150.0,0.0,395.0
555,191.0,1518.0,1697.0,0.0,115.0,8.0,151.0,0.0,405.0
556,189.0,1393.0,1697.0,0.0,114.0,8.0,152.0,0.0,334.0
557,194.0,1360.0,1698.0,0.0,120.0,7.0,154.0,0.0,309.0
558,198.0,1746.0,1698.0,3.0,193.0,38.0,152.0,0.0,305.0
559,196.0,2345.0,1697.0,203.0,413.0,83.0,149.0,0.0,292.0
560,198.0,3181.0,1697.0,590.0,507.0,93.0,153.0,0.0,321.0
561,194.0,3306.0,1697.0,483.0,826.0,167.0,151.0,19.0,355.0
562,198.0,3495.0,1698.0,323.0,849.0,250.0,153.0,69.0,260.0
563,199.0,3406.0,1696.0,194.0,754.0,177.0,155.0,112.0,235.0
564,198.0,3439.0,1680.0,62.0,707.0,234.0,153.0,151.0,242.0
565,204.0,3401.0,1687.0,113.0,612.0,170.0,153.0,170.0,254.0
566,209.0,3365.0,1699.0,2.0,316.0,92.0,156.0,176.0,314.0
567,205.0,3291.0,1699.0,0.0,204.0,78.0,153.0,162.0,341.0
568,208.0,3013.0,1698.0,0.0,205.0,78.0,155.0,115.0,389.0
569,212.0,3379.0,1698.0,12.0,249.0,93.0,155.0,56.0,456.0
570,218.0,3230.0,1698.0,589.0,603.0,176.0,157.0,5.0,605.0
571,225.0,3116.0,1697.0,598.0,859.0,186.0,155.0,0.0,758.0
572,216.0,3148.0,1698.0,544.0,996.0,212.0,155.0,0.0,933.0
573,216.0,3073.0,1698.0,934.0,968.0,199.0,155.0,0.0,1062.0
574,211.0,3053.0,1698.0,671.0,872.0,144.0,150.0,0.0,1163.0
575,211.0,2932.0,1698.0,263.0,503.0,107.0,152.0,0.0,1208.0
576,214.0,2610.0,1698.0,54.0,607.0,291.0,152.0,0.0,1329.0
577,210.0,1531.0,1698.0,0.0,265.0,298.0,150.0,0.0,1550.0
578,208.0,1122.0,1693.0,0.0,138.0,212.0,150.0,0.0,1685.0
579,211.0,1108.0,1633.0,0.0,110.0,33.0,150.0,0.0,2109.0
580,210.0,1178.0,1553.0,0.0,79.0,0.0,149.0,0.0,2397.0
581,209.0,1268.0,1617.0,0.0,126.0,23.0,151.0,0.0,2188.0
582,209.0,1626.0,1701.0,0.0,153.0,33.0,149.0,0.0,1874.0
583,208.0,2354.0,1699.0,10.0,291.0,33.0,148.0,0.0,1882.0
584,207.0,2627.0,1698.0,141.0,348.0,128.0,147.0,0.0,2368.0
585,208.0,2812.0,1699.0,60.0,578.0,147.0,149.0,6.0,2706.0
586,206.0,3015.0,1699.0,203.0,810.0,206.0,145.0,25.0,2534.0
587,207.0,3040.0,1698.0,276.0,846.0,496.0,144.0,46.0,2341.0
588,214.0,2941.0,1698.0,102.0,578.0,367.0,148.0,83.0,2613.0
589,216.0,2927.0,1699.0,25.0,555.0,275.0,149.0,125.0,2742.0
590,211.0,2954.0,1699.0,0.0,409.0,99.0,148.0,149.0,3152.0
591,211.0,2918.0,1699.0,3.0,294.0,89.0,148.0,138.0,3380.0
592,216.0,2764.0,1698.0,0.0,306.0,80.0,150.0,134.0,3492.0
593,219.0,2767.0,1699.0,0.0,303.0,70.0,151.0,91.0,3549.0
594,213.0,2970.0,1699.0,0.0,406.0,150.0,150.0,12.0,3496.0
595,211.0,2693.0,1699.0,0.0,706.0,170.0,150.0,0.0,3557.0
596,215.0,2811.0,1698.0,0.0,868.0,187.0,149.0,0.0,3488.0
597,212.0,3044.0,1698.0,310.0,487.0,181.0,146.0,0.0,3078.0
598,216.0,2436.0,1577.0,138.0,478.0,71.0,153.0,0.0,3007.0
599,216.0,1872.0,1455.0,1.0,521.0,1.0,151.0,0.0,2788.0
600,216.0,1191.0,1635.0,0.0,488.0,0.0,154.0,0.0,2630.0
601,217.0,690.0,1566.0,0.0,195.0,0.0,156.0,0.0,2611.0
602,219.0,682.0,1306.0,0.0,183.0,0.0,156.0,0.0,2709.0
603,219.0,646.0,1167.0,0.0,123.0,0.0,150.0,0.0,2925.0
604,222.0,683.0,1171.0,0.0,125.0,0.0,154.0,0.0,3075.0
605,220.0,675.0,1174.0,0.0,118.0,0.0,155.0,0.0,3136.0
606,220.0,816.0,1332.0,0.0,211.0,0.0,157.0,0.0,3244.0
607,218.0,1398.0,1382.0,0.0,405.0,29.0,157.0,0.0,3054.0
608,218.0,2166.0,1491.0,0.0,625.0,76.0,156.0,1.0,2915.0
609,220.0,2446.0,1669.0,0.0,813.0,93.0,158.0,71.0,2977.0
610,213.0,2545.0,1700.0,53.0,662.0,138.0,154.0,214.0,2918.0
611,217.0,2698.0,1700.0,0.0,612.0,119.0,152.0,292.0,3014.0
612,224.0,2672.0,1701.0,0.0,334.0,186.0,152.0,328.0,2958.0
613,219.0,2659.0,1701.0,61.0,225.0,338.0,152.0,336.0,2937.0
614,218.0,2544.0,1681.0,41.0,199.0,293.0,152.0,318.0,2883.0
615,216.0,2418.0,1701.0,2.0,202.0,218.0,153.0,279.0,3047.0
616,217.0,2787.0,1701.0,0.0,199.0,58.0,155.0,225.0,3110.0
617,219.0,3118.0,1701.0,0.0,254.0,130.0,156.0,135.0,2822.0
618,217.0,3121.0,1698.0,1.0,477.0,256.0,157.0,17.0,2448.0
619,218.0,3164.0,1698.0,189.0,713.0,374.0,155.0,0.0,2412.0
620,219.0,3119.0,1699.0,184.0,739.0,445.0,155.0,0.0,2515.0
621,220.0,3064.0,1698.0,343.0,645.0,414.0,158.0,0.0,2531.0
622,222.0,3012.0,1698.0,10.0,575.0,313.0,156.0,0.0,2424.0
623,217.0,2440.0,1698.0,0.0,357.0,152.0,157.0,0.0,2366.0
624,220.0,1431.0,1698.0,0.0,566.0,161.0,155.0,0.0,2379.0
625,220.0,705.0,1641.0,0.0,238.0,20.0,156.0,0.0,2593.0
626,221.0,702.0,1498.0,0.0,132.0,3.0,157.0,0.0,2658.0
627,221.0,647.0,1457.0,0.0,161.0,3.0,156.0,0.0,2675.0
628,220.0,656.0,1428.0,0.0,93.0,3.0,157.0,0.0,2590.0
629,218.0,657.0,1427.0,0.0,89.0,4.0,158.0,0.0,2503.0
630,219.0,682.0,1427.0,0.0,86.0,4.0,156.0,0.0,2481.0
631,217.0,838.0,1488.0,0.0,130.0,52.0,156.0,0.0,2091.0
632,215.0,1119.0,1679.0,0.0,261.0,117.0,156.0,1.0,2065.0
633,217.0,1697.0,1700.0,0.0,346.0,108.0,155.0,76.0,2029.0
634,213.0,2173.0,1699.0,48.0,511.0,133.0,155.0,219.0,1963.0
635,207.0,2250.0,1691.0,0.0,419.0,111.0,156.0,305.0,1826.0
636,207.0,2244.0,1581.0,0.0,430.0,29.0,153.0,346.0,1645.0
637,206.0,2362.0,1697.0,15.0,365.0,254.0,154.0,360.0,1324.0
638,212.0,2121.0,1680.0,49.0,388.0,200.0,156.0,355.0,1342.0
639,212.0,1982.0,1544.0,21.0,243.0,13.0,156.0,326.0,1567.0
640,215.0,1898.0,1544.0,0.0,227.0,12.0,155.0,267.0,1884.0
641,211.0,2148.0,1434.0,38.0,332.0,145.0,151.0,154.0,1893.0
642,211.0,2176.0,1518.0,911.0,499.0,95.0,154.0,21.0,2109.0
643,212.0,2065.0,1672.0,1106.0,654.0,117.0,154.0,0.0,2406.0
644,213.0,2055.0,1700.0,1031.0,672.0,148.0,154.0,0.0,2628.0
645,211.0,2156.0,1705.0,786.0,615.0,150.0,152.0,0.0,2683.0
646,211.0,2061.0,1726.0,787.0,567.0,100.0,155.0,0.0,2730.0
647,210.0,1711.0,1751.0,737.0,446.0,81.0,155.0,0.0,2902.0
648,208.0,1384.0,1695.0,452.0,440.0,3.0,153.0,0.0,2961.0
649,211.0,800.0,1564.0,0.0,277.0,3.0,155.0,0.0,2950.0
650,210.0,449.0,1302.0,0.0,162.0,3.0,158.0,0.0,2948.0
651,213.0,392.0,1298.0,0.0,134.0,3.0,156.0,0.0,2906.0
652,212.0,392.0,1303.0,0.0,83.0,4.0,153.0,0.0,2958.0
653,210.0,392.0,1281.0,0.0,80.0,2.0,154.0,0.0,3189.0
654,208.0,384.0,1299.0,0.0,124.0,3.0,154.0,0.0,3294.0
655,211.0,385.0,1286.0,0.0,147.0,6.0,153.0,0.0,3512.0
656,206.0,514.0,1263.0,0.0,160.0,6.0,152.0,1.0,3461.0
657,201.0,790.0,1374.0,0.0,259.0,25.0,154.0,79.0,3332.0
658,202.0,1115.0,1453.0,0.0,427.0,75.0,151.0,228.0,3187.0
659,206.0,1391.0,1469.0,0.0,382.0,214.0,153.0,310.0,3136.0
660,207.0,1439.0,1469.0,0.0,421.0,46.0,153.0,347.0,3050.0
