,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
2255,16.0,1240.0,271.0,71.0,0.0,201.0,123.0,2034.0,0.0,3.0,104.0
2256,16.0,1132.0,273.0,70.0,0.0,201.0,91.0,2035.0,0.0,3.0,96.0
2257,16.0,1086.0,274.0,70.0,0.0,176.0,98.0,2038.0,0.0,3.0,91.0
2258,16.0,1128.0,269.0,70.0,0.0,184.0,102.0,2038.0,0.0,3.0,93.0
2259,16.0,1159.0,260.0,69.0,0.0,199.0,92.0,2036.0,0.0,3.0,81.0
2260,17.0,1256.0,257.0,69.0,0.0,206.0,334.0,2035.0,0.0,3.0,87.0
2261,16.0,1243.0,256.0,70.0,0.0,224.0,628.0,2035.0,11.0,3.0,81.0
2262,16.0,1220.0,247.0,70.0,0.0,260.0,704.0,2035.0,63.0,3.0,57.0
2263,16.0,1276.0,240.0,74.0,0.0,258.0,697.0,2035.0,124.0,3.0,26.0
2264,15.0,1305.0,239.0,78.0,0.0,258.0,614.0,2035.0,173.0,3.0,13.0
2265,16.0,1272.0,233.0,77.0,0.0,256.0,385.0,2034.0,216.0,3.0,9.0
2266,16.0,1285.0,228.0,76.0,0.0,254.0,181.0,2033.0,233.0,4.0,8.0
2267,16.0,1329.0,229.0,76.0,0.0,247.0,230.0,2030.0,241.0,5.0,8.0
2268,16.0,1252.0,231.0,76.0,0.0,240.0,254.0,2030.0,214.0,4.0,10.0
2269,15.0,1265.0,237.0,75.0,0.0,239.0,294.0,2031.0,160.0,5.0,13.0
2270,16.0,1263.0,239.0,75.0,0.0,240.0,367.0,2028.0,133.0,5.0,9.0
2271,16.0,1241.0,240.0,75.0,0.0,247.0,451.0,2030.0,80.0,3.0,17.0
2272,16.0,1342.0,238.0,75.0,0.0,233.0,713.0,2030.0,37.0,3.0,27.0
2273,15.0,1316.0,238.0,76.0,85.0,231.0,1023.0,2031.0,6.0,3.0,31.0
2274,16.0,1303.0,238.0,76.0,258.0,228.0,1166.0,2030.0,0.0,3.0,60.0
2275,17.0,1293.0,241.0,76.0,258.0,242.0,1030.0,2030.0,0.0,3.0,64.0
2276,17.0,1272.0,241.0,76.0,78.0,248.0,966.0,2029.0,0.0,3.0,71.0
2277,16.0,1267.0,240.0,76.0,0.0,221.0,843.0,2027.0,0.0,3.0,56.0
2278,15.0,1255.0,237.0,71.0,0.0,207.0,398.0,2028.0,0.0,0.0,36.0
2279,16.0,1153.0,233.0,73.0,0.0,220.0,335.0,2027.0,0.0,0.0,34.0
2280,16.0,1170.0,234.0,73.0,0.0,226.0,219.0,2026.0,0.0,0.0,13.0
2281,16.0,1161.0,234.0,73.0,0.0,224.0,185.0,2024.0,0.0,0.0,6.0
2282,16.0,1131.0,234.0,73.0,0.0,223.0,176.0,2024.0,0.0,0.0,9.0
2283,17.0,1162.0,232.0,71.0,0.0,233.0,174.0,2024.0,0.0,0.0,10.0
2284,17.0,1232.0,231.0,72.0,0.0,232.0,308.0,2023.0,0.0,0.0,17.0
2285,17.0,1230.0,232.0,71.0,0.0,237.0,370.0,2026.0,6.0,3.0,46.0
2286,16.0,1282.0,230.0,73.0,0.0,256.0,643.0,2026.0,35.0,3.0,24.0
2287,16.0,1233.0,230.0,72.0,0.0,258.0,857.0,2026.0,80.0,3.0,12.0
2288,16.0,1231.0,227.0,72.0,0.0,261.0,769.0,2025.0,134.0,3.0,12.0
2289,16.0,1141.0,228.0,76.0,0.0,261.0,672.0,2022.0,173.0,3.0,6.0
2290,16.0,1108.0,229.0,76.0,0.0,259.0,524.0,2021.0,180.0,3.0,15.0
2291,16.0,1118.0,225.0,71.0,0.0,256.0,317.0,2021.0,133.0,3.0,35.0
2292,16.0,1167.0,227.0,71.0,0.0,256.0,212.0,2022.0,115.0,3.0,53.0
2293,16.0,1206.0,223.0,71.0,0.0,257.0,207.0,2021.0,97.0,3.0,84.0
2294,16.0,1184.0,224.0,71.0,0.0,258.0,283.0,2021.0,69.0,3.0,118.0
2295,16.0,1156.0,224.0,71.0,0.0,258.0,470.0,2022.0,45.0,3.0,145.0
2296,16.0,1328.0,224.0,71.0,145.0,258.0,649.0,2021.0,21.0,3.0,179.0
2297,16.0,1272.0,227.0,72.0,207.0,263.0,794.0,2020.0,2.0,3.0,224.0
2298,17.0,1230.0,230.0,73.0,206.0,262.0,893.0,2018.0,0.0,3.0,261.0
2299,17.0,1154.0,232.0,73.0,201.0,265.0,801.0,2020.0,0.0,4.0,256.0
2300,16.0,1115.0,233.0,73.0,186.0,275.0,647.0,2011.0,0.0,4.0,262.0
2301,16.0,1110.0,233.0,73.0,176.0,252.0,486.0,1985.0,0.0,3.0,206.0
2302,33.0,986.0,236.0,72.0,115.0,292.0,79.0,1961.0,0.0,3.0,401.0
2303,33.0,837.0,238.0,71.0,0.0,296.0,40.0,1939.0,0.0,3.0,444.0
2304,33.0,799.0,241.0,71.0,0.0,295.0,40.0,1920.0,0.0,3.0,440.0
2305,33.0,820.0,241.0,71.0,0.0,294.0,41.0,1882.0,0.0,4.0,481.0
2306,34.0,763.0,242.0,71.0,0.0,291.0,41.0,1877.0,0.0,4.0,512.0
2307,34.0,801.0,241.0,70.0,0.0,286.0,41.0,1879.0,0.0,4.0,554.0
2308,33.0,780.0,242.0,70.0,0.0,285.0,35.0,1880.0,0.0,4.0,567.0
2309,33.0,797.0,240.0,69.0,0.0,287.0,41.0,1878.0,26.0,4.0,551.0
2310,34.0,909.0,240.0,70.0,0.0,311.0,152.0,1879.0,124.0,4.0,521.0
2311,33.0,939.0,241.0,73.0,0.0,316.0,289.0,1879.0,244.0,4.0,474.0
2312,33.0,939.0,235.0,73.0,0.0,309.0,194.0,1873.0,359.0,4.0,496.0
2313,33.0,870.0,228.0,73.0,0.0,309.0,34.0,1873.0,480.0,4.0,546.0
2314,33.0,897.0,228.0,71.0,0.0,309.0,25.0,1875.0,580.0,4.0,580.0
2315,33.0,868.0,229.0,72.0,0.0,308.0,24.0,1875.0,600.0,4.0,590.0
2316,33.0,828.0,230.0,73.0,0.0,310.0,17.0,1876.0,603.0,4.0,586.0
2317,33.0,829.0,230.0,73.0,0.0,307.0,20.0,1879.0,558.0,4.0,548.0
2318,34.0,816.0,229.0,72.0,0.0,309.0,19.0,1880.0,413.0,4.0,513.0
2319,33.0,891.0,230.0,66.0,0.0,311.0,40.0,1877.0,257.0,4.0,449.0
2320,33.0,913.0,226.0,64.0,9.0,312.0,323.0,1876.0,98.0,4.0,451.0
2321,33.0,899.0,229.0,64.0,277.0,313.0,674.0,1878.0,12.0,4.0,495.0
2322,33.0,849.0,231.0,66.0,419.0,316.0,1047.0,1879.0,0.0,4.0,538.0
2323,33.0,812.0,232.0,64.0,317.0,321.0,945.0,1883.0,0.0,4.0,550.0
2324,34.0,772.0,231.0,64.0,269.0,318.0,622.0,1882.0,0.0,4.0,536.0
2325,33.0,765.0,234.0,63.0,86.0,293.0,452.0,1880.0,0.0,4.0,482.0
2326,33.0,606.0,233.0,65.0,0.0,296.0,215.0,1875.0,0.0,4.0,509.0
2327,33.0,618.0,233.0,64.0,0.0,298.0,33.0,1874.0,0.0,4.0,518.0
2328,33.0,730.0,235.0,63.0,0.0,301.0,26.0,1876.0,0.0,4.0,539.0
2329,34.0,709.0,234.0,63.0,0.0,299.0,49.0,1877.0,0.0,5.0,561.0
2330,33.0,718.0,234.0,62.0,0.0,298.0,49.0,1876.0,0.0,4.0,541.0
2331,33.0,772.0,241.0,63.0,0.0,296.0,49.0,1875.0,0.0,4.0,519.0
2332,32.0,750.0,245.0,63.0,0.0,295.0,49.0,1875.0,0.0,4.0,485.0
2333,33.0,706.0,244.0,63.0,0.0,296.0,45.0,1878.0,32.0,4.0,456.0
2334,33.0,692.0,239.0,63.0,0.0,317.0,263.0,1877.0,168.0,4.0,431.0
2335,33.0,677.0,237.0,63.0,0.0,319.0,338.0,1876.0,368.0,4.0,406.0
2336,33.0,678.0,234.0,63.0,0.0,318.0,216.0,1875.0,535.0,3.0,400.0
2337,33.0,657.0,224.0,65.0,0.0,317.0,41.0,1874.0,660.0,4.0,399.0
2338,33.0,606.0,227.0,65.0,0.0,313.0,11.0,1873.0,713.0,4.0,374.0
2339,33.0,609.0,227.0,65.0,0.0,309.0,9.0,1875.0,728.0,4.0,355.0
2340,33.0,608.0,229.0,65.0,0.0,284.0,9.0,1875.0,706.0,4.0,395.0
2341,33.0,604.0,229.0,65.0,0.0,283.0,9.0,1875.0,636.0,4.0,351.0
2342,32.0,606.0,229.0,64.0,0.0,313.0,9.0,1876.0,502.0,4.0,378.0
2343,32.0,653.0,230.0,63.0,0.0,312.0,9.0,1880.0,322.0,4.0,378.0
2344,32.0,676.0,231.0,63.0,0.0,312.0,31.0,1882.0,124.0,4.0,373.0
2345,32.0,678.0,228.0,62.0,0.0,309.0,735.0,1881.0,13.0,4.0,314.0
2346,32.0,712.0,230.0,63.0,151.0,309.0,1061.0,1879.0,0.0,4.0,349.0
2347,32.0,739.0,233.0,64.0,185.0,310.0,949.0,1878.0,0.0,4.0,374.0
2348,33.0,736.0,229.0,64.0,140.0,311.0,802.0,1880.0,0.0,4.0,392.0
2349,33.0,730.0,230.0,64.0,112.0,291.0,655.0,1880.0,0.0,3.0,383.0
2350,32.0,692.0,236.0,64.0,0.0,261.0,500.0,1876.0,0.0,3.0,347.0
2351,30.0,710.0,237.0,63.0,0.0,296.0,291.0,1874.0,0.0,3.0,323.0
2352,30.0,707.0,236.0,63.0,0.0,297.0,107.0,1875.0,0.0,4.0,276.0
2353,30.0,735.0,236.0,63.0,0.0,296.0,75.0,1877.0,0.0,4.0,244.0
2354,30.0,666.0,237.0,64.0,0.0,293.0,53.0,1877.0,0.0,4.0,296.0
2355,32.0,724.0,237.0,63.0,0.0,289.0,80.0,1878.0,0.0,3.0,301.0
2356,32.0,765.0,239.0,63.0,0.0,287.0,357.0,1877.0,0.0,3.0,201.0
2357,32.0,751.0,238.0,62.0,0.0,288.0,545.0,1877.0,40.0,3.0,149.0
2358,32.0,769.0,238.0,62.0,0.0,319.0,757.0,1877.0,202.0,3.0,82.0
2359,32.0,824.0,238.0,62.0,0.0,315.0,726.0,1875.0,407.0,4.0,39.0
2360,33.0,828.0,230.0,62.0,0.0,313.0,535.0,1875.0,573.0,5.0,23.0
2361,33.0,874.0,225.0,61.0,0.0,311.0,337.0,1877.0,678.0,4.0,20.0
2362,33.0,925.0,225.0,62.0,0.0,317.0,152.0,1876.0,736.0,4.0,48.0
2363,32.0,934.0,224.0,62.0,0.0,317.0,158.0,1874.0,748.0,4.0,68.0
2364,32.0,982.0,225.0,63.0,0.0,313.0,160.0,1873.0,716.0,4.0,89.0
2365,32.0,949.0,227.0,63.0,0.0,310.0,199.0,1875.0,639.0,4.0,135.0
2366,32.0,1003.0,229.0,63.0,0.0,310.0,271.0,1874.0,512.0,3.0,112.0
2367,32.0,982.0,229.0,63.0,0.0,308.0,400.0,1875.0,332.0,3.0,85.0
2368,33.0,1045.0,228.0,63.0,0.0,313.0,843.0,1874.0,129.0,3.0,75.0
2369,32.0,1183.0,228.0,62.0,133.0,316.0,1123.0,1876.0,13.0,3.0,42.0
2370,31.0,1175.0,230.0,63.0,200.0,315.0,1495.0,1875.0,0.0,3.0,20.0
2371,32.0,1185.0,228.0,62.0,150.0,322.0,1496.0,1872.0,0.0,3.0,17.0
2372,33.0,1175.0,229.0,62.0,0.0,326.0,1359.0,1874.0,0.0,3.0,35.0
2373,32.0,1113.0,230.0,62.0,0.0,307.0,1221.0,1877.0,0.0,3.0,34.0
2374,32.0,1140.0,234.0,62.0,0.0,306.0,642.0,1876.0,0.0,3.0,43.0
2375,32.0,1196.0,234.0,63.0,0.0,307.0,263.0,1875.0,0.0,3.0,47.0
2376,33.0,1142.0,235.0,63.0,0.0,305.0,226.0,1877.0,0.0,3.0,55.0
2377,33.0,1139.0,234.0,63.0,0.0,305.0,227.0,1876.0,0.0,3.0,53.0
2378,33.0,1192.0,238.0,63.0,0.0,305.0,184.0,1876.0,0.0,3.0,45.0
2379,33.0,1248.0,240.0,64.0,0.0,304.0,225.0,1876.0,0.0,3.0,23.0
2380,32.0,1341.0,239.0,63.0,0.0,301.0,701.0,1877.0,0.0,3.0,16.0
2381,32.0,1379.0,239.0,63.0,0.0,304.0,896.0,1877.0,42.0,3.0,10.0
2382,33.0,1317.0,234.0,62.0,0.0,326.0,838.0,1874.0,198.0,4.0,8.0
2383,33.0,1282.0,235.0,62.0,0.0,321.0,593.0,1873.0,390.0,5.0,24.0
2384,31.0,1186.0,233.0,62.0,0.0,320.0,503.0,1875.0,553.0,5.0,33.0
2385,32.0,1140.0,223.0,65.0,0.0,323.0,368.0,1876.0,662.0,4.0,36.0
2386,33.0,1105.0,225.0,65.0,0.0,324.0,273.0,1877.0,720.0,4.0,42.0
2387,33.0,1128.0,226.0,64.0,0.0,324.0,252.0,1875.0,728.0,5.0,36.0
2388,32.0,1150.0,225.0,63.0,0.0,323.0,231.0,1872.0,699.0,5.0,33.0
2389,33.0,1192.0,226.0,63.0,0.0,323.0,276.0,1872.0,622.0,5.0,42.0
2390,32.0,1266.0,227.0,63.0,0.0,327.0,301.0,1874.0,493.0,4.0,51.0
2391,33.0,1270.0,227.0,63.0,0.0,321.0,413.0,1873.0,312.0,4.0,63.0
2392,33.0,1267.0,229.0,63.0,133.0,321.0,556.0,1873.0,107.0,4.0,45.0
2393,33.0,1312.0,226.0,65.0,134.0,326.0,902.0,1873.0,11.0,4.0,54.0
2394,33.0,1420.0,229.0,65.0,133.0,326.0,1072.0,1874.0,0.0,4.0,81.0
2395,33.0,1428.0,230.0,65.0,91.0,326.0,1006.0,1876.0,0.0,3.0,111.0
2396,32.0,1374.0,230.0,65.0,0.0,330.0,850.0,1875.0,0.0,3.0,127.0
2397,32.0,1234.0,229.0,65.0,0.0,310.0,753.0,1875.0,0.0,3.0,125.0
2398,32.0,1197.0,225.0,61.0,0.0,305.0,426.0,1875.0,0.0,3.0,117.0
2399,32.0,1250.0,227.0,61.0,0.0,305.0,205.0,1876.0,0.0,3.0,97.0
2400,33.0,1171.0,229.0,62.0,0.0,315.0,190.0,1875.0,0.0,3.0,103.0
2401,32.0,1191.0,228.0,62.0,0.0,318.0,193.0,1876.0,0.0,3.0,116.0
2402,32.0,1154.0,229.0,62.0,0.0,324.0,191.0,1875.0,0.0,3.0,116.0
2403,32.0,1169.0,231.0,62.0,0.0,322.0,203.0,1873.0,0.0,3.0,90.0
2404,31.0,1340.0,232.0,62.0,0.0,319.0,453.0,1876.0,0.0,3.0,55.0
2405,32.0,1440.0,231.0,62.0,0.0,322.0,871.0,1876.0,33.0,3.0,48.0
2406,32.0,1418.0,223.0,62.0,38.0,332.0,818.0,1876.0,129.0,3.0,34.0
2407,31.0,1407.0,220.0,63.0,154.0,331.0,709.0,1873.0,245.0,3.0,31.0
2408,31.0,1385.0,220.0,63.0,163.0,325.0,574.0,1875.0,344.0,4.0,32.0
2409,30.0,1335.0,213.0,63.0,4.0,323.0,536.0,1879.0,446.0,4.0,34.0
2410,28.0,1309.0,208.0,61.0,0.0,323.0,335.0,1875.0,498.0,4.0,34.0
2411,30.0,1460.0,208.0,63.0,0.0,322.0,388.0,1875.0,495.0,4.0,21.0
2412,31.0,1437.0,209.0,62.0,0.0,320.0,291.0,1875.0,457.0,4.0,29.0
2413,31.0,1382.0,210.0,65.0,0.0,318.0,277.0,1875.0,391.0,3.0,35.0
2414,30.0,1402.0,210.0,64.0,0.0,322.0,465.0,1877.0,295.0,3.0,19.0
2415,31.0,1413.0,211.0,62.0,0.0,327.0,631.0,1878.0,200.0,3.0,27.0
2416,30.0,1412.0,211.0,62.0,13.0,327.0,902.0,1878.0,93.0,3.0,22.0
2417,30.0,1410.0,216.0,63.0,224.0,329.0,1001.0,1878.0,18.0,3.0,24.0
2418,31.0,1430.0,216.0,63.0,374.0,335.0,1066.0,1877.0,0.0,2.0,29.0
2419,32.0,1421.0,217.0,63.0,327.0,335.0,1041.0,1878.0,0.0,2.0,28.0
2420,32.0,1387.0,217.0,63.0,204.0,334.0,1052.0,1878.0,0.0,3.0,40.0
2421,32.0,1328.0,216.0,63.0,12.0,322.0,898.0,1877.0,0.0,3.0,29.0
2422,32.0,1288.0,213.0,66.0,0.0,300.0,456.0,1878.0,0.0,3.0,23.0
2423,32.0,1197.0,208.0,65.0,0.0,317.0,258.0,1878.0,0.0,3.0,21.0
2424,33.0,1142.0,207.0,63.0,0.0,313.0,129.0,1878.0,0.0,3.0,15.0
2425,32.0,1087.0,206.0,63.0,0.0,312.0,129.0,1876.0,0.0,3.0,18.0
2426,33.0,1085.0,208.0,63.0,0.0,320.0,130.0,1876.0,0.0,3.0,22.0
2427,32.0,1183.0,212.0,43.0,0.0,322.0,197.0,1877.0,0.0,3.0,15.0
2428,31.0,1279.0,215.0,52.0,0.0,320.0,519.0,1879.0,0.0,3.0,11.0
2429,31.0,1400.0,211.0,56.0,0.0,321.0,876.0,1878.0,41.0,3.0,16.0
2430,32.0,1432.0,207.0,56.0,0.0,329.0,767.0,1877.0,188.0,4.0,10.0
2431,32.0,1374.0,203.0,56.0,0.0,327.0,695.0,1877.0,376.0,4.0,2.0
2432,34.0,1327.0,178.0,56.0,0.0,329.0,560.0,1878.0,534.0,4.0,6.0
2433,33.0,1246.0,177.0,55.0,0.0,326.0,415.0,1877.0,640.0,4.0,12.0
2434,33.0,1169.0,174.0,55.0,0.0,323.0,271.0,1876.0,704.0,4.0,6.0
2435,34.0,1090.0,176.0,57.0,0.0,329.0,334.0,1879.0,728.0,4.0,7.0
2436,33.0,1096.0,174.0,56.0,0.0,326.0,322.0,1877.0,699.0,4.0,11.0
2437,33.0,1095.0,175.0,58.0,0.0,328.0,336.0,1877.0,624.0,4.0,10.0
2438,33.0,1129.0,175.0,59.0,0.0,326.0,459.0,1880.0,494.0,3.0,12.0
2439,33.0,1136.0,179.0,59.0,0.0,334.0,582.0,1877.0,317.0,3.0,16.0
2440,33.0,1217.0,172.0,59.0,0.0,336.0,1008.0,1875.0,124.0,3.0,20.0
2441,32.0,1335.0,173.0,60.0,93.0,341.0,1064.0,1878.0,15.0,3.0,31.0
2442,32.0,1416.0,174.0,60.0,212.0,341.0,1193.0,1874.0,0.0,3.0,38.0
2443,32.0,1458.0,176.0,62.0,185.0,342.0,1133.0,1876.0,0.0,3.0,48.0
2444,32.0,1421.0,175.0,63.0,136.0,341.0,1014.0,1877.0,0.0,4.0,53.0
2445,32.0,1316.0,176.0,63.0,12.0,328.0,757.0,1876.0,0.0,4.0,51.0
2446,32.0,1175.0,187.0,64.0,0.0,308.0,326.0,1876.0,0.0,4.0,47.0
2447,32.0,1110.0,186.0,50.0,0.0,310.0,110.0,1874.0,0.0,4.0,38.0
2448,32.0,1123.0,186.0,40.0,0.0,310.0,43.0,1874.0,0.0,4.0,31.0
2449,32.0,1084.0,185.0,43.0,0.0,315.0,43.0,1879.0,0.0,4.0,30.0
2450,32.0,1103.0,186.0,43.0,0.0,324.0,43.0,1881.0,0.0,4.0,26.0
2451,32.0,1166.0,189.0,48.0,0.0,316.0,123.0,1880.0,0.0,4.0,23.0
2452,32.0,1248.0,189.0,48.0,0.0,315.0,620.0,1876.0,1.0,4.0,19.0
2453,32.0,1270.0,178.0,50.0,0.0,321.0,947.0,1879.0,39.0,4.0,17.0
2454,32.0,1292.0,178.0,52.0,0.0,335.0,937.0,1879.0,160.0,4.0,12.0
2455,32.0,1276.0,184.0,53.0,0.0,334.0,861.0,1879.0,326.0,4.0,7.0
2456,32.0,1219.0,179.0,53.0,0.0,333.0,596.0,1878.0,505.0,4.0,3.0
2457,32.0,1211.0,178.0,55.0,0.0,333.0,583.0,1877.0,636.0,4.0,7.0
2458,32.0,1208.0,176.0,55.0,0.0,341.0,443.0,1876.0,707.0,4.0,12.0
2459,30.0,1188.0,176.0,55.0,0.0,328.0,448.0,1877.0,715.0,5.0,9.0
2460,30.0,1185.0,178.0,54.0,0.0,327.0,381.0,1879.0,683.0,4.0,9.0
2461,32.0,1246.0,181.0,55.0,0.0,328.0,439.0,1877.0,603.0,4.0,12.0
2462,33.0,1241.0,180.0,55.0,0.0,329.0,449.0,1877.0,470.0,5.0,13.0
2463,33.0,1258.0,183.0,55.0,0.0,331.0,682.0,1875.0,290.0,4.0,14.0
2464,33.0,1252.0,182.0,55.0,0.0,338.0,999.0,1875.0,111.0,4.0,15.0
2465,32.0,1287.0,187.0,60.0,0.0,342.0,1196.0,1875.0,14.0,4.0,21.0
2466,32.0,1374.0,189.0,58.0,0.0,349.0,1375.0,1877.0,0.0,4.0,22.0
2467,32.0,1378.0,182.0,59.0,0.0,350.0,1310.0,1876.0,0.0,4.0,33.0
2468,33.0,1344.0,179.0,62.0,0.0,349.0,1131.0,1876.0,0.0,4.0,50.0
2469,32.0,1253.0,181.0,62.0,0.0,336.0,1007.0,1875.0,0.0,4.0,60.0
2470,32.0,1196.0,182.0,65.0,0.0,313.0,821.0,1874.0,0.0,4.0,43.0
2471,32.0,1198.0,180.0,63.0,0.0,322.0,396.0,1877.0,0.0,5.0,39.0
2472,32.0,1233.0,181.0,63.0,0.0,321.0,261.0,1873.0,0.0,4.0,32.0
2473,32.0,1187.0,181.0,63.0,0.0,319.0,183.0,1873.0,0.0,4.0,30.0
2474,32.0,1127.0,182.0,63.0,0.0,328.0,166.0,1873.0,0.0,4.0,30.0
2475,32.0,1201.0,181.0,63.0,0.0,326.0,192.0,1877.0,0.0,4.0,31.0
2476,32.0,1272.0,181.0,66.0,0.0,324.0,373.0,1877.0,1.0,4.0,24.0
2477,31.0,1253.0,175.0,64.0,0.0,330.0,568.0,1875.0,43.0,4.0,25.0
2478,31.0,1265.0,177.0,62.0,0.0,338.0,779.0,1874.0,173.0,4.0,16.0
2479,31.0,1271.0,179.0,65.0,0.0,340.0,755.0,1877.0,362.0,4.0,9.0
2480,32.0,1200.0,177.0,63.0,0.0,342.0,617.0,1876.0,524.0,4.0,10.0
2481,33.0,1187.0,171.0,65.0,0.0,338.0,286.0,1873.0,632.0,4.0,15.0
2482,32.0,1216.0,170.0,63.0,0.0,339.0,194.0,1875.0,689.0,4.0,7.0
2483,31.0,1234.0,176.0,63.0,0.0,338.0,186.0,1878.0,693.0,4.0,9.0
2484,32.0,1146.0,175.0,63.0,0.0,340.0,111.0,1876.0,651.0,4.0,14.0
2485,32.0,1127.0,173.0,61.0,0.0,338.0,170.0,1875.0,569.0,4.0,22.0
2486,32.0,1146.0,176.0,61.0,0.0,344.0,176.0,1874.0,451.0,4.0,23.0
2487,32.0,1148.0,176.0,61.0,0.0,345.0,376.0,1873.0,295.0,4.0,25.0
2488,32.0,1238.0,178.0,61.0,0.0,346.0,820.0,1872.0,119.0,4.0,30.0
2489,32.0,1266.0,176.0,63.0,186.0,349.0,1007.0,1876.0,15.0,4.0,25.0
2490,32.0,1286.0,179.0,62.0,208.0,352.0,1238.0,1876.0,0.0,4.0,17.0
2491,32.0,1291.0,179.0,61.0,120.0,355.0,1242.0,1875.0,0.0,4.0,11.0
2492,32.0,1242.0,184.0,61.0,0.0,354.0,1244.0,1873.0,0.0,4.0,10.0
2493,32.0,1232.0,183.0,61.0,0.0,344.0,1001.0,1875.0,0.0,4.0,9.0
2494,32.0,1216.0,189.0,62.0,0.0,335.0,509.0,1877.0,0.0,4.0,7.0
2495,32.0,1167.0,187.0,62.0,0.0,334.0,275.0,1876.0,0.0,4.0,6.0
2496,32.0,1153.0,187.0,62.0,0.0,337.0,129.0,1876.0,0.0,4.0,10.0
2497,32.0,1053.0,187.0,62.0,0.0,338.0,135.0,1876.0,0.0,4.0,19.0
2498,31.0,1050.0,188.0,62.0,0.0,342.0,145.0,1873.0,0.0,4.0,35.0
2499,32.0,1049.0,190.0,62.0,0.0,328.0,183.0,1874.0,0.0,4.0,36.0
2500,32.0,1043.0,188.0,61.0,0.0,329.0,213.0,1877.0,1.0,4.0,39.0
2501,32.0,1068.0,186.0,61.0,0.0,336.0,224.0,1876.0,31.0,4.0,46.0
2502,32.0,1128.0,185.0,62.0,0.0,350.0,423.0,1873.0,112.0,4.0,48.0
2503,32.0,1192.0,182.0,62.0,0.0,352.0,691.0,1873.0,208.0,4.0,40.0
2504,32.0,1147.0,182.0,62.0,0.0,354.0,506.0,1875.0,347.0,5.0,41.0
2505,32.0,1105.0,177.0,61.0,0.0,352.0,240.0,1877.0,464.0,5.0,52.0
2506,32.0,1227.0,174.0,62.0,0.0,352.0,135.0,1875.0,565.0,4.0,73.0
2507,33.0,1169.0,172.0,62.0,0.0,352.0,135.0,1874.0,583.0,5.0,88.0
2508,32.0,1118.0,171.0,61.0,0.0,353.0,68.0,1872.0,527.0,4.0,102.0
2509,32.0,1138.0,174.0,62.0,0.0,352.0,55.0,1878.0,440.0,5.0,110.0
2510,32.0,1127.0,174.0,60.0,0.0,357.0,204.0,1875.0,320.0,4.0,110.0
2511,31.0,1134.0,177.0,63.0,0.0,356.0,347.0,1875.0,192.0,4.0,115.0
2512,32.0,1198.0,177.0,62.0,40.0,358.0,721.0,1878.0,75.0,5.0,119.0
2513,32.0,1281.0,178.0,62.0,242.0,359.0,913.0,1875.0,11.0,5.0,123.0
2514,32.0,1382.0,178.0,63.0,420.0,357.0,958.0,1874.0,0.0,5.0,149.0
2515,32.0,1316.0,177.0,60.0,375.0,358.0,988.0,1874.0,0.0,5.0,176.0
2516,32.0,1208.0,177.0,62.0,89.0,358.0,893.0,1877.0,0.0,5.0,199.0
2517,30.0,1152.0,177.0,62.0,0.0,345.0,659.0,1877.0,0.0,5.0,211.0
2518,30.0,1131.0,178.0,62.0,0.0,332.0,338.0,1876.0,0.0,4.0,203.0
2519,31.0,1095.0,181.0,62.0,0.0,342.0,97.0,1875.0,0.0,4.0,205.0
2520,31.0,1085.0,182.0,62.0,0.0,341.0,94.0,1877.0,0.0,4.0,179.0
2521,30.0,1161.0,183.0,62.0,0.0,339.0,95.0,1878.0,0.0,4.0,174.0
2522,31.0,1250.0,183.0,62.0,0.0,344.0,55.0,1875.0,0.0,5.0,149.0
2523,31.0,1166.0,188.0,61.0,0.0,337.0,54.0,1875.0,0.0,5.0,147.0
2524,31.0,1229.0,186.0,62.0,0.0,335.0,342.0,1876.0,1.0,4.0,155.0
2525,30.0,1292.0,187.0,62.0,0.0,343.0,654.0,1877.0,44.0,4.0,126.0
2526,30.0,1303.0,184.0,63.0,0.0,357.0,878.0,1878.0,143.0,3.0,114.0
2527,29.0,1296.0,182.0,63.0,0.0,353.0,721.0,1877.0,255.0,4.0,154.0
2528,29.0,1270.0,175.0,63.0,0.0,354.0,446.0,1875.0,342.0,4.0,179.0
2529,29.0,1263.0,173.0,67.0,0.0,351.0,413.0,1877.0,391.0,4.0,177.0
2530,29.0,1256.0,180.0,67.0,0.0,350.0,271.0,1881.0,424.0,4.0,185.0
2531,29.0,1296.0,183.0,67.0,0.0,346.0,281.0,1880.0,428.0,4.0,178.0
2532,29.0,1390.0,169.0,62.0,0.0,349.0,198.0,1879.0,383.0,4.0,141.0
2533,30.0,1500.0,169.0,62.0,0.0,350.0,233.0,1879.0,302.0,3.0,119.0
2534,30.0,1530.0,169.0,62.0,0.0,354.0,331.0,1879.0,198.0,3.0,85.0
2535,29.0,1456.0,171.0,62.0,0.0,353.0,545.0,1876.0,116.0,2.0,83.0
