,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
0,316.0,78.25,151.0,0.0,3343.0,200.5,22.0,0.0,100.0,914.75
1,316.0,71.0,150.25,0.0,3099.5,244.5,22.0,0.0,100.0,832.5
2,316.0,69.25,149.0,0.0,3059.25,216.5,22.0,0.0,100.0,926.5
3,316.0,69.5,149.25,0.0,3007.75,159.25,22.0,0.0,100.0,691.5
4,316.0,72.25,148.75,0.0,3035.75,124.25,22.0,0.0,100.0,453.25
5,316.0,75.5,148.75,0.0,3141.5,188.25,22.0,0.0,100.0,321.25
6,316.0,92.0,149.0,0.0,3240.75,115.75,22.0,0.0,100.0,323.5
7,316.0,93.0,148.5,0.0,3314.75,110.5,22.0,8.5,100.0,331.5
8,316.0,86.0,149.0,0.0,3384.0,111.5,22.0,21.25,100.0,304.25
9,316.0,85.75,148.75,0.0,3368.75,135.5,22.0,65.25,100.0,275.75
10,316.0,84.25,149.0,0.0,3383.25,143.25,22.0,124.75,100.0,336.5
11,316.0,81.5,149.0,0.0,3547.75,214.0,22.0,168.75,100.0,523.25
12,316.0,79.75,149.0,0.0,3553.75,187.25,22.0,183.75,100.0,781.5
13,316.0,79.0,149.25,0.0,3558.25,140.0,22.0,164.75,100.0,994.25
14,316.0,102.5,150.25,0.0,3564.25,133.25,22.0,115.25,100.0,885.0
15,316.0,324.75,150.5,0.0,3599.5,197.75,22.0,55.5,100.0,739.0
16,316.0,360.25,151.0,0.0,3668.25,352.5,22.0,18.0,100.0,495.5
17,316.0,603.5,152.25,707.5,3658.75,627.0,22.0,8.0,100.0,233.0
18,316.0,640.25,151.5,506.0,3762.75,466.75,22.0,8.0,100.0,197.5
19,316.0,748.75,152.0,117.75,3716.5,385.0,22.0,0.0,100.0,221.5
20,316.0,794.5,152.0,0.0,3664.5,242.75,22.0,0.0,100.0,215.25
21,316.0,794.5,152.5,93.25,3380.75,353.25,22.0,0.0,100.0,186.75
22,316.0,810.75,152.0,81.0,3311.25,380.0,22.0,0.0,100.0,150.0
23,316.0,810.25,152.0,0.0,3262.5,220.25,22.0,0.0,100.0,135.25
24,316.0,634.0,151.75,0.0,3165.0,89.75,22.0,0.0,100.0,233.5
25,316.0,522.75,151.75,0.0,3135.25,65.25,22.0,0.0,100.0,337.0
26,316.0,484.25,152.0,0.0,3135.5,58.75,22.0,0.0,100.0,504.0
27,316.0,471.75,152.0,0.0,3117.0,66.0,22.0,0.0,100.0,571.5
28,316.0,485.0,152.25,0.0,3165.5,54.5,22.0,0.0,100.0,451.25
29,316.0,633.5,152.0,0.0,3228.5,92.5,22.0,0.0,100.0,483.75
30,316.0,878.25,152.0,0.0,3406.0,227.25,22.0,0.0,100.0,679.75
31,316.0,977.0,152.0,1092.25,3630.0,329.0,22.0,8.0,100.0,1113.5
32,316.0,949.25,152.0,1732.0,3536.0,273.75,22.0,24.5,100.0,1606.0
33,316.0,912.5,151.75,1854.25,3508.25,379.25,22.0,78.25,100.0,1918.25
34,316.0,895.5,152.25,1829.5,3434.5,425.5,22.0,152.75,100.0,2036.75
35,316.0,924.75,152.25,1252.25,3485.75,391.5,22.0,207.5,100.0,2166.5
36,316.0,926.5,151.5,1148.25,3375.5,299.5,22.0,226.25,100.0,2280.5
37,320.0,919.0,151.75,1488.0,3356.0,390.75,22.0,205.5,100.0,2156.0
38,316.0,925.25,151.75,1680.25,3383.25,521.25,22.0,154.0,100.0,2061.75
39,316.0,939.5,152.0,1325.0,3442.0,540.0,22.0,77.0,100.0,2036.75
40,316.0,944.75,152.75,1518.0,3590.5,475.5,22.0,22.5,100.0,1813.5
41,316.0,953.5,151.75,2001.0,3637.0,536.0,22.0,8.0,100.0,1658.75
42,316.0,962.0,152.25,1985.25,3669.75,450.5,22.0,8.0,100.0,1731.75
43,316.0,945.25,152.25,1619.5,3625.0,366.0,22.0,0.0,100.0,1678.5
44,316.0,941.0,151.25,664.25,3456.75,341.75,22.0,0.0,100.0,1723.25
45,316.0,897.25,153.0,242.0,3380.75,276.25,22.0,0.0,100.0,1854.5
46,316.0,750.75,155.25,0.0,3310.25,211.75,22.0,0.0,100.0,1981.25
47,316.0,607.75,258.75,0.0,3154.5,147.0,22.0,0.0,100.0,1749.0
48,316.0,586.25,305.25,0.0,3046.75,277.75,22.0,0.0,100.0,1060.75
49,316.0,417.5,325.25,0.0,2999.0,237.0,22.0,0.0,100.0,587.5
50,316.0,403.25,370.0,0.0,3031.0,257.0,22.0,0.0,100.0,276.0
51,316.0,399.5,371.5,0.0,3088.5,195.0,22.0,0.0,100.0,250.0
52,315.0,358.75,372.0,0.0,3112.25,111.5,22.0,0.0,100.0,397.5
53,316.0,335.25,371.5,0.0,3133.5,203.5,22.0,0.0,100.0,781.0
54,316.0,491.25,371.0,0.0,3131.75,195.75,22.0,0.0,100.0,1402.5
55,316.0,645.25,371.5,0.0,3304.75,230.5,22.0,8.0,100.0,1963.75
56,316.0,783.25,371.0,0.0,3313.75,307.75,22.0,15.75,100.0,2091.0
57,316.0,852.75,371.5,0.0,3305.0,319.0,22.0,44.25,100.0,2200.75
58,316.0,820.5,387.75,0.0,3224.25,391.75,22.0,82.75,100.0,2261.0
59,316.0,865.75,422.5,0.0,3208.75,679.0,22.0,129.25,100.0,2299.5
60,316.0,867.0,414.75,0.0,3252.75,560.0,22.0,148.5,100.0,2312.25
61,316.0,944.0,427.0,0.0,3271.5,388.5,22.0,113.0,100.0,2107.5
62,320.0,1019.75,433.5,0.0,3273.75,364.25,22.0,84.75,100.0,1734.0
63,320.0,1183.25,454.0,6.25,3554.0,347.75,22.0,48.0,100.0,1629.25
64,320.0,1148.25,434.5,0.0,3708.25,294.75,22.0,15.5,100.0,1984.75
65,320.0,1193.5,441.25,0.0,3674.75,242.5,22.0,8.0,100.0,1932.5
66,318.0,1124.0,373.5,0.0,3579.5,248.5,22.0,8.0,100.0,2008.0
67,316.0,962.75,361.25,0.0,3562.5,225.25,22.0,0.0,100.0,1811.25
68,316.0,746.75,363.25,0.0,3499.25,245.0,22.0,0.0,100.0,1780.75
69,316.0,672.5,363.5,0.0,3554.75,247.5,22.0,0.0,100.0,1792.25
70,316.0,638.5,367.25,0.0,3469.5,264.5,22.0,0.0,100.0,1935.0
71,316.0,563.75,367.75,0.0,3436.25,206.0,22.0,0.0,100.0,1976.25
72,316.0,499.25,367.75,0.0,3375.5,126.25,22.0,0.0,100.0,1974.75
73,316.0,483.75,367.0,0.0,3124.5,126.75,22.0,0.0,100.0,2136.0
74,317.0,477.75,367.75,0.0,3118.5,152.25,22.0,0.0,100.0,2093.5
75,316.0,486.25,367.75,0.0,3166.75,144.5,22.0,0.0,100.0,2157.0
76,316.0,488.0,367.75,0.0,3261.25,268.0,22.0,0.0,100.0,1765.5
77,316.0,549.75,367.25,0.0,3414.25,289.75,22.0,0.0,100.0,1666.0
78,316.0,745.75,367.75,66.5,3498.5,250.0,22.0,0.0,100.0,1706.25
79,316.0,1097.0,370.0,1141.75,3611.25,296.0,22.0,8.0,100.0,1509.5
80,316.0,1224.25,369.5,1719.25,3612.25,413.25,22.0,20.5,100.0,1453.75
81,316.0,1208.25,370.25,1606.0,3603.0,518.5,22.0,58.75,100.0,1478.75
82,316.0,1151.25,329.0,1358.5,3633.0,509.25,22.0,109.75,100.0,931.5
83,316.0,1298.0,256.0,2090.25,3621.25,701.5,22.0,147.25,100.0,860.5
84,316.0,1445.0,152.5,1844.75,3629.5,691.75,22.0,155.25,100.0,927.0
85,316.0,1425.75,149.5,1896.0,3612.0,695.0,22.0,134.5,100.0,700.25
86,316.0,1444.5,146.25,1670.25,3668.75,707.0,22.0,94.0,100.0,449.75
87,316.0,1464.0,145.0,1878.75,3738.0,784.0,22.0,47.75,100.0,447.75
88,316.0,1537.25,145.5,1915.25,3829.5,812.75,22.0,16.75,100.0,451.0
89,316.0,1567.75,149.0,2570.25,3828.5,968.75,22.0,8.0,100.0,693.75
90,316.0,1491.5,151.75,2379.0,3847.25,825.75,22.0,8.0,100.0,873.5
91,316.0,1458.75,152.25,1574.0,3826.25,485.25,22.0,0.0,100.0,784.5
92,316.0,1427.25,152.0,814.0,3699.25,586.0,22.0,0.0,100.0,607.5
93,316.0,1098.75,150.0,222.75,3740.25,517.75,22.0,0.0,100.0,710.0
94,316.0,847.25,149.75,0.0,3714.25,388.0,22.0,0.0,100.0,844.0
95,316.0,743.0,150.25,0.0,3749.5,376.5,22.0,0.0,100.0,864.5
96,312.0,718.75,149.75,0.0,3621.25,371.75,22.0,0.0,100.0,896.75
97,315.0,722.25,150.0,0.0,3619.25,362.75,22.0,0.0,100.0,786.5
98,319.0,731.0,150.25,0.0,3570.25,452.0,22.0,0.0,100.0,522.25
99,320.0,907.25,150.0,0.0,3368.0,505.5,22.0,0.0,100.0,363.25
100,320.0,1122.25,149.5,0.0,3237.0,427.75,22.0,0.0,100.0,443.25
101,320.0,1266.5,150.5,0.0,3341.25,422.0,22.0,0.0,100.0,490.75
102,320.0,1823.25,152.0,0.0,3304.0,366.0,22.0,0.0,100.0,625.5
103,317.0,2571.25,151.75,845.0,3373.0,382.5,22.0,8.0,100.0,592.5
104,316.0,2792.5,152.25,1061.75,3436.0,406.25,22.0,21.25,100.0,459.75
105,318.0,2832.5,151.5,606.75,3429.5,366.5,22.0,62.75,100.0,377.0
106,320.0,2628.5,151.25,741.75,3396.0,391.75,22.0,115.5,100.0,337.75
107,320.0,2501.75,151.5,796.5,3358.5,452.75,22.0,154.25,100.0,240.25
108,320.0,2011.0,152.0,1254.25,3330.5,531.25,22.0,167.25,100.0,210.75
109,320.0,1556.5,151.75,2085.25,3130.0,730.25,22.0,152.25,100.0,306.25
110,318.0,1466.0,150.5,2772.25,3144.0,802.5,22.0,113.5,100.0,511.0
111,316.0,1471.0,148.25,2463.75,3205.25,634.25,22.0,60.0,100.0,702.75
112,316.0,1488.0,150.0,2564.5,3336.75,762.25,22.0,20.0,100.0,720.5
113,316.0,1479.75,150.0,2773.75,3366.75,1244.25,22.0,8.75,100.0,585.5
114,316.0,1492.25,150.0,2603.5,3404.25,1185.5,22.0,8.0,100.0,691.5
115,316.0,1450.5,150.25,2141.5,3398.75,901.0,22.0,0.0,100.0,705.75
116,319.0,1474.75,150.0,1420.25,3466.75,722.5,22.0,0.0,100.0,558.75
117,318.0,1483.75,137.75,42.25,3522.75,444.0,22.0,0.0,100.0,458.75
118,316.0,1511.0,139.5,15.0,3441.5,434.0,22.0,0.0,100.0,358.0
119,316.0,1088.25,151.0,0.0,3423.25,434.25,22.0,0.0,100.0,358.0
120,319.0,852.25,150.75,0.0,3342.25,365.25,22.0,0.0,100.0,298.25
121,320.0,825.0,151.0,0.0,3343.75,372.0,22.0,0.0,100.0,209.5
122,320.0,826.75,151.0,0.0,3356.75,344.75,22.0,0.0,100.0,208.5
123,319.0,822.75,151.25,0.0,3324.5,307.0,22.0,0.0,100.0,219.5
124,316.0,816.25,148.25,0.0,3294.25,325.25,22.0,0.0,100.0,183.0
125,316.0,811.0,146.5,0.0,3294.0,324.25,22.0,0.0,100.0,161.75
126,316.0,819.25,151.75,0.0,3319.0,316.75,22.0,0.0,100.0,195.0
127,316.0,844.75,152.5,0.0,3454.5,303.5,22.0,8.25,100.0,188.75
128,316.0,1139.0,152.0,0.5,3577.75,335.25,22.0,20.75,100.0,193.25
129,316.0,1440.0,152.25,199.5,3618.25,388.0,22.0,62.25,100.0,192.5
130,316.0,1516.25,152.5,157.0,3666.25,312.5,22.0,113.25,100.0,151.25
131,316.0,1523.0,152.5,132.5,3702.75,293.25,22.0,145.25,100.0,171.25
132,316.0,1456.75,152.0,101.25,3675.0,315.0,22.0,153.25,100.0,185.5
133,316.0,1448.25,151.75,134.5,3568.75,443.0,22.0,141.25,100.0,206.5
134,316.0,1450.5,152.0,128.25,3584.0,506.5,22.0,103.75,100.0,224.5
135,316.0,1452.75,151.75,167.0,3597.25,400.75,22.0,53.25,100.0,308.75
136,316.0,1456.25,151.5,377.5,3638.5,360.5,22.0,18.25,100.0,385.75
137,316.0,1437.75,151.75,1088.75,3716.25,384.0,22.0,8.0,100.0,357.25
138,319.0,1414.0,152.25,1986.75,3713.0,521.75,22.0,8.0,100.0,276.0
139,320.0,1426.25,152.0,955.75,3729.5,292.5,22.0,0.0,100.0,184.25
140,320.0,1425.25,152.5,379.0,3590.5,289.5,22.0,0.0,100.0,154.25
141,320.0,1361.25,152.0,355.75,3496.5,303.25,22.0,0.0,100.0,141.25
142,320.0,1249.0,152.25,0.0,3448.0,304.5,22.0,0.0,100.0,138.25
143,320.0,1018.0,152.0,0.0,3464.75,305.0,22.0,0.0,100.0,175.0
144,320.0,776.25,152.0,0.0,3402.75,174.5,22.0,0.0,100.0,160.5
145,320.0,713.25,152.0,0.0,3362.0,167.0,22.0,0.0,100.0,161.5
146,319.0,553.25,151.75,0.0,3358.0,170.5,22.0,0.0,100.0,157.75
147,320.0,524.25,151.75,0.0,3352.75,199.5,22.0,0.0,100.0,153.5
148,320.0,527.75,151.0,0.0,3328.5,249.25,22.0,0.0,100.0,150.25
149,320.0,490.0,151.75,0.0,3316.0,188.5,22.0,0.0,100.0,150.75
150,320.0,484.5,151.75,0.0,3328.25,196.75,22.0,0.0,100.0,108.5
151,319.0,572.0,152.0,0.0,3512.0,220.75,22.0,8.0,100.0,98.75
152,316.0,631.25,152.0,0.0,3584.5,255.5,22.0,19.5,100.0,95.25
153,320.0,662.5,152.25,0.0,3615.75,308.75,22.0,59.75,100.0,99.25
154,320.0,781.5,152.5,0.0,3607.5,257.0,22.0,111.0,100.0,106.5
155,320.0,841.5,152.0,0.0,3638.25,256.25,22.0,152.25,100.0,102.0
156,320.0,836.75,152.25,0.0,3550.5,197.75,22.0,170.5,100.0,110.0
157,320.0,832.75,151.75,0.0,3518.0,238.25,22.0,161.0,100.0,148.25
158,320.0,762.0,151.5,0.0,3546.0,228.5,22.0,121.25,100.0,272.25
159,320.0,830.0,151.0,0.0,3578.75,216.75,22.0,64.75,100.0,314.0
160,320.0,904.0,152.25,0.0,3708.0,256.75,22.0,21.25,100.0,418.25
161,320.0,911.5,152.25,230.5,3725.0,329.5,22.0,8.0,100.0,360.25
162,320.0,914.0,152.0,287.5,3822.75,390.75,22.0,8.0,100.0,366.5
163,320.0,898.5,152.0,268.25,3758.5,322.75,22.0,0.0,100.0,355.5
164,320.0,909.5,150.5,112.5,3658.5,250.25,22.0,0.0,100.0,340.0
165,320.0,891.25,150.5,5.0,3544.5,240.5,22.0,0.0,100.0,332.75
166,320.0,838.75,150.25,0.0,3457.5,254.25,22.0,0.0,100.0,286.25
167,320.0,718.0,150.0,0.0,3401.25,247.0,22.0,0.0,100.0,249.5
168,320.0,599.5,150.0,0.0,3337.5,168.75,22.0,0.0,100.0,221.5
169,320.0,584.25,150.0,0.0,3315.5,181.75,22.0,0.0,100.0,199.0
170,320.0,565.5,149.5,0.0,3317.0,178.75,22.0,0.0,100.0,212.5
171,320.0,615.25,150.0,0.0,3315.75,207.5,22.0,0.0,100.0,247.75
172,320.0,675.25,149.0,0.0,3304.5,202.25,22.0,0.0,100.0,277.25
