,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW]
6762,10.0,3195.0,2.0,207.0,785.0,113.0,15.0
6763,10.0,3216.0,2.0,73.0,790.0,111.0,15.0
6764,10.0,3248.0,2.0,0.0,678.0,93.0,15.0
6765,10.0,3182.0,2.0,0.0,507.0,75.0,15.0
6766,10.0,3103.0,2.0,0.0,400.0,0.0,15.0
6767,10.0,2892.0,2.0,0.0,352.0,0.0,15.0
6768,10.0,2876.0,2.0,0.0,410.0,0.0,15.0
6769,10.0,2880.0,2.0,0.0,385.0,0.0,15.0
6770,10.0,2874.0,2.0,0.0,385.0,0.0,15.0
6771,10.0,2877.0,2.0,0.0,401.0,0.0,15.0
6772,10.0,2890.0,2.0,0.0,390.0,0.0,15.0
6773,10.0,2945.0,2.0,0.0,445.0,0.0,15.0
6774,10.0,2916.0,2.0,18.0,682.0,93.0,15.0
6775,10.0,2990.0,2.0,201.0,482.0,141.0,15.0
6776,10.0,2974.0,2.0,203.0,483.0,138.0,15.0
6777,10.0,2979.0,2.0,201.0,451.0,138.0,15.0
6778,10.0,3015.0,2.0,0.0,624.0,138.0,15.0
6779,10.0,3008.0,2.0,0.0,572.0,138.0,15.0
6780,10.0,2979.0,2.0,0.0,584.0,138.0,15.0
6781,10.0,2950.0,2.0,0.0,563.0,113.0,15.0
6782,10.0,2971.0,2.0,0.0,515.0,113.0,15.0
6783,10.0,2930.0,2.0,0.0,537.0,113.0,15.0
6784,10.0,2940.0,2.0,208.0,384.0,116.0,15.0
6785,10.0,3028.0,2.0,265.0,676.0,128.0,15.0
6786,10.0,3130.0,2.0,292.0,772.0,144.0,15.0
6787,10.0,3180.0,2.0,238.0,677.0,144.0,15.0
6788,10.0,3178.0,2.0,64.0,668.0,143.0,15.0
6789,10.0,3064.0,2.0,0.0,656.0,93.0,15.0
6790,10.0,2861.0,2.0,0.0,429.0,0.0,15.0
6791,10.0,2826.0,2.0,0.0,415.0,0.0,15.0
6792,10.0,2822.0,2.0,0.0,432.0,0.0,15.0
6793,10.0,2854.0,2.0,0.0,390.0,0.0,15.0
6794,10.0,2869.0,2.0,0.0,365.0,0.0,15.0
6795,10.0,2864.0,2.0,0.0,343.0,0.0,15.0
6796,10.0,2877.0,2.0,0.0,364.0,0.0,15.0
6797,10.0,3068.0,2.0,0.0,297.0,0.0,15.0
6798,10.0,3185.0,2.0,0.0,424.0,87.0,15.0
6799,10.0,3167.0,2.0,0.0,514.0,93.0,15.0
6800,10.0,3135.0,2.0,0.0,572.0,109.0,15.0
6801,10.0,3075.0,2.0,0.0,547.0,116.0,15.0
6802,10.0,3154.0,2.0,0.0,509.0,113.0,15.0
6803,10.0,3188.0,2.0,0.0,461.0,116.0,15.0
6804,10.0,3231.0,2.0,0.0,374.0,109.0,15.0
6805,10.0,3293.0,2.0,0.0,336.0,0.0,15.0
6806,10.0,3309.0,2.0,0.0,280.0,0.0,15.0
6807,10.0,3257.0,2.0,0.0,320.0,0.0,15.0
6808,10.0,3095.0,2.0,0.0,485.0,0.0,15.0
6809,10.0,3077.0,2.0,103.0,877.0,75.0,15.0
6810,10.0,3169.0,2.0,198.0,832.0,139.0,15.0
6811,10.0,3050.0,2.0,202.0,809.0,139.0,15.0
6812,10.0,3007.0,2.0,101.0,757.0,140.0,15.0
6813,10.0,2992.0,2.0,0.0,689.0,113.0,15.0
6814,10.0,2837.0,2.0,0.0,461.0,0.0,15.0
6815,10.0,2852.0,2.0,0.0,329.0,0.0,15.0
6816,10.0,2873.0,2.0,0.0,333.0,0.0,15.0
6817,10.0,2854.0,2.0,0.0,326.0,0.0,15.0
6818,10.0,2871.0,2.0,0.0,292.0,0.0,15.0
6819,10.0,2883.0,2.0,0.0,329.0,0.0,15.0
6820,10.0,2850.0,2.0,0.0,309.0,0.0,15.0
6821,10.0,3017.0,2.0,0.0,334.0,0.0,15.0
6822,10.0,3134.0,2.0,0.0,509.0,0.0,15.0
6823,10.0,3156.0,2.0,0.0,608.0,0.0,15.0
6824,10.0,3093.0,2.0,0.0,637.0,0.0,15.0
6825,10.0,3041.0,2.0,0.0,608.0,57.0,15.0
6826,10.0,3086.0,2.0,0.0,538.0,116.0,15.0
6827,10.0,3140.0,2.0,0.0,478.0,116.0,15.0
6828,10.0,3198.0,2.0,0.0,378.0,116.0,15.0
6829,10.0,3151.0,2.0,0.0,333.0,119.0,15.0
6830,10.0,3068.0,2.0,0.0,363.0,116.0,15.0
6831,10.0,3035.0,2.0,0.0,408.0,129.0,15.0
6832,10.0,2997.0,2.0,0.0,502.0,127.0,15.0
6833,10.0,3032.0,2.0,0.0,881.0,139.0,15.0
6834,10.0,3056.0,2.0,199.0,848.0,145.0,15.0
6835,10.0,3066.0,2.0,201.0,708.0,145.0,15.0
6836,10.0,3143.0,2.0,17.0,632.0,121.0,15.0
6837,10.0,3230.0,2.0,0.0,537.0,0.0,15.0
6838,10.0,2932.0,2.0,0.0,308.0,0.0,15.0
6839,10.0,2878.0,2.0,0.0,285.0,0.0,15.0
6840,10.0,2926.0,2.0,0.0,298.0,0.0,15.0
6841,10.0,2913.0,2.0,0.0,310.0,0.0,15.0
6842,10.0,2852.0,2.0,0.0,340.0,0.0,15.0
6843,10.0,2861.0,2.0,0.0,332.0,0.0,15.0
6844,10.0,2858.0,2.0,0.0,330.0,0.0,15.0
6845,10.0,2858.0,2.0,0.0,457.0,0.0,15.0
6846,10.0,2863.0,2.0,0.0,468.0,63.0,15.0
6847,10.0,2859.0,2.0,0.0,599.0,113.0,15.0
6848,10.0,2847.0,2.0,0.0,706.0,113.0,15.0
6849,10.0,2847.0,2.0,0.0,719.0,113.0,15.0
6850,10.0,2867.0,2.0,0.0,700.0,113.0,15.0
6851,10.0,2825.0,2.0,0.0,393.0,113.0,15.0
6852,10.0,2844.0,2.0,0.0,389.0,0.0,15.0
6853,10.0,2846.0,2.0,0.0,380.0,0.0,15.0
6854,10.0,2890.0,2.0,0.0,359.0,0.0,15.0
6855,10.0,2849.0,2.0,0.0,378.0,0.0,15.0
6856,10.0,2839.0,2.0,0.0,600.0,90.0,15.0
6857,10.0,2853.0,2.0,101.0,894.0,93.0,15.0
6858,10.0,2847.0,2.0,297.0,837.0,116.0,15.0
6859,10.0,2844.0,2.0,270.0,723.0,119.0,15.0
6860,10.0,2848.0,2.0,202.0,579.0,128.0,15.0
6861,10.0,2852.0,2.0,1.0,329.0,16.0,15.0
6862,10.0,2883.0,2.0,0.0,321.0,1.0,15.0
6863,10.0,2884.0,2.0,0.0,271.0,0.0,15.0
6864,10.0,2837.0,2.0,0.0,329.0,0.0,15.0
6865,10.0,2851.0,2.0,0.0,300.0,0.0,15.0
6866,10.0,2835.0,2.0,0.0,313.0,0.0,15.0
6867,10.0,2825.0,2.0,0.0,325.0,0.0,15.0
6868,10.0,2825.0,2.0,0.0,331.0,0.0,15.0
6869,10.0,2833.0,2.0,0.0,339.0,0.0,15.0
6870,10.0,2848.0,2.0,0.0,299.0,0.0,15.0
6871,10.0,2831.0,2.0,0.0,484.0,0.0,15.0
6872,10.0,2851.0,2.0,0.0,494.0,0.0,15.0
6873,10.0,2849.0,2.0,0.0,503.0,0.0,15.0
6874,10.0,2848.0,2.0,0.0,513.0,0.0,15.0
6875,10.0,2854.0,2.0,0.0,488.0,0.0,15.0
6876,10.0,2838.0,2.0,0.0,414.0,0.0,15.0
6877,10.0,2807.0,2.0,0.0,431.0,0.0,15.0
6878,10.0,2834.0,2.0,0.0,395.0,0.0,15.0
6879,10.0,2827.0,2.0,0.0,417.0,0.0,15.0
6880,10.0,2823.0,2.0,0.0,481.0,0.0,15.0
6881,10.0,2843.0,2.0,113.0,807.0,113.0,15.0
6882,10.0,2818.0,2.0,290.0,859.0,113.0,15.0
6883,10.0,2793.0,2.0,292.0,835.0,117.0,15.0
6884,10.0,2844.0,2.0,247.0,654.0,129.0,15.0
6885,10.0,2893.0,2.0,1.0,281.0,4.0,15.0
6886,10.0,2864.0,2.0,0.0,285.0,0.0,15.0
6887,10.0,2863.0,2.0,0.0,299.0,0.0,15.0
6888,10.0,2834.0,2.0,0.0,331.0,0.0,15.0
6889,10.0,2848.0,2.0,0.0,318.0,0.0,15.0
6890,10.0,2848.0,2.0,0.0,326.0,0.0,15.0
6891,10.0,2842.0,2.0,0.0,322.0,0.0,15.0
6892,10.0,2855.0,2.0,0.0,326.0,0.0,15.0
6893,10.0,2930.0,2.0,0.0,416.0,0.0,15.0
6894,10.0,2984.0,2.0,67.0,555.0,104.0,15.0
6895,10.0,3067.0,2.0,205.0,443.0,113.0,15.0
6896,10.0,3083.0,2.0,203.0,433.0,113.0,15.0
6897,10.0,3112.0,2.0,0.0,493.0,113.0,15.0
6898,10.0,3167.0,2.0,0.0,488.0,113.0,15.0
6899,10.0,3109.0,2.0,0.0,446.0,113.0,16.0
6900,10.0,3148.0,2.0,0.0,426.0,113.0,23.0
6901,10.0,3198.0,2.0,0.0,356.0,0.0,36.0
6902,10.0,3168.0,2.0,0.0,325.0,14.0,46.0
6903,10.0,3201.0,2.0,0.0,269.0,101.0,66.0
6904,10.0,3280.0,2.0,0.0,275.0,71.0,74.0
6905,10.0,3273.0,2.0,0.0,766.0,113.0,73.0
6906,10.0,3200.0,2.0,0.0,911.0,113.0,71.0
6907,10.0,3218.0,2.0,0.0,805.0,123.0,71.0
6908,10.0,3264.0,2.0,0.0,623.0,113.0,71.0
6909,10.0,3095.0,2.0,0.0,548.0,99.0,72.0
6910,10.0,3053.0,2.0,0.0,380.0,93.0,71.0
6911,10.0,2912.0,2.0,0.0,277.0,0.0,72.0
6912,10.0,2887.0,2.0,0.0,295.0,0.0,71.0
6913,10.0,2896.0,2.0,0.0,256.0,0.0,72.0
6914,10.0,2900.0,2.0,0.0,255.0,0.0,73.0
6915,10.0,2920.0,2.0,0.0,256.0,0.0,71.0
6916,10.0,2893.0,2.0,0.0,277.0,0.0,71.0
6917,10.0,3021.0,2.0,0.0,327.0,34.0,75.0
6918,10.0,3085.0,2.0,0.0,521.0,113.0,72.0
6919,10.0,3034.0,2.0,0.0,624.0,113.0,70.0
6920,10.0,2995.0,2.0,167.0,526.0,116.0,71.0
6921,10.0,2988.0,2.0,200.0,443.0,89.0,93.0
6922,10.0,2914.0,2.0,201.0,438.0,116.0,107.0
6923,10.0,2984.0,2.0,200.0,371.0,116.0,115.0
6924,10.0,3051.0,2.0,46.0,392.0,113.0,116.0
6925,10.0,3100.0,2.0,0.0,394.0,58.0,114.0
6926,10.0,3134.0,2.0,0.0,339.0,58.0,113.0
6927,10.0,3151.0,2.0,0.0,292.0,58.0,113.0
6928,10.0,3196.0,2.0,0.0,362.0,58.0,113.0
6929,10.0,3146.0,2.0,0.0,925.0,58.0,112.0
6930,10.0,3072.0,2.0,0.0,1110.0,58.0,113.0
6931,10.0,3069.0,2.0,0.0,982.0,65.0,113.0
6932,10.0,3077.0,2.0,0.0,806.0,79.0,116.0
6933,10.0,3160.0,2.0,0.0,532.0,62.0,114.0
6934,10.0,3190.0,2.0,0.0,345.0,55.0,104.0
6935,10.0,2973.0,2.0,0.0,325.0,0.0,71.0
6936,10.0,2952.0,2.0,0.0,297.0,0.0,69.0
6937,10.0,2813.0,2.0,0.0,313.0,0.0,70.0
6938,10.0,2830.0,2.0,0.0,345.0,0.0,65.0
6939,10.0,2857.0,2.0,0.0,319.0,0.0,69.0
6940,10.0,2864.0,2.0,0.0,313.0,0.0,66.0
6941,10.0,3039.0,2.0,0.0,335.0,36.0,66.0
6942,10.0,3113.0,2.0,0.0,487.0,119.0,65.0
6943,10.0,3092.0,2.0,0.0,591.0,110.0,67.0
6944,10.0,3013.0,2.0,0.0,663.0,113.0,68.0
6945,10.0,3012.0,2.0,1.0,598.0,119.0,71.0
6946,10.0,3030.0,2.0,199.0,413.0,105.0,73.0
6947,10.0,3088.0,2.0,103.0,381.0,93.0,106.0
6948,10.0,3183.0,2.0,0.0,355.0,81.0,114.0
6949,10.0,3229.0,2.0,0.0,346.0,0.0,115.0
6950,10.0,3261.0,2.0,0.0,270.0,0.0,115.0
6951,10.0,3247.0,2.0,0.0,288.0,0.0,114.0
6952,10.0,3184.0,2.0,0.0,424.0,0.0,115.0
6953,10.0,3115.0,2.0,166.0,769.0,113.0,115.0
6954,10.0,3084.0,2.0,292.0,769.0,113.0,113.0
6955,10.0,3098.0,2.0,286.0,664.0,122.0,112.0
6956,10.0,3126.0,2.0,120.0,589.0,136.0,112.0
6957,10.0,3122.0,2.0,0.0,619.0,12.0,113.0
6958,10.0,3177.0,2.0,0.0,406.0,0.0,112.0
6959,10.0,2962.0,2.0,0.0,288.0,0.0,83.0
6960,10.0,2896.0,2.0,0.0,303.0,0.0,73.0
6961,10.0,2907.0,2.0,0.0,324.0,0.0,73.0
6962,10.0,2916.0,2.0,0.0,312.0,0.0,67.0
6963,10.0,2924.0,2.0,0.0,326.0,0.0,68.0
6964,10.0,2914.0,2.0,0.0,306.0,0.0,69.0
6965,10.0,3083.0,2.0,0.0,353.0,0.0,66.0
6966,10.0,3057.0,2.0,0.0,554.0,100.0,75.0
6967,10.0,3051.0,2.0,0.0,599.0,113.0,94.0
6968,10.0,3110.0,2.0,0.0,637.0,113.0,114.0
6969,10.0,2910.0,2.0,0.0,657.0,113.0,115.0
6970,10.0,2907.0,2.0,0.0,651.0,113.0,114.0
6971,10.0,2942.0,2.0,0.0,587.0,113.0,112.0
6972,10.0,2951.0,2.0,0.0,585.0,113.0,114.0
6973,10.0,2888.0,2.0,0.0,588.0,103.0,113.0
6974,10.0,2842.0,2.0,0.0,634.0,103.0,114.0
6975,10.0,2899.0,2.0,164.0,438.0,103.0,115.0
6976,10.0,2863.0,2.0,278.0,476.0,113.0,110.0
6977,10.0,2853.0,2.0,564.0,690.0,116.0,112.0
6978,10.0,2836.0,2.0,564.0,780.0,110.0,113.0
6979,10.0,2854.0,2.0,564.0,580.0,118.0,111.0
6980,10.0,2835.0,2.0,504.0,492.0,126.0,113.0
6981,10.0,2888.0,2.0,272.0,535.0,122.0,111.0
6982,10.0,2852.0,2.0,157.0,404.0,87.0,111.0
6983,10.0,2721.0,2.0,0.0,260.0,0.0,80.0
6984,10.0,2716.0,2.0,0.0,255.0,0.0,73.0
6985,10.0,2662.0,2.0,0.0,340.0,0.0,71.0
6986,10.0,2656.0,2.0,0.0,294.0,0.0,68.0
6987,10.0,2639.0,2.0,0.0,339.0,0.0,68.0
6988,10.0,2615.0,2.0,0.0,325.0,0.0,68.0
6989,10.0,2642.0,2.0,32.0,432.0,69.0,69.0
6990,10.0,2662.0,2.0,275.0,615.0,113.0,75.0
6991,10.0,2709.0,2.0,294.0,617.0,113.0,107.0
6992,10.0,2746.0,2.0,227.0,617.0,113.0,115.0
6993,10.0,2870.0,2.0,201.0,507.0,113.0,114.0
6994,10.0,2886.0,2.0,198.0,454.0,116.0,111.0
6995,10.0,2906.0,2.0,114.0,463.0,116.0,109.0
6996,10.0,2991.0,2.0,0.0,403.0,116.0,114.0
6997,10.0,2989.0,2.0,0.0,395.0,116.0,110.0
6998,10.0,2931.0,2.0,0.0,435.0,116.0,113.0
6999,10.0,2952.0,2.0,0.0,454.0,113.0,113.0
7000,10.0,2983.0,2.0,0.0,523.0,113.0,114.0
7001,10.0,3015.0,2.0,52.0,924.0,113.0,112.0
7002,10.0,3015.0,2.0,197.0,871.0,113.0,114.0
7003,10.0,2970.0,2.0,200.0,769.0,127.0,113.0
7004,10.0,2978.0,2.0,148.0,659.0,98.0,112.0
7005,10.0,2965.0,2.0,0.0,471.0,13.0,113.0
7006,10.0,2888.0,2.0,0.0,320.0,0.0,78.0
7007,10.0,2713.0,2.0,0.0,285.0,0.0,75.0
7008,10.0,2673.0,2.0,0.0,294.0,0.0,74.0
7009,10.0,2709.0,2.0,0.0,285.0,0.0,74.0
7010,10.0,2696.0,2.0,0.0,274.0,0.0,74.0
7011,10.0,2678.0,2.0,0.0,322.0,0.0,70.0
7012,10.0,2686.0,2.0,0.0,268.0,0.0,72.0
7013,10.0,2697.0,2.0,0.0,309.0,0.0,70.0
7014,10.0,2760.0,2.0,0.0,463.0,72.0,105.0
7015,10.0,2774.0,2.0,0.0,606.0,116.0,111.0
7016,10.0,2816.0,2.0,0.0,694.0,113.0,111.0
7017,10.0,2917.0,2.0,0.0,601.0,113.0,111.0
7018,10.0,2939.0,2.0,0.0,524.0,113.0,111.0
7019,10.0,2953.0,2.0,0.0,484.0,113.0,110.0
7020,10.0,2950.0,2.0,0.0,444.0,119.0,110.0
7021,10.0,2940.0,2.0,0.0,417.0,113.0,111.0
7022,10.0,2958.0,2.0,0.0,394.0,113.0,111.0
7023,10.0,2955.0,2.0,0.0,433.0,119.0,111.0
7024,10.0,2943.0,2.0,44.0,499.0,116.0,114.0
7025,10.0,2905.0,2.0,228.0,781.0,113.0,112.0
7026,10.0,2917.0,2.0,272.0,790.0,113.0,111.0
7027,10.0,2918.0,2.0,230.0,679.0,120.0,113.0
7028,10.0,2921.0,2.0,181.0,364.0,127.0,112.0
7029,10.0,2952.0,2.0,0.0,320.0,90.0,109.0
7030,10.0,2958.0,2.0,0.0,272.0,24.0,78.0
7031,10.0,2920.0,2.0,0.0,274.0,0.0,74.0
7032,10.0,2914.0,2.0,0.0,263.0,0.0,74.0
7033,10.0,2922.0,2.0,0.0,314.0,0.0,74.0
7034,10.0,2900.0,2.0,0.0,313.0,0.0,73.0
7035,10.0,2869.0,2.0,0.0,339.0,0.0,69.0
7036,10.0,2851.0,2.0,0.0,324.0,0.0,79.0
7037,10.0,2834.0,2.0,0.0,382.0,0.0,90.0
7038,10.0,2828.0,2.0,0.0,297.0,0.0,89.0
7039,10.0,2807.0,2.0,0.0,208.0,0.0,74.0
7040,10.0,2763.0,2.0,0.0,504.0,0.0,73.0
7041,10.0,2767.0,2.0,0.0,662.0,0.0,74.0
7042,10.0,2783.0,2.0,0.0,611.0,0.0,75.0
7043,10.0,2782.0,2.0,0.0,612.0,0.0,75.0
7044,10.0,2751.0,2.0,0.0,567.0,0.0,71.0
7045,10.0,2757.0,2.0,0.0,548.0,0.0,74.0
7046,10.0,2765.0,2.0,0.0,545.0,0.0,70.0
7047,10.0,2771.0,2.0,0.0,536.0,0.0,70.0
7048,10.0,2801.0,2.0,2.0,432.0,29.0,71.0
7049,10.0,3148.0,2.0,202.0,610.0,116.0,108.0
7050,10.0,3266.0,2.0,197.0,568.0,113.0,113.0
7051,10.0,3169.0,2.0,200.0,531.0,134.0,114.0
7052,10.0,2999.0,2.0,5.0,512.0,120.0,87.0
7053,10.0,2876.0,2.0,0.0,363.0,114.0,78.0
7054,10.0,2841.0,2.0,0.0,309.0,0.0,80.0
7055,10.0,2839.0,2.0,0.0,278.0,0.0,80.0
7056,10.0,2824.0,2.0,0.0,299.0,0.0,80.0
7057,10.0,2811.0,2.0,0.0,297.0,0.0,80.0
7058,10.0,2821.0,2.0,0.0,277.0,0.0,75.0
7059,10.0,2819.0,2.0,0.0,256.0,0.0,83.0
7060,10.0,2829.0,2.0,0.0,278.0,0.0,95.0
7061,10.0,2949.0,2.0,9.0,359.0,116.0,93.0
7062,10.0,2951.0,2.0,211.0,482.0,113.0,107.0
7063,10.0,3010.0,2.0,207.0,587.0,116.0,113.0
7064,10.0,3014.0,2.0,362.0,500.0,116.0,116.0
7065,10.0,3005.0,2.0,404.0,471.0,113.0,115.0
7066,10.0,3086.0,2.0,395.0,410.0,113.0,111.0
7067,10.0,3200.0,2.0,258.0,418.0,116.0,114.0
7068,10.0,3188.0,2.0,199.0,436.0,113.0,113.0
7069,10.0,3227.0,2.0,159.0,359.0,116.0,113.0
7070,10.0,3221.0,2.0,0.0,479.0,116.0,114.0
7071,10.0,3062.0,2.0,155.0,507.0,116.0,115.0
7072,10.0,3083.0,2.0,291.0,536.0,116.0,112.0
7073,10.0,3074.0,2.0,522.0,707.0,113.0,111.0
7074,10.0,3048.0,2.0,549.0,725.0,119.0,113.0
7075,10.0,3064.0,2.0,511.0,616.0,123.0,110.0
7076,10.0,3062.0,2.0,280.0,574.0,139.0,113.0
7077,10.0,3084.0,2.0,0.0,309.0,121.0,112.0
7078,10.0,2985.0,2.0,0.0,273.0,0.0,111.0
7079,10.0,2939.0,2.0,0.0,311.0,0.0,80.0
7080,10.0,2939.0,2.0,0.0,284.0,0.0,80.0
7081,10.0,2931.0,2.0,0.0,274.0,0.0,80.0
7082,10.0,2927.0,2.0,0.0,247.0,0.0,75.0
7083,10.0,2921.0,2.0,0.0,248.0,0.0,81.0
7084,10.0,2902.0,2.0,0.0,270.0,0.0,86.0
7085,10.0,3175.0,2.0,0.0,311.0,63.0,106.0
7086,10.0,3237.0,2.0,146.0,421.0,96.0,109.0
7087,10.0,3252.0,2.0,204.0,411.0,164.0,112.0
7088,10.0,3296.0,2.0,203.0,401.0,189.0,111.0
7089,10.0,3269.0,2.0,204.0,366.0,220.0,113.0
7090,10.0,3266.0,2.0,204.0,351.0,225.0,114.0
7091,10.0,3237.0,2.0,202.0,372.0,168.0,114.0
7092,10.0,3272.0,2.0,2.0,486.0,152.0,112.0
7093,10.0,3306.0,2.0,0.0,375.0,122.0,111.0
7094,10.0,3269.0,2.0,0.0,344.0,122.0,114.0
7095,10.0,3281.0,2.0,0.0,396.0,65.0,112.0
7096,10.0,3207.0,2.0,0.0,619.0,122.0,112.0
7097,10.0,3227.0,2.0,0.0,1042.0,119.0,113.0
7098,10.0,3203.0,2.0,0.0,1127.0,116.0,113.0
7099,10.0,3146.0,2.0,0.0,1069.0,113.0,112.0
7100,10.0,3119.0,2.0,0.0,620.0,113.0,114.0
7101,10.0,3161.0,2.0,0.0,464.0,54.0,113.0
7102,10.0,2970.0,2.0,0.0,301.0,0.0,106.0
7103,10.0,2871.0,2.0,0.0,247.0,0.0,77.0
7104,10.0,2854.0,2.0,0.0,254.0,0.0,75.0
7105,10.0,2894.0,2.0,0.0,272.0,0.0,74.0
7106,10.0,2899.0,2.0,0.0,250.0,0.0,71.0
7107,10.0,2861.0,2.0,0.0,260.0,0.0,70.0
7108,10.0,2862.0,2.0,0.0,351.0,0.0,76.0
7109,10.0,3014.0,2.0,0.0,493.0,12.0,103.0
7110,10.0,3040.0,2.0,245.0,533.0,90.0,109.0
7111,10.0,3045.0,2.0,300.0,603.0,98.0,110.0
7112,10.0,3072.0,2.0,375.0,556.0,116.0,111.0
7113,10.0,3111.0,2.0,408.0,432.0,126.0,112.0
7114,10.0,3078.0,2.0,408.0,438.0,142.0,112.0
7115,10.0,3151.0,2.0,297.0,505.0,113.0,111.0
7116,10.0,3201.0,2.0,213.0,471.0,113.0,110.0
7117,10.0,3184.0,2.0,201.0,453.0,110.0,109.0
7118,10.0,3176.0,2.0,201.0,469.0,113.0,109.0
7119,10.0,3247.0,2.0,202.0,494.0,113.0,107.0
7120,10.0,3269.0,2.0,237.0,617.0,116.0,105.0
7121,10.0,3236.0,2.0,396.0,804.0,113.0,106.0
7122,10.0,3192.0,2.0,397.0,850.0,113.0,107.0
7123,10.0,3136.0,2.0,398.0,765.0,122.0,113.0
7124,10.0,3096.0,2.0,365.0,638.0,135.0,114.0
7125,10.0,3115.0,2.0,136.0,529.0,124.0,110.0
7126,10.0,3104.0,2.0,0.0,358.0,23.0,113.0
7127,10.0,2968.0,2.0,0.0,288.0,0.0,81.0
7128,10.0,2949.0,2.0,0.0,283.0,0.0,72.0
7129,10.0,2885.0,2.0,0.0,249.0,0.0,73.0
7130,10.0,2779.0,2.0,0.0,330.0,0.0,85.0
7131,10.0,2735.0,2.0,0.0,362.0,0.0,96.0
7132,10.0,2739.0,2.0,0.0,403.0,0.0,112.0
7133,10.0,2992.0,2.0,9.0,441.0,21.0,114.0
7134,10.0,3116.0,2.0,442.0,397.0,93.0,112.0
7135,10.0,3160.0,2.0,493.0,409.0,93.0,111.0
7136,10.0,3199.0,2.0,421.0,439.0,111.0,110.0
7137,10.0,3251.0,2.0,325.0,426.0,113.0,112.0
7138,10.0,3275.0,2.0,216.0,503.0,113.0,112.0
7139,10.0,3229.0,2.0,209.0,481.0,113.0,113.0
7140,10.0,3231.0,2.0,210.0,449.0,113.0,114.0
7141,10.0,3176.0,2.0,209.0,416.0,113.0,115.0
7142,10.0,3172.0,2.0,208.0,424.0,113.0,115.0
7143,10.0,3179.0,2.0,209.0,457.0,113.0,113.0
7144,10.0,3220.0,2.0,225.0,590.0,113.0,112.0
7145,10.0,3206.0,2.0,296.0,866.0,182.0,114.0
7146,10.0,3325.0,2.0,295.0,770.0,222.0,111.0
7147,10.0,3363.0,2.0,265.0,710.0,172.0,114.0
7148,10.0,3311.0,2.0,52.0,654.0,132.0,113.0
7149,10.0,3229.0,2.0,0.0,435.0,6.0,110.0
7150,10.0,2884.0,2.0,0.0,516.0,0.0,74.0
7151,10.0,2834.0,2.0,0.0,408.0,0.0,67.0
7152,10.0,2893.0,2.0,0.0,338.0,0.0,68.0
7153,10.0,2903.0,2.0,0.0,356.0,0.0,67.0
7154,10.0,2926.0,2.0,0.0,312.0,0.0,67.0
7155,10.0,2920.0,2.0,0.0,267.0,0.0,74.0
7156,10.0,2932.0,2.0,0.0,328.0,0.0,74.0
7157,10.0,2974.0,2.0,75.0,446.0,81.0,66.0
7158,10.0,3037.0,2.0,399.0,534.0,99.0,95.0
7159,10.0,3042.0,2.0,415.0,542.0,113.0,111.0
7160,10.0,3104.0,2.0,405.0,522.0,113.0,112.0
7161,10.0,3078.0,2.0,326.0,530.0,116.0,112.0
7162,10.0,2904.0,2.0,289.0,653.0,116.0,115.0
7163,10.0,2802.0,2.0,288.0,676.0,116.0,110.0
7164,10.0,2875.0,2.0,288.0,555.0,116.0,114.0
7165,10.0,2965.0,2.0,227.0,462.0,113.0,113.0
7166,10.0,2974.0,2.0,205.0,418.0,113.0,112.0
7167,10.0,3038.0,2.0,205.0,412.0,116.0,110.0
7168,10.0,3065.0,2.0,325.0,523.0,113.0,111.0
7169,10.0,3098.0,2.0,561.0,707.0,113.0,106.0
7170,10.0,3123.0,2.0,567.0,718.0,116.0,109.0
7171,10.0,3113.0,2.0,566.0,537.0,135.0,108.0
7172,10.0,3089.0,2.0,473.0,429.0,144.0,110.0
7173,10.0,3060.0,2.0,208.0,357.0,96.0,99.0
7174,10.0,3011.0,2.0,0.0,276.0,0.0,70.0
7175,10.0,2770.0,2.0,0.0,434.0,0.0,65.0
7176,10.0,2768.0,2.0,0.0,271.0,0.0,67.0
7177,10.0,2746.0,2.0,0.0,262.0,0.0,67.0
7178,10.0,2733.0,2.0,0.0,247.0,0.0,67.0
7179,10.0,2734.0,2.0,0.0,208.0,0.0,65.0
7180,10.0,2735.0,2.0,0.0,186.0,0.0,63.0
7181,10.0,2688.0,2.0,0.0,274.0,0.0,65.0
7182,10.0,2889.0,2.0,0.0,485.0,0.0,92.0
7183,10.0,2864.0,2.0,0.0,592.0,48.0,112.0
7184,10.0,2947.0,2.0,0.0,587.0,93.0,110.0
7185,10.0,3032.0,2.0,0.0,487.0,93.0,108.0
7186,10.0,3009.0,2.0,0.0,454.0,93.0,104.0
7187,10.0,3030.0,2.0,0.0,433.0,117.0,113.0
7188,10.0,3003.0,2.0,0.0,375.0,120.0,108.0
7189,10.0,3003.0,2.0,0.0,331.0,78.0,104.0
7190,10.0,3005.0,2.0,0.0,344.0,78.0,68.0
7191,10.0,2989.0,2.0,0.0,369.0,48.0,66.0
7192,10.0,2979.0,2.0,0.0,437.0,120.0,102.0
7193,10.0,2999.0,2.0,0.0,763.0,114.0,112.0
