,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW]
1595,10.0,2319.0,2.0,458.0,1816.0,270.0,20.0
1596,10.0,2323.0,2.0,406.0,1824.0,273.0,20.0
1597,10.0,2487.0,2.0,227.0,1779.0,269.0,20.0
1598,10.0,2373.0,2.0,201.0,1722.0,275.0,20.0
1599,10.0,2415.0,2.0,201.0,1745.0,243.0,20.0
1600,10.0,2487.0,2.0,200.0,1687.0,269.0,20.0
1601,10.0,2511.0,2.0,213.0,1814.0,272.0,20.0
1602,10.0,2543.0,2.0,368.0,1808.0,268.0,20.0
1603,10.0,2620.0,2.0,321.0,1787.0,266.0,20.0
1604,10.0,2617.0,2.0,243.0,1746.0,265.0,20.0
1605,10.0,2129.0,2.0,158.0,1738.0,267.0,20.0
1606,10.0,2007.0,2.0,0.0,1655.0,265.0,20.0
1607,3.315677552010113,1983.3864564138148,1.8274562365965288,67.89112723419457,846.4581823358919,71.21870409231592,29.360563817777162
1608,10.0,2332.0,2.0,202.0,1824.0,214.0,20.0
1609,10.0,2304.0,2.0,0.0,1758.0,230.0,20.0
1610,10.0,2324.0,2.0,0.0,1561.0,155.0,20.0
1611,10.0,2333.0,2.0,0.0,1351.0,134.0,20.0
1612,10.0,2336.0,2.0,0.0,1274.0,145.0,20.0
1613,10.0,2311.0,2.0,108.0,1372.0,153.0,20.0
1614,10.0,2295.0,2.0,221.0,1617.0,161.0,20.0
1615,10.0,2345.0,2.0,302.0,1799.0,214.0,20.0
1616,10.0,2428.0,2.0,310.0,1763.0,236.0,20.0
1617,10.0,2478.0,2.0,203.0,1723.0,270.0,20.0
1618,10.0,2550.0,2.0,0.0,1742.0,270.0,20.0
1619,10.0,2536.0,2.0,0.0,1819.0,112.0,20.0
1620,10.0,2466.0,2.0,0.0,1818.0,61.0,20.0
1621,10.0,2519.0,2.0,0.0,1672.0,58.0,20.0
1622,10.0,2600.0,2.0,0.0,1491.0,55.0,20.0
1623,10.0,2634.0,2.0,0.0,1591.0,25.0,20.0
1624,10.0,2589.0,2.0,0.0,1770.0,25.0,20.0
1625,10.0,2492.0,2.0,15.0,1892.0,103.0,20.0
1626,10.0,2511.0,2.0,307.0,1858.0,216.0,20.0
1627,10.0,2522.0,2.0,350.0,1790.0,234.0,20.0
1628,10.0,2554.0,2.0,201.0,1805.0,246.0,20.0
1629,10.0,2505.0,2.0,145.0,1818.0,246.0,20.0
1630,10.0,2329.0,2.0,200.0,1807.0,248.0,20.0
1631,10.0,1478.0,2.0,137.0,1767.0,236.0,20.0
1632,10.0,2336.0,2.0,0.0,1863.0,228.0,20.0
1633,10.0,2337.0,2.0,0.0,1738.0,72.0,20.0
1634,10.0,2353.0,2.0,0.0,1775.0,31.0,20.0
1635,10.0,2353.0,2.0,0.0,1743.0,0.0,20.0
1636,10.0,2330.0,2.0,0.0,1817.0,0.0,20.0
1637,10.0,2338.0,2.0,0.0,1842.0,0.0,20.0
1638,10.0,2442.0,2.0,0.0,1882.0,54.0,20.0
1639,10.0,2458.0,2.0,0.0,1887.0,133.0,20.0
1640,10.0,2485.0,2.0,0.0,1888.0,239.0,20.0
1641,10.0,2557.0,2.0,0.0,1876.0,262.0,20.0
1642,10.0,2526.0,2.0,0.0,1873.0,186.0,20.0
1643,10.0,2550.0,2.0,0.0,1840.0,173.0,20.0
1644,10.0,2562.0,2.0,0.0,1758.0,218.0,20.0
1645,10.0,2522.0,2.0,0.0,1861.0,254.0,20.0
1646,10.0,2504.0,2.0,0.0,1846.0,207.0,20.0
1647,10.0,2497.0,2.0,0.0,1841.0,149.0,20.0
1648,10.0,2491.0,2.0,0.0,1842.0,92.0,20.0
1649,10.0,2483.0,2.0,0.0,1840.0,92.0,20.0
1650,10.0,2453.0,2.0,100.0,1827.0,256.0,20.0
1651,10.0,2467.0,2.0,203.0,1820.0,171.0,20.0
1652,10.0,2489.0,2.0,103.0,1819.0,138.0,20.0
1653,10.0,2466.0,2.0,0.0,1815.0,140.0,20.0
1654,10.0,2451.0,2.0,0.0,1756.0,140.0,20.0
1655,10.0,2501.0,2.0,0.0,1808.0,170.0,20.0
1656,10.0,2433.0,2.0,0.0,1806.0,169.0,20.0
1657,10.0,2317.0,2.0,0.0,1742.0,130.0,20.0
1658,10.0,2278.0,2.0,0.0,1789.0,68.0,20.0
1659,10.0,2237.0,2.0,0.0,1689.0,0.0,20.0
1660,10.0,2245.0,2.0,0.0,1614.0,0.0,20.0
1661,10.0,2283.0,2.0,0.0,1626.0,0.0,20.0
1662,10.0,2269.0,2.0,0.0,1690.0,0.0,20.0
1663,10.0,2268.0,2.0,0.0,1761.0,120.0,20.0
1664,10.0,2346.0,2.0,0.0,1574.0,168.0,20.0
1665,10.0,2337.0,2.0,0.0,1502.0,122.0,20.0
1666,10.0,2263.0,2.0,0.0,1551.0,123.0,20.0
1667,10.0,2372.0,2.0,0.0,1461.0,108.0,20.0
1668,10.0,2374.0,2.0,0.0,1399.0,83.0,20.0
1669,10.0,2371.0,2.0,0.0,1241.0,79.0,20.0
1670,10.0,2364.0,2.0,0.0,1104.0,61.0,20.0
1671,10.0,2376.0,2.0,0.0,1292.0,64.0,20.0
1672,10.0,2341.0,2.0,0.0,1299.0,94.0,20.0
1673,10.0,2355.0,2.0,0.0,1525.0,103.0,20.0
1674,10.0,2381.0,2.0,0.0,1803.0,115.0,20.0
1675,10.0,2380.0,2.0,0.0,1802.0,178.0,20.0
1676,10.0,2345.0,2.0,0.0,1770.0,227.0,20.0
1677,10.0,2355.0,2.0,0.0,1741.0,164.0,20.0
1678,10.0,2356.0,2.0,0.0,1724.0,106.0,20.0
1679,10.0,2345.0,2.0,0.0,1607.0,86.0,20.0
1680,10.0,2373.0,2.0,0.0,1695.0,69.0,20.0
1681,10.0,2333.0,2.0,0.0,1455.0,66.0,20.0
1682,10.0,2339.0,2.0,0.0,1440.0,60.0,20.0
1683,10.0,2343.0,2.0,0.0,1283.0,75.0,20.0
1684,10.0,2326.0,2.0,0.0,1290.0,78.0,20.0
1685,10.0,2316.0,2.0,0.0,1476.0,107.0,20.0
1686,10.0,2379.0,2.0,0.0,1592.0,103.0,20.0
1687,10.0,2549.0,2.0,0.0,1744.0,126.0,20.0
1688,10.0,2442.0,2.0,0.0,1718.0,94.0,20.0
1689,10.0,2506.0,2.0,0.0,1637.0,28.0,20.0
1690,10.0,2498.0,2.0,0.0,1629.0,23.0,20.0
1691,10.0,2519.0,2.0,0.0,1560.0,0.0,20.0
1692,10.0,2249.0,2.0,0.0,1680.0,0.0,20.0
1693,10.0,2065.0,2.0,194.0,1753.0,0.0,20.0
1694,10.0,2129.0,2.0,0.0,1768.0,0.0,20.0
1695,10.0,2135.0,2.0,0.0,1773.0,24.0,20.0
1696,10.0,2112.0,2.0,0.0,1768.0,33.0,20.0
1697,10.0,2219.0,2.0,24.0,1816.0,145.0,20.0
1698,10.0,2236.0,2.0,252.0,1801.0,322.0,20.0
1699,10.0,2281.0,2.0,285.0,1764.0,325.0,20.0
1700,10.0,2301.0,2.0,219.0,1736.0,270.0,20.0
1701,10.0,2334.0,2.0,41.0,1741.0,234.0,20.0
1702,10.0,2234.0,2.0,0.0,1808.0,198.0,20.0
1703,10.0,2176.0,2.0,0.0,1810.0,144.0,20.0
1704,10.0,2038.0,2.0,0.0,1814.0,122.0,20.0
1705,10.0,2012.0,2.0,0.0,1629.0,30.0,20.0
1706,10.0,2020.0,2.0,0.0,1642.0,28.0,20.0
1707,10.0,2071.0,2.0,0.0,1430.0,29.0,20.0
1708,10.0,2103.0,2.0,0.0,1348.0,28.0,20.0
1709,10.0,2112.0,2.0,0.0,1534.0,28.0,20.0
1710,10.0,2054.0,2.0,0.0,1670.0,76.0,20.0
1711,10.0,2022.0,2.0,121.0,1751.0,263.0,20.0
1712,10.0,2024.0,2.0,204.0,1805.0,246.0,20.0
1713,10.0,2014.0,2.0,203.0,1775.0,259.0,20.0
1714,10.0,2036.0,2.0,175.0,1690.0,249.0,20.0
1715,10.0,2103.0,2.0,0.0,1764.0,288.0,20.0
1716,10.0,1977.0,2.0,94.0,1784.0,199.0,20.0
1717,10.0,1886.0,2.0,208.0,1755.0,176.0,20.0
1718,10.0,1929.0,2.0,207.0,1725.0,83.0,20.0
1719,10.0,1921.0,2.0,207.0,1766.0,46.0,20.0
1720,10.0,1907.0,2.0,335.0,1626.0,76.0,20.0
1721,10.0,1983.0,2.0,422.0,1673.0,107.0,20.0
1722,10.0,2092.0,2.0,530.0,1809.0,190.0,20.0
1723,10.0,2182.0,2.0,515.0,1794.0,196.0,20.0
1724,10.0,2458.0,2.0,197.0,1779.0,172.0,20.0
1725,10.0,2714.0,2.0,0.0,1662.0,110.0,20.0
1726,10.0,2731.0,2.0,0.0,1755.0,86.0,20.0
1727,10.0,2645.0,2.0,0.0,1722.0,115.0,20.0
1728,10.0,2506.0,2.0,0.0,1754.0,95.0,20.0
1729,10.0,2479.0,2.0,0.0,1622.0,74.0,20.0
1730,10.0,2509.0,2.0,0.0,1472.0,83.0,20.0
1731,10.0,2447.0,2.0,0.0,1614.0,46.0,20.0
1732,10.0,2406.0,2.0,0.0,1630.0,28.0,20.0
1733,10.0,2412.0,2.0,0.0,1625.0,28.0,20.0
1734,10.0,2474.0,2.0,0.0,1777.0,96.0,20.0
1735,10.0,2521.0,2.0,192.0,1814.0,217.0,20.0
1736,10.0,2546.0,2.0,202.0,1857.0,190.0,20.0
1737,10.0,2566.0,2.0,202.0,1820.0,167.0,20.0
1738,10.0,2605.0,2.0,177.0,1786.0,168.0,20.0
1739,10.0,2628.0,2.0,0.0,1806.0,183.0,20.0
1740,10.0,2615.0,2.0,0.0,1806.0,197.0,20.0
1741,10.0,2574.0,2.0,0.0,1825.0,180.0,20.0
1742,10.0,2563.0,2.0,0.0,1840.0,169.0,20.0
1743,10.0,2566.0,2.0,0.0,1812.0,194.0,20.0
1744,10.0,2639.0,2.0,61.0,1776.0,185.0,20.0
1745,10.0,2617.0,2.0,293.0,1740.0,172.0,20.0
1746,10.0,2643.0,2.0,465.0,1749.0,163.0,20.0
1747,10.0,2696.0,2.0,410.0,1760.0,160.0,20.0
1748,10.0,2758.0,2.0,379.0,1771.0,161.0,20.0
1749,10.0,2686.0,2.0,205.0,1820.0,159.0,20.0
1750,10.0,2618.0,2.0,204.0,1823.0,140.0,20.0
1751,10.0,2520.0,2.0,125.0,1827.0,136.0,20.0
1752,10.0,2528.0,2.0,0.0,1722.0,64.0,20.0
1753,10.0,2471.0,2.0,0.0,1771.0,130.0,20.0
1754,10.0,2484.0,2.0,0.0,1671.0,138.0,20.0
1755,10.0,2494.0,2.0,0.0,1676.0,86.0,20.0
1756,10.0,2478.0,2.0,0.0,1678.0,84.0,20.0
1757,10.0,2509.0,2.0,0.0,1679.0,78.0,20.0
1758,10.0,2498.0,2.0,0.0,1779.0,95.0,20.0
1759,10.0,2482.0,2.0,0.0,1829.0,97.0,20.0
1760,10.0,2474.0,2.0,0.0,1800.0,82.0,20.0
1761,10.0,2474.0,2.0,0.0,1820.0,115.0,20.0
1762,10.0,2485.0,2.0,0.0,1815.0,125.0,20.0
1763,10.0,2448.0,2.0,0.0,1758.0,104.0,20.0
1764,10.0,2501.0,2.0,0.0,1813.0,126.0,20.0
1765,10.0,2521.0,2.0,0.0,1762.0,75.0,20.0
1766,10.0,2611.0,2.0,0.0,1561.0,90.0,20.0
1767,10.0,2710.0,2.0,0.0,1458.0,42.0,20.0
1768,10.0,2777.0,2.0,0.0,1749.0,82.0,20.0
1769,10.0,2769.0,2.0,0.0,1828.0,155.0,20.0
1770,10.0,2836.0,2.0,0.0,1829.0,200.0,20.0
1771,10.0,2821.0,2.0,0.0,1830.0,217.0,20.0
1772,10.0,2830.0,2.0,0.0,1828.0,231.0,20.0
1773,10.0,2859.0,2.0,0.0,1799.0,116.0,20.0
1774,10.0,2872.0,2.0,0.0,1756.0,96.0,20.0
1775,10.0,2889.0,2.0,0.0,1818.0,105.0,20.0
1776,10.0,2849.0,2.0,0.0,1824.0,105.0,20.0
1777,10.0,2847.0,2.0,0.0,1773.0,80.0,20.0
1778,10.0,2845.0,2.0,0.0,1660.0,80.0,20.0
1779,10.0,2853.0,2.0,0.0,1579.0,26.0,20.0
1780,10.0,2843.0,2.0,0.0,1637.0,26.0,20.0
1781,10.0,2839.0,2.0,0.0,1695.0,26.0,20.0
1782,10.0,2861.0,2.0,0.0,1783.0,60.0,20.0
1783,10.0,2859.0,2.0,0.0,1796.0,103.0,20.0
1784,10.0,2876.0,2.0,0.0,1829.0,151.0,20.0
1785,10.0,2878.0,2.0,0.0,1829.0,193.0,20.0
1786,10.0,2853.0,2.0,0.0,1827.0,186.0,20.0
1787,10.0,2840.0,2.0,0.0,1823.0,268.0,20.0
1788,10.0,2785.0,2.0,0.0,1819.0,310.0,20.0
1789,10.0,2834.0,2.0,0.0,1809.0,242.0,20.0
1790,10.0,2778.0,2.0,0.0,1807.0,117.0,20.0
1791,10.0,2844.0,2.0,0.0,1802.0,57.0,20.0
1792,10.0,2856.0,2.0,0.0,1800.0,112.0,20.0
1793,10.0,2829.0,2.0,0.0,1797.0,224.0,20.0
1794,10.0,2858.0,2.0,0.0,1790.0,260.0,20.0
1795,10.0,2830.0,2.0,0.0,1753.0,104.0,20.0
1796,10.0,2817.0,2.0,0.0,1683.0,114.0,20.0
1797,10.0,2798.0,2.0,0.0,1767.0,120.0,20.0
1798,10.0,2791.0,2.0,0.0,1768.0,169.0,20.0
1799,10.0,2588.0,2.0,0.0,1813.0,148.0,20.0
1800,10.0,2761.0,2.0,0.0,1786.0,85.0,20.0
1801,10.0,2753.0,2.0,0.0,1771.0,36.0,20.0
1802,10.0,2645.0,2.0,0.0,1505.0,21.0,20.0
1803,10.0,2633.0,2.0,0.0,1524.0,21.0,20.0
1804,10.0,2618.0,2.0,0.0,1489.0,21.0,20.0
1805,10.0,2639.0,2.0,0.0,1564.0,21.0,20.0
1806,10.0,2717.0,2.0,0.0,1642.0,67.0,20.0
1807,10.0,2731.0,2.0,0.0,1854.0,90.0,20.0
1808,10.0,2851.0,2.0,0.0,1843.0,215.0,20.0
1809,10.0,2831.0,2.0,0.0,1845.0,213.0,20.0
1810,10.0,2697.0,2.0,0.0,1847.0,302.0,20.0
1811,10.0,2688.0,2.0,0.0,1844.0,153.0,20.0
1812,10.0,2674.0,2.0,0.0,1838.0,135.0,20.0
1813,10.0,2736.0,2.0,0.0,1798.0,102.0,20.0
1814,10.0,2827.0,2.0,0.0,1820.0,166.0,20.0
1815,10.0,2836.0,2.0,0.0,1826.0,148.0,20.0
1816,10.0,2844.0,2.0,0.0,1794.0,112.0,20.0
1817,10.0,2825.0,2.0,0.0,1742.0,115.0,20.0
1818,10.0,2860.0,2.0,0.0,1819.0,163.0,20.0
1819,10.0,2844.0,2.0,0.0,1814.0,105.0,20.0
1820,10.0,2870.0,2.0,0.0,1761.0,93.0,20.0
1821,10.0,2884.0,2.0,0.0,1815.0,75.0,20.0
1822,10.0,2829.0,2.0,0.0,1788.0,33.0,20.0
1823,10.0,2709.0,2.0,0.0,1820.0,37.0,20.0
1824,10.0,2626.0,2.0,0.0,1835.0,72.0,20.0
1825,10.0,2634.0,2.0,0.0,1676.0,20.0,20.0
1826,10.0,2642.0,2.0,0.0,1416.0,20.0,20.0
1827,10.0,2652.0,2.0,0.0,1322.0,20.0,20.0
1828,10.0,2645.0,2.0,0.0,1238.0,20.0,20.0
1829,10.0,2646.0,2.0,0.0,1253.0,20.0,20.0
1830,10.0,2640.0,2.0,0.0,1387.0,20.0,20.0
1831,10.0,2645.0,2.0,0.0,1619.0,23.0,20.0
1832,10.0,2713.0,2.0,0.0,1865.0,100.0,20.0
1833,10.0,2824.0,2.0,0.0,1892.0,184.0,20.0
1834,10.0,2790.0,2.0,0.0,1891.0,249.0,20.0
1835,10.0,2808.0,2.0,0.0,1881.0,301.0,20.0
1836,10.0,2834.0,2.0,0.0,1873.0,307.0,20.0
1837,10.0,2820.0,2.0,0.0,1857.0,264.0,20.0
1838,10.0,2821.0,2.0,0.0,1831.0,172.0,20.0
1839,10.0,2822.0,2.0,0.0,1778.0,90.0,20.0
1840,10.0,2839.0,2.0,0.0,1767.0,102.0,20.0
1841,10.0,2869.0,2.0,0.0,1818.0,135.0,20.0
1842,10.0,2880.0,2.0,0.0,1804.0,215.0,20.0
1843,10.0,2893.0,2.0,0.0,1793.0,232.0,20.0
1844,10.0,2877.0,2.0,0.0,1789.0,280.0,20.0
1845,10.0,2842.0,2.0,0.0,1780.0,237.0,20.0
1846,10.0,2808.0,2.0,0.0,1781.0,231.0,20.0
1847,10.0,2696.0,2.0,0.0,1779.0,173.0,20.0
1848,10.0,2560.0,2.0,0.0,1777.0,123.0,20.0
1849,10.0,2540.0,2.0,0.0,1720.0,111.0,20.0
1850,10.0,2582.0,2.0,0.0,1617.0,93.0,20.0
1851,10.0,2605.0,2.0,0.0,1545.0,130.0,20.0
1852,10.0,2621.0,2.0,0.0,1583.0,122.0,20.0
1853,10.0,2634.0,2.0,0.0,1570.0,103.0,20.0
1854,10.0,2843.0,2.0,0.0,1629.0,122.0,20.0
1855,10.0,2982.0,2.0,91.0,1732.0,273.0,20.0
1856,10.0,2991.0,2.0,199.0,1726.0,268.0,20.0
1857,10.0,2981.0,2.0,199.0,1717.0,265.0,20.0
1858,10.0,2998.0,2.0,200.0,1709.0,267.0,20.0
1859,10.0,2992.0,2.0,199.0,1702.0,254.0,20.0
1860,10.0,2942.0,2.0,274.0,1688.0,298.0,20.0
1861,10.0,2996.0,2.0,233.0,1683.0,253.0,21.0
1862,10.0,3006.0,2.0,220.0,1675.0,236.0,25.0
1863,10.0,2962.0,2.0,225.0,1677.0,191.0,32.0
1864,10.0,3015.0,2.0,206.0,1668.0,196.0,34.0
1865,10.0,2975.0,2.0,205.0,1665.0,184.0,44.0
1866,10.0,2914.0,2.0,366.0,1667.0,266.0,50.0
1867,10.0,2890.0,2.0,421.0,1668.0,281.0,65.0
1868,10.0,2839.0,2.0,515.0,1663.0,285.0,25.0
1869,10.0,2823.0,2.0,391.0,1658.0,284.0,25.0
1870,10.0,2846.0,2.0,270.0,1663.0,285.0,24.0
1871,10.0,2906.0,2.0,122.0,1659.0,283.0,25.0
1872,10.0,2858.0,2.0,0.0,1653.0,239.0,24.0
1873,10.0,2695.0,2.0,0.0,1587.0,186.0,25.0
1874,10.0,2615.0,2.0,0.0,1440.0,191.0,26.0
1875,10.0,2642.0,2.0,0.0,1475.0,205.0,49.0
1876,10.0,2594.0,2.0,0.0,1472.0,179.0,94.0
1877,10.0,2647.0,2.0,0.0,1498.0,207.0,99.0
1878,10.0,2752.0,2.0,0.0,1652.0,273.0,114.0
1879,10.0,2902.0,2.0,0.0,1652.0,280.0,112.0
1880,10.0,3009.0,2.0,0.0,1645.0,278.0,112.0
1881,10.0,2991.0,2.0,0.0,1640.0,278.0,113.0
1882,10.0,2942.0,2.0,52.0,1641.0,283.0,113.0
1883,10.0,2874.0,2.0,202.0,1642.0,262.0,112.0
1884,10.0,2898.0,2.0,200.0,1637.0,263.0,113.0
1885,10.0,2890.0,2.0,202.0,1636.0,264.0,114.0
1886,10.0,2930.0,2.0,93.0,1636.0,245.0,114.0
1887,10.0,2991.0,2.0,0.0,1629.0,193.0,114.0
1888,10.0,3018.0,2.0,0.0,1629.0,199.0,113.0
1889,10.0,3063.0,2.0,0.0,1626.0,197.0,113.0
1890,10.0,3125.0,2.0,122.0,1625.0,228.0,107.0
1891,10.0,3210.0,2.0,198.0,1625.0,226.0,69.0
1892,10.0,3189.0,2.0,87.0,1620.0,230.0,68.0
1893,10.0,3138.0,2.0,0.0,1619.0,244.0,65.0
1894,10.0,3035.0,2.0,0.0,1621.0,251.0,64.0
1895,10.0,2906.0,2.0,0.0,1617.0,177.0,64.0
1896,10.0,2839.0,2.0,0.0,1617.0,237.0,65.0
1897,10.0,2908.0,2.0,0.0,1481.0,265.0,64.0
1898,10.0,2904.0,2.0,0.0,1423.0,214.0,64.0
1899,10.0,2903.0,2.0,0.0,1410.0,229.0,84.0
1900,10.0,2923.0,2.0,0.0,1457.0,201.0,119.0
1901,10.0,2873.0,2.0,0.0,1457.0,192.0,119.0
1902,10.0,2873.0,2.0,0.0,1594.0,182.0,118.0
1903,10.0,2942.0,2.0,75.0,1613.0,254.0,118.0
1904,10.0,2947.0,2.0,201.0,1614.0,248.0,118.0
1905,10.0,3042.0,2.0,169.0,1613.0,244.0,116.0
1906,10.0,3145.0,2.0,0.0,1613.0,241.0,116.0
1907,10.0,2767.0,2.0,0.0,1613.0,245.0,116.0
1908,10.0,3091.0,2.0,0.0,1609.0,218.0,118.0
1909,10.0,3114.0,2.0,0.0,1608.0,207.0,117.0
1910,10.0,3172.0,2.0,0.0,1608.0,59.0,116.0
1911,10.0,3197.0,2.0,0.0,1602.0,46.0,117.0
1912,10.0,3208.0,2.0,0.0,1599.0,47.0,117.0
1913,10.0,3128.0,2.0,0.0,1601.0,102.0,117.0
1914,10.0,3049.0,2.0,241.0,1596.0,264.0,112.0
1915,10.0,3031.0,2.0,407.0,1596.0,272.0,76.0
1916,10.0,3016.0,2.0,409.0,1591.0,245.0,69.0
1917,10.0,3038.0,2.0,246.0,1593.0,231.0,68.0
1918,10.0,2982.0,2.0,214.0,1590.0,234.0,65.0
1919,10.0,3061.0,2.0,53.0,1594.0,246.0,65.0
1920,10.0,3048.0,2.0,0.0,1595.0,224.0,64.0
1921,10.0,3080.0,2.0,0.0,1477.0,200.0,64.0
1922,10.0,3059.0,2.0,0.0,1395.0,193.0,65.0
1923,10.0,3069.0,2.0,0.0,1444.0,172.0,75.0
1924,10.0,3079.0,2.0,0.0,1433.0,182.0,114.0
1925,10.0,3067.0,2.0,0.0,1433.0,169.0,119.0
1926,10.0,3070.0,2.0,0.0,1562.0,178.0,119.0
1927,10.0,3108.0,2.0,0.0,1586.0,199.0,119.0
1928,10.0,3093.0,2.0,0.0,1588.0,299.0,118.0
1929,10.0,3231.0,2.0,0.0,1552.0,249.0,117.0
1930,10.0,3170.0,2.0,0.0,1571.0,204.0,118.0
1931,10.0,3180.0,2.0,0.0,1585.0,210.0,117.0
1932,10.0,3161.0,2.0,0.0,1582.0,207.0,117.0
1933,10.0,3158.0,2.0,0.0,1583.0,162.0,117.0
1934,10.0,3089.0,2.0,0.0,1588.0,162.0,116.0
1935,10.0,3138.0,2.0,0.0,1589.0,138.0,118.0
1936,10.0,3089.0,2.0,0.0,1590.0,191.0,118.0
1937,10.0,3076.0,2.0,0.0,1589.0,241.0,116.0
1938,10.0,3135.0,2.0,225.0,1587.0,308.0,114.0
1939,10.0,3099.0,2.0,271.0,1582.0,313.0,95.0
1940,10.0,3031.0,2.0,289.0,1579.0,313.0,73.0
1941,10.0,3047.0,2.0,233.0,1578.0,277.0,66.0
1942,10.0,3000.0,2.0,233.0,1579.0,269.0,66.0
1943,10.0,3052.0,2.0,144.0,1589.0,253.0,64.0
1944,10.0,3051.0,2.0,0.0,1583.0,262.0,66.0
1945,10.0,3065.0,2.0,0.0,1424.0,169.0,66.0
1946,10.0,3065.0,2.0,0.0,1404.0,177.0,67.0
1947,10.0,3080.0,2.0,0.0,1437.0,185.0,79.0
1948,10.0,3015.0,2.0,0.0,1437.0,208.0,118.0
1949,10.0,3011.0,2.0,0.0,1505.0,192.0,118.0
1950,10.0,3057.0,2.0,0.0,1585.0,214.0,118.0
1951,10.0,3108.0,2.0,0.0,1584.0,205.0,117.0
1952,10.0,3160.0,2.0,0.0,1582.0,247.0,118.0
1953,10.0,3198.0,2.0,0.0,1580.0,268.0,118.0
1954,10.0,3148.0,2.0,0.0,1580.0,272.0,116.0
1955,10.0,3135.0,2.0,0.0,1580.0,292.0,117.0
1956,10.0,3149.0,2.0,0.0,1579.0,267.0,118.0
1957,10.0,2956.0,2.0,0.0,1580.0,279.0,116.0
1958,10.0,2981.0,2.0,0.0,1574.0,233.0,118.0
1959,10.0,3005.0,2.0,0.0,1570.0,200.0,117.0
1960,10.0,2970.0,2.0,0.0,1569.0,193.0,117.0
1961,10.0,3162.0,2.0,0.0,1568.0,187.0,117.0
1962,10.0,3260.0,2.0,97.0,1568.0,255.0,118.0
1963,10.0,3269.0,2.0,156.0,1563.0,246.0,111.0
1964,10.0,3323.0,2.0,0.0,1562.0,285.0,77.0
1965,10.0,3284.0,2.0,0.0,1550.0,231.0,69.0
1966,10.0,3163.0,2.0,0.0,1568.0,222.0,69.0
1967,10.0,3128.0,2.0,0.0,1565.0,237.0,65.0
1968,10.0,3064.0,2.0,0.0,1568.0,180.0,65.0
1969,10.0,2997.0,2.0,0.0,1521.0,162.0,66.0
1970,10.0,2944.0,2.0,0.0,1534.0,156.0,64.0
1971,10.0,2972.0,2.0,0.0,1380.0,125.0,65.0
1972,10.0,2996.0,2.0,0.0,1437.0,128.0,80.0
1973,10.0,3024.0,2.0,0.0,1430.0,126.0,115.0
1974,10.0,3027.0,2.0,0.0,1535.0,104.0,120.0
1975,10.0,3033.0,2.0,0.0,1576.0,213.0,118.0
1976,10.0,2963.0,2.0,0.0,1578.0,250.0,120.0
1977,10.0,2974.0,2.0,0.0,1580.0,206.0,116.0
1978,10.0,2961.0,2.0,0.0,1579.0,230.0,117.0
1979,10.0,2952.0,2.0,0.0,1580.0,229.0,109.0
1980,10.0,2949.0,2.0,0.0,1580.0,220.0,103.0
1981,10.0,3001.0,2.0,0.0,1546.0,202.0,104.0
1982,10.0,2999.0,2.0,0.0,1568.0,268.0,99.0
1983,10.0,3051.0,2.0,0.0,1580.0,234.0,104.0
1984,10.0,3042.0,2.0,0.0,1581.0,203.0,107.0
1985,10.0,3052.0,2.0,0.0,1584.0,264.0,106.0
1986,10.0,3073.0,2.0,0.0,1581.0,295.0,112.0
1987,10.0,3140.0,2.0,0.0,1580.0,262.0,109.0
1988,10.0,3100.0,2.0,0.0,1577.0,248.0,85.0
1989,10.0,2992.0,2.0,0.0,1576.0,202.0,22.0
1990,10.0,2927.0,2.0,0.0,1578.0,244.0,20.0
1991,10.0,2846.0,2.0,0.0,1575.0,274.0,20.0
1992,10.0,2856.0,2.0,0.0,1573.0,229.0,20.0
1993,10.0,2888.0,2.0,0.0,1502.0,200.0,20.0
1994,10.0,2898.0,2.0,0.0,1426.0,132.0,20.0
1995,10.0,2878.0,2.0,0.0,1392.0,170.0,20.0
1996,10.0,2912.0,2.0,0.0,1435.0,180.0,20.0
1997,10.0,2928.0,2.0,0.0,1463.0,159.0,20.0
1998,10.0,2890.0,2.0,0.0,1564.0,158.0,20.0
1999,10.0,2931.0,2.0,0.0,1560.0,224.0,20.0
2000,10.0,2909.0,2.0,0.0,1560.0,218.0,20.0
2001,10.0,2858.0,2.0,0.0,1562.0,201.0,20.0
2002,10.0,2835.0,2.0,0.0,1565.0,288.0,20.0
2003,10.0,2872.0,2.0,0.0,1564.0,255.0,20.0
2004,10.0,2845.0,2.0,0.0,1516.0,285.0,20.0
2005,10.0,2886.0,2.0,0.0,1569.0,273.0,20.0
2006,10.0,2927.0,2.0,0.0,1572.0,234.0,20.0
2007,10.0,2861.0,2.0,0.0,1566.0,217.0,20.0
2008,10.0,2861.0,2.0,0.0,1568.0,219.0,20.0
2009,10.0,2859.0,2.0,0.0,1572.0,281.0,20.0
2010,10.0,2839.0,2.0,124.0,1573.0,294.0,20.0
2011,10.0,2871.0,2.0,287.0,1571.0,279.0,20.0
2012,10.0,2896.0,2.0,264.0,1572.0,261.0,20.0
