,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
11232,4369.0,13368.0,0.0,2543.0,2563.0,200.0,23.0,235.0,2223.0,54.0,6503.0,286.0,175.0,0.0,391.0,922.0,11741.0
11233,4371.0,13410.0,0.0,2523.0,2521.0,200.0,23.0,238.0,2224.0,53.0,6500.0,286.0,176.0,0.0,394.0,998.0,11776.0
11234,4373.0,13399.0,0.0,2516.0,2505.0,200.0,23.0,255.0,2224.0,40.0,6494.0,286.0,176.0,0.0,391.0,1130.0,11753.0
11235,4369.0,13363.0,0.0,2515.0,2513.0,201.0,23.0,247.0,2224.0,37.0,6472.0,286.0,176.0,0.0,384.0,1252.0,11701.0
11236,4360.0,13328.0,0.0,2531.0,2486.0,203.0,23.0,251.0,2223.0,45.0,6500.0,289.0,176.0,0.0,381.0,1339.0,11366.0
11237,4374.0,13365.0,0.0,2531.0,2454.0,203.0,23.0,255.0,2223.0,37.0,6505.0,289.0,176.0,0.0,384.0,1317.0,11343.0
11238,4377.0,13363.0,0.0,2544.0,2492.0,202.0,23.0,251.0,2223.0,44.0,6511.0,289.0,176.0,0.0,391.0,1352.0,11329.0
11239,4382.0,13323.0,0.0,2544.0,2491.0,203.0,23.0,229.0,2221.0,41.0,6518.0,289.0,176.0,0.0,381.0,1458.0,11082.0
11240,4349.0,13342.0,0.0,2495.0,2471.0,202.0,23.0,204.0,2217.0,50.0,6526.0,295.0,176.0,0.0,375.0,1449.0,10755.0
11241,4343.0,13357.0,0.0,2490.0,2477.0,202.0,23.0,205.0,2212.0,63.0,6526.0,295.0,176.0,0.0,381.0,1440.0,10442.0
11242,4332.0,13229.0,0.0,2503.0,2497.0,203.0,23.0,205.0,2210.0,71.0,6528.0,295.0,176.0,0.0,382.0,1526.0,10111.0
11243,4340.0,13299.0,0.0,2500.0,2511.0,202.0,23.0,205.0,2208.0,63.0,6531.0,295.0,176.0,0.0,391.0,1562.0,9864.0
11244,4380.0,13385.0,0.0,2519.0,2376.0,202.0,23.0,258.0,2211.0,56.0,6527.0,299.0,176.0,0.0,382.0,1490.0,9740.0
11245,4373.0,13421.0,0.0,2527.0,2304.0,202.0,24.0,330.0,2206.0,42.0,6519.0,301.0,178.0,0.0,388.0,1398.0,9762.0
11246,4376.0,13468.0,0.0,2538.0,2276.0,203.0,24.0,327.0,2204.0,44.0,6523.0,302.0,179.0,0.0,392.0,1332.0,9806.0
11247,4378.0,13553.0,0.0,2561.0,2268.0,203.0,24.0,330.0,2202.0,44.0,6527.0,302.0,179.0,0.0,392.0,1329.0,9782.0
11248,4385.0,13572.0,0.0,2565.0,2278.0,203.0,24.0,215.0,2200.0,40.0,6516.0,302.0,179.0,0.0,381.0,1374.0,9770.0
11249,4393.0,13572.0,0.0,2560.0,2306.0,202.0,24.0,205.0,2200.0,44.0,6521.0,303.0,179.0,0.0,375.0,1385.0,9665.0
11250,4399.0,13682.0,0.0,2572.0,2269.0,203.0,24.0,205.0,2201.0,46.0,6524.0,306.0,180.0,0.0,375.0,1416.0,9593.0
11251,4409.0,13829.0,0.0,2557.0,2213.0,203.0,24.0,205.0,2201.0,49.0,6528.0,306.0,181.0,19.0,384.0,1375.0,9572.0
11252,4411.0,13868.0,0.0,2552.0,2083.0,205.0,24.0,204.0,2203.0,45.0,6530.0,307.0,181.0,88.0,378.0,1390.0,9703.0
11253,4406.0,13820.0,0.0,2549.0,2092.0,204.0,24.0,204.0,2206.0,42.0,6510.0,306.0,181.0,302.0,386.0,1412.0,9828.0
11254,4405.0,13754.0,0.0,2566.0,2084.0,204.0,24.0,258.0,2206.0,47.0,6525.0,307.0,181.0,733.0,394.0,1394.0,9654.0
11255,4417.0,13651.0,0.0,2551.0,2064.0,203.0,24.0,389.0,2210.0,48.0,6529.0,307.0,181.0,1370.0,379.0,1414.0,9455.0
11256,4427.0,13506.0,0.0,2658.0,2095.0,203.0,24.0,427.0,2212.0,44.0,6495.0,307.0,181.0,2207.0,363.0,1423.0,9358.0
11257,4424.0,13540.0,0.0,2667.0,2117.0,203.0,24.0,409.0,2209.0,45.0,6433.0,307.0,182.0,3141.0,357.0,1385.0,9214.0
11258,4432.0,13577.0,0.0,2677.0,2107.0,203.0,23.0,474.0,2209.0,48.0,6414.0,306.0,181.0,4183.0,357.0,1211.0,8934.0
11259,4420.0,13698.0,0.0,2657.0,2140.0,203.0,23.0,492.0,2211.0,61.0,6469.0,306.0,181.0,5381.0,350.0,1049.0,8411.0
11260,4423.0,13696.0,0.0,2692.0,2153.0,203.0,23.0,1444.0,2209.0,52.0,6481.0,306.0,181.0,6660.0,357.0,1069.0,7865.0
11261,4425.0,13688.0,0.0,2700.0,2345.0,203.0,22.0,1726.0,2208.0,60.0,6490.0,306.0,181.0,8045.0,355.0,1112.0,7210.0
11262,4413.0,13692.0,0.0,2695.0,2375.0,203.0,22.0,2015.0,2208.0,59.0,6496.0,306.0,181.0,9454.0,359.0,998.0,6698.0
11263,4414.0,13677.0,0.0,2669.0,2430.0,203.0,22.0,1982.0,2209.0,63.0,6512.0,305.0,181.0,10846.0,361.0,854.0,6350.0
11264,4412.0,13733.0,0.0,2657.0,2315.0,203.0,21.0,2524.0,2207.0,58.0,6510.0,305.0,181.0,12252.0,362.0,796.0,6140.0
11265,4423.0,13752.0,0.0,2659.0,2275.0,203.0,21.0,2055.0,2213.0,52.0,6509.0,304.0,181.0,13649.0,362.0,730.0,6121.0
11266,4408.0,13698.0,0.0,2654.0,2329.0,203.0,21.0,1678.0,2211.0,52.0,6510.0,304.0,181.0,14949.0,365.0,671.0,6051.0
11267,4391.0,13601.0,0.0,2626.0,2298.0,203.0,21.0,1273.0,2208.0,45.0,6494.0,304.0,181.0,16075.0,362.0,627.0,6134.0
11268,4393.0,13363.0,0.0,2557.0,2249.0,203.0,21.0,948.0,2207.0,54.0,6512.0,305.0,181.0,17048.0,362.0,660.0,6224.0
11269,4393.0,13231.0,0.0,2557.0,2232.0,203.0,20.0,940.0,2211.0,54.0,6508.0,305.0,181.0,18083.0,356.0,613.0,6263.0
11270,4408.0,13131.0,0.0,2555.0,2240.0,203.0,20.0,699.0,2210.0,53.0,6497.0,302.0,181.0,19017.0,352.0,597.0,6386.0
11271,4390.0,13051.0,0.0,2545.0,2239.0,203.0,20.0,615.0,2211.0,42.0,6448.0,301.0,180.0,19859.0,362.0,663.0,6506.0
11272,4403.0,13219.0,0.0,2519.0,2223.0,203.0,20.0,1202.0,2212.0,56.0,6505.0,298.0,179.0,20575.0,363.0,740.0,6563.0
11273,4405.0,13327.0,0.0,2494.0,2205.0,203.0,20.0,926.0,2210.0,54.0,6496.0,293.0,178.0,21157.0,363.0,733.0,6578.0
11274,4410.0,13377.0,0.0,2499.0,2209.0,202.0,20.0,417.0,2211.0,45.0,6485.0,293.0,176.0,21504.0,363.0,758.0,6786.0
11275,4395.0,13317.0,0.0,2485.0,2218.0,204.0,19.0,275.0,2208.0,45.0,6396.0,293.0,176.0,21710.0,362.0,818.0,7107.0
11276,4388.0,13202.0,0.0,2422.0,2396.0,203.0,19.0,314.0,2207.0,58.0,6379.0,290.0,176.0,21701.0,359.0,840.0,7402.0
11277,4383.0,13047.0,0.0,2411.0,2386.0,204.0,19.0,240.0,2203.0,48.0,6430.0,289.0,175.0,21970.0,361.0,884.0,7714.0
11278,4386.0,13004.0,0.0,2411.0,2405.0,204.0,19.0,244.0,2208.0,47.0,6489.0,289.0,174.0,21924.0,361.0,945.0,7839.0
11279,4386.0,12941.0,0.0,2373.0,2406.0,201.0,19.0,220.0,2205.0,39.0,6472.0,279.0,174.0,21930.0,363.0,951.0,8074.0
11280,4396.0,12827.0,0.0,2364.0,2430.0,201.0,19.0,317.0,2206.0,56.0,6482.0,274.0,169.0,21883.0,365.0,947.0,8105.0
11281,4377.0,12591.0,0.0,2355.0,2267.0,203.0,19.0,233.0,2211.0,45.0,6415.0,273.0,167.0,21819.0,366.0,965.0,8263.0
11282,4395.0,12570.0,0.0,2351.0,2253.0,203.0,19.0,236.0,2213.0,46.0,6401.0,270.0,166.0,21649.0,366.0,940.0,8195.0
11283,4393.0,12476.0,0.0,2331.0,2237.0,203.0,18.0,247.0,2214.0,40.0,6418.0,269.0,165.0,21398.0,365.0,956.0,8300.0
11284,4399.0,12528.0,0.0,2334.0,2245.0,204.0,18.0,337.0,2212.0,43.0,6438.0,268.0,165.0,21049.0,366.0,983.0,8223.0
11285,4401.0,12573.0,0.0,2340.0,2229.0,204.0,18.0,326.0,2208.0,41.0,6437.0,268.0,165.0,20629.0,365.0,1000.0,8147.0
11286,4405.0,12590.0,0.0,2342.0,2201.0,204.0,18.0,314.0,2214.0,41.0,6459.0,268.0,165.0,20138.0,365.0,1044.0,7833.0
11287,4394.0,12573.0,0.0,2346.0,2191.0,204.0,18.0,329.0,2213.0,40.0,6455.0,268.0,165.0,19643.0,367.0,1056.0,7617.0
11288,4417.0,12526.0,0.0,2324.0,2192.0,204.0,18.0,281.0,2216.0,41.0,6279.0,265.0,165.0,19092.0,367.0,1124.0,7274.0
11289,4417.0,12574.0,0.0,2318.0,2198.0,204.0,18.0,320.0,2215.0,47.0,6136.0,262.0,163.0,18518.0,369.0,1142.0,7177.0
11290,4414.0,12570.0,0.0,2313.0,2203.0,204.0,18.0,322.0,2216.0,44.0,6091.0,259.0,161.0,17768.0,375.0,1136.0,6897.0
11291,4425.0,12520.0,0.0,2328.0,2188.0,204.0,18.0,401.0,2213.0,43.0,6153.0,256.0,160.0,16880.0,370.0,1175.0,6754.0
11292,4420.0,12232.0,0.0,2382.0,2351.0,204.0,18.0,627.0,2209.0,41.0,6209.0,256.0,159.0,15838.0,365.0,1236.0,6457.0
11293,4428.0,12428.0,0.0,2387.0,2348.0,203.0,18.0,604.0,2208.0,48.0,6346.0,256.0,159.0,14620.0,365.0,1334.0,6081.0
11294,4425.0,12472.0,0.0,2426.0,2358.0,204.0,18.0,579.0,2206.0,52.0,6481.0,256.0,159.0,13605.0,365.0,1361.0,5704.0
11295,4423.0,12480.0,0.0,2529.0,2356.0,204.0,18.0,980.0,2208.0,45.0,6474.0,256.0,159.0,12591.0,365.0,1333.0,5394.0
11296,4419.0,12833.0,0.0,2713.0,2344.0,204.0,18.0,1063.0,2209.0,47.0,6463.0,261.0,159.0,11385.0,365.0,1369.0,5153.0
11297,4422.0,13130.0,0.0,2717.0,2457.0,204.0,18.0,1284.0,2209.0,56.0,6474.0,262.0,161.0,10066.0,365.0,1401.0,4829.0
11298,4429.0,13411.0,0.0,2748.0,2552.0,204.0,18.0,2366.0,2206.0,67.0,6468.0,262.0,161.0,8810.0,361.0,1395.0,4452.0
11299,4423.0,13659.0,0.0,2745.0,2755.0,204.0,18.0,3285.0,2202.0,58.0,6466.0,262.0,161.0,7534.0,356.0,1383.0,3919.0
11300,4430.0,13819.0,0.0,2980.0,3023.0,203.0,18.0,2367.0,2199.0,48.0,6452.0,276.0,162.0,6345.0,358.0,1364.0,3386.0
11301,4425.0,13938.0,0.0,2993.0,3383.0,203.0,18.0,3171.0,2194.0,49.0,6466.0,280.0,167.0,5167.0,361.0,1362.0,3033.0
11302,4428.0,14001.0,0.0,3007.0,3583.0,203.0,18.0,3982.0,2189.0,98.0,6471.0,280.0,169.0,4048.0,354.0,1405.0,2627.0
11303,4394.0,14016.0,0.0,3082.0,3685.0,203.0,18.0,4436.0,2188.0,116.0,6471.0,280.0,169.0,3099.0,357.0,1449.0,2385.0
11304,4387.0,14002.0,0.0,3329.0,3892.0,203.0,18.0,4489.0,2190.0,99.0,6454.0,280.0,169.0,2301.0,352.0,1431.0,2183.0
11305,4393.0,14014.0,0.0,3336.0,3952.0,202.0,18.0,4993.0,2189.0,111.0,6465.0,280.0,169.0,1607.0,349.0,1414.0,1919.0
11306,4403.0,14023.0,0.0,3370.0,3997.0,203.0,18.0,5321.0,2188.0,113.0,6469.0,280.0,169.0,909.0,352.0,1347.0,1936.0
11307,4425.0,14053.0,0.0,3352.0,4031.0,203.0,19.0,5568.0,2187.0,113.0,6469.0,280.0,169.0,479.0,357.0,1273.0,1840.0
11308,4419.0,14060.0,0.0,3417.0,4028.0,202.0,19.0,5495.0,2185.0,113.0,6462.0,276.0,169.0,189.0,361.0,1178.0,1776.0
11309,4423.0,14082.0,0.0,3413.0,4007.0,203.0,19.0,4981.0,2184.0,113.0,6470.0,276.0,168.0,38.0,361.0,1097.0,1674.0
11310,4401.0,14083.0,0.0,3431.0,3973.0,203.0,19.0,4872.0,2180.0,113.0,6472.0,276.0,167.0,2.0,361.0,1044.0,1643.0
11311,4396.0,14092.0,0.0,3404.0,4066.0,202.0,20.0,5097.0,2180.0,113.0,6472.0,276.0,167.0,0.0,361.0,941.0,1637.0
11312,4392.0,14087.0,0.0,3429.0,4154.0,204.0,20.0,5473.0,2182.0,115.0,6475.0,276.0,167.0,0.0,361.0,885.0,1685.0
11313,4400.0,14089.0,0.0,3424.0,4154.0,204.0,20.0,5447.0,2180.0,115.0,6479.0,276.0,167.0,0.0,361.0,856.0,1676.0
11314,4394.0,14083.0,0.0,3436.0,4141.0,205.0,21.0,4723.0,2161.0,114.0,6474.0,276.0,167.0,0.0,361.0,825.0,1642.0
11315,4396.0,14067.0,0.0,3337.0,4127.0,204.0,21.0,4060.0,2161.0,80.0,6450.0,276.0,167.0,0.0,361.0,760.0,1579.0
11316,4389.0,14103.0,0.0,3153.0,4029.0,204.0,21.0,4311.0,2167.0,76.0,6471.0,270.0,167.0,0.0,361.0,754.0,1515.0
11317,4393.0,14076.0,0.0,3129.0,3976.0,203.0,21.0,3568.0,2187.0,66.0,6444.0,265.0,165.0,0.0,361.0,733.0,1478.0
11318,4393.0,14098.0,0.0,3147.0,3951.0,203.0,22.0,3399.0,2189.0,75.0,6469.0,264.0,162.0,0.0,361.0,701.0,1498.0
11319,4377.0,14071.0,0.0,3104.0,3862.0,202.0,22.0,2654.0,2178.0,65.0,6458.0,264.0,162.0,0.0,361.0,687.0,1526.0
11320,4379.0,14083.0,0.0,2931.0,3834.0,203.0,22.0,3170.0,2171.0,76.0,6484.0,257.0,162.0,0.0,360.0,708.0,1569.0
11321,4370.0,14085.0,0.0,2921.0,3651.0,203.0,22.0,2656.0,2196.0,67.0,6482.0,250.0,159.0,0.0,367.0,703.0,1645.0
11322,4374.0,14070.0,0.0,3742.0,3537.0,202.0,22.0,1787.0,2200.0,60.0,6489.0,246.0,156.0,0.0,375.0,699.0,1653.0
11323,4382.0,14037.0,0.0,3326.0,3312.0,205.0,23.0,1606.0,2200.0,58.0,6480.0,233.0,154.0,0.0,370.0,668.0,1690.0
11324,4368.0,14039.0,0.0,2886.0,2838.0,205.0,23.0,959.0,2202.0,73.0,6489.0,228.0,148.0,0.0,366.0,632.0,1663.0
11325,4369.0,13937.0,0.0,2398.0,2626.0,204.0,23.0,667.0,2201.0,68.0,6487.0,227.0,147.0,0.0,373.0,661.0,1610.0
11326,4375.0,13853.0,0.0,2237.0,2512.0,205.0,23.0,476.0,2199.0,64.0,6482.0,227.0,147.0,0.0,365.0,671.0,1496.0
11327,4358.0,13730.0,0.0,2410.0,2317.0,205.0,23.0,455.0,2197.0,63.0,6463.0,226.0,147.0,0.0,366.0,709.0,1485.0
11328,4352.0,13916.0,0.0,2328.0,1976.0,204.0,23.0,1144.0,2197.0,78.0,6504.0,226.0,147.0,0.0,366.0,740.0,1533.0
11329,4368.0,14014.0,0.0,2301.0,1972.0,204.0,23.0,935.0,2197.0,71.0,6499.0,226.0,147.0,0.0,366.0,778.0,1558.0
11330,4352.0,14042.0,0.0,2276.0,2011.0,204.0,23.0,676.0,2194.0,72.0,6503.0,226.0,147.0,0.0,369.0,816.0,1503.0
11331,4359.0,13924.0,0.0,2248.0,2035.0,204.0,23.0,455.0,2196.0,64.0,6494.0,226.0,147.0,0.0,377.0,814.0,1430.0
11332,4359.0,13814.0,0.0,1886.0,2010.0,204.0,23.0,425.0,2199.0,64.0,6504.0,226.0,147.0,0.0,379.0,799.0,1413.0
11333,4355.0,13786.0,0.0,2254.0,2036.0,204.0,23.0,404.0,2200.0,54.0,6496.0,226.0,147.0,0.0,386.0,804.0,1405.0
11334,4355.0,13774.0,0.0,2249.0,2011.0,204.0,23.0,433.0,2201.0,53.0,6498.0,226.0,147.0,0.0,370.0,819.0,1381.0
11335,4351.0,13739.0,0.0,2235.0,1970.0,205.0,23.0,369.0,2203.0,51.0,6482.0,226.0,147.0,0.0,378.0,766.0,1528.0
11336,4354.0,13727.0,0.0,2270.0,1864.0,204.0,23.0,309.0,2205.0,54.0,6494.0,226.0,147.0,0.0,295.0,720.0,1584.0
11337,4362.0,13590.0,0.0,2271.0,1841.0,204.0,23.0,261.0,2204.0,48.0,6491.0,226.0,147.0,0.0,386.0,692.0,1717.0
11338,4362.0,13381.0,0.0,2280.0,1846.0,205.0,23.0,276.0,2200.0,52.0,6490.0,226.0,147.0,0.0,386.0,702.0,1735.0
11339,4359.0,13260.0,0.0,2280.0,1840.0,204.0,23.0,266.0,2200.0,41.0,6475.0,226.0,147.0,0.0,380.0,681.0,1819.0
11340,4363.0,13264.0,0.0,2312.0,1833.0,205.0,23.0,273.0,2201.0,47.0,6493.0,223.0,147.0,0.0,379.0,655.0,1834.0
11341,4370.0,13220.0,0.0,2301.0,1833.0,204.0,23.0,271.0,2199.0,45.0,6489.0,223.0,147.0,0.0,387.0,677.0,1924.0
11342,4362.0,13069.0,0.0,2318.0,1839.0,205.0,23.0,272.0,2198.0,43.0,6487.0,223.0,147.0,0.0,391.0,670.0,1948.0
11343,4374.0,12943.0,0.0,2327.0,1833.0,205.0,23.0,278.0,2196.0,49.0,6493.0,223.0,147.0,0.0,398.0,637.0,1904.0
11344,4381.0,12430.0,0.0,2334.0,1832.0,205.0,23.0,284.0,2196.0,50.0,6492.0,226.0,147.0,0.0,396.0,642.0,1961.0
11345,4394.0,12178.0,0.0,2305.0,1699.0,205.0,23.0,390.0,2201.0,51.0,6487.0,226.0,147.0,0.0,389.0,640.0,1956.0
11346,4485.0,12219.0,0.0,2336.0,1694.0,204.0,23.0,369.0,2210.0,48.0,6486.0,226.0,147.0,1.0,396.0,645.0,2028.0
11347,4527.0,12247.0,0.0,2320.0,1688.0,205.0,23.0,322.0,2213.0,47.0,6438.0,226.0,147.0,22.0,392.0,652.0,2137.0
11348,4580.0,12303.0,0.0,2336.0,1700.0,205.0,23.0,387.0,2213.0,49.0,6489.0,226.0,147.0,93.0,394.0,655.0,2287.0
11349,4619.0,12272.0,0.0,2331.0,1697.0,204.0,23.0,304.0,2218.0,45.0,6431.0,226.0,147.0,344.0,397.0,657.0,2504.0
11350,4616.0,12245.0,0.0,2352.0,1700.0,204.0,23.0,286.0,2217.0,53.0,6334.0,227.0,147.0,830.0,392.0,711.0,2549.0
11351,4610.0,12176.0,0.0,2329.0,1700.0,204.0,23.0,312.0,2218.0,59.0,6177.0,226.0,147.0,1496.0,381.0,684.0,2700.0
11352,4628.0,12298.0,0.0,2371.0,1698.0,204.0,23.0,470.0,2229.0,67.0,6098.0,226.0,147.0,2316.0,386.0,670.0,2934.0
11353,4614.0,12311.0,0.0,2386.0,1701.0,204.0,23.0,410.0,2229.0,57.0,5966.0,226.0,147.0,3215.0,386.0,636.0,3231.0
11354,4616.0,12209.0,0.0,2429.0,1708.0,204.0,23.0,371.0,2231.0,48.0,5914.0,226.0,147.0,4226.0,386.0,555.0,3308.0
11355,4658.0,12089.0,0.0,2417.0,1712.0,203.0,22.0,471.0,2234.0,68.0,5981.0,227.0,147.0,5351.0,386.0,554.0,3388.0
11356,4701.0,12103.0,0.0,2445.0,1713.0,203.0,22.0,1032.0,2238.0,67.0,5972.0,227.0,147.0,6602.0,391.0,507.0,3077.0
11357,4693.0,12185.0,0.0,2429.0,1711.0,202.0,22.0,938.0,2239.0,72.0,5998.0,226.0,147.0,7925.0,391.0,452.0,2827.0
11358,4684.0,12219.0,0.0,2418.0,1718.0,202.0,22.0,671.0,2238.0,74.0,6000.0,226.0,147.0,9236.0,390.0,452.0,2562.0
11359,4677.0,12273.0,0.0,2410.0,1718.0,202.0,22.0,872.0,2235.0,72.0,5988.0,226.0,147.0,10659.0,380.0,464.0,2453.0
11360,4668.0,12268.0,0.0,2403.0,1726.0,203.0,22.0,693.0,2235.0,77.0,5984.0,226.0,147.0,12002.0,382.0,508.0,2336.0
11361,4669.0,12249.0,0.0,2391.0,1724.0,202.0,21.0,951.0,2239.0,77.0,5989.0,226.0,147.0,13391.0,382.0,516.0,2185.0
11362,4674.0,12229.0,0.0,2403.0,1721.0,203.0,21.0,881.0,2243.0,70.0,5978.0,226.0,147.0,14517.0,376.0,524.0,2275.0
11363,4662.0,11972.0,0.0,2385.0,1733.0,203.0,21.0,545.0,2240.0,69.0,5968.0,226.0,147.0,15741.0,371.0,514.0,2481.0
11364,4672.0,11439.0,0.0,2374.0,1733.0,203.0,21.0,491.0,2233.0,79.0,5975.0,226.0,147.0,16854.0,374.0,498.0,2556.0
11365,4677.0,11293.0,0.0,2370.0,1750.0,204.0,20.0,505.0,2234.0,69.0,5957.0,226.0,147.0,17930.0,385.0,446.0,2551.0
11366,4684.0,11116.0,0.0,2380.0,1754.0,204.0,20.0,489.0,2235.0,75.0,5960.0,226.0,147.0,18982.0,389.0,403.0,2522.0
11367,4678.0,10948.0,0.0,2350.0,1766.0,204.0,19.0,478.0,2232.0,74.0,5958.0,226.0,147.0,19791.0,390.0,399.0,2470.0
11368,4671.0,10367.0,0.0,2389.0,1776.0,203.0,19.0,1093.0,2231.0,81.0,5976.0,216.0,147.0,20692.0,393.0,368.0,2488.0
11369,4436.0,10187.0,0.0,2435.0,1788.0,204.0,19.0,1515.0,2200.0,84.0,5952.0,216.0,147.0,21312.0,389.0,345.0,2507.0
11370,4403.0,9902.0,0.0,2439.0,1849.0,204.0,19.0,1402.0,2197.0,89.0,5888.0,216.0,147.0,21843.0,396.0,380.0,2609.0
11371,4398.0,9657.0,0.0,2384.0,1893.0,205.0,19.0,1086.0,2197.0,79.0,5891.0,216.0,147.0,22331.0,393.0,398.0,2792.0
11372,4393.0,9159.0,0.0,2397.0,1975.0,204.0,19.0,1421.0,2196.0,84.0,5885.0,213.0,147.0,22677.0,390.0,406.0,2738.0
11373,4397.0,8960.0,0.0,2401.0,2007.0,204.0,19.0,953.0,2194.0,78.0,5889.0,213.0,147.0,22825.0,387.0,436.0,2679.0
11374,4404.0,8888.0,0.0,2039.0,2018.0,204.0,19.0,807.0,2197.0,77.0,5885.0,213.0,147.0,23098.0,393.0,477.0,2678.0
11375,4394.0,8732.0,0.0,2359.0,2008.0,204.0,18.0,840.0,2195.0,83.0,5887.0,213.0,147.0,23271.0,393.0,520.0,2724.0
11376,4400.0,8367.0,0.0,2316.0,2030.0,204.0,18.0,767.0,2195.0,82.0,5887.0,204.0,147.0,23179.0,393.0,559.0,2743.0
11377,4403.0,7995.0,0.0,2346.0,2029.0,200.0,18.0,346.0,2195.0,76.0,5880.0,204.0,147.0,23222.0,393.0,629.0,2825.0
11378,4405.0,7875.0,0.0,2380.0,2036.0,190.0,18.0,332.0,2199.0,76.0,5881.0,204.0,147.0,23270.0,393.0,716.0,2908.0
11379,4405.0,7727.0,0.0,2071.0,2024.0,186.0,18.0,324.0,2198.0,63.0,5851.0,205.0,147.0,23330.0,393.0,760.0,3078.0
11380,4401.0,7516.0,0.0,2404.0,2011.0,182.0,17.0,230.0,2196.0,73.0,5869.0,183.0,147.0,23015.0,393.0,781.0,3289.0
11381,4400.0,7429.0,0.0,2418.0,2003.0,180.0,17.0,228.0,2194.0,63.0,5852.0,183.0,147.0,22661.0,393.0,727.0,3738.0
11382,4405.0,7357.0,0.0,2324.0,2018.0,179.0,17.0,233.0,2194.0,64.0,5846.0,183.0,147.0,22268.0,393.0,650.0,4085.0
11383,4407.0,7281.0,0.0,2278.0,2028.0,180.0,17.0,238.0,2189.0,66.0,5855.0,183.0,147.0,21510.0,398.0,605.0,4445.0
11384,4417.0,7145.0,0.0,2303.0,2039.0,180.0,17.0,219.0,2189.0,71.0,5861.0,183.0,147.0,20636.0,393.0,593.0,4731.0
11385,4415.0,7150.0,0.0,2360.0,2040.0,179.0,17.0,228.0,2185.0,72.0,5859.0,183.0,147.0,19888.0,394.0,585.0,5081.0
11386,4399.0,7173.0,0.0,2302.0,2067.0,179.0,16.0,339.0,2185.0,72.0,5851.0,183.0,147.0,19103.0,399.0,574.0,5361.0
11387,4408.0,7260.0,0.0,2280.0,2045.0,179.0,16.0,344.0,2185.0,73.0,5874.0,183.0,147.0,18187.0,397.0,619.0,5702.0
11388,4421.0,7563.0,0.0,2300.0,1953.0,179.0,16.0,259.0,2187.0,76.0,5915.0,184.0,147.0,17351.0,397.0,726.0,5981.0
11389,4415.0,7651.0,0.0,2303.0,1871.0,179.0,16.0,215.0,2183.0,76.0,5909.0,184.0,147.0,16233.0,393.0,858.0,6440.0
11390,4427.0,7644.0,0.0,2336.0,1832.0,179.0,16.0,216.0,2184.0,78.0,5912.0,184.0,147.0,14982.0,393.0,1105.0,7033.0
11391,4451.0,7971.0,0.0,2353.0,1829.0,179.0,16.0,306.0,2184.0,70.0,5904.0,184.0,147.0,13883.0,396.0,1322.0,7437.0
11392,4580.0,8807.0,0.0,2370.0,1969.0,179.0,16.0,294.0,2198.0,61.0,5865.0,184.0,147.0,12529.0,398.0,1309.0,7795.0
11393,4618.0,9167.0,0.0,2383.0,1918.0,179.0,16.0,554.0,2205.0,77.0,5909.0,184.0,147.0,11165.0,393.0,1446.0,8080.0
11394,4687.0,9481.0,0.0,2357.0,1864.0,180.0,16.0,1280.0,2211.0,75.0,5910.0,184.0,147.0,9729.0,394.0,1690.0,8405.0
11395,4709.0,9738.0,0.0,2363.0,1781.0,179.0,16.0,1832.0,2211.0,80.0,5909.0,184.0,147.0,8287.0,394.0,1867.0,8807.0
11396,4718.0,10379.0,0.0,2344.0,1805.0,179.0,16.0,2704.0,2211.0,78.0,5891.0,182.0,147.0,7184.0,388.0,1936.0,8993.0
11397,4722.0,10958.0,0.0,2370.0,1860.0,179.0,16.0,3278.0,2208.0,42.0,5910.0,182.0,147.0,5930.0,378.0,2016.0,9096.0
11398,4718.0,11366.0,0.0,2417.0,1913.0,180.0,16.0,3252.0,2212.0,89.0,5908.0,182.0,147.0,4849.0,389.0,2272.0,9451.0
11399,4716.0,11606.0,0.0,1994.0,1959.0,181.0,17.0,3674.0,2213.0,93.0,5915.0,182.0,147.0,3771.0,385.0,2401.0,9744.0
11400,4732.0,11953.0,0.0,2331.0,2079.0,179.0,17.0,4655.0,2214.0,91.0,5905.0,185.0,147.0,2815.0,378.0,2471.0,10232.0
11401,4734.0,12053.0,0.0,2341.0,2010.0,179.0,17.0,4374.0,2211.0,74.0,5910.0,185.0,147.0,2004.0,383.0,2528.0,11028.0
11402,4734.0,12067.0,0.0,2348.0,2020.0,179.0,17.0,4250.0,2208.0,49.0,5909.0,185.0,147.0,1335.0,386.0,2610.0,11583.0
