,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
30655,4817.0,16685.0,0.0,7831.0,13896.0,625.0,25.0,3590.0,1227.0,81.0,9372.0,428.0,128.0,417.0,510.0,1106.0,13672.0
30656,4822.0,16678.0,0.0,7843.0,14168.0,622.0,25.0,4331.0,1237.0,107.0,9330.0,428.0,128.0,1097.0,508.0,1153.0,13473.0
30657,4837.0,16721.0,0.0,7990.0,14246.0,621.0,25.0,3574.0,1244.0,114.0,9365.0,427.0,128.0,1965.0,512.0,1292.0,13126.0
30658,4827.0,16737.0,0.0,7922.0,14217.0,629.0,25.0,2965.0,1245.0,190.0,9370.0,427.0,128.0,2811.0,514.0,1413.0,12503.0
30659,4835.0,16663.0,0.0,7883.0,14195.0,635.0,25.0,2627.0,1248.0,165.0,9355.0,427.0,128.0,3877.0,510.0,1459.0,12156.0
30660,4816.0,16521.0,0.0,7794.0,14078.0,682.0,25.0,1767.0,1248.0,170.0,9353.0,428.0,128.0,5053.0,509.0,1461.0,11874.0
30661,4811.0,16523.0,0.0,7679.0,14035.0,598.0,25.0,1570.0,1249.0,130.0,9362.0,427.0,128.0,6314.0,495.0,1480.0,11503.0
30662,4840.0,16514.0,0.0,7547.0,13831.0,596.0,25.0,1113.0,1255.0,119.0,9362.0,427.0,128.0,7566.0,500.0,1423.0,11010.0
30663,4832.0,16547.0,0.0,7063.0,13672.0,677.0,25.0,950.0,1257.0,89.0,9362.0,427.0,128.0,8740.0,510.0,1421.0,10504.0
30664,4842.0,16635.0,0.0,7014.0,13659.0,677.0,25.0,605.0,1261.0,87.0,9377.0,427.0,128.0,9875.0,505.0,1332.0,9921.0
30665,4834.0,16683.0,0.0,6989.0,13544.0,703.0,25.0,750.0,1261.0,47.0,9357.0,427.0,128.0,10957.0,485.0,1214.0,9067.0
30666,4831.0,16696.0,0.0,6812.0,13438.0,737.0,25.0,783.0,1255.0,48.0,9364.0,426.0,128.0,12051.0,500.0,1113.0,8459.0
30667,4827.0,16731.0,0.0,6666.0,13266.0,752.0,25.0,1277.0,1254.0,54.0,9357.0,426.0,128.0,12935.0,500.0,924.0,8067.0
30668,4845.0,16795.0,0.0,6378.0,13337.0,768.0,25.0,1380.0,1253.0,81.0,9361.0,425.0,128.0,13747.0,496.0,718.0,7651.0
30669,4817.0,16758.0,0.0,6369.0,13546.0,781.0,25.0,924.0,1249.0,61.0,9351.0,425.0,128.0,14324.0,514.0,702.0,7532.0
30670,4841.0,16732.0,0.0,6313.0,13543.0,788.0,25.0,891.0,1254.0,53.0,9351.0,425.0,128.0,14805.0,513.0,733.0,7468.0
30671,4839.0,16684.0,0.0,6376.0,13383.0,796.0,25.0,752.0,1254.0,52.0,9340.0,420.0,128.0,15017.0,511.0,777.0,7176.0
30672,4837.0,16628.0,0.0,6471.0,13137.0,740.0,25.0,198.0,1252.0,45.0,9342.0,420.0,128.0,15273.0,509.0,760.0,7049.0
30673,4839.0,16652.0,0.0,6500.0,13113.0,574.0,25.0,133.0,1252.0,31.0,9315.0,420.0,128.0,15229.0,517.0,677.0,7031.0
30674,4829.0,16668.0,0.0,6502.0,13221.0,573.0,25.0,99.0,1253.0,20.0,9331.0,420.0,128.0,15096.0,509.0,630.0,6882.0
30675,4825.0,16658.0,0.0,6460.0,13267.0,580.0,25.0,388.0,1255.0,38.0,9324.0,420.0,128.0,14865.0,513.0,533.0,6698.0
30676,4832.0,16701.0,0.0,6551.0,13467.0,578.0,25.0,445.0,1263.0,75.0,9345.0,419.0,128.0,14386.0,514.0,486.0,6615.0
30677,4834.0,16697.0,0.0,6530.0,13497.0,578.0,24.0,486.0,1264.0,59.0,9339.0,420.0,128.0,13754.0,518.0,462.0,6555.0
30678,4839.0,16727.0,0.0,6509.0,13541.0,577.0,24.0,1006.0,1272.0,60.0,9345.0,419.0,128.0,12879.0,514.0,463.0,6344.0
30679,4830.0,16679.0,0.0,6514.0,13708.0,579.0,25.0,863.0,1270.0,100.0,9314.0,421.0,128.0,11900.0,510.0,536.0,6252.0
30680,4824.0,16724.0,0.0,6639.0,13964.0,579.0,24.0,481.0,1273.0,56.0,9325.0,421.0,128.0,10850.0,514.0,635.0,6268.0
30681,4842.0,16725.0,0.0,6737.0,14173.0,573.0,24.0,677.0,1276.0,68.0,9329.0,421.0,128.0,9519.0,514.0,724.0,6324.0
30682,4835.0,16673.0,0.0,6776.0,14500.0,505.0,25.0,1148.0,1274.0,115.0,9322.0,421.0,128.0,8122.0,511.0,816.0,6447.0
30683,4836.0,16659.0,0.0,6803.0,14544.0,502.0,24.0,1579.0,1276.0,120.0,9309.0,421.0,128.0,6704.0,501.0,864.0,6579.0
30684,4852.0,16640.0,0.0,6852.0,14742.0,499.0,24.0,1660.0,1281.0,50.0,9293.0,421.0,128.0,5077.0,511.0,884.0,6800.0
30685,4871.0,16475.0,0.0,6892.0,14751.0,499.0,25.0,2845.0,1284.0,83.0,9309.0,421.0,128.0,3661.0,505.0,897.0,7251.0
30686,4867.0,16674.0,0.0,7133.0,14839.0,499.0,25.0,2532.0,1284.0,102.0,9314.0,421.0,128.0,2429.0,509.0,999.0,7707.0
30687,4852.0,16682.0,0.0,7176.0,14916.0,500.0,25.0,2402.0,1286.0,97.0,9320.0,421.0,128.0,1343.0,511.0,1115.0,8481.0
30688,4864.0,16683.0,0.0,7217.0,14886.0,502.0,25.0,2551.0,1285.0,81.0,9288.0,421.0,128.0,577.0,506.0,1296.0,9557.0
30689,4871.0,16737.0,0.0,7220.0,14907.0,501.0,25.0,2419.0,1286.0,77.0,9319.0,421.0,128.0,205.0,509.0,1407.0,11045.0
30690,4868.0,16679.0,0.0,7227.0,14860.0,501.0,25.0,2151.0,1288.0,47.0,9316.0,421.0,128.0,26.0,511.0,1572.0,12353.0
30691,4859.0,16479.0,0.0,7186.0,14590.0,501.0,25.0,2344.0,1290.0,53.0,9313.0,421.0,128.0,0.0,512.0,1865.0,13677.0
30692,4852.0,16543.0,0.0,7151.0,13839.0,501.0,25.0,2554.0,1289.0,78.0,9262.0,422.0,128.0,0.0,509.0,2185.0,15046.0
30693,4846.0,16460.0,0.0,7209.0,13428.0,502.0,25.0,2428.0,1291.0,74.0,9306.0,425.0,128.0,0.0,503.0,2515.0,16230.0
30694,4846.0,16336.0,0.0,7136.0,12871.0,501.0,25.0,1956.0,1289.0,59.0,9297.0,425.0,128.0,0.0,494.0,2641.0,17470.0
30695,4868.0,16033.0,0.0,7025.0,12524.0,502.0,25.0,1935.0,1292.0,48.0,9241.0,425.0,128.0,0.0,507.0,2705.0,18241.0
30696,4862.0,16091.0,0.0,6843.0,11964.0,500.0,25.0,236.0,1284.0,55.0,9294.0,425.0,128.0,0.0,514.0,2588.0,19188.0
30697,4873.0,16196.0,0.0,6898.0,11773.0,499.0,25.0,243.0,1287.0,42.0,9281.0,437.0,128.0,0.0,511.0,2639.0,20062.0
30698,4863.0,16190.0,0.0,6900.0,11192.0,500.0,25.0,164.0,1286.0,30.0,9232.0,437.0,128.0,0.0,508.0,2802.0,20633.0
30699,4887.0,16198.0,0.0,6601.0,10829.0,502.0,25.0,336.0,1285.0,52.0,9248.0,437.0,128.0,0.0,509.0,2830.0,21063.0
30700,4877.0,16160.0,0.0,6387.0,10346.0,499.0,25.0,343.0,1282.0,98.0,9311.0,437.0,128.0,0.0,514.0,3010.0,21134.0
30701,4891.0,16188.0,0.0,6338.0,9956.0,501.0,25.0,352.0,1283.0,81.0,9304.0,437.0,128.0,0.0,510.0,3157.0,21063.0
30702,4875.0,16243.0,0.0,6349.0,9643.0,502.0,25.0,122.0,1277.0,79.0,9300.0,437.0,128.0,0.0,513.0,3198.0,21044.0
30703,4883.0,16260.0,0.0,6346.0,9439.0,501.0,25.0,83.0,1274.0,35.0,9294.0,437.0,128.0,0.0,506.0,3262.0,21246.0
30704,4858.0,16139.0,0.0,6034.0,9372.0,501.0,25.0,124.0,1272.0,77.0,9308.0,438.0,128.0,0.0,504.0,3400.0,21195.0
30705,4868.0,16050.0,0.0,5764.0,8980.0,502.0,25.0,89.0,1270.0,53.0,9265.0,438.0,128.0,0.0,487.0,3466.0,21269.0
30706,4874.0,15934.0,0.0,5272.0,8069.0,501.0,25.0,178.0,1267.0,42.0,9306.0,438.0,128.0,0.0,505.0,3475.0,21197.0
30707,4883.0,16136.0,0.0,5146.0,7440.0,502.0,25.0,187.0,1269.0,37.0,9275.0,438.0,128.0,0.0,504.0,3465.0,21242.0
30708,4866.0,16182.0,0.0,4656.0,6586.0,502.0,25.0,303.0,1265.0,54.0,9319.0,439.0,128.0,0.0,502.0,3502.0,21235.0
30709,4862.0,16065.0,0.0,4579.0,6388.0,503.0,25.0,215.0,1264.0,33.0,9306.0,440.0,128.0,0.0,497.0,3483.0,21001.0
30710,4864.0,15604.0,0.0,4434.0,6223.0,501.0,25.0,305.0,1262.0,32.0,9295.0,440.0,128.0,0.0,503.0,3428.0,20554.0
30711,4842.0,15478.0,0.0,4305.0,6029.0,503.0,25.0,244.0,1258.0,42.0,9280.0,440.0,128.0,0.0,499.0,3341.0,20280.0
30712,4847.0,15366.0,0.0,3834.0,6012.0,503.0,25.0,402.0,1259.0,56.0,9325.0,440.0,128.0,0.0,493.0,3355.0,19681.0
30713,4832.0,15128.0,0.0,3669.0,5799.0,501.0,25.0,543.0,1261.0,37.0,9320.0,440.0,128.0,0.0,501.0,3348.0,19296.0
30714,4813.0,15026.0,0.0,3713.0,5660.0,503.0,25.0,474.0,1268.0,30.0,9298.0,440.0,128.0,0.0,506.0,3394.0,19014.0
30715,4818.0,15033.0,0.0,3621.0,5537.0,503.0,25.0,225.0,1275.0,23.0,9287.0,420.0,128.0,0.0,512.0,3351.0,18684.0
30716,4829.0,14989.0,0.0,3535.0,5620.0,502.0,25.0,197.0,1278.0,47.0,9319.0,413.0,128.0,0.0,502.0,3268.0,18662.0
30717,4840.0,14823.0,0.0,3550.0,5635.0,503.0,26.0,41.0,1281.0,24.0,9291.0,410.0,128.0,0.0,506.0,3422.0,18565.0
30718,4839.0,14412.0,0.0,3531.0,5556.0,503.0,25.0,7.0,1278.0,37.0,9219.0,411.0,128.0,0.0,515.0,3542.0,18556.0
30719,4824.0,14220.0,0.0,3635.0,5491.0,504.0,26.0,7.0,1276.0,27.0,9073.0,410.0,128.0,0.0,511.0,3601.0,18380.0
30720,4816.0,14676.0,0.0,3600.0,5590.0,501.0,25.0,30.0,1273.0,115.0,9182.0,406.0,128.0,0.0,518.0,3688.0,18259.0
30721,4819.0,14270.0,0.0,3596.0,5590.0,502.0,25.0,73.0,1270.0,36.0,9132.0,407.0,128.0,0.0,514.0,3785.0,18302.0
30722,4815.0,13983.0,0.0,3585.0,5592.0,502.0,25.0,42.0,1266.0,38.0,9125.0,407.0,128.0,0.0,510.0,3739.0,18256.0
30723,4822.0,13779.0,0.0,3592.0,5551.0,502.0,25.0,30.0,1264.0,52.0,9052.0,406.0,128.0,0.0,502.0,3661.0,18217.0
30724,4796.0,13687.0,0.0,3518.0,5322.0,501.0,26.0,42.0,1263.0,60.0,9140.0,404.0,128.0,0.0,496.0,3524.0,18315.0
30725,4765.0,13731.0,0.0,3496.0,5265.0,499.0,26.0,31.0,1262.0,61.0,9120.0,403.0,128.0,0.0,509.0,3400.0,18300.0
30726,4787.0,13617.0,0.0,3515.0,5250.0,501.0,26.0,31.0,1263.0,65.0,9085.0,403.0,128.0,0.0,511.0,3348.0,18083.0
30727,4808.0,13488.0,0.0,3570.0,5226.0,503.0,26.0,43.0,1264.0,101.0,9071.0,403.0,128.0,0.0,511.0,3300.0,18041.0
30728,4808.0,13724.0,0.0,3595.0,5144.0,503.0,26.0,368.0,1262.0,159.0,9137.0,399.0,128.0,0.0,506.0,3263.0,17929.0
30729,4813.0,13748.0,0.0,3578.0,5168.0,502.0,26.0,494.0,1263.0,162.0,9142.0,399.0,128.0,0.0,507.0,3214.0,17846.0
30730,4813.0,14065.0,0.0,3587.0,5189.0,502.0,26.0,474.0,1260.0,94.0,9147.0,399.0,128.0,0.0,507.0,3178.0,17934.0
30731,4810.0,14323.0,0.0,3584.0,5166.0,503.0,26.0,400.0,1254.0,121.0,9141.0,411.0,128.0,0.0,507.0,3098.0,18084.0
30732,4824.0,14375.0,0.0,3594.0,4921.0,502.0,26.0,184.0,1249.0,115.0,9150.0,413.0,128.0,0.0,495.0,3118.0,18165.0
30733,4819.0,14344.0,0.0,3592.0,4889.0,499.0,22.0,149.0,1244.0,108.0,9145.0,413.0,128.0,0.0,485.0,3227.0,18098.0
30734,4812.0,14298.0,0.0,3619.0,4887.0,500.0,20.0,224.0,1240.0,108.0,9145.0,417.0,128.0,0.0,509.0,3271.0,18146.0
30735,4802.0,14282.0,0.0,3584.0,4893.0,501.0,20.0,226.0,1227.0,109.0,9145.0,417.0,128.0,0.0,488.0,3305.0,18137.0
30736,4816.0,14293.0,0.0,3594.0,4926.0,500.0,20.0,361.0,1223.0,116.0,9153.0,417.0,128.0,0.0,493.0,3292.0,18071.0
30737,4824.0,14400.0,0.0,3599.0,4943.0,499.0,20.0,318.0,1223.0,97.0,9149.0,417.0,128.0,0.0,509.0,3247.0,17986.0
30738,4802.0,14537.0,0.0,3607.0,4941.0,500.0,20.0,330.0,1217.0,84.0,9146.0,417.0,128.0,0.0,508.0,3252.0,18023.0
30739,4826.0,14579.0,0.0,3616.0,4940.0,501.0,20.0,318.0,1216.0,108.0,9143.0,417.0,128.0,0.0,503.0,3289.0,18178.0
30740,4819.0,14589.0,0.0,3657.0,4938.0,501.0,20.0,47.0,1218.0,89.0,9148.0,417.0,128.0,0.0,503.0,3251.0,18300.0
30741,4820.0,14480.0,0.0,3654.0,4974.0,502.0,20.0,31.0,1211.0,63.0,9135.0,417.0,128.0,0.0,507.0,3179.0,18215.0
30742,4812.0,14062.0,0.0,3665.0,5003.0,501.0,20.0,41.0,1201.0,76.0,9119.0,417.0,128.0,0.0,507.0,3141.0,18267.0
30743,4811.0,13810.0,0.0,3691.0,4996.0,502.0,20.0,191.0,1197.0,84.0,9101.0,417.0,128.0,0.0,498.0,3286.0,18249.0
30744,4820.0,13928.0,0.0,3781.0,5018.0,500.0,20.0,316.0,1193.0,81.0,9125.0,417.0,128.0,0.0,493.0,3403.0,18486.0
30745,4836.0,14101.0,0.0,3791.0,5048.0,498.0,19.0,247.0,1192.0,71.0,9125.0,417.0,128.0,0.0,502.0,3544.0,18295.0
30746,4833.0,14149.0,0.0,3799.0,5061.0,499.0,19.0,393.0,1186.0,77.0,9122.0,417.0,128.0,0.0,507.0,3633.0,18177.0
30747,4831.0,14303.0,0.0,3860.0,5183.0,496.0,19.0,421.0,1186.0,103.0,9164.0,417.0,128.0,0.0,507.0,3713.0,18145.0
30748,4850.0,14452.0,0.0,4084.0,6113.0,499.0,20.0,549.0,1185.0,116.0,9173.0,418.0,128.0,1.0,496.0,3688.0,17937.0
30749,4844.0,14506.0,0.0,4202.0,6319.0,501.0,19.0,659.0,1182.0,106.0,9171.0,419.0,128.0,4.0,477.0,3646.0,17726.0
30750,4801.0,14562.0,0.0,4254.0,6447.0,501.0,19.0,571.0,1175.0,134.0,9167.0,419.0,128.0,67.0,507.0,3734.0,17621.0
30751,4798.0,7674.0,0.0,3567.0,5513.0,500.0,19.0,484.0,1172.0,53.0,6509.0,418.0,128.0,406.0,508.0,3755.0,17725.0
30752,4801.0,7657.0,0.0,3905.0,5569.0,500.0,19.0,241.0,1167.0,61.0,6486.0,421.0,128.0,1064.0,507.0,3587.0,17641.0
30753,4805.0,7668.0,0.0,3882.0,5609.0,502.0,19.0,313.0,1174.0,53.0,6508.0,421.0,128.0,1942.0,509.0,3492.0,17160.0
30754,4816.0,7698.0,0.0,3906.0,5611.0,503.0,19.0,408.0,1175.0,84.0,6527.0,421.0,128.0,3219.0,507.0,3516.0,16439.0
30755,4807.0,7665.0,0.0,3887.0,5609.0,503.0,19.0,358.0,1170.0,78.0,6527.0,422.0,128.0,4361.0,503.0,3484.0,15978.0
30756,4815.0,7570.0,0.0,3883.0,5649.0,502.0,19.0,397.0,1169.0,65.0,6531.0,421.0,128.0,5609.0,508.0,3448.0,15425.0
30757,4800.0,7609.0,0.0,3863.0,5667.0,505.0,19.0,308.0,1164.0,52.0,6531.0,421.0,128.0,6967.0,510.0,3449.0,14643.0
30758,4806.0,7576.0,0.0,3883.0,5680.0,503.0,19.0,261.0,1161.0,46.0,6527.0,421.0,128.0,8229.0,510.0,3455.0,13845.0
30759,4808.0,7513.0,0.0,3866.0,5559.0,501.0,19.0,226.0,1156.0,43.0,6457.0,421.0,128.0,9635.0,511.0,3391.0,13236.0
30760,4813.0,7307.0,0.0,3840.0,5407.0,500.0,19.0,170.0,1157.0,46.0,6476.0,421.0,128.0,10888.0,507.0,3286.0,12682.0
30761,4812.0,7233.0,0.0,3813.0,5249.0,499.0,19.0,129.0,1158.0,43.0,6467.0,421.0,128.0,12062.0,508.0,3253.0,11958.0
30762,4814.0,7215.0,0.0,3834.0,5195.0,500.0,19.0,98.0,1157.0,35.0,6426.0,421.0,128.0,13354.0,508.0,3278.0,11297.0
30763,4786.0,7121.0,0.0,3825.0,5167.0,501.0,19.0,121.0,1153.0,32.0,6429.0,421.0,128.0,14214.0,510.0,3203.0,10913.0
30764,4810.0,7282.0,0.0,3632.0,5290.0,501.0,19.0,157.0,1155.0,30.0,6507.0,421.0,128.0,14957.0,510.0,3177.0,10562.0
30765,4812.0,7126.0,0.0,3633.0,5320.0,502.0,19.0,190.0,1157.0,71.0,6401.0,421.0,128.0,15428.0,500.0,3166.0,10264.0
30766,4805.0,7102.0,0.0,3627.0,5332.0,499.0,22.0,230.0,1157.0,76.0,6283.0,421.0,128.0,15918.0,494.0,3151.0,10005.0
30767,4803.0,7069.0,0.0,3593.0,5311.0,499.0,19.0,287.0,1164.0,66.0,6271.0,421.0,128.0,16268.0,490.0,3336.0,9926.0
30768,4796.0,7097.0,0.0,3546.0,5184.0,501.0,19.0,371.0,1165.0,160.0,6275.0,422.0,128.0,16455.0,492.0,3408.0,9986.0
30769,4821.0,7241.0,0.0,3513.0,5166.0,501.0,21.0,361.0,1168.0,116.0,6360.0,422.0,128.0,16180.0,484.0,3245.0,9995.0
30770,4817.0,7255.0,0.0,3542.0,5167.0,501.0,22.0,413.0,1172.0,58.0,6502.0,422.0,128.0,16022.0,486.0,3116.0,10088.0
30771,4803.0,7113.0,0.0,3516.0,5205.0,501.0,23.0,343.0,1172.0,56.0,6516.0,423.0,128.0,15606.0,483.0,3007.0,10168.0
30772,4806.0,7119.0,0.0,3529.0,5415.0,501.0,23.0,274.0,1175.0,35.0,6507.0,422.0,128.0,15001.0,478.0,2880.0,10140.0
30773,4812.0,7232.0,0.0,3521.0,5392.0,502.0,23.0,242.0,1178.0,27.0,6504.0,422.0,128.0,14172.0,443.0,2716.0,10045.0
30774,4803.0,7342.0,0.0,3529.0,5433.0,501.0,23.0,241.0,1179.0,32.0,6523.0,422.0,128.0,13354.0,417.0,2548.0,10127.0
30775,4800.0,7317.0,0.0,3665.0,5481.0,501.0,23.0,204.0,1179.0,22.0,6509.0,422.0,128.0,12339.0,443.0,2430.0,10190.0
30776,4782.0,7165.0,0.0,3718.0,5531.0,501.0,24.0,155.0,1177.0,36.0,6505.0,422.0,128.0,11163.0,460.0,2386.0,10257.0
30777,4789.0,7020.0,0.0,3693.0,5552.0,498.0,24.0,204.0,1179.0,31.0,6506.0,422.0,128.0,9808.0,463.0,2377.0,10279.0
30778,4787.0,7128.0,0.0,3737.0,5694.0,500.0,24.0,426.0,1179.0,63.0,6524.0,422.0,128.0,8328.0,462.0,2342.0,10452.0
30779,4795.0,7107.0,0.0,3729.0,5850.0,499.0,24.0,686.0,1179.0,88.0,6522.0,422.0,128.0,6830.0,429.0,2238.0,10574.0
30780,4846.0,7276.0,0.0,3803.0,5923.0,501.0,24.0,207.0,1184.0,39.0,6518.0,421.0,128.0,5285.0,491.0,2155.0,10906.0
30781,4870.0,7340.0,0.0,3773.0,6147.0,501.0,24.0,228.0,1186.0,48.0,6531.0,421.0,128.0,3819.0,510.0,2098.0,11510.0
30782,4872.0,7306.0,0.0,3807.0,6429.0,499.0,24.0,400.0,1187.0,81.0,6526.0,421.0,128.0,2498.0,505.0,2126.0,12168.0
30783,4846.0,7279.0,0.0,3816.0,6632.0,501.0,24.0,571.0,1184.0,79.0,6519.0,421.0,128.0,1356.0,505.0,2066.0,13230.0
30784,4867.0,6848.0,0.0,4046.0,6763.0,500.0,24.0,355.0,1185.0,19.0,6439.0,421.0,128.0,593.0,499.0,2060.0,14357.0
30785,4880.0,6646.0,0.0,4049.0,6814.0,501.0,24.0,424.0,1185.0,15.0,6428.0,421.0,128.0,189.0,500.0,2051.0,15567.0
30786,4874.0,6662.0,0.0,4055.0,6906.0,500.0,24.0,202.0,1186.0,20.0,6436.0,421.0,128.0,15.0,497.0,2047.0,16605.0
30787,4874.0,6692.0,0.0,4042.0,6921.0,502.0,24.0,280.0,1182.0,25.0,6437.0,421.0,128.0,0.0,507.0,2198.0,17918.0
30788,4882.0,6691.0,0.0,4089.0,6721.0,500.0,24.0,1653.0,1179.0,36.0,6449.0,421.0,128.0,0.0,499.0,2285.0,18969.0
30789,4871.0,7022.0,0.0,4064.0,6552.0,499.0,24.0,1710.0,1177.0,66.0,6522.0,421.0,128.0,0.0,496.0,2390.0,19409.0
30790,4896.0,7090.0,0.0,4092.0,6471.0,500.0,24.0,1713.0,1175.0,57.0,6523.0,421.0,128.0,0.0,497.0,2695.0,19660.0
30791,4894.0,7274.0,0.0,4096.0,6386.0,499.0,24.0,1886.0,1173.0,58.0,6524.0,421.0,128.0,0.0,502.0,2882.0,19637.0
30792,4891.0,7315.0,0.0,4157.0,6292.0,499.0,24.0,1859.0,1170.0,66.0,6533.0,421.0,128.0,0.0,510.0,3033.0,19643.0
30793,4884.0,7294.0,0.0,4153.0,6263.0,500.0,24.0,1765.0,1169.0,62.0,6516.0,421.0,128.0,0.0,508.0,3215.0,19731.0
30794,4887.0,7280.0,0.0,4153.0,6256.0,502.0,24.0,1672.0,1167.0,50.0,6516.0,421.0,128.0,0.0,508.0,3189.0,19777.0
30795,4883.0,7268.0,0.0,4099.0,6260.0,501.0,24.0,1595.0,1164.0,37.0,6513.0,421.0,128.0,0.0,506.0,3058.0,19579.0
30796,4896.0,7148.0,0.0,4155.0,6353.0,504.0,24.0,1049.0,1162.0,64.0,6520.0,421.0,128.0,0.0,507.0,2890.0,19213.0
30797,4899.0,7130.0,0.0,4102.0,6338.0,502.0,24.0,641.0,1162.0,80.0,6514.0,421.0,128.0,0.0,509.0,2716.0,19053.0
30798,4896.0,7113.0,0.0,4148.0,6331.0,499.0,24.0,565.0,1160.0,74.0,6504.0,428.0,128.0,0.0,517.0,2577.0,19032.0
30799,4887.0,7127.0,0.0,4093.0,6299.0,501.0,24.0,200.0,1156.0,31.0,6499.0,428.0,128.0,0.0,511.0,2524.0,19193.0
30800,4876.0,7221.0,0.0,3948.0,6239.0,498.0,24.0,705.0,1148.0,66.0,6527.0,430.0,128.0,0.0,514.0,2568.0,19010.0
30801,4884.0,7128.0,0.0,3887.0,6240.0,501.0,24.0,432.0,1150.0,57.0,6491.0,432.0,128.0,0.0,508.0,2625.0,18786.0
30802,4876.0,6894.0,0.0,3924.0,6087.0,501.0,24.0,138.0,1147.0,28.0,6464.0,432.0,128.0,0.0,507.0,2632.0,18655.0
30803,4879.0,6873.0,0.0,3764.0,5937.0,501.0,25.0,70.0,1146.0,16.0,6361.0,432.0,128.0,0.0,507.0,2683.0,18490.0
30804,4874.0,6967.0,0.0,3409.0,5801.0,503.0,25.0,254.0,1145.0,55.0,6490.0,434.0,128.0,0.0,509.0,2732.0,18208.0
30805,4872.0,7035.0,0.0,3425.0,5693.0,501.0,25.0,81.0,1147.0,24.0,6486.0,434.0,128.0,0.0,510.0,2796.0,18010.0
30806,4871.0,6958.0,0.0,3419.0,5617.0,500.0,25.0,127.0,1154.0,27.0,6489.0,434.0,128.0,0.0,513.0,2823.0,17726.0
30807,4864.0,6943.0,0.0,3426.0,5569.0,501.0,25.0,272.0,1158.0,25.0,6478.0,434.0,128.0,0.0,509.0,2747.0,17363.0
30808,4838.0,7428.0,0.0,3618.0,5530.0,499.0,25.0,883.0,1160.0,101.0,6535.0,434.0,128.0,0.0,510.0,2596.0,16455.0
30809,4838.0,7681.0,0.0,3394.0,5494.0,501.0,26.0,584.0,1163.0,71.0,6533.0,434.0,128.0,0.0,508.0,2484.0,16156.0
30810,4826.0,7719.0,0.0,3288.0,5461.0,500.0,26.0,435.0,1168.0,51.0,6535.0,434.0,128.0,0.0,507.0,2465.0,15856.0
30811,4834.0,7673.0,0.0,3234.0,5354.0,504.0,26.0,397.0,1168.0,45.0,6519.0,434.0,128.0,0.0,504.0,2403.0,15584.0
30812,4854.0,7612.0,0.0,2993.0,5061.0,504.0,26.0,380.0,1171.0,46.0,6530.0,435.0,128.0,0.0,489.0,2383.0,15317.0
30813,4842.0,7518.0,0.0,2992.0,5032.0,501.0,26.0,249.0,1169.0,29.0,6517.0,435.0,128.0,0.0,486.0,2291.0,15034.0
30814,4854.0,7550.0,0.0,2988.0,5034.0,502.0,26.0,253.0,1171.0,41.0,6529.0,435.0,128.0,0.0,474.0,2117.0,14729.0
30815,4834.0,7501.0,0.0,2986.0,4994.0,503.0,26.0,282.0,1169.0,35.0,6522.0,435.0,128.0,0.0,488.0,1981.0,14339.0
30816,4816.0,14662.0,0.0,3634.0,6179.0,503.0,26.0,789.0,1166.0,76.0,9195.0,416.0,128.0,0.0,489.0,1953.0,14093.0
30817,4820.0,14768.0,0.0,3418.0,6249.0,503.0,26.0,411.0,1169.0,45.0,9153.0,416.0,128.0,0.0,491.0,1958.0,13851.0
30818,4819.0,14821.0,0.0,3485.0,6268.0,502.0,26.0,233.0,1171.0,51.0,9175.0,416.0,128.0,0.0,488.0,1879.0,13681.0
30819,4813.0,14797.0,0.0,3435.0,6197.0,502.0,26.0,207.0,1170.0,82.0,9178.0,416.0,128.0,0.0,489.0,1750.0,13700.0
30820,4797.0,14739.0,0.0,3491.0,6238.0,502.0,26.0,350.0,1167.0,29.0,9196.0,411.0,128.0,0.0,485.0,1664.0,13554.0
30821,4785.0,14730.0,0.0,3442.0,6208.0,503.0,26.0,158.0,1166.0,47.0,9193.0,411.0,128.0,0.0,485.0,1684.0,13278.0
30822,4798.0,14783.0,0.0,3497.0,6181.0,504.0,26.0,112.0,1166.0,34.0,9159.0,411.0,128.0,0.0,489.0,1593.0,13132.0
30823,4806.0,14796.0,0.0,3441.0,6168.0,504.0,26.0,59.0,1167.0,38.0,9153.0,411.0,128.0,0.0,485.0,1485.0,13119.0
30824,4798.0,14845.0,0.0,3542.0,6138.0,503.0,26.0,125.0,1168.0,68.0,9180.0,412.0,128.0,0.0,478.0,1389.0,13015.0
30825,4788.0,14803.0,0.0,3483.0,6118.0,503.0,26.0,129.0,1171.0,76.0,9186.0,411.0,128.0,0.0,469.0,1382.0,12873.0
