,Fossil Gas  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
579,341.0,1178.0,9945.0,71.0,648.0
580,336.0,1177.0,9812.0,68.0,617.0
581,333.0,1175.0,11028.0,68.0,606.0
582,334.0,1176.0,14149.0,68.0,586.0
583,335.0,1209.0,18611.0,67.0,580.0
584,328.0,1211.0,19551.0,66.0,583.0
585,332.0,1239.0,19424.0,65.0,544.0
586,336.0,1223.0,19172.0,65.0,554.0
587,336.0,1234.0,18892.0,67.0,563.0
588,325.0,1232.0,18913.0,68.0,564.0
589,325.0,1253.0,18939.0,68.0,513.0
590,324.0,1244.0,19312.0,68.0,445.0
591,325.0,1243.0,19854.0,67.0,401.0
592,322.0,1236.0,21078.0,67.0,376.0
593,333.0,1236.0,21735.0,67.0,295.0
594,331.0,1215.0,21457.0,67.0,218.0
595,331.0,1213.0,20962.0,67.0,248.0
596,333.0,1224.0,20363.0,65.0,224.0
597,328.0,1218.0,19855.0,65.0,235.0
598,324.0,1209.0,18182.0,65.0,222.0
599,331.0,1220.0,16995.0,64.0,193.0
600,331.0,1214.0,17156.0,74.0,178.0
601,330.0,1211.0,16938.0,74.0,173.0
602,331.0,1213.0,16818.0,74.0,232.0
603,332.0,1210.0,17219.0,74.0,229.0
604,334.0,1208.0,18055.0,74.0,239.0
605,332.0,1207.0,19173.0,76.0,232.0
606,335.0,1218.0,20857.0,76.0,307.0
607,332.0,1234.0,22643.0,76.0,331.0
608,313.0,1222.0,23021.0,76.0,340.0
609,288.0,1214.0,22715.0,77.0,377.0
610,329.0,1205.0,22882.0,77.0,315.0
611,334.0,1204.0,22536.0,77.0,330.0
612,332.0,1198.0,22186.0,78.0,307.0
613,336.0,1200.0,21981.0,78.0,329.0
614,333.0,1197.0,22242.0,78.0,298.0
615,331.0,1198.0,22355.0,78.0,288.0
616,330.0,1199.0,22923.0,78.0,267.0
617,336.0,1196.0,23563.0,78.0,270.0
618,336.0,1192.0,23013.0,77.0,273.0
619,337.0,1191.0,22653.0,77.0,236.0
620,335.0,1188.0,21756.0,77.0,186.0
621,334.0,1191.0,21155.0,76.0,203.0
622,337.0,1182.0,20461.0,75.0,219.0
623,336.0,1183.0,19634.0,75.0,177.0
624,336.0,1172.0,19848.0,68.0,177.0
625,356.0,1172.0,19098.0,69.0,170.0
626,356.0,1174.0,18612.0,68.0,164.0
627,338.0,1172.0,18605.0,68.0,195.0
628,339.0,1169.0,19044.0,68.0,194.0
629,335.0,1166.0,19782.0,69.0,195.0
630,334.0,1166.0,20036.0,71.0,222.0
631,333.0,1176.0,20489.0,72.0,262.0
632,333.0,1174.0,21304.0,74.0,287.0
633,338.0,1183.0,22014.0,76.0,335.0
634,337.0,1185.0,22581.0,78.0,421.0
635,337.0,1183.0,22397.0,81.0,441.0
636,336.0,1182.0,21932.0,83.0,481.0
637,338.0,1182.0,21370.0,84.0,543.0
638,335.0,1186.0,20753.0,84.0,582.0
639,335.0,1190.0,20845.0,73.0,610.0
640,337.0,1189.0,21473.0,73.0,638.0
641,353.0,1178.0,21861.0,73.0,670.0
642,346.0,1178.0,20771.0,70.0,652.0
643,346.0,1178.0,19549.0,68.0,614.0
644,345.0,1177.0,17669.0,66.0,545.0
645,346.0,1168.0,15913.0,65.0,537.0
646,351.0,1165.0,14600.0,67.0,602.0
647,354.0,1168.0,13665.0,69.0,651.0
648,354.0,1158.0,13389.0,71.0,699.0
649,354.0,1156.0,12532.0,72.0,673.0
650,351.0,1156.0,11321.0,72.0,718.0
651,351.0,1154.0,11387.0,72.0,702.0
652,352.0,1152.0,11021.0,72.0,724.0
653,355.0,1152.0,11387.0,72.0,724.0
654,355.0,1154.0,11994.0,72.0,776.0
655,354.0,1152.0,12468.0,72.0,772.0
656,354.0,1156.0,13357.0,72.0,803.0
657,356.0,1157.0,13792.0,72.0,827.0
658,358.0,1159.0,14698.0,72.0,759.0
659,359.0,1162.0,14980.0,71.0,787.0
660,355.0,1166.0,14887.0,71.0,762.0
661,354.0,1166.0,14511.0,72.0,768.0
662,356.0,1163.0,14239.0,72.0,770.0
663,355.0,1165.0,14699.0,72.0,738.0
664,356.0,1168.0,15710.0,72.0,714.0
665,358.0,1167.0,16695.0,71.0,663.0
666,357.0,1171.0,16874.0,68.0,628.0
667,357.0,1170.0,16410.0,66.0,522.0
668,359.0,1171.0,15725.0,65.0,452.0
669,359.0,1164.0,15090.0,63.0,365.0
670,359.0,1162.0,13933.0,62.0,388.0
671,359.0,1160.0,12758.0,61.0,366.0
672,358.0,1145.0,11942.0,58.0,386.0
673,361.0,1148.0,11030.0,58.0,340.0
674,356.0,1143.0,10422.0,57.0,349.0
675,360.0,1143.0,11034.0,58.0,352.0
676,363.0,1144.0,11758.0,58.0,342.0
677,360.0,1143.0,13728.0,59.0,360.0
678,359.0,1152.0,16320.0,63.0,377.0
679,363.0,1165.0,19399.0,65.0,425.0
680,362.0,1159.0,19741.0,73.0,436.0
681,363.0,1171.0,19325.0,73.0,472.0
682,358.0,1173.0,19199.0,73.0,474.0
683,362.0,1172.0,18996.0,79.0,472.0
684,360.0,1172.0,18651.0,81.0,451.0
685,361.0,1174.0,18547.0,79.0,471.0
686,361.0,1172.0,18466.0,80.0,547.0
687,355.0,1171.0,18981.0,81.0,544.0
688,358.0,1173.0,19196.0,81.0,568.0
689,358.0,1173.0,20409.0,85.0,568.0
690,351.0,1174.0,21301.0,85.0,598.0
691,358.0,1170.0,19057.0,85.0,537.0
692,356.0,1170.0,17102.0,85.0,566.0
693,353.0,1174.0,16372.0,85.0,562.0
694,356.0,1163.0,14735.0,85.0,621.0
695,354.0,1165.0,13625.0,85.0,658.0
696,358.0,1160.0,13397.0,84.0,775.0
697,353.0,1161.0,12817.0,84.0,754.0
698,350.0,1159.0,12202.0,83.0,735.0
699,354.0,1157.0,12315.0,83.0,747.0
700,354.0,1158.0,13370.0,82.0,693.0
701,358.0,1164.0,15851.0,82.0,692.0
702,357.0,1164.0,19665.0,84.0,599.0
703,351.0,1173.0,21850.0,83.0,629.0
704,349.0,1184.0,22337.0,86.0,584.0
705,346.0,1191.0,22382.0,86.0,612.0
706,347.0,1186.0,22281.0,85.0,532.0
707,343.0,1182.0,21892.0,84.0,526.0
708,354.0,1181.0,21509.0,83.0,520.0
709,354.0,1185.0,21335.0,82.0,487.0
710,356.0,1186.0,21231.0,81.0,452.0
711,356.0,1187.0,21756.0,77.0,431.0
712,354.0,1195.0,22548.0,77.0,382.0
713,356.0,1193.0,23473.0,77.0,369.0
714,358.0,1193.0,23196.0,78.0,388.0
715,355.0,1186.0,22893.0,79.0,371.0
716,353.0,1184.0,22194.0,80.0,434.0
717,355.0,1174.0,21203.0,81.0,486.0
718,356.0,1164.0,19501.0,82.0,508.0
719,356.0,1163.0,17707.0,83.0,536.0
720,359.0,1170.0,15664.0,80.0,590.0
721,355.0,1178.0,14913.0,80.0,628.0
722,356.0,1172.0,13103.0,78.0,646.0
723,357.0,1172.0,12554.0,78.0,665.0
724,359.0,1173.0,12216.0,79.0,675.0
725,358.0,1176.0,13423.0,80.0,725.0
726,356.0,1184.0,17457.0,82.0,663.0
727,359.0,1198.0,20323.0,81.0,627.0
728,360.0,1202.0,20686.0,79.0,597.0
729,352.0,1205.0,19786.0,76.0,558.0
730,357.0,1210.0,19924.0,75.0,516.0
731,361.0,1209.0,18937.0,74.0,462.0
732,358.0,1210.0,18350.0,72.0,427.0
733,361.0,1206.0,18075.0,72.0,386.0
734,361.0,1205.0,18409.0,73.0,358.0
735,357.0,1212.0,18808.0,73.0,394.0
736,348.0,1209.0,19730.0,73.0,370.0
737,357.0,1207.0,21176.0,73.0,362.0
738,360.0,1210.0,21850.0,73.0,327.0
739,359.0,1217.0,20910.0,73.0,331.0
740,362.0,1215.0,18689.0,74.0,394.0
741,360.0,1215.0,16461.0,74.0,361.0
742,361.0,1204.0,14577.0,74.0,384.0
743,359.0,1199.0,12771.0,72.0,427.0
744,360.0,1164.0,11871.0,95.0,397.0
745,361.0,1152.0,11521.0,93.0,357.0
746,357.0,1149.0,10923.0,92.0,388.0
747,357.0,1146.0,10605.0,91.0,372.0
748,356.0,1144.0,10969.0,91.0,361.0
749,353.0,1149.0,13372.0,93.0,388.0
750,354.0,1152.0,17657.0,93.0,364.0
751,351.0,1159.0,20711.0,94.0,380.0
752,351.0,1146.0,21066.0,96.0,444.0
753,338.0,1169.0,20778.0,98.0,425.0
754,337.0,1166.0,20875.0,99.0,444.0
755,336.0,1174.0,20159.0,97.0,442.0
756,336.0,1170.0,19429.0,97.0,463.0
757,336.0,1167.0,19408.0,85.0,478.0
758,336.0,1171.0,19695.0,84.0,451.0
759,338.0,1166.0,19666.0,83.0,424.0
760,338.0,1170.0,20323.0,84.0,425.0
761,352.0,1171.0,21555.0,84.0,404.0
762,352.0,1170.0,21747.0,86.0,433.0
763,353.0,1164.0,20838.0,86.0,446.0
764,353.0,1163.0,19687.0,85.0,414.0
765,353.0,1164.0,19067.0,85.0,402.0
766,358.0,1164.0,17858.0,84.0,389.0
767,359.0,1160.0,15192.0,82.0,373.0
768,359.0,1145.0,15036.0,77.0,380.0
769,361.0,1142.0,14476.0,78.0,376.0
770,361.0,1145.0,14300.0,76.0,355.0
771,361.0,1137.0,14578.0,75.0,315.0
772,360.0,1135.0,15412.0,75.0,296.0
773,358.0,1135.0,18136.0,75.0,266.0
774,363.0,1140.0,21202.0,74.0,248.0
775,366.0,1150.0,23058.0,74.0,242.0
776,361.0,1150.0,23630.0,74.0,235.0
777,362.0,1151.0,23648.0,74.0,215.0
778,365.0,1150.0,23861.0,74.0,207.0
779,367.0,1150.0,23572.0,74.0,196.0
780,362.0,1145.0,23094.0,71.0,145.0
781,364.0,1145.0,23049.0,74.0,147.0
782,364.0,1136.0,22929.0,86.0,134.0
783,366.0,1127.0,22381.0,85.0,135.0
784,366.0,1126.0,22783.0,85.0,131.0
785,363.0,1124.0,23584.0,85.0,126.0
786,366.0,1120.0,23924.0,84.0,132.0
787,370.0,1117.0,23556.0,85.0,169.0
788,368.0,1107.0,22557.0,85.0,167.0
789,368.0,1104.0,21916.0,85.0,201.0
790,366.0,1093.0,21266.0,86.0,231.0
791,365.0,1085.0,19601.0,87.0,242.0
792,369.0,1044.0,19498.0,76.0,213.0
793,371.0,1042.0,18945.0,77.0,226.0
794,370.0,1040.0,18746.0,77.0,252.0
795,367.0,1039.0,18731.0,78.0,289.0
796,366.0,1037.0,18819.0,78.0,260.0
797,366.0,1036.0,19275.0,79.0,255.0
798,365.0,1038.0,20002.0,79.0,273.0
799,369.0,1043.0,20839.0,79.0,305.0
800,366.0,1013.0,21846.0,82.0,330.0
801,366.0,1020.0,22666.0,83.0,328.0
802,358.0,1051.0,22889.0,83.0,301.0
803,362.0,1050.0,22760.0,80.0,265.0
804,360.0,1044.0,22383.0,81.0,294.0
805,358.0,1041.0,21912.0,81.0,268.0
806,362.0,1043.0,21645.0,79.0,276.0
807,362.0,1041.0,21668.0,78.0,262.0
808,363.0,1040.0,22386.0,79.0,250.0
809,360.0,1048.0,22818.0,80.0,253.0
810,363.0,1039.0,22680.0,80.0,255.0
811,363.0,1036.0,22224.0,77.0,265.0
812,364.0,1043.0,21271.0,77.0,260.0
813,364.0,1042.0,20753.0,78.0,259.0
814,363.0,1047.0,20080.0,84.0,253.0
815,363.0,1048.0,19437.0,83.0,233.0
816,366.0,1034.0,18467.0,75.0,232.0
817,369.0,1031.0,16909.0,74.0,233.0
818,368.0,1038.0,16270.0,74.0,264.0
819,368.0,1038.0,16381.0,74.0,242.0
820,370.0,1035.0,15961.0,74.0,225.0
821,365.0,1006.0,15921.0,74.0,255.0
822,365.0,1002.0,15926.0,74.0,273.0
823,367.0,996.0,16647.0,74.0,269.0
824,363.0,1013.0,17928.0,78.0,294.0
825,366.0,1015.0,19383.0,79.0,239.0
826,367.0,1017.0,19713.0,80.0,327.0
827,368.0,1020.0,20514.0,78.0,303.0
828,368.0,1030.0,19919.0,77.0,247.0
829,360.0,1059.0,18867.0,77.0,253.0
830,365.0,1052.0,18586.0,77.0,282.0
831,365.0,1053.0,19328.0,77.0,397.0
832,367.0,1056.0,20997.0,77.0,280.0
833,363.0,1058.0,22538.0,81.0,308.0
834,365.0,1056.0,22837.0,81.0,318.0
835,364.0,1053.0,22683.0,81.0,387.0
836,366.0,1048.0,22274.0,78.0,439.0
837,365.0,1055.0,22011.0,76.0,425.0
838,363.0,1055.0,21504.0,77.0,423.0
839,360.0,1060.0,20370.0,77.0,497.0
840,364.0,1058.0,18785.0,74.0,401.0
841,361.0,1056.0,17284.0,74.0,470.0
842,362.0,1058.0,16628.0,75.0,487.0
843,362.0,1058.0,16730.0,74.0,483.0
844,364.0,1058.0,17492.0,73.0,401.0
845,364.0,1062.0,20170.0,73.0,451.0
846,362.0,1070.0,22613.0,75.0,442.0
847,362.0,1086.0,23518.0,78.0,445.0
848,366.0,1097.0,23585.0,81.0,433.0
849,368.0,1117.0,23669.0,75.0,437.0
850,353.0,1119.0,23752.0,78.0,453.0
851,352.0,1108.0,23270.0,78.0,400.0
852,347.0,1113.0,23308.0,80.0,431.0
853,347.0,1112.0,23318.0,81.0,379.0
854,347.0,1119.0,23567.0,80.0,396.0
855,346.0,1117.0,23647.0,80.0,368.0
856,344.0,1116.0,23379.0,81.0,390.0
857,345.0,1118.0,23575.0,81.0,292.0
858,344.0,1121.0,23701.0,81.0,287.0
859,345.0,1117.0,23572.0,81.0,262.0
860,346.0,1113.0,23274.0,81.0,256.0
861,342.0,1118.0,23057.0,81.0,254.0
862,343.0,1113.0,22347.0,81.0,253.0
863,342.0,1112.0,21951.0,79.0,235.0
864,343.0,1105.0,20711.0,82.0,226.0
865,345.0,1110.0,20439.0,81.0,209.0
866,341.0,1110.0,20348.0,82.0,197.0
867,341.0,1111.0,20362.0,82.0,188.0
868,341.0,1111.0,20908.0,84.0,208.0
869,346.0,1109.0,22124.0,85.0,160.0
870,326.0,1116.0,23300.0,85.0,134.0
871,325.0,1119.0,23710.0,88.0,134.0
872,325.0,1116.0,23608.0,88.0,122.0
873,324.0,1116.0,23727.0,88.0,134.0
874,344.0,1145.0,23754.0,89.0,147.0
875,341.0,1139.0,23625.0,88.0,156.0
876,336.0,1138.0,23361.0,88.0,177.0
877,337.0,1138.0,23544.0,87.0,182.0
878,340.0,1150.0,23882.0,87.0,193.0
879,335.0,1146.0,23946.0,89.0,210.0
880,320.0,1152.0,23998.0,89.0,203.0
881,320.0,1152.0,24187.0,89.0,252.0
882,320.0,1150.0,23947.0,91.0,269.0
883,320.0,1145.0,23495.0,92.0,297.0
884,336.0,1149.0,23598.0,91.0,263.0
885,337.0,1149.0,23037.0,91.0,256.0
886,341.0,1141.0,21869.0,90.0,261.0
887,340.0,1146.0,20810.0,89.0,268.0
888,336.0,1143.0,20959.0,83.0,320.0
889,340.0,1142.0,20631.0,83.0,262.0
890,338.0,1144.0,20439.0,83.0,301.0
891,340.0,1144.0,20656.0,82.0,287.0
892,333.0,1142.0,20980.0,82.0,300.0
893,341.0,1142.0,21727.0,82.0,317.0
894,343.0,1148.0,23328.0,86.0,308.0
895,340.0,1148.0,23847.0,89.0,362.0
896,340.0,1149.0,23982.0,89.0,442.0
897,340.0,1149.0,24450.0,89.0,352.0
898,342.0,1131.0,24390.0,89.0,356.0
899,341.0,1146.0,24318.0,89.0,363.0
900,344.0,1140.0,23661.0,89.0,330.0
901,335.0,1150.0,23797.0,90.0,377.0
902,349.0,1147.0,23674.0,90.0,372.0
903,344.0,1146.0,23648.0,90.0,346.0
904,346.0,1150.0,23742.0,90.0,335.0
905,347.0,1153.0,23994.0,89.0,303.0
906,346.0,1150.0,23968.0,89.0,329.0
907,346.0,1144.0,23745.0,89.0,314.0
908,345.0,1148.0,23583.0,90.0,383.0
909,345.0,1145.0,23283.0,89.0,294.0
910,347.0,1144.0,22668.0,86.0,328.0
911,347.0,1145.0,21781.0,85.0,388.0
912,349.0,1143.0,21369.0,81.0,399.0
913,350.0,1135.0,20937.0,81.0,411.0
914,349.0,1136.0,20434.0,81.0,420.0
915,348.0,1136.0,20259.0,81.0,477.0
916,347.0,1138.0,20652.0,82.0,546.0
917,341.0,1136.0,21317.0,82.0,485.0
918,346.0,1139.0,22534.0,83.0,532.0
919,344.0,1143.0,23484.0,90.0,554.0
920,341.0,1140.0,23500.0,91.0,624.0
921,342.0,1144.0,23637.0,92.0,636.0
922,339.0,1143.0,23509.0,93.0,640.0
923,334.0,1143.0,23333.0,94.0,679.0
924,339.0,1142.0,22928.0,94.0,656.0
925,342.0,1150.0,22910.0,93.0,653.0
926,341.0,1151.0,22818.0,94.0,620.0
927,339.0,1150.0,22801.0,94.0,591.0
928,339.0,1151.0,23238.0,96.0,546.0
929,340.0,1150.0,23844.0,99.0,621.0
930,343.0,1150.0,23605.0,99.0,668.0
931,341.0,1151.0,22857.0,96.0,688.0
932,345.0,1148.0,21817.0,96.0,687.0
933,342.0,1152.0,21316.0,97.0,713.0
934,343.0,1149.0,20108.0,97.0,702.0
935,341.0,1149.0,18707.0,97.0,693.0
936,338.0,1156.0,18015.0,96.0,701.0
937,342.0,1157.0,17322.0,96.0,712.0
938,340.0,1159.0,16461.0,97.0,758.0
939,336.0,1156.0,16481.0,97.0,788.0
940,332.0,1159.0,17169.0,98.0,794.0
941,337.0,1160.0,18818.0,100.0,725.0
942,337.0,1160.0,20582.0,100.0,719.0
943,340.0,1161.0,22340.0,98.0,741.0
944,340.0,1160.0,22897.0,98.0,766.0
945,338.0,1164.0,22751.0,97.0,819.0
946,340.0,1167.0,22683.0,102.0,791.0
947,341.0,1166.0,21749.0,102.0,810.0
948,342.0,1167.0,21069.0,101.0,775.0
949,340.0,1166.0,21049.0,100.0,774.0
950,339.0,1169.0,21340.0,97.0,778.0
951,340.0,1168.0,21326.0,90.0,754.0
952,336.0,1168.0,21917.0,90.0,751.0
953,336.0,1168.0,22936.0,90.0,776.0
954,329.0,1168.0,22761.0,90.0,816.0
955,330.0,1167.0,21431.0,90.0,788.0
956,332.0,1166.0,20325.0,90.0,696.0
957,333.0,1164.0,19897.0,90.0,660.0
958,333.0,1152.0,19364.0,89.0,623.0
959,332.0,1154.0,18780.0,89.0,629.0
960,334.0,1129.0,18603.0,76.0,656.0
961,355.0,1116.0,18113.0,77.0,641.0
962,358.0,1112.0,17618.0,77.0,583.0
963,356.0,1111.0,17815.0,77.0,562.0
964,358.0,1113.0,18177.0,77.0,551.0
965,358.0,1112.0,18729.0,78.0,531.0
966,356.0,1113.0,18565.0,78.0,546.0
967,358.0,1113.0,18844.0,81.0,481.0
968,357.0,1109.0,19976.0,80.0,465.0
969,359.0,1098.0,20730.0,80.0,499.0
970,357.0,1097.0,21185.0,80.0,539.0
971,359.0,1103.0,21180.0,77.0,511.0
972,357.0,1107.0,21121.0,75.0,485.0
973,355.0,1106.0,20802.0,75.0,466.0
974,358.0,1102.0,20487.0,77.0,547.0
975,356.0,1100.0,20772.0,79.0,597.0
976,361.0,1102.0,21470.0,81.0,644.0
977,357.0,1102.0,22165.0,81.0,634.0
978,356.0,1100.0,21721.0,82.0,709.0
979,359.0,1100.0,20706.0,82.0,779.0
980,359.0,1100.0,19430.0,82.0,833.0
981,360.0,1102.0,18649.0,83.0,802.0
982,360.0,1102.0,17864.0,83.0,808.0
983,357.0,1102.0,15173.0,83.0,808.0
984,361.0,1089.0,13944.0,79.0,830.0
985,362.0,1083.0,13167.0,79.0,760.0
986,362.0,1085.0,12704.0,78.0,766.0
987,357.0,1087.0,12635.0,79.0,804.0
988,360.0,1082.0,12702.0,79.0,865.0
989,357.0,1080.0,12305.0,79.0,839.0
990,358.0,1082.0,12657.0,79.0,851.0
991,356.0,1079.0,13083.0,83.0,824.0
992,356.0,1083.0,13681.0,83.0,771.0
993,357.0,1083.0,14813.0,83.0,740.0
994,360.0,1085.0,15314.0,83.0,723.0
995,359.0,1084.0,15616.0,84.0,737.0
996,361.0,1082.0,15312.0,84.0,745.0
997,361.0,1077.0,15037.0,86.0,705.0
998,361.0,1079.0,14997.0,86.0,753.0
999,358.0,1077.0,15515.0,85.0,763.0
1000,359.0,1076.0,16179.0,86.0,704.0
1001,353.0,1081.0,17531.0,86.0,691.0
1002,354.0,1078.0,18571.0,86.0,655.0
1003,354.0,1074.0,17679.0,84.0,637.0
1004,358.0,1073.0,16008.0,82.0,586.0
1005,357.0,1076.0,14934.0,80.0,562.0
1006,359.0,1076.0,14467.0,79.0,592.0
1007,357.0,1076.0,13339.0,79.0,640.0
1008,359.0,1072.0,12660.0,80.0,620.0
1009,360.0,1072.0,12302.0,80.0,614.0
1010,357.0,1069.0,12309.0,80.0,629.0
1011,359.0,1068.0,12384.0,80.0,612.0
1012,360.0,1067.0,12755.0,80.0,608.0
1013,359.0,1067.0,13991.0,79.0,620.0
1014,359.0,1064.0,16580.0,79.0,584.0
1015,359.0,1084.0,19871.0,94.0,617.0
1016,359.0,1080.0,20497.0,93.0,617.0
1017,358.0,1083.0,20739.0,94.0,632.0
1018,359.0,1078.0,20632.0,96.0,630.0
1019,360.0,1077.0,20358.0,97.0,641.0
1020,359.0,1076.0,19971.0,98.0,552.0
1021,352.0,1076.0,19958.0,96.0,586.0
1022,342.0,1074.0,19747.0,95.0,543.0
1023,341.0,1074.0,20233.0,93.0,521.0
1024,339.0,1075.0,20769.0,91.0,470.0
1025,343.0,1078.0,22381.0,88.0,445.0
1026,342.0,1078.0,22678.0,86.0,421.0
1027,344.0,1075.0,21962.0,84.0,440.0
1028,347.0,1071.0,20671.0,83.0,329.0
1029,347.0,1073.0,19989.0,82.0,298.0
1030,344.0,1067.0,18435.0,80.0,346.0
1031,345.0,1066.0,17187.0,80.0,335.0
1032,348.0,1055.0,16831.0,78.0,438.0
1033,345.0,1054.0,16313.0,79.0,466.0
1034,348.0,1053.0,16078.0,80.0,493.0
1035,346.0,1053.0,16762.0,80.0,449.0
1036,346.0,1051.0,17744.0,82.0,348.0
1037,348.0,1056.0,19876.0,83.0,376.0
1038,346.0,1057.0,22089.0,88.0,403.0
1039,348.0,1074.0,22785.0,89.0,415.0
1040,350.0,1071.0,22597.0,89.0,427.0
1041,343.0,1075.0,22651.0,89.0,428.0
1042,350.0,1068.0,22805.0,90.0,400.0
1043,346.0,1066.0,22270.0,91.0,470.0
1044,327.0,1067.0,21869.0,88.0,484.0
1045,348.0,1065.0,21849.0,89.0,512.0
1046,346.0,1066.0,22187.0,92.0,546.0
1047,342.0,1065.0,22417.0,95.0,592.0
1048,347.0,1069.0,22721.0,97.0,559.0
1049,347.0,1070.0,23086.0,98.0,614.0
1050,345.0,1067.0,23125.0,99.0,626.0
1051,347.0,1061.0,22806.0,100.0,613.0
1052,342.0,1059.0,21725.0,96.0,648.0
1053,341.0,1062.0,21364.0,96.0,728.0
1054,340.0,1057.0,20265.0,96.0,762.0
1055,338.0,1056.0,18583.0,97.0,797.0
1056,341.0,1044.0,18360.0,100.0,796.0
1057,339.0,1039.0,17698.0,100.0,785.0
1058,339.0,1039.0,17205.0,100.0,814.0
1059,339.0,1038.0,17518.0,100.0,833.0
1060,341.0,1040.0,18892.0,99.0,836.0
1061,337.0,1039.0,20272.0,99.0,801.0
1062,339.0,1034.0,21492.0,99.0,793.0
1063,343.0,1038.0,22702.0,103.0,779.0
1064,340.0,1023.0,22503.0,101.0,792.0
1065,339.0,1021.0,22338.0,102.0,767.0
1066,338.0,1023.0,22159.0,103.0,745.0
1067,336.0,1019.0,21532.0,102.0,746.0
1068,337.0,1021.0,20831.0,100.0,723.0
1069,340.0,1014.0,19877.0,100.0,736.0
1070,341.0,1017.0,19643.0,100.0,754.0
1071,340.0,1015.0,20003.0,100.0,761.0
1072,345.0,1024.0,20605.0,101.0,751.0
1073,359.0,1023.0,21316.0,104.0,765.0
1074,347.0,1024.0,21009.0,106.0,767.0
1075,342.0,1018.0,20083.0,102.0,752.0
1076,343.0,1014.0,18536.0,102.0,780.0
1077,342.0,1022.0,17753.0,102.0,760.0
1078,345.0,1014.0,15655.0,102.0,759.0
1079,345.0,1010.0,12553.0,102.0,788.0
1080,345.0,1019.0,11741.0,105.0,811.0
1081,345.0,1019.0,11722.0,105.0,797.0
1082,346.0,1019.0,11661.0,105.0,791.0
1083,349.0,1019.0,11221.0,105.0,774.0
1084,351.0,1019.0,11619.0,105.0,839.0
1085,347.0,1019.0,13081.0,105.0,833.0
1086,347.0,1021.0,15051.0,105.0,894.0
1087,347.0,1027.0,17560.0,105.0,773.0
1088,351.0,1019.0,18895.0,105.0,850.0
1089,341.0,1019.0,18447.0,105.0,731.0
1090,347.0,1016.0,17697.0,105.0,728.0
1091,339.0,1015.0,17364.0,105.0,743.0
1092,345.0,1017.0,17482.0,105.0,809.0
1093,346.0,1021.0,17609.0,105.0,760.0
1094,344.0,1021.0,18027.0,105.0,717.0
1095,347.0,1018.0,18180.0,104.0,693.0
1096,345.0,1020.0,18591.0,101.0,638.0
1097,337.0,1019.0,19876.0,95.0,584.0
1098,344.0,1018.0,20301.0,92.0,503.0
1099,343.0,1018.0,19769.0,86.0,492.0
1100,345.0,1018.0,19248.0,85.0,529.0
1101,341.0,1016.0,19025.0,86.0,434.0
1102,341.0,1014.0,18021.0,85.0,412.0
1103,339.0,1010.0,16120.0,85.0,389.0
1104,338.0,1013.0,15340.0,82.0,384.0
1105,334.0,1011.0,14956.0,82.0,376.0
1106,342.0,1010.0,14834.0,82.0,367.0
1107,341.0,1010.0,14524.0,83.0,401.0
1108,340.0,1009.0,15299.0,82.0,389.0
1109,342.0,1014.0,17769.0,82.0,358.0
1110,342.0,1013.0,20715.0,82.0,334.0
1111,342.0,1024.0,22306.0,84.0,345.0
1112,342.0,1025.0,22784.0,84.0,339.0
1113,341.0,1028.0,23059.0,83.0,287.0
1114,345.0,1027.0,23294.0,82.0,225.0
1115,343.0,1023.0,22732.0,82.0,205.0
1116,343.0,1025.0,21667.0,78.0,207.0
1117,336.0,1015.0,20902.0,79.0,217.0
1118,343.0,998.0,20632.0,78.0,184.0
1119,360.0,994.0,21123.0,79.0,179.0
1120,359.0,998.0,21827.0,79.0,174.0
1121,357.0,999.0,23208.0,82.0,174.0
1122,357.0,996.0,23125.0,82.0,159.0
1123,362.0,995.0,22734.0,81.0,154.0
1124,364.0,997.0,21588.0,77.0,176.0
1125,374.0,999.0,20913.0,77.0,122.0
1126,370.0,995.0,19450.0,77.0,138.0
1127,367.0,992.0,18214.0,77.0,203.0
1128,369.0,982.0,19028.0,77.0,156.0
1129,366.0,984.0,18578.0,77.0,159.0
1130,371.0,986.0,18550.0,77.0,205.0
1131,373.0,988.0,18127.0,78.0,184.0
1132,372.0,987.0,18126.0,78.0,210.0
1133,362.0,985.0,18550.0,79.0,230.0
1134,362.0,985.0,19411.0,81.0,234.0
1135,363.0,987.0,20677.0,82.0,246.0
1136,358.0,994.0,21755.0,84.0,244.0
1137,359.0,993.0,22322.0,84.0,249.0
1138,359.0,992.0,22255.0,84.0,253.0
1139,357.0,986.0,22127.0,85.0,267.0
1140,359.0,984.0,21854.0,86.0,277.0
1141,359.0,987.0,21595.0,87.0,289.0
1142,356.0,986.0,21394.0,86.0,301.0
1143,357.0,985.0,21529.0,86.0,327.0
1144,359.0,992.0,22218.0,87.0,320.0
1145,361.0,992.0,22849.0,88.0,352.0
1146,361.0,986.0,22728.0,88.0,354.0
1147,362.0,988.0,22222.0,89.0,366.0
1148,363.0,988.0,21621.0,89.0,377.0
1149,363.0,993.0,21225.0,90.0,383.0
1150,363.0,979.0,20542.0,88.0,414.0
1151,362.0,974.0,19276.0,88.0,431.0
