,Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
1590,9811.0,8670.0,1477.0,1125.0
1591,11457.0,8669.0,1520.0,1098.0
1592,11586.0,8669.0,1535.0,1016.0
1593,11539.0,8667.0,1560.0,966.0
1594,11425.0,8671.0,1560.0,937.0
1595,11254.0,8670.0,1534.0,901.0
1596,11092.0,8666.0,1526.0,860.0
1597,11064.0,8669.0,1540.0,855.0
1598,10892.0,8666.0,1531.0,869.0
1599,10843.0,8666.0,1516.0,860.0
1600,10875.0,8668.0,1471.0,913.0
1601,11317.0,8671.0,1465.0,962.0
1602,11398.0,8671.0,1449.0,1070.0
1603,11513.0,8671.0,1411.0,1137.0
1604,11090.0,8672.0,1442.0,1071.0
1605,10171.0,8672.0,1443.0,1028.0
1606,9153.0,8674.0,1434.0,1029.0
1607,8381.0,8676.0,1426.0,1074.0
1608,6885.0,8675.0,1383.0,946.0
1609,6656.0,8676.0,1334.0,921.0
1610,6627.0,8675.0,1290.0,939.0
1611,6625.0,8675.0,1285.0,956.0
1612,7002.0,8675.0,1284.0,944.0
1613,8177.0,8674.0,1296.0,967.0
1614,10177.0,8674.0,1382.0,954.0
1615,11621.0,8672.0,1413.0,921.0
1616,11803.0,8672.0,1450.0,843.0
1617,11721.0,8671.0,1465.0,789.0
1618,11556.0,8669.0,1455.0,706.0
1619,11506.0,8669.0,1450.0,635.0
1620,11459.0,8667.0,1435.0,597.0
1621,11430.0,8641.0,1434.0,562.0
1622,11478.0,8645.0,1330.0,583.0
1623,11568.0,8653.0,1333.0,597.0
1624,11565.0,8661.0,1421.0,588.0
1625,11828.0,8664.0,1449.0,585.0
1626,12161.0,8665.0,1454.0,602.0
1627,11895.0,8667.0,1491.0,591.0
1628,11548.0,8665.0,1400.0,526.0
1629,10999.0,8666.0,1385.0,461.0
1630,9977.0,8668.0,1350.0,430.0
1631,9136.0,8668.0,1358.0,392.0
1632,6679.0,8670.0,1353.0,393.0
1633,6237.0,8672.0,1317.0,363.0
1634,6134.0,8670.0,1256.0,335.0
1635,6122.0,8671.0,1259.0,314.0
1636,6185.0,8670.0,1292.0,298.0
1637,6638.0,8669.0,1329.0,280.0
1638,7390.0,8669.0,1359.0,269.0
1639,8330.0,8668.0,1359.0,238.0
1640,9628.0,8666.0,1362.0,190.0
1641,10348.0,8667.0,1371.0,148.0
1642,10290.0,8666.0,1353.0,139.0
1643,10244.0,8663.0,1335.0,135.0
1644,9823.0,8661.0,1294.0,125.0
1645,9726.0,8663.0,1264.0,138.0
1646,9693.0,8666.0,1262.0,157.0
1647,9707.0,8666.0,1233.0,173.0
1648,9729.0,8666.0,1229.0,208.0
1649,10463.0,8640.0,1254.0,280.0
1650,10728.0,8613.0,1299.0,394.0
1651,10712.0,8648.0,1309.0,500.0
1652,10326.0,8662.0,1295.0,588.0
1653,9637.0,8666.0,1257.0,664.0
1654,8075.0,8669.0,1240.0,712.0
1655,7551.0,8668.0,1243.0,751.0
1656,6153.0,8669.0,1252.0,813.0
1657,5937.0,8667.0,1260.0,848.0
1658,5981.0,8668.0,1230.0,915.0
1659,5962.0,8668.0,1204.0,986.0
1660,6041.0,8665.0,1210.0,1039.0
1661,6167.0,8666.0,1222.0,1122.0
1662,6696.0,8667.0,1225.0,1183.0
1663,7567.0,8668.0,1241.0,1226.0
1664,8682.0,8670.0,1256.0,1215.0
1665,9340.0,8670.0,1281.0,1225.0
1666,9638.0,8670.0,1260.0,1235.0
1667,9631.0,8670.0,1262.0,1240.0
1668,9571.0,8671.0,1254.0,1255.0
1669,9580.0,8672.0,1275.0,1272.0
1670,9481.0,8669.0,1260.0,1361.0
1671,9495.0,8666.0,1266.0,1457.0
1672,9683.0,8664.0,1258.0,1536.0
1673,9889.0,8661.0,1293.0,1648.0
1674,10014.0,8663.0,1289.0,1749.0
1675,10088.0,8661.0,1294.0,1808.0
1676,9789.0,8662.0,1296.0,1790.0
1677,9190.0,8666.0,1283.0,1766.0
1678,7864.0,8667.0,1282.0,1681.0
1679,6890.0,8669.0,1294.0,1621.0
1680,6338.0,8667.0,1310.0,1734.0
1681,6111.0,8669.0,1256.0,1678.0
1682,6056.0,8670.0,1240.0,1661.0
1683,6246.0,8670.0,1270.0,1636.0
1684,6751.0,8671.0,1264.0,1646.0
1685,7542.0,8669.0,1272.0,1607.0
1686,10336.0,8666.0,1276.0,1597.0
1687,11789.0,8666.0,1286.0,1546.0
1688,12080.0,8666.0,1303.0,1453.0
1689,12046.0,8664.0,1316.0,1384.0
1690,11957.0,8666.0,1296.0,1133.0
1691,12014.0,8667.0,1285.0,906.0
1692,11702.0,8665.0,1226.0,752.0
1693,11588.0,8665.0,1229.0,660.0
1694,11347.0,8666.0,1272.0,614.0
1695,11325.0,8664.0,1288.0,531.0
1696,11401.0,8664.0,1295.0,533.0
1697,11860.0,8665.0,1315.0,572.0
1698,12164.0,8662.0,1325.0,591.0
1699,12022.0,8663.0,1351.0,595.0
1700,11690.0,8664.0,1338.0,566.0
1701,10694.0,8669.0,1338.0,541.0
1702,9494.0,8672.0,1306.0,574.0
1703,7803.0,8674.0,1282.0,676.0
1704,6474.0,8672.0,1291.0,712.0
1705,6337.0,8673.0,1267.0,814.0
1706,6262.0,8674.0,1237.0,981.0
1707,6218.0,8673.0,1247.0,1101.0
1708,6754.0,8673.0,1254.0,1233.0
1709,7460.0,8673.0,1273.0,1327.0
1710,9929.0,8671.0,1311.0,1445.0
1711,11416.0,8668.0,1406.0,1442.0
1712,11602.0,8667.0,1427.0,1391.0
1713,11544.0,8665.0,1361.0,1360.0
1714,11525.0,8663.0,1362.0,1360.0
1715,11365.0,8667.0,1374.0,1409.0
1716,11140.0,8667.0,1361.0,1346.0
1717,11053.0,8668.0,1397.0,1440.0
1718,10901.0,8668.0,1384.0,1527.0
1719,10835.0,8668.0,1399.0,1631.0
1720,10918.0,8668.0,1429.0,1746.0
1721,11347.0,8668.0,1389.0,1877.0
1722,11501.0,8667.0,1391.0,2032.0
1723,11474.0,8667.0,1332.0,2096.0
1724,10868.0,8669.0,1300.0,2055.0
1725,10204.0,8669.0,1272.0,2073.0
1726,9177.0,8667.0,1250.0,2110.0
1727,7194.0,8669.0,1284.0,2153.0
1728,6231.0,8669.0,1197.0,2141.0
1729,5909.0,8669.0,1227.0,2163.0
1730,5915.0,8670.0,1242.0,2157.0
1731,6078.0,8669.0,1250.0,2161.0
1732,6424.0,8668.0,1273.0,2190.0
1733,7675.0,8667.0,1328.0,2168.0
1734,10366.0,8664.0,1388.0,2087.0
1735,11952.0,8662.0,1407.0,1905.0
1736,12008.0,8662.0,1454.0,1521.0
1737,12014.0,8663.0,1533.0,1285.0
1738,11942.0,8663.0,1543.0,1029.0
1739,11714.0,8660.0,1509.0,858.0
1740,11374.0,8657.0,1559.0,720.0
1741,11346.0,8658.0,1452.0,601.0
1742,11312.0,8659.0,1505.0,563.0
1743,11425.0,8656.0,1491.0,564.0
1744,11313.0,8654.0,1488.0,538.0
1745,11533.0,8653.0,1473.0,615.0
1746,11727.0,8656.0,1475.0,719.0
1747,11677.0,8658.0,1470.0,807.0
1748,11293.0,8658.0,1491.0,907.0
1749,10720.0,8661.0,1518.0,1033.0
1750,9030.0,8663.0,1520.0,1080.0
1751,7472.0,8663.0,1532.0,1075.0
1752,6272.0,8663.0,1498.0,1090.0
1753,6114.0,8663.0,1502.0,1105.0
1754,6030.0,8661.0,1510.0,1080.0
1755,5998.0,8660.0,1523.0,1137.0
1756,6595.0,8659.0,1536.0,1210.0
1757,7722.0,8658.0,1611.0,1316.0
1758,9989.0,7895.0,1708.0,1452.0
1759,11489.0,7765.0,1755.0,1497.0
1760,12081.0,7768.0,1752.0,1426.0
1761,12085.0,7772.0,1754.0,1399.0
1762,12025.0,7770.0,1706.0,1338.0
1763,12000.0,7767.0,1665.0,1417.0
1764,11763.0,7770.0,1613.0,1472.0
1765,11749.0,7771.0,1608.0,1557.0
1766,11419.0,7772.0,1607.0,1636.0
1767,11443.0,7772.0,1578.0,1741.0
1768,11394.0,7772.0,1601.0,1867.0
1769,11204.0,7775.0,1666.0,2048.0
1770,11141.0,7773.0,1664.0,2258.0
1771,11108.0,7772.0,1709.0,2410.0
1772,10570.0,7776.0,1720.0,2502.0
1773,9877.0,7777.0,1718.0,2593.0
1774,8055.0,7780.0,1677.0,2578.0
1775,7255.0,7780.0,1660.0,2521.0
1776,6190.0,7779.0,1655.0,2440.0
1777,6117.0,7780.0,1654.0,2425.0
1778,6086.0,7780.0,1664.0,2426.0
1779,6117.0,7782.0,1690.0,2449.0
1780,6720.0,7780.0,1692.0,2501.0
1781,7896.0,7779.0,1698.0,2547.0
1782,10306.0,7780.0,1768.0,2609.0
1783,11793.0,7779.0,1820.0,2547.0
1784,12124.0,7779.0,1796.0,2383.0
1785,12124.0,7780.0,1777.0,2279.0
1786,11912.0,7780.0,1764.0,2281.0
1787,11673.0,7779.0,1761.0,2334.0
1788,11477.0,7779.0,1754.0,2368.0
1789,11331.0,7779.0,1772.0,2407.0
1790,10943.0,7767.0,1773.0,2384.0
1791,10925.0,7778.0,1773.0,2374.0
1792,10867.0,7779.0,1784.0,2396.0
1793,10977.0,7777.0,1761.0,2428.0
1794,10993.0,7779.0,1765.0,2458.0
1795,10921.0,7779.0,1747.0,2474.0
1796,10083.0,7781.0,1740.0,2510.0
1797,9532.0,7783.0,1725.0,2576.0
1798,8035.0,7782.0,1658.0,2630.0
1799,6997.0,7781.0,1701.0,2606.0
1800,5879.0,7782.0,1688.0,2740.0
1801,5694.0,7782.0,1687.0,2641.0
1802,5522.0,7778.0,1688.0,2654.0
1803,5458.0,7778.0,1689.0,2726.0
1804,5614.0,7856.0,1690.0,2898.0
1805,5773.0,7999.0,1693.0,2918.0
1806,6820.0,8133.0,1689.0,3075.0
1807,7844.0,8206.0,1681.0,3018.0
1808,8672.0,8316.0,1676.0,2918.0
1809,8908.0,8368.0,1686.0,2819.0
1810,8762.0,8368.0,1675.0,2742.0
1811,8830.0,8374.0,1624.0,2652.0
1812,8634.0,8373.0,1557.0,2623.0
1813,8489.0,8371.0,1560.0,2554.0
1814,8227.0,8372.0,1576.0,2675.0
1815,8054.0,8372.0,1582.0,2781.0
1816,8402.0,8374.0,1611.0,2922.0
1817,8525.0,8372.0,1618.0,3074.0
1818,8954.0,8368.0,1659.0,3233.0
1819,8865.0,8371.0,1601.0,3310.0
1820,8208.0,8368.0,1574.0,3283.0
1821,7720.0,8464.0,1583.0,3259.0
1822,7148.0,8535.0,1591.0,3207.0
1823,6401.0,8537.0,1561.0,3172.0
1824,5278.0,8537.0,1557.0,3217.0
1825,5135.0,8538.0,1547.0,3264.0
1826,5114.0,8538.0,1548.0,3245.0
1827,5163.0,8538.0,1546.0,3320.0
1828,5178.0,8538.0,1544.0,3373.0
1829,5483.0,8538.0,1536.0,3361.0
1830,5799.0,8542.0,1525.0,3294.0
1831,6169.0,8542.0,1533.0,3286.0
1832,6959.0,8592.0,1484.0,3139.0
1833,7406.0,8625.0,1423.0,3021.0
1834,7463.0,8625.0,1358.0,3066.0
1835,7360.0,8623.0,1357.0,2974.0
1836,7336.0,8639.0,1345.0,2932.0
1837,7213.0,8662.0,1343.0,3007.0
1838,7195.0,8662.0,1327.0,3050.0
1839,7350.0,8663.0,1362.0,3044.0
1840,7495.0,8662.0,1367.0,3078.0
1841,8246.0,8662.0,1427.0,3108.0
1842,9166.0,8661.0,1339.0,3121.0
1843,9242.0,8661.0,1495.0,3210.0
1844,9088.0,8664.0,1457.0,3253.0
1845,8760.0,8666.0,1490.0,3119.0
1846,7932.0,8668.0,1499.0,3146.0
1847,6987.0,8668.0,1497.0,3223.0
1848,5465.0,8670.0,1473.0,3281.0
1849,5296.0,8670.0,1449.0,3352.0
1850,5266.0,8670.0,1443.0,3369.0
1851,5270.0,8671.0,1441.0,3378.0
1852,6075.0,8671.0,1452.0,3387.0
1853,7120.0,8671.0,1503.0,3382.0
1854,10061.0,8667.0,1543.0,3481.0
1855,11680.0,8667.0,1576.0,3308.0
1856,11647.0,8669.0,1531.0,3130.0
1857,11628.0,8669.0,1509.0,3223.0
1858,11355.0,8667.0,1405.0,3346.0
1859,11172.0,8666.0,1384.0,3494.0
1860,10858.0,8667.0,1392.0,3584.0
1861,10659.0,8667.0,1376.0,3620.0
1862,10354.0,8665.0,1343.0,3589.0
1863,10404.0,8666.0,1330.0,3534.0
1864,10456.0,8666.0,1357.0,3548.0
1865,10598.0,8666.0,1380.0,3584.0
1866,10771.0,8665.0,1366.0,3475.0
1867,10574.0,8665.0,1412.0,3332.0
1868,10179.0,8667.0,1408.0,3239.0
1869,9264.0,8671.0,1381.0,3126.0
1870,8203.0,8672.0,1347.0,3033.0
1871,6913.0,8673.0,1344.0,2876.0
1872,5636.0,8670.0,1331.0,2778.0
1873,5493.0,8670.0,1322.0,2738.0
1874,5420.0,8670.0,1331.0,2748.0
1875,5368.0,8670.0,1345.0,2761.0
1876,5906.0,8670.0,1370.0,2695.0
1877,7039.0,8669.0,1391.0,2607.0
1878,9463.0,8670.0,1444.0,2457.0
1879,10756.0,8668.0,1502.0,2206.0
1880,10992.0,8670.0,1505.0,1831.0
1881,11028.0,8668.0,1469.0,1485.0
1882,10790.0,8633.0,1421.0,1308.0
1883,10523.0,8593.0,1389.0,1174.0
1884,10301.0,8610.0,1352.0,1116.0
1885,10123.0,8632.0,1368.0,1003.0
1886,10168.0,8659.0,1373.0,920.0
1887,10186.0,8662.0,1367.0,858.0
1888,10315.0,8660.0,1356.0,872.0
1889,11152.0,8656.0,1374.0,1064.0
1890,11397.0,8656.0,1374.0,1339.0
1891,11496.0,8659.0,1443.0,1589.0
1892,11208.0,8664.0,1440.0,1841.0
1893,10893.0,8664.0,1411.0,2202.0
1894,9389.0,8665.0,1378.0,2451.0
1895,7849.0,8664.0,1352.0,2632.0
1896,6731.0,8665.0,1312.0,2859.0
1897,5873.0,8665.0,1291.0,2968.0
1898,5814.0,8661.0,1295.0,3063.0
1899,5809.0,8660.0,1272.0,3108.0
1900,6167.0,8662.0,1260.0,3181.0
1901,7538.0,8661.0,1208.0,3206.0
1902,9932.0,8662.0,1264.0,3148.0
1903,11139.0,8664.0,1284.0,2975.0
1904,11320.0,8663.0,1263.0,2734.0
1905,11154.0,8666.0,1232.0,2466.0
1906,10762.0,8670.0,1231.0,2269.0
1907,10508.0,8666.0,1208.0,2263.0
1908,9966.0,8665.0,1177.0,2318.0
1909,9740.0,8663.0,1160.0,2362.0
1910,9606.0,8663.0,1157.0,2305.0
1911,9595.0,8662.0,1154.0,2252.0
1912,9645.0,8661.0,1136.0,2348.0
1913,9954.0,8662.0,1137.0,2402.0
1914,10343.0,8663.0,1137.0,2587.0
1915,10120.0,8664.0,1130.0,2672.0
1916,9606.0,8665.0,1134.0,2754.0
1917,9016.0,8668.0,1128.0,2752.0
1918,8198.0,8668.0,1089.0,2803.0
1919,6662.0,8667.0,1074.0,2614.0
1920,5280.0,8670.0,1076.0,2579.0
1921,5167.0,8672.0,1084.0,2451.0
1922,5138.0,8669.0,1084.0,2397.0
1923,5271.0,8670.0,1087.0,2326.0
1924,5945.0,8670.0,1088.0,2398.0
1925,7137.0,8671.0,1112.0,2438.0
1926,9094.0,8671.0,1180.0,2386.0
1927,9963.0,8668.0,1195.0,2240.0
1928,10061.0,8667.0,1153.0,2017.0
1929,10152.0,8665.0,1152.0,1968.0
1930,10011.0,8668.0,1121.0,1872.0
1931,9997.0,8665.0,1131.0,1727.0
1932,9769.0,8663.0,1123.0,1651.0
1933,9732.0,8663.0,1138.0,1573.0
1934,10042.0,8664.0,1140.0,1415.0
1935,10255.0,8664.0,1126.0,1355.0
1936,10797.0,8662.0,1125.0,1250.0
1937,11028.0,8666.0,1158.0,1238.0
1938,11319.0,8664.0,1186.0,1154.0
1939,11114.0,8664.0,1188.0,970.0
1940,10804.0,8663.0,1174.0,889.0
1941,10594.0,8665.0,1158.0,729.0
1942,9632.0,8668.0,1158.0,568.0
1943,8207.0,8667.0,1147.0,450.0
1944,6759.0,8668.0,1134.0,366.0
1945,6048.0,8666.0,1121.0,311.0
1946,6012.0,8653.0,1125.0,278.0
1947,6030.0,8652.0,1111.0,261.0
1948,6933.0,8650.0,1096.0,228.0
1949,8279.0,8648.0,1107.0,224.0
1950,10013.0,8648.0,1157.0,227.0
1951,11719.0,8644.0,1211.0,215.0
1952,11803.0,8673.0,1225.0,265.0
1953,11766.0,8644.0,1232.0,326.0
1954,11758.0,8650.0,1237.0,385.0
1955,11662.0,8661.0,1230.0,513.0
1956,11047.0,8662.0,1220.0,649.0
1957,10677.0,8664.0,1248.0,769.0
1958,10399.0,8665.0,1246.0,940.0
1959,10256.0,8665.0,1277.0,1092.0
1960,10248.0,8664.0,1279.0,1230.0
1961,10301.0,8664.0,1274.0,1414.0
1962,10297.0,8664.0,1252.0,1618.0
1963,10127.0,8663.0,1213.0,1868.0
1964,9693.0,8665.0,1205.0,2015.0
1965,9018.0,8667.0,1189.0,2179.0
1966,8201.0,8668.0,1176.0,2322.0
1967,7133.0,8670.0,1171.0,2351.0
1968,4973.0,8671.0,1175.0,2406.0
1969,4751.0,8670.0,1157.0,2461.0
1970,4528.0,8669.0,1151.0,2447.0
1971,4506.0,8670.0,1144.0,2397.0
1972,4498.0,8670.0,1147.0,2465.0
1973,5305.0,8672.0,1149.0,2438.0
1974,5591.0,8669.0,1139.0,2413.0
1975,6363.0,8670.0,1154.0,2363.0
1976,7139.0,8670.0,1165.0,2277.0
1977,7205.0,8668.0,1192.0,2092.0
1978,7198.0,8667.0,1202.0,1997.0
1979,7115.0,8668.0,1209.0,2024.0
1980,7018.0,8668.0,1196.0,1958.0
1981,7032.0,8668.0,1195.0,1966.0
1982,7020.0,8668.0,1208.0,1939.0
1983,7192.0,8669.0,1218.0,1989.0
1984,7656.0,8667.0,1211.0,1951.0
1985,8437.0,8666.0,1207.0,1983.0
1986,8634.0,8665.0,1207.0,2037.0
1987,8517.0,8665.0,1205.0,2200.0
1988,8141.0,8668.0,1201.0,2242.0
1989,7528.0,8669.0,1187.0,2286.0
1990,6819.0,8670.0,1184.0,2284.0
1991,5898.0,8671.0,1183.0,2261.0
1992,4238.0,8672.0,1159.0,2330.0
1993,4127.0,8671.0,1076.0,2288.0
1994,4087.0,8671.0,1151.0,2353.0
1995,4059.0,8670.0,1118.0,2341.0
1996,4113.0,8668.0,1142.0,2323.0
1997,4339.0,8669.0,1139.0,2253.0
1998,5195.0,8669.0,1188.0,2252.0
1999,5677.0,8669.0,1196.0,2074.0
2000,6281.0,8668.0,1190.0,1810.0
2001,6905.0,8667.0,1202.0,1606.0
2002,6977.0,8668.0,1209.0,1371.0
2003,6802.0,8668.0,1207.0,1396.0
2004,6697.0,8667.0,1177.0,1364.0
2005,6635.0,8666.0,1179.0,1424.0
2006,6576.0,8668.0,1165.0,1383.0
2007,6731.0,8666.0,1152.0,1388.0
2008,7091.0,8666.0,1149.0,1408.0
2009,8196.0,8664.0,1176.0,1517.0
2010,8545.0,8664.0,1210.0,1661.0
2011,8528.0,8667.0,1136.0,1764.0
2012,8419.0,8669.0,1075.0,1781.0
2013,7700.0,8670.0,1070.0,1837.0
2014,6574.0,8672.0,1067.0,1835.0
2015,5280.0,8671.0,1063.0,1786.0
2016,5128.0,8661.0,1066.0,1762.0
2017,5045.0,8647.0,1069.0,1728.0
2018,5034.0,8644.0,1075.0,1672.0
2019,5828.0,8646.0,1097.0,1647.0
2020,7354.0,8647.0,1114.0,1635.0
2021,9758.0,8645.0,1133.0,1627.0
2022,10876.0,8647.0,1178.0,1611.0
2023,11572.0,8646.0,1187.0,1573.0
2024,11695.0,8645.0,1195.0,1469.0
2025,11553.0,8648.0,1221.0,1399.0
2026,11420.0,8646.0,1235.0,1239.0
2027,11148.0,8644.0,1241.0,1193.0
2028,10646.0,8642.0,1245.0,1088.0
2029,10444.0,8636.0,1242.0,1017.0
2030,10396.0,8634.0,1238.0,964.0
2031,10366.0,8636.0,1221.0,1012.0
2032,10424.0,8639.0,1219.0,1015.0
2033,10720.0,8639.0,1225.0,1087.0
2034,11053.0,8634.0,1239.0,1199.0
2035,10678.0,8638.0,1196.0,1274.0
2036,9857.0,8654.0,1209.0,1377.0
2037,9012.0,8660.0,1198.0,1563.0
2038,7403.0,8663.0,1217.0,1665.0
2039,5659.0,8661.0,1193.0,1810.0
2040,5533.0,8662.0,1191.0,1768.0
2041,5462.0,8662.0,1153.0,1771.0
2042,5606.0,8661.0,1153.0,1762.0
2043,6498.0,8632.0,1157.0,1747.0
2044,8012.0,8457.0,1185.0,1691.0
2045,10372.0,8425.0,1283.0,1663.0
2046,11453.0,8423.0,1293.0,1546.0
2047,11751.0,8420.0,1284.0,1376.0
2048,11777.0,8415.0,1315.0,1166.0
2049,11546.0,8437.0,1328.0,1046.0
2050,11167.0,8538.0,1324.0,977.0
2051,10566.0,8639.0,1320.0,953.0
2052,10172.0,8659.0,1287.0,975.0
2053,9948.0,8658.0,1285.0,1016.0
2054,9972.0,8657.0,1274.0,995.0
2055,9997.0,8659.0,1273.0,1029.0
2056,10002.0,8660.0,1263.0,1117.0
2057,10208.0,8658.0,1260.0,1290.0
2058,10288.0,8658.0,1299.0,1513.0
2059,10116.0,8658.0,1335.0,1613.0
2060,9322.0,8660.0,1325.0,1662.0
2061,8564.0,8663.0,1284.0,1740.0
2062,6862.0,8665.0,1296.0,1778.0
2063,5352.0,8665.0,1235.0,1780.0
2064,5103.0,8665.0,1183.0,1683.0
2065,5040.0,8667.0,1222.0,1602.0
2066,5097.0,8666.0,1249.0,1513.0
2067,5725.0,8665.0,1281.0,1518.0
2068,7507.0,8662.0,1319.0,1443.0
2069,9706.0,8662.0,1380.0,1350.0
2070,11214.0,8661.0,1416.0,1288.0
2071,11518.0,8661.0,1462.0,1162.0
2072,11503.0,8668.0,1422.0,1063.0
2073,11201.0,8659.0,1385.0,1013.0
2074,10634.0,8659.0,1329.0,1016.0
2075,10212.0,8663.0,1297.0,1032.0
2076,10026.0,8661.0,1234.0,1061.0
2077,9841.0,8657.0,1322.0,1056.0
2078,9739.0,8657.0,1330.0,1116.0
2079,9674.0,8657.0,1322.0,1157.0
2080,9690.0,8659.0,1252.0,1197.0
2081,9886.0,8566.0,1275.0,1293.0
2082,9725.0,8326.0,1313.0,1444.0
2083,9030.0,8118.0,1350.0,1581.0
2084,8384.0,8088.0,1351.0,1709.0
2085,7282.0,8089.0,1335.0,1903.0
2086,6219.0,8092.0,1334.0,2119.0
2087,4923.0,8094.0,1383.0,2194.0
2088,4788.0,8162.0,1397.0,2227.0
2089,4792.0,8299.0,1389.0,2343.0
2090,4825.0,8467.0,1398.0,2431.0
2091,5406.0,8622.0,1405.0,2565.0
2092,6600.0,8651.0,1417.0,2614.0
2093,8312.0,8663.0,1422.0,2634.0
2094,9736.0,8663.0,1431.0,2645.0
2095,10121.0,8655.0,1441.0,2593.0
2096,10200.0,8661.0,1427.0,2488.0
2097,9955.0,8660.0,1382.0,2419.0
2098,9639.0,8660.0,1327.0,2383.0
2099,9478.0,8659.0,1363.0,2393.0
2100,9096.0,8660.0,1371.0,2459.0
2101,8915.0,8661.0,1359.0,2446.0
2102,8846.0,8659.0,1327.0,2428.0
2103,8905.0,8658.0,1333.0,2329.0
2104,9405.0,8657.0,1331.0,2244.0
2105,9759.0,8660.0,1327.0,2175.0
2106,9926.0,8656.0,1327.0,2151.0
2107,9781.0,8658.0,1292.0,2089.0
2108,9324.0,8657.0,1373.0,2015.0
2109,8455.0,8660.0,1367.0,1961.0
2110,6681.0,8660.0,1392.0,1854.0
2111,5168.0,8662.0,1385.0,1812.0
2112,5017.0,8663.0,1385.0,1710.0
2113,5026.0,8663.0,1393.0,1590.0
2114,5016.0,8665.0,1409.0,1481.0
2115,5514.0,8665.0,1418.0,1429.0
2116,5933.0,8665.0,1423.0,1351.0
2117,7679.0,8665.0,1431.0,1279.0
2118,8958.0,8664.0,1435.0,1194.0
2119,9529.0,8662.0,1494.0,1054.0
2120,9773.0,8664.0,1475.0,882.0
2121,9724.0,8662.0,1465.0,714.0
2122,9345.0,8661.0,1427.0,569.0
2123,9000.0,8662.0,1405.0,512.0
2124,8800.0,8661.0,1369.0,486.0
2125,8697.0,8662.0,1331.0,450.0
2126,8586.0,8660.0,1327.0,421.0
2127,8515.0,8661.0,1299.0,402.0
2128,8706.0,8660.0,1274.0,400.0
2129,8740.0,8660.0,1261.0,453.0
2130,8877.0,8659.0,1255.0,518.0
2131,8625.0,8659.0,1254.0,551.0
2132,8041.0,8661.0,1249.0,582.0
2133,7155.0,8661.0,1261.0,590.0
2134,6200.0,8659.0,1274.0,649.0
2135,5407.0,8660.0,1296.0,610.0
2136,4734.0,8662.0,1282.0,570.0
2137,4690.0,8663.0,1285.0,629.0
2138,4674.0,8665.0,1286.0,591.0
2139,4792.0,8665.0,1292.0,587.0
2140,5210.0,8664.0,1281.0,595.0
2141,6408.0,8665.0,1281.0,591.0
2142,6985.0,8665.0,1283.0,583.0
2143,7864.0,8662.0,1290.0,604.0
2144,8044.0,8663.0,1287.0,571.0
2145,8070.0,8662.0,1293.0,569.0
2146,7914.0,8663.0,1282.0,536.0
2147,7607.0,8663.0,1282.0,552.0
2148,7343.0,8661.0,1253.0,609.0
2149,7170.0,8663.0,1249.0,660.0
2150,7143.0,8662.0,1244.0,725.0
2151,7136.0,8658.0,1223.0,815.0
2152,7344.0,8643.0,1229.0,912.0
2153,7558.0,8623.0,1225.0,964.0
2154,7635.0,8644.0,1232.0,990.0
2155,7574.0,8662.0,1253.0,1023.0
2156,7542.0,8660.0,1265.0,1033.0
2157,6791.0,8661.0,1300.0,1050.0
2158,5374.0,8669.0,1289.0,1015.0
2159,4683.0,8662.0,1315.0,943.0
2160,4624.0,8664.0,1328.0,923.0
2161,4434.0,8663.0,1321.0,927.0
2162,4447.0,8662.0,1326.0,974.0
2163,4476.0,8664.0,1337.0,1018.0
2164,4665.0,8665.0,1342.0,1108.0
2165,5068.0,8664.0,1316.0,1190.0
2166,6358.0,8665.0,1289.0,1274.0
2167,7155.0,8667.0,1284.0,1261.0
2168,7477.0,8664.0,1286.0,1223.0
2169,7613.0,8664.0,1297.0,1201.0
2170,7447.0,8665.0,1301.0,1157.0
2171,7063.0,8665.0,1324.0,1138.0
2172,6796.0,8661.0,1308.0,1164.0
2173,6620.0,8509.0,1304.0,1202.0
2174,6452.0,8431.0,1304.0,1202.0
2175,6606.0,8425.0,1293.0,1197.0
2176,6924.0,8423.0,1294.0,1193.0
2177,7422.0,8544.0,1289.0,1166.0
2178,7447.0,8639.0,1291.0,1174.0
2179,7380.0,8649.0,1318.0,1181.0
2180,7352.0,8652.0,1331.0,1187.0
2181,6289.0,8653.0,1338.0,1198.0
2182,5594.0,8660.0,1325.0,1209.0
2183,4558.0,8605.0,1322.0,1254.0
2184,4422.0,8575.0,1310.0,1295.0
2185,4320.0,8577.0,1331.0,1349.0
2186,4298.0,8576.0,1337.0,1396.0
2187,4947.0,8575.0,1338.0,1441.0
2188,5466.0,8573.0,1339.0,1441.0
2189,6409.0,8572.0,1338.0,1420.0
2190,7185.0,8572.0,1337.0,1339.0
2191,7676.0,8572.0,1314.0,1211.0
2192,8223.0,8573.0,1305.0,1088.0
2193,8444.0,8576.0,1280.0,976.0
2194,8398.0,8572.0,1292.0,920.0
2195,7977.0,8569.0,1277.0,944.0
2196,7696.0,8570.0,1267.0,1011.0
2197,7447.0,8569.0,1257.0,1111.0
2198,7443.0,8566.0,1234.0,1143.0
2199,7502.0,8566.0,1228.0,1131.0
2200,7644.0,8567.0,1230.0,1174.0
