,Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
3957,4640.0,7021.0,450.0,4089.0
3958,3549.0,7048.0,452.0,4218.0
3959,2479.0,7021.0,452.0,4304.0
3960,2226.0,7022.0,463.0,4313.0
3961,2190.0,7026.0,455.0,4233.0
3962,2172.0,7032.0,452.0,4115.0
3963,2617.0,7040.0,449.0,4015.0
3964,2841.0,7040.0,456.0,3815.0
3965,5227.0,7038.0,463.0,3621.0
3966,6329.0,7037.0,478.0,3454.0
3967,6770.0,7034.0,491.0,3275.0
3968,6876.0,7036.0,504.0,3111.0
3969,6903.0,7037.0,514.0,3030.0
3970,6923.0,6932.0,519.0,2990.0
3971,6770.0,7015.0,516.0,2941.0
3972,6510.0,7034.0,519.0,2903.0
3973,6380.0,7031.0,519.0,2826.0
3974,6138.0,7031.0,516.0,2741.0
3975,6121.0,7026.0,512.0,2605.0
3976,6342.0,7024.0,501.0,2491.0
3977,6256.0,7025.0,486.0,2395.0
3978,6238.0,7001.0,469.0,2190.0
3979,5932.0,6803.0,452.0,2059.0
3980,5797.0,6579.0,442.0,1880.0
3981,5469.0,6370.0,441.0,1826.0
3982,4799.0,6285.0,437.0,1794.0
3983,3021.0,6186.0,447.0,1750.0
3984,2153.0,6200.0,442.0,1664.0
3985,1992.0,6213.0,437.0,1585.0
3986,1961.0,6223.0,436.0,1491.0
3987,1916.0,6232.0,437.0,1369.0
3988,1949.0,6248.0,438.0,1127.0
3989,2170.0,6260.0,445.0,890.0
3990,3505.0,6270.0,448.0,719.0
3991,4579.0,6268.0,450.0,639.0
3992,5052.0,6267.0,461.0,674.0
3993,5196.0,6265.0,470.0,754.0
3994,4973.0,6264.0,471.0,832.0
3995,4887.0,6261.0,484.0,937.0
3996,4626.0,6254.0,478.0,1021.0
3997,4507.0,6252.0,459.0,991.0
3998,4485.0,6252.0,458.0,970.0
3999,4518.0,6250.0,451.0,902.0
4000,5052.0,6249.0,441.0,860.0
4001,5507.0,6224.0,430.0,747.0
4002,5616.0,6251.0,416.0,682.0
4003,5404.0,6246.0,412.0,624.0
4004,5183.0,6241.0,412.0,697.0
4005,5010.0,6243.0,413.0,790.0
4006,3656.0,6300.0,435.0,857.0
4007,2631.0,6240.0,418.0,931.0
4008,2031.0,6242.0,418.0,1069.0
4009,2001.0,6242.0,418.0,1118.0
4010,2081.0,6241.0,419.0,1137.0
4011,1949.0,6244.0,419.0,1099.0
4012,1965.0,6243.0,419.0,1049.0
4013,1975.0,6243.0,424.0,958.0
4014,2974.0,6238.0,425.0,913.0
4015,4014.0,6268.0,437.0,926.0
4016,4578.0,6292.0,456.0,989.0
4017,4849.0,6393.0,470.0,1124.0
4018,4854.0,6560.0,474.0,1295.0
4019,4625.0,6585.0,477.0,1363.0
4020,4310.0,6594.0,478.0,1563.0
4021,4035.0,6735.0,478.0,1650.0
4022,3989.0,6865.0,481.0,1678.0
4023,4102.0,7065.0,478.0,1716.0
4024,4347.0,7152.0,462.0,1669.0
4025,4470.0,7206.0,446.0,1620.0
4026,4645.0,7236.0,428.0,1646.0
4027,4921.0,7330.0,424.0,1624.0
4028,4922.0,7356.0,425.0,1589.0
4029,4815.0,7370.0,433.0,1621.0
4030,3941.0,7580.0,448.0,1704.0
4031,3198.0,7388.0,419.0,1654.0
4032,2421.0,7398.0,419.0,1667.0
4033,2252.0,7470.0,428.0,1554.0
4034,2257.0,7511.0,428.0,1551.0
4035,2543.0,7558.0,428.0,1584.0
4036,2885.0,7590.0,417.0,1559.0
4037,5358.0,7617.0,421.0,1589.0
4038,6753.0,7642.0,426.0,1684.0
4039,7503.0,7658.0,441.0,1784.0
4040,7515.0,7687.0,456.0,1890.0
4041,7358.0,7715.0,470.0,2008.0
4042,7035.0,7742.0,472.0,2065.0
4043,6558.0,7753.0,479.0,2248.0
4044,6516.0,7751.0,478.0,2458.0
4045,6437.0,7752.0,478.0,2550.0
4046,6643.0,7754.0,482.0,2590.0
4047,6443.0,7755.0,489.0,2706.0
4048,6505.0,7750.0,468.0,2729.0
4049,6788.0,7744.0,465.0,2595.0
4050,6720.0,7748.0,451.0,2520.0
4051,6468.0,7755.0,444.0,2525.0
4052,6136.0,7760.0,446.0,2640.0
4053,5690.0,7763.0,459.0,2822.0
4054,4158.0,7763.0,456.0,3016.0
4055,2767.0,7775.0,458.0,3147.0
4056,2340.0,7806.0,467.0,3305.0
4057,2265.0,7839.0,459.0,3382.0
4058,2365.0,7873.0,460.0,3383.0
4059,2687.0,7901.0,468.0,3416.0
4060,3026.0,7916.0,471.0,3524.0
4061,4347.0,7919.0,477.0,3668.0
4062,6579.0,7920.0,483.0,3744.0
4063,7160.0,7921.0,494.0,3767.0
4064,7176.0,7917.0,513.0,3962.0
4065,7005.0,7922.0,542.0,4091.0
4066,6645.0,7945.0,538.0,4244.0
4067,6327.0,7972.0,547.0,4289.0
4068,6062.0,8001.0,546.0,4422.0
4069,6132.0,8031.0,548.0,4491.0
4070,5878.0,8057.0,544.0,4634.0
4071,5575.0,8064.0,530.0,4747.0
4072,5851.0,8064.0,516.0,4723.0
4073,6161.0,8065.0,497.0,4577.0
4074,6091.0,8064.0,485.0,4439.0
4075,5872.0,8068.0,479.0,4344.0
4076,5603.0,8071.0,475.0,4259.0
4077,5036.0,8099.0,470.0,4262.0
4078,3991.0,8134.0,467.0,4182.0
4079,2804.0,8161.0,477.0,4269.0
4080,2449.0,8172.0,483.0,4227.0
4081,2427.0,8187.0,475.0,4082.0
4082,2457.0,8202.0,458.0,3948.0
4083,2775.0,8219.0,455.0,3834.0
4084,3115.0,8235.0,457.0,3617.0
4085,5493.0,8236.0,466.0,3483.0
4086,6509.0,8237.0,474.0,3360.0
4087,7052.0,8238.0,476.0,3193.0
4088,7089.0,8238.0,510.0,3129.0
4089,6993.0,8238.0,500.0,3079.0
4090,6760.0,8237.0,497.0,3052.0
4091,6241.0,8234.0,497.0,3144.0
4092,5963.0,8241.0,494.0,3217.0
4093,5871.0,8233.0,478.0,3120.0
4094,5457.0,8234.0,477.0,3044.0
4095,5395.0,8249.0,472.0,3091.0
4096,5789.0,8251.0,460.0,3084.0
4097,6100.0,8245.0,448.0,3082.0
4098,5973.0,8249.0,439.0,2983.0
4099,6009.0,8257.0,445.0,2736.0
4100,5687.0,8257.0,443.0,2510.0
4101,5479.0,8258.0,442.0,2344.0
4102,4458.0,8262.0,438.0,2378.0
4103,2962.0,8267.0,439.0,2276.0
4104,2515.0,8269.0,430.0,2260.0
4105,2542.0,8269.0,420.0,2269.0
4106,2697.0,8266.0,417.0,2132.0
4107,3174.0,8264.0,422.0,2054.0
4108,3849.0,8259.0,426.0,1953.0
4109,6104.0,8257.0,430.0,1805.0
4110,7371.0,8255.0,437.0,1627.0
4111,7872.0,8254.0,444.0,1478.0
4112,7481.0,8253.0,471.0,1430.0
4113,7245.0,8256.0,465.0,1388.0
4114,7056.0,8255.0,459.0,1402.0
4115,6711.0,8253.0,470.0,1523.0
4116,6503.0,8254.0,481.0,1573.0
4117,6350.0,8253.0,486.0,1624.0
4118,6006.0,8253.0,483.0,1829.0
4119,5706.0,8254.0,479.0,2009.0
4120,5750.0,8256.0,469.0,2115.0
4121,5459.0,8259.0,460.0,2187.0
4122,5267.0,8264.0,469.0,2273.0
4123,5157.0,8267.0,468.0,2373.0
4124,4667.0,8270.0,471.0,2569.0
4125,3901.0,8273.0,465.0,2770.0
4126,2848.0,8275.0,461.0,3033.0
4127,1945.0,8279.0,463.0,3341.0
4128,1801.0,8283.0,464.0,3528.0
4129,1748.0,8284.0,464.0,3659.0
4130,1740.0,8288.0,462.0,3705.0
4131,1994.0,8290.0,465.0,3633.0
4132,2138.0,8294.0,467.0,3625.0
4133,3127.0,8294.0,475.0,3611.0
4134,4887.0,8294.0,482.0,3573.0
4135,5429.0,8291.0,488.0,3592.0
4136,5601.0,8294.0,487.0,3681.0
4137,5579.0,8294.0,491.0,3945.0
4138,5332.0,8293.0,477.0,4109.0
4139,5041.0,8292.0,477.0,4231.0
4140,4202.0,8290.0,483.0,4342.0
4141,3831.0,8289.0,497.0,4224.0
4142,3835.0,8287.0,473.0,4085.0
4143,3677.0,8284.0,461.0,3984.0
4144,4230.0,8280.0,449.0,3886.0
4145,4533.0,8280.0,454.0,3744.0
4146,4423.0,8281.0,443.0,3501.0
4147,3905.0,8279.0,440.0,3332.0
4148,3276.0,8281.0,432.0,3286.0
4149,2929.0,8281.0,432.0,3281.0
4150,2469.0,8283.0,429.0,3234.0
4151,1983.0,8285.0,417.0,3223.0
4152,1803.0,8287.0,414.0,3179.0
4153,1792.0,8257.0,414.0,3062.0
4154,1742.0,8194.0,416.0,2905.0
4155,1826.0,8196.0,416.0,2821.0
4156,1930.0,8197.0,429.0,2739.0
4157,2079.0,8197.0,436.0,2631.0
4158,2609.0,8194.0,444.0,2556.0
4159,2989.0,8194.0,455.0,2479.0
4160,3578.0,8193.0,469.0,2474.0
4161,4042.0,8191.0,481.0,2505.0
4162,4252.0,8189.0,486.0,2497.0
4163,4204.0,8179.0,488.0,2522.0
4164,3924.0,8178.0,490.0,2486.0
4165,3788.0,8177.0,486.0,2531.0
4166,3788.0,8173.0,483.0,2518.0
4167,3753.0,8159.0,472.0,2492.0
4168,3870.0,8141.0,452.0,2343.0
4169,3965.0,8135.0,439.0,2176.0
4170,4159.0,8153.0,428.0,1877.0
4171,4083.0,8165.0,421.0,1705.0
4172,4014.0,8169.0,416.0,1722.0
4173,3712.0,8173.0,416.0,1767.0
4174,2993.0,8174.0,410.0,1777.0
4175,2346.0,8173.0,415.0,1757.0
4176,2004.0,8174.0,413.0,1771.0
4177,1861.0,8174.0,412.0,1736.0
4178,1841.0,8172.0,410.0,1642.0
4179,1798.0,8169.0,415.0,1505.0
4180,1945.0,8155.0,418.0,1321.0
4181,2291.0,8152.0,427.0,1061.0
4182,2759.0,8151.0,438.0,900.0
4183,3639.0,8159.0,450.0,743.0
4184,4675.0,8168.0,463.0,601.0
4185,5052.0,8166.0,477.0,531.0
4186,5258.0,8162.0,486.0,480.0
4187,5032.0,8153.0,489.0,502.0
4188,4789.0,8146.0,490.0,536.0
4189,4793.0,8137.0,484.0,566.0
4190,4715.0,8130.0,478.0,620.0
4191,4765.0,8123.0,464.0,630.0
4192,5135.0,8107.0,450.0,638.0
4193,5320.0,8098.0,435.0,568.0
4194,5584.0,8093.0,420.0,536.0
4195,5646.0,8092.0,414.0,521.0
4196,5937.0,8094.0,414.0,542.0
4197,5555.0,8086.0,413.0,653.0
4198,4751.0,8090.0,410.0,776.0
4199,2744.0,8094.0,407.0,788.0
4200,2565.0,8103.0,408.0,887.0
4201,2422.0,8111.0,407.0,953.0
4202,2433.0,8120.0,406.0,976.0
4203,2682.0,8124.0,413.0,997.0
4204,3518.0,8143.0,415.0,926.0
4205,5717.0,8146.0,428.0,799.0
4206,7397.0,8145.0,427.0,714.0
4207,7864.0,8145.0,440.0,657.0
4208,7945.0,8163.0,458.0,722.0
4209,7945.0,8155.0,470.0,779.0
4210,7965.0,8140.0,482.0,795.0
4211,7791.0,8133.0,490.0,793.0
4212,7693.0,8158.0,493.0,820.0
4213,7543.0,8171.0,493.0,872.0
4214,7532.0,8168.0,538.0,943.0
4215,7540.0,8165.0,474.0,1043.0
4216,7741.0,8162.0,455.0,1108.0
4217,7987.0,8160.0,437.0,1117.0
4218,7907.0,8157.0,421.0,1209.0
4219,7768.0,8152.0,410.0,1276.0
4220,7403.0,8157.0,404.0,1400.0
4221,6626.0,8157.0,402.0,1547.0
4222,4984.0,8145.0,401.0,1620.0
4223,3150.0,7595.0,401.0,1826.0
4224,2859.0,7603.0,406.0,1852.0
4225,3054.0,7623.0,406.0,1805.0
4226,3106.0,7666.0,404.0,1677.0
4227,3641.0,7683.0,410.0,1566.0
4228,4003.0,7687.0,414.0,1436.0
4229,6302.0,7691.0,426.0,1249.0
4230,7733.0,7693.0,436.0,1020.0
4231,8417.0,7713.0,454.0,822.0
4232,8520.0,7711.0,470.0,674.0
4233,8663.0,7707.0,479.0,580.0
4234,8727.0,7702.0,482.0,534.0
4235,8727.0,7693.0,479.0,569.0
4236,8721.0,7686.0,477.0,632.0
4237,8586.0,7682.0,472.0,696.0
4238,8235.0,7683.0,471.0,833.0
4239,8029.0,7684.0,461.0,980.0
4240,8089.0,7691.0,448.0,1048.0
4241,8107.0,7697.0,440.0,1119.0
4242,7946.0,7684.0,426.0,1235.0
4243,7546.0,7635.0,417.0,1295.0
4244,7110.0,7664.0,411.0,1423.0
4245,6433.0,7677.0,411.0,1623.0
4246,5354.0,7648.0,409.0,1714.0
4247,3283.0,7651.0,385.0,1874.0
4248,2973.0,7658.0,385.0,1852.0
4249,2989.0,7658.0,384.0,1798.0
4250,2986.0,7664.0,381.0,1671.0
4251,3535.0,7671.0,386.0,1563.0
4252,4062.0,7677.0,389.0,1370.0
4253,6576.0,7661.0,400.0,1171.0
4254,8060.0,7660.0,406.0,1060.0
4255,8254.0,7654.0,423.0,1044.0
4256,8300.0,7630.0,440.0,966.0
4257,8443.0,7615.0,458.0,876.0
4258,8417.0,7588.0,469.0,777.0
4259,8407.0,7580.0,466.0,743.0
4260,8170.0,7565.0,458.0,647.0
4261,8113.0,7567.0,453.0,605.0
4262,7838.0,7592.0,469.0,576.0
4263,8055.0,7594.0,456.0,597.0
4264,8166.0,7595.0,440.0,567.0
4265,8259.0,7603.0,419.0,524.0
4266,8121.0,7612.0,404.0,527.0
4267,7668.0,7630.0,392.0,513.0
4268,7135.0,7705.0,386.0,610.0
4269,6594.0,7730.0,384.0,809.0
4270,4722.0,7714.0,382.0,966.0
4271,3110.0,7865.0,369.0,1181.0
4272,2861.0,8002.0,368.0,1272.0
4273,2771.0,8004.0,366.0,1192.0
4274,2734.0,8009.0,363.0,1120.0
4275,3055.0,8013.0,364.0,1126.0
4276,3635.0,8016.0,368.0,948.0
4277,6040.0,8014.0,382.0,804.0
4278,7857.0,8012.0,391.0,639.0
4279,8497.0,8011.0,407.0,536.0
4280,8438.0,8008.0,425.0,520.0
4281,8190.0,8004.0,423.0,667.0
4282,8100.0,8000.0,435.0,836.0
4283,8025.0,8066.0,442.0,1111.0
4284,7541.0,8070.0,441.0,1362.0
4285,7279.0,8064.0,442.0,1592.0
4286,7081.0,8050.0,437.0,1833.0
4287,7054.0,8051.0,432.0,2173.0
4288,7118.0,8081.0,423.0,2558.0
4289,6991.0,8091.0,418.0,2765.0
4290,6930.0,8004.0,409.0,2916.0
4291,6691.0,7961.0,401.0,3167.0
4292,5772.0,7966.0,395.0,3328.0
4293,4926.0,7966.0,392.0,3513.0
4294,4413.0,7969.0,391.0,3694.0
4295,2945.0,7913.0,412.0,3888.0
4296,2616.0,7821.0,410.0,3908.0
4297,2523.0,7814.0,404.0,3995.0
4298,2483.0,7822.0,405.0,3909.0
4299,2908.0,7828.0,413.0,3781.0
4300,3377.0,7835.0,421.0,3714.0
4301,5484.0,7838.0,436.0,3689.0
4302,7289.0,7736.0,447.0,3606.0
4303,7753.0,7609.0,470.0,3459.0
4304,7860.0,7602.0,520.0,3230.0
4305,7936.0,7597.0,499.0,3054.0
4306,7844.0,7595.0,514.0,2868.0
4307,7613.0,7632.0,522.0,2778.0
4308,7388.0,7792.0,524.0,2773.0
4309,7288.0,7830.0,548.0,2681.0
4310,6974.0,7824.0,469.0,2659.0
4311,6692.0,7808.0,463.0,2729.0
4312,6641.0,7789.0,450.0,2658.0
4313,6717.0,7782.0,432.0,2569.0
4314,6720.0,7778.0,445.0,2510.0
4315,6548.0,7798.0,431.0,2315.0
4316,6275.0,7828.0,421.0,2203.0
4317,5385.0,7846.0,416.0,2145.0
4318,4214.0,7858.0,412.0,2080.0
4319,2530.0,7879.0,408.0,2115.0
4320,2247.0,7895.0,410.0,2163.0
4321,2174.0,7907.0,409.0,2111.0
4322,2083.0,7915.0,411.0,2049.0
4323,2077.0,7913.0,413.0,2054.0
4324,2199.0,7925.0,423.0,1749.0
4325,2718.0,7932.0,448.0,1551.0
4326,3732.0,7942.0,464.0,1238.0
4327,5301.0,7971.0,484.0,991.0
4328,5577.0,8026.0,511.0,898.0
4329,5695.0,8049.0,519.0,813.0
4330,5629.0,8070.0,505.0,770.0
4331,5391.0,8078.0,521.0,738.0
4332,4902.0,8088.0,519.0,709.0
4333,4824.0,8097.0,519.0,683.0
4334,4777.0,8094.0,515.0,682.0
4335,4798.0,8088.0,502.0,694.0
4336,5023.0,8060.0,490.0,688.0
4337,5348.0,8050.0,473.0,667.0
4338,5550.0,8075.0,460.0,666.0
4339,5476.0,8104.0,446.0,635.0
4340,5060.0,8114.0,422.0,632.0
4341,4813.0,8121.0,421.0,665.0
4342,3843.0,8126.0,422.0,676.0
4343,2935.0,8133.0,427.0,713.0
4344,2718.0,8135.0,430.0,743.0
4345,2463.0,8135.0,431.0,778.0
4346,2426.0,8138.0,429.0,806.0
4347,2445.0,8144.0,426.0,839.0
4348,2436.0,8142.0,428.0,829.0
4349,2672.0,8022.0,443.0,776.0
4350,3252.0,7956.0,479.0,713.0
4351,3912.0,7954.0,497.0,667.0
4352,4391.0,7880.0,517.0,726.0
4353,4840.0,7727.0,534.0,850.0
4354,4895.0,7664.0,544.0,891.0
4355,4942.0,7565.0,550.0,892.0
4356,4859.0,7513.0,532.0,883.0
4357,4826.0,7454.0,529.0,811.0
4358,4917.0,7411.0,521.0,801.0
4359,5305.0,7322.0,501.0,792.0
4360,5703.0,7321.0,495.0,766.0
4361,5949.0,7323.0,482.0,740.0
4362,6228.0,7326.0,464.0,713.0
4363,6255.0,7328.0,449.0,730.0
4364,5959.0,7335.0,423.0,802.0
4365,5745.0,7341.0,418.0,892.0
4366,5082.0,7343.0,411.0,973.0
4367,3060.0,7345.0,406.0,911.0
4368,2761.0,7347.0,401.0,932.0
4369,2736.0,7347.0,399.0,972.0
4370,2939.0,7350.0,398.0,942.0
4371,3308.0,7351.0,402.0,924.0
4372,3755.0,7352.0,410.0,844.0
4373,5747.0,7350.0,425.0,700.0
4374,7591.0,7345.0,456.0,594.0
4375,8308.0,7330.0,459.0,557.0
4376,8289.0,7314.0,478.0,643.0
4377,8082.0,7322.0,493.0,750.0
4378,7894.0,7319.0,504.0,841.0
4379,8052.0,7314.0,511.0,887.0
4380,7912.0,7324.0,511.0,898.0
4381,7767.0,7324.0,504.0,861.0
4382,7722.0,7322.0,495.0,867.0
4383,7699.0,7320.0,479.0,899.0
4384,7976.0,7317.0,463.0,871.0
4385,8181.0,7317.0,446.0,836.0
4386,8192.0,7319.0,417.0,819.0
4387,7818.0,7322.0,405.0,796.0
4388,7477.0,7322.0,399.0,808.0
4389,6043.0,7323.0,383.0,874.0
4390,4853.0,7328.0,390.0,903.0
4391,3699.0,7327.0,396.0,771.0
4392,3155.0,7328.0,393.0,788.0
4393,3127.0,7333.0,390.0,800.0
4394,3166.0,7337.0,390.0,835.0
4395,3433.0,7342.0,388.0,850.0
4396,3789.0,7342.0,389.0,847.0
4397,5685.0,7337.0,413.0,799.0
4398,7672.0,7322.0,424.0,694.0
4399,8437.0,7317.0,440.0,673.0
4400,8361.0,7316.0,448.0,655.0
4401,8284.0,7303.0,469.0,714.0
4402,8093.0,7140.0,479.0,815.0
4403,8075.0,7076.0,474.0,935.0
4404,7773.0,7134.0,468.0,1032.0
4405,7642.0,7274.0,465.0,1117.0
4406,7342.0,7275.0,464.0,1237.0
4407,7306.0,7271.0,450.0,1444.0
4408,7307.0,7290.0,435.0,1530.0
4409,7556.0,7298.0,422.0,1630.0
4410,7429.0,7302.0,405.0,1699.0
4411,7059.0,7309.0,392.0,1784.0
4412,6685.0,7305.0,386.0,1950.0
4413,6007.0,7306.0,388.0,2295.0
4414,4645.0,7310.0,385.0,2507.0
4415,3453.0,7315.0,382.0,2681.0
4416,3024.0,7242.0,388.0,2763.0
4417,2959.0,7066.0,394.0,2712.0
4418,2837.0,6903.0,401.0,2671.0
4419,3323.0,6876.0,397.0,2528.0
4420,3599.0,6878.0,403.0,2301.0
4421,5427.0,6874.0,412.0,1933.0
4422,7644.0,6874.0,427.0,1578.0
4423,8399.0,6877.0,429.0,1388.0
4424,8747.0,6866.0,447.0,1316.0
4425,8417.0,6854.0,462.0,1209.0
4426,8439.0,6846.0,471.0,1151.0
4427,8356.0,6837.0,477.0,1133.0
4428,8130.0,6828.0,479.0,1098.0
4429,7885.0,6824.0,478.0,1108.0
4430,7448.0,6813.0,470.0,1077.0
4431,7538.0,6814.0,442.0,1063.0
4432,7870.0,6818.0,419.0,1052.0
4433,7871.0,6821.0,396.0,944.0
4434,7799.0,6829.0,378.0,857.0
4435,7515.0,6832.0,367.0,776.0
4436,7390.0,6829.0,364.0,827.0
4437,6596.0,6821.0,386.0,898.0
4438,4817.0,6866.0,395.0,992.0
4439,3514.0,7047.0,379.0,935.0
4440,3026.0,7224.0,373.0,897.0
4441,2806.0,7268.0,371.0,825.0
4442,2897.0,7271.0,371.0,733.0
4443,3313.0,7273.0,370.0,675.0
4444,3749.0,7268.0,373.0,599.0
4445,4744.0,7263.0,383.0,459.0
4446,7408.0,7262.0,382.0,359.0
4447,8364.0,7265.0,396.0,275.0
4448,8458.0,7047.0,409.0,273.0
4449,8548.0,6867.0,421.0,280.0
4450,8568.0,6670.0,429.0,291.0
4451,8520.0,6387.0,435.0,308.0
4452,8629.0,6210.0,436.0,326.0
4453,8472.0,6193.0,437.0,372.0
4454,8441.0,6187.0,427.0,409.0
4455,8041.0,6113.0,412.0,480.0
4456,7906.0,6088.0,393.0,528.0
4457,7905.0,6089.0,366.0,517.0
4458,7446.0,6086.0,358.0,527.0
4459,6876.0,6077.0,350.0,545.0
4460,6194.0,6076.0,328.0,584.0
4461,5765.0,6081.0,326.0,646.0
4462,4825.0,6090.0,323.0,730.0
4463,3210.0,6103.0,323.0,893.0
4464,2778.0,6112.0,321.0,994.0
4465,2634.0,6101.0,317.0,1135.0
4466,2634.0,6027.0,314.0,1178.0
4467,3042.0,6025.0,312.0,1337.0
4468,3520.0,6024.0,312.0,1277.0
4469,5265.0,6020.0,321.0,1070.0
4470,7359.0,6012.0,335.0,931.0
4471,8152.0,6006.0,352.0,801.0
4472,8126.0,6003.0,370.0,705.0
4473,8102.0,5995.0,383.0,642.0
4474,8226.0,5983.0,391.0,561.0
4475,8096.0,5983.0,399.0,506.0
4476,7931.0,5981.0,402.0,518.0
4477,7624.0,5979.0,401.0,526.0
4478,7451.0,5971.0,394.0,552.0
4479,6836.0,5974.0,380.0,647.0
4480,6559.0,5975.0,364.0,713.0
4481,6511.0,5975.0,347.0,834.0
4482,6288.0,5978.0,330.0,935.0
4483,5998.0,5981.0,319.0,1014.0
4484,5295.0,5985.0,314.0,1259.0
4485,4393.0,5983.0,314.0,1531.0
4486,3489.0,5983.0,311.0,1692.0
4487,2276.0,5986.0,318.0,1723.0
4488,2075.0,5991.0,322.0,1917.0
4489,2003.0,5995.0,326.0,2011.0
4490,1921.0,5999.0,330.0,2069.0
4491,1903.0,6003.0,327.0,2054.0
4492,1953.0,6007.0,324.0,2093.0
4493,2160.0,6009.0,327.0,2055.0
4494,2573.0,6009.0,335.0,2038.0
4495,4013.0,6008.0,346.0,2056.0
4496,4603.0,6010.0,362.0,2086.0
4497,4822.0,6013.0,375.0,2117.0
4498,4742.0,6013.0,381.0,2050.0
4499,4413.0,6016.0,386.0,2122.0
4500,4267.0,6019.0,390.0,2090.0
4501,4031.0,6015.0,394.0,2070.0
4502,3957.0,6011.0,391.0,2042.0
4503,3852.0,6046.0,381.0,2072.0
4504,3996.0,6226.0,366.0,2049.0
4505,3992.0,6350.0,349.0,1953.0
4506,3948.0,6532.0,334.0,1939.0
4507,3851.0,6646.0,322.0,1866.0
4508,3735.0,6734.0,316.0,1835.0
4509,3673.0,6768.0,316.0,1903.0
4510,2548.0,6747.0,311.0,1900.0
4511,2013.0,6692.0,314.0,1830.0
4512,1906.0,6695.0,312.0,1777.0
4513,1769.0,6702.0,310.0,1716.0
4514,1786.0,6706.0,310.0,1599.0
4515,1778.0,6709.0,310.0,1508.0
4516,1987.0,6709.0,314.0,1247.0
4517,2268.0,6708.0,325.0,930.0
4518,2590.0,6703.0,340.0,624.0
4519,3111.0,6748.0,357.0,392.0
4520,4240.0,6945.0,376.0,259.0
4521,4578.0,6991.0,391.0,212.0
4522,4593.0,6997.0,404.0,186.0
4523,4655.0,7006.0,412.0,200.0
4524,4568.0,7001.0,413.0,216.0
4525,4454.0,6997.0,408.0,247.0
4526,4229.0,7015.0,398.0,301.0
4527,4257.0,7012.0,381.0,375.0
4528,4484.0,7007.0,366.0,414.0
4529,4653.0,7006.0,351.0,428.0
4530,4727.0,7006.0,336.0,460.0
4531,4867.0,7009.0,328.0,505.0
4532,4796.0,7011.0,324.0,565.0
4533,4867.0,7012.0,328.0,681.0
4534,3302.0,7013.0,332.0,768.0
4535,2396.0,7018.0,331.0,788.0
4536,2104.0,7019.0,326.0,830.0
4537,2072.0,7021.0,320.0,879.0
4538,2030.0,7024.0,317.0,926.0
4539,2296.0,7039.0,315.0,979.0
4540,2568.0,7052.0,316.0,979.0
4541,3982.0,7085.0,323.0,870.0
4542,6065.0,7086.0,332.0,825.0
4543,6748.0,7098.0,343.0,785.0
4544,6812.0,7113.0,356.0,741.0
4545,6858.0,7149.0,366.0,732.0
4546,6809.0,7156.0,373.0,751.0
4547,6563.0,7166.0,378.0,815.0
4548,6379.0,7173.0,380.0,880.0
4549,6316.0,7207.0,378.0,942.0
4550,6049.0,7205.0,375.0,1043.0
4551,5775.0,7205.0,367.0,1153.0
4552,5762.0,7211.0,359.0,1231.0
4553,5791.0,7223.0,348.0,1270.0
4554,5709.0,7228.0,337.0,1294.0
4555,5603.0,7230.0,327.0,1305.0
4556,5086.0,7234.0,321.0,1339.0
4557,4346.0,7241.0,317.0,1432.0
4558,3254.0,7239.0,309.0,1506.0
4559,2479.0,7242.0,322.0,1409.0
4560,2104.0,7258.0,321.0,1475.0
4561,2119.0,7264.0,322.0,1464.0
4562,2131.0,7273.0,320.0,1372.0
4563,2492.0,7280.0,319.0,1281.0
4564,2796.0,7281.0,320.0,1104.0
4565,4235.0,7281.0,329.0,875.0
4566,6672.0,7272.0,344.0,698.0
4567,7662.0,7272.0,360.0,599.0
4568,7791.0,7273.0,368.0,575.0
4569,7794.0,7274.0,381.0,622.0
4570,7821.0,7268.0,390.0,655.0
4571,7682.0,7263.0,397.0,683.0
4572,7324.0,7260.0,337.0,711.0
4573,6881.0,7258.0,340.0,658.0
4574,6743.0,7248.0,328.0,625.0
4575,6725.0,7227.0,316.0,596.0
4576,7236.0,7210.0,297.0,549.0
4577,7319.0,7205.0,290.0,488.0
4578,7295.0,7212.0,270.0,435.0
4579,6969.0,7246.0,263.0,407.0
4580,6477.0,7253.0,265.0,397.0
4581,5490.0,7253.0,267.0,389.0
4582,3609.0,7253.0,267.0,423.0
4583,2623.0,7253.0,245.0,481.0
4584,2465.0,7254.0,238.0,523.0
4585,2225.0,7255.0,236.0,520.0
4586,2188.0,7256.0,236.0,514.0
4587,2559.0,7257.0,237.0,526.0
4588,2939.0,7260.0,246.0,552.0
4589,4326.0,7258.0,258.0,459.0
4590,6830.0,7256.0,271.0,398.0
4591,7942.0,7255.0,285.0,374.0
4592,7977.0,7254.0,306.0,407.0
4593,7771.0,7252.0,334.0,493.0
4594,7686.0,7245.0,316.0,556.0
4595,7316.0,7235.0,355.0,584.0
4596,6962.0,7225.0,358.0,580.0
4597,6787.0,7220.0,360.0,577.0
4598,6473.0,7219.0,358.0,568.0
4599,6327.0,7218.0,348.0,576.0
4600,6716.0,7214.0,332.0,564.0
4601,7406.0,7216.0,313.0,527.0
