,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
7114,75.0,136.0,0.0,82.0,47.0
7115,73.0,136.0,9.0,81.0,44.0
7116,73.0,136.0,60.0,81.0,39.0
7117,73.0,136.0,92.0,81.0,40.0
7118,77.0,136.0,92.0,80.0,39.0
7119,81.0,136.0,92.0,81.0,45.0
7120,84.0,136.0,98.0,81.0,38.0
7121,83.0,136.0,243.0,82.0,43.0
7122,83.0,136.0,123.0,82.0,39.0
7123,80.0,136.0,32.0,83.0,30.0
7124,76.0,113.0,47.0,83.0,24.0
7125,75.0,61.0,7.0,83.0,17.0
7126,75.0,61.0,0.0,83.0,8.0
7127,75.0,61.0,0.0,83.0,6.0
7128,74.0,61.0,0.0,82.0,2.0
7129,75.0,61.0,0.0,83.0,4.0
7130,75.0,64.0,0.0,83.0,7.0
7131,78.0,68.0,0.0,83.0,5.0
7132,79.0,116.0,0.0,83.0,7.0
7133,81.0,135.0,0.0,83.0,7.0
7134,85.0,137.0,0.0,83.0,4.0
7135,86.0,137.0,0.0,83.0,1.0
7136,86.0,137.0,1.0,82.0,4.0
7137,86.0,136.0,39.0,82.0,2.0
7138,85.0,136.0,15.0,81.0,1.0
7139,85.0,136.0,23.0,81.0,1.0
7140,84.0,136.0,35.0,81.0,1.0
7141,84.0,136.0,0.0,80.0,0.0
7142,85.0,136.0,44.0,81.0,0.0
7143,86.0,137.0,24.0,81.0,0.0
7144,85.0,137.0,106.0,82.0,0.0
7145,84.0,136.0,70.0,83.0,0.0
7146,85.0,136.0,0.0,83.0,0.0
7147,81.0,136.0,0.0,83.0,0.0
7148,78.0,136.0,25.0,83.0,2.0
7149,79.0,136.0,0.0,83.0,1.0
7150,78.0,136.0,0.0,82.0,9.0
7151,78.0,136.0,0.0,82.0,3.0
7152,78.0,137.0,0.0,82.0,2.0
7153,79.0,134.0,0.0,83.0,5.0
7154,80.0,133.0,0.0,83.0,8.0
7155,83.0,92.0,51.0,83.0,9.0
7156,83.0,113.0,31.0,83.0,16.0
7157,84.0,168.0,23.0,83.0,12.0
7158,86.0,290.0,640.0,83.0,12.0
7159,87.0,382.0,627.0,82.0,9.0
7160,87.0,421.0,539.0,82.0,8.0
7161,87.0,486.0,565.0,82.0,9.0
7162,87.0,387.0,221.0,82.0,9.0
7163,86.0,291.0,3.0,81.0,8.0
7164,85.0,291.0,0.0,81.0,5.0
7165,84.0,210.0,84.0,80.0,3.0
7166,88.0,137.0,175.0,84.0,1.0
7167,89.0,138.0,169.0,84.0,0.0
7168,89.0,138.0,260.0,84.0,0.0
7169,87.0,138.0,717.0,85.0,0.0
7170,86.0,138.0,457.0,85.0,0.0
7171,85.0,138.0,164.0,88.0,1.0
7172,81.0,137.0,160.0,88.0,5.0
7173,76.0,115.0,160.0,84.0,12.0
7174,76.0,60.0,163.0,84.0,14.0
7175,77.0,60.0,77.0,84.0,13.0
7176,77.0,60.0,0.0,83.0,19.0
7177,77.0,60.0,0.0,83.0,30.0
7178,77.0,60.0,0.0,83.0,32.0
7179,77.0,60.0,0.0,83.0,32.0
7180,77.0,62.0,0.0,83.0,19.0
7181,77.0,112.0,0.0,83.0,15.0
7182,77.0,136.0,0.0,83.0,23.0
7183,77.0,136.0,0.0,83.0,15.0
7184,77.0,136.0,0.0,83.0,12.0
7185,71.34659829766417,482.5138265810137,741.1957176749089,89.35013531513407,11.276454504819643
7186,76.0,136.0,0.0,83.0,15.0
7187,76.0,136.0,0.0,83.0,23.0
7188,75.0,135.0,0.0,83.0,32.0
7189,76.0,136.0,1.0,84.0,45.0
7190,81.0,136.0,18.0,84.0,42.0
7191,86.0,136.0,18.0,84.0,28.0
7192,89.0,136.0,18.0,85.0,24.0
7193,87.0,137.0,427.0,85.0,24.0
7194,87.0,137.0,224.0,85.0,21.0
7195,84.0,137.0,5.0,86.0,28.0
7196,80.0,137.0,0.0,86.0,25.0
7197,80.0,137.0,0.0,86.0,31.0
7198,79.0,137.0,0.0,85.0,33.0
7199,81.0,137.0,0.0,89.0,29.0
7200,71.53375680125653,201.78798310692332,298.89000130157956,89.3376772014164,13.242997533579185
7201,70.28997523935121,249.95074044415566,415.4682132685283,89.65501471151408,11.920406023154923
7202,78.0,60.0,0.0,84.0,23.0
7203,78.0,60.0,0.0,84.0,21.0
7204,78.0,61.0,0.0,84.0,17.0
7205,78.0,72.0,0.0,84.0,15.0
7206,79.0,119.0,0.0,84.0,10.0
7207,79.0,139.0,0.0,84.0,7.0
7208,79.0,140.0,0.0,83.0,6.0
7209,78.0,140.0,0.0,83.0,10.0
7210,78.0,140.0,18.0,83.0,11.0
7211,78.0,140.0,18.0,83.0,8.0
7212,78.0,140.0,18.0,84.0,8.0
7213,78.0,141.0,18.0,84.0,7.0
7214,78.0,140.0,18.0,84.0,7.0
7215,78.0,141.0,18.0,84.0,3.0
7216,79.0,141.0,5.0,85.0,4.0
7217,81.0,141.0,35.0,85.0,8.0
7218,84.0,141.0,24.0,85.0,9.0
7219,84.0,141.0,0.0,86.0,9.0
7220,87.0,141.0,0.0,86.0,13.0
7221,87.0,141.0,0.0,86.0,13.0
7222,86.0,125.0,0.0,86.0,11.0
7223,83.0,68.0,0.0,85.0,12.0
7224,82.0,61.0,0.0,86.0,16.0
7225,82.0,61.0,0.0,86.0,20.0
7226,82.0,61.0,0.0,85.0,16.0
7227,83.0,61.0,0.0,85.0,19.0
7228,82.0,66.0,0.0,85.0,21.0
7229,83.0,114.0,18.0,85.0,24.0
7230,87.0,138.0,18.0,85.0,23.0
7231,89.0,141.0,69.0,84.0,24.0
7232,89.0,142.0,166.0,84.0,29.0
7233,89.0,142.0,192.0,84.0,28.0
7234,89.0,142.0,175.0,84.0,39.0
7235,89.0,142.0,176.0,85.0,38.0
7236,89.0,142.0,176.0,85.0,39.0
7237,88.0,140.0,176.0,85.0,35.0
7238,89.0,140.0,193.0,87.0,39.0
7239,91.0,141.0,161.0,87.0,36.0
7240,91.0,142.0,427.0,87.0,41.0
7241,91.0,142.0,661.0,87.0,43.0
7242,89.0,142.0,586.0,87.0,44.0
7243,89.0,142.0,183.0,87.0,39.0
7244,89.0,122.0,198.0,87.0,43.0
7245,87.0,85.0,188.0,87.0,47.0
7246,85.0,61.0,147.0,87.0,43.0
7247,85.0,61.0,136.0,88.0,45.0
7248,83.0,61.0,23.0,87.0,47.0
7249,83.0,61.0,0.0,88.0,48.0
7250,83.0,61.0,0.0,87.0,46.0
7251,83.0,61.0,0.0,87.0,46.0
7252,83.0,61.0,0.0,87.0,42.0
7253,85.0,79.0,0.0,87.0,43.0
7254,85.0,115.0,85.0,87.0,44.0
7255,83.0,139.0,17.0,87.0,48.0
7256,82.0,141.0,17.0,87.0,46.0
7257,81.0,139.0,18.0,87.0,47.0
7258,85.0,141.0,34.0,87.0,47.0
7259,90.0,143.0,3.0,88.0,45.0
7260,91.0,146.0,0.0,88.0,48.0
7261,90.0,155.0,0.0,88.0,44.0
7262,87.0,158.0,0.0,85.0,43.0
7263,89.0,161.0,0.0,85.0,45.0
7264,90.0,164.0,23.0,86.0,46.0
7265,89.0,167.0,172.0,85.0,45.0
7266,87.0,169.0,3.0,85.0,45.0
7267,87.0,169.0,17.0,86.0,42.0
7268,86.0,154.0,23.0,89.0,40.0
7269,82.0,101.0,53.0,89.0,44.0
7270,80.0,91.0,20.0,89.0,42.0
7271,80.0,62.0,18.0,89.0,42.0
7272,79.0,60.0,0.0,89.0,39.0
7273,78.0,60.0,0.0,89.0,35.0
7274,77.0,60.0,0.0,88.0,36.0
7275,77.0,60.0,0.0,88.0,35.0
7276,77.0,60.0,0.0,88.0,36.0
7277,77.0,78.0,0.0,88.0,31.0
7278,81.0,87.0,75.0,88.0,28.0
7279,85.0,102.0,89.0,88.0,26.0
7280,91.0,144.0,116.0,90.0,36.0
7281,90.0,157.0,180.0,89.0,41.0
7282,90.0,159.0,210.0,89.0,46.0
7283,91.0,183.0,146.0,89.0,45.0
7284,90.0,195.0,141.0,89.0,42.0
7285,91.0,242.0,247.0,90.0,42.0
7286,87.0,237.0,50.0,85.0,36.0
7287,88.0,318.0,257.0,85.0,26.0
7288,88.0,384.0,395.0,86.0,22.0
7289,88.0,499.0,537.0,86.0,18.0
7290,87.0,401.0,607.0,86.0,19.0
7291,86.0,281.0,165.0,86.0,18.0
7292,83.0,179.0,123.0,87.0,14.0
7293,80.0,135.0,159.0,87.0,12.0
7294,81.0,136.0,159.0,87.0,8.0
7295,79.0,133.0,96.0,87.0,6.0
7296,78.0,104.0,11.0,87.0,7.0
7297,78.0,76.0,67.0,87.0,5.0
7298,78.0,60.0,4.0,87.0,3.0
7299,80.0,60.0,0.0,87.0,4.0
7300,81.0,60.0,0.0,87.0,6.0
7301,83.0,77.0,36.0,87.0,11.0
7302,83.0,115.0,23.0,87.0,10.0
7303,83.0,138.0,1.0,86.0,11.0
7304,82.0,135.0,0.0,86.0,9.0
7305,78.0,134.0,0.0,86.0,6.0
7306,77.0,138.0,0.0,85.0,3.0
7307,76.0,145.0,0.0,85.0,3.0
7308,75.0,160.0,0.0,85.0,3.0
7309,75.0,167.0,0.0,86.0,5.0
7310,75.0,148.0,19.0,86.0,11.0
7311,75.0,108.0,372.0,86.0,22.0
7312,75.0,94.0,368.0,86.0,19.0
7313,75.0,73.0,807.0,86.0,14.0
7314,75.0,60.0,747.0,86.0,13.0
7315,75.0,60.0,181.0,86.0,13.0
7316,75.0,60.0,87.0,86.0,16.0
7317,76.0,59.0,85.0,86.0,14.0
7318,76.0,59.0,83.0,86.0,13.0
7319,76.0,59.0,23.0,86.0,18.0
7320,75.0,58.0,0.0,86.0,22.0
7321,75.0,59.0,0.0,86.0,20.0
7322,75.0,59.0,0.0,85.0,17.0
7323,75.0,59.0,0.0,85.0,20.0
7324,75.0,58.0,0.0,85.0,20.0
7325,75.0,58.0,32.0,85.0,24.0
7326,75.0,59.0,18.0,85.0,19.0
7327,74.0,60.0,18.0,85.0,17.0
7328,75.0,60.0,68.0,86.0,18.0
7329,74.0,60.0,69.0,84.0,19.0
7330,77.0,60.0,93.0,84.0,24.0
7331,81.0,65.0,92.0,84.0,27.0
7332,85.0,81.0,93.0,84.0,22.0
7333,86.0,82.0,142.0,85.0,24.0
7334,85.0,85.0,230.0,83.0,19.0
7335,85.0,87.0,196.0,83.0,23.0
7336,85.0,90.0,152.0,84.0,23.0
7337,85.0,91.0,146.0,85.0,16.0
7338,83.0,92.0,248.0,84.0,10.0
7339,83.0,92.0,69.0,84.0,9.0
7340,80.0,92.0,67.0,86.0,12.0
7341,80.0,92.0,67.0,92.0,14.0
7342,79.0,92.0,18.0,91.0,13.0
7343,79.0,93.0,2.0,91.0,16.0
7344,73.0,138.0,42.0,84.0,16.0
7345,74.0,162.0,0.0,84.0,21.0
7346,74.0,154.0,0.0,84.0,29.0
7347,74.0,157.0,0.0,84.0,28.0
7348,74.0,158.0,0.0,84.0,28.0
7349,74.0,163.0,0.0,84.0,31.0
7350,74.0,165.0,0.0,84.0,25.0
7351,74.0,167.0,0.0,84.0,20.0
7352,74.0,168.0,0.0,83.0,18.0
7353,75.0,168.0,2.0,84.0,24.0
7354,74.0,108.0,126.0,83.0,25.0
7355,73.0,64.0,94.0,83.0,26.0
7356,73.0,97.0,65.0,83.0,25.0
7357,73.0,167.0,0.0,83.0,20.0
7358,74.0,170.0,0.0,83.0,18.0
7359,78.0,166.0,0.0,83.0,11.0
7360,82.0,167.0,54.0,83.0,12.0
7361,85.0,170.0,469.0,83.0,10.0
7362,85.0,172.0,94.0,83.0,5.0
7363,85.0,172.0,0.0,82.0,7.0
7364,81.0,142.0,34.0,82.0,6.0
7365,74.0,127.0,38.0,80.0,5.0
7366,74.0,128.0,50.0,80.0,4.0
7367,74.0,128.0,48.0,81.0,3.0
7368,73.0,127.0,34.0,81.0,2.0
7369,74.0,128.0,35.0,81.0,2.0
7370,75.0,127.0,35.0,83.0,0.0
7371,75.0,128.0,35.0,83.0,0.0
7372,75.0,151.0,0.0,83.0,0.0
7373,77.0,173.0,0.0,83.0,0.0
7374,77.0,170.0,0.0,83.0,2.0
7375,77.0,169.0,0.0,82.0,2.0
7376,77.0,169.0,0.0,82.0,3.0
7377,76.0,169.0,0.0,83.0,2.0
7378,75.0,169.0,0.0,83.0,0.0
7379,73.0,169.0,0.0,83.0,0.0
7380,73.0,169.0,0.0,83.0,0.0
7381,73.0,169.0,0.0,83.0,1.0
7382,74.0,169.0,0.0,85.0,0.0
7383,75.0,169.0,0.0,85.0,1.0
7384,76.0,169.0,22.0,86.0,1.0
7385,77.0,169.0,6.0,86.0,7.0
7386,80.0,168.0,0.0,86.0,13.0
7387,81.0,168.0,0.0,86.0,10.0
7388,78.0,168.0,0.0,86.0,13.0
7389,76.0,169.0,0.0,86.0,10.0
7390,76.0,169.0,0.0,86.0,10.0
7391,76.0,147.0,0.0,86.0,8.0
7392,76.0,93.0,2.0,86.0,9.0
7393,75.0,92.0,83.0,85.0,10.0
7394,75.0,102.0,82.0,85.0,10.0
7395,76.0,116.0,35.0,85.0,9.0
7396,79.0,116.0,6.0,85.0,8.0
7397,81.0,122.0,67.0,85.0,8.0
7398,82.0,175.0,103.0,85.0,10.0
7399,86.0,193.0,328.0,85.0,13.0
7400,89.0,196.0,620.0,85.0,7.0
7401,89.0,234.0,468.0,85.0,2.0
7402,88.0,273.0,408.0,84.0,3.0
7403,88.0,482.0,249.0,84.0,4.0
7404,88.0,550.0,66.0,84.0,4.0
7405,88.0,550.0,57.0,85.0,3.0
7406,89.0,550.0,102.0,87.0,2.0
7407,90.0,548.0,225.0,87.0,3.0
7408,90.0,470.0,506.0,86.0,4.0
7409,90.0,420.0,374.0,86.0,5.0
7410,89.0,345.0,19.0,86.0,5.0
7411,90.0,325.0,15.0,89.0,5.0
7412,87.0,325.0,4.0,89.0,4.0
7413,79.0,325.0,0.0,86.0,4.0
7414,77.0,323.0,0.0,86.0,3.0
7415,75.0,319.0,2.0,85.0,2.0
7416,75.0,281.0,35.0,85.0,2.0
7417,75.0,246.0,23.0,85.0,2.0
7418,76.0,246.0,0.0,86.0,2.0
7419,75.0,253.0,0.0,86.0,2.0
7420,79.0,295.0,33.0,86.0,3.0
7421,79.0,321.0,6.0,86.0,3.0
7422,83.0,324.0,2.0,86.0,6.0
7423,87.0,415.0,175.0,86.0,9.0
7424,89.0,422.0,222.0,86.0,7.0
7425,89.0,421.0,225.0,86.0,8.0
7426,88.0,420.0,124.0,85.0,10.0
7427,88.0,419.0,0.0,84.0,9.0
7428,86.0,418.0,0.0,84.0,8.0
7429,86.0,418.0,60.0,84.0,7.0
7430,87.0,417.0,133.0,85.0,5.0
7431,87.0,420.0,222.0,86.0,7.0
7432,88.0,479.0,462.0,86.0,12.0
7433,88.0,546.0,687.0,86.0,14.0
7434,87.0,547.0,486.0,86.0,21.0
7435,87.0,427.0,238.0,87.0,20.0
7436,83.0,334.0,16.0,87.0,17.0
7437,78.0,324.0,0.0,87.0,18.0
7438,78.0,320.0,0.0,87.0,19.0
7439,76.0,317.0,0.0,87.0,18.0
7440,74.0,318.0,0.0,84.0,16.0
7441,75.0,318.0,0.0,85.0,11.0
7442,75.0,318.0,0.0,86.0,11.0
7443,75.0,319.0,0.0,86.0,9.0
7444,76.0,319.0,0.0,86.0,9.0
7445,77.0,323.0,0.0,86.0,6.0
7446,81.0,326.0,4.0,86.0,7.0
7447,85.0,418.0,180.0,86.0,7.0
7448,84.0,545.0,281.0,86.0,7.0
7449,82.0,549.0,283.0,85.0,6.0
7450,81.0,548.0,91.0,85.0,3.0
7451,79.0,544.0,91.0,85.0,1.0
7452,79.0,548.0,91.0,85.0,0.0
7453,79.0,547.0,112.0,85.0,1.0
7454,81.0,548.0,267.0,87.0,2.0
7455,80.0,547.0,284.0,86.0,2.0
7456,81.0,549.0,437.0,86.0,4.0
7457,84.0,549.0,710.0,86.0,5.0
7458,84.0,549.0,502.0,86.0,5.0
7459,87.0,544.0,218.0,88.0,3.0
7460,83.0,420.0,168.0,87.0,2.0
7461,79.0,326.0,2.0,87.0,2.0
7462,79.0,323.0,0.0,87.0,2.0
7463,79.0,323.0,0.0,87.0,3.0
7464,76.0,322.0,0.0,87.0,2.0
7465,76.0,320.0,0.0,86.0,1.0
7466,77.0,319.0,0.0,86.0,2.0
7467,77.0,319.0,0.0,86.0,2.0
7468,78.0,320.0,0.0,86.0,2.0
7469,81.0,323.0,0.0,86.0,1.0
7470,85.0,331.0,14.0,86.0,1.0
7471,89.0,438.0,352.0,86.0,1.0
7472,89.0,550.0,279.0,86.0,1.0
7473,89.0,550.0,271.0,86.0,1.0
7474,89.0,550.0,265.0,86.0,0.0
7475,89.0,549.0,268.0,86.0,0.0
7476,89.0,549.0,268.0,86.0,0.0
7477,89.0,549.0,265.0,86.0,0.0
7478,89.0,549.0,269.0,86.0,0.0
7479,90.0,549.0,369.0,87.0,0.0
7480,90.0,550.0,540.0,87.0,0.0
7481,90.0,550.0,694.0,87.0,0.0
7482,90.0,550.0,409.0,87.0,0.0
7483,90.0,551.0,274.0,88.0,0.0
7484,87.0,549.0,209.0,88.0,0.0
7485,82.0,432.0,34.0,88.0,0.0
7486,80.0,331.0,1.0,88.0,0.0
7487,80.0,325.0,0.0,87.0,0.0
7488,77.0,325.0,0.0,87.0,0.0
7489,77.0,325.0,0.0,86.0,0.0
7490,77.0,325.0,0.0,86.0,0.0
7491,77.0,326.0,0.0,86.0,0.0
7492,77.0,326.0,0.0,86.0,0.0
7493,79.0,327.0,0.0,87.0,0.0
7494,85.0,421.0,108.0,87.0,0.0
7495,89.0,542.0,269.0,87.0,0.0
7496,90.0,524.0,317.0,87.0,0.0
7497,90.0,522.0,317.0,86.0,0.0
7498,90.0,525.0,299.0,86.0,0.0
7499,90.0,520.0,267.0,86.0,0.0
7500,90.0,520.0,148.0,86.0,0.0
7501,89.0,524.0,142.0,86.0,0.0
7502,88.0,529.0,95.0,86.0,0.0
7503,90.0,520.0,288.0,86.0,0.0
7504,91.0,520.0,285.0,87.0,0.0
7505,90.0,520.0,264.0,87.0,0.0
7506,89.0,518.0,225.0,87.0,0.0
7507,89.0,394.0,170.0,87.0,1.0
7508,85.0,298.0,0.0,88.0,1.0
7509,82.0,295.0,0.0,88.0,1.0
7510,78.0,291.0,0.0,87.0,1.0
7511,77.0,290.0,0.0,87.0,0.0
7512,76.0,281.0,2.0,86.0,0.0
7513,76.0,248.0,17.0,85.0,0.0
7514,76.0,216.0,0.0,86.0,0.0
7515,76.0,215.0,0.0,86.0,0.0
7516,76.0,216.0,0.0,86.0,0.0
7517,79.0,228.0,0.0,86.0,0.0
7518,81.0,291.0,0.0,87.0,1.0
7519,80.0,289.0,0.0,87.0,1.0
7520,79.0,308.0,0.0,87.0,1.0
7521,83.0,390.0,0.0,86.0,1.0
7522,87.0,478.0,85.0,86.0,3.0
7523,90.0,474.0,91.0,86.0,1.0
7524,90.0,429.0,91.0,86.0,1.0
7525,89.0,376.0,7.0,86.0,2.0
7526,88.0,363.0,7.0,85.0,2.0
7527,90.0,336.0,7.0,86.0,3.0
7528,90.0,467.0,332.0,86.0,4.0
7529,90.0,503.0,298.0,86.0,6.0
7530,89.0,395.0,92.0,86.0,4.0
7531,89.0,309.0,9.0,86.0,3.0
7532,87.0,292.0,0.0,88.0,3.0
7533,81.0,219.0,0.0,86.0,5.0
7534,78.0,214.0,0.0,86.0,4.0
7535,78.0,213.0,0.0,86.0,6.0
7536,77.0,214.0,0.0,86.0,7.0
7537,76.0,214.0,0.0,85.0,8.0
7538,77.0,214.0,0.0,86.0,9.0
7539,77.0,214.0,0.0,86.0,10.0
7540,78.0,214.0,0.0,86.0,13.0
7541,78.0,214.0,0.0,86.0,13.0
7542,79.0,215.0,0.0,87.0,13.0
7543,80.0,215.0,0.0,87.0,14.0
7544,79.0,215.0,0.0,87.0,18.0
7545,79.0,218.0,0.0,86.0,24.0
7546,79.0,290.0,0.0,86.0,25.0
7547,79.0,300.0,0.0,87.0,29.0
7548,80.0,295.0,0.0,88.0,28.0
7549,79.0,295.0,0.0,86.0,28.0
7550,79.0,295.0,0.0,88.0,31.0
7551,79.0,295.0,0.0,87.0,32.0
7552,80.0,296.0,0.0,87.0,29.0
7553,80.0,296.0,0.0,87.0,29.0
7554,80.0,294.0,0.0,87.0,31.0
7555,80.0,295.0,0.0,87.0,32.0
7556,80.0,294.0,0.0,87.0,31.0
7557,80.0,293.0,0.0,87.0,26.0
7558,80.0,257.0,25.0,87.0,30.0
7559,79.0,213.0,6.0,87.0,24.0
7560,79.0,215.0,0.0,87.0,19.0
7561,79.0,214.0,0.0,86.0,15.0
7562,79.0,215.0,0.0,86.0,17.0
7563,79.0,215.0,0.0,86.0,16.0
7564,79.0,221.0,0.0,86.0,17.0
7565,80.0,277.0,0.0,87.0,17.0
7566,81.0,294.0,0.0,87.0,17.0
7567,81.0,296.0,0.0,87.0,20.0
7568,81.0,296.0,0.0,87.0,19.0
7569,80.0,297.0,14.0,86.0,18.0
7570,80.0,297.0,120.0,86.0,19.0
7571,80.0,296.0,15.0,86.0,17.0
7572,80.0,296.0,53.0,86.0,18.0
7573,80.0,296.0,101.0,87.0,15.0
7574,80.0,296.0,16.0,86.0,11.0
7575,80.0,296.0,8.0,86.0,12.0
7576,80.0,295.0,138.0,86.0,13.0
7577,81.0,296.0,155.0,86.0,19.0
7578,81.0,326.0,43.0,85.0,15.0
7579,81.0,306.0,16.0,86.0,14.0
7580,79.0,295.0,0.0,86.0,17.0
7581,79.0,295.0,0.0,86.0,22.0
7582,78.0,296.0,0.0,86.0,28.0
7583,78.0,296.0,0.0,86.0,33.0
7584,77.0,296.0,0.0,86.0,35.0
7585,77.0,295.0,0.0,86.0,37.0
7586,79.0,295.0,0.0,86.0,35.0
7587,79.0,294.0,0.0,86.0,43.0
7588,80.0,294.0,20.0,86.0,43.0
7589,80.0,294.0,0.0,86.0,42.0
7590,82.0,295.0,18.0,89.0,44.0
7591,85.0,389.0,211.0,88.0,43.0
7592,92.0,485.0,140.0,90.0,47.0
7593,90.0,518.0,321.0,86.0,37.0
7594,90.0,516.0,152.0,86.0,32.0
7595,90.0,464.0,106.0,86.0,18.0
7596,90.0,516.0,158.0,86.0,7.0
7597,89.0,518.0,154.0,86.0,3.0
7598,88.0,519.0,97.0,86.0,2.0
7599,91.0,489.0,86.0,86.0,0.0
7600,91.0,516.0,358.0,87.0,0.0
7601,90.0,517.0,555.0,87.0,0.0
7602,88.0,487.0,166.0,87.0,1.0
7603,88.0,389.0,116.0,87.0,1.0
7604,87.0,294.0,7.0,87.0,2.0
7605,80.0,293.0,0.0,87.0,2.0
7606,77.0,292.0,0.0,87.0,1.0
7607,76.0,290.0,0.0,87.0,2.0
7608,76.0,290.0,0.0,87.0,1.0
7609,76.0,288.0,0.0,86.0,0.0
7610,76.0,288.0,0.0,86.0,0.0
7611,77.0,288.0,0.0,86.0,0.0
7612,77.0,288.0,0.0,86.0,1.0
7613,79.0,292.0,0.0,86.0,0.0
7614,83.0,298.0,18.0,86.0,0.0
7615,87.0,402.0,350.0,86.0,1.0
7616,90.0,503.0,378.0,86.0,0.0
7617,90.0,518.0,367.0,86.0,0.0
7618,90.0,503.0,373.0,86.0,0.0
7619,90.0,504.0,363.0,86.0,0.0
7620,90.0,511.0,334.0,86.0,0.0
7621,89.0,500.0,373.0,86.0,1.0
7622,88.0,500.0,378.0,86.0,1.0
7623,90.0,510.0,377.0,86.0,0.0
7624,90.0,503.0,377.0,86.0,1.0
7625,90.0,514.0,657.0,87.0,2.0
7626,89.0,516.0,639.0,87.0,2.0
7627,88.0,511.0,383.0,87.0,3.0
7628,85.0,398.0,309.0,88.0,2.0
7629,80.0,291.0,5.0,88.0,1.0
7630,80.0,289.0,0.0,88.0,0.0
7631,79.0,289.0,0.0,88.0,0.0
7632,76.0,289.0,0.0,87.0,0.0
7633,76.0,290.0,0.0,87.0,0.0
7634,76.0,290.0,0.0,86.0,0.0
7635,76.0,290.0,0.0,86.0,0.0
7636,78.0,290.0,0.0,86.0,0.0
7637,78.0,290.0,0.0,86.0,1.0
7638,82.0,291.0,3.0,86.0,3.0
7639,87.0,391.0,431.0,86.0,4.0
7640,90.0,438.0,432.0,86.0,3.0
7641,90.0,421.0,194.0,86.0,2.0
7642,89.0,420.0,190.0,86.0,1.0
7643,89.0,442.0,409.0,86.0,3.0
7644,89.0,451.0,437.0,86.0,2.0
7645,90.0,459.0,423.0,86.0,1.0
7646,88.0,473.0,419.0,86.0,2.0
7647,90.0,473.0,418.0,86.0,3.0
7648,90.0,474.0,431.0,87.0,6.0
7649,91.0,473.0,554.0,87.0,7.0
7650,90.0,473.0,450.0,88.0,6.0
7651,90.0,452.0,386.0,88.0,6.0
7652,87.0,356.0,24.0,88.0,8.0
7653,81.0,324.0,0.0,88.0,11.0
7654,78.0,325.0,0.0,88.0,14.0
7655,77.0,325.0,0.0,88.0,13.0
7656,78.0,325.0,0.0,87.0,13.0
7657,78.0,325.0,0.0,87.0,14.0
7658,78.0,325.0,0.0,87.0,16.0
7659,78.0,325.0,0.0,87.0,13.0
7660,79.0,325.0,0.0,87.0,12.0
7661,80.0,326.0,11.0,87.0,15.0
7662,85.0,422.0,121.0,87.0,15.0
7663,88.0,475.0,389.0,87.0,16.0
7664,91.0,479.0,573.0,87.0,19.0
7665,90.0,480.0,431.0,86.0,13.0
7666,90.0,480.0,425.0,86.0,8.0
7667,90.0,483.0,422.0,86.0,8.0
7668,90.0,485.0,384.0,86.0,7.0
7669,91.0,505.0,424.0,86.0,6.0
7670,91.0,547.0,377.0,87.0,6.0
7671,92.0,554.0,510.0,88.0,6.0
7672,92.0,556.0,360.0,88.0,7.0
7673,93.0,557.0,355.0,89.0,11.0
7674,93.0,556.0,214.0,89.0,12.0
7675,93.0,553.0,71.0,90.0,12.0
7676,90.0,415.0,11.0,90.0,8.0
7677,86.0,332.0,0.0,90.0,9.0
7678,84.0,332.0,0.0,90.0,8.0
7679,84.0,329.0,0.0,89.0,12.0
7680,83.0,327.0,0.0,89.0,9.0
7681,82.0,327.0,0.0,88.0,7.0
7682,83.0,327.0,0.0,88.0,3.0
7683,84.0,327.0,0.0,88.0,5.0
7684,84.0,327.0,0.0,88.0,9.0
7685,85.0,327.0,0.0,88.0,13.0
7686,85.0,329.0,0.0,88.0,14.0
7687,84.0,331.0,3.0,88.0,10.0
7688,84.0,431.0,123.0,88.0,7.0
7689,87.0,552.0,219.0,87.0,2.0
7690,90.0,555.0,235.0,87.0,3.0
7691,91.0,555.0,222.0,87.0,13.0
7692,91.0,555.0,195.0,87.0,12.0
7693,92.0,555.0,164.0,88.0,10.0
7694,91.0,554.0,94.0,87.0,10.0
7695,91.0,555.0,260.0,87.0,11.0
7696,92.0,555.0,468.0,88.0,9.0
7697,92.0,554.0,405.0,88.0,8.0
7698,91.0,554.0,262.0,88.0,8.0
7699,91.0,550.0,82.0,88.0,5.0
7700,87.0,434.0,50.0,88.0,4.0
7701,82.0,331.0,2.0,88.0,4.0
7702,81.0,325.0,0.0,88.0,6.0
7703,80.0,320.0,0.0,88.0,8.0
7704,79.0,323.0,0.0,87.0,10.0
7705,79.0,323.0,0.0,87.0,12.0
7706,79.0,321.0,0.0,87.0,15.0
7707,79.0,321.0,0.0,87.0,12.0
7708,79.0,321.0,0.0,87.0,16.0
7709,80.0,323.0,0.0,87.0,26.0
7710,80.0,325.0,0.0,87.0,29.0
7711,80.0,327.0,0.0,87.0,36.0
7712,79.0,329.0,0.0,86.0,32.0
7713,80.0,327.0,0.0,87.0,34.0
7714,80.0,307.0,0.0,87.0,29.0
