,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
263,114.0,565.0,1082.0,0.13504136551495238,5.0,0.0,1921.0,90.0,14.0,16.0,145.0
264,114.0,574.0,1126.0,0.8683658637403431,5.0,0.0,1919.0,91.0,13.0,16.0,152.0
265,113.0,584.0,1159.0,1.1657330377528776,5.0,0.0,1920.0,91.0,13.0,16.0,154.0
266,114.0,594.0,1154.0,1.1583979281016843,5.0,0.0,1921.0,91.0,13.0,16.0,139.0
267,113.0,616.0,1110.0,0.0,5.0,0.0,1921.0,91.0,13.0,16.0,117.0
268,113.0,628.0,1152.0,1.7788602202493071,5.0,0.0,1921.0,97.0,13.0,15.0,120.0
269,113.0,636.0,1123.0,0.0,5.0,0.0,1920.0,97.0,13.0,16.0,121.0
270,112.0,650.0,1108.0,0.0,5.0,0.0,1920.0,97.0,13.0,15.0,135.0
271,112.0,650.0,1038.0,0.0,5.0,0.0,1920.0,97.0,13.0,15.0,148.0
272,111.0,660.0,1030.0,0.0,5.0,0.0,1921.0,97.0,13.0,16.0,145.0
273,112.0,673.0,971.0,0.0,5.0,0.0,1921.0,97.0,13.0,16.0,147.0
274,110.0,669.0,919.0,0.0,5.0,0.0,1919.0,97.0,13.0,17.0,154.0
275,114.0,665.0,879.0,0.0,5.0,0.0,1920.0,97.0,13.0,16.0,157.0
276,112.0,705.0,980.0,0.0,5.0,0.0,1922.0,93.0,12.0,17.0,126.0
277,115.0,721.0,997.0,0.0,5.0,0.0,1921.0,93.0,12.0,16.0,105.0
278,116.0,724.0,933.0,0.0,6.0,0.0,1920.0,93.0,12.0,16.0,99.0
279,116.0,707.0,846.0,0.0,6.0,0.0,1921.0,93.0,12.0,17.0,92.0
280,115.0,712.0,904.0,0.0,6.0,0.0,1924.0,94.0,12.0,16.0,84.0
281,115.0,716.0,896.0,0.05077411970138193,6.0,0.0,1923.0,94.0,11.0,17.0,101.0
282,115.0,718.0,842.0,0.0,6.0,0.0,1923.0,94.0,11.0,17.0,122.0
283,114.0,710.0,780.0,0.0,6.0,0.0,1922.0,94.0,11.0,17.0,128.0
284,114.0,731.0,758.0,0.0,6.0,0.0,1923.0,94.0,11.0,17.0,128.0
285,116.0,719.0,764.0,0.0,6.0,0.0,1922.0,94.0,11.0,16.0,145.0
286,116.0,706.0,708.0,0.0,6.0,0.0,1922.0,94.0,11.0,17.0,173.0
287,117.0,684.0,684.0,0.0,6.0,0.0,1920.0,94.0,11.0,16.0,166.0
288,116.0,621.0,729.0,0.0,6.0,0.0,1924.0,87.0,11.0,16.0,155.0
289,117.0,602.0,712.0,0.0,6.0,0.0,1921.0,87.0,11.0,14.0,153.0
290,117.0,596.0,691.0,0.0,6.0,0.0,1922.0,87.0,10.0,15.0,145.0
291,117.0,586.0,638.0,0.0,6.0,0.0,1922.0,87.0,10.0,15.0,141.0
292,117.0,524.0,712.0,0.0,6.0,0.0,1922.0,88.0,9.0,14.0,146.0
293,117.0,505.0,706.0,0.0,6.0,0.0,1921.0,88.0,9.0,14.0,160.0
294,115.0,497.0,687.0,0.0,6.0,0.0,1922.0,88.0,7.0,14.0,157.0
295,110.0,487.0,659.0,0.0,6.0,0.0,1924.0,79.0,7.0,14.0,133.0
296,99.0,480.0,715.0,0.0,6.0,0.0,1924.0,83.0,6.0,15.0,133.0
297,86.0,460.0,707.0,0.0,6.0,0.0,1921.0,83.0,6.0,15.0,142.0
298,81.0,432.0,707.0,0.0,6.0,0.0,1922.0,83.0,6.0,16.0,131.0
299,78.0,429.0,696.0,0.0,6.0,0.0,1921.0,83.0,6.0,16.0,108.0
300,77.0,448.0,710.0,0.0,6.0,0.0,1920.0,83.0,6.0,16.0,106.0
301,77.0,452.0,699.0,0.0,6.0,0.0,1920.0,83.0,6.0,15.0,125.0
302,77.0,453.0,699.0,0.0,6.0,0.0,1920.0,83.0,6.0,16.0,128.0
303,76.0,455.0,701.0,0.0,6.0,0.0,1921.0,83.0,6.0,16.0,140.0
304,76.0,491.0,641.0,0.0,6.0,0.0,1922.0,84.0,6.0,15.0,161.0
305,79.0,504.0,644.0,0.0,6.0,0.0,1924.0,84.0,6.0,16.0,169.0
306,83.0,511.0,671.0,0.0,6.0,0.0,1923.0,84.0,6.0,16.0,166.0
307,87.0,509.0,708.0,0.0,6.0,0.0,1922.0,84.0,6.0,17.0,162.0
308,90.0,516.0,658.0,0.0,6.0,0.0,1921.0,95.0,6.0,16.0,170.0
309,95.0,537.0,680.0,0.0,6.0,0.0,1920.0,95.0,7.0,16.0,174.0
310,105.0,585.0,758.0,0.0,6.0,0.0,1919.0,95.0,8.0,14.0,162.0
311,110.0,625.0,852.0,0.0,6.0,0.0,1917.0,95.0,9.0,15.0,163.0
312,112.0,641.0,816.0,0.0,6.0,0.0,1917.0,97.0,11.0,15.0,159.0
313,114.0,657.0,942.0,0.0,6.0,0.0,1922.0,97.0,11.0,15.0,142.0
314,114.0,682.0,1072.0,0.0,6.0,0.0,1920.0,97.0,11.0,14.0,141.0
315,117.0,694.0,1194.0,0.0,6.0,0.0,1920.0,97.0,11.0,14.0,143.0
316,117.0,705.0,1058.0,0.0,6.0,0.0,1917.0,93.0,12.0,15.0,141.0
317,118.0,700.0,1050.0,0.0,6.0,0.0,1917.0,93.0,12.0,14.0,135.0
318,117.0,700.0,1020.0,0.0,5.0,0.0,1917.0,93.0,12.0,14.0,113.0
319,116.0,714.0,986.0,0.0,5.0,0.0,1917.0,93.0,12.0,14.0,87.0
320,116.0,716.0,1010.0,0.0,5.0,0.0,1915.0,89.0,12.0,16.0,78.0
321,116.0,708.0,1049.0,1.0168525650504527,5.0,0.0,1917.0,89.0,12.0,15.0,66.0
322,116.0,711.0,1160.0,0.4318269309367201,5.0,0.0,1917.0,89.0,13.0,15.0,54.0
323,116.0,716.0,1110.0,0.46302402165016543,5.0,0.0,1915.0,89.0,13.0,17.0,52.0
324,112.0,702.0,1084.0,0.0,5.0,0.0,1913.0,92.0,13.0,16.0,51.0
325,114.0,715.0,1015.0,0.6577851690941042,5.0,0.0,1913.0,92.0,13.0,16.0,44.0
326,115.0,705.0,1040.0,4.141053458074779,5.0,0.0,1918.0,92.0,13.0,15.0,42.0
327,114.0,699.0,1034.0,2.384472886353951,6.0,0.0,1918.0,92.0,13.0,15.0,39.0
328,116.0,706.0,1022.0,0.0,5.0,0.0,1919.0,91.0,13.0,14.0,41.0
329,116.0,710.0,1034.0,1.8743105017892203,5.0,0.0,1918.0,91.0,13.0,14.0,35.0
330,116.0,717.0,1013.0,1.7947520918531987,6.0,6.3619357598578645,1918.0,91.0,13.0,15.0,31.0
331,115.0,721.0,999.0,1.7358969799138446,6.0,0.0,1918.0,91.0,13.0,14.0,34.0
332,115.0,719.0,966.0,0.0,5.0,0.0,1920.0,83.0,12.0,15.0,39.0
333,115.0,720.0,972.0,1.0178811791277529,5.0,0.0,1921.0,83.0,12.0,14.0,43.0
334,115.0,715.0,985.0,2.164266186934855,5.0,0.0,1921.0,83.0,12.0,14.0,41.0
335,116.0,720.0,990.0,0.7674008634033715,5.0,0.0,1921.0,83.0,12.0,16.0,42.0
336,115.0,701.0,954.0,0.0,5.0,0.0,1921.0,83.0,12.0,15.0,48.0
337,114.0,708.0,968.0,1.522417875415329,5.0,0.0,1920.0,83.0,13.0,15.0,49.0
338,113.0,702.0,967.0,1.4392943525462356,5.0,0.0,1921.0,83.0,13.0,15.0,49.0
339,113.0,700.0,984.0,0.38976711655469054,5.0,0.0,1920.0,83.0,14.0,15.0,47.0
340,113.0,694.0,972.0,1.6881416961967877,5.0,0.0,1921.0,88.0,14.0,16.0,40.0
341,115.0,705.0,975.0,0.0,5.0,5.8183427782252455,1920.0,88.0,14.0,15.0,34.0
342,117.0,705.0,948.0,0.0,6.0,7.023268847168495,1921.0,88.0,14.0,14.0,39.0
343,117.0,707.0,916.0,0.10187714445993853,6.0,7.3132820972466455,1921.0,88.0,14.0,13.0,40.0
344,116.0,718.0,909.0,0.5218331866105673,6.0,0.0,1923.0,88.0,15.0,14.0,43.0
345,117.0,718.0,951.0,0.22263555220007497,6.0,0.0,1921.0,88.0,14.0,15.0,42.0
346,116.0,718.0,986.0,0.22293818378596492,6.0,0.0,1921.0,88.0,14.0,15.0,44.0
347,116.0,712.0,1006.0,0.3436525467807476,6.0,0.0,1921.0,88.0,14.0,14.0,35.0
348,116.0,698.0,995.0,0.16524816918127772,6.0,0.0,1920.0,88.0,14.0,14.0,36.0
349,114.0,701.0,1020.0,0.5395622095285576,6.0,0.0,1919.0,88.0,14.0,16.0,53.0
350,116.0,714.0,1016.0,0.5045396040343176,5.0,0.0,1920.0,88.0,13.0,16.0,59.0
351,115.0,722.0,1049.0,0.0,5.0,0.0,1920.0,88.0,14.0,16.0,56.0
352,113.0,711.0,946.0,0.4544583520429197,5.0,0.0,1918.0,88.0,14.0,16.0,51.0
353,112.0,709.0,948.0,0.38519185432095465,5.0,0.0,1920.0,88.0,14.0,16.0,59.0
354,113.0,708.0,1061.0,0.35524561933116366,5.0,0.0,1920.0,88.0,14.0,15.0,67.0
355,113.0,714.0,1050.0,0.3634782125345083,5.0,0.0,1920.0,88.0,13.0,14.0,66.0
356,114.0,724.0,1033.0,0.36362478968237644,5.0,0.0,1919.0,88.0,13.0,14.0,64.0
357,113.0,735.0,1016.0,0.37772692193156343,5.0,0.0,1920.0,89.0,13.0,14.0,77.0
358,114.0,727.0,988.0,0.0074407640467088546,5.0,0.0,1919.0,89.0,13.0,14.0,91.0
359,114.0,728.0,960.0,0.0,5.0,0.0,1919.0,89.0,13.0,13.0,106.0
360,115.0,727.0,1004.0,0.0,5.0,0.0,1919.0,92.0,13.0,14.0,137.0
361,115.0,727.0,994.0,1.1291955572692576,5.0,0.0,1919.0,92.0,13.0,16.0,156.0
362,114.0,730.0,966.0,0.007411500184537588,5.0,0.0,1920.0,92.0,13.0,15.0,180.0
363,115.0,723.0,949.0,1.3671467169903255,5.0,0.0,1920.0,92.0,13.0,16.0,168.0
364,115.0,718.0,1003.0,1.7733727643008443,5.0,0.0,1921.0,91.0,13.0,16.0,146.0
365,115.0,724.0,1014.0,0.6335074131018353,5.0,0.0,1921.0,91.0,13.0,15.0,129.0
366,116.0,722.0,990.0,0.0,5.0,0.0,1920.0,91.0,13.0,16.0,123.0
367,115.0,724.0,950.0,0.0,6.0,0.0,1920.0,91.0,13.0,16.0,120.0
368,114.0,731.0,1014.0,0.0,6.0,0.0,1921.0,92.0,13.0,15.0,127.0
369,112.0,724.0,990.0,0.0,6.0,0.0,1919.0,92.0,13.0,15.0,125.0
370,113.0,704.0,971.0,0.0,6.0,0.0,1922.0,92.0,13.0,15.0,122.0
371,115.0,703.0,910.0,0.0,6.0,0.0,1922.0,92.0,12.0,14.0,132.0
372,115.0,717.0,1007.0,0.0,6.0,0.0,1924.0,92.0,11.0,15.0,131.0
373,116.0,715.0,994.0,0.0,6.0,0.0,1921.0,92.0,11.0,15.0,125.0
374,115.0,713.0,916.0,0.0,5.0,0.0,1922.0,92.0,11.0,15.0,120.0
375,114.0,706.0,840.0,0.0,5.0,0.0,1922.0,92.0,11.0,15.0,115.0
376,116.0,706.0,824.0,0.0,5.0,0.0,1924.0,86.0,11.0,15.0,120.0
377,117.0,702.0,813.0,0.0,5.0,0.0,1922.0,86.0,10.0,14.0,120.0
378,115.0,708.0,790.0,0.0,5.0,0.0,1921.0,86.0,10.0,14.0,123.0
379,116.0,710.0,712.0,0.0,5.0,0.0,1922.0,86.0,10.0,15.0,121.0
380,117.0,698.0,789.0,0.0,5.0,0.0,1923.0,86.0,10.0,15.0,113.0
381,117.0,715.0,751.0,0.0,5.0,0.0,1923.0,86.0,10.0,15.0,103.0
382,117.0,716.0,708.0,0.0,5.0,0.0,1923.0,86.0,11.0,15.0,99.0
383,116.0,695.0,719.0,0.0,5.0,0.0,1921.0,86.0,11.0,15.0,97.0
384,116.0,665.0,721.0,0.0,5.0,0.0,1922.0,90.0,11.0,15.0,93.0
385,116.0,625.0,709.0,0.0,5.0,0.0,1919.0,90.0,11.0,14.0,95.0
386,116.0,596.0,665.0,0.0,5.0,0.0,1919.0,90.0,11.0,14.0,93.0
387,116.0,591.0,597.0,0.0,5.0,0.0,1920.0,90.0,11.0,14.0,105.0
388,117.0,527.0,692.0,0.0,5.0,0.0,1922.0,90.0,10.0,15.0,98.0
389,117.0,508.0,713.0,0.0,5.0,0.0,1920.0,90.0,9.0,14.0,75.0
390,113.0,503.0,687.0,0.0,5.0,0.0,1920.0,90.0,8.0,13.0,75.0
391,109.0,486.0,665.0,0.0,5.0,0.0,1920.0,81.0,7.0,13.0,65.0
392,98.0,472.0,723.0,0.0,5.0,0.0,1921.0,80.0,6.0,14.0,66.0
393,87.0,455.0,706.0,0.0,5.0,0.0,1920.0,80.0,6.0,15.0,59.0
394,83.0,435.0,703.0,0.0,5.0,0.0,1920.0,80.0,6.0,15.0,49.0
395,80.0,433.0,692.0,0.0,5.0,0.0,1920.0,80.0,6.0,15.0,45.0
396,78.0,453.0,715.0,0.0,5.0,0.0,1920.0,83.0,6.0,14.0,43.0
397,79.0,456.0,704.0,0.0,5.0,0.0,1920.0,83.0,6.0,13.0,50.0
398,79.0,455.0,696.0,0.0,5.0,0.0,1921.0,83.0,6.0,13.0,48.0
399,80.0,453.0,698.0,0.0,5.0,0.0,1921.0,83.0,6.0,14.0,42.0
400,79.0,472.0,676.0,0.0,5.0,0.0,1922.0,87.0,6.0,16.0,30.0
401,80.0,482.0,697.0,0.0,5.0,0.0,1921.0,87.0,6.0,15.0,12.0
402,86.0,485.0,741.0,0.0,5.0,0.0,1921.0,87.0,6.0,15.0,13.0
403,91.0,487.0,815.0,0.0,5.0,0.0,1920.0,87.0,6.0,15.0,16.0
404,92.0,481.0,726.0,0.0,5.0,0.0,1920.0,100.0,7.0,15.0,19.0
405,97.0,500.0,732.0,0.0,5.0,0.0,1920.0,100.0,8.0,14.0,20.0
406,107.0,519.0,822.0,0.0,5.0,0.0,1920.0,101.0,9.0,14.0,29.0
407,111.0,517.0,927.0,0.0,5.0,0.0,1919.0,101.0,10.0,14.0,44.0
408,114.0,562.0,749.0,0.0,5.0,0.0,1919.0,100.0,11.0,14.0,63.0
409,114.0,628.0,851.0,0.0,5.0,0.0,1920.0,100.0,11.0,15.0,76.0
410,116.0,644.0,953.0,0.0,5.0,0.0,1920.0,100.0,11.0,14.0,86.0
411,114.0,643.0,1063.0,0.0,5.0,0.0,1919.0,100.0,11.0,14.0,87.0
412,113.0,629.0,966.0,0.0,5.0,0.0,1917.0,103.0,11.0,13.0,86.0
413,116.0,631.0,976.0,0.0,5.0,0.0,1919.0,103.0,12.0,13.0,91.0
414,115.0,631.0,941.0,0.0,5.0,0.0,1919.0,103.0,12.0,15.0,104.0
415,116.0,630.0,894.0,0.0006673420640502109,5.0,0.0,1919.0,103.0,12.0,14.0,87.0
416,115.0,633.0,970.0,0.5167443613938125,5.0,0.0,1918.0,102.0,13.0,13.0,72.0
417,114.0,657.0,1041.0,0.29975282037111783,5.0,0.0,1919.0,102.0,13.0,13.0,37.0
418,115.0,668.0,1106.0,0.6261086833238612,5.0,0.0,1919.0,102.0,13.0,14.0,19.0
419,113.0,682.0,1086.0,0.8399402889896154,5.0,0.0,1918.0,102.0,13.0,15.0,19.0
420,107.0,694.0,1046.0,0.8523415145381674,5.0,0.0,1919.0,102.0,13.0,15.0,16.0
421,109.0,712.0,984.0,3.29898278028075,5.0,0.0,1918.0,102.0,12.0,15.0,11.0
422,110.0,706.0,974.0,5.608138870653245,5.0,0.0,1918.0,102.0,12.0,14.0,12.0
423,111.0,702.0,996.0,0.9009605483088283,5.0,0.0,1918.0,102.0,13.0,15.0,14.0
424,111.0,693.0,972.0,1.3206871043557524,5.0,0.0,1919.0,101.0,13.0,15.0,12.0
425,110.0,683.0,980.0,2.4153079078588964,5.0,0.0,1918.0,101.0,13.0,15.0,6.0
426,108.0,647.0,988.0,0.0,5.0,0.0,1919.0,101.0,13.0,15.0,3.0
427,108.0,691.0,990.0,2.124260097494329,5.0,0.0,1920.0,101.0,13.0,15.0,3.0
428,107.0,714.0,937.0,1.2883960713301847,5.0,0.0,1922.0,99.0,14.0,16.0,3.0
429,106.0,725.0,954.0,0.0,5.0,0.0,1921.0,99.0,13.0,14.0,4.0
430,107.0,729.0,969.0,0.0,5.0,0.0,1921.0,99.0,13.0,14.0,2.0
431,106.0,728.0,986.0,0.0,5.0,0.0,1921.0,99.0,12.0,14.0,4.0
432,107.0,711.0,1003.0,1.5738302375375697,5.0,0.0,1923.0,101.0,12.0,14.0,6.0
433,107.0,708.0,1017.0,0.8383142795362927,5.0,0.0,1921.0,101.0,12.0,15.0,5.0
434,107.0,727.0,1023.0,1.6041042596560184,5.0,0.0,1922.0,101.0,12.0,15.0,8.0
435,107.0,727.0,987.0,1.6810687435468137,5.0,0.0,1921.0,101.0,12.0,16.0,9.0
436,107.0,720.0,1035.0,0.0,5.0,0.0,1923.0,99.0,12.0,14.0,10.0
437,107.0,695.0,1043.0,0.5819191663970411,5.0,0.0,1922.0,99.0,12.0,12.0,17.0
438,107.0,728.0,984.0,0.8463738836961634,5.0,0.0,1921.0,99.0,13.0,13.0,20.0
439,107.0,715.0,915.0,0.0,5.0,0.0,1920.0,99.0,13.0,14.0,16.0
440,110.0,712.0,918.0,0.6045604179422064,5.0,0.0,1921.0,99.0,13.0,14.0,15.0
441,112.0,724.0,941.0,0.20474950063956326,5.0,0.0,1921.0,99.0,13.0,15.0,22.0
442,111.0,721.0,947.0,0.23432684078314991,5.0,0.0,1922.0,99.0,13.0,15.0,31.0
443,111.0,726.0,940.0,0.18040673816006403,5.0,0.0,1923.0,99.0,13.0,16.0,55.0
444,110.0,718.0,863.0,0.44432912905750555,5.0,0.0,1922.0,95.0,13.0,16.0,74.0
445,111.0,726.0,831.0,0.502392067327208,5.0,0.0,1923.0,95.0,13.0,15.0,90.0
446,113.0,724.0,881.0,0.0,5.0,0.0,1924.0,95.0,13.0,15.0,79.0
447,116.0,726.0,925.0,0.14417140777431092,5.0,0.0,1923.0,95.0,12.0,13.0,84.0
448,117.0,714.0,792.0,0.4911860639331017,5.0,0.0,1921.0,95.0,13.0,13.0,95.0
449,115.0,709.0,844.0,0.37255755109918137,5.0,0.0,1921.0,95.0,13.0,13.0,95.0
450,116.0,723.0,961.0,0.0,5.0,0.0,1922.0,95.0,14.0,13.0,87.0
451,116.0,724.0,1003.0,0.013084706564980418,5.0,0.0,1922.0,95.0,14.0,14.0,79.0
452,116.0,730.0,979.0,0.0,5.0,0.0,1920.0,97.0,14.0,15.0,95.0
453,116.0,727.0,955.0,0.37339006718422707,5.0,0.0,1924.0,98.0,14.0,15.0,101.0
454,115.0,725.0,916.0,0.007866942065891093,5.0,0.0,1924.0,98.0,14.0,14.0,102.0
455,116.0,723.0,875.0,0.13267196165742912,5.0,0.0,1924.0,98.0,14.0,14.0,106.0
456,116.0,717.0,940.0,0.8941781298817935,5.0,0.0,1924.0,96.0,13.0,14.0,122.0
457,116.0,718.0,959.0,0.0,5.0,0.0,1924.0,96.0,13.0,14.0,135.0
458,116.0,724.0,949.0,1.0632952956476442,5.0,0.0,1923.0,96.0,13.0,14.0,130.0
459,115.0,725.0,915.0,0.0,5.0,0.0,1921.0,96.0,13.0,14.0,133.0
460,117.0,728.0,974.0,1.1503005294583595,5.0,0.0,1922.0,90.0,13.0,13.0,151.0
461,115.0,718.0,958.0,0.0,5.0,0.0,1922.0,90.0,13.0,13.0,183.0
462,114.0,719.0,931.0,0.0,5.0,0.0,1921.0,90.0,13.0,14.0,167.0
463,115.0,719.0,859.0,0.0,5.0,0.0,1921.0,90.0,13.0,15.0,158.0
464,117.0,729.0,917.0,0.0,5.0,0.0,1923.0,91.0,13.0,14.0,162.0
465,116.0,712.0,920.0,0.0,5.0,0.0,1920.0,91.0,13.0,16.0,166.0
466,116.0,706.0,845.0,0.0,5.0,0.0,1921.0,91.0,13.0,14.0,163.0
467,114.0,705.0,811.0,0.0,5.0,0.0,1921.0,91.0,13.0,13.0,146.0
468,111.0,709.0,864.0,0.0,5.0,0.0,1923.0,94.0,13.0,14.0,147.0
469,114.0,722.0,875.0,0.0,5.0,0.0,1921.0,94.0,13.0,14.0,150.0
470,112.0,720.0,809.0,0.0,5.0,0.0,1920.0,94.0,13.0,15.0,141.0
471,107.0,713.0,710.0,0.0,5.0,0.0,1920.0,94.0,13.0,15.0,137.0
472,105.0,712.0,719.0,0.0,5.0,0.0,1921.0,94.0,12.0,15.0,134.0
473,101.0,714.0,724.0,0.0,5.0,0.0,1920.0,94.0,12.0,15.0,136.0
474,94.0,714.0,703.0,0.0,5.0,0.0,1920.0,94.0,12.0,13.0,135.0
475,90.0,710.0,662.0,0.0,5.0,0.0,1920.0,94.0,12.0,14.0,139.0
476,92.0,712.0,746.0,0.0,5.0,0.0,1921.0,97.0,11.0,13.0,145.0
477,92.0,706.0,706.0,0.0,5.0,0.0,1919.0,97.0,11.0,14.0,148.0
478,89.0,691.0,688.0,0.0,5.0,0.0,1921.0,97.0,11.0,13.0,145.0
479,78.0,668.0,679.0,0.0,5.0,0.0,1919.0,97.0,11.0,16.0,145.0
480,70.0,692.0,747.0,0.0,5.0,0.0,1921.0,94.0,11.0,15.0,151.0
481,71.0,695.0,685.0,0.0,5.0,0.0,1920.0,94.0,11.0,17.0,150.0
482,68.0,701.0,649.0,0.0,5.0,0.0,1920.0,94.0,11.0,16.0,131.0
483,71.0,688.0,615.0,0.0,5.0,0.0,1920.0,94.0,11.0,17.0,121.0
484,70.0,673.0,693.0,0.0,5.0,0.0,1922.0,92.0,10.0,16.0,117.0
485,70.0,667.0,654.0,0.0,5.0,0.0,1921.0,92.0,9.0,15.0,106.0
486,68.0,658.0,651.0,0.0,5.0,0.0,1921.0,92.0,7.0,15.0,105.0
487,69.0,642.0,631.0,0.0,5.0,0.0,1920.0,83.0,7.0,16.0,103.0
488,65.0,635.0,637.0,0.0,5.0,0.0,1922.0,82.0,6.0,15.0,99.0
489,56.0,624.0,629.0,0.0,5.0,0.0,1920.0,82.0,6.0,15.0,90.0
490,51.0,604.0,620.0,0.0,5.0,0.0,1920.0,82.0,6.0,15.0,82.0
491,49.0,579.0,628.0,0.0,5.0,0.0,1920.0,82.0,6.0,15.0,73.0
492,46.0,579.0,646.0,0.0,5.0,0.0,1921.0,82.0,6.0,15.0,61.0
493,45.0,578.0,639.0,0.0,5.0,0.0,1921.0,82.0,6.0,15.0,55.0
494,45.0,573.0,637.0,0.0,5.0,0.0,1920.0,82.0,6.0,15.0,52.0
495,45.0,570.0,634.0,0.0,5.0,0.0,1921.0,82.0,6.0,15.0,44.0
496,44.0,574.0,598.0,0.0,5.0,0.0,1921.0,81.0,5.0,14.0,37.0
497,45.0,579.0,617.0,0.0,5.0,0.0,1920.0,81.0,5.0,13.0,33.0
498,42.0,578.0,641.0,0.0,5.0,0.0,1920.0,81.0,5.0,16.0,29.0
499,45.0,582.0,660.0,0.0,5.0,0.0,1921.0,81.0,5.0,16.0,28.0
500,46.0,582.0,639.0,0.0,5.0,0.0,1924.0,91.0,6.0,17.0,29.0
501,47.0,581.0,651.0,0.0,5.0,0.0,1922.0,91.0,6.0,17.0,28.0
502,45.0,580.0,685.0,0.0,5.0,0.0,1922.0,91.0,6.0,17.0,21.0
503,45.0,584.0,710.0,0.0,5.0,0.0,1922.0,91.0,7.0,17.0,21.0
504,43.0,543.0,606.0,0.0,5.0,0.0,1921.0,91.0,9.0,17.0,22.0
505,48.0,542.0,661.0,0.0,5.0,0.0,1923.0,91.0,9.0,17.0,20.0
506,58.0,574.0,693.0,0.0,5.0,0.0,1923.0,91.0,11.0,17.0,19.0
507,63.0,580.0,746.0,0.0,5.0,0.0,1923.0,91.0,11.0,17.0,24.0
508,64.0,566.0,707.0,0.0,5.0,0.0,1921.0,96.0,10.0,17.0,23.0
509,65.0,569.0,709.0,0.0,5.0,0.0,1921.0,96.0,11.0,16.0,20.0
510,65.0,583.0,768.0,0.0,5.0,0.0,1922.0,96.0,11.0,16.0,26.0
511,66.0,585.0,816.0,0.032322868532399844,5.0,0.0,1923.0,96.0,12.0,16.0,30.0
512,66.0,564.0,730.0,0.0,5.0,0.0,1922.0,93.0,12.0,16.0,32.0
513,66.0,581.0,723.0,0.7133835270571927,5.0,0.0,1923.0,93.0,12.0,15.0,27.0
514,64.0,585.0,784.0,0.0,5.0,0.0,1922.0,93.0,12.0,16.0,24.0
515,64.0,583.0,887.0,0.9443507288343034,5.0,0.0,1923.0,93.0,13.0,16.0,28.0
516,63.0,579.0,755.0,0.0,5.0,0.0,1924.0,95.0,13.0,16.0,28.0
517,60.0,585.0,724.0,4.306885003764218,5.0,0.0,1924.0,95.0,13.0,15.0,21.0
518,59.0,586.0,741.0,2.7932624880426142,5.0,0.0,1924.0,95.0,12.0,17.0,17.0
519,59.0,584.0,782.0,2.290450834632338,5.0,0.0,1924.0,95.0,12.0,17.0,11.0
520,59.0,576.0,738.0,0.4930128566197918,5.0,0.0,1923.0,97.0,12.0,16.0,9.0
521,59.0,581.0,736.0,2.6876376794924943,5.0,0.0,1923.0,97.0,13.0,16.0,6.0
522,59.0,553.0,754.0,1.2099576174273377,5.0,0.0,1924.0,97.0,13.0,17.0,6.0
523,59.0,572.0,735.0,1.9549898170595719,5.0,0.0,1924.0,97.0,13.0,16.0,4.0
524,58.0,584.0,723.0,0.7015504060780129,5.0,0.0,1925.0,96.0,13.0,17.0,2.0
525,57.0,580.0,742.0,0.44783356825183573,5.0,0.0,1925.0,96.0,13.0,16.0,4.0
526,58.0,585.0,739.0,2.3130151082071824,5.0,0.0,1924.0,96.0,13.0,16.0,5.0
527,58.0,580.0,719.0,0.0,5.0,0.0,1923.0,96.0,13.0,16.0,4.0
528,57.0,585.0,790.0,0.4443815402454354,5.0,0.0,1923.0,92.0,12.0,17.0,7.0
529,58.0,583.0,744.0,0.0,5.0,0.0,1922.0,92.0,12.0,17.0,7.0
530,62.0,582.0,753.0,0.0,5.0,0.0,1923.0,92.0,12.0,17.0,9.0
531,63.0,583.0,721.0,1.0561884884929937,5.0,0.0,1922.0,92.0,12.0,16.0,21.0
532,61.0,582.0,731.0,0.7243113809994114,5.0,0.0,1923.0,92.0,12.0,17.0,28.0
533,61.0,583.0,760.0,0.2907799684948519,5.0,0.0,1922.0,92.0,12.0,17.0,34.0
534,62.0,581.0,704.0,1.758772743087571,5.0,0.0,1922.0,92.0,12.0,17.0,39.0
535,63.0,579.0,706.0,0.49502415502907016,5.0,0.0,1921.0,92.0,12.0,16.0,44.0
536,63.0,582.0,732.0,0.0,5.0,0.0,1922.0,90.0,13.0,16.0,43.0
537,61.0,580.0,711.0,0.18982927698723084,5.0,0.0,1921.0,90.0,13.0,16.0,45.0
538,64.0,581.0,703.0,0.2565040840956273,5.0,0.0,1921.0,90.0,13.0,16.0,50.0
539,66.0,579.0,707.0,0.2840798137313678,5.0,0.0,1922.0,90.0,13.0,16.0,50.0
540,67.0,581.0,712.0,0.4451173828790686,5.0,0.0,1921.0,90.0,13.0,16.0,55.0
541,65.0,581.0,707.0,0.5070595231524399,5.0,0.0,1919.0,90.0,13.0,17.0,63.0
542,64.0,582.0,713.0,0.5546994551059461,5.0,0.0,1921.0,90.0,13.0,16.0,69.0
