,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
0,340.0000000001527,364.0000000001527,270.0000000001527,377.0000000001527,262.0000000001527,46.00000000015266,41.00000000015266,1.5306680881723246e-10,1502.0000000001528
1,218.0000000001942,380.00000000019423,270.00000000019423,369.00000000019423,279.00000000019423,79.00000000019419,152.0000000001942,1.9492981368988278e-10,1603.0000000001942
2,221.00000000010215,381.00000000010215,271.00000000010215,339.00000000010215,248.00000000010215,79.00000000010215,153.00000000010215,1.0226104698375966e-10,1559.000000000102
3,216.00000000004619,381.0000000000462,270.0000000000462,602.0000000000462,179.00000000004619,119.0000000000462,153.00000000004619,4.618120261912266e-11,1543.0000000000462
4,215.00000000003877,381.00000000003877,270.00000000003877,273.00000000003877,172.00000000003877,67.00000000003877,153.00000000003877,3.8745854072715786e-11,1797.0000000000387
5,212.00000000003206,380.00000000003206,270.00000000003206,48.00000000003206,168.00000000003206,67.00000000003206,153.00000000003206,3.2041353761574255e-11,2014.000000000032
6,213.00000000002063,380.00000000002063,270.00000000002063,2.062548740643095e-11,158.00000000002063,67.00000000002063,153.00000000002063,2.062548740643095e-11,2454.0000000000205
7,215.00000000001688,381.0000000000169,270.0000000000169,1.6860466773782205e-11,160.00000000001688,70.00000000001687,154.00000000001688,1.6860466773782205e-11,2869.000000000017
8,212.00000000001432,380.0000000000143,271.0000000000143,1.4311581527040972e-11,158.00000000001432,70.00000000001432,155.00000000001432,1.4311581527040972e-11,3116.000000000014
9,213.00000000001518,379.0000000000152,270.0000000000152,1.5160250101128806e-11,189.00000000001518,73.00000000001516,155.00000000001518,41.00000000001517,3058.000000000015
10,215.000000000017,378.000000000017,270.000000000017,1.69886381469685e-11,204.000000000017,127.000000000017,157.000000000017,147.000000000017,3120.000000000017
11,214.00000000001654,377.00000000001654,270.00000000001654,1.6516816748800734e-11,217.00000000001654,113.00000000001653,156.00000000001654,229.00000000001654,3305.0000000000164
12,217.0000000000221,374.0000000000221,271.0000000000221,2.2082784360823312e-11,218.0000000000221,113.0000000000221,149.00000000002208,259.0000000000221,3336.0000000000223
13,217.0000000000262,373.0000000000262,270.0000000000262,2.618661058010087e-11,240.0000000000262,66.0000000000262,152.0000000000262,256.0000000000262,3362.0000000000264
14,216.0000000000249,371.0000000000249,271.0000000000249,2.4885663959970386e-11,200.0000000000249,61.000000000024905,149.0000000000249,223.0000000000249,3323.000000000025
15,222.00000000002495,371.00000000002495,270.00000000002495,2.4923419678687675e-11,199.00000000002495,66.00000000002494,154.00000000002495,202.00000000002495,3264.000000000025
16,219.0000000000257,371.0000000000257,270.0000000000257,2.5686353987612395e-11,197.0000000000257,66.00000000002571,151.0000000000257,138.0000000000257,3015.000000000026
17,216.00000000002908,373.00000000002905,270.00000000002905,74.00000000002908,197.00000000002908,66.00000000002908,144.00000000002908,55.000000000029075,2839.000000000029
18,215.0000000000353,374.0000000000353,270.0000000000353,119.00000000003529,223.0000000000353,102.00000000003529,149.0000000000353,1.0000000000352696,2678.0000000000355
19,219.0000000000971,376.0000000000971,270.0000000000971,351.0000000000971,219.0000000000971,113.00000000009709,151.0000000000971,9.718288908781678e-11,2696.0000000000973
20,218.000000000104,379.000000000104,270.000000000104,424.000000000104,215.000000000104,117.000000000104,153.000000000104,1.0411583834907563e-10,2617.000000000104
21,218.0000000004059,379.0000000004059,270.0000000004059,328.0000000004059,220.0000000004059,81.00000000040585,153.0000000004059,4.0954619793659975e-10,2589.000000000406
22,215.00000000039051,379.0000000003905,270.0000000003905,412.0000000003905,207.00000000039051,46.00000000039042,150.0000000003905,3.9384258759648664e-10,2613.0000000003906
23,216.00000000008865,383.0000000000887,270.0000000000887,338.0000000000887,136.00000000008865,46.00000000008864,152.00000000008865,8.871405177276556e-11,2730.0000000000887
24,214.0000000000332,386.0000000000332,270.0000000000332,107.00000000003321,241.0000000000332,46.000000000033204,153.0000000000332,3.318630039323233e-11,2778.000000000033
25,213.0000000000271,387.0000000000271,270.0000000000271,165.0000000000271,274.0000000000271,75.0000000000271,151.0000000000271,2.707622810479964e-11,2856.0000000000273
26,211.00000000002834,388.00000000002836,270.00000000002836,2.8328659658138734e-11,165.00000000002834,69.00000000002835,150.00000000002834,2.8328659658138734e-11,2825.000000000028
27,208.0000000000248,388.00000000002484,270.00000000002484,2.4800734496045613e-11,132.0000000000248,66.00000000002481,146.0000000000248,2.4800734496045613e-11,2718.000000000025
28,209.00000000002325,386.00000000002325,289.00000000002325,2.321968096919462e-11,132.00000000002325,39.000000000023235,148.00000000002325,2.321968096919462e-11,2554.000000000023
29,205.0000000000272,387.0000000000272,340.0000000000272,2.718788772358101e-11,123.0000000000272,39.00000000002721,149.0000000000272,2.718788772358101e-11,2395.0000000000273
30,202.00000000003362,389.0000000000336,445.0000000000336,74.00000000003361,170.00000000003362,40.00000000003361,148.00000000003362,3.359333504511774e-11,2260.0000000000337
31,202.00000000014825,400.00000000014825,846.0000000001482,28.000000000148223,383.00000000014825,85.00000000014825,150.00000000014825,1.4860848580867631e-10,2414.0000000001482
32,201.0000000001917,582.0000000001917,1330.0000000001917,991.0000000001918,448.00000000019173,109.0000000001917,151.0000000001917,1.9240496125070582e-10,2588.000000000192
33,203.00000000056053,736.0000000005606,1257.0000000005607,1205.0000000005607,445.0000000005606,169.0000000005605,149.0000000005605,42.00000000056046,2724.0000000005607
34,204.00000000210184,861.000000002101,1082.000000002101,1400.000000002101,420.0000000021013,251.00000000210167,148.00000000210218,145.0000000021022,2945.000000002101
