,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,5060.495447557383,7119.423814513475,0.0058847195221821014,2547.8510583638586,1811.6875473706864,198.00442510733583,0.0058847195221821014,0.0058847195221821014,25.941756230830215,508.51136447986045,1841.3352687770996,47.383411890825556,0.0058847195221821014,6198.226756528492,348.36072652557453,152.47399580462974,0.0058847195221821014,390.4499024507505,3089.1866858291723,30346.825265648637
1,4975.398923731205,7111.44226479356,0.0044264652586210465,2512.7618134597333,1680.4828876094784,196.06068799073657,0.0044264652586210465,0.0044264652586210465,25.06235159427564,974.5599843788984,1701.6292467669034,48.81937237607409,0.0044264652586210465,4964.434144908837,342.7798712805243,150.37410956420123,0.0044264652586210465,367.581156712072,3132.0107507611147,31438.10941303021
2,4893.790812720269,6946.067066903276,0.0026651457573530287,2462.166846721042,1728.1110579562346,192.75381026704588,0.0026651457573530287,0.0026651457573530287,24.89629773131647,646.277089549359,1666.5119707871597,50.049258325355716,0.0026651457573530287,4713.356819887521,334.4317107559179,146.81115775344426,0.0026651457573530287,317.7486246476268,3178.512897924741,31592.88849470291
3,4815.610504443313,6790.9091330731335,0.0009350361059893537,2437.0764122786886,1695.2039074023892,188.74851484745292,0.0009350361059893537,0.0009350361059893537,23.972070737161804,55.51426907374553,1628.3344469288452,45.42076560603953,0.0009350361059893537,4934.461507775537,325.010811661468,144.33709958955134,0.0009350361059893537,306.59016783290673,3166.079700233664,31937.358997339365
4,4827.4051153812425,6781.258551853231,0.0010657421659692253,2436.1896850474914,1695.3778040522927,189.2455998870872,0.0010657421659692253,0.0010657421659692253,23.245120414416693,48.511555646180945,1624.8844497556827,46.742905179957575,0.0010657421659692253,4746.552522639611,325.43168578627336,144.5240095268718,0.0010657421659692253,335.7909242312949,3246.231598577712,31865.01745688745
5,4768.7500000006585,6727.5000000006585,6.553761688577409e-10,2392.750000000659,1682.0000000006587,187.50000000065847,6.553761688577409e-10,6.553761688577409e-10,23.000000000656748,51.250000000657785,1600.7500000006587,47.50000000065772,6.553761688577409e-10,4830.7500000006585,322.5000000006586,143.0000000006584,6.553761688577409e-10,356.5000000006586,3281.500000000659,32063.00000000066
6,4781.000000000375,6666.250000000375,3.6633340607998447e-10,2303.7500000003743,1689.0000000003743,187.75000000037426,3.6633340607998447e-10,3.6633340607998447e-10,23.500000000373923,459.2500000003743,1594.5000000003743,43.500000000374094,3.6633340607998447e-10,4762.500000000375,322.00000000037426,143.00000000037423,3.6633340607998447e-10,351.25000000037426,3291.0000000003743,31447.250000000375
7,4793.750000000419,6579.500000000419,4.114369292067662e-10,2267.2500000004193,1678.7500000004193,187.75000000041928,4.114369292067662e-10,4.114369292067662e-10,24.00000000041882,456.75000000041933,1579.5000000004193,43.50000000041905,4.114369292067662e-10,4639.000000000419,322.0000000004193,143.00000000041925,4.114369292067662e-10,353.25000000041933,3281.7500000004193,30918.00000000042
8,4810.000000000707,6506.500000000707,7.046383757471514e-10,2250.750000000706,1508.0000000007065,187.75000000070614,7.046383757471514e-10,7.046383757471514e-10,23.750000000704116,457.75000000070634,1570.2500000007065,43.00000000070509,7.046383757471514e-10,4616.250000000707,322.0000000007063,143.00000000070602,173.5000000007061,351.7500000007063,3284.750000000706,30311.000000000706
9,4848.750000002644,6537.250000002644,3.0447172570372343e-09,2415.750000002643,1516.0000000026423,187.75000000263017,3.0447172570372343e-09,3.0447172570372343e-09,23.000000002590657,461.7500000026379,1566.5000000026423,44.00000000260496,3.0447172570372343e-09,4657.250000002644,322.0000000026354,143.00000000262673,1565.0000000026423,344.0000000026359,3277.2500000026434,30811.500000002645
10,4886.564546968204,6596.83703533115,0.0004123030630170327,2503.027591587875,1550.1148709324,188.2730612495713,0.0004123030630170327,0.0004123030630170327,23.094828849284134,526.9135407449041,1585.0081449500794,44.93450395389062,0.0004123030630170327,4877.025378531716,323.3276038503814,143.58958804707038,4053.3934932654856,345.4183097033015,3208.6750251396506,31869.357623315827
11,4945.3908374944585,6705.7913489390885,0.0016837848191408244,2548.449837868261,1590.334382614137,190.14867618279757,0.0016837848191408244,0.0016837848191408244,23.3872703333109,471.3043390936658,1609.145882664231,48.29979742668039,0.0016837848191408244,4907.513627934133,327.42178465645844,145.40781119878952,6101.027043274572,354.87640635119055,3307.5192858355776,32843.353830704495
12,5013.495149842458,6572.249994636407,0.0033657062625625663,2604.815788382843,1648.166180387618,193.81069854074397,0.0033657062625625663,0.0033657062625625663,23.774112354666304,933.1339099060436,1728.016188186247,59.95210941553407,0.0033657062625625663,5311.446797065174,332.83757296036345,147.81295942049812,6624.966504639385,359.7126564912936,3398.6644096041646,32658.911603904366
13,5083.816994656009,6652.563121189559,0.004810164051455403,2659.819931592394,1709.7157968319711,196.78108251683602,0.004810164051455403,0.004810164051455403,24.106337672070723,328.8418888928021,1770.767717239908,55.81141221868171,0.004810164051455403,6600.682090113286,337.48872740551417,149.87853422060996,5958.457811487308,369.4558273616012,3443.5379313354783,30699.683050451287
14,5008.76748949053,6559.854721616228,0.003045157838772805,2624.302546697729,1682.4698078417996,193.4672830640995,0.003045157838772805,0.003045157838772805,23.700386207956374,433.56249986216466,1735.5380639151917,55.644385009416,0.003045157838772805,7507.354944130481,331.80540690590317,147.3545751168316,4150.916553935212,360.91566387820075,3379.881163509666,26356.890365927076
