,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Fossil Oil,Fossil Peat,Fossil Peat,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Other,Other,Wind Onshore,Wind Onshore
2020-12-06 18:00:00+00:00,1362.0,2.0,371.0,0.0,741.0,2.0,303.0,0.0,164.0,0.0,196.0,0.0,50.0,1.0,111.0,
2020-12-06 18:30:00+00:00,1275.0,2.0,255.0,0.0,637.0,2.0,303.0,0.0,106.0,0.0,188.0,0.0,50.0,1.0,144.0,
2020-12-06 19:00:00+00:00,1167.0,2.0,225.0,0.0,559.0,2.0,309.0,0.0,109.0,0.0,191.0,0.0,50.0,1.0,155.0,
2020-12-06 19:30:00+00:00,1211.0,2.0,201.0,0.0,495.0,2.0,306.0,0.0,22.0,0.0,189.0,0.0,0.0,1.0,153.0,
2020-12-06 20:00:00+00:00,1074.0,2.0,179.0,0.0,498.0,1.0,275.0,0.0,15.0,0.0,162.0,0.0,0.0,1.0,194.0,
2020-12-06 20:30:00+00:00,1037.0,2.0,169.0,0.0,496.0,0.0,228.0,0.0,14.0,0.0,153.0,0.0,0.0,1.0,245.0,
2020-12-06 21:00:00+00:00,1068.0,2.0,166.0,0.0,510.0,0.0,186.0,0.0,17.0,0.0,154.0,0.0,0.0,1.0,301.0,
2020-12-06 21:30:00+00:00,1062.0,2.0,158.0,0.0,507.0,0.0,184.0,0.0,10.0,0.0,154.0,0.0,0.0,1.0,363.0,
2020-12-06 22:00:00+00:00,1072.0,1.0,173.0,0.0,510.0,0.0,184.0,0.0,13.0,0.0,155.0,0.0,0.0,1.0,407.0,
2020-12-06 22:30:00+00:00,939.0,2.0,170.0,0.0,497.0,0.0,184.0,0.0,10.0,0.0,145.0,0.0,0.0,1.0,443.0,
2020-12-06 23:00:00+00:00,769.0,1.0,173.0,0.0,495.0,1.0,184.0,0.0,8.0,0.0,146.0,0.0,0.0,1.0,482.0,
2020-12-06 23:30:00+00:00,660.0,2.0,171.0,0.0,451.0,1.0,184.0,0.0,9.0,0.0,144.0,0.0,0.0,1.0,534.0,
2020-12-07 00:00:00+00:00,712.0,2.0,198.0,0.0,512.0,1.0,184.0,0.0,0.0,78.0,147.0,0.0,0.0,1.0,498.0,
2020-12-07 00:30:00+00:00,816.0,2.0,196.0,0.0,509.0,1.0,184.0,0.0,0.0,152.0,146.0,0.0,0.0,1.0,503.0,
2020-12-07 01:00:00+00:00,785.0,2.0,193.0,0.0,506.0,1.0,185.0,0.0,0.0,152.0,147.0,0.0,0.0,1.0,505.0,
2020-12-07 01:30:00+00:00,935.0,2.0,196.0,0.0,510.0,1.0,184.0,0.0,0.0,298.0,148.0,0.0,0.0,1.0,515.0,
2020-12-07 02:00:00+00:00,882.0,2.0,198.0,0.0,517.0,1.0,185.0,0.0,0.0,296.0,149.0,0.0,0.0,1.0,481.0,
2020-12-07 02:30:00+00:00,816.0,2.0,238.0,0.0,517.0,1.0,184.0,0.0,0.0,294.0,149.0,0.0,0.0,1.0,463.0,
2020-12-07 03:00:00+00:00,754.0,2.0,190.0,0.0,505.0,1.0,185.0,0.0,0.0,293.0,147.0,0.0,0.0,1.0,476.0,
2020-12-07 03:30:00+00:00,591.0,2.0,205.0,0.0,511.0,1.0,185.0,0.0,0.0,289.0,147.0,0.0,0.0,1.0,442.0,
2020-12-07 04:00:00+00:00,570.0,2.0,203.0,0.0,512.0,1.0,185.0,0.0,0.0,288.0,148.0,0.0,0.0,1.0,474.0,
2020-12-07 04:30:00+00:00,549.0,2.0,201.0,0.0,471.0,0.0,185.0,0.0,0.0,287.0,147.0,0.0,0.0,1.0,441.0,
2020-12-07 05:00:00+00:00,604.0,2.0,257.0,0.0,511.0,0.0,185.0,0.0,0.0,283.0,149.0,0.0,0.0,1.0,398.0,
2020-12-07 05:30:00+00:00,747.0,2.0,273.0,0.0,498.0,0.0,185.0,0.0,0.0,142.0,146.0,0.0,0.0,1.0,359.0,
2020-12-07 06:00:00+00:00,973.0,2.0,292.0,0.0,510.0,1.0,185.0,0.0,0.0,71.0,147.0,0.0,0.0,1.0,337.0,
2020-12-07 06:30:00+00:00,1047.0,2.0,337.0,0.0,507.0,1.0,185.0,0.0,5.0,0.0,144.0,0.0,0.0,1.0,344.0,
2020-12-07 07:00:00+00:00,1040.0,2.0,339.0,0.0,582.0,1.0,184.0,0.0,6.0,0.0,147.0,0.0,0.0,1.0,338.0,
2020-12-07 07:30:00+00:00,1119.0,2.0,357.0,0.0,592.0,0.0,208.0,0.0,5.0,0.0,147.0,0.0,0.0,1.0,334.0,
2020-12-07 08:00:00+00:00,1271.0,1.0,356.0,0.0,649.0,0.0,220.0,0.0,14.0,0.0,154.0,0.0,0.0,1.0,335.0,
2020-12-07 08:30:00+00:00,1297.0,2.0,359.0,0.0,666.0,0.0,224.0,0.0,15.0,0.0,152.0,0.0,0.0,1.0,334.0,
2020-12-07 09:00:00+00:00,1282.0,2.0,362.0,0.0,668.0,0.0,254.0,0.0,15.0,0.0,153.0,0.0,0.0,1.0,324.0,
2020-12-07 09:30:00+00:00,1348.0,2.0,321.0,0.0,622.0,0.0,257.0,0.0,15.0,0.0,173.0,0.0,0.0,1.0,308.0,
2020-12-07 10:00:00+00:00,1311.0,2.0,353.0,0.0,662.0,0.0,279.0,0.0,20.0,0.0,169.0,0.0,0.0,1.0,277.0,
2020-12-07 10:30:00+00:00,1340.0,2.0,358.0,0.0,672.0,0.0,283.0,0.0,20.0,0.0,179.0,0.0,0.0,1.0,252.0,
2020-12-07 11:00:00+00:00,1382.0,2.0,363.0,0.0,689.0,1.0,287.0,0.0,28.0,0.0,188.0,0.0,0.0,1.0,201.0,
2020-12-07 11:30:00+00:00,1370.0,2.0,362.0,0.0,684.0,2.0,286.0,0.0,25.0,0.0,192.0,0.0,0.0,1.0,166.0,
2020-12-07 12:00:00+00:00,1343.0,2.0,365.0,0.0,674.0,2.0,282.0,0.0,20.0,0.0,190.0,0.0,0.0,1.0,152.0,
2020-12-07 12:30:00+00:00,1302.0,2.0,365.0,0.0,672.0,2.0,281.0,0.0,21.0,0.0,174.0,0.0,0.0,1.0,131.0,
2020-12-07 13:00:00+00:00,1335.0,2.0,370.0,0.0,684.0,2.0,285.0,0.0,24.0,0.0,175.0,0.0,0.0,1.0,117.0,
2020-12-07 13:30:00+00:00,1295.0,2.0,364.0,0.0,677.0,1.0,278.0,0.0,20.0,0.0,168.0,0.0,0.0,1.0,128.0,
2020-12-07 14:00:00+00:00,1298.0,2.0,349.0,0.0,635.0,1.0,279.0,0.0,20.0,0.0,171.0,0.0,0.0,1.0,126.0,
2020-12-07 14:30:00+00:00,1299.0,2.0,344.0,0.0,637.0,1.0,279.0,0.0,20.0,0.0,154.0,0.0,0.0,1.0,131.0,
2020-12-07 15:00:00+00:00,1289.0,2.0,301.0,0.0,599.0,1.0,278.0,0.0,20.0,0.0,153.0,0.0,0.0,1.0,140.0,
2020-12-07 15:30:00+00:00,1310.0,2.0,292.0,0.0,606.0,1.0,281.0,0.0,20.0,0.0,155.0,0.0,0.0,1.0,155.0,
2020-12-07 16:00:00+00:00,1351.0,2.0,324.0,0.0,613.0,1.0,284.0,0.0,23.0,0.0,165.0,0.0,60.0,1.0,202.0,
2020-12-07 16:30:00+00:00,1453.0,2.0,366.0,0.0,713.0,1.0,287.0,0.0,188.0,0.0,201.0,0.0,99.0,1.0,232.0,
2020-12-07 17:00:00+00:00,1433.0,2.0,364.0,0.0,797.0,1.0,287.0,0.0,176.0,0.0,197.0,0.0,116.0,0.0,255.0,
2020-12-07 17:30:00+00:00,1383.0,2.0,362.0,0.0,840.0,1.0,287.0,0.0,174.0,0.0,196.0,0.0,115.0,0.0,283.0,
2020-12-07 18:00:00+00:00,1337.0,2.0,350.0,0.0,775.0,1.0,286.0,0.0,175.0,0.0,197.0,0.0,58.0,1.0,317.0,
2020-12-07 18:30:00+00:00,1331.0,2.0,295.0,0.0,697.0,1.0,287.0,0.0,100.0,0.0,199.0,0.0,25.0,1.0,364.0,
2020-12-07 19:00:00+00:00,1336.0,2.0,290.0,0.0,684.0,1.0,287.0,0.0,20.0,0.0,179.0,0.0,0.0,1.0,416.0,
2020-12-07 19:30:00+00:00,1348.0,2.0,295.0,0.0,593.0,1.0,289.0,0.0,19.0,0.0,180.0,0.0,0.0,1.0,421.0,
2020-12-07 20:00:00+00:00,1364.0,2.0,293.0,0.0,534.0,1.0,291.0,0.0,25.0,0.0,172.0,0.0,0.0,1.0,448.0,
2020-12-07 20:30:00+00:00,1284.0,2.0,228.0,0.0,503.0,1.0,286.0,0.0,19.0,0.0,159.0,0.0,0.0,1.0,462.0,
2020-12-07 21:00:00+00:00,1317.0,2.0,198.0,13.0,487.0,1.0,290.0,0.0,19.0,0.0,159.0,0.0,0.0,1.0,483.0,
2020-12-07 21:30:00+00:00,1290.0,2.0,192.0,13.0,457.0,2.0,283.0,0.0,19.0,0.0,158.0,0.0,0.0,1.0,510.0,
2020-12-07 22:00:00+00:00,977.0,2.0,152.0,9.0,470.0,1.0,235.0,0.0,20.0,0.0,156.0,0.0,0.0,1.0,558.0,
2020-12-07 22:30:00+00:00,774.0,2.0,111.0,9.0,482.0,1.0,217.0,0.0,25.0,0.0,148.0,0.0,0.0,1.0,588.0,
2020-12-07 23:00:00+00:00,621.0,2.0,80.0,8.0,443.0,1.0,208.0,0.0,27.0,0.0,147.0,0.0,0.0,1.0,650.0,
2020-12-07 23:30:00+00:00,647.0,2.0,75.0,8.0,458.0,1.0,207.0,0.0,0.0,81.0,133.0,0.0,0.0,1.0,685.0,
2020-12-08 00:00:00+00:00,664.0,2.0,75.0,9.0,463.0,1.0,208.0,0.0,0.0,225.0,135.0,0.0,0.0,1.0,769.0,
2020-12-08 00:30:00+00:00,662.0,2.0,74.0,8.0,464.0,1.0,186.0,0.0,0.0,224.0,134.0,0.0,0.0,1.0,761.0,
2020-12-08 01:00:00+00:00,563.0,2.0,75.0,8.0,456.0,1.0,184.0,0.0,0.0,223.0,133.0,0.0,0.0,1.0,901.0,
2020-12-08 01:30:00+00:00,547.0,2.0,75.0,8.0,433.0,1.0,186.0,0.0,0.0,222.0,135.0,0.0,0.0,1.0,1013.0,
2020-12-08 02:00:00+00:00,539.0,2.0,75.0,8.0,351.0,1.0,185.0,0.0,0.0,221.0,134.0,0.0,0.0,1.0,1086.0,
2020-12-08 02:30:00+00:00,549.0,2.0,75.0,8.0,311.0,1.0,185.0,0.0,0.0,219.0,135.0,0.0,0.0,1.0,1079.0,
2020-12-08 04:00:00+00:00,485.0,2.0,80.0,8.0,213.0,1.0,143.0,0.0,0.0,215.0,136.0,0.0,0.0,1.0,1397.0,
2020-12-08 04:30:00+00:00,504.0,2.0,76.0,8.0,200.0,1.0,167.0,0.0,0.0,216.0,132.0,0.0,0.0,1.0,1481.0,
2020-12-08 05:00:00+00:00,477.0,2.0,96.0,8.0,221.0,1.0,143.0,0.0,0.0,212.0,137.0,0.0,0.0,1.0,1594.0,
2020-12-08 05:30:00+00:00,557.0,2.0,101.0,8.0,205.0,1.0,142.0,0.0,0.0,212.0,135.0,0.0,0.0,1.0,1580.0,
2020-12-08 06:00:00+00:00,603.0,2.0,101.0,8.0,248.0,1.0,187.0,0.0,0.0,141.0,136.0,0.0,0.0,1.0,1533.0,
2020-12-08 06:30:00+00:00,685.0,2.0,130.0,9.0,340.0,1.0,209.0,0.0,5.0,0.0,132.0,0.0,0.0,1.0,1512.0,
2020-12-08 07:00:00+00:00,827.0,2.0,130.0,9.0,466.0,1.0,209.0,0.0,5.0,0.0,135.0,0.0,0.0,1.0,1612.0,
2020-12-08 07:30:00+00:00,1056.0,2.0,169.0,9.0,465.0,3.0,209.0,0.0,5.0,0.0,135.0,0.0,0.0,1.0,1619.0,
2020-12-08 08:00:00+00:00,1093.0,2.0,196.0,9.0,470.0,4.0,209.0,0.0,5.0,0.0,135.0,0.0,0.0,1.0,1662.0,
2020-12-08 08:30:00+00:00,1245.0,2.0,189.0,9.0,454.0,5.0,230.0,0.0,5.0,0.0,133.0,0.0,0.0,1.0,1657.0,
2020-12-08 09:00:00+00:00,1130.0,2.0,165.0,9.0,459.0,5.0,255.0,0.0,5.0,0.0,134.0,0.0,0.0,1.0,1821.0,
2020-12-08 09:30:00+00:00,1166.0,2.0,140.0,9.0,470.0,5.0,257.0,0.0,6.0,0.0,155.0,0.0,0.0,1.0,1795.0,
2020-12-08 10:00:00+00:00,1315.0,2.0,137.0,8.0,467.0,5.0,258.0,0.0,5.0,0.0,155.0,0.0,0.0,1.0,1660.0,
2020-12-08 10:30:00+00:00,1310.0,2.0,139.0,8.0,469.0,5.0,258.0,0.0,5.0,0.0,154.0,0.0,0.0,1.0,1697.0,
2020-12-08 11:00:00+00:00,1352.0,2.0,153.0,8.0,464.0,5.0,258.0,0.0,19.0,0.0,154.0,0.0,0.0,1.0,1678.0,
2020-12-08 11:30:00+00:00,1307.0,2.0,193.0,8.0,466.0,4.0,238.0,0.0,20.0,0.0,154.0,0.0,0.0,1.0,1737.0,
2020-12-08 12:00:00+00:00,1273.0,2.0,187.0,10.0,453.0,4.0,223.0,0.0,20.0,0.0,151.0,0.0,0.0,1.0,1809.0,
2020-12-08 12:30:00+00:00,1304.0,2.0,143.0,9.0,475.0,5.0,223.0,0.0,24.0,0.0,140.0,0.0,0.0,1.0,1861.0,
2020-12-08 13:00:00+00:00,1249.0,2.0,151.0,9.0,455.0,5.0,223.0,0.0,20.0,0.0,133.0,0.0,0.0,1.0,1786.0,
2020-12-08 13:30:00+00:00,1270.0,2.0,172.0,8.0,463.0,4.0,223.0,0.0,20.0,0.0,135.0,0.0,0.0,1.0,1836.0,
2020-12-08 14:00:00+00:00,1204.0,2.0,142.0,5.0,473.0,5.0,223.0,0.0,24.0,0.0,136.0,0.0,0.0,1.0,1899.0,
2020-12-08 14:30:00+00:00,1177.0,2.0,144.0,5.0,508.0,1.0,223.0,0.0,25.0,0.0,135.0,0.0,0.0,1.0,1834.0,
2020-12-08 15:00:00+00:00,1071.0,2.0,140.0,4.0,498.0,1.0,222.0,0.0,20.0,0.0,135.0,0.0,0.0,1.0,1762.0,
2020-12-08 15:30:00+00:00,1102.0,2.0,140.0,4.0,536.0,1.0,223.0,0.0,20.0,0.0,134.0,0.0,0.0,1.0,1835.0,
2020-12-08 16:00:00+00:00,1111.0,2.0,141.0,4.0,593.0,1.0,253.0,0.0,20.0,0.0,137.0,0.0,0.0,1.0,1881.0,
2020-12-08 16:30:00+00:00,1256.0,2.0,142.0,4.0,590.0,1.0,272.0,0.0,143.0,0.0,154.0,0.0,24.0,1.0,1873.0,
2020-12-08 17:00:00+00:00,1297.0,2.0,168.0,4.0,583.0,1.0,270.0,0.0,182.0,0.0,153.0,0.0,57.0,1.0,2028.0,
2020-12-08 17:30:00+00:00,1314.0,2.0,139.0,4.0,541.0,1.0,271.0,0.0,237.0,0.0,154.0,0.0,100.0,1.0,1889.0,
2020-12-08 18:00:00+00:00,1273.0,2.0,139.0,4.0,500.0,1.0,270.0,0.0,128.0,0.0,153.0,0.0,14.0,1.0,1831.0,
2020-12-08 18:30:00+00:00,1112.0,2.0,124.0,4.0,505.0,1.0,272.0,0.0,127.0,0.0,166.0,0.0,0.0,1.0,1691.0,
2020-12-08 19:00:00+00:00,1072.0,2.0,80.0,4.0,510.0,1.0,273.0,0.0,93.0,0.0,174.0,0.0,0.0,1.0,1696.0,
2020-12-08 19:30:00+00:00,1140.0,2.0,83.0,4.0,477.0,7.0,272.0,0.0,27.0,0.0,175.0,0.0,0.0,1.0,1640.0,
2020-12-08 20:00:00+00:00,1198.0,2.0,86.0,4.0,486.0,3.0,223.0,0.0,31.0,0.0,176.0,0.0,0.0,1.0,1593.0,
2020-12-08 20:30:00+00:00,1147.0,2.0,79.0,4.0,462.0,3.0,223.0,0.0,19.0,0.0,153.0,0.0,0.0,1.0,1514.0,
2020-12-08 21:00:00+00:00,1012.0,2.0,80.0,4.0,483.0,3.0,222.0,0.0,30.0,0.0,156.0,0.0,0.0,1.0,1389.0,
2020-12-08 21:30:00+00:00,960.0,2.0,75.0,4.0,461.0,3.0,209.0,0.0,19.0,0.0,153.0,0.0,0.0,1.0,1324.0,
2020-12-08 22:00:00+00:00,790.0,2.0,81.0,4.0,481.0,2.0,208.0,0.0,28.0,0.0,156.0,0.0,0.0,1.0,1245.0,
2020-12-08 22:30:00+00:00,834.0,2.0,76.0,4.0,471.0,2.0,208.0,0.0,22.0,0.0,147.0,0.0,0.0,1.0,1110.0,
2020-12-08 23:00:00+00:00,617.0,2.0,76.0,4.0,471.0,2.0,209.0,0.0,20.0,0.0,147.0,0.0,0.0,1.0,1037.0,
2020-12-08 23:30:00+00:00,705.0,2.0,75.0,4.0,460.0,2.0,208.0,0.0,9.0,1.0,133.0,0.0,0.0,1.0,899.0,
2020-12-09 00:00:00+00:00,744.0,2.0,76.0,4.0,463.0,2.0,209.0,0.0,0.0,227.0,134.0,0.0,0.0,1.0,831.0,
2020-12-09 00:30:00+00:00,766.0,2.0,78.0,4.0,475.0,3.0,209.0,0.0,0.0,225.0,135.0,0.0,0.0,1.0,708.0,
2020-12-09 01:00:00+00:00,740.0,2.0,76.0,4.0,461.0,2.0,209.0,0.0,0.0,225.0,134.0,0.0,0.0,1.0,654.0,
2020-12-09 01:30:00+00:00,655.0,2.0,76.0,4.0,389.0,2.0,209.0,0.0,0.0,223.0,135.0,0.0,0.0,1.0,741.0,
2020-12-09 02:00:00+00:00,625.0,2.0,76.0,4.0,381.0,2.0,209.0,0.0,0.0,223.0,135.0,0.0,0.0,1.0,657.0,
2020-12-09 02:30:00+00:00,635.0,2.0,76.0,4.0,250.0,2.0,209.0,0.0,0.0,221.0,135.0,0.0,0.0,1.0,626.0,
2020-12-09 03:00:00+00:00,618.0,2.0,81.0,4.0,300.0,3.0,208.0,0.0,0.0,219.0,137.0,0.0,0.0,1.0,559.0,
2020-12-09 03:30:00+00:00,665.0,2.0,77.0,4.0,341.0,2.0,209.0,0.0,0.0,219.0,135.0,0.0,0.0,1.0,543.0,
2020-12-09 04:00:00+00:00,641.0,2.0,80.0,4.0,348.0,2.0,209.0,0.0,0.0,217.0,136.0,0.0,0.0,1.0,553.0,
2020-12-09 04:30:00+00:00,661.0,2.0,98.0,4.0,421.0,2.0,208.0,0.0,0.0,217.0,134.0,0.0,0.0,1.0,588.0,
2020-12-09 05:00:00+00:00,730.0,2.0,103.0,4.0,477.0,2.0,209.0,0.0,0.0,214.0,136.0,0.0,0.0,1.0,722.0,
2020-12-09 05:30:00+00:00,725.0,2.0,100.0,4.0,461.0,2.0,209.0,0.0,0.0,215.0,134.0,0.0,0.0,1.0,776.0,
2020-12-09 06:00:00+00:00,728.0,2.0,183.0,4.0,475.0,3.0,210.0,0.0,0.0,213.0,135.0,0.0,0.0,1.0,948.0,
2020-12-09 06:30:00+00:00,649.0,2.0,235.0,4.0,451.0,3.0,209.0,0.0,5.0,0.0,132.0,0.0,0.0,1.0,1095.0,
2020-12-09 07:00:00+00:00,782.0,2.0,274.0,5.0,442.0,3.0,210.0,0.0,6.0,0.0,136.0,0.0,0.0,1.0,1328.0,
2020-12-09 07:30:00+00:00,955.0,2.0,272.0,5.0,472.0,3.0,259.0,0.0,6.0,0.0,136.0,0.0,0.0,1.0,1438.0,
2020-12-09 08:00:00+00:00,1134.0,2.0,266.0,5.0,462.0,3.0,256.0,0.0,5.0,0.0,134.0,0.0,0.0,1.0,1590.0,
2020-12-09 08:30:00+00:00,1139.0,2.0,251.0,5.0,464.0,3.0,257.0,0.0,5.0,0.0,134.0,0.0,0.0,1.0,1739.0,
2020-12-09 09:00:00+00:00,1137.0,2.0,248.0,5.0,463.0,3.0,257.0,0.0,5.0,0.0,118.0,0.0,0.0,1.0,1870.0,
2020-12-09 09:30:00+00:00,1130.0,2.0,247.0,5.0,461.0,3.0,257.0,0.0,5.0,0.0,120.0,0.0,0.0,1.0,1997.0,
2020-12-09 10:00:00+00:00,1137.0,2.0,188.0,5.0,463.0,3.0,256.0,0.0,5.0,0.0,139.0,0.0,0.0,1.0,2106.0,
2020-12-09 10:30:00+00:00,1145.0,2.0,149.0,5.0,467.0,3.0,223.0,0.0,5.0,0.0,106.0,0.0,0.0,1.0,2215.0,
2020-12-09 11:00:00+00:00,1153.0,2.0,106.0,5.0,471.0,3.0,224.0,0.0,5.0,0.0,131.0,0.0,0.0,1.0,2174.0,
2020-12-09 11:30:00+00:00,1184.0,2.0,82.0,6.0,476.0,3.0,193.0,0.0,6.0,0.0,131.0,0.0,0.0,1.0,2243.0,
2020-12-09 12:00:00+00:00,1181.0,2.0,81.0,5.0,468.0,7.0,175.0,0.0,5.0,0.0,130.0,0.0,0.0,1.0,2286.0,
2020-12-09 12:30:00+00:00,1204.0,2.0,80.0,5.0,478.0,7.0,175.0,0.0,7.0,0.0,132.0,0.0,0.0,1.0,2205.0,
2020-12-09 13:00:00+00:00,1250.0,2.0,82.0,5.0,480.0,7.0,175.0,0.0,7.0,0.0,133.0,0.0,0.0,1.0,2030.0,
2020-12-09 13:30:00+00:00,1236.0,2.0,106.0,5.0,462.0,7.0,174.0,0.0,5.0,0.0,130.0,0.0,0.0,1.0,1880.0,
2020-12-09 14:00:00+00:00,1291.0,2.0,117.0,4.0,481.0,7.0,178.0,0.0,7.0,0.0,133.0,0.0,0.0,1.0,1687.0,
2020-12-09 14:30:00+00:00,1293.0,2.0,138.0,5.0,473.0,7.0,224.0,0.0,6.0,0.0,142.0,0.0,0.0,1.0,1550.0,
2020-12-09 15:00:00+00:00,1282.0,2.0,144.0,5.0,467.0,7.0,223.0,0.0,6.0,0.0,157.0,0.0,0.0,1.0,1492.0,
2020-12-09 15:30:00+00:00,1343.0,2.0,164.0,5.0,510.0,7.0,222.0,0.0,18.0,0.0,169.0,0.0,0.0,1.0,1381.0,
2020-12-09 16:00:00+00:00,1281.0,2.0,189.0,5.0,542.0,7.0,229.0,0.0,20.0,0.0,175.0,0.0,11.0,1.0,1301.0,
2020-12-09 16:30:00+00:00,1341.0,2.0,251.0,4.0,601.0,7.0,235.0,0.0,158.0,0.0,183.0,0.0,86.0,1.0,1195.0,
2020-12-09 17:00:00+00:00,1499.0,2.0,253.0,4.0,662.0,7.0,235.0,0.0,257.0,0.0,181.0,0.0,281.0,0.0,877.0,
2020-12-09 17:30:00+00:00,1548.0,2.0,245.0,4.0,640.0,7.0,231.0,0.0,248.0,0.0,178.0,0.0,228.0,0.0,796.0,
2020-12-09 18:00:00+00:00,1271.0,2.0,241.0,4.0,610.0,4.0,228.0,0.0,223.0,0.0,190.0,0.0,132.0,0.0,1196.0,
2020-12-09 18:30:00+00:00,1201.0,2.0,248.0,4.0,551.0,4.0,224.0,0.0,77.0,0.0,199.0,0.0,0.0,1.0,1610.0,
2020-12-09 19:00:00+00:00,1146.0,2.0,210.0,4.0,508.0,4.0,220.0,0.0,20.0,0.0,196.0,0.0,0.0,1.0,1740.0,
2020-12-09 19:30:00+00:00,1022.0,2.0,122.0,4.0,462.0,4.0,221.0,0.0,20.0,0.0,197.0,0.0,0.0,1.0,1916.0,
2020-12-09 20:00:00+00:00,1039.0,2.0,75.0,4.0,467.0,3.0,174.0,0.0,24.0,0.0,199.0,0.0,0.0,1.0,1881.0,
2020-12-09 20:30:00+00:00,922.0,2.0,76.0,4.0,465.0,3.0,174.0,0.0,20.0,0.0,172.0,0.0,0.0,1.0,1897.0,
2020-12-09 21:00:00+00:00,704.0,2.0,76.0,4.0,462.0,3.0,173.0,0.0,20.0,0.0,172.0,0.0,0.0,1.0,1907.0,
2020-12-09 21:30:00+00:00,641.0,3.0,75.0,4.0,464.0,3.0,174.0,0.0,20.0,0.0,172.0,0.0,0.0,1.0,1802.0,
2020-12-09 22:00:00+00:00,613.0,3.0,75.0,4.0,465.0,3.0,175.0,0.0,20.0,0.0,167.0,0.0,0.0,1.0,1777.0,
2020-12-09 22:30:00+00:00,480.0,3.0,74.0,4.0,447.0,3.0,175.0,0.0,20.0,0.0,146.0,0.0,0.0,1.0,1717.0,
2020-12-09 23:00:00+00:00,383.0,3.0,75.0,4.0,223.0,3.0,175.0,0.0,19.0,0.0,132.0,0.0,0.0,1.0,1653.0,
2020-12-09 23:30:00+00:00,397.0,3.0,73.0,4.0,241.0,3.0,175.0,0.0,22.0,0.0,135.0,0.0,0.0,1.0,1786.0,
2020-12-10 00:00:00+00:00,405.0,3.0,76.0,5.0,249.0,3.0,174.0,0.0,22.0,0.0,137.0,0.0,0.0,1.0,1792.0,
2020-12-10 00:30:00+00:00,408.0,3.0,79.0,4.0,424.0,3.0,174.0,0.0,0.0,77.0,138.0,0.0,0.0,1.0,1660.0,
2020-12-10 01:00:00+00:00,384.0,3.0,101.0,4.0,460.0,3.0,175.0,0.0,0.0,223.0,137.0,0.0,0.0,1.0,1532.0,
2020-12-10 01:30:00+00:00,369.0,3.0,90.0,4.0,450.0,3.0,174.0,0.0,0.0,223.0,135.0,0.0,0.0,1.0,1384.0,
2020-12-10 02:00:00+00:00,357.0,3.0,93.0,4.0,437.0,3.0,174.0,0.0,0.0,223.0,133.0,0.0,0.0,1.0,1302.0,
2020-12-10 02:30:00+00:00,375.0,3.0,74.0,5.0,346.0,3.0,174.0,0.0,0.0,220.0,135.0,0.0,0.0,1.0,1120.0,
2020-12-10 03:00:00+00:00,379.0,3.0,81.0,4.0,288.0,3.0,174.0,0.0,0.0,219.0,136.0,0.0,0.0,1.0,959.0,
2020-12-10 03:30:00+00:00,407.0,5.0,72.0,4.0,235.0,3.0,174.0,0.0,0.0,218.0,137.0,0.0,0.0,1.0,856.0,
2020-12-10 04:00:00+00:00,418.0,5.0,82.0,4.0,409.0,3.0,174.0,0.0,0.0,216.0,139.0,0.0,0.0,1.0,727.0,
2020-12-10 04:30:00+00:00,445.0,5.0,106.0,4.0,470.0,3.0,174.0,0.0,0.0,216.0,134.0,0.0,0.0,1.0,554.0,
2020-12-10 05:00:00+00:00,504.0,5.0,154.0,4.0,464.0,3.0,174.0,0.0,0.0,216.0,134.0,0.0,0.0,1.0,539.0,
2020-12-10 05:30:00+00:00,714.0,2.0,172.0,4.0,461.0,3.0,174.0,0.0,0.0,215.0,134.0,0.0,0.0,1.0,552.0,
2020-12-10 06:00:00+00:00,754.0,2.0,196.0,4.0,467.0,3.0,175.0,0.0,0.0,141.0,134.0,0.0,0.0,1.0,497.0,
2020-12-10 06:30:00+00:00,883.0,2.0,196.0,4.0,467.0,3.0,175.0,0.0,16.0,0.0,134.0,0.0,0.0,1.0,447.0,
2020-12-10 07:00:00+00:00,875.0,2.0,194.0,5.0,501.0,3.0,174.0,0.0,15.0,0.0,150.0,0.0,0.0,1.0,437.0,
2020-12-10 07:30:00+00:00,1027.0,2.0,191.0,5.0,548.0,3.0,174.0,0.0,15.0,0.0,163.0,0.0,0.0,1.0,437.0,
2020-12-10 08:00:00+00:00,1187.0,2.0,200.0,5.0,569.0,3.0,203.0,0.0,22.0,0.0,179.0,0.0,0.0,1.0,455.0,
2020-12-10 08:30:00+00:00,1222.0,2.0,189.0,5.0,538.0,3.0,211.0,0.0,65.0,0.0,177.0,0.0,0.0,1.0,549.0,
2020-12-10 09:00:00+00:00,1169.0,2.0,175.0,5.0,549.0,3.0,183.0,0.0,67.0,0.0,191.0,0.0,0.0,1.0,690.0,
2020-12-10 09:30:00+00:00,1161.0,2.0,135.0,5.0,493.0,3.0,176.0,0.0,67.0,0.0,197.0,0.0,0.0,1.0,835.0,
2020-12-10 10:00:00+00:00,1207.0,2.0,144.0,5.0,491.0,3.0,176.0,0.0,26.0,0.0,177.0,0.0,0.0,1.0,1010.0,
