,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
2019-12-31 23:00:00+00:00,360.0,1083.0,9.0,0.0,11.0,332.0,7.0,2335.0,1.0,993.0,1.0,31.0,0.0,,38.0
2020-01-01 00:00:00+00:00,363.0,636.0,15.0,0.0,10.0,333.0,7.0,2338.0,1.0,976.0,1.0,31.0,0.0,,40.0
2020-01-01 01:00:00+00:00,359.0,464.0,17.0,0.0,10.0,28.0,82.0,2293.0,1.0,898.0,1.0,31.0,0.0,,47.0
2020-01-01 02:00:00+00:00,362.0,412.0,17.0,0.0,10.0,28.0,51.0,2297.0,1.0,679.0,1.0,32.0,0.0,,65.0
2020-01-01 03:00:00+00:00,361.0,414.0,15.0,0.0,11.0,111.0,52.0,2162.0,1.0,882.0,1.0,32.0,0.0,,87.0
2020-01-01 04:00:00+00:00,358.0,413.0,13.0,0.0,10.0,134.0,349.0,2249.0,1.0,937.0,1.0,32.0,0.0,,98.0
2020-01-01 05:00:00+00:00,360.0,413.0,12.0,0.0,10.0,81.0,351.0,2258.0,1.0,864.0,1.0,32.0,0.0,,114.0
2020-01-01 06:00:00+00:00,358.0,477.0,11.0,0.0,12.0,174.0,238.0,2249.0,1.0,949.0,1.0,31.0,0.0,,104.0
2020-01-01 07:00:00+00:00,360.0,710.0,7.0,0.0,12.0,175.0,474.0,2156.0,1.0,794.0,1.0,30.0,1.0,,105.0
2020-01-01 08:00:00+00:00,358.0,828.0,6.0,0.0,10.0,179.0,999.0,2120.0,1.0,806.0,1.0,31.0,61.0,,128.0
2020-01-01 09:00:00+00:00,357.0,827.0,6.0,0.0,10.0,234.0,389.0,2128.0,1.0,847.0,1.0,30.0,212.0,,161.0
2020-01-01 10:00:00+00:00,364.0,824.0,6.0,0.0,9.0,178.0,518.0,2156.0,1.0,840.0,0.0,31.0,348.0,,164.0
2020-01-01 11:00:00+00:00,360.0,822.0,6.0,0.0,9.0,140.0,306.0,2229.0,1.0,860.0,0.0,31.0,415.0,,124.0
2020-01-01 12:00:00+00:00,364.0,819.0,6.0,0.0,10.0,146.0,358.0,2245.0,1.0,846.0,0.0,31.0,448.0,,70.0
2020-01-01 13:00:00+00:00,364.0,816.0,6.0,0.0,10.0,103.0,463.0,2223.0,1.0,703.0,1.0,30.0,445.0,,57.0
2020-01-01 14:00:00+00:00,363.0,815.0,6.0,0.0,10.0,62.0,53.0,2218.0,1.0,719.0,1.0,29.0,395.0,,57.0
2020-01-01 15:00:00+00:00,358.0,995.0,6.0,0.0,9.0,296.0,15.0,2233.0,1.0,791.0,1.0,29.0,281.0,,54.0
2020-01-01 16:00:00+00:00,353.0,1070.0,6.0,0.0,9.0,687.0,5.0,2303.0,1.0,1055.0,1.0,31.0,94.0,,68.0
2020-01-01 17:00:00+00:00,342.0,1075.0,6.0,0.0,10.0,1763.0,1.0,2346.0,1.0,1125.0,1.0,26.0,3.0,,79.0
2020-01-01 18:00:00+00:00,332.0,1077.0,6.0,0.0,9.0,2129.0,0.0,2365.0,1.0,1163.0,1.0,12.0,0.0,,62.0
2020-01-01 19:00:00+00:00,333.0,1083.0,6.0,0.0,10.0,1710.0,1.0,2368.0,1.0,1154.0,1.0,12.0,0.0,,66.0
2020-01-01 20:00:00+00:00,328.0,1082.0,6.0,0.0,11.0,1782.0,1.0,2361.0,1.0,1130.0,1.0,10.0,0.0,,85.0
2020-01-01 21:00:00+00:00,328.0,1086.0,6.0,0.0,10.0,1800.0,0.0,2334.0,1.0,1052.0,1.0,9.0,0.0,,93.0
2020-01-01 22:00:00+00:00,328.0,702.0,8.0,0.0,10.0,826.0,4.0,2304.0,1.0,953.0,1.0,11.0,0.0,,139.0
2020-01-01 23:00:00+00:00,348.0,424.0,10.0,0.0,11.0,390.0,17.0,2311.0,1.0,867.0,1.0,26.0,0.0,,207.0
2020-01-02 00:00:00+00:00,349.0,420.0,11.0,0.0,10.0,127.0,153.0,2309.0,1.0,797.0,1.0,31.0,0.0,,295.0
2020-01-02 01:00:00+00:00,347.0,419.0,13.0,0.0,10.0,122.0,616.0,2307.0,1.0,694.0,1.0,30.0,0.0,,324.0
2020-01-02 02:00:00+00:00,348.0,419.0,15.0,0.0,12.0,124.0,1258.0,2312.0,1.0,680.0,1.0,32.0,0.0,,357.0
2020-01-02 03:00:00+00:00,350.0,420.0,17.0,0.0,12.0,123.0,1363.0,2303.0,1.0,640.0,1.0,30.0,0.0,,444.0
2020-01-02 04:00:00+00:00,340.0,549.0,14.0,0.0,11.0,126.0,1225.0,2299.0,1.0,693.0,1.0,28.0,0.0,,501.0
2020-01-02 05:00:00+00:00,349.0,706.0,17.0,0.0,12.0,183.0,216.0,2292.0,1.0,817.0,1.0,28.0,0.0,,524.0
2020-01-02 06:00:00+00:00,342.0,1201.0,6.0,0.0,11.0,780.0,8.0,2223.0,1.0,774.0,1.0,28.0,0.0,,587.0
2020-01-02 07:00:00+00:00,344.0,1894.0,3.0,0.0,11.0,1118.0,1.0,2263.0,1.0,1040.0,1.0,27.0,0.0,,727.0
2020-01-02 08:00:00+00:00,345.0,2635.0,2.0,0.0,11.0,1433.0,1.0,2304.0,1.0,1082.0,1.0,28.0,34.0,,826.0
2020-01-02 09:00:00+00:00,338.0,2834.0,2.0,0.0,11.0,1352.0,1.0,2283.0,1.0,1105.0,1.0,29.0,136.0,,793.0
2020-01-02 10:00:00+00:00,342.0,2938.0,2.0,0.0,10.0,1502.0,1.0,2304.0,1.0,1118.0,1.0,23.0,218.0,,748.0
2020-01-02 11:00:00+00:00,343.0,3053.0,2.0,0.0,10.0,1630.0,1.0,2173.0,1.0,1143.0,1.0,22.0,225.0,,681.0
2020-01-02 12:00:00+00:00,350.0,3005.0,2.0,0.0,10.0,1897.0,0.0,2227.0,1.0,880.0,1.0,23.0,195.0,,629.0
2020-01-02 13:00:00+00:00,347.0,2999.0,2.0,0.0,10.0,1434.0,1.0,2225.0,1.0,826.0,1.0,21.0,148.0,,645.0
2020-01-02 14:00:00+00:00,341.0,3022.0,2.0,0.0,11.0,1215.0,1.0,2221.0,1.0,832.0,1.0,16.0,104.0,,651.0
2020-01-02 15:00:00+00:00,338.0,2974.0,2.0,0.0,11.0,1443.0,1.0,2219.0,1.0,829.0,1.0,11.0,49.0,,624.0
2020-01-02 16:00:00+00:00,334.0,3124.0,2.0,0.0,10.0,2008.0,0.0,2473.0,1.0,1260.0,1.0,10.0,12.0,,612.0
2020-01-02 17:00:00+00:00,341.0,3150.0,3.0,0.0,10.0,1889.0,0.0,2474.0,1.0,1268.0,1.0,11.0,0.0,,614.0
2020-01-02 18:00:00+00:00,339.0,3092.0,4.0,0.0,10.0,1790.0,0.0,2329.0,1.0,1220.0,1.0,11.0,0.0,,546.0
2020-01-02 19:00:00+00:00,341.0,3179.0,3.0,0.0,11.0,1339.0,1.0,2294.0,1.0,959.0,1.0,11.0,0.0,,473.0
2020-01-02 20:00:00+00:00,338.0,3131.0,2.0,0.0,11.0,850.0,2.0,2379.0,1.0,872.0,1.0,11.0,0.0,,559.0
2020-01-02 21:00:00+00:00,336.0,3090.0,2.0,0.0,11.0,709.0,2.0,2240.0,1.0,852.0,1.0,11.0,0.0,,622.0
2020-01-02 22:00:00+00:00,340.0,2275.0,5.0,0.0,10.0,514.0,3.0,2173.0,1.0,790.0,1.0,11.0,0.0,,587.0
2020-01-02 23:00:00+00:00,339.0,1620.0,8.0,0.0,10.0,168.0,9.0,2138.0,1.0,645.0,1.0,11.0,0.0,,522.0
2020-01-03 00:00:00+00:00,331.0,1194.0,10.0,0.0,10.0,32.0,656.0,1715.0,1.0,532.0,1.0,12.0,0.0,,469.0
2020-01-03 01:00:00+00:00,331.0,1133.0,9.0,0.0,12.0,32.0,972.0,1422.0,1.0,531.0,1.0,12.0,0.0,,415.0
2020-01-03 02:00:00+00:00,333.0,1208.0,9.0,0.0,12.0,32.0,1116.0,1283.0,1.0,530.0,1.0,11.0,0.0,,430.0
2020-01-03 03:00:00+00:00,333.0,1186.0,9.0,0.0,10.0,31.0,1099.0,1372.0,1.0,530.0,1.0,12.0,0.0,,419.0
2020-01-03 04:00:00+00:00,333.0,1193.0,10.0,0.0,10.0,31.0,1172.0,1431.0,1.0,529.0,1.0,11.0,0.0,,416.0
2020-01-03 05:00:00+00:00,336.0,1247.0,12.0,0.0,10.0,31.0,1118.0,1517.0,1.0,578.0,0.0,11.0,0.0,,429.0
2020-01-03 06:00:00+00:00,333.0,1911.0,6.0,0.0,10.0,154.0,6.0,2006.0,1.0,662.0,1.0,11.0,0.0,,478.0
2020-01-03 07:00:00+00:00,337.0,2691.0,3.0,0.0,10.0,359.0,5.0,2247.0,1.0,1016.0,1.0,12.0,0.0,,490.0
2020-01-03 08:00:00+00:00,335.0,3021.0,2.0,0.0,11.0,887.0,3.0,2277.0,1.0,1164.0,1.0,11.0,21.0,,510.0
2020-01-03 09:00:00+00:00,343.0,3032.0,3.0,0.0,10.0,1282.0,3.0,2305.0,1.0,1142.0,1.0,11.0,97.0,,495.0
2020-01-03 10:00:00+00:00,338.0,3003.0,4.0,0.0,9.0,1277.0,3.0,2274.0,1.0,1094.0,1.0,11.0,200.0,,451.0
2020-01-03 11:00:00+00:00,339.0,2993.0,3.0,0.0,10.0,1216.0,2.0,2294.0,1.0,984.0,1.0,11.0,281.0,,460.0
2020-01-03 12:00:00+00:00,343.0,3014.0,3.0,0.0,9.0,883.0,2.0,2284.0,1.0,1077.0,1.0,12.0,294.0,,400.0
2020-01-03 13:00:00+00:00,333.0,2838.0,3.0,0.0,9.0,451.0,3.0,2274.0,1.0,867.0,1.0,11.0,268.0,,392.0
2020-01-03 14:00:00+00:00,314.0,2839.0,3.0,0.0,9.0,192.0,4.0,2243.0,1.0,724.0,1.0,11.0,219.0,,425.0
2020-01-03 15:00:00+00:00,315.0,2912.0,3.0,0.0,9.0,490.0,3.0,2234.0,1.0,582.0,1.0,12.0,164.0,,428.0
2020-01-03 16:00:00+00:00,309.0,3042.0,2.0,0.0,9.0,589.0,3.0,2179.0,1.0,797.0,1.0,12.0,58.0,,399.0
2020-01-03 17:00:00+00:00,316.0,3105.0,2.0,0.0,10.0,1453.0,1.0,2187.0,1.0,1171.0,1.0,12.0,2.0,,376.0
2020-01-03 18:00:00+00:00,321.0,3112.0,2.0,0.0,11.0,1610.0,1.0,2171.0,1.0,1193.0,1.0,12.0,0.0,,404.0
2020-01-03 19:00:00+00:00,325.0,3057.0,2.0,0.0,11.0,1468.0,1.0,2179.0,1.0,1209.0,1.0,13.0,0.0,,365.0
2020-01-03 20:00:00+00:00,329.0,3093.0,2.0,0.0,10.0,1263.0,1.0,2151.0,1.0,1180.0,1.0,17.0,0.0,,358.0
2020-01-03 21:00:00+00:00,333.0,3073.0,2.0,0.0,9.0,733.0,2.0,2139.0,1.0,757.0,1.0,21.0,0.0,,386.0
2020-01-03 22:00:00+00:00,338.0,2552.0,2.0,0.0,11.0,366.0,5.0,2053.0,1.0,640.0,1.0,25.0,0.0,,386.0
2020-01-03 23:00:00+00:00,334.0,1091.0,12.0,0.0,10.0,264.0,21.0,2097.0,1.0,861.0,1.0,23.0,0.0,,418.0
2020-01-04 00:00:00+00:00,334.0,633.0,18.0,0.0,10.0,89.0,416.0,1837.0,1.0,673.0,1.0,26.0,0.0,,516.0
2020-01-04 01:00:00+00:00,339.0,462.0,17.0,0.0,9.0,78.0,822.0,1814.0,1.0,622.0,1.0,31.0,0.0,,547.0
2020-01-04 02:00:00+00:00,339.0,414.0,14.0,0.0,9.0,0.0,826.0,1760.0,1.0,601.0,1.0,31.0,0.0,,574.0
2020-01-04 03:00:00+00:00,339.0,414.0,12.0,0.0,11.0,0.0,1064.0,1727.0,1.0,602.0,1.0,33.0,0.0,,687.0
2020-01-04 04:00:00+00:00,339.0,414.0,11.0,0.0,10.0,0.0,918.0,1852.0,1.0,418.0,1.0,32.0,0.0,,715.0
2020-01-04 05:00:00+00:00,340.0,410.0,10.0,0.0,10.0,0.0,899.0,1950.0,1.0,415.0,1.0,32.0,0.0,,756.0
2020-01-04 06:00:00+00:00,342.0,514.0,10.0,0.0,11.0,0.0,738.0,1928.0,1.0,489.0,1.0,31.0,0.0,,741.0
2020-01-04 07:00:00+00:00,342.0,790.0,7.0,0.0,10.0,11.0,696.0,1977.0,1.0,715.0,1.0,31.0,0.0,,663.0
2020-01-04 08:00:00+00:00,331.0,1003.0,6.0,0.0,9.0,388.0,40.0,2075.0,1.0,808.0,1.0,26.0,62.0,,694.0
2020-01-04 09:00:00+00:00,331.0,1174.0,6.0,0.0,10.0,856.0,15.0,2097.0,1.0,778.0,0.0,26.0,242.0,,780.0
2020-01-04 10:00:00+00:00,334.0,1199.0,6.0,0.0,9.0,183.0,17.0,2081.0,1.0,794.0,0.0,25.0,386.0,,781.0
2020-01-04 11:00:00+00:00,337.0,1162.0,5.0,0.0,9.0,117.0,150.0,2062.0,1.0,748.0,1.0,25.0,457.0,,681.0
2020-01-04 12:00:00+00:00,335.0,1021.0,6.0,0.0,9.0,113.0,596.0,2044.0,1.0,732.0,0.0,25.0,477.0,,717.0
2020-01-04 13:00:00+00:00,336.0,839.0,5.0,0.0,10.0,29.0,1036.0,2082.0,1.0,738.0,0.0,26.0,466.0,,916.0
2020-01-04 14:00:00+00:00,336.0,824.0,6.0,0.0,9.0,29.0,1121.0,2092.0,1.0,774.0,0.0,25.0,414.0,,1004.0
2020-01-04 15:00:00+00:00,337.0,858.0,6.0,0.0,9.0,29.0,997.0,2042.0,1.0,768.0,1.0,25.0,298.0,,1153.0
2020-01-04 16:00:00+00:00,340.0,1084.0,5.0,0.0,9.0,280.0,8.0,2157.0,1.0,802.0,1.0,25.0,109.0,,1341.0
2020-01-04 17:00:00+00:00,348.0,1110.0,6.0,0.0,9.0,676.0,2.0,2240.0,1.0,909.0,1.0,25.0,3.0,,1713.0
2020-01-04 18:00:00+00:00,334.0,1168.0,6.0,0.0,9.0,1031.0,2.0,2225.0,1.0,972.0,1.0,12.0,0.0,,1916.0
2020-01-04 19:00:00+00:00,336.0,1215.0,5.0,0.0,9.0,1334.0,1.0,2302.0,1.0,1012.0,1.0,12.0,0.0,,2133.0
2020-01-04 20:00:00+00:00,333.0,1219.0,6.0,0.0,10.0,1511.0,1.0,2264.0,1.0,872.0,1.0,11.0,0.0,,2108.0
2020-01-04 21:00:00+00:00,339.0,1219.0,6.0,0.0,10.0,857.0,2.0,2280.0,1.0,736.0,1.0,17.0,0.0,,2077.0
2020-01-04 22:00:00+00:00,348.0,883.0,6.0,0.0,9.0,167.0,20.0,2252.0,1.0,779.0,1.0,25.0,0.0,,2099.0
2020-01-04 23:00:00+00:00,346.0,717.0,7.0,0.0,9.0,117.0,753.0,2046.0,1.0,438.0,1.0,25.0,0.0,,2024.0
2020-01-05 00:00:00+00:00,348.0,582.0,9.0,0.0,10.0,29.0,1131.0,2110.0,1.0,437.0,1.0,25.0,0.0,,1868.0
2020-01-05 01:00:00+00:00,349.0,421.0,12.0,0.0,9.0,29.0,1290.0,1834.0,1.0,406.0,1.0,26.0,0.0,,1710.0
2020-01-05 02:00:00+00:00,352.0,415.0,12.0,0.0,9.0,29.0,1350.0,1774.0,1.0,404.0,1.0,25.0,0.0,,1662.0
2020-01-05 03:00:00+00:00,349.0,407.0,14.0,0.0,11.0,29.0,1586.0,1752.0,1.0,433.0,1.0,26.0,0.0,,1638.0
2020-01-05 04:00:00+00:00,351.0,408.0,17.0,0.0,11.0,29.0,1355.0,1735.0,1.0,461.0,1.0,23.0,0.0,,1521.0
2020-01-05 05:00:00+00:00,347.0,408.0,22.0,0.0,10.0,29.0,1210.0,1702.0,1.0,474.0,1.0,23.0,0.0,,1288.0
2020-01-05 06:00:00+00:00,354.0,612.0,12.0,0.0,10.0,40.0,893.0,1679.0,1.0,473.0,1.0,25.0,0.0,,1013.0
2020-01-05 07:00:00+00:00,346.0,1066.0,4.0,0.0,9.0,170.0,368.0,1850.0,1.0,556.0,1.0,23.0,0.0,,1037.0
2020-01-05 08:00:00+00:00,344.0,1611.0,3.0,0.0,9.0,69.0,7.0,1879.0,1.0,488.0,1.0,24.0,48.0,,1086.0
2020-01-05 09:00:00+00:00,350.0,1965.0,4.0,0.0,10.0,340.0,6.0,1959.0,1.0,703.0,1.0,25.0,178.0,,1022.0
2020-01-05 10:00:00+00:00,346.0,2118.0,4.0,0.0,10.0,365.0,272.0,1975.0,1.0,770.0,0.0,25.0,297.0,,910.0
2020-01-05 11:00:00+00:00,340.0,2126.0,4.0,0.0,10.0,110.0,43.0,1820.0,1.0,735.0,0.0,25.0,387.0,,819.0
2020-01-05 12:00:00+00:00,343.0,2039.0,4.0,0.0,10.0,6.0,750.0,1716.0,1.0,696.0,1.0,25.0,466.0,,656.0
2020-01-05 13:00:00+00:00,337.0,1940.0,4.0,0.0,9.0,0.0,667.0,1804.0,1.0,650.0,1.0,23.0,447.0,,461.0
2020-01-05 14:00:00+00:00,331.0,2012.0,4.0,0.0,9.0,0.0,602.0,1807.0,1.0,674.0,1.0,24.0,390.0,,336.0
2020-01-05 15:00:00+00:00,341.0,2057.0,3.0,0.0,9.0,11.0,47.0,2024.0,1.0,655.0,1.0,24.0,270.0,,259.0
2020-01-05 16:00:00+00:00,341.0,2272.0,3.0,0.0,10.0,512.0,10.0,2301.0,1.0,912.0,1.0,24.0,95.0,,220.0
2020-01-05 17:00:00+00:00,338.0,2375.0,3.0,0.0,10.0,1428.0,1.0,2360.0,1.0,1110.0,1.0,23.0,3.0,,151.0
2020-01-05 18:00:00+00:00,339.0,2380.0,3.0,0.0,10.0,1922.0,0.0,2320.0,1.0,1095.0,1.0,23.0,0.0,,122.0
2020-01-05 19:00:00+00:00,339.0,2394.0,3.0,0.0,9.0,2097.0,0.0,2349.0,1.0,1139.0,1.0,22.0,0.0,,105.0
2020-01-05 20:00:00+00:00,335.0,2489.0,3.0,0.0,9.0,2235.0,0.0,2454.0,1.0,1196.0,1.0,18.0,0.0,,77.0
2020-01-05 21:00:00+00:00,333.0,2415.0,3.0,0.0,9.0,1974.0,0.0,2291.0,1.0,1093.0,1.0,17.0,0.0,,94.0
2020-01-05 22:00:00+00:00,330.0,2016.0,5.0,0.0,9.0,1775.0,0.0,2215.0,1.0,867.0,1.0,23.0,0.0,,107.0
2020-01-05 23:00:00+00:00,335.0,1393.0,8.0,0.0,10.0,1414.0,2.0,2178.0,1.0,922.0,1.0,24.0,0.0,,83.0
2020-01-06 00:00:00+00:00,336.0,1107.0,10.0,0.0,10.0,48.0,47.0,1997.0,1.0,437.0,1.0,24.0,0.0,,77.0
2020-01-06 01:00:00+00:00,334.0,896.0,11.0,0.0,9.0,0.0,346.0,2013.0,1.0,412.0,1.0,24.0,0.0,,107.0
2020-01-06 02:00:00+00:00,334.0,913.0,13.0,0.0,10.0,0.0,1049.0,1855.0,1.0,434.0,1.0,25.0,0.0,,67.0
2020-01-06 03:00:00+00:00,335.0,951.0,12.0,0.0,10.0,0.0,1140.0,1858.0,1.0,438.0,1.0,27.0,0.0,,95.0
2020-01-06 04:00:00+00:00,336.0,1069.0,13.0,0.0,10.0,0.0,1038.0,1726.0,1.0,438.0,1.0,31.0,0.0,,100.0
2020-01-06 05:00:00+00:00,340.0,1366.0,20.0,0.0,12.0,86.0,23.0,1725.0,1.0,504.0,1.0,31.0,0.0,,77.0
2020-01-06 06:00:00+00:00,343.0,1780.0,5.0,0.0,15.0,192.0,10.0,1918.0,1.0,805.0,1.0,32.0,0.0,,70.0
2020-01-06 07:00:00+00:00,331.0,2504.0,2.0,0.0,15.0,1440.0,2.0,1962.0,1.0,1059.0,1.0,32.0,0.0,,62.0
2020-01-06 08:00:00+00:00,332.0,3015.0,1.0,0.0,16.0,1253.0,2.0,2014.0,1.0,1075.0,1.0,32.0,63.0,,69.0
2020-01-06 09:00:00+00:00,332.0,3371.0,1.0,0.0,19.0,422.0,5.0,2028.0,1.0,718.0,1.0,31.0,250.0,,117.0
2020-01-06 10:00:00+00:00,327.0,3501.0,1.0,0.0,21.0,209.0,5.0,1940.0,1.0,533.0,1.0,34.0,389.0,,112.0
2020-01-06 11:00:00+00:00,320.0,3461.0,1.0,0.0,21.0,33.0,6.0,1820.0,1.0,507.0,0.0,34.0,444.0,,46.0
2020-01-06 12:00:00+00:00,337.0,3228.0,1.0,0.0,20.0,28.0,125.0,1629.0,1.0,484.0,0.0,36.0,455.0,,46.0
2020-01-06 13:00:00+00:00,333.0,3004.0,1.0,0.0,20.0,28.0,511.0,1487.0,1.0,452.0,1.0,36.0,432.0,,57.0
2020-01-06 14:00:00+00:00,327.0,3334.0,1.0,22.0,11.0,28.0,176.0,1626.0,1.0,517.0,0.0,34.0,373.0,,58.0
2020-01-06 15:00:00+00:00,334.0,3387.0,1.0,95.0,8.0,123.0,6.0,1869.0,1.0,678.0,1.0,37.0,281.0,,60.0
2020-01-06 16:00:00+00:00,331.0,3464.0,4.0,132.0,9.0,429.0,5.0,2164.0,1.0,1168.0,1.0,36.0,111.0,,92.0
2020-01-06 17:00:00+00:00,330.0,3451.0,3.0,165.0,9.0,1259.0,3.0,2260.0,1.0,1221.0,1.0,35.0,5.0,,158.0
2020-01-06 18:00:00+00:00,333.0,3324.0,1.0,229.0,9.0,1163.0,2.0,2288.0,1.0,1227.0,1.0,36.0,0.0,,218.0
2020-01-06 19:00:00+00:00,327.0,3393.0,1.0,263.0,8.0,1914.0,1.0,2301.0,1.0,1234.0,1.0,35.0,0.0,,229.0
2020-01-06 20:00:00+00:00,325.0,3374.0,1.0,289.0,8.0,1896.0,1.0,2253.0,1.0,1222.0,1.0,34.0,0.0,,246.0
2020-01-06 21:00:00+00:00,323.0,3310.0,1.0,289.0,8.0,1694.0,1.0,2231.0,1.0,881.0,1.0,33.0,0.0,,231.0
2020-01-06 22:00:00+00:00,314.0,2988.0,2.0,285.0,9.0,774.0,3.0,2178.0,1.0,669.0,1.0,32.0,0.0,,232.0
2020-01-06 23:00:00+00:00,315.0,2178.0,5.0,284.0,10.0,323.0,13.0,2206.0,1.0,581.0,1.0,33.0,0.0,,187.0
2020-01-07 00:00:00+00:00,316.0,1601.0,8.0,232.0,13.0,53.0,258.0,2013.0,1.0,448.0,1.0,36.0,0.0,,164.0
2020-01-07 01:00:00+00:00,313.0,1531.0,7.0,100.0,13.0,0.0,851.0,1897.0,1.0,447.0,1.0,36.0,0.0,,147.0
2020-01-07 02:00:00+00:00,317.0,1563.0,6.0,100.0,13.0,0.0,1253.0,1733.0,1.0,442.0,1.0,36.0,0.0,,125.0
2020-01-07 03:00:00+00:00,319.0,1578.0,7.0,100.0,14.0,0.0,1167.0,1719.0,1.0,442.0,1.0,33.0,0.0,,109.0
2020-01-07 04:00:00+00:00,322.0,1530.0,8.0,108.0,16.0,0.0,808.0,1724.0,1.0,439.0,1.0,33.0,0.0,,101.0
2020-01-07 05:00:00+00:00,324.0,2157.0,4.0,189.0,22.0,220.0,10.0,2075.0,1.0,461.0,1.0,34.0,0.0,,95.0
2020-01-07 06:00:00+00:00,325.0,2879.0,3.0,280.0,26.0,1393.0,5.0,2164.0,1.0,872.0,1.0,32.0,0.0,,79.0
2020-01-07 07:00:00+00:00,328.0,3303.0,5.0,289.0,28.0,1589.0,1.0,2181.0,1.0,1066.0,1.0,33.0,1.0,,76.0
2020-01-07 08:00:00+00:00,331.0,3436.0,5.0,318.0,18.0,1463.0,2.0,2169.0,1.0,1090.0,1.0,34.0,73.0,,103.0
2020-01-07 09:00:00+00:00,337.0,3413.0,3.0,410.0,13.0,1577.0,1.0,2169.0,1.0,1174.0,1.0,35.0,250.0,,120.0
2020-01-07 10:00:00+00:00,334.0,3484.0,1.0,503.0,13.0,1570.0,1.0,2170.0,1.0,1176.0,1.0,36.0,379.0,,79.0
2020-01-07 11:00:00+00:00,336.0,3420.0,1.0,574.0,15.0,1611.0,1.0,2158.0,1.0,1108.0,1.0,36.0,450.0,,35.0
2020-01-07 12:00:00+00:00,345.0,3502.0,1.0,498.0,15.0,1712.0,1.0,2197.0,1.0,819.0,1.0,35.0,475.0,,20.0
2020-01-07 13:00:00+00:00,348.0,3433.0,2.0,505.0,4.0,417.0,5.0,2039.0,1.0,509.0,0.0,35.0,466.0,,30.0
2020-01-07 14:00:00+00:00,351.0,3506.0,1.0,464.0,4.0,350.0,5.0,1981.0,1.0,511.0,0.0,35.0,419.0,,42.0
2020-01-07 15:00:00+00:00,350.0,3648.0,3.0,452.0,4.0,373.0,5.0,2040.0,1.0,512.0,0.0,36.0,316.0,,55.0
2020-01-07 16:00:00+00:00,356.0,3701.0,3.0,381.0,4.0,1356.0,2.0,2210.0,1.0,527.0,1.0,35.0,128.0,,88.0
2020-01-07 17:00:00+00:00,365.0,3667.0,1.0,397.0,4.0,1657.0,1.0,2285.0,1.0,835.0,1.0,35.0,6.0,,159.0
2020-01-07 18:00:00+00:00,372.0,3650.0,1.0,632.0,5.0,1708.0,1.0,2330.0,1.0,1186.0,1.0,35.0,0.0,,253.0
2020-01-07 19:00:00+00:00,379.0,3587.0,1.0,764.0,5.0,1666.0,1.0,2314.0,1.0,1169.0,1.0,36.0,0.0,,330.0
2020-01-07 20:00:00+00:00,377.0,3597.0,1.0,795.0,4.0,1535.0,1.0,2241.0,1.0,1164.0,1.0,35.0,0.0,,401.0
2020-01-07 21:00:00+00:00,380.0,3405.0,1.0,699.0,4.0,1085.0,1.0,2187.0,1.0,836.0,1.0,35.0,0.0,,430.0
2020-01-07 22:00:00+00:00,374.0,2618.0,5.0,564.0,14.0,806.0,2.0,2174.0,1.0,774.0,1.0,34.0,0.0,,444.0
2020-01-07 23:00:00+00:00,373.0,1774.0,10.0,533.0,16.0,300.0,4.0,2059.0,1.0,506.0,1.0,34.0,0.0,,481.0
2020-01-08 00:00:00+00:00,368.0,1545.0,12.0,284.0,16.0,0.0,483.0,1738.0,1.0,439.0,1.0,34.0,0.0,,490.0
2020-01-08 01:00:00+00:00,368.0,1418.0,10.0,203.0,18.0,0.0,1056.0,1650.0,1.0,442.0,1.0,36.0,0.0,,411.0
2020-01-08 02:00:00+00:00,370.0,1397.0,9.0,201.0,19.0,0.0,1348.0,1616.0,1.0,442.0,1.0,35.0,0.0,,504.0
2020-01-08 03:00:00+00:00,372.0,1416.0,10.0,199.0,22.0,0.0,1489.0,1471.0,2.0,441.0,1.0,36.0,0.0,,666.0
2020-01-08 04:00:00+00:00,372.0,1432.0,11.0,200.0,25.0,0.0,1681.0,1461.0,2.0,441.0,1.0,35.0,0.0,,836.0
2020-01-08 05:00:00+00:00,374.0,1636.0,12.0,305.0,28.0,4.0,889.0,1499.0,2.0,443.0,1.0,36.0,0.0,,1011.0
2020-01-08 06:00:00+00:00,367.0,2367.0,5.0,357.0,28.0,488.0,35.0,1917.0,1.0,582.0,0.0,33.0,0.0,,1169.0
2020-01-08 07:00:00+00:00,366.0,3405.0,1.0,485.0,27.0,688.0,3.0,2056.0,1.0,789.0,1.0,34.0,0.0,,1264.0
2020-01-08 08:00:00+00:00,356.0,3727.0,1.0,575.0,27.0,1140.0,1.0,2139.0,1.0,1048.0,1.0,33.0,64.0,,1176.0
2020-01-08 09:00:00+00:00,347.0,3722.0,3.0,576.0,27.0,1143.0,2.0,2194.0,1.0,1008.0,1.0,34.0,249.0,,905.0
