,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
2020-02-15 16:00:00+00:00,393.0,1162.0,6.0,0.0,10.0,26.0,540.0,481.0,2.0,437.0,1.0,30.0,246.0,,1062.0
2020-02-15 17:00:00+00:00,388.0,1277.0,6.0,0.0,11.0,249.0,10.0,996.0,1.0,525.0,1.0,29.0,75.0,,1090.0
2020-02-15 18:00:00+00:00,374.0,1478.0,6.0,0.0,10.0,640.0,3.0,1727.0,1.0,1119.0,1.0,18.0,0.0,,1198.0
2020-02-15 19:00:00+00:00,370.0,1526.0,6.0,0.0,10.0,967.0,2.0,1908.0,1.0,1132.0,1.0,12.0,0.0,,1230.0
2020-02-15 20:00:00+00:00,372.0,1531.0,6.0,0.0,11.0,690.0,3.0,1832.0,1.0,1116.0,1.0,12.0,0.0,,1553.0
2020-02-15 21:00:00+00:00,370.0,1501.0,6.0,0.0,11.0,265.0,3.0,1615.0,1.0,525.0,1.0,12.0,0.0,,1888.0
2020-02-15 22:00:00+00:00,373.0,1295.0,6.0,0.0,11.0,139.0,3.0,1272.0,1.0,473.0,1.0,12.0,0.0,,1810.0
2020-02-15 23:00:00+00:00,372.0,1120.0,7.0,0.0,9.0,112.0,4.0,889.0,1.0,479.0,1.0,12.0,0.0,,1839.0
2020-02-16 00:00:00+00:00,371.0,859.0,8.0,0.0,9.0,5.0,361.0,319.0,2.0,403.0,1.0,13.0,0.0,,1991.0
2020-02-16 01:00:00+00:00,373.0,460.0,12.0,0.0,12.0,0.0,685.0,270.0,2.0,377.0,1.0,13.0,0.0,,2134.0
2020-02-16 02:00:00+00:00,374.0,375.0,13.0,0.0,11.0,0.0,995.0,297.0,2.0,338.0,1.0,13.0,0.0,,2096.0
2020-02-16 03:00:00+00:00,376.0,375.0,13.0,0.0,11.0,0.0,1104.0,248.0,2.0,260.0,1.0,13.0,0.0,,2318.0
2020-02-16 04:00:00+00:00,376.0,369.0,12.0,0.0,10.0,0.0,813.0,182.0,2.0,252.0,1.0,13.0,0.0,,2226.0
2020-02-16 05:00:00+00:00,376.0,369.0,13.0,0.0,10.0,0.0,726.0,201.0,2.0,474.0,1.0,12.0,0.0,,2141.0
2020-02-16 06:00:00+00:00,377.0,368.0,10.0,0.0,10.0,0.0,366.0,386.0,2.0,562.0,1.0,12.0,0.0,,2229.0
2020-02-16 07:00:00+00:00,377.0,369.0,10.0,0.0,9.0,0.0,348.0,440.0,2.0,583.0,1.0,12.0,10.0,,2168.0
2020-02-16 08:00:00+00:00,373.0,373.0,9.0,0.0,10.0,0.0,337.0,491.0,2.0,647.0,1.0,12.0,119.0,,2179.0
2020-02-16 09:00:00+00:00,376.0,374.0,9.0,0.0,11.0,0.0,8.0,638.0,2.0,659.0,0.0,12.0,249.0,,2236.0
2020-02-16 10:00:00+00:00,379.0,375.0,9.0,0.0,10.0,0.0,28.0,793.0,1.0,574.0,1.0,12.0,340.0,,2209.0
2020-02-16 11:00:00+00:00,383.0,374.0,9.0,0.0,10.0,0.0,571.0,750.0,2.0,604.0,1.0,12.0,393.0,,2256.0
2020-02-16 12:00:00+00:00,378.0,374.0,9.0,0.0,10.0,0.0,568.0,756.0,2.0,603.0,1.0,12.0,410.0,,2313.0
2020-02-16 13:00:00+00:00,376.0,373.0,9.0,0.0,10.0,0.0,745.0,812.0,2.0,499.0,1.0,11.0,393.0,,2361.0
2020-02-16 14:00:00+00:00,370.0,371.0,9.0,0.0,10.0,0.0,936.0,815.0,2.0,469.0,1.0,12.0,357.0,,2401.0
2020-02-16 15:00:00+00:00,374.0,372.0,10.0,0.0,10.0,123.0,657.0,867.0,2.0,568.0,1.0,12.0,303.0,,2406.0
2020-02-16 16:00:00+00:00,375.0,451.0,9.0,0.0,9.0,102.0,644.0,957.0,2.0,340.0,1.0,12.0,211.0,,2337.0
2020-02-16 17:00:00+00:00,372.0,608.0,8.0,0.0,9.0,16.0,122.0,975.0,2.0,245.0,1.0,11.0,61.0,,2266.0
2020-02-16 18:00:00+00:00,369.0,656.0,8.0,0.0,9.0,550.0,6.0,1105.0,1.0,936.0,1.0,12.0,0.0,,2245.0
2020-02-16 19:00:00+00:00,375.0,670.0,8.0,0.0,10.0,965.0,6.0,1757.0,1.0,1163.0,1.0,11.0,0.0,,2289.0
2020-02-16 20:00:00+00:00,370.0,707.0,8.0,0.0,10.0,937.0,6.0,1926.0,1.0,1160.0,1.0,12.0,0.0,,2293.0
2020-02-16 21:00:00+00:00,372.0,659.0,8.0,0.0,10.0,473.0,6.0,1528.0,1.0,1075.0,1.0,12.0,0.0,,2313.0
2020-02-16 22:00:00+00:00,369.0,503.0,10.0,0.0,9.0,20.0,8.0,1302.0,2.0,449.0,1.0,11.0,0.0,,2435.0
2020-02-16 23:00:00+00:00,371.0,381.0,11.0,0.0,9.0,65.0,34.0,688.0,2.0,367.0,1.0,11.0,0.0,,2511.0
2020-02-17 00:00:00+00:00,377.0,378.0,12.0,0.0,9.0,3.0,732.0,406.0,2.0,370.0,1.0,11.0,0.0,,2468.0
2020-02-17 01:00:00+00:00,377.0,378.0,11.0,0.0,11.0,0.0,1002.0,421.0,2.0,410.0,1.0,11.0,0.0,,2448.0
2020-02-17 02:00:00+00:00,377.0,378.0,12.0,0.0,11.0,0.0,1001.0,416.0,2.0,395.0,1.0,12.0,0.0,,2506.0
2020-02-17 03:00:00+00:00,380.0,380.0,15.0,0.0,10.0,0.0,1317.0,393.0,2.0,431.0,1.0,12.0,0.0,,2553.0
2020-02-17 04:00:00+00:00,375.0,419.0,11.0,0.0,10.0,0.0,1230.0,392.0,2.0,412.0,1.0,12.0,0.0,,2480.0
2020-02-17 05:00:00+00:00,375.0,723.0,7.0,0.0,9.0,2.0,693.0,465.0,2.0,435.0,1.0,12.0,0.0,,2332.0
2020-02-17 06:00:00+00:00,379.0,1195.0,6.0,0.0,9.0,866.0,4.0,976.0,1.0,998.0,1.0,12.0,0.0,,2234.0
2020-02-17 07:00:00+00:00,377.0,1566.0,4.0,0.0,9.0,1604.0,3.0,1312.0,1.0,1123.0,1.0,12.0,14.0,,2279.0
2020-02-17 08:00:00+00:00,377.0,1814.0,3.0,0.0,10.0,1492.0,3.0,1410.0,1.0,1138.0,1.0,12.0,81.0,,2286.0
2020-02-17 09:00:00+00:00,375.0,1914.0,3.0,0.0,10.0,1536.0,3.0,1416.0,1.0,1135.0,1.0,12.0,145.0,,2123.0
2020-02-17 10:00:00+00:00,371.0,1861.0,4.0,0.0,10.0,1514.0,3.0,1239.0,1.0,807.0,1.0,12.0,207.0,,2111.0
2020-02-17 11:00:00+00:00,373.0,1832.0,5.0,0.0,9.0,1517.0,3.0,1170.0,1.0,559.0,0.0,12.0,203.0,,2116.0
2020-02-17 12:00:00+00:00,375.0,1866.0,5.0,0.0,9.0,850.0,4.0,919.0,1.0,516.0,1.0,12.0,204.0,,1950.0
2020-02-17 13:00:00+00:00,372.0,1842.0,4.0,0.0,9.0,118.0,5.0,628.0,2.0,509.0,0.0,12.0,208.0,,1770.0
2020-02-17 14:00:00+00:00,373.0,1650.0,3.0,0.0,10.0,7.0,5.0,584.0,2.0,455.0,0.0,12.0,226.0,,1682.0
2020-02-17 15:00:00+00:00,380.0,1671.0,4.0,0.0,10.0,270.0,5.0,677.0,2.0,448.0,0.0,12.0,176.0,,1633.0
2020-02-17 16:00:00+00:00,388.0,1779.0,3.0,0.0,9.0,885.0,4.0,856.0,2.0,468.0,1.0,12.0,124.0,,1505.0
2020-02-17 17:00:00+00:00,386.0,1893.0,3.0,0.0,9.0,1278.0,2.0,949.0,2.0,842.0,1.0,12.0,33.0,,1338.0
2020-02-17 18:00:00+00:00,383.0,2001.0,3.0,0.0,10.0,1771.0,1.0,1298.0,1.0,1183.0,1.0,13.0,0.0,,1369.0
2020-02-17 19:00:00+00:00,382.0,2002.0,3.0,0.0,10.0,2120.0,1.0,1616.0,1.0,1259.0,1.0,12.0,0.0,,1455.0
2020-02-17 20:00:00+00:00,382.0,1911.0,3.0,0.0,10.0,1987.0,1.0,1557.0,1.0,1172.0,1.0,12.0,0.0,,1604.0
2020-02-17 21:00:00+00:00,380.0,1953.0,3.0,0.0,10.0,1097.0,5.0,1407.0,1.0,1015.0,1.0,12.0,0.0,,1639.0
2020-02-17 22:00:00+00:00,377.0,1877.0,3.0,0.0,10.0,972.0,5.0,1392.0,1.0,807.0,1.0,12.0,0.0,,1571.0
2020-02-17 23:00:00+00:00,380.0,1541.0,4.0,0.0,10.0,33.0,7.0,1028.0,2.0,394.0,1.0,12.0,0.0,,1409.0
2020-02-18 00:00:00+00:00,377.0,1055.0,7.0,0.0,10.0,0.0,7.0,597.0,2.0,402.0,1.0,12.0,0.0,,1353.0
2020-02-18 01:00:00+00:00,376.0,1047.0,8.0,0.0,11.0,0.0,56.0,576.0,2.0,382.0,1.0,12.0,0.0,,1352.0
2020-02-18 02:00:00+00:00,381.0,1090.0,7.0,0.0,12.0,0.0,124.0,458.0,2.0,342.0,1.0,12.0,0.0,,1397.0
2020-02-18 03:00:00+00:00,385.0,1127.0,9.0,0.0,12.0,0.0,326.0,470.0,2.0,423.0,1.0,12.0,0.0,,1436.0
2020-02-18 04:00:00+00:00,386.0,1214.0,10.0,0.0,10.0,0.0,239.0,482.0,2.0,390.0,1.0,12.0,0.0,,1404.0
2020-02-18 05:00:00+00:00,380.0,1162.0,15.0,0.0,9.0,0.0,7.0,572.0,2.0,437.0,1.0,12.0,0.0,,1483.0
2020-02-18 06:00:00+00:00,382.0,1847.0,1.0,0.0,10.0,5.0,7.0,1276.0,1.0,1006.0,1.0,12.0,0.0,,1556.0
2020-02-18 07:00:00+00:00,380.0,2606.0,1.0,0.0,9.0,481.0,6.0,1672.0,1.0,878.0,1.0,12.0,16.0,,1649.0
2020-02-18 08:00:00+00:00,378.0,2908.0,1.0,0.0,10.0,423.0,7.0,1716.0,1.0,1186.0,1.0,12.0,186.0,,1587.0
2020-02-18 09:00:00+00:00,375.0,2720.0,1.0,0.0,10.0,449.0,7.0,1824.0,1.0,1171.0,1.0,12.0,373.0,,1415.0
2020-02-18 10:00:00+00:00,371.0,2702.0,1.0,0.0,10.0,37.0,8.0,1894.0,1.0,620.0,0.0,12.0,482.0,,1230.0
2020-02-18 11:00:00+00:00,369.0,2908.0,1.0,0.0,9.0,178.0,7.0,2030.0,1.0,618.0,0.0,12.0,533.0,,1046.0
2020-02-18 12:00:00+00:00,368.0,2879.0,1.0,0.0,9.0,144.0,7.0,1973.0,1.0,554.0,0.0,12.0,548.0,,1031.0
2020-02-18 13:00:00+00:00,372.0,2832.0,1.0,0.0,9.0,30.0,7.0,1586.0,1.0,477.0,1.0,12.0,535.0,,1055.0
2020-02-18 14:00:00+00:00,372.0,2777.0,1.0,0.0,10.0,2.0,7.0,1569.0,1.0,479.0,1.0,12.0,504.0,,1090.0
2020-02-18 15:00:00+00:00,375.0,2613.0,1.0,0.0,10.0,0.0,7.0,1572.0,1.0,484.0,1.0,12.0,425.0,,1164.0
2020-02-18 16:00:00+00:00,374.0,2611.0,1.0,0.0,9.0,3.0,8.0,1761.0,1.0,506.0,1.0,12.0,293.0,,1379.0
2020-02-18 17:00:00+00:00,375.0,2894.0,1.0,0.0,9.0,144.0,7.0,1875.0,1.0,928.0,1.0,12.0,90.0,,1647.0
2020-02-18 18:00:00+00:00,373.0,2960.0,1.0,0.0,10.0,874.0,6.0,2015.0,1.0,1158.0,1.0,12.0,1.0,,1857.0
2020-02-18 19:00:00+00:00,378.0,2930.0,1.0,0.0,10.0,1338.0,6.0,2099.0,1.0,1207.0,1.0,12.0,0.0,,2090.0
2020-02-18 20:00:00+00:00,381.0,2888.0,1.0,0.0,10.0,742.0,6.0,2072.0,1.0,1183.0,1.0,13.0,0.0,,2083.0
2020-02-18 21:00:00+00:00,377.0,2910.0,1.0,0.0,11.0,360.0,7.0,1984.0,1.0,503.0,1.0,12.0,0.0,,2056.0
2020-02-18 22:00:00+00:00,377.0,2646.0,2.0,0.0,10.0,2.0,8.0,1418.0,1.0,467.0,1.0,12.0,0.0,,2150.0
2020-02-18 23:00:00+00:00,377.0,2253.0,3.0,0.0,9.0,0.0,111.0,911.0,2.0,427.0,1.0,12.0,0.0,,2246.0
2020-02-19 00:00:00+00:00,379.0,1580.0,5.0,0.0,10.0,0.0,333.0,770.0,2.0,375.0,1.0,12.0,0.0,,2413.0
2020-02-19 01:00:00+00:00,380.0,1556.0,5.0,0.0,11.0,0.0,421.0,538.0,2.0,252.0,1.0,12.0,0.0,,2531.0
2020-02-19 02:00:00+00:00,377.0,1565.0,5.0,0.0,11.0,0.0,377.0,540.0,2.0,253.0,1.0,12.0,0.0,,2425.0
2020-02-19 03:00:00+00:00,379.0,1563.0,5.0,0.0,11.0,0.0,115.0,423.0,2.0,355.0,1.0,12.0,0.0,,1894.0
2020-02-19 04:00:00+00:00,380.0,1721.0,5.0,0.0,10.0,1.0,8.0,454.0,2.0,429.0,1.0,12.0,0.0,,1450.0
2020-02-19 05:00:00+00:00,379.0,1848.0,5.0,0.0,10.0,30.0,7.0,1155.0,1.0,730.0,1.0,12.0,0.0,,1230.0
2020-02-19 06:00:00+00:00,374.0,2483.0,2.0,0.0,11.0,168.0,7.0,1620.0,1.0,993.0,1.0,13.0,0.0,,1218.0
2020-02-19 07:00:00+00:00,377.0,2899.0,1.0,0.0,11.0,479.0,6.0,1776.0,1.0,1108.0,1.0,13.0,17.0,,1193.0
2020-02-19 08:00:00+00:00,378.0,2876.0,1.0,0.0,15.0,472.0,4.0,1836.0,1.0,948.0,1.0,12.0,179.0,,1157.0
2020-02-19 09:00:00+00:00,378.0,2868.0,1.0,0.0,18.0,39.0,8.0,1948.0,1.0,740.0,1.0,12.0,359.0,,1071.0
2020-02-19 10:00:00+00:00,386.0,2997.0,1.0,0.0,20.0,147.0,116.0,2012.0,1.0,559.0,0.0,12.0,463.0,,814.0
2020-02-19 11:00:00+00:00,383.0,2980.0,1.0,0.0,22.0,123.0,162.0,1931.0,1.0,510.0,0.0,13.0,512.0,,494.0
2020-02-19 12:00:00+00:00,384.0,2892.0,2.0,0.0,26.0,44.0,8.0,1808.0,1.0,501.0,0.0,13.0,529.0,,221.0
2020-02-19 13:00:00+00:00,380.0,2931.0,2.0,0.0,27.0,0.0,111.0,1422.0,1.0,490.0,0.0,13.0,523.0,,130.0
2020-02-19 14:00:00+00:00,357.0,3016.0,1.0,0.0,29.0,0.0,191.0,1339.0,1.0,672.0,1.0,13.0,468.0,,98.0
2020-02-19 15:00:00+00:00,367.0,2932.0,1.0,0.0,29.0,0.0,57.0,1427.0,1.0,695.0,1.0,12.0,365.0,,51.0
2020-02-19 16:00:00+00:00,373.0,2739.0,1.0,43.0,18.0,6.0,74.0,1448.0,1.0,744.0,1.0,12.0,249.0,,51.0
2020-02-19 17:00:00+00:00,378.0,2888.0,1.0,142.0,4.0,374.0,6.0,1979.0,1.0,1087.0,1.0,12.0,80.0,,54.0
2020-02-19 18:00:00+00:00,379.0,2981.0,1.0,197.0,4.0,1565.0,3.0,2261.0,1.0,1211.0,1.0,12.0,1.0,,129.0
2020-02-19 19:00:00+00:00,363.0,3019.0,1.0,200.0,4.0,1675.0,2.0,2403.0,1.0,1185.0,1.0,12.0,0.0,,241.0
2020-02-19 20:00:00+00:00,386.0,2902.0,1.0,201.0,5.0,1617.0,2.0,2425.0,1.0,1174.0,1.0,12.0,0.0,,333.0
2020-02-19 21:00:00+00:00,387.0,2798.0,1.0,201.0,5.0,486.0,5.0,2349.0,1.0,951.0,1.0,12.0,0.0,,437.0
2020-02-19 22:00:00+00:00,382.0,2723.0,1.0,201.0,7.0,10.0,177.0,1898.0,1.0,792.0,1.0,13.0,0.0,,591.0
2020-02-19 23:00:00+00:00,382.0,2337.0,3.0,201.0,7.0,0.0,484.0,1515.0,1.0,931.0,1.0,12.0,0.0,,845.0
2020-02-20 00:00:00+00:00,382.0,1603.0,5.0,191.0,8.0,0.0,630.0,986.0,1.0,460.0,1.0,12.0,0.0,,1054.0
2020-02-20 01:00:00+00:00,385.0,1585.0,5.0,51.0,21.0,0.0,513.0,722.0,2.0,441.0,1.0,12.0,0.0,,1072.0
2020-02-20 02:00:00+00:00,385.0,1536.0,4.0,0.0,19.0,0.0,376.0,520.0,2.0,441.0,1.0,12.0,0.0,,1089.0
2020-02-20 03:00:00+00:00,383.0,1584.0,4.0,0.0,16.0,0.0,348.0,310.0,2.0,440.0,1.0,12.0,0.0,,1061.0
2020-02-20 04:00:00+00:00,385.0,1708.0,5.0,0.0,15.0,0.0,356.0,310.0,2.0,436.0,1.0,12.0,0.0,,911.0
2020-02-20 05:00:00+00:00,374.0,1805.0,4.0,0.0,13.0,5.0,283.0,358.0,2.0,503.0,1.0,12.0,0.0,,729.0
2020-02-20 06:00:00+00:00,369.0,2309.0,2.0,0.0,12.0,93.0,5.0,1519.0,1.0,766.0,1.0,12.0,0.0,,612.0
2020-02-20 07:00:00+00:00,370.0,2917.0,1.0,0.0,10.0,685.0,3.0,1977.0,1.0,1054.0,1.0,13.0,18.0,,412.0
2020-02-20 08:00:00+00:00,369.0,2894.0,1.0,0.0,9.0,747.0,2.0,2224.0,1.0,1057.0,1.0,12.0,166.0,,247.0
2020-02-20 09:00:00+00:00,374.0,2813.0,1.0,0.0,10.0,62.0,7.0,2070.0,1.0,1100.0,1.0,12.0,311.0,,125.0
2020-02-20 10:00:00+00:00,384.0,2747.0,1.0,0.0,10.0,59.0,6.0,2108.0,1.0,941.0,1.0,10.0,405.0,,78.0
2020-02-20 11:00:00+00:00,390.0,2825.0,3.0,0.0,10.0,10.0,52.0,2054.0,1.0,471.0,1.0,10.0,469.0,,41.0
2020-02-20 12:00:00+00:00,389.0,2858.0,2.0,0.0,10.0,0.0,155.0,1924.0,1.0,447.0,1.0,10.0,499.0,,44.0
2020-02-20 13:00:00+00:00,386.0,2931.0,1.0,0.0,11.0,0.0,330.0,1793.0,1.0,445.0,1.0,10.0,498.0,,59.0
2020-02-20 14:00:00+00:00,388.0,2878.0,1.0,0.0,16.0,0.0,246.0,1815.0,1.0,421.0,1.0,10.0,455.0,,75.0
2020-02-20 15:00:00+00:00,388.0,2853.0,1.0,0.0,19.0,101.0,5.0,1904.0,1.0,474.0,0.0,10.0,374.0,,120.0
2020-02-20 16:00:00+00:00,390.0,2895.0,1.0,7.0,17.0,319.0,5.0,1888.0,1.0,728.0,1.0,10.0,262.0,,182.0
2020-02-20 17:00:00+00:00,388.0,2805.0,1.0,83.0,8.0,877.0,4.0,2123.0,1.0,1184.0,1.0,10.0,80.0,,254.0
2020-02-20 18:00:00+00:00,391.0,2878.0,1.0,100.0,9.0,1818.0,1.0,2281.0,1.0,1188.0,1.0,10.0,1.0,,514.0
2020-02-20 19:00:00+00:00,386.0,2828.0,1.0,147.0,8.0,2019.0,1.0,2389.0,1.0,1128.0,1.0,10.0,0.0,,635.0
2020-02-20 20:00:00+00:00,385.0,2772.0,1.0,122.0,8.0,1578.0,1.0,2283.0,1.0,844.0,1.0,10.0,0.0,,677.0
2020-02-20 21:00:00+00:00,386.0,2819.0,1.0,35.0,13.0,508.0,7.0,2104.0,1.0,447.0,1.0,10.0,0.0,,869.0
2020-02-20 22:00:00+00:00,385.0,2619.0,2.0,0.0,10.0,10.0,19.0,1515.0,1.0,419.0,1.0,10.0,0.0,,902.0
2020-02-20 23:00:00+00:00,386.0,1907.0,3.0,0.0,10.0,0.0,573.0,822.0,1.0,381.0,1.0,10.0,0.0,,975.0
2020-02-21 00:00:00+00:00,394.0,1520.0,5.0,0.0,10.0,0.0,1263.0,636.0,2.0,428.0,1.0,10.0,0.0,,1128.0
2020-02-21 01:00:00+00:00,397.0,1501.0,5.0,0.0,11.0,0.0,1485.0,492.0,2.0,387.0,1.0,10.0,0.0,,1258.0
2020-02-21 02:00:00+00:00,399.0,1464.0,5.0,0.0,12.0,0.0,1429.0,396.0,2.0,377.0,1.0,10.0,0.0,,1485.0
2020-02-21 03:00:00+00:00,397.0,1500.0,5.0,0.0,10.0,0.0,1547.0,390.0,2.0,429.0,1.0,10.0,0.0,,1807.0
2020-02-21 04:00:00+00:00,383.0,1508.0,5.0,0.0,10.0,0.0,1634.0,427.0,2.0,432.0,1.0,10.0,0.0,,2108.0
2020-02-21 05:00:00+00:00,384.0,1670.0,5.0,0.0,9.0,11.0,123.0,502.0,2.0,459.0,1.0,10.0,0.0,,2160.0
2020-02-21 06:00:00+00:00,396.0,2365.0,2.0,0.0,9.0,719.0,5.0,940.0,1.0,882.0,1.0,10.0,0.0,,2222.0
2020-02-21 07:00:00+00:00,395.0,2895.0,2.0,0.0,9.0,509.0,4.0,1688.0,1.0,923.0,1.0,10.0,18.0,,2205.0
2020-02-21 08:00:00+00:00,375.0,2888.0,2.0,0.0,9.0,3.0,5.0,2125.0,1.0,868.0,1.0,10.0,178.0,,2016.0
2020-02-21 09:00:00+00:00,385.0,2930.0,2.0,0.0,9.0,0.0,5.0,1966.0,1.0,874.0,1.0,10.0,355.0,,1678.0
2020-02-21 10:00:00+00:00,388.0,2923.0,2.0,0.0,10.0,0.0,204.0,1860.0,1.0,664.0,1.0,10.0,459.0,,1344.0
2020-02-21 11:00:00+00:00,392.0,2819.0,2.0,0.0,10.0,0.0,236.0,1700.0,1.0,550.0,1.0,10.0,509.0,,1023.0
2020-02-21 12:00:00+00:00,395.0,2509.0,2.0,0.0,10.0,0.0,236.0,1621.0,1.0,758.0,0.0,10.0,526.0,,749.0
2020-02-21 13:00:00+00:00,392.0,2558.0,1.0,0.0,11.0,0.0,204.0,1350.0,1.0,464.0,1.0,10.0,520.0,,455.0
2020-02-21 14:00:00+00:00,369.0,2532.0,1.0,0.0,11.0,0.0,121.0,1300.0,1.0,461.0,1.0,10.0,482.0,,271.0
2020-02-21 15:00:00+00:00,377.0,2448.0,2.0,0.0,11.0,1.0,118.0,1405.0,1.0,480.0,1.0,10.0,406.0,,182.0
2020-02-21 16:00:00+00:00,388.0,2528.0,2.0,0.0,10.0,257.0,5.0,1677.0,1.0,778.0,1.0,10.0,273.0,,114.0
2020-02-21 17:00:00+00:00,388.0,2827.0,2.0,0.0,10.0,517.0,5.0,1871.0,1.0,1102.0,1.0,10.0,90.0,,105.0
2020-02-21 18:00:00+00:00,387.0,2951.0,1.0,0.0,9.0,1600.0,1.0,2049.0,1.0,1199.0,1.0,10.0,1.0,,116.0
2020-02-21 19:00:00+00:00,390.0,2900.0,2.0,0.0,9.0,1981.0,1.0,2234.0,1.0,1148.0,1.0,11.0,0.0,,125.0
2020-02-21 20:00:00+00:00,389.0,2880.0,2.0,0.0,9.0,1800.0,1.0,2180.0,1.0,1131.0,1.0,10.0,0.0,,165.0
2020-02-21 21:00:00+00:00,380.0,2940.0,2.0,0.0,11.0,715.0,3.0,2271.0,1.0,1163.0,1.0,10.0,0.0,,210.0
2020-02-21 22:00:00+00:00,366.0,2781.0,2.0,0.0,10.0,99.0,8.0,2144.0,1.0,745.0,1.0,10.0,0.0,,257.0
2020-02-21 23:00:00+00:00,368.0,2497.0,3.0,0.0,10.0,0.0,7.0,1814.0,1.0,982.0,1.0,10.0,0.0,,286.0
2020-02-22 00:00:00+00:00,378.0,1941.0,3.0,0.0,9.0,0.0,32.0,1299.0,2.0,919.0,1.0,10.0,0.0,,327.0
2020-02-22 01:00:00+00:00,389.0,1584.0,6.0,0.0,11.0,0.0,264.0,1200.0,1.0,396.0,1.0,10.0,0.0,,363.0
2020-02-22 02:00:00+00:00,387.0,1537.0,5.0,0.0,10.0,0.0,272.0,1375.0,1.0,376.0,1.0,10.0,0.0,,424.0
2020-02-22 03:00:00+00:00,391.0,1541.0,5.0,0.0,11.0,0.0,328.0,1327.0,2.0,352.0,1.0,10.0,0.0,,456.0
2020-02-22 04:00:00+00:00,389.0,1534.0,6.0,0.0,11.0,0.0,371.0,1228.0,2.0,311.0,1.0,10.0,0.0,,508.0
2020-02-22 05:00:00+00:00,386.0,1639.0,4.0,0.0,10.0,0.0,749.0,1352.0,1.0,310.0,1.0,10.0,0.0,,565.0
2020-02-22 06:00:00+00:00,385.0,1992.0,2.0,0.0,9.0,1.0,403.0,1365.0,1.0,322.0,1.0,10.0,0.0,,557.0
2020-02-22 07:00:00+00:00,386.0,2172.0,2.0,0.0,9.0,0.0,107.0,1643.0,1.0,559.0,1.0,10.0,24.0,,428.0
2020-02-22 08:00:00+00:00,387.0,2248.0,2.0,0.0,9.0,12.0,7.0,2036.0,1.0,609.0,1.0,10.0,188.0,,305.0
2020-02-22 09:00:00+00:00,392.0,2231.0,2.0,0.0,10.0,77.0,7.0,2066.0,1.0,586.0,1.0,10.0,354.0,,310.0
2020-02-22 10:00:00+00:00,389.0,2332.0,2.0,0.0,9.0,0.0,16.0,1803.0,1.0,331.0,1.0,10.0,455.0,,215.0
2020-02-22 11:00:00+00:00,388.0,2219.0,2.0,0.0,9.0,0.0,307.0,1939.0,1.0,145.0,1.0,10.0,512.0,,109.0
2020-02-22 12:00:00+00:00,387.0,2204.0,2.0,0.0,9.0,0.0,307.0,1810.0,1.0,143.0,1.0,10.0,528.0,,65.0
2020-02-22 13:00:00+00:00,384.0,2107.0,2.0,0.0,9.0,0.0,13.0,1393.0,1.0,143.0,1.0,10.0,526.0,,52.0
2020-02-22 14:00:00+00:00,376.0,2099.0,2.0,0.0,10.0,0.0,7.0,875.0,1.0,146.0,1.0,10.0,493.0,,39.0
2020-02-22 15:00:00+00:00,379.0,2140.0,2.0,0.0,9.0,0.0,119.0,493.0,2.0,341.0,1.0,10.0,426.0,,49.0
2020-02-22 16:00:00+00:00,380.0,2198.0,2.0,0.0,9.0,0.0,7.0,950.0,2.0,598.0,1.0,10.0,287.0,,76.0
2020-02-22 17:00:00+00:00,375.0,2532.0,2.0,0.0,10.0,118.0,7.0,1318.0,1.0,1061.0,1.0,10.0,97.0,,138.0
2020-02-22 18:00:00+00:00,371.0,2874.0,2.0,0.0,9.0,956.0,4.0,1707.0,1.0,1175.0,1.0,10.0,2.0,,228.0
2020-02-22 19:00:00+00:00,373.0,2929.0,2.0,0.0,8.0,1477.0,1.0,1832.0,1.0,1171.0,1.0,10.0,0.0,,341.0
2020-02-22 20:00:00+00:00,378.0,2871.0,2.0,0.0,9.0,1139.0,2.0,1844.0,1.0,1170.0,1.0,10.0,0.0,,465.0
2020-02-22 21:00:00+00:00,382.0,2803.0,2.0,0.0,9.0,140.0,5.0,1880.0,1.0,1014.0,1.0,9.0,0.0,,562.0
2020-02-22 22:00:00+00:00,380.0,2498.0,2.0,0.0,9.0,125.0,5.0,1533.0,1.0,982.0,1.0,10.0,0.0,,625.0
2020-02-22 23:00:00+00:00,381.0,1934.0,3.0,0.0,9.0,233.0,5.0,1523.0,1.0,674.0,1.0,10.0,0.0,,709.0
2020-02-23 00:00:00+00:00,379.0,1536.0,7.0,0.0,9.0,3.0,152.0,1414.0,1.0,549.0,1.0,9.0,0.0,,814.0
2020-02-23 01:00:00+00:00,383.0,1295.0,10.0,0.0,9.0,0.0,136.0,1272.0,1.0,331.0,1.0,10.0,0.0,,854.0
2020-02-23 02:00:00+00:00,382.0,1029.0,11.0,0.0,10.0,0.0,105.0,1074.0,1.0,272.0,1.0,10.0,0.0,,823.0
