,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
1747,222.12903717927728,5206.437388094677,225.04183697734345,278.92981809127735,673.6077882476736,6.029675471303667,758.0154834326307,102.44467538504657,195.76973582366608,3511.7556786022096,136.6181626977924,283.26326157387706,0.0004565575633787702,18.08446093836757,8.380302461107304
1748,223.33488993291274,5287.554389862668,228.3029311717548,272.5690284840165,656.7590206108335,6.008802237276413,185.38607811816513,110.13189763234296,43.1799711924622,3499.970129070115,130.18105454029654,280.3742967104476,0.00013548664658499332,18.02505245322802,7.11727243660482
1749,217.3781567624346,5217.447431209398,235.2352037117273,261.1454125892771,542.963483758362,6.03629668108968,15.442261008587677,111.5539430794518,39.480232912681416,3515.496452063385,122.69466248874117,278.5216682234962,0.000558419818530622,18.10330592353746,7.502010916499915
1750,222.57277274953336,5037.759352320467,222.39604242518962,250.7463244709212,516.3693191401611,6.04132184548333,118.6325419952014,110.62999911283673,28.48632625923407,3518.337302908553,111.70882846614101,273.6999168677662,0.0006357287531948278,18.11760831637408,6.5924915979581185
1751,221.71051153124006,4937.799428487532,220.4893306733478,247.70704474663358,516.6553776954618,6.045068206344099,111.40561380536836,110.69890378307433,28.409080589974806,3524.4503591592834,109.75506569369901,270.84086263244296,0.0006933643239803517,18.128271036861737,9.63580830323674
1752,222.13286473761966,4672.7656198339055,195.9621208545806,248.12402513604545,516.3829704970913,6.029775509763213,132.06141197846543,115.48943479145636,27.16562622854524,3515.077179766529,108.50013536178291,269.2296351127481,0.00046525392106807907,18.085604572220973,16.447562994526436
1753,222.25508758169354,4545.664352882582,190.21255548901254,246.25519259920637,514.5387398840986,6.006721168635189,45.0047258368335,115.11184369445489,27.029194913248304,3502.8548778922836,108.11299888709024,267.27682620685124,0.00010511639383380681,18.019323267773363,23.10102689069376
1754,223.00000000036647,4470.0000000003665,193.00000000036647,247.00000000036647,515.0000000003665,6.000000000366255,1.0000000003658027,115.00000000036644,27.000000000366356,3499.0000000003665,108.00000000036644,265.00000000036647,3.6580275237054905e-10,18.000000000366327,30.000000000366438
1755,222.00000000034336,4404.000000000344,188.00000000034336,251.00000000034336,515.0000000003433,6.0000000003431575,3.4267151546892605e-10,115.00000000034333,27.000000000343253,3499.0000000003433,108.00000000034333,265.00000000034333,3.4267151546892605e-10,18.000000000343224,43.00000000034332
1756,220.0000000003544,4414.000000000355,193.0000000003544,252.0000000003544,511.0000000003544,6.000000000354183,3.5371260992552154e-10,115.00000000035436,27.000000000354284,3498.0000000003542,109.00000000035436,267.0000000003544,3.5371260992552154e-10,18.00000000035425,60.000000000354355
1757,220.00000000189834,4553.000000001899,198.00000000189826,259.0000000018984,506.00000000189857,6.0000000018949855,1.9641580687417026e-09,115.00000000189792,27.000000001896773,3499.000000001899,110.00000000189793,267.00000000189834,1.935046160394068e-09,18.00000000189581,71.00000000189775
1758,223.2323660102463,4831.533742391652,222.1171160314393,278.95823868378477,521.6360905328195,6.0323508801717205,161.3098606974336,117.52620714887425,33.410957170068784,3517.553730149547,126.62224879787932,275.349637918506,18.033867327255578,18.09098683420812,70.42359422914828
1759,224.56808282277262,4922.425813202375,220.41724391089215,284.6836489029766,525.40189887061,6.041079540438628,623.2099505329018,108.64379332018623,206.6656467147123,3518.5629636456997,129.82672561757303,276.7221310732037,203.68102164737368,18.115536194765614,70.56035051786958
1760,223.48041970931405,4859.388660818222,210.43513424704736,276.82892087547725,524.0764157714565,6.012601196136413,382.7115724602015,106.19374304389537,208.63616232085593,3502.229331841087,129.25655201109313,274.5274772114098,499.59442093824214,18.035440819824164,85.17090341946744
1761,225.286481099755,4781.567539460033,218.2610863324805,272.48940518491645,519.641188655825,6.0074897433792565,253.375304271961,110.11281365927928,88.30497129897199,3498.2968648820615,128.15143242966388,273.31328018596264,802.6017506992335,18.021064824343465,91.10122802818262
1762,224.00000003888374,4357.000000038576,194.000000038919,266.00000003875067,511.00000003870065,6.000000043114409,194.0000000389525,111.0000000392957,86.0000000390464,3490.000000038579,126.00000003916762,271.00000003885833,941.0000000386767,18.00000004109047,114.00000003936348
1763,224.1532802114605,4359.900766115295,194.13526187351303,266.25262959936214,511.34713267594987,6.003976547480285,194.0827601650229,111.06337491907972,86.06728924756531,3492.2798790357792,126.07766532471938,271.16589304804234,941.4323780548156,18.011183876852794,114.05542199776058
1764,229.00000000108966,4370.00000000109,194.00000000108963,259.00000000108975,528.0000000010898,6.00000000108805,1.089435876796663e-09,118.00000000108953,28.000000001089457,3484.00000000109,119.00000000108956,269.0000000010897,940.0000000010898,18.00000000108886,151.0000000010895
1765,228.0000000008653,4438.000000000866,199.00000000086527,260.0000000008653,524.0000000008654,6.000000000864242,8.650855774831509e-10,116.00000000086517,28.000000000865064,3482.0000000008654,121.0000000008652,271.0000000008653,849.0000000008654,18.000000000864794,156.00000000086516
1766,228.00000000074567,4506.000000000746,207.00000000074564,260.00000000074573,520.0000000007458,6.000000000744886,7.454860371433465e-10,116.00000000074556,28.000000000745477,3482.000000000746,126.00000000074559,273.0000000007457,649.0000000007458,18.00000000074529,156.00000000074553
1767,227.00000000143424,4440.000000001434,201.00000000143422,262.0000000014344,518.0000000014344,6.000000001431763,1.4337235631638782e-09,117.00000000143405,33.0000000014337,3482.0000000014347,127.0000000014341,276.0000000014343,420.00000000143433,18.000000001432827,157.00000000143393
1768,218.00000047445164,4733.000000425691,211.00000047873124,268.0000004599914,524.0000004529311,6.000000978845814,58.00000051354879,117.00000052065259,44.00000052744344,3484.000000427585,133.0000005055325,279.0000004709196,160.00000049433694,18.000000766953978,158.00000053865872
1769,215.02193304413248,4759.3995335628115,234.94199591923433,273.7337941774372,537.3627731338735,6.026926200227484,293.18012440708895,107.40599646071186,119.68367278930164,3499.2410646766393,138.5528283374958,282.1502531656796,24.103497551275307,18.07741280527908,164.36392428971413
1770,213.2304368485352,4740.790684920351,230.15572630931624,273.1096833304995,536.8567887226877,6.032527046361183,863.2745578603601,102.49146321571892,395.1938439313667,3504.419451453387,138.67646074140262,283.3991708554787,1.0045741239796193,18.093515241548673,180.45537853351158
