,Actual Total Load [MW] - Switzerland (CH)
5363,6185.0
5364,6272.0
5365,6140.0
5366,6006.0
5367,5932.0
5368,6104.0
5369,6168.0
5370,5288.0
5371,5310.0
5372,5282.0
5373,5416.0
5374,5285.0
5375,4959.0
5376,4687.0
5377,4707.0
5378,5039.0
5379,4992.0
5380,5142.0
5381,4981.0
5382,5536.0
5383,6245.0
5384,6687.0
5385,6872.0
5386,7120.0
5387,7456.0
5388,7067.0
5389,7113.0
5390,7054.0
5391,6953.0
5392,6846.0
5393,6674.0
5394,6589.0
5395,6369.0
5396,6186.0
5397,6070.0
5398,5826.0
5399,5400.0
5400,5208.0
5401,5712.0
5402,5708.0
5403,5803.0
5404,5650.0
5405,5508.0
5406,5732.0
5407,6419.0
5408,6876.0
5409,7002.0
5410,7201.0
5411,7385.0
5412,6947.0
5413,6968.0
5414,6900.0
5415,6828.0
5416,6760.0
5417,6525.0
5418,6508.0
5419,6282.0
5420,6082.0
5421,6029.0
5422,5794.0
5423,5444.0
5424,5844.0
5425,6145.0
5426,6005.0
5427,5741.0
5428,5484.0
5429,5705.0
5430,5478.0
5431,5883.0
5432,6233.0
5433,6383.0
5434,6599.0
5435,6765.0
5436,6675.0
5437,6981.0
5438,7005.0
5439,7109.0
5440,6952.0
5441,6295.0
5442,6227.0
5443,6040.0
5444,5894.0
5445,5909.0
5446,5740.0
5447,5387.0
5448,5367.0
5449,5659.0
5450,5705.0
5451,5555.0
5452,5437.0
5453,5593.0
5454,5618.0
5455,6224.0
5456,6632.0
5457,6775.0
5458,7018.0
5459,7363.0
5460,7088.0
5461,7208.0
5462,7212.0
5463,7240.0
5464,6803.0
5465,6501.0
5466,6505.0
5467,6368.0
5468,6224.0
5469,6202.0
5470,5935.0
5471,5521.0
5472,5633.0
5473,5687.0
5474,5666.0
5475,5465.0
5476,5074.0
5477,5183.0
5478,5626.0
5479,6279.0
5480,6710.0
5481,6921.0
5482,7151.0
5483,7363.0
5484,7003.0
5485,7040.0
5486,7023.0
5487,6932.0
5488,6754.0
5489,6691.0
5490,6627.0
5491,6441.0
5492,6181.0
5493,6006.0
5494,5809.0
5495,5457.0
5496,5213.0
5497,5087.0
5498,5336.0
5499,5303.0
5500,5257.0
5501,5013.0
5502,4999.0
5503,5124.0
5504,5327.0
5505,5693.0
5506,5851.0
5507,6033.0
5508,6034.0
5509,6390.0
5510,6501.0
5511,6539.0
5512,6326.0
5513,5671.0
5514,5620.0
5515,5505.0
5516,5428.0
5517,5448.0
5518,5303.0
5519,5068.0
5520,4903.0
5521,4958.0
5522,5056.0
5523,5176.0
5524,5215.0
5525,5196.0
5526,5186.0
5527,5142.0
5528,5411.0
5529,5571.0
5530,5886.0
5531,6083.0
5532,6179.0
5533,6173.0
5534,6164.0
5535,6048.0
5536,6173.0
5537,6329.0
5538,6069.0
5539,5491.0
5540,5503.0
5541,5563.0
5542,5415.0
5543,5085.0
5544,5061.0
5545,5233.0
5546,5466.0
5547,5457.0
5548,5379.0
5549,5336.0
5550,5751.0
5551,6478.0
5552,6974.0
5553,7088.0
5554,7299.0
5555,7587.0
5556,7161.0
5557,7248.0
5558,7215.0
5559,7132.0
5560,7031.0
5561,6843.0
5562,6766.0
5563,6595.0
5564,6455.0
5565,6373.0
5566,6058.0
5567,5620.0
5568,5368.0
5569,5465.0
5570,5324.0
5571,5361.0
5572,5162.0
5573,5197.0
5574,5907.0
5575,6641.0
5576,7057.0
5577,7182.0
5578,7409.0
5579,7635.0
5580,7165.0
5581,7230.0
5582,7193.0
5583,7093.0
5584,7021.0
5585,6935.0
5586,6912.0
5587,6655.0
5588,6468.0
5589,6403.0
5590,6078.0
5591,5622.0
5592,5352.0
5593,5476.0
5594,5794.0
5595,5723.0
5596,5400.0
5597,5184.0
5598,5841.0
5599,6647.0
5600,7067.0
5601,7142.0
5602,7368.0
5603,7625.0
5604,7221.0
5605,7325.0
5606,7244.0
5607,7172.0
5608,7104.0
5609,6970.0
5610,6925.0
5611,6670.0
5612,6556.0
5613,6433.0
5614,6129.0
5615,5679.0
5616,5518.0
5617,5601.0
5618,5553.0
5619,5699.0
5620,5498.0
5621,5617.0
5622,6050.0
5623,6742.0
5624,7203.0
5625,7305.0
5626,7497.0
5627,7747.0
5628,7333.0
5629,7383.0
5630,7375.0
5631,7364.0
5632,7230.0
5633,7066.0
5634,7000.0
5635,6775.0
5636,6628.0
5637,6429.0
5638,6132.0
5639,5722.0
5640,5504.0
5641,6126.0
5642,6046.0
5643,6156.0
5644,5888.0
5645,5686.0
5646,6120.0
5647,6756.0
5648,7266.0
5649,7367.0
5650,7524.0
5651,7709.0
5652,7320.0
5653,7330.0
5654,7257.0
5655,7127.0
5656,6885.0
5657,6685.0
5658,6704.0
5659,6492.0
5660,6352.0
5661,6119.0
5662,5899.0
5663,5530.0
5664,5625.0
5665,6050.0
5666,6155.0
5667,5960.0
5668,5716.0
5669,5728.0
5670,5755.0
5671,5991.0
5672,5667.0
5673,5715.0
5674,5896.0
5675,6048.0
5676,6002.0
5677,5996.0
5678,6164.0
5679,6110.0
5680,5984.0
5681,5800.0
5682,5854.0
5683,5758.0
5684,5613.0
5685,5394.0
5686,5301.0
5687,5127.0
5688,4988.0
5689,5148.0
5690,5210.0
5691,5435.0
5692,5570.0
5693,5482.0
5694,5503.0
5695,5569.0
5696,5803.0
5697,5891.0
5698,6067.0
5699,6361.0
5700,6458.0
5701,6312.0
5702,6108.0
5703,6068.0
5704,6060.0
5705,6178.0
5706,5733.0
5707,5440.0
5708,5537.0
5709,5768.0
5710,5667.0
5711,5759.0
5712,5614.0
5713,5695.0
5714,5770.0
5715,5691.0
5716,5536.0
5717,4998.0
5718,5781.0
5719,6457.0
5720,6848.0
5721,6866.0
5722,7067.0
5723,7298.0
5724,6860.0
5725,6876.0
5726,6813.0
5727,6749.0
5728,6920.0
5729,6778.0
5730,6575.0
5731,6416.0
5732,6393.0
5733,6197.0
5734,5854.0
5735,5471.0
5736,5228.0
5737,5366.0
5738,5213.0
5739,5317.0
5740,5149.0
5741,5207.0
5742,5933.0
5743,6565.0
5744,7172.0
5745,7281.0
5746,7462.0
5747,7691.0
5748,7130.0
5749,7149.0
5750,7010.0
5751,6913.0
5752,6872.0
5753,6723.0
5754,6698.0
5755,6522.0
5756,6407.0
5757,6205.0
5758,5943.0
5759,5527.0
5760,5357.0
5761,5834.0
5762,5827.0
5763,5763.0
5764,5593.0
5765,5764.0
5766,5965.0
5767,6679.0
5768,7109.0
5769,7234.0
5770,7423.0
5771,7648.0
5772,7307.0
5773,7406.0
5774,7358.0
5775,7253.0
5776,7210.0
5777,7105.0
5778,7124.0
5779,6853.0
5780,6686.0
5781,6362.0
5782,6072.0
5783,5809.0
5784,5993.0
5785,5995.0
5786,6049.0
5787,5973.0
5788,5752.0
5789,5336.0
5790,6075.0
5791,6797.0
5792,7239.0
5793,7351.0
5794,7506.0
5795,7741.0
5796,7242.0
5797,7286.0
5798,7216.0
5799,7087.0
5800,6959.0
5801,6810.0
5802,6844.0
5803,6696.0
5804,6620.0
5805,6266.0
5806,6027.0
5807,5628.0
5808,5376.0
5809,5746.0
5810,5985.0
5811,6019.0
5812,5881.0
5813,5981.0
5814,6203.0
5815,6870.0
5816,7301.0
5817,7518.0
5818,7727.0
5819,7925.0
5820,7463.0
5821,7445.0
5822,7320.0
5823,7411.0
5824,7175.0
5825,7042.0
5826,7025.0
5827,6662.0
5828,6458.0
5829,6127.0
5830,5903.0
5831,5600.0
5832,5434.0
5833,5791.0
5834,6074.0
5835,5936.0
5836,5913.0
5837,6028.0
5838,6095.0
5839,6230.0
5840,6176.0
5841,5844.0
5842,6043.0
5843,6170.0
5844,6349.0
5845,6622.0
5846,7129.0
5847,6977.0
5848,6975.0
5849,6736.0
5850,5936.0
5851,5798.0
5852,5746.0
5853,5550.0
5854,5405.0
5855,5345.0
5856,5677.0
5857,5725.0
5858,5851.0
5859,5738.0
5860,5588.0
5861,5503.0
5862,5540.0
5863,5553.0
5864,5951.0
5865,6204.0
5866,6387.0
5867,6100.0
5868,6190.0
5869,6113.0
5870,6158.0
5871,6122.0
5872,6264.0
5873,5906.0
5874,5745.0
5875,5749.0
5876,5748.0
5877,5499.0
5878,5393.0
5879,5192.0
5880,5401.0
5881,5353.0
5882,5776.0
5883,5744.0
5884,5666.0
5885,5733.0
5886,5986.0
5887,6680.0
5888,7023.0
5889,7127.0
5890,7260.0
5891,7467.0
5892,7053.0
5893,7082.0
5894,7041.0
5895,6923.0
5896,6819.0
5897,6641.0
5898,6668.0
5899,6579.0
5900,6543.0
5901,6207.0
5902,5961.0
5903,5817.0
5904,5504.0
5905,5753.0
5906,5912.0
5907,5768.0
5908,5619.0
5909,5637.0
5910,6132.0
5911,6790.0
5912,7045.0
5913,7070.0
5914,7184.0
5915,7567.0
5916,7114.0
5917,6948.0
5918,6893.0
5919,6771.0
5920,6714.0
5921,6534.0
5922,6593.0
5923,6440.0
5924,6475.0
5925,6211.0
5926,5949.0
5927,5584.0
5928,5587.0
5929,5825.0
5930,5701.0
5931,5634.0
5932,5428.0
5933,5285.0
5934,5990.0
5935,6751.0
5936,7093.0
5937,7100.0
5938,7253.0
5939,7479.0
5940,7041.0
5941,7113.0
5942,6988.0
5943,6919.0
5944,6801.0
5945,6681.0
5946,6721.0
5947,6526.0
5948,6544.0
5949,6205.0
5950,5986.0
5951,5630.0
5952,5892.0
5953,5867.0
5954,6152.0
5955,6072.0
5956,5646.0
5957,5573.0
5958,5964.0
5959,6579.0
5960,6928.0
5961,7035.0
5962,7227.0
5963,7508.0
5964,7018.0
5965,7036.0
5966,6975.0
5967,6871.0
5968,6750.0
5969,6672.0
5970,6719.0
5971,6634.0
5972,6539.0
5973,6158.0
5974,5942.0
5975,5549.0
5976,5588.0
5977,6310.0
5978,6253.0
5979,6119.0
5980,5926.0
5981,5822.0
5982,6011.0
5983,6757.0
5984,7111.0
5985,7213.0
5986,7436.0
5987,7614.0
5988,7064.0
5989,7119.0
5990,7294.0
5991,7369.0
5992,7300.0
5993,7254.0
5994,6605.0
5995,6415.0
5996,6406.0
5997,6138.0
5998,5946.0
5999,5588.0
6000,5349.0
6001,6034.0
6002,6278.0
6003,6151.0
6004,6021.0
6005,6107.0
6006,6373.0
6007,6220.0
6008,6253.0
6009,5866.0
6010,5880.0
6011,6271.0
6012,6255.0
6013,6934.0
6014,7146.0
6015,7079.0
6016,6967.0
6017,6432.0
6018,5606.0
6019,5604.0
6020,5680.0
6021,5456.0
6022,5330.0
6023,5130.0
6024,5460.0
6025,6128.0
6026,6105.0
6027,5938.0
6028,5705.0
6029,5681.0
6030,5792.0
6031,5757.0
6032,5927.0
6033,6062.0
6034,6252.0
6035,6430.0
6036,6751.0
6037,6601.0
6038,6480.0
6039,6432.0
6040,6466.0
6041,5754.0
6042,5425.0
6043,5517.0
6044,5613.0
6045,5388.0
6046,5301.0
6047,5028.0
6048,5780.0
6049,6057.0
6050,6174.0
6051,6107.0
6052,6016.0
6053,6215.0
6054,5964.0
6055,6562.0
6056,6892.0
6057,7046.0
6058,7187.0
6059,7508.0
6060,7023.0
6061,7160.0
6062,7126.0
6063,6982.0
6064,6858.0
6065,6751.0
6066,6789.0
6067,6640.0
6068,6670.0
6069,6249.0
6070,6011.0
6071,5618.0
6072,5527.0
6073,6151.0
6074,6301.0
6075,6365.0
6076,6215.0
6077,6396.0
6078,6140.0
6079,6718.0
6080,7032.0
6081,7072.0
6082,7261.0
6083,7511.0
6084,7078.0
6085,7196.0
6086,7145.0
6087,7050.0
6088,6944.0
6089,6800.0
6090,6764.0
6091,6613.0
6092,6645.0
6093,6268.0
6094,6011.0
6095,5704.0
6096,5944.0
6097,6278.0
6098,6549.0
6099,6425.0
6100,6315.0
6101,6033.0
6102,6151.0
6103,6882.0
6104,7123.0
6105,7184.0
6106,7352.0
6107,7661.0
6108,7229.0
6109,7307.0
6110,7234.0
6111,7136.0
6112,7066.0
6113,6961.0
6114,6932.0
6115,6831.0
6116,6779.0
6117,6370.0
6118,6081.0
6119,5724.0
6120,6076.0
6121,6255.0
6122,6352.0
6123,6244.0
6124,6119.0
6125,5824.0
6126,6155.0
6127,6907.0
6128,7293.0
6129,7367.0
6130,7538.0
6131,7744.0
6132,7299.0
6133,7376.0
6134,7359.0
6135,7348.0
6136,7286.0
6137,7195.0
6138,7241.0
6139,7066.0
6140,6796.0
6141,6340.0
6142,6117.0
6143,6454.0
6144,6020.0
6145,6386.0
6146,6349.0
6147,6359.0
6148,6172.0
6149,6155.0
6150,6340.0
6151,6994.0
6152,7367.0
6153,7461.0
6154,7620.0
6155,7784.0
6156,7291.0
6157,7277.0
6158,7157.0
6159,7309.0
6160,7093.0
6161,7033.0
6162,6710.0
6163,6667.0
6164,6566.0
6165,6385.0
6166,6333.0
6167,5839.0
6168,6227.0
6169,6564.0
6170,6564.0
6171,6403.0
6172,6166.0
6173,6204.0
6174,6431.0
6175,6559.0
6176,5802.0
6177,5834.0
6178,5927.0
6179,6471.0
6180,6640.0
6181,6692.0
6182,7065.0
6183,7025.0
6184,6538.0
6185,6056.0
6186,5831.0
6187,5725.0
6188,5752.0
6189,5534.0
6190,5449.0
6191,5215.0
6192,5422.0
6193,5944.0
6194,6016.0
6195,6004.0
6196,5892.0
6197,5772.0
6198,5942.0
6199,5920.0
6200,6021.0
6201,6287.0
6202,6518.0
6203,6747.0
6204,6848.0
6205,6699.0
6206,6577.0
6207,6493.0
6208,6615.0
6209,6480.0
6210,5741.0
6211,5667.0
6212,5669.0
6213,5729.0
6214,5875.0
6215,5894.0
6216,6212.0
6217,6264.0
6218,6231.0
6219,6125.0
6220,6091.0
6221,6158.0
6222,6013.0
6223,6537.0
6224,6898.0
6225,6951.0
6226,7055.0
6227,7351.0
6228,6972.0
6229,7080.0
6230,7012.0
6231,6910.0
6232,6829.0
6233,6725.0
6234,6782.0
6235,6730.0
6236,6680.0
6237,6241.0
6238,5947.0
6239,5826.0
6240,6008.0
6241,6177.0
6242,6220.0
6243,6048.0
6244,5848.0
6245,6173.0
6246,6299.0
6247,6895.0
6248,7243.0
6249,7300.0
6250,7481.0
6251,7732.0
6252,7276.0
6253,7360.0
6254,7284.0
6255,7220.0
6256,7113.0
6257,6973.0
6258,6947.0
6259,6933.0
6260,6777.0
6261,6377.0
6262,6090.0
6263,5684.0
6264,5838.0
6265,5820.0
6266,5852.0
6267,5898.0
6268,5777.0
6269,6000.0
6270,6365.0
6271,6896.0
6272,7217.0
6273,7312.0
6274,7470.0
6275,7688.0
6276,7295.0
6277,7699.0
6278,7731.0
6279,7697.0
6280,7607.0
6281,7105.0
6282,6959.0
6283,6876.0
6284,6825.0
6285,6404.0
6286,6171.0
6287,5909.0
6288,5835.0
6289,6019.0
6290,6131.0
6291,6026.0
6292,5793.0
6293,5809.0
6294,6187.0
6295,6860.0
6296,7131.0
6297,7167.0
6298,7380.0
6299,7615.0
6300,7209.0
6301,7291.0
6302,7255.0
6303,7212.0
6304,7119.0
6305,6886.0
6306,6917.0
6307,6904.0
6308,6766.0
6309,6350.0
6310,6042.0
6311,5926.0
6312,5884.0
6313,6205.0
6314,6181.0
6315,6085.0
6316,5872.0
6317,6205.0
6318,6222.0
6319,6845.0
6320,7157.0
6321,7288.0
6322,7474.0
6323,7780.0
6324,7351.0
6325,7360.0
6326,7287.0
6327,7193.0
6328,7035.0
6329,6977.0
6330,7006.0
6331,7013.0
6332,6658.0
6333,6233.0
6334,5973.0
6335,5599.0
6336,5727.0
6337,5688.0
6338,5675.0
6339,5889.0
6340,5836.0
6341,5888.0
6342,6015.0
6343,5628.0
6344,5689.0
6345,5753.0
6346,5882.0
6347,5878.0
6348,5799.0
6349,5707.0
6350,5556.0
6351,5543.0
6352,5724.0
6353,5846.0
6354,5910.0
6355,6069.0
6356,5901.0
6357,5558.0
6358,5419.0
6359,5452.0
6360,5613.0
6361,5843.0
6362,5987.0
6363,5862.0
6364,5722.0
6365,5624.0
6366,5836.0
6367,5908.0
6368,5819.0
6369,5619.0
6370,5759.0
6371,5957.0
6372,6159.0
6373,6504.0
6374,6533.0
6375,6555.0
6376,6617.0
6377,6570.0
6378,5882.0
6379,6060.0
6380,5985.0
6381,6121.0
6382,5706.0
6383,5225.0
6384,5741.0
6385,5978.0
6386,6211.0
6387,6169.0
6388,6104.0
6389,6550.0
6390,6889.0
6391,7010.0
6392,7357.0
6393,7486.0
6394,7656.0
6395,7792.0
6396,7313.0
6397,7270.0
6398,7107.0
6399,6969.0
6400,6931.0
6401,6813.0
6402,6881.0
6403,6982.0
6404,6782.0
6405,6355.0
6406,6015.0
6407,5717.0
6408,6346.0
6409,6455.0
6410,6547.0
6411,6492.0
6412,6362.0
6413,6545.0
6414,6616.0
6415,7117.0
6416,7316.0
6417,7292.0
6418,7335.0
6419,7526.0
6420,7194.0
6421,7389.0
6422,7317.0
6423,7230.0
6424,7094.0
6425,6823.0
6426,6693.0
6427,6819.0
6428,6696.0
6429,6454.0
6430,6218.0
6431,6219.0
6432,6277.0
6433,6279.0
6434,6418.0
6435,6485.0
6436,6420.0
6437,5874.0
6438,6375.0
6439,7160.0
6440,7317.0
6441,7285.0
6442,7317.0
6443,7475.0
6444,7023.0
6445,6986.0
6446,6902.0
6447,6797.0
6448,6740.0
6449,6611.0
6450,6720.0
6451,6820.0
6452,6715.0
6453,6304.0
6454,6014.0
6455,5625.0
6456,5519.0
6457,5795.0
6458,6147.0
6459,6243.0
6460,5938.0
6461,5766.0
6462,6336.0
6463,7066.0
6464,7328.0
6465,7262.0
6466,7312.0
6467,7451.0
6468,7038.0
6469,7028.0
6470,6954.0
6471,6851.0
6472,6774.0
6473,6676.0
6474,6766.0
6475,6921.0
6476,6748.0
6477,6302.0
6478,6000.0
6479,5600.0
6480,5364.0
6481,5493.0
6482,6027.0
6483,6179.0
6484,6116.0
6485,6099.0
6486,6271.0
6487,7018.0
6488,7277.0
6489,7229.0
6490,7302.0
6491,7414.0
6492,6934.0
6493,6910.0
6494,6817.0
6495,6819.0
6496,6702.0
6497,6526.0
6498,6625.0
6499,6783.0
6500,6486.0
6501,6110.0
6502,5874.0
6503,5573.0
6504,5935.0
6505,6613.0
6506,6656.0
6507,6500.0
6508,6346.0
6509,6419.0
6510,6486.0
6511,6296.0
6512,5992.0
6513,5992.0
6514,6141.0
6515,6242.0
6516,6165.0
6517,6152.0
6518,6672.0
6519,6671.0
6520,6392.0
6521,5809.0
6522,5902.0
6523,6027.0
6524,5809.0
6525,5566.0
6526,5476.0
6527,5220.0
6528,5056.0
6529,5264.0
6530,5547.0
6531,5864.0
6532,5860.0
6533,5839.0
6534,5581.0
6535,5417.0
6536,5403.0
6537,6215.0
6538,6028.0
6539,5929.0
6540,5431.0
6541,5754.0
6542,5841.0
6543,5939.0
6544,5865.0
6545,5708.0
6546,5775.0
6547,6013.0
6548,5809.0
6549,5588.0
6550,5443.0
6551,5353.0
6552,5507.0
6553,5569.0
6554,5641.0
6555,5666.0
6556,5634.0
6557,5676.0
6558,6142.0
6559,6886.0
6560,7348.0
6561,7514.0
6562,7698.0
6563,7873.0
6564,7473.0
6565,7499.0
6566,7434.0
6567,7420.0
6568,7283.0
6569,7063.0
6570,7107.0
6571,7257.0
6572,6877.0
6573,6460.0
6574,6190.0
6575,6080.0
6576,5712.0
6577,5809.0
6578,5712.0
6579,5606.0
6580,5494.0
6581,5836.0
6582,6481.0
6583,7180.0
6584,7454.0
6585,7405.0
6586,7500.0
6587,7592.0
6588,7133.0
6589,7091.0
6590,7131.0
6591,7036.0
6592,6899.0
6593,6878.0
6594,7058.0
6595,7192.0
6596,6814.0
6597,6402.0
6598,6090.0
6599,5745.0
6600,5634.0
6601,5605.0
6602,5588.0
6603,5529.0
6604,5379.0
6605,5961.0
6606,6398.0
6607,7173.0
6608,7450.0
6609,7459.0
6610,7560.0
6611,7681.0
6612,7259.0
6613,7207.0
6614,7061.0
6615,7024.0
6616,6910.0
6617,6796.0
6618,6917.0
6619,7033.0
6620,6750.0
6621,6367.0
6622,6159.0
6623,5777.0
6624,5777.0
6625,5780.0
6626,6085.0
6627,6038.0
6628,6022.0
6629,6360.0
6630,6464.0
6631,7123.0
6632,7426.0
6633,7391.0
6634,7490.0
6635,7554.0
6636,7049.0
6637,7071.0
6638,6972.0
6639,6874.0
6640,6728.0
6641,6600.0
6642,6750.0
6643,7009.0
6644,6745.0
6645,6337.0
6646,6094.0
6647,5748.0
6648,5556.0
6649,5769.0
6650,5811.0
6651,5944.0
6652,5838.0
6653,5517.0
6654,6316.0
6655,7053.0
6656,7350.0
6657,7365.0
6658,7415.0
6659,7405.0
6660,6935.0
6661,6915.0
6662,6772.0
6663,6631.0
6664,6592.0
6665,6492.0
6666,6616.0
6667,6803.0
6668,6544.0
6669,6256.0
6670,6106.0
6671,5987.0
6672,5605.0
6673,5670.0
6674,5433.0
6675,5105.0
6676,5374.0
6677,5622.0
6678,5257.0
6679,5312.0
6680,5600.0
6681,5844.0
6682,5944.0
6683,5994.0
6684,6132.0
6685,6077.0
6686,6102.0
6687,6012.0
6688,5776.0
6689,5629.0
6690,5835.0
6691,6038.0
6692,5784.0
6693,5525.0
6694,5687.0
6695,5633.0
6696,5475.0
6697,5416.0
6698,5355.0
6699,5311.0
6700,5297.0
6701,5198.0
6702,5184.0
6703,4967.0
6704,5263.0
6705,6059.0
6706,6734.0
6707,6947.0
6708,6993.0
6709,6828.0
6710,6685.0
6711,6576.0
6712,6376.0
6713,6423.0
6714,5696.0
6715,5938.0
6716,5721.0
6717,5515.0
6718,5576.0
6719,5576.0
6720,5606.0
6721,5542.0
6722,5529.0
6723,5465.0
6724,5494.0
6725,5802.0
6726,6073.0
6727,6856.0
6728,7232.0
6729,7372.0
6730,7538.0
6731,7625.0
6732,7098.0
6733,7082.0
6734,7024.0
6735,6879.0
6736,6793.0
6737,6622.0
6738,6803.0
6739,6991.0
6740,6645.0
6741,6210.0
6742,5955.0
6743,5559.0
6744,5359.0
6745,5470.0
6746,5597.0
6747,5529.0
6748,5362.0
6749,5460.0
6750,6177.0
6751,6958.0
6752,7307.0
6753,7331.0
6754,7419.0
6755,7523.0
6756,7033.0
6757,7013.0
6758,6972.0
6759,6852.0
6760,6770.0
6761,6684.0
6762,6842.0
6763,7006.0
6764,6643.0
6765,6258.0
6766,6006.0
6767,5755.0
6768,5359.0
6769,5306.0
6770,5386.0
6771,5350.0
6772,5269.0
6773,5640.0
6774,6148.0
6775,6941.0
6776,7331.0
6777,7388.0
6778,7489.0
6779,7594.0
6780,7278.0
6781,7260.0
6782,6992.0
6783,6834.0
6784,6788.0
6785,6754.0
6786,6945.0
6787,7058.0
6788,6693.0
6789,6292.0
6790,6178.0
6791,5844.0
6792,5481.0
6793,5406.0
6794,5363.0
6795,5343.0
6796,5300.0
6797,5431.0
6798,6166.0
6799,6939.0
6800,7262.0
6801,7348.0
6802,7541.0
6803,7680.0
6804,7184.0
6805,7220.0
6806,7115.0
6807,7007.0
6808,6869.0
6809,6740.0
6810,6949.0
6811,7079.0
6812,6747.0
6813,6279.0
6814,6035.0
6815,5789.0
6816,5753.0
6817,5705.0
6818,5557.0
6819,5584.0
6820,5553.0
6821,5833.0
6822,6418.0
6823,7039.0
6824,7370.0
6825,7366.0
6826,7397.0
6827,7448.0
6828,7054.0
6829,7025.0
6830,6825.0
6831,6627.0
6832,6524.0
6833,6515.0
6834,6729.0
6835,6889.0
6836,6509.0
6837,6134.0
6838,6116.0
6839,5925.0
6840,6063.0
6841,5750.0
6842,5744.0
6843,5795.0
6844,5853.0
6845,5907.0
6846,5554.0
6847,5473.0
6848,5723.0
6849,6246.0
6850,6410.0
6851,6918.0
6852,7073.0
6853,7074.0
6854,6990.0
6855,6807.0
6856,6661.0
6857,6303.0
6858,6039.0
6859,6240.0
6860,5976.0
6861,5663.0
6862,5880.0
6863,5861.0
6864,5812.0
6865,5834.0
6866,5811.0
6867,5770.0
6868,5725.0
6869,5712.0
6870,5678.0
6871,5650.0
6872,5685.0
6873,6084.0
6874,6595.0
6875,6654.0
6876,6631.0
6877,6486.0
6878,6282.0
6879,6231.0
6880,6265.0
6881,6010.0
6882,5903.0
6883,6085.0
6884,5926.0
6885,5768.0
6886,5880.0
6887,6244.0
6888,5779.0
6889,5836.0
6890,5992.0
6891,6032.0
6892,6028.0
6893,6114.0
6894,6214.0
6895,6956.0
6896,7283.0
6897,7231.0
6898,7303.0
6899,7511.0
6900,7135.0
6901,7201.0
6902,7052.0
6903,6876.0
6904,6695.0
6905,6669.0
6906,6907.0
6907,7018.0
6908,6603.0
6909,6229.0
6910,5996.0
6911,5774.0
6912,5392.0
6913,5471.0
6914,5674.0
6915,5648.0
6916,5593.0
6917,5734.0
6918,6325.0
6919,7101.0
6920,7356.0
6921,7353.0
6922,7404.0
6923,7503.0
6924,7046.0
6925,7027.0
6926,6913.0
6927,6777.0
6928,6705.0
6929,6661.0
6930,6902.0
6931,7031.0
6932,6611.0
6933,6256.0
6934,6009.0
6935,5751.0
6936,5580.0
6937,5668.0
6938,5741.0
6939,5717.0
6940,5807.0
6941,5916.0
6942,6387.0
6943,7143.0
6944,7410.0
6945,7382.0
6946,7429.0
6947,7517.0
6948,7116.0
6949,7079.0
6950,6927.0
6951,6834.0
6952,6761.0
6953,6700.0
6954,6978.0
6955,7091.0
6956,6730.0
6957,6293.0
6958,6058.0
6959,5643.0
6960,5377.0
6961,5252.0
6962,5452.0
6963,5422.0
6964,5386.0
6965,5566.0
6966,6323.0
6967,7088.0
6968,7392.0
6969,7392.0
6970,7420.0
6971,7520.0
6972,7045.0
6973,6991.0
6974,6925.0
6975,6799.0
6976,6687.0
6977,6667.0
6978,6994.0
6979,7147.0
6980,6790.0
6981,6344.0
6982,6091.0
6983,5741.0
6984,5347.0
6985,5447.0
6986,5678.0
6987,5641.0
6988,5405.0
6989,5734.0
6990,6309.0
6991,7124.0
6992,7434.0
6993,7440.0
6994,7572.0
6995,7635.0
6996,7179.0
6997,7051.0
6998,6893.0
6999,6779.0
7000,6608.0
7001,6654.0
7002,6977.0
7003,7121.0
7004,6715.0
7005,6306.0
7006,6033.0
7007,5772.0
7008,5430.0
7009,5308.0
7010,5193.0
7011,5125.0
7012,5102.0
7013,5009.0
7014,5213.0
7015,5438.0
7016,5772.0
7017,6051.0
7018,6108.0
7019,6129.0
7020,6512.0
7021,6770.0
7022,6689.0
7023,6573.0
7024,6094.0
7025,5778.0
7026,6178.0
7027,6324.0
7028,5988.0
7029,5810.0
7030,5718.0
7031,5785.0
7032,5527.0
7033,5569.0
7034,5669.0
7035,5635.0
7036,5823.0
7037,5639.0
7038,5435.0
7039,5381.0
7040,5735.0
7041,6125.0
7042,6548.0
7043,6606.0
7044,6823.0
7045,6654.0
7046,6526.0
7047,6403.0
7048,6507.0
7049,6043.0
7050,6077.0
7051,6383.0
7052,6076.0
7053,5810.0
7054,5585.0
7055,5695.0
7056,5853.0
7057,6010.0
7058,6168.0
7059,6337.0
7060,6323.0
7061,6489.0
7062,6604.0
7063,7451.0
7064,7785.0
7065,7741.0
7066,7748.0
7067,7798.0
7068,7296.0
7069,7224.0
7070,7085.0
7071,7003.0
7072,6938.0
7073,6904.0
7074,7343.0
7075,7471.0
7076,7005.0
7077,6548.0
7078,6268.0
7079,6186.0
7080,5955.0
7081,6189.0
7082,6167.0
7083,6245.0
7084,6116.0
7085,6001.0
7086,6674.0
7087,7562.0
7088,7851.0
7089,7738.0
7090,7703.0
7091,7766.0
7092,7300.0
7093,7274.0
7094,7106.0
7095,6984.0
7096,6943.0
7097,6890.0
7098,7313.0
7099,7392.0
7100,6909.0
7101,6554.0
7102,6245.0
7103,5984.0
7104,5478.0
7105,5746.0
7106,5942.0
7107,5922.0
7108,5846.0
7109,6038.0
