,Actual Total Load [MW] - Germany (DE)
3616,54792.75
3617,55764.5
3618,55691.75
3619,54592.25
3620,53580.25
3621,51934.0
3622,48122.0
3623,45189.0
3624,42849.5
3625,41919.75
3626,41839.25
3627,42821.0
3628,44879.25
3629,51247.5
3630,56777.5
3631,59846.5
3632,62076.0
3633,63494.25
3634,64245.75
3635,63520.25
3636,62315.75
3637,60987.5
3638,60490.5
3639,59161.0
3640,59423.5
3641,59031.25
3642,58090.25
3643,55843.5
3644,53807.25
3645,51430.75
3646,47974.0
3647,44926.25
3648,43059.5
3649,41864.0
3650,41513.0
3651,41422.25
3652,41462.25
3653,43765.75
3654,47011.75
3655,50677.0
3656,53575.25
3657,55414.25
3658,56420.5
3659,55765.25
3660,53929.0
3661,52336.25
3662,51414.25
3663,50766.5
3664,50923.0
3665,51323.5
3666,50482.25
3667,48831.5
3668,47270.25
3669,46179.25
3670,43232.5
3671,40744.5
3672,38890.75
3673,37663.0
3674,37010.25
3675,36702.0
3676,36380.25
3677,37375.25
3678,39632.5
3679,43083.75
3680,46092.75
3681,48361.5
3682,50700.75
3683,50399.25
3684,48499.5
3685,47401.75
3686,46620.75
3687,46318.25
3688,47093.25
3689,48400.25
3690,48942.5
3691,48722.0
3692,48158.25
3693,48560.25
3694,45350.75
3695,42658.75
3696,41056.5
3697,40339.5
3698,40604.25
3699,42033.5
3700,45333.0
3701,53954.25
3702,60499.0
3703,63998.25
3704,65332.75
3705,66922.0
3706,68374.0
3707,68352.0
3708,67451.0
3709,66951.75
3710,66027.75
3711,64744.5
3712,64457.25
3713,63984.75
3714,63328.0
3715,61428.0
3716,59011.0
3717,56495.5
3718,51793.75
3719,48328.75
3720,46445.0
3721,45268.25
3722,45514.25
3723,46428.75
3724,49151.0
3725,56788.5
3726,63387.75
3727,66524.75
3728,67263.25
3729,68677.5
3730,69961.75
3731,69448.25
3732,68695.0
3733,67747.25
3734,66761.0
3735,65325.75
3736,64756.75
3737,64055.75
3738,63356.25
3739,61194.0
3740,59032.75
3741,56506.25
3742,51906.0
3743,48995.75
3744,47304.5
3745,46012.0
3746,45992.5
3747,46972.75
3748,49757.5
3749,57455.75
3750,63570.5
3751,67026.75
3752,67938.0
3753,69365.0
3754,70585.75
3755,70113.5
3756,70234.5
3757,68950.0
3758,67595.0
3759,65998.25
3760,65805.75
3761,65149.25
3762,64310.0
3763,62343.75
3764,60126.0
3765,57694.0
3766,53410.25
3767,50070.5
3768,47719.25
3769,46385.0
3770,46085.75
3771,46700.25
3772,49552.5
3773,57318.75
3774,63213.0
3775,66716.25
3776,67442.0
3777,68832.5
3778,70242.5
3779,70032.5
3780,69250.5
3781,67987.75
3782,67325.75
3783,66351.75
3784,66023.25
3785,65547.75
3786,64897.0
3787,62406.5
3788,59914.0
3789,56893.75
3790,52844.5
3791,49917.0
3792,47546.25
3793,46081.25
3794,46397.5
3795,46812.75
3796,49523.5
3797,57183.0
3798,63251.25
3799,66340.5
3800,67257.25
3801,68959.25
3802,70504.75
3803,69737.75
3804,68115.0
3805,66141.0
3806,64561.25
3807,63746.25
3808,64071.75
3809,63334.0
3810,62310.0
3811,59615.75
3812,57188.25
3813,55023.25
3814,51268.25
3815,48290.25
3816,45868.0
3817,44027.0
3818,43199.25
3819,43123.75
3820,43004.5
3821,45376.5
3822,49812.5
3823,54033.0
3824,56585.75
3825,57786.25
3826,58466.25
3827,57500.0
3828,55775.5
3829,54550.5
3830,53823.75
3831,52950.25
3832,53610.25
3833,53701.5
3834,53143.0
3835,51122.25
3836,49325.5
3837,48081.5
3838,45268.0
3839,42271.0
3840,39908.75
3841,38729.0
3842,37957.5
3843,37733.0
3844,37197.5
3845,38277.5
3846,40815.5
3847,44192.5
3848,46690.0
3849,49191.75
3850,51610.0
3851,51770.25
3852,49643.25
3853,48702.0
3854,48492.75
3855,48329.0
3856,49077.25
3857,50514.75
3858,50918.75
3859,50401.0
3860,49735.75
3861,49887.0
3862,46965.5
3863,44261.5
3864,43144.0
3865,42335.5
3866,42487.25
3867,43602.5
3868,46864.25
3869,55685.5
3870,62629.0
3871,66529.5
3872,68000.0
3873,69205.0
3874,70736.25
3875,70288.75
3876,70325.0
3877,69234.75
3878,68534.5
3879,67404.25
3880,67160.5
3881,66739.0
3882,65646.0
3883,62810.5
3884,60096.25
3885,57091.5
3886,53078.75
3887,49817.0
3888,47836.75
3889,46658.0
3890,46152.5
3891,46990.25
3892,50196.0
3893,57943.25
3894,63804.5
3895,66854.25
3896,67429.0
3897,68441.5
3898,69784.5
3899,69337.5
3900,68839.25
3901,68024.0
3902,67498.0
3903,65896.0
3904,65427.25
3905,65018.5
3906,64333.25
3907,61803.25
3908,59168.0
3909,55925.0
3910,51498.0
3911,47795.25
3912,46312.0
3913,45314.0
3914,45503.25
3915,46386.25
3916,49586.5
3917,57857.0
3918,63462.75
3919,66476.5
3920,67703.0
3921,69427.75
3922,70110.0
3923,69131.0
3924,68431.0
3925,67644.75
3926,67055.0
3927,65689.75
3928,65333.5
3929,64788.75
3930,64012.0
3931,61194.75
3932,58626.25
3933,55868.0
3934,51748.5
3935,48446.5
3936,46542.75
3937,45509.0
3938,45114.75
3939,45862.25
3940,48869.5
3941,57048.75
3942,62984.0
3943,66380.0
3944,67299.5
3945,68990.25
3946,69516.75
3947,68803.5
3948,68011.5
3949,66949.0
3950,66596.5
3951,65350.75
3952,65437.0
3953,65175.5
3954,64304.0
3955,61624.0
3956,59128.5
3957,56582.0
3958,52071.0
3959,48778.5
3960,46638.75
3961,45417.5
3962,45178.0
3963,46116.25
3964,49407.75
3965,56988.5
3966,62928.75
3967,66254.5
3968,67060.5
3969,68498.0
3970,69665.5
3971,68644.75
3972,67041.5
3973,65414.5
3974,64212.5
3975,62873.0
3976,62545.0
3977,62094.5
3978,60981.25
3979,58049.5
3980,55752.75
3981,53809.75
3982,50039.5
3983,45796.0
3984,43864.0
3985,42804.25
3986,42364.75
3987,41901.0
3988,42020.25
3989,44144.0
3990,47979.75
3991,52486.0
3992,55079.25
3993,56597.5
3994,57592.75
3995,56956.75
3996,55100.25
3997,52935.0
3998,52038.25
3999,51756.75
4000,52368.5
4001,52643.5
4002,51771.5
4003,49478.75
4004,47908.25
4005,47165.25
4006,44415.75
4007,41885.5
4008,39964.25
4009,38261.5
4010,37469.0
4011,37297.75
4012,36641.0
4013,37935.75
4014,40644.0
4015,44143.0
4016,47334.5
4017,49962.25
4018,51871.25
4019,51350.25
4020,49768.5
4021,48564.5
4022,48011.5
4023,48138.5
4024,48287.5
4025,48163.75
4026,48932.75
4027,48260.5
4028,48071.5
4029,48308.25
4030,45223.75
4031,43013.0
4032,41715.25
4033,41003.75
4034,41506.0
4035,42427.75
4036,46018.75
4037,55169.0
4038,61994.5
4039,65817.5
4040,66772.75
4041,68626.75
4042,69921.0
4043,70113.75
4044,69437.5
4045,68518.75
4046,67570.0
4047,66036.5
4048,65905.25
4049,65323.0
4050,64137.0
4051,61279.75
4052,58591.0
4053,56203.25
4054,51911.0
4055,48532.5
4056,46496.5
4057,45638.25
4058,45908.0
4059,47282.25
4060,50331.25
4061,59048.0
4062,64920.75
4063,68293.75
4064,69085.75
4065,70464.25
4066,72002.25
4067,71006.75
4068,70254.0
4069,69567.0
4070,68634.5
4071,67245.25
4072,67057.75
4073,66328.0
4074,65180.25
4075,62190.0
4076,59380.75
4077,56985.0
4078,52976.25
4079,49368.0
4080,47443.0
4081,46341.0
4082,46255.75
4083,47278.0
4084,50051.0
4085,58286.75
4086,64086.0
4087,67324.0
4088,68841.25
4089,70426.5
4090,71451.5
4091,70713.5
4092,70440.0
4093,69319.75
4094,68392.5
4095,67092.0
4096,66905.75
4097,66226.0
4098,65153.5
4099,62936.75
4100,59538.5
4101,57253.75
4102,53110.0
4103,49790.5
4104,47625.5
4105,46183.25
4106,46151.0
4107,46858.25
4108,49736.5
4109,57935.0
4110,64143.75
4111,68194.5
4112,69563.75
4113,71679.5
4114,73110.5
4115,72391.75
4116,71572.5
4117,70699.0
4118,69522.25
4119,68608.25
4120,68168.25
4121,67307.25
4122,65983.75
4123,62825.0
4124,59648.75
4125,57611.25
4126,53532.5
4127,49627.75
4128,47512.0
4129,46580.0
4130,46870.25
4131,47787.25
4132,50389.0
4133,57818.0
4134,63444.0
4135,67161.25
4136,68527.25
4137,69560.75
4138,69905.5
4139,69082.0
4140,67887.75
4141,66600.0
4142,65676.75
4143,64434.0
4144,64379.25
4145,63363.0
4146,62328.0
4147,59437.0
4148,56370.5
4149,54165.25
4150,50476.0
4151,46889.75
4152,45152.5
4153,43751.5
4154,43524.25
4155,43239.0
4156,43011.75
4157,45042.75
4158,48545.5
4159,52440.25
4160,55324.0
4161,57244.25
4162,58382.25
4163,57277.25
4164,55220.0
4165,53482.25
4166,52590.25
4167,51971.25
4168,52516.75
4169,52402.25
4170,51498.75
4171,48267.25
4172,46160.0
4173,46232.0
4174,43887.0
4175,40803.25
4176,39059.25
4177,37864.75
4178,37407.5
4179,37167.0
4180,36558.5
4181,37120.75
4182,39437.0
4183,42569.25
4184,45685.25
4185,47839.75
4186,50312.0
4187,49952.5
4188,48323.0
4189,47362.0
4190,47036.75
4191,46489.25
4192,47951.75
4193,49397.75
4194,49664.0
4195,48560.25
4196,47872.25
4197,48115.0
4198,45029.5
4199,42736.5
4200,41545.0
4201,40773.5
4202,41435.25
4203,42932.25
4204,46325.25
4205,55153.5
4206,61896.75
4207,65308.75
4208,66413.5
4209,67358.25
4210,68737.5
4211,68606.75
4212,67962.5
4213,66421.0
4214,65361.5
4215,64443.75
4216,64081.0
4217,63983.5
4218,63291.0
4219,60972.25
4220,58145.75
4221,55994.75
4222,51343.25
4223,47579.5
4224,45889.25
4225,44623.0
4226,44723.0
4227,45763.0
4228,48532.0
4229,56416.5
4230,62654.5
4231,65951.75
4232,66644.0
4233,67737.75
4234,69030.0
4235,68470.0
4236,67785.5
4237,66434.75
4238,65500.5
4239,64759.75
4240,64508.75
4241,63951.75
4242,63068.5
4243,60532.0
4244,57711.75
4245,55670.0
4246,51394.5
4247,48195.25
4248,46196.75
4249,45030.25
4250,45195.0
4251,46173.0
4252,49346.75
4253,56760.25
4254,62726.75
4255,66124.5
4256,66960.25
4257,68384.25
4258,69888.75
4259,69465.25
4260,68582.5
4261,67014.0
4262,65717.0
4263,63770.5
4264,62720.5
4265,62881.5
4266,62260.5
4267,60145.0
4268,57308.0
4269,55185.5
4270,50922.75
4271,48344.5
4272,46552.5
4273,45334.75
4274,45118.25
4275,46059.0
4276,49200.75
4277,56196.5
4278,62283.25
4279,65937.25
4280,67258.25
4281,68675.75
4282,69975.5
4283,69383.5
4284,69219.0
4285,68554.5
4286,67516.75
4287,66678.25
4288,66298.25
4289,65495.25
4290,64500.0
4291,61421.25
4292,58504.5
4293,56211.25
4294,52303.25
4295,49048.0
4296,47033.75
4297,45406.0
4298,45600.5
4299,46517.0
4300,49473.75
4301,57040.25
4302,62974.5
4303,66119.5
4304,67067.25
4305,68697.25
4306,69858.0
4307,69125.25
4308,68468.5
4309,67114.5
4310,65551.0
4311,64051.25
4312,63461.25
4313,62807.25
4314,61592.5
4315,58745.75
4316,56123.25
4317,54185.5
4318,50663.5
4319,46961.25
4320,44597.75
4321,43083.75
4322,42402.5
4323,42068.5
4324,41788.5
4325,44169.5
4326,47996.0
4327,52540.75
4328,55859.0
4329,57260.0
4330,57524.75
4331,56673.25
4332,54918.25
4333,53622.5
4334,52866.5
4335,52503.75
4336,52718.25
4337,52523.0
4338,51487.5
4339,49868.5
4340,47839.25
4341,47882.25
4342,45070.0
4343,42346.5
4344,40215.75
4345,38870.5
4346,37833.5
4347,37345.75
4348,36939.75
4349,37568.25
4350,40324.75
4351,44079.25
4352,47158.5
4353,49476.0
4354,51168.25
4355,50842.5
4356,49350.25
4357,47980.0
4358,47345.75
4359,47160.0
4360,47987.0
4361,48935.5
4362,49482.0
4363,49011.25
4364,48286.0
4365,48855.25
4366,46524.5
4367,43829.25
4368,41867.5
4369,40871.75
4370,41148.5
4371,42562.75
4372,45484.5
4373,53705.5
4374,60220.5
4375,64246.0
4376,65726.75
4377,67313.25
4378,69083.5
4379,69155.5
4380,68798.75
4381,67917.5
4382,67041.5
4383,65629.75
4384,65133.75
4385,64242.25
4386,63165.5
4387,60876.75
4388,58138.5
4389,55942.75
4390,51512.5
4391,48692.75
4392,46938.5
4393,45623.5
4394,45716.75
4395,46648.75
4396,49150.5
4397,56558.75
4398,62716.0
4399,66075.0
4400,67213.5
4401,69227.5
4402,70824.5
4403,70092.0
4404,69377.0
4405,68056.0
4406,67423.75
4407,66195.5
4408,65676.75
4409,65212.0
4410,64233.5
4411,61696.5
4412,58982.25
4413,56807.75
4414,52642.25
4415,49177.25
4416,46986.75
4417,45824.5
4418,45884.25
4419,46639.75
4420,49280.0
4421,56608.5
4422,62811.75
4423,66203.5
4424,67528.5
4425,69452.25
4426,71361.75
4427,70948.25
4428,70687.75
4429,69537.5
4430,67777.5
4431,65984.25
4432,65894.5
4433,65605.75
4434,64265.25
4435,61343.75
4436,58956.75
4437,57101.5
4438,52873.75
4439,49504.0
4440,47420.0
4441,45979.0
4442,46071.5
4443,46939.0
4444,49512.5
4445,57035.25
4446,63094.0
4447,66923.5
4448,68855.25
4449,70579.5
4450,71080.0
4451,70150.25
4452,69918.5
4453,68940.0
4454,67722.5
4455,66649.5
4456,66534.0
4457,66010.5
4458,64833.0
4459,62034.75
4460,59471.0
4461,57189.25
4462,53089.75
4463,49751.0
4464,47456.75
4465,46602.25
4466,46777.25
4467,47775.5
4468,50489.0
4469,58044.25
4470,63976.0
4471,66627.0
4472,68548.0
4473,69677.5
4474,71106.25
4475,70906.25
4476,70023.5
4477,67257.5
4478,66253.0
4479,64619.0
4480,64135.75
4481,63063.0
4482,62279.25
4483,59591.75
4484,56411.75
4485,54926.0
4486,51447.75
4487,47791.5
4488,45479.0
4489,44019.0
4490,43386.0
4491,43055.0
4492,42770.5
4493,44876.5
4494,48465.5
4495,52721.75
4496,55613.75
4497,57216.0
4498,58250.0
4499,57242.75
4500,54935.75
4501,53426.75
4502,52721.5
4503,52541.75
4504,52872.25
4505,52829.25
4506,52174.5
4507,50110.75
4508,48197.75
4509,47479.0
4510,44912.0
4511,42010.25
4512,39957.5
4513,38561.0
4514,37707.75
4515,37464.25
4516,37017.75
4517,37828.0
4518,40499.0
4519,44067.25
4520,46860.5
4521,48743.25
4522,50630.0
4523,50546.0
4524,48818.75
4525,47418.75
4526,46880.25
4527,46799.25
4528,47908.25
4529,48614.5
4530,48684.25
4531,48487.75
4532,48069.5
4533,48748.75
4534,45651.25
4535,42979.25
4536,41536.75
4537,40451.25
4538,40878.5
4539,42139.0
4540,45627.25
4541,53649.0
4542,59816.0
4543,64102.25
4544,65305.25
4545,66736.0
4546,68499.75
4547,68996.5
4548,68420.75
4549,67588.5
4550,66894.25
4551,64938.75
4552,64399.0
4553,63916.75
4554,62775.75
4555,59379.75
4556,56879.25
4557,54264.25
4558,49972.5
4559,46737.75
4560,44881.0
4561,43828.0
4562,44076.25
4563,44782.5
4564,47562.5
4565,54721.25
4566,60659.5
4567,64206.25
4568,65195.0
4569,67083.0
4570,68262.0
4571,67859.0
4572,67388.25
4573,65654.0
4574,64892.75
4575,63198.75
4576,62953.75
4577,62295.0
4578,61338.25
4579,58552.25
4580,55942.0
4581,53987.75
4582,49699.75
4583,46390.5
4584,44623.0
4585,43340.25
4586,43458.75
4587,44788.25
4588,47560.25
4589,54834.0
4590,60655.0
4591,64035.25
4592,65213.75
4593,67079.25
4594,68208.0
4595,67263.5
4596,66428.0
4597,65052.5
4598,64515.5
4599,63208.25
4600,62851.5
4601,62379.0
4602,61067.25
4603,58330.5
4604,55758.75
4605,53541.25
4606,49557.0
4607,46190.5
4608,44415.25
4609,43361.25
4610,43533.25
4611,44633.25
4612,47427.25
4613,54722.25
4614,60747.0
4615,64564.25
4616,65864.5
4617,67334.5
4618,68705.25
4619,68146.5
4620,67232.5
4621,66183.75
4622,65284.5
4623,63932.5
4624,63461.0
4625,62734.5
4626,61507.25
4627,59116.25
4628,56580.5
4629,54531.5
4630,50062.75
4631,46841.25
4632,44905.0
4633,43905.25
4634,44032.5
4635,44993.5
4636,47599.5
4637,54722.5
4638,60579.0
4639,64219.5
4640,65393.25
4641,66874.75
4642,68130.5
4643,67683.75
4644,66311.0
4645,64529.25
4646,63525.75
4647,62428.0
4648,61828.5
4649,60598.75
4650,59264.75
4651,56532.25
4652,54049.5
4653,52354.5
4654,48704.0
4655,45874.0
4656,43711.0
4657,42170.25
4658,41724.5
4659,41721.5
4660,41559.0
4661,43583.5
4662,46901.25
4663,50768.5
4664,53945.75
4665,55880.25
4666,56720.25
4667,56009.25
4668,54060.75
4669,52792.5
4670,51739.5
4671,51582.25
4672,51473.5
4673,50755.0
4674,49777.0
4675,47778.75
4676,46082.25
4677,45288.5
4678,42292.25
4679,40284.25
4680,38269.5
4681,36935.0
4682,36659.25
4683,36579.0
4684,36213.25
4685,37289.75
4686,39897.5
4687,43448.25
4688,46433.0
4689,48445.5
4690,50215.25
4691,49864.25
4692,48421.25
4693,47294.0
4694,46682.5
4695,46759.0
4696,46991.0
4697,47275.5
4698,47913.5
4699,47492.75
4700,47049.0
4701,47369.5
4702,44361.5
4703,41768.25
4704,40197.0
4705,39274.5
4706,39171.5
4707,40436.25
4708,43767.25
4709,51837.75
4710,58171.25
4711,62313.0
4712,63944.0
4713,65475.25
4714,66775.25
4715,66369.5
4716,65936.0
4717,64862.5
4718,64016.0
4719,62599.0
4720,62599.5
4721,61877.5
4722,60719.75
4723,58386.75
4724,56045.5
4725,54008.5
4726,49595.25
4727,46398.5
4728,44633.75
4729,43427.75
4730,43443.5
4731,44162.0
4732,46822.25
4733,53680.75
4734,59632.5
4735,63408.5
4736,65088.25
4737,66795.0
4738,68507.5
4739,68077.0
4740,67660.75
4741,66331.5
4742,65332.75
4743,64020.75
4744,63865.25
4745,62998.25
4746,61709.25
4747,59285.5
4748,56919.75
4749,54999.75
4750,50612.5
4751,47248.75
4752,45659.25
4753,44662.0
4754,45135.75
4755,46099.25
4756,48844.5
4757,55222.25
4758,60957.0
4759,64447.25
4760,65742.0
4761,66958.5
4762,68364.75
4763,68332.0
4764,67690.5
4765,66558.0
4766,65441.5
4767,64169.0
4768,63541.25
4769,62802.25
4770,61727.25
4771,59127.75
4772,56916.25
4773,55020.5
4774,50793.25
4775,47504.25
4776,45858.0
4777,44641.0
4778,44467.0
4779,45525.0
4780,47891.5
4781,54118.0
4782,59849.5
4783,63767.75
4784,65294.0
4785,66573.0
4786,67915.25
4787,67649.25
4788,66863.25
4789,65802.5
4790,64812.25
4791,63393.75
4792,62861.75
4793,62357.75
4794,61223.5
4795,58681.0
4796,56877.0
4797,54570.5
4798,50200.0
4799,47002.75
4800,44915.75
4801,43665.5
4802,43842.75
4803,44864.25
4804,47261.5
4805,53845.25
4806,59587.25
4807,63236.5
4808,64747.75
4809,66553.75
4810,67688.5
4811,66346.5
4812,65238.25
4813,64032.25
4814,63098.0
4815,61517.0
4816,61318.25
4817,60297.25
4818,58751.0
4819,55947.0
4820,53899.25
4821,51959.25
4822,48407.75
4823,45515.75
4824,43583.25
4825,41976.5
4826,41274.0
4827,40710.25
4828,40836.25
4829,43093.5
4830,46805.75
4831,50570.75
4832,53430.5
4833,55188.25
4834,55774.0
4835,54929.75
4836,53267.75
4837,51789.5
4838,51066.5
4839,50820.5
4840,51278.25
4841,51056.0
4842,50032.75
4843,47986.5
4844,46889.25
4845,45796.5
4846,43027.0
4847,41169.5
4848,39404.25
4849,38318.0
4850,37789.0
4851,37775.5
4852,37118.75
4853,37526.0
4854,39809.75
4855,42924.75
4856,45718.75
4857,47834.25
4858,49942.5
4859,49613.25
4860,48158.25
4861,47086.75
4862,46748.5
4863,46516.75
4864,47274.75
4865,48403.75
4866,48427.0
4867,47999.0
4868,47839.0
4869,47854.75
4870,45101.25
4871,42811.75
4872,41265.5
4873,40559.5
4874,40527.75
4875,41918.5
4876,45210.0
4877,52552.25
4878,59149.75
4879,63273.5
4880,64770.25
4881,66311.75
4882,67825.75
4883,67544.75
4884,66999.0
4885,65906.5
4886,65011.75
4887,63528.0
4888,62925.75
4889,62379.75
4890,61411.25
4891,59166.25
4892,57069.5
4893,55118.0
4894,50726.25
4895,47540.75
4896,45607.25
4897,44461.25
4898,44414.75
4899,45415.5
4900,48197.0
4901,54752.0
4902,60564.5
4903,64365.5
4904,66080.5
4905,67608.5
4906,69018.75
4907,68642.5
4908,67851.0
4909,66618.5
4910,65596.75
4911,64513.5
4912,63929.25
4913,63183.5
4914,62423.75
4915,60308.5
4916,58403.75
4917,56004.75
4918,51629.5
4919,48948.25
4920,46889.75
4921,45751.5
4922,45688.5
4923,46553.25
4924,49178.5
4925,55759.0
4926,61574.75
4927,65448.25
4928,67142.5
4929,69003.75
4930,70506.5
4931,70011.5
4932,69066.25
4933,67620.75
4934,66388.0
4935,65254.0
4936,64333.75
4937,63903.0
4938,62967.5
4939,60504.25
4940,58636.25
4941,56261.0
4942,52136.25
4943,48745.5
4944,46919.25
4945,45646.0
4946,45490.25
4947,46283.25
4948,48773.0
4949,55369.0
4950,61216.75
4951,65202.25
4952,66956.0
4953,68651.5
4954,70302.25
4955,69635.75
4956,68718.25
4957,67523.5
4958,66705.75
4959,65618.75
4960,64960.0
4961,64242.0
4962,63293.25
4963,60953.0
4964,59225.75
4965,57314.75
4966,52893.0
4967,49749.75
4968,47708.75
4969,46281.5
4970,45958.5
4971,46768.75
4972,49494.25
4973,55726.25
4974,61458.0
4975,65378.5
4976,67241.75
4977,68757.75
4978,69708.75
4979,68936.25
4980,67625.5
4981,65890.75
4982,65159.0
4983,64410.25
4984,64113.75
4985,63302.75
4986,61852.75
4987,58967.75
4988,56522.75
4989,54081.0
4990,51481.75
4991,48602.25
4992,46264.0
4993,44978.25
4994,44189.5
4995,43626.0
4996,44095.5
4997,45905.0
4998,49151.5
4999,52660.25
5000,55835.75
5001,57464.75
5002,58070.5
5003,57286.25
5004,55186.0
5005,53895.0
5006,53606.5
5007,53521.0
5008,53139.5
5009,53008.0
5010,52285.0
5011,50218.0
5012,49117.75
5013,47831.25
5014,44675.25
5015,41895.0
5016,40656.25
5017,39154.75
5018,38556.0
5019,38180.25
5020,38119.25
5021,38655.25
5022,40655.5
5023,43812.75
5024,46140.0
5025,47835.25
5026,50144.25
5027,49993.75
5028,48426.0
5029,47601.0
5030,47119.0
5031,46988.0
5032,47873.0
5033,48645.25
5034,48789.0
5035,48745.75
5036,49218.75
5037,49008.0
5038,46007.75
5039,43877.5
5040,42543.75
5041,41766.5
5042,41864.0
5043,42519.0
5044,45842.25
5045,52860.5
5046,58800.75
5047,62784.75
5048,64798.75
5049,66464.0
5050,67864.75
5051,67592.25
5052,67109.5
5053,66128.75
5054,65259.0
5055,63967.75
5056,63411.5
5057,62661.0
5058,62274.5
5059,59827.5
5060,58370.25
5061,55957.0
5062,51713.0
5063,48776.25
5064,46910.0
5065,45443.0
5066,45286.0
5067,46023.5
5068,48402.25
5069,54669.75
5070,60338.5
5071,64316.0
5072,66232.0
5073,68095.25
5074,69595.5
5075,68768.0
5076,68018.25
5077,66906.5
5078,65886.75
5079,64750.75
5080,64107.75
5081,63584.25
5082,62581.5
5083,60363.5
5084,58826.25
5085,56234.25
5086,52274.75
5087,49050.75
5088,46983.75
5089,46007.5
5090,46063.5
5091,46891.25
5092,49702.5
5093,55858.75
5094,61087.25
5095,64057.0
5096,65570.75
5097,67319.25
5098,69166.0
5099,68851.0
5100,67945.5
5101,66306.0
5102,65366.25
5103,63944.0
5104,63600.25
5105,63107.75
5106,62082.75
5107,59733.5
5108,58614.25
5109,55898.25
5110,51840.25
5111,48780.25
5112,46866.5
5113,45856.0
5114,46126.25
5115,46962.0
5116,49888.25
5117,55676.0
5118,61043.75
5119,64545.5
5120,65846.25
5121,67692.25
5122,68940.75
5123,68275.75
5124,67699.25
5125,66590.75
5126,65897.5
5127,64875.5
5128,64304.0
5129,63657.75
5130,62482.5
5131,59951.75
5132,58759.75
5133,56111.25
5134,51835.5
5135,48730.25
5136,46744.75
5137,45586.25
5138,45633.5
5139,46612.0
5140,49322.0
5141,55410.25
5142,60815.75
5143,64693.75
5144,66608.5
5145,68192.25
5146,69020.0
5147,68204.75
5148,66676.0
5149,65211.0
5150,64106.5
5151,62976.0
5152,62634.0
5153,61939.75
5154,60484.25
5155,57761.5
5156,56340.75
5157,54090.75
5158,50504.25
5159,47379.5
5160,45203.25
5161,43679.0
5162,42946.0
5163,42841.25
5164,43205.75
5165,44739.25
5166,48070.5
5167,51691.75
5168,54800.75
5169,56693.75
5170,57854.0
5171,57435.0
5172,56151.0
5173,54772.0
5174,53928.5
5175,53402.0
5176,53660.25
5177,53713.0
5178,52674.75
5179,50704.25
5180,49802.0
5181,48377.0
5182,45858.0
5183,43419.75
5184,41508.0
5185,40198.25
5186,39414.25
5187,39260.75
5188,39337.75
5189,39489.75
5190,41870.5
5191,44758.5
5192,47220.0
5193,49234.25
5194,50859.0
5195,51080.25
5196,49966.0
5197,48965.25
5198,48252.5
5199,48254.75
5200,49257.25
5201,49767.5
5202,49540.75
5203,49296.0
5204,49677.0
5205,48766.5
5206,45719.75
5207,43465.5
5208,41767.25
5209,40995.25
5210,41164.25
5211,42617.5
5212,46142.5
5213,52943.5
5214,58732.75
5215,62795.25
5216,64586.5
5217,66251.5
5218,67431.25
5219,67171.75
5220,66498.25
5221,65382.0
5222,64681.0
5223,63616.5
5224,63312.25
5225,62851.25
5226,62223.0
5227,59948.75
5228,58688.5
5229,55378.0
5230,51203.25
5231,47897.25
5232,46136.0
5233,44938.0
5234,44797.5
5235,45711.5
5236,48794.75
5237,54938.75
5238,60255.75
5239,63916.0
5240,65864.0
5241,67642.5
5242,69001.25
5243,68782.0
5244,68554.75
5245,67492.75
5246,66035.25
5247,64409.75
5248,64052.25
5249,63239.0
5250,62611.0
5251,60766.5
5252,60077.75
5253,56633.25
5254,52581.25
5255,50232.5
5256,48525.0
5257,47182.75
5258,47468.0
5259,48376.25
5260,50546.0
5261,56730.0
5262,62830.75
5263,66527.25
5264,67771.75
5265,68670.25
5266,70081.5
5267,70013.5
5268,68966.0
5269,68461.75
5270,68094.5
5271,66509.5
5272,65314.0
5273,64250.25
5274,62870.75
5275,59792.75
5276,58244.5
5277,55222.0
5278,51131.0
5279,48750.25
5280,46952.75
5281,45820.5
5282,45666.75
5283,46254.75
5284,49124.5
5285,54935.25
5286,60129.25
5287,63362.75
5288,65153.0
5289,66883.0
5290,68002.25
5291,67930.0
5292,67636.25
5293,67620.0
5294,67233.0
5295,65607.5
5296,65439.75
5297,64905.25
5298,64929.75
5299,62203.25
5300,60122.75
5301,56677.5
5302,53219.75
5303,50264.25
5304,48312.5
5305,47331.0
5306,47157.75
5307,47974.25
5308,51049.25
5309,57280.25
5310,62452.0
5311,65617.5
5312,66699.75
5313,67676.75
5314,68287.75
5315,67577.0
5316,65915.25
5317,63710.25
5318,62594.0
5319,61602.25
5320,61154.75
5321,59899.75
5322,58620.0
5323,56002.75
5324,54601.0
5325,51105.0
5326,48124.75
5327,45557.75
5328,43584.75
5329,42412.0
5330,42360.25
5331,42653.25
5332,43203.5
5333,44521.0
5334,47526.25
5335,51255.5
5336,54035.75
5337,55939.25
5338,57346.75
5339,57036.75
5340,55175.5
5341,53055.25
5342,52132.75
5343,52169.5
5344,52213.0
5345,52039.75
5346,51458.5
5347,49267.5
5348,48606.0
5349,46394.75
5350,43706.25
5351,41147.25
5352,39377.75
5353,38072.5
5354,37335.0
5355,37235.25
5356,37398.0
5357,37471.5
5358,39348.0
5359,42616.75
5360,45776.25
5361,47797.5
5362,49479.25
