,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Onshore
20,1.174624238280964e-10,1.174982124555288e-10,1.174830478146606e-10,1.1717045220731746e-10,1.1717045220731746e-10,1.175029019411659e-10,1.175026075398353e-10,1.1717045220731746e-10,1.1745851549418358e-10,1.1737657136656667e-10
21,1.4523556581887262e-10,1.4528630316571417e-10,1.452650356115834e-10,1.447927316099425e-10,1.447927316099425e-10,1.4529346022494652e-10,1.4529305084269435e-10,1.447927316099425e-10,1.4523935950183053e-10,1.447927316099425e-10
22,1.2643115475190457e-10,1.2647171770901689e-10,1.2644599910308928e-10,1.260937255533898e-10,1.260937255533898e-10,1.2647712423590822e-10,1.264767187036582e-10,1.260937255533898e-10,1.264329688869241e-10,1.2633251465198966e-10
23,1.3114420575791762e-10,1.311859792273822e-10,1.3115753988831562e-10,1.3078179188750958e-10,1.3078179188750958e-10,1.3119175141066842e-10,1.3119140064636924e-10,1.3078179188750958e-10,1.3114613847434195e-10,1.310387506263574e-10
24,1.1808395842189494,23.294744517575605,3.2204715926354783,0.010734905704850526,0.010734905704850526,69.13279018040646,74.71494094028283,0.010734905704850526,1.1808395842189494,0.10734905347271291
25,1.9332586626212176,38.84092403528154,5.448274412398445,0.017575078991626303,0.017575078991626303,95.08117603171611,122.32254809248911,0.017575078991626303,1.9332586626212176,0.017575078991626303
26,1.594460835947924,32.179118683462065,4.348529552074868,0.014495098800196142,0.014495098800196142,53.77681545729894,100.88588560157399,0.014495098800196142,0.8697059106513023,0.014495098800196142
27,2.359648989759793,48.26554751392797,7.507974057890841,0.021451354649512446,0.021451354649512446,75.72328121062662,149.30142697599885,0.021451354649512446,1.0725677227269899,0.021451354649512446
28,2.8424629990965826,57.107665705956336,9.561011905660198,0.025840572882818387,0.025840572882818387,97.1605534181623,179.85038611432944,0.025840572882818387,1.5504343632189441,0.025840572882818387
29,2.857392645810566,60.78453446208041,9.091703872673714,0.025976296943001787,0.025976296943001787,108.32115756691165,180.79502557919537,0.025976296943001787,2.5976296780245987,0.025976296943001787
30,1.7034100903679652,42.27554132708858,6.039363046964142,0.015485546549010994,0.015485546549010994,76.96316497985721,107.77940206423649,0.015485546549010994,1.3936991648967947,0.015485546549010994
31,1.1218630409985826,24.782974442294737,3.671551769586703,0.01019875533266448,0.01019875533266448,60.68259174081252,70.98333420430767,0.01019875533266448,1.1218630409985826,0.01019875533266448
32,0.9971375405642652,21.121186076964783,3.5353058244348183,0.00906488719883151,0.00906488719883151,73.51623136542983,63.09161162810548,0.4532443368775459,1.0877864078453694,0.00906488719883151
33,1.1769673566366967,25.358296675676456,4.172884263420547,0.010699703637217978,0.010699703637217978,87.30957842666689,74.46993454045126,1.6049554861772752,1.0699703242515464,0.10699703278460446
34,0.9804579406683686,20.94614690449667,3.654434141181316,0.008913254480455726,0.008913254480455726,80.93234633599727,62.036247852374515,1.960915880856512,0.8913254006512539,0.008913254480455726
35,0.926311719733677,19.70517657311846,3.4526164085300874,0.008421016136113658,0.008421016136113658,73.17862581930235,58.61026878057826,2.6947250018912112,0.75789140714721,0.08421015680038517
36,0.10694449354446453,2.2555565029711486,0.4375001873024765,0.0009722273818488414,0.0009722273818488414,8.876392604379712,6.766669500113625,0.447222413589566,0.10694449354446453,0.0009722273818488414
37,0.6972605038076959,14.705857884924274,2.662267376272408,0.00633873252071293,6.845830395067385,55.337129022006536,44.117573653420656,1.90161955467325,0.5704858668744276,0.00633873252071293
38,0.7644124244293174,16.261137016282014,2.918665618812773,0.006949204467376366,7.783108315806867,61.222485944211286,48.36645881644172,1.528824848242892,0.6949203859007956,0.006949204467376366
39,1.7285463446115463,35.98519207787388,6.5999042241122305,0.015714057947259465,16.814041713387688,137.34086408683763,109.36984142389883,1.7285463446115463,1.4142651910953583,0.015714057947259465
40,1.2108796440007519,25.758712419038,4.733438607234954,0.011007997147633265,11.668476566101965,95.21917197530844,76.61565745072889,0.11007996798938087,0.8806397411974988,0.011007997147633265
41,1.5106844020572539,31.587037491351058,6.042737607293409,0.013733494871903179,15.518848854605139,128.13350425743963,95.58512214710821,0.013733494871903179,0.9613446196043373,0.013733494871903179
42,1.5361328797178582,31.001954475694763,6.14453151795131,0.013964844663719536,20.249024319816993,123.0302787967784,97.19531673395524,0.013964844663719536,1.6757813233006975,0.013964844663719536
43,1.0857921132934159,25.861593961271453,4.639293573561386,0.009870837821861338,0.009870837821861338,84.39565968179237,68.60231985838031,0.009870837821861338,1.184500487189761,0.009870837821861338
44,0.956506651824483,22.521383881857115,4.260802356426516,0.008695515502869353,0.008695515502869353,58.86863663247582,60.52078448477667,0.008695515502869353,0.6956412014610976,0.08695515061232152
45,0.6722313861198421,13.505739653220001,2.994485263024115,0.00611119511223037,0.00611119511223037,34.28380065709501,42.53391311451595,0.00611119511223037,0.794455274378,0.06111194482726426
46,0.3157341472371527,6.25727670814405,0.7749838137821572,0.0028703119280760084,0.0028703119280760084,17.279268705182176,19.977360496123712,0.0028703119280760084,0.34443725139631537,0.028703105645526878
47,0.052437444151652655,1.125021345333792,0.11440895841625386,0.00047671453833298137,0.00047671453833298137,2.5742013718653,3.3178595433697775,0.00047671453833298137,0.05720448370759847,0.004767048912277067
48,1.2318183260355998e-09,1.2345132582313408e-09,1.2332607643297574e-09,1.2435952896092891e-09,1.2435952896092891e-09,1.2347575110647033e-09,1.2348528810933166e-09,1.2435952896092891e-09,1.2314000635028224e-09,1.2292872602758418e-09
49,0.21403142033670697,4.516062929026791,0.7063036825281355,0.0021403162327277665,0.0021403162327277665,7.61951849499293,14.8965867186368,0.0021403162327277665,0.21403142033670697,0.021403143829679696
50,1.3249937343572478e-09,1.3277989709599394e-09,1.3264872394477913e-09,1.3406678204648936e-09,1.3406678204648936e-09,1.3279127171357551e-09,1.3281727893346004e-09,1.3406678204648936e-09,1.3252779019728782e-09,1.3225492802931084e-09
51,1.084575782628255e-09,1.086634206033515e-09,1.0857640027362794e-09,1.091035610862259e-09,1.091035610862259e-09,1.086716509025763e-09,1.0869039746329027e-09,1.091035610862259e-09,1.084575782628255e-09,1.0819012213788867e-09
52,5.857981721960058e-09,5.8606224061836126e-09,5.8515599111607795e-09,6.5616645802325655e-09,6.5616645802325655e-09,5.862742119836059e-09,5.865818491976339e-09,5.857333332907448e-09,5.857981721960058e-09,6.000582642445765e-09
53,0.877075678275416,20.348155725152946,3.332887576080036,0.00877075726441324,0.00877075726441324,35.784687654208625,61.04446717448152,0.00877075726441324,0.877075678275416,0.08770756826574806
54,1.651460434210221,39.635050415078965,6.9361338228529075,0.016514604597813433,0.016514604597813433,94.2983907788507,114.77650015984075,0.016514604597813433,1.4863143908151297,0.016514604597813433
55,1.7441031874154687,46.567555097680135,6.278771474057098,0.017441032116301384,0.017441032116301384,138.307382742813,121.21517150854868,0.17441031896231637,1.7441031874154687,0.17441031896231637
56,1.215239005711363,33.29754874718718,4.496384320180622,0.01215239040459427,15.676583169482782,106.21188906872247,84.4591108727978,1.215239005711363,1.215239005711363,0.12152390088773653
57,0.932435528344626,23.683862408749203,3.5432550064240678,0.009324355736455814,9.604085937679384,79.81648118745119,64.89751274128456,2.144601714595856,0.8391919755560567,0.09324355324674095
58,1.1323368138744037,28.761355063181608,4.982281979761642,0.011323368511685512,11.663069179389192,96.70156387295265,78.81064221971296,5.435216705160123,1.0191031325247644,0.1132336817271512
59,1.4835190805930154,39.60995944441266,6.9725396777189035,0.014835191090564479,0.14835190831877218,106.66502187416518,103.10457608143494,10.236281654388291,1.3351671725625767,0.014835191090564479
60,1.3334948223475516,29.07018712049559,6.400775146047793,0.013334948540128724,0.013334948540128724,91.47774479132818,92.81123961335452,9.334463754505757,1.4668443045501989,0.013334948540128724
61,1.4250674951316056,29.356390393819687,6.27029697755719,0.014250675247621481,0.014250675247621481,100.6097651353704,99.1846976405394,7.41035097342201,1.2825607456484904,0.14250674978325092
62,2.0655769802728936,43.996789675601754,9.08853871249551,0.02065577000726359,0.02065577000726359,136.12152298652111,143.7641578127633,2.891807772299094,2.0655769802728936,0.02065577000726359
63,1.6425601522475628,34.986531237578625,7.3915206842012715,0.016425601779570913,0.16425601545914983,135.8397245695647,114.32218657853836,0.16425601545914983,1.3140481218501907,0.016425601779570913
64,0.6352909399771818,14.738749792515707,2.9223383214703507,0.006352910065575223,6.734083957291535,53.300909808238,44.21624937619801,0.006352910065575223,0.4447036581859516,0.06352909460206241
65,1.0559066589186223,29.565386438771487,4.75157996371456,0.010559066989151883,10.13670392213121,89.75206597401565,73.49110343291461,0.010559066989151883,0.7391346613646252,0.010559066989151883
66,1.2543734767571608,32.61371038715004,5.644680644212303,0.012543735104205339,11.289361288083018,98.84462994189926,87.30439395887477,0.012543735104205339,1.5052481720403301,0.012543735104205339
67,1.4741414235892085,40.83371742566248,7.075878832124085,0.014741414522336304,14.004343521627616,113.21406130962457,102.60024306187455,0.014741414522336304,1.7689697082489528,0.14741414262003844
68,1.4969575260233063,36.675459380846306,7.484787628971999,0.014969575542313346,16.316837030821162,113.46938045116163,104.18824379159138,0.014969575542313346,1.1975660208758507,0.1496957528594765
69,1.1447575446510727,27.245229554165935,5.6093119673314105,0.011447575815402088,0.2289515092291293,72.9210555708164,79.67512508205044,0.011447575815402088,1.6026605623619115,0.114475754801143
70,1.0069854703345327,23.36206290232104,2.819559316171443,0.010069855122767424,0.010069855122767424,56.49188486233651,70.08618870611186,0.010069855122767424,1.2083825643164305,0.010069855122767424
71,1.1971021941381668,28.610742431709408,2.9927554848088858,0.01197102229413035,0.01197102229413035,51.59510455229293,83.3183126874733,0.01197102229413035,1.4365226328942755,0.01197102229413035
72,1.5058389259819965e-09,1.5101272063768751e-09,1.508404188831438e-09,1.5308576761285567e-09,1.5308576761285567e-09,1.510248482567653e-09,1.5106557050977426e-09,1.5308576761285567e-09,1.5061034236993965e-09,1.5308576761285567e-09
73,0.22398790889601097,6.047673495594184,0.8461765399562575,0.002488756276759417,0.002488756276759417,6.819187398104833,17.321731490345734,0.002488756276759417,0.24887545413858553,0.002488756276759417
74,1.5519883706647655e-07,1.3043076105933248e-07,1.4275632435504645e-07,3.588336683178326e-07,3.588336683178326e-07,1.296467881376598e-07,1.2791988962153797e-07,3.588336683178326e-07,1.5519883706647655e-07,3.588336683178326e-07
75,1.6063948680224574e-07,1.3419784470070804e-07,1.4634161741170848e-07,3.7580379709691367e-07,3.7580379709691367e-07,1.3395312378428507e-07,1.3190231521348332e-07,3.7580379709691367e-07,1.6063948680224574e-07,3.7580379709691367e-07
76,1.1090197425580417e-08,1.0978151208183201e-08,1.0985012422447934e-08,1.3328116365864707e-08,1.3328116365864707e-08,1.0978151208183201e-08,1.0987195426068382e-08,1.3328116365864707e-08,1.1090197425580417e-08,1.3328116365864707e-08
77,0.02637935652461917,0.806035455606517,0.12310360920972631,0.0002931222745370168,0.0002931222745370168,0.8206906454441796,2.03707140198002,0.0002931222745370168,0.02637935652461917,0.0002931222745370168
78,0.739264159191149,22.83504845721644,3.696320793871448,0.008214046727038998,0.008214046727038998,40.98809057566796,57.08762114225843,0.008214046727038998,0.6571236971166694,0.008214046727038998
79,1.4148623947394412,43.860734228748065,6.917105039888805,0.015720693543191652,0.015720693543191652,112.2457499613172,109.25881823966476,0.15720693299068403,1.2576554620208775,0.015720693543191652
80,1.5953683874546853,49.456420003844876,7.976841936306788,0.01772631565415075,0.01772631565415075,122.48883950737336,123.02062896977769,1.7726315415894724,1.5953683874546853,0.01772631565415075
81,1.4958701792621196,47.036806740062055,7.313143097612564,0.01662078002337258,0.01662078002337258,121.16548449961203,115.34821158126171,3.9889871442694838,1.3296623815949549,0.01662078002337258
82,1.5513306329376937,43.09251757494741,7.92902323399321,0.0172370072773735,0.0172370072773735,120.48667913910627,119.96956892820992,6.032952460706452,1.3789605626388874,0.0172370072773735
83,1.200264799319565,36.1413067257176,6.001323995313325,0.013336275864260191,0.013336275864260191,94.55419361030624,92.82047778953078,6.001323995313325,0.9335392884309921,0.013336275864260191
84,0.7977660259019155,22.07152670374007,4.07747079706892,0.008864067430507716,0.008864067430507716,60.541577262829776,61.693905966212654,4.520674144523883,0.7977660259019155,0.008864067430507716
85,0.6997012972275455,20.52457136974136,3.653995660975067,0.007774459401025525,0.007774459401025525,52.399852662801734,54.11023361023423,3.109783541337417,0.6219567087078444,0.007774459401025525
86,0.7348013567056313,20.411148783338607,3.918940566824994,0.008164460035884323,0.008164460035884323,57.96766254371575,56.82463821187819,2.041114878805997,0.7348013567056313,0.008164460035884323
87,0.47477435340670915,13.662950814399332,2.5321298813222333,0.005275271395666284,0.05275270665261295,38.509475266906925,36.71588326821211,0.36926894171857755,0.42202164756265426,0.005275271395666284
88,0.66289984903598,20.69720638011627,3.609121397724667,0.007365554451369144,8.912320185363527,54.063165419009785,51.26425494775604,0.07365553929681362,0.44193323288420155,0.07365553929681362
89,0.7502584681483432,23.67482275698985,4.001378494566199,0.008336205707903938,9.503273923888136,62.771625125958536,58.01998816427152,0.008336205707903938,0.5835343642294186,0.008336205707903938
90,1.1697343498064983,35.87185338428978,6.2385831975401596,0.012997048655705152,15.85639895990629,95.91821665744017,90.45945635988106,0.012997048655705152,1.4296753163569635,0.1299704836042511
91,0.8244243937663223,25.099142640901707,4.763340939528197,0.009160271502467659,9.893092720054897,67.32799211987975,63.75548641558445,0.009160271502467659,1.0076298144994695,0.09160271083292784
92,0.7138946085217928,22.448019340422398,4.283367648432842,0.00793216284902339,7.932162311452639,58.93596597061941,55.20784968449059,0.00793216284902339,0.5552513623034568,0.07932162364745785
93,1.2938808532643786,35.078547569610194,7.619520578878181,0.014376454218542487,0.014376454218542487,83.0959036685865,100.06011929636854,0.014376454218542487,1.7251744709198904,0.14376453951602128
94,0.6051382597336646,15.935307490195202,2.017127530960756,0.006723759069649011,0.006723759069649011,44.981943926857575,46.79735870414898,0.006723759069649011,0.7396134284220011,0.06723758497888621
95,1.099876094299206,28.230153078368797,3.2996282821968714,0.012220845837357164,0.012220845837357164,49.861049592694336,85.05708459905449,0.012220845837357164,1.34429300406563,0.12220845523307369
96,0.7971741119147706,19.849635373843334,2.7901093903594636,0.00797174164920895,0.00797174164920895,26.625615320554132,55.483318152428296,0.00797174164920895,0.7971741119147706,0.00797174164920895
97,0.5431726476988066,13.090460791345125,1.955421529668168,0.005431727256751222,0.005431727256751222,12.384336350360758,37.8048162257977,0.005431727256751222,0.48885538300763276,0.005431727256751222
98,1.2963550603105318,33.96450257180989,4.407607204262971,0.012963550928832892,0.012963550928832892,14.259905660111981,90.22631217494725,0.012963550928832892,1.1667195543125033,0.012963550928832892
99,0.7490125459314205,18.950017398177664,3.0709514365475314,0.0074901260235722385,0.0074901260235722385,9.212854308498903,52.131273157621266,0.0074901260235722385,0.6741112913953925,0.0074901260235722385
100,1.8741640693182847e-08,1.828162885103918e-08,1.8365426887824707e-08,2.437706846250388e-08,2.437706846250388e-08,1.8282001200654596e-08,1.8279675901953837e-08,2.437706846250388e-08,1.877813153667127e-08,2.437706846250388e-08
101,0.1595503664488292,4.307859824614194,0.6701115305348856,0.0015955064235612063,0.01595503906118317,4.946061279715229,11.104705321439042,0.0015955064235612063,0.1595503664488292,0.0015955064235612063
102,0.7836290257310646,21.784886900683315,3.761419321433583,0.007836290796561684,9.560274107800963,37.92764481948944,54.5405801534064,0.007836290796561684,0.6269032206940357,0.007836290796561684
103,1.0857816097438218,28.773212648153734,4.560282759662114,0.010857816486386352,0.21715632226388526,74.81035288456808,75.57040001111265,0.010857816486386352,1.0857816097438218,0.010857816486386352
104,1.4076399847468934,37.443223586477224,6.334379930296073,0.014076400147442273,0.014076400147442273,95.71951894240014,97.97174291750828,1.5484039831911638,1.4076399847468934,0.014076400147442273
105,1.3922742114425124,37.17372143760828,6.265233950414618,0.013922742417708838,0.013922742417708838,94.39619151525046,96.9022850952932,4.17682263371232,1.3922742114425124,0.013922742417708838
106,1.8970181364507055,52.357700560031816,9.295388867727699,0.018970181587169815,0.018970181587169815,137.15441124928256,132.0324622814755,8.157177985992783,1.7073163228282127,0.018970181587169815
107,1.9443366706994478,55.41359510887441,9.721683352615866,0.019443366924250277,0.019443366924250277,140.18667394176254,135.3258322655648,9.721683352615866,1.5554693366036139,0.1944336672680127
108,1.6735009757589439,47.527427704539754,8.367504877770822,0.016735010009937063,26.441315413202652,112.29191545650367,116.47566789526103,4.853152829214615,1.6735009757589439,0.016735010009937063
109,2.136466860118137,65.3758859136786,10.682334299788522,0.021364668798947453,35.03805650284897,151.04820699637358,148.69809345046423,3.6319936620604696,1.9228201741263726,0.021364668798947453
110,1.8075622441640466,52.600061298513474,15.725791522402215,0.01807562267530025,27.836458556713275,124.17952615802352,125.80633217755783,1.8075622441640466,1.6268060197713357,0.01807562267530025
111,1.9956597610872813,58.07369904160696,13.370920398061084,0.01995659782255449,30.932726293739833,133.50963800259055,138.89791935694655,0.3991319523890612,1.796093785000016,0.01995659782255449
112,1.8486574476760196,53.61106597611541,9.797884471686421,0.018486574705235567,28.83905618036232,129.7757528108189,128.66655834235235,0.018486574705235567,1.1091944686982702,0.1848657449759051
113,1.799501901387155,51.46575437310157,8.81755931586861,0.017995019248576046,27.17247870758914,129.92403726320094,125.24533232021336,0.017995019248576046,1.0797011409274797,0.17995019035269952
114,2.687097988090169,74.43261426583969,13.435489939812976,0.026870980038256196,37.88808162998229,192.39621593599702,187.02201996013565,0.026870980038256196,2.9558077868832413,0.2687097989523972
115,3.121853068952144,88.97281246136104,16.545821264856105,0.03121853082502915,34.96475437086383,226.0221621823337,217.2809735896521,0.03121853082502915,3.434038375833633,0.3121853070186496
116,2.664296975579238,76.99818258975256,14.387203667420225,0.026642969914489025,29.840126124846936,191.5629525327436,185.43506948928132,0.026642969914489025,2.13143758049555,0.2664296977025297
117,2.1569957071084978,52.84639481949004,11.647776817511899,0.021569957266974173,0.021569957266974173,159.40198274083656,150.12690120112424,0.021569957266974173,2.588394848490477,0.21569957088941644
118,2.4012036016383864,51.86599779171301,7.443731164704279,0.024012036192408378,0.024012036192408378,147.1937807696722,167.12377066178965,0.024012036192408378,2.8814443219303802,0.24012036032426776
119,2.098174600817184,52.45436501552853,6.0847063419818745,0.02098174620953727,0.02098174620953727,96.30621416833958,146.03295220286694,0.02098174620953727,2.307992060878487,0.20981746026528442
120,2.4280139774261733,61.42875362459362,8.983651716000368,0.02428013994834887,0.02428013994834887,73.32602211311708,168.9897728167547,0.02428013994834887,2.1852125797012,0.02428013994834887
121,3.2282454019890126,82.32025774746737,11.944507987000936,0.03228245415094575,0.03228245415094575,80.70613504653925,225.008704509514,0.03228245415094575,3.2282454019890126,0.03228245415094575
122,3.8742460937477983,84.07114023203732,13.947285937204468,0.03874246104673779,0.03874246104673779,61.21308827957799,269.64752811725793,0.03874246104673779,3.8742460937477983,0.03874246104673779
123,3.678572448440818,90.12502498406215,15.817861527911065,0.036785724599464026,0.036785724599464026,69.89287651827844,256.02864240348856,0.036785724599464026,3.678572448440818,0.036785724599464026
124,3.405890215771243,83.44431028343841,16.348273035223826,0.034058902281952616,0.034058902281952616,65.05250311895321,237.04995900904643,0.034058902281952616,3.405890215771243,0.034058902281952616
125,3.2570045080205348,79.47090999262204,15.307921187209686,0.03257004521010731,0.03257004521010731,61.883085650021705,226.68751374920265,0.03257004521010731,3.2570045080205348,0.03257004521010731
126,3.811914900872032,93.39191506872261,19.05957450391045,0.03811914911976202,0.03811914911976202,113.59506404274848,265.30927709298055,0.03811914911976202,3.4307234107960705,0.03811914911976202
127,3.6484546743377506,89.38713951851439,16.053200566686726,0.03648454685938055,0.03648454685938055,187.89541572246196,253.93244532584905,0.03648454685938055,4.01330014175978,0.03648454685938055
128,2.856135120290533,70.26092395560615,13.423835064810383,0.028561351350977104,0.028561351350977104,179.93651256900097,198.78700436192818,3.4273621443186366,3.141748632304585,0.028561351350977104
129,3.1064618939862583,74.86573164188206,14.911017090609835,0.031064619076039544,0.031064619076039544,201.92002310027758,216.20974781197978,9.940678060452546,3.1064618939862583,0.031064619076039544
130,2.754763070332794,63.910503228267395,14.049291658059484,0.027547630856830117,0.027547630856830117,177.68221802658704,191.73150968449096,12.671910122970868,2.479286763315067,0.027547630856830117
131,2.4245858983472415,55.52301706828138,12.607846670663415,0.024245859157804715,0.024245859157804715,162.20479658778362,168.75117851284398,11.638012311395212,1.6972101288960717,0.024245859157804715
132,2.543997412035051,59.52953943784712,13.228786541874847,0.025439974286526036,0.025439974286526036,168.41262866573788,177.06221986608435,10.175989647634914,2.543997412035051,0.025439974286526036
133,2.8349473017484907,78.52804025439717,14.458231238297572,0.02834947316665962,0.02834947316665962,185.12205879445668,197.31233219132517,11.62328393670024,2.551452571588755,0.02834947316665962
134,3.37277038610208,80.27193518633241,17.53840600719716,0.03372770398647735,0.03372770398647735,218.2182439727104,234.74481886398797,8.431925965064616,3.0354933475045764,0.03372770398647735
135,3.6430718786486347,88.89095383627387,18.579666580625727,0.036430718902660274,0.036430718902660274,233.15660022610112,253.5578027458747,3.2787646907955335,3.2787646907955335,0.036430718902660274
136,2.855480913061529,67.10380145356925,14.848500747289666,0.028554809278720845,0.028554809278720845,192.1738654390908,198.74147153878718,0.028554809278720845,1.9988366391880805,0.028554809278720845
137,3.8699027554051493,96.74756888247077,19.73650405211221,0.038699027663433604,0.038699027663433604,251.93066936977618,269.34523176860097,0.038699027663433604,2.708931928816822,0.038699027663433604
138,2.1763633204886537,55.06199200357882,11.099452933684983,0.02176363339903743,0.02176363339903743,146.68688778786245,151.47488709250433,0.02176363339903743,2.1763633204886537,0.21763633222584491
139,3.3642696082579797,80.40604363444855,18.50348284484567,0.03364269620835238,0.03364269620835238,231.79817600032513,234.15316472601654,0.03364269620835238,3.7006965690710403,0.3364269609403486
140,3.783697782536892,80.59276276573641,21.567077359927932,0.037836977937236525,0.037836977937236525,258.80492831788894,263.3453656567972,0.037836977937236525,3.0269582260521637,0.3783697783555545
141,3.048869795658769,62.50183080826386,17.378557834594382,0.030488698095328667,0.030488698095328667,209.76224193179326,212.20133776820785,0.030488698095328667,3.3537567752105923,0.30488697969226336
142,3.752412673176111,76.54921853057691,12.007720553912296,0.0375241268445589,0.0375241268445589,219.14090010692888,261.1679220452221,0.0375241268445589,4.127653940482301,0.37524126742032493
143,4.061406560867481,80.82199055926841,12.1842196823914,0.04061406571291183,0.04061406571291183,157.9887152137455,282.6738966291374,0.04061406571291183,4.467547216943678,0.04061406571291183
144,1.9040819075522537,40.83197868003575,8.039456942345895,0.021156465838951397,0.021156465838951397,60.71905637902183,147.2490008352485,0.021156465838951397,2.1156465639244524,0.021156465838951397
