,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other
0,0.41852200985362054,245.42130627888085,0.16740880424773483,0.008370440696710333,103.45864070994726,0.008370440696710333,5.440786121962776
1,0.3514180209609669,207.40691561251865,0.140567208748919,0.00702836101462094,87.57337067239517,0.00702836101462094,4.638717869259527
2,0.2078881158043983,122.9450310800458,0.08315524693691892,0.004157763328861992,46.525360088084504,0.004157763328861992,2.702545493128724
3,2.1437821937076992e-09,2.153635789435792e-09,2.1447466614671765e-09,2.2110361407372297e-09,2.153213583927126e-09,2.2110361407372297e-09,2.1501595171199013e-09
4,4.758559260391233e-10,4.766525618571729e-10,4.754674340426386e-10,4.744530337789103e-10,4.766256257671394e-10,4.744530337789103e-10,4.764215765198935e-10
5,4.484328156920231e-10,4.49152556902839e-10,4.48093270723528e-10,4.4702926425176984e-10,4.4912548902244297e-10,4.4702926425176984e-10,4.489428488037558e-10
6,4.3341274051427045e-10,4.3409208698544666e-10,4.330977169617754e-10,4.320150150019159e-10,4.3406352770760527e-10,4.320150150019159e-10,4.3389439099639855e-10
7,4.875423749124492e-10,4.883746802999413e-10,4.871314172984846e-10,4.861445482171101e-10,4.883350144517164e-10,4.861445482171101e-10,4.881297493748156e-10
8,5.288559839992115e-10,5.298140123344784e-10,5.283590129358807e-10,5.275027662653393e-10,5.297743813560563e-10,5.275027662653393e-10,5.295330076646908e-10
9,7.850824820361326e-10,7.870290487725815e-10,7.839823867330337e-10,7.855258678015759e-10,7.869719172797302e-10,7.855258678015759e-10,7.864518673305518e-10
10,9.433754116235216e-10,9.461545792279144e-10,9.420422900299454e-10,9.468478505557963e-10,9.46093566278997e-10,9.44390648815492e-10,9.45383679567194e-10
11,1.5372670423078745e-09,1.5438628351710775e-09,1.5367143095340067e-09,1.5654549367265567e-09,1.543731026300392e-09,1.540769421299366e-09,1.5420430184229322e-09
12,2.3869433888998932e-09,2.3976686646887065e-09,2.3885839159529793e-09,2.4733878334583403e-09,2.3973491007782036e-09,2.4733878334583403e-09,2.3936007100091616e-09
13,5.0934866125594845e-09,5.102140526750374e-09,5.131591316937416e-09,5.599980478060178e-09,5.100784686171912e-09,5.599980478060178e-09,5.0853238318295555e-09
14,3.3419871827857927e-09,3.354859714615394e-09,3.3491691164688666e-09,3.5307039515538135e-09,3.3541757567158864e-09,3.5307039515538135e-09,3.346965313655535e-09
15,5.036356098740689e-09,5.045556454494244e-09,5.073070152470977e-09,5.5302146077230374e-09,5.0441788253628e-09,5.5302146077230374e-09,5.028812674646679e-09
16,0.32417863639660366,189.83900908816528,0.12967145495367435,0.006483573373641022,93.94696863720266,0.006483573373641022,4.019815083797799
17,0.34061421800039704,201.30300246773263,0.13624568757620664,0.006812284974388429,105.18167032523422,0.006812284974388429,4.223616296046973
18,0.3265706329652567,192.61135893729082,0.13062825357825422,0.006531413300255896,101.30221014332167,0.006531413300255896,4.049475841304054
19,0.3351822571010887,197.08716680086027,0.13407290322255203,0.00670364576641212,104.17464530932762,0.00670364576641212,4.223296432072388
20,0.33351662556924844,196.7748087081259,0.13340665061171714,0.0066703331389108425,101.05553735380781,0.7337365754831668,4.068902824763112
21,0.3575290950103047,210.65614242814368,0.1430116383624491,0.007150582485385762,99.25007660936778,1.6446338348940603,4.5048665901902405
22,0.31620853016005895,185.74089021941288,0.12648341246897285,0.006324171265291103,87.33679584408033,1.45455923630218,4.1107108839657345
23,0.20810374682809926,122.65634777648248,0.08324149934576319,0.004162075948263766,58.934980812037935,0.004162075948263766,2.7469694456098326
24,0.20107421544832527,118.47292711732216,0.0804296868153155,0.004021485356838378,58.39195185877261,0.004021485356838378,2.694394473837855
25,0.0315724629850733,18.596176703353947,0.012628989353823823,0.0006314568374349595,8.732941389244788,0.0006314568374349595,0.42938541095497085
26,1.6105214133102443e-09,1.6175412693074148e-09,1.610157655563409e-09,1.6428185350287732e-09,1.6173565958264553e-09,1.6428185350287732e-09,1.615529361987671e-09
27,1.925384318257748e-09,1.934266244719114e-09,1.925803817416889e-09,1.9772197473534702e-09,1.933918086300767e-09,1.9772197473534702e-09,1.9313734077526568e-09
28,1.4715055340152163e-09,1.4777454413934612e-09,1.4707841250905232e-09,1.4961518263221173e-09,1.4775188346476003e-09,1.4961518263221173e-09,1.4759239385434501e-09
