,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
35,7.485199293114995e-09,7.473929342722168e-09,7.473255981356638e-09,7.472836175328538e-09,7.479860099917045e-09,7.48377766365455e-09,7.489975631422932e-09,7.48489423069396e-09,7.471406545960272e-09
36,7.381009494620699e-09,7.3699877576701425e-09,7.369339583096545e-09,7.369267853532569e-09,7.376159234050642e-09,7.380812141992459e-09,7.385504335158733e-09,7.3791897897049105e-09,7.367658247170203e-09
37,8.676626381311203e-09,8.660925568931047e-09,8.659920038543719e-09,8.65987051339648e-09,8.670327561853265e-09,8.680388963684406e-09,8.683776175200541e-09,8.674031924188525e-09,8.656614674802799e-09
38,5.767712354915881e-09,5.7608780709371054e-09,5.760671028163467e-09,5.760906811735196e-09,5.767481003144834e-09,5.7729865899583455e-09,5.7702075760486e-09,5.7685369666959134e-09,5.76074075843216e-09
39,3.3957421962662953e-09,3.3956137862889077e-09,3.39592306316033e-09,3.3953801603162984e-09,3.3955643984216827e-09,3.3998885419602717e-09,3.3967292927889326e-09,3.396591472489059e-09,3.39689152076325e-09
40,2.9878921884157015e-09,2.9886339691361976e-09,2.9889536476579577e-09,2.9882597635563612e-09,2.9878263986300343e-09,2.989942844215223e-09,2.988515790391191e-09,2.9894096432330672e-09,2.9897416198948313e-09
41,5.1582937783866804e-09,5.153346107364309e-09,5.153331701616703e-09,5.153334625447792e-09,5.157629609463515e-09,5.163185036192686e-09,5.16051463596571e-09,5.182330285452359e-09,5.153712684107816e-09
42,5.263075936520813e-09,5.257779188781666e-09,5.257758898371464e-09,5.2578207786640166e-09,5.26185818879324e-09,5.266293666739847e-09,5.265199543915995e-09,5.600346729843697e-09,5.258135739918517e-09
43,5.064596023108021e-09,5.059902805720056e-09,5.0599943536659794e-09,5.060206608055935e-09,5.062612058247762e-09,5.0671455839973325e-09,5.0666016595914284e-09,6.1006908595664375e-09,5.060491317886126e-09
44,6.086785302259678e-09,6.079242176366198e-09,6.078796580741901e-09,6.0786868045616335e-09,6.082347673744309e-09,6.083667128111682e-09,6.089498819585912e-09,7.618292203260163e-09,6.078751980478357e-09
45,5.819905724445788e-09,5.813014935432037e-09,5.8127348711773915e-09,5.812717521754044e-09,5.815762887990366e-09,5.8237487177061425e-09,5.822400645702334e-09,7.210703570948188e-09,5.8129258424850815e-09
46,5.7191003498671824e-09,5.71254880356024e-09,5.712308436187283e-09,5.71228032214659e-09,5.715436480245581e-09,5.724906682066905e-09,5.7215482089432135e-09,7.0587713274980234e-09,5.712503007454277e-09
47,7.743832571057798e-10,7.747890667845204e-10,7.748103715473885e-10,7.747712999467472e-10,7.744239298049482e-10,7.733872863592316e-10,7.742852707326988e-10,7.900700813056114e-10,7.749964172443045e-10
48,50.49550069372771,140.21080775134914,228.45537207032095,48.534510375528335,48.779634165303264,16.17817012523863,38.23931120498161,0.02451237907106432,588.0519716701313
49,1.0463059718959541e-10,1.0464226474520709e-10,1.0465253129389602e-10,1.0463464571703034e-10,1.0462966060989672e-10,1.0460141453923365e-10,1.046246515822583e-10,1.0439535615568863e-10,1.0465777601485987e-10
50,8.826891936424541e-11,8.827715267334336e-11,8.828449336387934e-11,8.82476159572863e-11,8.826884539285637e-11,8.82472485017433e-11,8.826481048730191e-11,8.803305434725908e-11,8.828856276033253e-11
51,7.27773878986132e-11,7.278301406567657e-11,7.278814626067808e-11,7.255795260604325e-11,7.277900120759262e-11,7.276173110938798e-11,7.277429774134009e-11,7.255795260604325e-11,7.279090529141016e-11
52,7.167827655214587e-11,7.168394166217982e-11,7.168906049089492e-11,7.146106984472195e-11,7.168070166417771e-11,7.16637628703238e-11,7.167547687285396e-11,7.146106984472195e-11,7.169138476801643e-11
53,8.536393332166404e-11,8.537157197688396e-11,8.537864480211868e-11,8.517854401986402e-11,8.53699514208599e-11,8.534436455800322e-11,8.535982788510397e-11,8.512950941308773e-11,8.538143799666169e-11
54,1.3441078934591991e-10,1.3442846045658414e-10,1.3444499120115693e-10,1.3436912730340865e-10,1.344171581445001e-10,1.3436773348845747e-10,1.3440162363040022e-10,1.3421032918143273e-10,1.3445009631364635e-10
55,1.9148096861850852e-10,1.9151992502815677e-10,1.9154885567801637e-10,1.914886791044695e-10,1.9149606398544246e-10,1.9140125592832442e-10,1.9146482493495193e-10,1.9144697173997415e-10,1.9155319613842416e-10
56,2.2774550435402337e-09,2.2787570678040035e-09,2.279376257131844e-09,2.2793949101737907e-09,2.278026528506509e-09,2.277712918216183e-09,2.277384654789947e-09,2.492147680031343e-09,2.2793028680875596e-09
57,9.169982111607678e-09,9.151644305614246e-09,9.14851479756827e-09,9.148877664220581e-09,9.15762179532153e-09,9.173832232101506e-09,9.178844042497068e-09,9.349642631186942e-09,9.149104246163436e-09
58,1.0592305999769215e-08,1.0565302551939664e-08,1.0561542910632302e-08,1.0561785737356024e-08,1.0572413244998747e-08,1.0581775567645072e-08,1.0610442790587442e-08,1.0656988864927852e-08,1.0561925651132495e-08
59,1.191567052871289e-08,1.1877048208375369e-08,1.1873026193464421e-08,1.1873759536671966e-08,1.1884846257973215e-08,1.190102477017187e-08,1.1942762235237275e-08,1.1968270437488393e-08,1.1872281278994748e-08
60,7.499671202417262e-09,7.487878581814757e-09,7.486697119536723e-09,7.486341343982864e-09,7.490647151832708e-09,7.50571458885783e-09,7.506466127426377e-09,7.510361348562553e-09,7.486206804158612e-09
61,9.032793762853637e-09,9.014611093660281e-09,9.012769621850798e-09,9.012108618108499e-09,9.018511823394252e-09,9.038622075315348e-09,9.04454932527683e-09,9.051342814626568e-09,9.011697247076044e-09
62,8.652046165092226e-09,8.634127448689691e-09,8.632432155298779e-09,8.63265701654693e-09,8.63842464798234e-09,8.673235073573354e-09,8.66140167647831e-09,8.673675462205578e-09,8.631337508854723e-09
63,2.479487170692119e-09,2.4808771107438947e-09,2.4811989859151107e-09,2.4806756684618052e-09,2.4802110085600595e-09,2.4800812390985966e-09,2.479630731288576e-09,2.480532318363584e-09,2.4814001376404643e-09
64,2.275118247991302e-09,2.2765735178585474e-09,2.276859398407819e-09,2.276343236072844e-09,2.2759064535007185e-09,2.275184670512639e-09,2.2751081159684986e-09,2.27648795261926e-09,2.2770210022962414e-09
65,1.8625341613837318e-09,1.863889753795184e-09,1.864102991284806e-09,1.863913008967081e-09,1.863364590473007e-09,1.8622072123713185e-09,1.862245904826552e-09,1.8651079496937953e-09,1.864273251456519e-09
66,1.928913729455585e-09,1.9303723556065443e-09,1.9306033666177716e-09,1.9305831014532177e-09,1.9298459831933264e-09,1.928776584071557e-09,1.9287069044773743e-09,1.9595047751169646e-09,1.9308129583628936e-09
67,2.0655023203274394e-09,2.067011673985249e-09,2.067267965731387e-09,2.0673639852209044e-09,2.0664503596345934e-09,2.0654959812459477e-09,2.0653515272382637e-09,2.240869543356139e-09,2.067522359243179e-09
68,2.2892514646294267e-09,2.2908170140329984e-09,2.291090022424558e-09,2.291212633241562e-09,2.2903837194309268e-09,2.289277062499233e-09,2.289269473221609e-09,2.506306485589289e-09,2.291372523774645e-09
69,6.217971689065343e-09,6.209394928404219e-09,6.209258511250316e-09,6.209194488546715e-09,6.211826808969127e-09,6.2211921161876565e-09,6.221315358677787e-09,7.821419219908757e-09,6.209170166331629e-09
70,5.90465561092312e-09,5.897281022208565e-09,5.897083625853163e-09,5.897110576441369e-09,5.899152960190958e-09,5.910223836340069e-09,5.907772900635464e-09,7.33916401806034e-09,5.897108261152213e-09
71,2.1327846945983476e-09,2.134068948172016e-09,2.1345525017354284e-09,2.1340162121508924e-09,2.1335929077082004e-09,2.133722722418203e-09,2.1326712796341113e-09,2.3203431283059076e-09,2.1348264154389455e-09
72,3.381862127486756e-10,3.3829464226500174e-10,3.3833602505924585e-10,3.3817942638032e-10,3.382655830808595e-10,3.380616559641679e-10,3.381424487193236e-10,3.3975348702657007e-10,3.3836467544827595e-10
73,2.8645953295881103e-10,2.865230079083104e-10,2.865819644852819e-10,2.8643796376962057e-10,2.8653039823489993e-10,2.8634056165588373e-10,2.8642326792938186e-10,2.872274401962108e-10,2.866043418801775e-10
74,1.6809429194977644e-10,1.6812022215174987e-10,1.681440176930054e-10,1.6802242192437203e-10,1.6812377061717856e-10,1.680365712606615e-10,1.680765417759938e-10,1.6796976508317557e-10,1.681521562285225e-10
75,1.4591108362254942e-10,1.4593153945446629e-10,1.45950290226403e-10,1.4573151614858898e-10,1.4593407632800124e-10,1.458646503332783e-10,1.4589716390471213e-10,1.4573151614858898e-10,1.4595588219164174e-10
76,1.3429768679583617e-10,1.343149886725625e-10,1.343306795735363e-10,1.3409943287814074e-10,1.3431431333829756e-10,1.3425838208928734e-10,1.3428686063110224e-10,1.3409943287814074e-10,1.3433539483475106e-10
77,1.396786509074261e-10,1.3969721755028835e-10,1.3971390935117004e-10,1.3949071768190513e-10,1.3969085936576078e-10,1.396364469799258e-10,1.396690450069481e-10,1.3949071768190513e-10,1.397200717584039e-10
78,1.0092862536780375e-10,1.0093940309410825e-10,1.0094936967951356e-10,1.0069174923690979e-10,1.0093797724788404e-10,1.0090019361470447e-10,1.0092318810068924e-10,1.0069174923690979e-10,1.0095338840480582e-10
79,1.0926390313770275e-10,1.092788681205229e-10,1.0928697553974084e-10,1.092488434371983e-10,1.0927749663069835e-10,1.092153347862506e-10,1.0925681724983642e-10,1.090306043858706e-10,1.0929208385471811e-10
80,2.813448492125789e-09,2.8144046793200376e-09,2.814784953748325e-09,2.8141797975592272e-09,2.8138382037675952e-09,2.8161810809261647e-09,2.813891399518852e-09,3.1392333576706377e-09,2.815465986760126e-09
81,5.910858032653246e-09,5.903884274355375e-09,5.903565612032948e-09,5.904860405360733e-09,5.907003397347866e-09,5.9168129001334615e-09,5.913551562315423e-09,6.028145897910374e-09,5.9035662923640875e-09
82,6.016204898372486e-09,6.00884898043281e-09,6.008540090573349e-09,6.008988804944595e-09,6.0118811674316656e-09,6.021775074178702e-09,6.019155381768995e-09,6.058620327095325e-09,6.00856120081653e-09
83,5.530125418064024e-09,5.5241340610140464e-09,5.5240245007602715e-09,5.524057547075531e-09,5.526203049610066e-09,5.535208534938618e-09,5.532755403872574e-09,5.5436012988084564e-09,5.524297192485361e-09
84,4.7237697327523595e-09,4.720264161932645e-09,4.720422797461483e-09,4.720351846546434e-09,4.7211823161556215e-09,4.730149838069725e-09,4.725847043703002e-09,4.729202517758458e-09,4.720968444938515e-09
85,4.507324271492958e-09,4.504353224814643e-09,4.504584160403423e-09,4.504269317190474e-09,4.504701569731434e-09,4.513053568215538e-09,4.50912089409549e-09,4.510988895092051e-09,4.505168349264209e-09
86,2.6032352882331613e-09,2.604612678907761e-09,2.6049318402561745e-09,2.604185337292557e-09,2.6039064084808657e-09,2.6047062785985974e-09,2.6034751469470107e-09,2.6043543236856585e-09,2.605475908179308e-09
87,1.8132119445445983e-09,1.8145795224868934e-09,1.8146940029748758e-09,1.8141030472678616e-09,1.8136720109058985e-09,1.812823144458125e-09,1.8129960929429879e-09,1.8130538657273397e-09,1.81515466968857e-09
88,2.7894284614519527e-09,2.7906940183744045e-09,2.790922100170755e-09,2.789708528273045e-09,2.7894967311337983e-09,2.7913508275330054e-09,2.7898257324210756e-09,2.7949755567671952e-09,2.7917128693678597e-09
89,6.106232502038244e-09,6.0986044722135625e-09,6.0982978362479594e-09,6.098347223002785e-09,6.103605346277269e-09,6.114198793848312e-09,6.109127353781346e-09,6.202414096107883e-09,6.098281060481348e-09
90,6.18436038549288e-09,6.176525027506204e-09,6.176110993032725e-09,6.176354938150368e-09,6.181937163730097e-09,6.1895619092263614e-09,6.1873513706134465e-09,7.769585942235043e-09,6.176155516513652e-09
91,5.325448649585213e-09,5.320073449670261e-09,5.320147071149624e-09,5.320078897103158e-09,5.3222048485235384e-09,5.329781313908321e-09,5.327727153739235e-09,6.477017305338802e-09,5.320730620293555e-09
92,5.503213065025315e-09,5.497368234389049e-09,5.49735403785467e-09,5.497319229866331e-09,5.4993226451966544e-09,5.506774269066089e-09,5.505996402558008e-09,6.737794843606763e-09,5.497876823873995e-09
93,6.415736103439734e-09,6.407229306694817e-09,6.406717363522577e-09,6.4069759170166434e-09,6.410298718348914e-09,6.419989990064162e-09,6.419572619970549e-09,8.131985961431346e-09,6.406697486887699e-09
94,7.855996475816549e-09,7.843411759299599e-09,7.842694243711788e-09,7.843565051986962e-09,7.848326861306574e-09,7.87183024515055e-09,7.863017359914931e-09,1.0519483861356984e-08,7.84103613963752e-09
95,6.035447481300346e-10,6.038197773779929e-10,6.038447367614112e-10,6.035281310144175e-10,6.037564556142867e-10,6.032482320469979e-10,6.034227938023282e-10,6.121100117602512e-10,6.039935167301096e-10
96,1.5667635713945956e-10,1.567090210892171e-10,1.5671569210405826e-10,1.5663996534941798e-10,1.5669653782824597e-10,1.5662418923561095e-10,1.5665677170063044e-10,1.5651702343002596e-10,1.5673389918486576e-10
97,1.198194615462853e-10,1.1983344907601698e-10,1.1983915434960622e-10,1.1979261953895697e-10,1.1983115381109772e-10,1.1978285983872945e-10,1.1980694790922354e-10,1.1959619950141534e-10,1.1985384232965648e-10
98,8.151249969938357e-11,8.1519062050814e-11,8.152166218850152e-11,8.14998300384594e-11,8.151566372264605e-11,8.149369867807081e-11,8.150649527566679e-11,8.12805812798537e-11,8.152859953491749e-11
99,6.253078720685519e-11,6.253483583577266e-11,6.253653289489932e-11,6.241106206526936e-11,6.253371870740055e-11,6.251937496237508e-11,6.252712788999784e-11,6.233425556983786e-11,6.254076617973974e-11
100,5.2227027843116046e-11,5.2230003058790174e-11,5.223110929353711e-11,5.206336028821961e-11,5.222845167009178e-11,5.2219083326844156e-11,5.2224529489386907e-11,5.206336028821961e-11,5.223416806486891e-11
101,5.7623512478386635e-11,5.762713655922738e-11,5.7628601845029515e-11,5.7441654052097434e-11,5.7627184877601784e-11,5.7614159121630756e-11,5.7620821109869004e-11,5.7441654052097434e-11,5.763228557259818e-11
102,8.824391627473606e-11,8.825238011514761e-11,8.825710328496869e-11,8.800684096701526e-11,8.825289810810577e-11,8.822606822379909e-11,8.823779196445312e-11,8.800684096701526e-11,8.826402339223066e-11
103,1.220745974539455e-10,1.2209762436464845e-10,1.2210420237271043e-10,1.218787726194104e-10,1.220945877475139e-10,1.2204899356457568e-10,1.2206548968152072e-10,1.2185293583922653e-10,1.2211204531538082e-10
104,3.245212893595045e-09,3.2458213533667937e-09,3.2460447104615128e-09,3.2457509718337637e-09,3.244935343596853e-09,3.2452696429283513e-09,3.246067441302878e-09,3.673390567387403e-09,3.246638229977558e-09
105,9.54587836882785e-09,9.52329099133563e-09,9.524970594671999e-09,9.525306439244194e-09,9.534396074716358e-09,9.543386593170998e-09,9.555927432547562e-09,9.840574041050027e-09,9.523419606051594e-09
106,1.1776114399746826e-08,1.1736129532781551e-08,1.1738649373871549e-08,1.1736978892014229e-08,1.1751471611954833e-08,1.1757231833502186e-08,1.1794596368759007e-08,1.2003093766012682e-08,1.173933389722808e-08
107,1.0475894616408726e-08,1.044662461031531e-08,1.0448493215264732e-08,1.0449062927358885e-08,1.0458460030236629e-08,1.0467145814940014e-08,1.0489395567844243e-08,1.0588561319578079e-08,1.0450034761844774e-08
108,6.3799953640325095e-09,6.370950462801142e-09,6.371071634626106e-09,6.371756815439367e-09,6.373951293830074e-09,6.385192178654987e-09,6.383339560659986e-09,6.413172238455386e-09,6.371012585232449e-09
109,9.44435282801565e-09,9.421668301320473e-09,9.423238122720086e-09,9.425618188173212e-09,9.430495933323828e-09,9.474723082721739e-09,9.4544960378361e-09,9.552130371635097e-09,9.422229815033737e-09
110,9.076315211922732e-09,9.055571051351019e-09,9.056982094984978e-09,9.063363966018934e-09,9.067535287947917e-09,9.10387084885533e-09,9.084944716143421e-09,9.18395490699031e-09,9.055764903117384e-09
111,9.55474457166028e-09,9.531172667544346e-09,9.532729362159412e-09,9.535435138474192e-09,9.542933573301469e-09,9.587535935009508e-09,9.56494663733653e-09,9.710959035563668e-09,9.53089280415058e-09
112,9.99723505965813e-09,9.97135023566458e-09,9.973000601973722e-09,9.978463331937505e-09,9.98128780782551e-09,1.0034749042398062e-08,1.0009293583199414e-08,1.021822729066348e-08,9.970813004003952e-09
113,8.333799030746501e-09,8.317367923832765e-09,8.318327560543128e-09,8.318299568043927e-09,8.320787072644067e-09,8.343584342994701e-09,8.340617124238262e-09,8.794634878834762e-09,8.31734380406791e-09
114,1.2093972496474922e-08,1.2051239725205601e-08,1.205381598123342e-08,1.2053116895053435e-08,1.205719168891215e-08,1.2094605371102856e-08,1.2115436901880322e-08,1.8797467351845846e-08,1.2051668560382659e-08
115,1.4725410268990307e-08,1.4650870243450036e-08,1.4654789404806413e-08,1.4653206880946716e-08,1.4661580216315699e-08,1.4688229207131586e-08,1.4756967043483856e-08,2.4896887694431228e-08,1.465183195690797e-08
116,9.851590950688706e-09,9.827690322689855e-09,9.82935488907404e-09,9.828918643078023e-09,9.831628559473327e-09,9.837722357003406e-09,9.863113046337758e-09,1.4187480582531571e-08,9.82774623453738e-09
117,1.2394115225233729e-08,1.2348535547956394e-08,1.2351316664755809e-08,1.2349662371193137e-08,1.235432152344085e-08,1.2360628667011924e-08,1.2415640135624137e-08,1.945536180555856e-08,1.2349281745935476e-08
118,1.8490914937493216e-08,1.83520267656628e-08,1.8359529541706474e-08,1.8360132427981333e-08,1.838150853406076e-08,1.843781950038514e-08,1.853054384719132e-08,3.492383128388333e-08,1.835266459242713e-08
119,6.832732757167231e-09,6.821856892262515e-09,6.822463871371524e-09,6.824248835106037e-09,6.828342890683152e-09,6.83831777354197e-09,6.836123589547847e-09,8.799432807088002e-09,6.821778090910136e-09
120,6.5238845218386375e-09,6.514816406564555e-09,6.515083950545852e-09,6.5155574473565316e-09,6.518920837648062e-09,6.533255463696687e-09,6.527317334769068e-09,8.303031624767649e-09,6.5145779097037205e-09
121,3.14215607579888e-09,3.1429969619736597e-09,3.1430489411796593e-09,3.157969515042451e-09,3.142125416037748e-09,3.14436153875175e-09,3.1429197617541146e-09,3.544777193676295e-09,3.1435630889282963e-09
122,2.829473166322733e-10,2.8303661566030375e-10,2.830629337362372e-10,2.8367413856076813e-10,2.830299369623787e-10,2.828694191981106e-10,2.8291609170901744e-10,2.8367413856076813e-10,2.830831162711964e-10
123,1.705684962928291e-10,1.7059419519687778e-10,1.7061699912332467e-10,1.7045068698817784e-10,1.705993724299511e-10,1.7052583078324457e-10,1.7055251857608535e-10,1.7045068698817784e-10,1.7062825482987732e-10
124,1.3831503866551844e-10,1.3833261197916499e-10,1.3834759833161714e-10,1.382857922536387e-10,1.3833505028369424e-10,1.3828033645818129e-10,1.3830367571073195e-10,1.381192875425964e-10,1.3835609584916997e-10
125,1.1211263976903288e-10,1.1212519943635833e-10,1.1213564214029189e-10,1.1209319519728096e-10,1.1212789276424685e-10,1.1208861606321568e-10,1.1210507935551137e-10,1.1188282733187085e-10,1.1214136622508516e-10
126,1.252993669481116e-10,1.253139358395115e-10,1.2532667502485657e-10,1.2522932611938545e-10,1.253170668890913e-10,1.252672469448209e-10,1.2528874949283168e-10,1.2508323583200906e-10,1.253339349146646e-10
127,1.0903940449880672e-10,1.0905354007303747e-10,1.0906112759483754e-10,1.088056226587142e-10,1.0905433650934739e-10,1.0901149003246171e-10,1.0903110276026078e-10,1.088056226587142e-10,1.0906722564779519e-10
128,2.1770611080142128e-10,2.1776744812560395e-10,2.1777905819967862e-10,2.1781084649897187e-10,2.1776508992971654e-10,2.1764089647506243e-10,2.1768173927158652e-10,2.1781084649897187e-10,2.1779956158320603e-10
129,3.8486304066043067e-10,3.850203295534933e-10,3.8505394103589504e-10,3.849740132753379e-10,3.8497897184900697e-10,3.84721617928057e-10,3.8481282086491306e-10,3.845436945038422e-10,3.850987893863135e-10
130,5.789977497288957e-09,5.783393239792641e-09,5.783357722017883e-09,5.783590945741372e-09,5.787297304156782e-09,5.787724451279021e-09,5.792554176506017e-09,5.792418702635506e-09,5.783227281388053e-09
131,6.342716355818465e-09,6.334483024409479e-09,6.334520735244784e-09,6.33434573862522e-09,6.339415626345545e-09,6.337412851668386e-09,6.3456633518504035e-09,6.3411350876356206e-09,6.334008401698061e-09
