,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
0,8.758836116850222e-10,8.758948359995805e-10,8.758418420107703e-10,8.759004198277976e-10,8.758359327285661e-10,8.752982250989853e-10,8.752463493881679e-10,8.75656353383399e-10,8.760423839244762e-10
1,1.1138911418444137e-09,1.1140580727301783e-09,1.1139620325130457e-09,1.1140505944922176e-09,1.113972137493525e-09,1.1134486008633339e-09,1.1137641094452199e-09,1.1191095313200757e-09,1.114285766376417e-09
2,5.860427786207352e-10,5.86086717825804e-10,5.860609335365397e-10,5.860784382465225e-10,5.860533204386336e-10,5.859148594318686e-10,5.860082712622562e-10,5.838738546357401e-10,5.861538646846401e-10
3,2.650368706861716e-10,2.6504970152868906e-10,2.6504234798711747e-10,2.6505747139361923e-10,2.650327702552423e-10,2.650209945127271e-10,2.650284328237352e-10,2.6375617677261595e-10,2.6506717198476115e-10
4,2.2240985248331409e-10,2.2241944142911098e-10,2.2241404134765037e-10,2.224142317624246e-10,2.2240596224642408e-10,2.2238244636291742e-10,2.2240344567679558e-10,2.2138967187989137e-10,2.224326793190684e-10
5,1.8395687448101726e-10,1.839639070602916e-10,1.839600951622593e-10,1.8392905018035527e-10,1.8395383675677052e-10,1.839361763877906e-10,1.8395233286292774e-10,1.8319962787642135e-10,1.8397361853518197e-10
6,1.1843366286573843e-10,1.1843664471084754e-10,1.1843501173875346e-10,1.1810044264373038e-10,1.1843189948186715e-10,1.1842400987814427e-10,1.1843166868595997e-10,1.1810044264373038e-10,1.1844112696472725e-10
7,9.681227118632308e-11,9.681427684685134e-11,9.68131502290712e-11,9.658477100279586e-11,9.681110573239157e-11,9.680608331090467e-11,9.681092313516224e-11,9.658477100279586e-11,9.681740273967521e-11
8,8.217349950321168e-11,8.217500570780728e-11,8.217419697627573e-11,8.200437916936828e-11,8.217264487258123e-11,8.216906736511742e-11,8.217257794951734e-11,8.200437916936828e-11,8.217726628879427e-11
9,8.704745070340538e-11,8.704908445365194e-11,8.704819101147327e-11,8.686019788072564e-11,8.704715044703616e-11,8.704277055004934e-11,8.704642333763872e-11,8.703889996122932e-11,8.705157323087285e-11
10,9.754826292453846e-11,9.755025103122044e-11,9.754914573539454e-11,9.731765583053672e-11,9.754804213551491e-11,9.754591486256946e-11,9.754700244021653e-11,9.754667937413999e-11,9.75534382646318e-11
11,9.483869425231872e-11,9.484061975912534e-11,9.483956083363992e-11,9.461963377029372e-11,9.483874946213064e-11,9.48358371170107e-11,9.483747268154145e-11,9.483895884343294e-11,9.484365259608545e-11
12,1.2680199937590519e-10,1.268052564532652e-10,1.2680345876185923e-10,1.2642124685939182e-10,1.268020316212997e-10,1.267967471814191e-10,1.267993137063113e-10,1.2680317717368237e-10,1.268108622014044e-10
13,1.5036180241022092e-10,1.503663804518813e-10,1.5036383486898628e-10,1.4983378693626903e-10,1.5036277343393115e-10,1.5034600490525462e-10,1.503582348595139e-10,1.5036336462778473e-10,1.5037434646141968e-10
14,1.4289388863978014e-10,1.4289802028475223e-10,1.428957893241331e-10,1.424146370741225e-10,1.4289318120804746e-10,1.4287827433970442e-10,1.4289050026904656e-10,1.4289417220077448e-10,1.4290521428533742e-10
15,1.431107066692553e-10,1.4311458312846187e-10,1.4311233062971562e-10,1.4262999396573744e-10,1.4310997293974882e-10,1.430961476838288e-10,1.431074388867854e-10,1.431098503249402e-10,1.4312167177495466e-10
16,1.4749011261468478e-10,1.4749435326191624e-10,1.4749196603128354e-10,1.4698117758637396e-10,1.4748936092238509e-10,1.474748671284914e-10,1.4748654590783536e-10,1.4748549218211325e-10,1.4750194455110215e-10
17,1.6682112958143556e-10,1.6682671648007973e-10,1.6682364348554257e-10,1.6680478582664067e-10,1.6682034267826453e-10,1.66802538057483e-10,1.6681611856795838e-10,1.667987955003514e-10,1.6683607655944908e-10
18,2.0246457823422217e-10,2.0247297854340594e-10,2.0246835994279897e-10,2.0245335108163118e-10,2.0246521647820144e-10,2.0244983893766742e-10,2.0245813726310516e-10,2.0214689605490705e-10,2.024869115451594e-10
19,5.570248890075829e-10,5.570656006974963e-10,5.570421053246284e-10,5.57061043403317e-10,5.570248890075829e-10,5.569592582503493e-10,5.569927086553464e-10,5.548495175858444e-10,5.571469226726241e-10
20,5.966422652189739e-10,5.966896928857933e-10,5.966624532972117e-10,5.966976526098904e-10,5.966408642142816e-10,5.965719826959833e-10,5.966071433555592e-10,5.944787019623427e-10,5.967789133715915e-10
21,2.3266417320771293e-09,2.3272237708999847e-09,2.3268817868531357e-09,2.3270838164962696e-09,2.326652371121553e-09,2.325255087550091e-09,2.3262421072929006e-09,2.3991596738733384e-09,2.3283080655901666e-09
22,2.242286835714997e-09,2.2428620787321505e-09,2.2425331090212904e-09,2.242935981287894e-09,2.242243873925134e-09,2.239821728508022e-09,2.241895325100176e-09,2.3083014065259984e-09,2.243904543446541e-09
23,5.086016081376422e-10,5.086383627331765e-10,5.086171546675835e-10,5.086311632036948e-10,5.085664468324865e-10,5.084297281586934e-10,5.085764628283198e-10,5.064716061715738e-10,5.087087813867889e-10
24,1.9052723936168113e-10,1.9053514446848107e-10,1.9053068754737178e-10,1.9051498852131115e-10,1.905290586019803e-10,1.904956336894353e-10,1.9052200509628426e-10,1.8972189246485531e-10,1.9054724589964924e-10
25,1.5546731550718953e-10,1.554726117283113e-10,1.5546965928026065e-10,1.5546475674626925e-10,1.554697935692353e-10,1.554531871023564e-10,1.554636682039504e-10,1.549058637612742e-10,1.5548053821730304e-10
26,1.6265515836436747e-10,1.6266110549093396e-10,1.626578388859236e-10,1.6204491484417268e-10,1.626524643485758e-10,1.626383748799925e-10,1.6265118597649753e-10,1.6204491484417268e-10,1.6266980948595068e-10
27,1.4240560691648886e-10,1.424102774687981e-10,1.424077836988427e-10,1.4193019975585817e-10,1.4240127665574783e-10,1.4239182654165055e-10,1.4240239828380804e-10,1.4193019975585817e-10,1.424168627826003e-10
28,1.3332887507938953e-10,1.3333289429591303e-10,1.333311868344219e-10,1.329100039940294e-10,1.3332505007841193e-10,1.3330892693731924e-10,1.3332616308084696e-10,1.329100039940294e-10,1.333385926053437e-10
29,1.5610751014810324e-10,1.5611323506336723e-10,1.561122449925727e-10,1.555424033198563e-10,1.5610154020752963e-10,1.560818295413201e-10,1.5610410164451113e-10,1.555424033198563e-10,1.5612082579791675e-10
30,1.928602023820543e-10,1.9286912041718294e-10,1.9287054614422532e-10,1.928406559205251e-10,1.92857789251988e-10,1.928258095468599e-10,1.9285530954586656e-10,1.9204044951093963e-10,1.928802833937542e-10
31,8.503684884593905e-10,8.504861924458753e-10,8.505624416705005e-10,8.496999102624779e-10,8.504801545396162e-10,8.501455842718557e-10,8.503082001293644e-10,8.499087392049961e-10,8.506309887590484e-10
32,1.0995410866102587e-09,1.0998346850024307e-09,1.0999558414901477e-09,1.0999170381810713e-09,1.0997788826532762e-09,1.0992931961314934e-09,1.0994394918514032e-09,1.1043410382588733e-09,1.1000218995801896e-09
33,3.2118195914536175e-09,3.2138927313712073e-09,3.214424840629816e-09,3.2143853888028286e-09,3.213219208215016e-09,3.2114576882101485e-09,3.211139816864568e-09,3.206044373530591e-09,3.2149848603806786e-09
34,1.2000868198057704e-08,1.2013631507656242e-08,1.2016137905534006e-08,1.2018636286959635e-08,1.2005737398809747e-08,1.2001606791641179e-08,1.2001606062320599e-08,1.2001661132619146e-08,1.2023798817127375e-08
35,1.3894203941655872e-08,1.390405483746501e-08,1.3906149453278158e-08,1.3907621249452642e-08,1.389536771279195e-08,1.3894007851139751e-08,1.3896486322587532e-08,1.3894143434951386e-08,1.3915483247264317e-08
36,1.3701573535342384e-08,1.3712201049411467e-08,1.371432247510388e-08,1.3714576909688568e-08,1.3702794906326055e-08,1.3701541509152327e-08,1.3703655728627119e-08,1.3701471792255273e-08,1.372342402454442e-08
37,1.6098074707641784e-08,1.6102401544529112e-08,1.61045733817011e-08,1.6104688554491e-08,1.6096330743728604e-08,1.6100344877070505e-08,1.6101882655164145e-08,1.6097146065010707e-08,1.611509331061851e-08
38,1.0715653128768754e-08,1.0731227565630995e-08,1.0732924208463818e-08,1.0731033012114245e-08,1.0715886512074627e-08,1.071547960430269e-08,1.0715150660492392e-08,1.0715806981776367e-08,1.073902567936149e-08
39,6.325383294099241e-09,6.334382320340944e-09,6.335200564388681e-09,6.333009016446092e-09,6.326280250452525e-09,6.316667550948742e-09,6.322748670060966e-09,6.3231724190562744e-09,6.337223028121799e-09
40,5.569176074807235e-09,5.575783716038035e-09,5.57644957668213e-09,5.574544483279891e-09,5.569958978760086e-09,5.562273752787282e-09,5.566720712783423e-09,5.563682968877261e-09,5.577910629480843e-09
41,9.588938020339743e-09,9.604189693950319e-09,9.606591367319477e-09,9.606656135658174e-09,9.590196023448325e-09,9.586256530498859e-09,9.587070119727532e-09,9.595417132984151e-09,9.609732733543925e-09
42,9.782982124369414e-09,9.799001597887388e-09,9.801703093183264e-09,9.802624802552611e-09,9.785320994788264e-09,9.780776340722187e-09,9.781361975744103e-09,1.0281131637738236e-08,9.804815741726825e-09
43,9.416054415705765e-09,9.432037629871795e-09,9.434529500728811e-09,9.436122715628264e-09,9.420727333157147e-09,9.413604620392593e-09,9.41408496858618e-09,1.1204684888167413e-08,9.437454263513882e-09
44,1.1307219747121901e-08,1.1323401640932136e-08,1.1326841477452274e-08,1.1328967271580171e-08,1.1314542633753464e-08,1.1311603305413311e-08,1.1306960540436889e-08,1.3787853461662536e-08,1.1331377528265321e-08
45,1.081347894757325e-08,1.0830146311434836e-08,1.083338069163679e-08,1.0834048936433005e-08,1.0821333627557795e-08,1.0812661731115582e-08,1.0812741186931323e-08,1.3104283979352679e-08,1.0837689831582382e-08
46,1.062683260343987e-08,1.0643062474329065e-08,1.0645772721917825e-08,1.0646637993012904e-08,1.063382792495149e-08,1.0626165875386351e-08,1.0625927530617919e-08,1.2847760194847237e-08,1.0650438345106323e-08
47,1.4447849806364198e-09,1.445325357766203e-09,1.4453529868506728e-09,1.445305371142779e-09,1.4448455335813833e-09,1.4417979042782797e-09,1.444617463447009e-09,1.4626721708254946e-09,1.4455298773975504e-09
48,50.495500693780755,140.21080775135238,228.45537207027525,48.534510375582464,48.779634165357265,16.178170125310732,38.23931120504147,0.02451237915166948,588.0519716698859
49,1.9506466869118713e-10,1.9507382562270716e-10,1.9508176294663292e-10,1.9506787141393482e-10,1.9506392611036482e-10,1.9504179931419607e-10,1.950597467165788e-10,1.9422812421077714e-10,1.9508563832080248e-10
50,1.6455410504160801e-10,1.6456042995749424e-10,1.6456604268858506e-10,1.6453708990857048e-10,1.645540472297873e-10,1.645368056378715e-10,1.6455070168944137e-10,1.639308690861191e-10,1.6456903954150872e-10
51,1.3566753236056343e-10,1.3567172195659515e-10,1.35675628826947e-10,1.3523381337084906e-10,1.3566874653953574e-10,1.356550613512673e-10,1.3566503896048206e-10,1.3523381337084906e-10,1.3567765475786654e-10
52,1.3361842090984624e-10,1.33622632105756e-10,1.3362652568285136e-10,1.3319739375075182e-10,1.3362023850445025e-10,1.3360686537807956e-10,1.336161566365468e-10,1.3319739375075182e-10,1.336282311368559e-10
53,1.591369701275108e-10,1.5914280740555735e-10,1.591481965307965e-10,1.5892706134473938e-10,1.5914158846549144e-10,1.5912129257460185e-10,1.5913358347135885e-10,1.5855063518853273e-10,1.5915024696179445e-10
54,2.5060619898546965e-10,2.5062010823407236e-10,2.506332203637968e-10,2.5057515885112505e-10,2.50611184427163e-10,2.505741536245344e-10,2.505989376486506e-10,2.4940779948294304e-10,2.506370600335788e-10
55,3.5706192436632113e-10,3.570910581208775e-10,3.5711403470092096e-10,3.570675375092319e-10,3.570729739345219e-10,3.570001290501893e-10,3.5705024639946415e-10,3.5535288798658683e-10,3.5711740016007817e-10
56,4.248113837718218e-09,4.2517380424164154e-09,4.252816774068936e-09,4.252846486180559e-09,4.25033683872179e-09,4.243856434510543e-09,4.246811089069711e-09,4.5738426180160645e-09,4.252699388092075e-09
57,1.70097903347311e-08,1.7012268793583342e-08,1.7019449265110542e-08,1.701843779892612e-08,1.7007487700231875e-08,1.701222147646265e-08,1.701459356519969e-08,1.7311869344719875e-08,1.7017835725898287e-08
58,1.9635091151119614e-08,1.963007461296397e-08,1.9635732723189728e-08,1.9635276710564424e-08,1.9627991332988626e-08,1.9630519373047208e-08,1.9645685086759055e-08,1.969058024554474e-08,1.963502004115902e-08
59,2.207117138934462e-08,2.2056672846868462e-08,2.2059857580285104e-08,2.2059093592845287e-08,2.2057470788309855e-08,2.206393985977658e-08,2.2090502662368888e-08,2.2116797467187153e-08,2.2060719732557412e-08
60,1.3921675973370065e-08,1.3933516066083051e-08,1.3937738680378836e-08,1.3939330520575725e-08,1.3928517771383138e-08,1.3924477830854614e-08,1.3924810319802292e-08,1.3926571632336441e-08,1.3940003661085103e-08
61,1.6755910484595635e-08,1.6759394996465545e-08,1.676346420762983e-08,1.676518834930253e-08,1.6755536733688046e-08,1.6759280320851324e-08,1.6762139636399388e-08,1.6765697000497293e-08,1.676635102650424e-08
62,1.6051230367018506e-08,1.6056075309653582e-08,1.6060326170646028e-08,1.6059702644189723e-08,1.6050900961131988e-08,1.6061819645396285e-08,1.6055576832404786e-08,1.60620791747002e-08,1.6063725167154646e-08
63,4.623886027315852e-09,4.628831841468143e-09,4.629380428393666e-09,4.62838974127127e-09,4.627453063319241e-09,4.61935644033208e-09,4.621670947305026e-09,4.6177513802980655e-09,4.6297166901908256e-09
64,4.243637548176961e-09,4.247659969741535e-09,4.2481336831971335e-09,4.247271088459653e-09,4.246377324149806e-09,4.2406894630077816e-09,4.241385602826521e-09,4.235646653252398e-09,4.248397218026655e-09
65,3.4749258302370306e-09,3.4776302055366583e-09,3.477964224953473e-09,3.4776670374862962e-09,3.4767086708986082e-09,3.47315813133646e-09,3.4735974640541296e-09,3.464637304675632e-09,3.478223150114939e-09
66,3.5988187075092728e-09,3.6016981361428225e-09,3.602062234017427e-09,3.6020306760848615e-09,3.6007702843015925e-09,3.5980175805979154e-09,3.5975124742256265e-09,3.622650829146139e-09,3.6023827667749285e-09
67,3.853476169599929e-09,3.856671966660595e-09,3.857081504946541e-09,3.857232418635434e-09,3.8556651772028534e-09,3.853177486161335e-09,3.85195908340614e-09,4.108643068154057e-09,3.857477135891576e-09
68,4.2702859118274e-09,4.2742699751004565e-09,4.274716347114872e-09,4.274913920471586e-09,4.273452311686968e-09,4.269689184773039e-09,4.268520415197752e-09,4.600188035204074e-09,4.275168200796526e-09
69,1.1641658115608386e-08,1.1660882075401215e-08,1.166233649056959e-08,1.1663451282213708e-08,1.1652293708025333e-08,1.1641870693433684e-08,1.1641892705706623e-08,1.4254909610380827e-08,1.1664966244191686e-08
70,1.100977454828815e-08,1.1027670002545736e-08,1.103033614646694e-08,1.1029711473634325e-08,1.102094855749996e-08,1.1009734094487205e-08,1.100925579467272e-08,1.3375321230270485e-08,1.1032763744018935e-08
71,3.978866606061966e-09,3.9817737092417824e-09,3.982637505230791e-09,3.981682317720904e-09,3.980920313345845e-09,3.971271054625783e-09,3.977466385125479e-09,4.25526808792602e-09,3.983075251666493e-09
72,6.307941721216556e-10,6.30881280407363e-10,6.309121108069469e-10,6.307879823547919e-10,6.308595727778631e-10,6.3065890915855e-10,6.307507086465941e-10,6.286879133868296e-10,6.309336505590628e-10
73,5.342666217421593e-10,5.343140131677976e-10,5.343578720239518e-10,5.342485982927901e-10,5.343193521989439e-10,5.341512165997545e-10,5.342356840410993e-10,5.321049482025293e-10,5.343750885068275e-10
74,3.134319383120699e-10,3.134518118857042e-10,3.134708019457873e-10,3.133782184936333e-10,3.1345459703726425e-10,3.133895126959772e-10,3.1341882609180063e-10,3.1190348587124064e-10,3.1347704408328495e-10
75,2.720555805430746e-10,2.7207156043719493e-10,2.720864541850611e-10,2.7073453000527066e-10,2.7207356030152947e-10,2.720212981614677e-10,2.7204489668295563e-10,2.7073453000527066e-10,2.7209067997852057e-10
76,2.503972781291699e-10,2.504108637198344e-10,2.504232365668545e-10,2.4920237063922485e-10,2.504103330520307e-10,2.503677718160633e-10,2.5038874107181263e-10,2.4920237063922485e-10,2.5042676772483416e-10
77,2.60434208618535e-10,2.6044875110284835e-10,2.6046194916113624e-10,2.591816671658676e-10,2.604437489479048e-10,2.604027175333807e-10,2.604266558265997e-10,2.591816671658676e-10,2.6046657650238827e-10
78,1.8816100106173223e-10,1.8816943314505787e-10,1.881771027566567e-10,1.873726525682268e-10,1.8816833484755424e-10,1.8813861913887354e-10,1.8815648608859663e-10,1.873726525682268e-10,1.881800641474252e-10
79,2.0370423603265556e-10,2.0371598161877496e-10,2.037222864848551e-10,2.036921204053279e-10,2.037149253429276e-10,2.036673144419057e-10,2.0369840163313963e-10,2.0280707613612507e-10,2.0372605515274343e-10
80,5.2454910425577735e-09,5.25098127267665e-09,5.251714570222753e-09,5.2503150551886585e-09,5.249298603357045e-09,5.23624583526767e-09,5.243128549106443e-09,5.788348042734894e-09,5.252907401711484e-09
81,1.0981475836727243e-08,1.0997196524176015e-08,1.0999931554184005e-08,1.0994513085362042e-08,1.0988066564193605e-08,1.0981464773140916e-08,1.0980908889135257e-08,1.1159202173777828e-08,1.100429482419648e-08
82,1.1176789275545545e-08,1.1193164780247337e-08,1.1195782106001508e-08,1.1192307406519487e-08,1.1184159545966346e-08,1.1176806304764763e-08,1.117633302525214e-08,1.1200878699363344e-08,1.1200665248994743e-08
83,1.0277344760035845e-08,1.029376688620086e-08,1.0296014855141792e-08,1.0294894722351735e-08,1.0286012273869714e-08,1.0275776032940648e-08,1.0275922058607838e-08,1.0279020797760632e-08,1.0299811627756402e-08
84,8.785680282034788e-09,8.801150987103909e-09,8.802437202046195e-09,8.80194873419829e-09,8.793761150467944e-09,8.781085652095847e-09,8.782901691366117e-09,8.780972995821447e-09,8.804796112309706e-09
85,8.384437871105254e-09,8.399336804265647e-09,8.400689572851612e-09,8.398567097527465e-09,8.394031458938811e-09,8.379228071690902e-09,8.381795281079108e-09,8.379736127907575e-09,8.402771512864443e-09
86,4.854399001179834e-09,4.859631511137357e-09,4.86019147939039e-09,4.858691339744407e-09,4.8580355602407046e-09,4.847607496503816e-09,4.852685967637905e-09,4.8486899237939675e-09,4.861108056336434e-09
87,3.3830989833856106e-09,3.3856243918015457e-09,3.385804482902597e-09,3.384788851961351e-09,3.3840378292257977e-09,3.3796243892634873e-09,3.3822940214653215e-09,3.377973337374692e-09,3.3864918852941557e-09
88,5.200884784293565e-09,5.206734311719893e-09,5.207152796594197e-09,5.204002485406265e-09,5.202733276923917e-09,5.1933055124051105e-09,5.198642929820741e-09,5.1896694342701715e-09,5.208524525367432e-09
89,1.1343414782954406e-08,1.1359879084752054e-08,1.1362231292886163e-08,1.1361762390961612e-08,1.1346815705627619e-08,1.134458294773633e-08,1.1343131102160164e-08,1.1470068107621986e-08,1.1367936891614798e-08
90,1.1488319856041999e-08,1.1505086557594818e-08,1.1508492337352058e-08,1.1506214008148688e-08,1.1491265536432108e-08,1.1488553928721795e-08,1.1488115111387185e-08,1.404002939069499e-08,1.1513425688582873e-08
91,9.899190578535933e-09,9.91617384383602e-09,9.919213644307023e-09,9.91602685434162e-09,9.906930145290564e-09,9.896649174026198e-09,9.897377803898672e-09,1.1855717044117648e-08,9.922556807828828e-09
92,1.022827840614926e-08,1.0245479379524839e-08,1.0248694595241157e-08,1.0246656190690683e-08,1.0237381814163205e-08,1.0226288962861276e-08,1.0226516984643396e-08,1.2302440537104553e-08,1.0252318176499835e-08
93,1.1916545039455818e-08,1.1933483234831583e-08,1.19373186504794e-08,1.1935055369743522e-08,1.1924797893793958e-08,1.1916990835399549e-08,1.1916883680292962e-08,1.4641023490775703e-08,1.1942261583769121e-08
94,1.4582560542985466e-08,1.4594785064731112e-08,1.4597204265055675e-08,1.4594310285521642e-08,1.4586015203056532e-08,1.4589904130254182e-08,1.458582039877941e-08,1.8525886736619e-08,1.4606335172551533e-08
95,1.1259764610111475e-09,1.1262884813112369e-09,1.1263124223553253e-09,1.125954327510511e-09,1.1262265150201365e-09,1.1255225932741494e-09,1.1257949794446458e-09,1.1315580982333602e-09,1.1264329103103823e-09
96,2.9213057686706377e-10,2.9215612884655524e-10,2.9216165172689634e-10,2.921037274516093e-10,2.9214626913070204e-10,2.9209224418819496e-10,2.9211584126852086e-10,2.9070150066646635e-10,2.921754831292026e-10
97,2.2338994601422254e-10,2.2340095774748773e-10,2.2340537440892561e-10,2.233691064486969e-10,2.2339916224437577e-10,2.233619797736876e-10,2.233799421821935e-10,2.2236026649380122e-10,2.2341658074835703e-10
98,1.5195455682195567e-10,1.5195952003119763e-10,1.5196145129100064e-10,1.5194439336663885e-10,1.519569714958967e-10,1.519395313063051e-10,1.5194970925815757e-10,1.5141600234156473e-10,1.5196687233385076e-10
99,1.1656232021179448e-10,1.1656528964017266e-10,1.1656654151266222e-10,1.1644153197017853e-10,1.1656447111472495e-10,1.1655340449699596e-10,1.1655947576968515e-10,1.162385425913812e-10,1.165698715770677e-10
100,9.735223149791654e-11,9.735441275669187e-11,9.735523460639617e-11,9.712207548095715e-11,9.735327184528399e-11,9.734617833607545e-11,9.735031487589844e-11,9.712207548095715e-11,9.73576387925718e-11
101,1.0741323959556927e-10,1.0741589257074305e-10,1.0741697713874599e-10,1.0713641810284884e-10,1.0741592814184514e-10,1.0740601742153058e-10,1.0741115710625498e-10,1.0713641810284884e-10,1.0741987145801705e-10
102,1.64506146554219e-10,1.6451261996003122e-10,1.6451613795527584e-10,1.6388230092738317e-10,1.6451300787025213e-10,1.6449182015282385e-10,1.6450114855364694e-10,1.6388230092738317e-10,1.645215553640953e-10
103,2.2759458113643219e-10,2.2761268942930038e-10,2.276178625653078e-10,2.2739099267685825e-10,2.2761034595356697e-10,2.2757463242326202e-10,2.2758720172086445e-10,2.2653673871741063e-10,2.2762394011851664e-10
104,6.04660935689213e-09,6.055294138148895e-09,6.055766472551902e-09,6.055136985796764e-09,6.051536602814593e-09,6.046287025571139e-09,6.043908043840733e-09,6.796167924327497e-09,6.056892435943358e-09
105,1.770617776699902e-08,1.7715439634208562e-08,1.7711302823117927e-08,1.771058342265835e-08,1.7702937370479922e-08,1.7705137517665992e-08,1.7711603186890338e-08,1.8204515637931016e-08,1.7715085646246104e-08
