,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
0,0.229884474239421,1.5644426619913145,0.1579359066834404,0.19829729823163064,0.3088524142800952,0.010529087347430813,8.78031989793487e-05,0.07458085905472343,0.020180723654346915,1.9698114212728506,0.09300671165170483,0.23251673890700578,8.78031989793487e-05,0.011406508789932197,0.10616803495465345
1,5.979709454202133e-10,5.982854359538377e-10,5.979006168209382e-10,5.979391804936405e-10,5.980388902566584e-10,5.970401138353955e-10,6.063315266233262e-10,5.976714018008228e-10,5.971927437121425e-10,5.983054371280286e-10,5.977408591588787e-10,5.979736526610041e-10,6.063315266233262e-10,5.970328497985344e-10,5.977851246308255e-10
2,2.4043420983692765e-10,2.405233088637673e-10,2.4041077697892853e-10,2.404241545817141e-10,2.4045444003259863e-10,2.40114490589718e-10,2.4069988996756783e-10,2.403412454427849e-10,2.401930181304477e-10,2.405285669698933e-10,2.403623610217843e-10,2.404353091642606e-10,2.4069988996756783e-10,2.401206019366341e-10,2.403773521436182e-10
3,1.1523748012878111e-10,1.1526398220961016e-10,1.1522933860148479e-10,1.1523392153666388e-10,1.1524387401952731e-10,1.151157629936403e-10,1.1500055548626216e-10,1.1520499219595367e-10,1.1514642413296361e-10,1.1526554600648676e-10,1.1521248557294227e-10,1.1523782995917921e-10,1.1500055548626216e-10,1.1511843403580826e-10,1.1522171986521211e-10
4,1.1173884956033222e-10,1.1176374850890571e-10,1.1173162487562066e-10,1.1173591874733845e-10,1.1174489868457094e-10,1.1162323014894296e-10,1.1150067482805447e-10,1.117082873562784e-10,1.1165256514544552e-10,1.1176511227617104e-10,1.1171565989159106e-10,1.1173909647579968e-10,1.1150067482805447e-10,1.1162579469167633e-10,1.1172445416767391e-10
5,1.1071718345824481e-10,1.107418694374803e-10,1.107101680428047e-10,1.1071477818224167e-10,1.1072310706395272e-10,1.1060241859856697e-10,1.1047689941801636e-10,1.106869142509902e-10,1.1063156891092648e-10,1.1074305610352535e-10,1.1069452030160911e-10,1.1071734660539344e-10,1.1047689941801636e-10,1.1060497916137738e-10,1.1070019586038052e-10
6,1.0993942398278628e-10,1.0996325306736345e-10,1.0993014839535315e-10,1.0993742985624145e-10,1.0994510971462295e-10,1.0982623388292464e-10,1.0969964459330043e-10,1.0991000605119457e-10,1.0986454154416229e-10,1.0996496703283098e-10,1.0991823127910045e-10,1.0993974377419799e-10,1.0969964459330043e-10,1.0982876052025905e-10,1.0992154361327578e-10
7,1.4928273919533083e-10,1.493224734844668e-10,1.4926934453893854e-10,1.492809548553337e-10,1.492924032329208e-10,1.4911282318457987e-10,1.4910182880320585e-10,1.4923938132996614e-10,1.4918353214964937e-10,1.4932505125339702e-10,1.4925000724335373e-10,1.492833906922982e-10,1.4895499570560844e-10,1.491162768140245e-10,1.4925977218934398e-10
8,3.809495966503965e-10,3.8110839302724137e-10,3.808925586725552e-10,3.8093298855559803e-10,3.8098688321180884e-10,3.80378947209605e-10,3.833378465659822e-10,3.8079852869174896e-10,3.806187104987288e-10,3.811228630322013e-10,3.8083894941139293e-10,3.8095250241480075e-10,3.803340658508511e-10,3.803885193598079e-10,3.8087763523564964e-10
9,6.420426793925689e-10,6.423649974487398e-10,6.419455378798892e-10,6.420107082878586e-10,6.421200715153171e-10,6.410897445518521e-10,6.520014898776307e-10,6.41740363970667e-10,6.413043127526567e-10,6.423948830144981e-10,6.41813807538433e-10,6.420484698641946e-10,6.415181380667479e-10,6.410733107848238e-10,6.419503669004943e-10
