,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
16,4.1459067556562333e-10,4.176474519045756e-10,4.148790816430079e-10,4.147871304625782e-10,4.1453951662179854e-10,4.1478941202358283e-10,4.1475821050280795e-10,4.1493998012637017e-10,4.142599408365649e-10,4.143500884950612e-10,4.148536236311534e-10,4.145767334221915e-10,4.149612999930016e-10
17,4.675089823802864e-10,4.718617563411556e-10,4.678557012075368e-10,4.677306574300049e-10,4.674491245745543e-10,4.677432929200781e-10,4.67754706896156e-10,4.679250419781763e-10,4.67119623892003e-10,4.672322687829467e-10,4.67702476527046e-10,4.674903911548524e-10,4.679505262581615e-10
18,7.823830677492889e-10,7.982957426489757e-10,7.830881632436813e-10,7.828216963043412e-10,7.822666074174044e-10,7.828512502387136e-10,7.830461128299742e-10,7.83247149133418e-10,7.816126603799791e-10,7.818315878715297e-10,7.822249033891398e-10,7.82342960460881e-10,7.833193442888377e-10
19,9.037783371105564e-10,9.265969339640561e-10,9.04653958629418e-10,9.043117003934297e-10,9.036383698659657e-10,9.04362437735656e-10,9.04611344117883e-10,9.048470781911339e-10,9.028533136705529e-10,9.031008168763131e-10,9.033761253858105e-10,9.037450538756017e-10,9.049391443855076e-10
20,9.157714842887834e-10,9.393629173494988e-10,9.166265254108892e-10,9.162866045479251e-10,9.156321900800629e-10,9.163532536812927e-10,9.165367128609095e-10,9.168162476567654e-10,9.148383555924292e-10,9.150917651285524e-10,9.153341350906949e-10,9.157225265870728e-10,9.169013488186753e-10
21,9.510911548996032e-10,9.770579939639503e-10,9.519772781397657e-10,9.516098398079798e-10,9.509170369064503e-10,9.516847043213582e-10,9.519327619579522e-10,9.521838215631807e-10,9.501044716071335e-10,9.503636002233374e-10,9.504706594468953e-10,9.510217093861888e-10,9.522729927328694e-10
22,7.997905409385879e-10,8.165676786185792e-10,8.00523977485323e-10,8.002155395494942e-10,7.996484841514537e-10,8.002694950719197e-10,8.004848304408591e-10,8.006834038989117e-10,7.989773239001228e-10,7.992098983059343e-10,7.990673805119939e-10,7.997321237306202e-10,8.00758780934851e-10
23,8.247891571414867e-10,8.429171118010712e-10,8.255704963079859e-10,8.252518691663877e-10,8.246605567572518e-10,8.252940800358423e-10,8.254164641171676e-10,8.257203258282303e-10,8.239608563328596e-10,8.241713945068272e-10,8.239496446221143e-10,8.247390485424361e-10,8.257902222801888e-10
24,2.981151607425209e-10,2.989873083760863e-10,2.9830420012123137e-10,2.982356172003021e-10,2.980794870910935e-10,2.982385174806792e-10,2.98216679279586e-10,2.983224407832337e-10,2.978987778145507e-10,2.979514641840165e-10,2.9770530205084497e-10,2.9809873430407877e-10,2.983335870371319e-10
25,2.0580491833420326e-10,2.0580763829806097e-10,2.0590692675632304e-10,2.0587194519146244e-10,2.0578569454249914e-10,2.0587385149825882e-10,2.0585550353088017e-10,2.0591681527442712e-10,2.056739572149224e-10,2.057066755356293e-10,2.0551505049418769e-10,2.057979466533501e-10,2.059220867390998e-10
26,1.7915961015523342e-10,1.7904555741303233e-10,1.7923890356619395e-10,1.792127394928852e-10,1.79144475847776e-10,1.792133294178611e-10,1.791917228607912e-10,1.7924664776457122e-10,1.7904971632641946e-10,1.7907862517646052e-10,1.7891858557281166e-10,1.7915317414772513e-10,1.7925034111349247e-10
27,1.568454710912446e-10,1.5666862151688018e-10,1.5690833451152085e-10,1.568878608534577e-10,1.5683434450944549e-10,1.568885704457332e-10,1.5686979627361507e-10,1.5691419434259924e-10,1.5675605844433673e-10,1.5678030309878447e-10,1.5664565980895434e-10,1.5684110699652232e-10,1.569164943744698e-10
28,1.3842366293138974e-10,1.3821071181211443e-10,1.3847307745052813e-10,1.3845710230717037e-10,1.384139248823761e-10,1.3845750792266372e-10,1.384370625778537e-10,1.3847768408747053e-10,1.3835045948999665e-10,1.3836980026821057e-10,1.3825529366883884e-10,1.3842005457918464e-10,1.3847953072084127e-10
29,1.5961857432945955e-10,1.5944659376707523e-10,1.5968245255500681e-10,1.5966077360124408e-10,1.5960473679971448e-10,1.5966135098036377e-10,1.5964446353384968e-10,1.596881668357583e-10,1.5952644530630038e-10,1.5954905740468576e-10,1.5941949810985353e-10,1.5961301391385573e-10,1.596909572274426e-10
30,4.1596268940627423e-10,4.1904101677581895e-10,4.1628068402532914e-10,4.161532102160878e-10,4.1590716612631616e-10,4.1616001027390616e-10,4.161104855300045e-10,4.163116259964572e-10,4.156321251543916e-10,4.1571267617488684e-10,4.153438491173341e-10,4.1593764448721447e-10,4.163322899346664e-10
31,8.127727261822143e-10,8.302421046701104e-10,8.135802356079086e-10,8.132501633966457e-10,8.126825803989215e-10,8.13248460057944e-10,8.132435665607724e-10,8.136610477446443e-10,8.119714404424013e-10,8.122622916593147e-10,8.115832559065407e-10,8.127200936093983e-10,8.137232717437487e-10
32,1.1046362883418212e-09,1.1428847228571646e-09,1.1057882322647874e-09,1.105336666838993e-09,1.104699234979376e-09,1.1053181736122167e-09,1.1053916116011268e-09,1.1058932147865193e-09,1.1035245275184512e-09,1.1038710647510843e-09,1.1034291010212665e-09,1.104559047569912e-09,1.105982068014634e-09
33,9.432709498187863e-10,9.686769685018125e-10,9.441711366067076e-10,9.438420351465222e-10,9.433467763200502e-10,9.438262829449644e-10,9.43960886781624e-10,9.44276168642045e-10,9.422951227815806e-10,9.426136048198315e-10,9.43481228661681e-10,9.43231422482563e-10,9.443516062411113e-10
34,8.86672592088267e-10,9.08374824237053e-10,8.874850769773061e-10,8.872658962425043e-10,8.867565931583206e-10,8.871853813562352e-10,8.873437230388142e-10,8.876069528953256e-10,8.858246814103747e-10,8.860967719688176e-10,8.872278606955526e-10,8.866308239447749e-10,8.876780590286782e-10
35,8.774620815084827e-10,8.98602083257517e-10,8.782841160794689e-10,8.780629211126931e-10,8.775469037090042e-10,8.779744071351861e-10,8.780977363719085e-10,8.783903056017457e-10,8.766762492823848e-10,8.768968522939434e-10,8.781283800950583e-10,8.774133600537736e-10,8.784579157362294e-10
36,8.462009043515177e-10,8.655025261753194e-10,8.469737602944265e-10,8.467714651111191e-10,8.462835550775564e-10,8.466969740533247e-10,8.467902413842507e-10,8.47091711142153e-10,8.454441867704286e-10,8.456767593508526e-10,8.468997691564363e-10,8.461806817040498e-10,8.471574332161288e-10
37,7.36634771153238e-10,7.503304660224177e-10,7.372723909294139e-10,7.370815754583269e-10,7.366980127448191e-10,7.370487542523569e-10,7.370737481876652e-10,7.37370652105298e-10,7.359960694645064e-10,7.361869601257445e-10,7.372312475672903e-10,7.366323159182435e-10,7.374262241720245e-10
38,6.468364140296208e-10,6.568102324477365e-10,6.47387203602557e-10,6.47218268871454e-10,6.46889898090645e-10,6.471870676348e-10,6.472003111243774e-10,6.474628914646279e-10,6.462900756844108e-10,6.464576533534075e-10,6.473372861975492e-10,6.468435303421757e-10,6.475026806475104e-10
39,6.461255687515301e-10,6.560718035904427e-10,6.466652241107787e-10,6.464664256752017e-10,6.4617578450689e-10,6.464729037621695e-10,6.46472529578798e-10,6.467466199940938e-10,6.455711839979556e-10,6.457609617251772e-10,6.466090489084461e-10,6.461295946460987e-10,6.467866230320506e-10
40,6.206711431834995e-10,6.296853981688789e-10,6.211859461072193e-10,6.210013660968601e-10,6.20717848072505e-10,6.210077254631928e-10,6.210368763628297e-10,6.212574152005046e-10,6.201513574820134e-10,6.203172337859424e-10,6.210717714030725e-10,6.206730534300659e-10,6.212950479536643e-10
