,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore
12,9.211899581324903e-15,9.211888903388887e-15,9.211536017996512e-15,9.211835484700434e-15,9.211879624502545e-15,9.211717091513626e-15,9.211879288227954e-15,9.211953864917536e-15
13,9.33328798064438e-15,9.33330134158046e-15,9.33294969382325e-15,9.333196973413275e-15,9.333299045043505e-15,9.333103741262956e-15,9.33329805497984e-15,9.333357939922838e-15
14,9.758893184158447e-15,9.758907175576698e-15,9.758533664365875e-15,9.758791015843897e-15,9.758888341656452e-15,9.758533664365875e-15,9.758888341656452e-15,9.758918634229129e-15
15,8.823328945036407e-15,8.823309706391365e-15,8.822875710432986e-15,8.823262002018096e-15,8.823293120641875e-15,8.822875710432986e-15,8.82329268946594e-15,8.823344006445736e-15
16,2.495604515919356e-13,2.4956047744624355e-13,2.495509630951601e-13,2.495604460518886e-13,2.495603884121991e-13,2.495509630951601e-13,2.4956038058085977e-13,2.4956049417352544e-13
17,1.0237183837476921e-11,1.0237173230289924e-11,1.0222792971744306e-11,1.0237408037650184e-11,1.0236720733495844e-11,1.0222792971744306e-11,1.023668309250194e-11,1.0237556591844064e-11
18,1.0712235078618527e-11,1.0712222410488713e-11,1.069678672045877e-11,1.0712481611507445e-11,1.0711799147960697e-11,1.069678672045877e-11,1.0711684908291937e-11,1.0712643115071307e-11
19,1.1607314781868498e-11,1.1607298017118558e-11,1.1589822539620575e-11,1.1607605647811414e-11,1.1606759510572718e-11,1.1589822539620575e-11,1.1606666962309161e-11,1.1607794133082742e-11
20,1.290871201174695e-11,1.2908703088627573e-11,1.2888128360085096e-11,1.290907366120527e-11,1.2908023316898657e-11,1.2888128360085096e-11,1.2907909695910124e-11,1.2909287414252444e-11
21,1.4896791885045267e-11,1.4896775041526587e-11,1.487125496981361e-11,1.4897276300922542e-11,1.489587462427546e-11,1.487125496981361e-11,1.489572516348222e-11,1.4897527975111935e-11
22,2.0008083692403476e-11,2.0008069793241735e-11,1.9968619988206926e-11,2.0008962347880525e-11,2.000649122120411e-11,1.9968619988206926e-11,2.0006231742997478e-11,2.000947264262069e-11
23,2.059196925397268e-12,2.0591988282742354e-12,2.0584282839827052e-12,2.0592002288438858e-12,2.0591885222232514e-12,2.0584282839827052e-12,2.0591866035265095e-12,2.0592050613912226e-12
24,1.6367154296137308e-12,1.6367163995540817e-12,1.6362288772810317e-12,1.6367159529424523e-12,1.636710151531736e-12,1.6362288772810317e-12,1.6367089792543317e-12,1.6367203699403799e-12
25,1.4900125452898158e-12,1.4900133477931523e-12,1.4896111158068152e-12,1.490012963379474e-12,1.4900083392797387e-12,1.4896111158068152e-12,1.4900074041688632e-12,1.4900168290305477e-12
26,1.0863649709720754e-12,1.0863652246904947e-12,1.086156733140908e-12,1.0863651681186546e-12,1.0863628313572977e-12,1.086156733140908e-12,1.0863623821247837e-12,1.0863668493538e-12
27,2.5772336916258965e-12,2.5772363654790582e-12,2.5760258570138396e-12,2.57723523211065e-12,2.5772185104259615e-12,2.5760258570138396e-12,2.5772152783885113e-12,2.5772476651507225e-12
28,3.67054529777659e-11,3.670517036052699e-11,3.6610383765472536e-11,3.6705836627567993e-11,3.6699982978025155e-11,3.6610383765472536e-11,3.6699157825857264e-11,3.6710759555834094e-11
29,2.258990843330157e-10,2.2589266665465396e-10,2.2621232698309925e-10,2.2590401854148902e-10,2.258147639253678e-10,2.2621232698309925e-10,2.2580342953876157e-10,2.2600746617122375e-10
30,6.514870935571075e-11,6.514740956234646e-11,6.496736089154877e-11,6.514954867989314e-11,6.513288998474763e-11,6.496736089154877e-11,6.513069849241192e-11,6.516464127761716e-11
31,28.387424121515473,25.111952107499317,0.05459120027561107,57.320760245324855,11.464152049098663,0.5459120023780932,9.826416042090584,126.10567253966411
32,25.6120962077828,22.656854337659404,0.049254031215278424,52.20927303889338,10.835886857165804,0.49254031173385354,8.865725610416872,85.20947392193797
33,31.533947711608125,27.895415283350026,0.06064220717545681,64.28073956593103,13.34128557031762,3.032110356919651,10.915597284812218,89.75046656373773
34,30.736897767056465,27.1903326400929,0.05910941882152736,62.65598390972855,13.004072132238637,4.137659314829714,10.639695380929593,74.47786766627375
35,29.67201119377364,26.248317594496715,0.05706156002814071,60.485253587265944,12.553543197389013,2.8530779994377133,10.271080797871065,51.92601958907363
36,32.545599070774195,28.79033763953526,26.2868300187093,66.34295195192462,13.769291914579506,1.8776307156561847,11.265784293753548,48.81839860614292
37,29.099968288049187,25.742279639432873,40.8518785582063,59.31916612559605,11.751910270198204,1.119229549579825,10.073065945890042,41.41149333297569
38,33.60706188477664,29.729323974998824,0.06462896519845525,68.50670307277697,12.925793032628293,0.06462896519845525,11.633213729369022,52.99575143366571
39,28.499655701614895,25.21123388989494,107.42177918289379,58.09545200709448,10.961406039108468,0.0548070302371758,9.865265435201813,55.355100497327854
40,23.189732067394093,20.513993751931494,179.72042352195615,47.2713769065575,9.365084104170652,0.04459563864245696,8.02721494643935,61.987937641601796
41,21.291291055447154,19.20390957942832,178.26237805206318,44.25248729165429,8.767002199334156,0.04174762957529539,7.514573313722855,56.77677614776727
42,34.80005546639885,31.38828532263757,8.188248345060792,71.64717301902078,13.64708057507886,0.06823540290884408,12.282372517574343,77.78835927779112
43,36.90963155821403,32.65082791688538,0.07098006072113089,74.52906372328376,14.905812744682668,0.07098006072113089,13.486211530906454,63.17225401307402
44,31.123381877921034,27.53222243047304,0.05985265749578664,62.84529033037832,12.569058066106395,0.05985265749578664,11.372004916957064,41.89686022026502
45,28.612967086505947,25.807774234891735,0.05610385707316144,58.90904988393943,11.781809976820671,0.05610385707316144,10.098694265852144,40.39477706328564
46,43.21319424446851,38.97660657344485,0.08473175344755424,83.88443588629568,17.793668218326527,0.08473175344755424,15.251715615712328,58.464909860153696
47,46.18375618768302,41.655936953598946,0.0905563847070229,49.80601157495029,19.92240462999535,0.0905563847070229,16.300149242728086,53.42826696221755
48,37.90365082079184,34.87135875513092,0.07580730167178769,80.35573974004471,16.677606361165395,0.07580730167178769,14.403387311919705,38.66172383720707
49,22.05512103090293,20.290711348434872,0.04411024211368064,46.31575416483882,10.145355674243492,0.04411024211368064,8.380945991775423,22.05512103090293
50,18.242944429133825,16.454420465499556,0.03577047933677933,37.55900323638394,7.869505440055049,0.03577047933677933,6.438686269147629,14.30819170913843
51,17.80617031501985,16.060467342965538,0.034914059506752824,36.65976241320644,1.3965623777092435,0.034914059506752824,6.633671293872227,13.965623776500355
52,23.815280194489997,21.48044880287816,0.04669662788133909,49.031459223897855,0.9339325566939246,0.04669662788133909,8.87235928817422,19.14561741126632
53,27.780466571888905,24.575028121291307,0.05342397421955185,56.62941262726731,1.0684794835755336,0.05342397421955185,9.616315351835837,27.24622683012264
54,19.268416695241584,17.04513784579779,0.0370546475526023,38.90737986532843,0.7410929498765716,0.0370546475526023,6.669836548393411,22.60333496940728
55,19.42082547065202,17.179960993276197,26.51689631567546,39.21512835413845,0.7469548258534289,0.0373477413509839,6.722593432189012,25.396464076987545
56,21.066473102016765,18.635726205636765,0.04051244832959247,42.94319516943677,0.81024896551669,0.4051244827866682,7.292240689196746,33.220207583916775
57,22.213167529303366,19.65010973746688,0.04271762991761384,44.853511357192325,0.8543525973325944,0.8543525973325944,7.261997076923855,43.571982461274075
58,23.759059901609813,21.017629912968335,0.045690499860873916,47.97502480127622,0.9138099962640973,1.3707149943710204,8.224289965974753,50.71645478991769
59,19.654006803212695,17.3862367874644,36.284320252033496,39.68597527565594,0.7559233386435231,0.7559233386435231,6.803310047305693,46.8672469921922
60,21.217797975323023,18.769590516638406,36.315077303878155,42.843630527037135,0.8160691529511576,0.8160691529511576,7.344622376110185,61.20518646717174
61,19.000176577015356,16.807848510443925,35.07724906520588,38.365741165063035,0.730776022253326,0.3653880111580623,6.576984199777212,70.51988614144408
62,20.110242742198263,17.789830118105325,49.502135980708836,40.607220921685915,0.7734708747570288,0.03867354379416492,6.961237872338257,76.57361659512645
63,22.000200670388306,19.461715977657462,47.38504759769671,44.42348212284408,0.8461615642978995,0.04230807826637234,7.6154540782468585,101.96246849140978
64,23.520567175086573,21.21462921674964,0.046118759216455626,48.42469712512544,0.9223751833845776,0.046118759216455626,8.301376650062807,139.73984027526797
65,19.806077479201107,17.52076084699256,0.038088610597001984,39.99304106370994,0.7617722107964756,0.038088610597001984,6.85594989668599,134.0719090896284
66,18.201594081824297,16.10141014931369,0.03500306560734295,36.75321881900135,0.700061310902472,0.03500306560734295,6.300551797597494,133.01164905907092
67,19.521065672641964,17.268635018113418,0.0375405109698807,39.41753645431077,3.0032408727659377,0.0375405109698807,6.757291963646864,142.6539414535357
68,23.104741868370137,20.438810114333403,0.04443219595221491,46.65380569569466,5.331863508125206,0.04443219595221491,7.997795262161952,173.72988597144573
69,24.038266263794153,21.264620156439026,0.04622743517218561,48.53880687876441,9.245487024566813,0.04622743517218561,8.783212673340959,177.97562522200352
70,23.176320042416638,20.502129268297598,0.044569846286760785,46.79833854713487,8.913969247115062,0.044569846286760785,8.468270784761888,169.3654156942577
71,22.154640059511713,19.982616524270654,0.04344047075760102,45.612494240115126,9.122498848065362,0.04344047075760102,7.819284726920724,160.7297416078911
72,18.94363300954271,17.08641408704459,0.03714437851168531,39.0015973725224,7.800319474553986,0.03714437851168531,7.057431905554737,129.63388079043057
73,10.335111331986695,9.321865122979506,0.02026492429337585,21.278170389264293,4.255634077943554,0.02026492429337585,3.6476863525392362,69.10339145440332
74,8.189844989513771,7.386919010163701,0.016058519729976944,16.8614455664945,3.532874309283344,0.016058519729976944,3.0511187216732947,54.59896659594754
75,7.026296542927239,6.337443940695817,0.013777052211353228,14.46590464702658,3.030951449984959,0.013777052211353228,2.4798693681998087,45.05096018610148
76,19.41045069869383,17.507465336082706,0.03805970731246099,39.96269261489392,8.373135595549325,0.03805970731246099,6.850747305460426,121.4104661346498
77,19.256394903269776,17.03450318366889,0.037031528721925805,38.88310509307762,7.77662101866518,0.037031528721925805,6.665675158864733,122.20404457811085
78,19.054524473121365,16.85592549546076,0.03664331635691048,38.475482109123426,7.69509642187487,0.03664331635691048,6.595796933044561,132.28237182264274
79,21.64606907223335,19.148445717751258,0.041627055963112614,43.70840870349181,9.15795229982289,0.041627055963112614,7.492870063501494,151.93875406438232
80,36.61806952072314,31.6887140083225,0.07041936449544335,73.94033268604228,14.788066537234581,0.704193644661283,12.67548560334859,247.876162909322
81,30.969274328514828,26.800333553527643,0.05955629682404169,62.53411162484635,12.506822325000156,1.1911259357492001,10.72013342143422,193.55796455301493
82,28.919711445000438,25.02667336587133,0.055614829743080595,58.39557118697797,12.791410831465557,1.6684448910966472,10.010669346373334,164.61989591750074
83,41.740754080886994,36.12180641615606,0.802706809275896,84.28421497099262,16.054136184974166,1.6054136185231809,14.448722566479615,229.57414744474957
84,35.94810137178627,31.80024352119939,136.87930906940045,72.58751238530375,13.82619283532288,1.3826192835621998,12.443573551793918,199.09717682820374
85,48.86632865878743,42.288169031646255,151.2976714242713,98.67239440714198,18.794741791856378,1.879474179207648,16.91526761267319,277.2224414295451
86,54.310512029376746,46.99948156388669,134.7318471497674,109.66545698237292,20.88865847285076,0.10444329238611948,18.799792625567886,314.37431001609457
87,44.04347319710572,38.1145441128836,243.0860924531338,88.93393626335887,17.786787252693493,0.08469898694455023,15.245817645169732,280.35364669681564
88,18.42295125446713,15.942938585605287,154.46936051774514,37.200190032992495,7.440038006650399,0.035428752477024227,6.377175434281036,117.9777455330638
89,19.902709885664425,17.223498939525374,164.96284539804995,40.18816419214579,8.037632838477203,0.038274442147601326,6.889399575846179,128.98486983561133
90,23.113439934996222,20.394211707355577,112.39476674253075,47.58649398376203,9.517298796792987,0.04532047051126941,8.157684682972663,143.66589136039815
91,24.66999676441792,21.767644203903753,6.772155974580568,50.79116980904538,10.641959388599457,0.048372542722638676,8.707057681590015,151.4060585735363
92,26.0381436861268,22.974832664234825,0.05105518374311398,53.60794288315455,10.721588576666935,0.05105518374311398,9.189933065720949,155.2077584425716
93,15.708667692118699,13.860589140113511,0.03080130927452717,32.34137466016536,6.468274932092763,0.03080130927452717,5.5442356560901676,90.24783595632772
94,8.832728290953663e-10,8.832430552875065e-10,9.05832289579954e-10,8.836497139975419e-10,8.830364876993433e-10,9.05832289579954e-10,8.830423805382342e-10,8.840809094340445e-10
95,1.0385142739492065e-09,1.0385153242757637e-09,1.0723625496146068e-09,1.0389087689309284e-09,1.0385303058399375e-09,1.0723625496146068e-09,1.038612524394788e-09,1.0393443546283816e-09
96,2.0267092822470723,1.824038354078962,0.004053419137190017,3.0805981087212593,0.8512178988718194,0.004053419137190017,0.7701495276045389,9.728204552634546
97,5.043989805994591,4.539590825417896,0.010087979839528142,7.6668645049934065,2.0175959225343636,0.010087979839528142,1.916716126419019,23.20235310675544
98,8.780405068318304e-10,8.780220074336712e-10,9.002895187006241e-10,8.782562831237109e-10,8.778185363645791e-10,9.002895187006241e-10,8.778308369525968e-10,8.787794176978666e-10
99,0.6456949563237095,0.5811254608690677,0.001291391810504383,0.981456332688817,0.27119188268723665,0.001291391810504383,0.2324501854146749,3.2930442699739806
100,7.011141509510993,6.323774694869434,0.013747336459917535,10.447975582718785,2.8869406216616063,0.013747336459917535,2.474520532876661,38.21759489423755
101,16.2900773632997,14.410453052158205,0.03132707192554858,32.8934254450496,6.578685089068612,0.03132707192554858,5.63887293349786,92.41486196453033
102,15.514152086970105,13.724057615405522,0.02983490793626434,31.326653252457255,6.563679729147174,0.02983490793626434,5.370283414770781,95.17335607159399
103,22.406493593033247,19.821128947689417,0.04308941080894015,45.24388129357044,9.048776258756767,0.43089410761058816,7.7560939360848495,149.089361214881
104,27.821448249300882,24.611281143617276,0.05350278513758874,56.17792434950605,11.23558486993559,1.0700557019374717,9.630501317093785,179.23433006737753
105,28.03773982389579,24.80261599806658,0.05391873047301857,56.614666952053796,11.322933390444872,1.617561912957218,9.705371477530267,184.4020580723075
106,29.028532816478386,25.679086722274093,0.05582410161115332,58.6153066486163,11.723061329756208,1.6747230471433063,10.048338282654061,199.29204260519649
107,30.87700615064883,27.31427467173228,0.05937885802056794,62.34780088107836,12.46956017624665,1.7813657394969737,10.688194436788375,208.4197915166569
108,33.81487034969253,29.913154540116697,0.06502859686153761,68.28002666761232,13.005719365288112,1.300571936560608,11.705147428762837,191.18407466925083
109,34.2120677342549,29.606597077725297,0.06579243798528786,69.0820598479791,13.158487590119547,0.6579243795391414,11.842638831111088,192.77184319477428
110,33.332672962851554,28.84558237170329,0.06410129419504436,67.30635886725985,12.820258831888056,0.06410129419504436,11.538232948702836,232.04668485656035
111,31.871612357802437,27.581203001949465,0.06129156226389261,64.35614033783207,12.258312445331715,0.06129156226389261,11.032481200802293,231.06918959383313
112,30.389685520508724,26.298766315830157,0.05844170296322359,61.36378807021791,12.272757614075056,0.05844170296322359,10.519506526355666,227.3382243743199
113,27.30695610673726,23.631019707759293,0.05251337717192529,55.139045984713306,11.027809196977687,0.05251337717192529,9.452407883129984,201.65136817254938
114,27.282476901559903,23.60983578020197,0.052466301777392525,55.08961682041283,11.017923364117623,0.052466301777392525,9.443934312107078,201.47059865739328
115,24.53778293960208,21.234619851585286,0.04718804416311706,49.5474463203007,9.909489264099115,0.04718804416311706,8.493847940663343,154.77678469569295
116,24.199370305146694,21.35238556337043,0.04744974574459468,49.82223298113306,9.964446596265374,0.04744974574459468,9.01545168233995,130.48680066479383
117,19.017982933813112,16.780573176901175,0.03729016267668057,39.154670746020535,7.830934149253421,0.03729016267668057,6.712229270797449,81.2925545011953
118,30.016045811404002,26.484746304184597,0.058854991825958866,61.79774137637863,12.359548275306981,0.058854991825958866,11.182448439567178,95.93363661283286
119,30.400934135922437,26.824353649347863,0.05960967481471892,62.59015851509357,11.921934955287144,0.05960967481471892,10.729741459762286,116.23886581371214
120,29.858644596505055,26.931326498812332,0.058546361993028435,21.076690303426883,12.29473601034871,0.058546361993028435,10.538345151733076,103.04159703882311
121,22.602427037775755,20.38650281839106,0.04431848443942883,14.625099847990855,9.750066565344525,0.04431848443942883,7.977327189836768,97.9438504968553
122,20.560661973576597,18.141760564927235,0.04031502353435885,13.30395774762851,8.869305165104675,0.04031502353435885,7.256704226005102,99.57810798945569
123,18.142410962620115,16.363743221193108,0.03557335489298934,11.739207093482882,7.470404514058052,0.03557335489298934,6.403203869201845,85.73178513684638
124,12.982701958444435,11.709888040958734,0.025456278439809788,8.400571855495908,5.345818453530215,0.025456278439809788,4.836692886535931,75.09602113174653
125,11.57447304371141,10.439720784533945,0.022695045284630587,17.24823433959873,4.7659594886465975,0.022695045284630587,4.312058584975608,62.18442380302625
126,11.17070503212015,9.881777528426325,0.021482125168365482,20.837661309823854,4.511246263035353,0.021482125168365482,3.8667825111884335,40.38639511584685
127,13.679161590267915,12.10079679140093,0.02630608006829675,25.516897581770298,5.524276796121807,0.02630608006829675,4.735094396688311,48.140126365530385
128,12.990307238044513,11.49142563366538,0.024981360164797614,24.231919270888028,5.246085615418962,0.24981360082170043,4.4966448132293895,34.97390410227181
129,20.083069533060304,17.765792279252526,0.03862128762282586,37.46264893661867,8.110470388386759,1.5448515025980036,6.951831761482865,55.22844121581166
130,25.89896532958288,22.9106231761748,0.04980570260284136,48.31153148014349,10.45919753697445,2.988342153454225,8.965026460270408,57.27655794036774
131,22.944228221519264,20.296817272888436,14.560760217521647,45.00598612677614,8.824703162154854,1.7649406324726213,7.942232845944577,39.711164229514495
132,24.687381556504164,21.83883753075927,8.5456320772831,45.576704411966695,9.495146752531399,1.8990293505449922,8.5456320772831,50.324277788208185
133,24.382400407444255,21.56904651428327,0.046889231601583876,47.35812386825897,9.377846310585653,2.813353893209997,8.440061679531988,43.138093028517495
134,22.55188356990308,19.949743157997307,0.04336900691796307,42.067936659196405,8.673801373072264,0.04336900691796307,7.806421235770337,47.27221748300795
135,16.91105038390074,14.959775339612658,10.732012743655144,32.19603823082406,6.5042501476976184,0.032521250808635285,5.853825132934922,41.62720094488313
136,20.049911113527457,17.736459831204247,19.664335899806925,40.48539744071582,7.711504274470322,0.038557521431514474,6.940353847029249,43.56999915048009
137,22.41697757020134,19.830403235184264,15.088350287652954,45.26505086285219,8.190818727607406,0.043109572303469346,7.759723005104559,42.678476527835116
138,27.092583921680426,23.96651654610701,0.052101122970237404,52.62213415553,9.89921335602662,0.052101122970237404,9.378202126764382,47.412021862907636
139,32.41748975107519,28.67701016441692,0.062341326481096734,60.47108665101218,11.221438760011678,0.062341326481096734,11.221438760011678,48.00282136215129
140,32.08089670630512,28.379254778658833,40.71806120414646,59.84321116365229,11.721866104250521,0.06169403216461599,11.104925782976139,40.101120882872074
141,32.002756684716964,28.310130913407782,32.618194313268496,20.30944174223788,11.693314942516446,0.06154376289242156,11.693314942516446,40.00344585588686
142,48.88175522566797,44.08942628197739,2.8753973662383348,48.88175522566797,18.21084998604822,0.09584657889775602,18.21084998604822,81.46959204276395
143,39.193201350877885,35.35073063020652,0.0768494144432822,56.86856666596618,14.60138873858112,0.0768494144432822,13.83289459444685,85.3028499989343
144,34.35112974772338,30.983371929322473,0.06735515640207518,39.06599069348465,12.797479709957576,0.06735515640207518,12.797479709957576,90.92946109685857
145,28.700515691578808,25.886739643388815,0.05627552100455258,18.57092191809483,10.692348983162836,0.05627552100455258,10.692348983162836,101.29593773488067
146,8.187807728976987,7.385081481052097,0.016054525101509017,5.297993236447372,3.0503597422576534,0.016054525101509017,2.8898144926726723,24.402877937059724
147,8.188537932143038,7.385740095672455,0.01605595687241005,5.298465720848929,3.2111913460253914,0.01605595687241005,2.890072211437152,24.726173363436995
148,26.671822162250916,24.579914541685664,0.05229769055797982,17.258237869707287,10.459538102870217,0.05229769055797982,9.41358429258759,77.92355886609955
149,27.56330935528306,24.912991148048476,0.05300636418795467,17.492100167791637,10.071209187534796,0.05300636418795467,9.54114554608788,76.3291643683994
150,24.840753826836092,22.45221980502956,0.047770680484129996,15.764324543971263,9.076429282912958,0.047770680484129996,8.598722478551652,66.4012458062698
151,3.1824669123199243e-13,3.182457487096626e-13,3.1822834821127666e-13,3.182456771703439e-13,3.182609898235827e-13,3.1822834821127666e-13,3.182453967672307e-13,3.182457963639513e-13
152,25.487691850198214,22.6022927728227,0.0480899846706062,46.64728508428534,9.137097078403611,1.4426995387355326,8.656197232174359,74.539476165582
153,22.853422058531642,20.26624220285485,0.04311966431445214,41.82607433349478,8.192736209696486,2.587179855730083,7.761539567083687,63.38590646413469
154,17.549640455119793,15.562888705491448,0.03311252922971321,32.11915328572764,6.291380540559165,2.3178770413024528,5.96025524895444,28.807900369680407
155,16.858540095807943,14.950026122705792,0.031808566290450584,30.854309231890387,6.043627581562402,2.226599635358071,6.043627581562402,15.586197447073175
156,17.631637687175825,15.936287909569286,0.03390699561974845,32.8897856856347,6.103259199451333,3.3906995552808534,6.442329154972642,15.936287909569286
157,16.79803640667169,15.213315990954788,0.03169440838667928,30.74357606498043,5.704993496653361,1.9016644989327647,5.704993496653361,18.699700905531973
158,17.666919903008164,16.000229346127103,0.033333811206402025,32.33379680356146,6.333424116216965,0.033333811206402025,6.000086004840754,19.333610459889226
159,20.71203639970309,18.367277562007516,0.03907931402026012,37.906934542803995,7.425069652761481,0.03907931402026012,7.034276513145551,27.746312912789826
160,20.673716076887864,18.333295388944972,0.03900701152449084,37.83680112180245,7.41133217854477,0.03900701152449084,7.0212620638876215,41.34743215371679
161,18.688585453496938,16.572896534240517,0.035261482052626365,34.20363752804405,7.0522963975865975,0.035261482052626365,6.347066757834455,53.95006744110399
162,21.193074522937405,18.79385853921515,0.03998693311937347,38.38745573961355,7.997386612465,0.03998693311937347,7.597517281844622,96.36850867956798
163,18.235167000047433,16.170808471747737,0.034405975538298106,33.37379620757851,6.881195094399113,0.034405975538298106,6.537135339682496,112.16348003768337
164,19.624136925261904,17.40253651863551,0.03702667350569239,35.91587324052213,7.405334688816727,0.03702667350569239,6.664801219941261,142.18242602415125
165,21.439665957881843,19.012533962656367,0.040452199977101234,22.248709956290334,7.685917984937487,0.040452199977101234,7.685917984937487,168.68567366822708
166,25.656188533130432,22.751714359573874,0.04840790293997734,19.36316115709122,9.19750154964326,0.04840790293997734,9.19750154964326,208.1539824382675
167,23.152031654579556,20.9258747647211,0.044523137848666364,16.028329607032507,8.459396181513755,0.044523137848666364,8.459396181513755,193.675649417737
168,12.605549413569221,11.616878871335791,0.024716763648632543,8.156531973518778,4.943352711260117,0.024716763648632543,4.6961850757017585,106.52925092574493
169,10.011465145602333,9.04882426622897,0.0192528177066666,6.353429803983542,3.850563517612779,0.0192528177066666,3.6580353417381035,85.28998191259915
170,6.791888194834678,6.138822022271332,0.013061323627158259,4.310236739093945,2.6122646904292113,0.013061323627158259,2.481651455916538,54.20449232293338
171,18.50364270997425,16.72444629555986,0.035583928352717765,11.74269633519957,7.1167856577221515,0.035583928352717765,6.760946374839273,130.59301681808066
172,17.893277253341473,16.172769825141987,0.03441014863061823,11.355349026183418,6.882029712864745,0.03441014863061823,6.537928227224847,104.60685163459557
173,24.270344501839265,21.522758331825408,0.0457931028836345,15.111723935126413,8.70068953842741,0.0457931028836345,8.70068953842741,114.02482605562518
174,29.06230365290428,26.320576893200283,0.054834535235902156,34.54575717231227,10.41856168691711,0.054834535235902156,10.41856168691711,118.44259601925451
175,30.343663207468826,27.48105347091895,52.09949720524786,34.923838785948625,10.877916998929678,0.0572521947710558,10.305395051619705,106.48908219969546
176,23.700233546103593,21.01718823900335,153.8279309404655,46.95329287430573,8.496310139202189,0.8943484357514457,8.049135921352148,84.06875295585913
177,25.112730581898134,22.26977994999063,132.19720438374736,49.75163605842982,9.002677001088943,3.3167757372739235,8.528851895771025,91.44824532640651
178,28.24000074378675,25.52461605688825,103.72769503956506,57.02307842491086,10.86153874763634,5.43076937383933,9.775384872876938,91.23692547983195
179,27.778880452670272,25.15823135336589,110.59139199068858,55.0336310854358,10.482596397261375,5.241298198652613,9.434336757539624,88.57793955653182
180,29.354088720886885,26.584835067976943,100.80083296596332,58.15432671115026,11.077014611681275,4.4308058446974075,9.969313150517298,100.80083296596332
181,33.22453021867054,30.090140575403193,39.49330950520523,65.82218250865093,12.53755857310606,3.1343896433040097,11.283802715799121,114.09178301496802
182,31.81234658436607,29.365243000956184,46.494968084825366,64.23646906454702,11.623742021234529,0.06117758962273832,11.011966125382058,85.03684952353103
183,31.38733040313771,28.972920372130044,32.594535418641534,63.37826331398924,11.46844764732449,0.06036025081318979,10.864845139572573,70.62149340701222
184,27.420779227971792,24.83391326307299,222.98784617432153,54.324185262919386,10.347463859639664,0.051737319342299026,9.312717473680141,67.77588828039316
185,27.35562819871068,24.77490855732708,222.45803308731058,54.19511246910009,10.322878565578932,0.051614392872100276,9.290590709025492,48.51752925805617
186,33.30448316403385,30.162550790071833,41.473507336335054,65.9805798532387,11.939343021092208,0.0628386475157416,11.939343021092208,40.845120861542654
187,35.050829084334055,31.744147095249215,0.06613363981638201,69.44032177081637,12.565391558557154,0.06613363981638201,12.565391558557154,64.14963058828064
188,29.988447084420073,27.159348302874847,0.05658197567143682,54.884516362018104,11.316395126221554,0.05658197567143682,10.750575369912509,83.1755041774704
189,33.87808910214727,30.682042960438658,0.06392092287005655,21.093904535312824,13.42339379521215,0.06392092287005655,12.1449753385287,122.088962613305
190,11.261076158209251,10.394839530662857,0.02165591579460254,7.1464521773638685,4.114623980951469,0.02165591579460254,4.114623980951469,52.84043428043612
