,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
0,1606.0479155543726,7874.542464943777,4784.075427301254,2004.1732340561575,357.3508503367799,26.635011229070013,389.5025809098371,1726.9822820334025,0.0,6555.618266239821,727.4337839034866,0.0,793.8937277330183,2967.535611952539,30227.454979646536
1,1521.3680134188817,7866.37625415158,4718.609664535178,1859.2642532206467,353.88999047643136,25.75770411838123,855.6339888261098,1587.4184774169682,0.0,5294.391334116293,721.8816324800356,0.0,747.5764195098208,3010.622176014698,31321.37562778128
2,1437.1988574468323,7679.502663274742,4621.225467538044,1910.9309528199492,347.7707170506472,25.578642870929272,526.9855033180263,1551.4284416546393,1.8474111129762605e-13,5035.107674113687,713.3582163976504,0.0,646.1670198642125,3055.469506814857,31459.680122540027
3,1361.414251653911,7511.706830500556,4576.395800654165,1875.4827212304308,340.7478047996462,24.666574762769844,1.8687273950490635e-12,1514.0661081131097,8.526512829121202e-14,5263.580521285539,704.1008114427925,0.0,623.8515680550737,3044.594415314781,31819.663078093865
4,1372.9672256636509,7500.659620394212,4574.501873136142,1875.5809200997778,341.62340807597667,23.938417987537065,1.1297629498585593e-12,1510.5343706875676,6.394884621840902e-14,5071.174808274634,704.5053755152628,0.0,683.0421066583807,3124.5877770527727,31745.718302792633
5,1314.2900773785336,7441.186403061001,4492.946925115788,1860.7814146132976,338.4873032297189,23.693191480302747,2.6716406864579767e-12,1486.3925047488626,5.684341886080802e-14,5157.251140789483,701.5722044173931,2.168404344971009e-19,725.03866456281,3159.8413622527733,31943.55540982198
6,1326.5400773783995,7373.464368105319,4325.898454583835,1868.5208500868785,338.93622538229823,24.193191480166274,340.2399713406181,1480.1425047487262,1.2789769243681803e-13,5087.46019430024,701.072204417257,0.0,714.3912436144179,3169.3413622526373,31327.805409821838
7,1339.2900773784195,7277.5478532907755,4257.389812174807,1857.1881052860808,338.93622538233694,24.693191480187476,337.7399713406397,1465.1425047487478,1.1368683772161603e-13,4961.171814939028,701.0722044172786,5.421010862427522e-20,718.4474039756487,3160.091362252658,30798.55540982186
8,1355.5400773785577,7196.834244282703,4226.420151907953,1668.4011614091319,338.93622538258376,24.443191480325055,338.73997134077723,1455.8925047488854,4.263256414560601e-14,4937.908166109468,701.0722044174162,188.548960349127,715.4052837050373,3163.091362252796,30191.555409822
9,1394.2900773794877,7230.833469996099,4536.116754580821,1677.2462305229944,338.9362253842505,23.693191481261177,342.73997134170514,1452.1425047498135,0.0,4979.833862902406,701.0722044183441,1692.0783470955078,699.6876623073198,3155.591362253724,30692.055409822922
