,Biomass,Fossil Gas,Fossil Hard coal,Hydro Water Reservoir,Nuclear,Other renewable,Solar,Waste,Wind Onshore
0,416.134909896232,3948.4184574480687,1049.5949177503392,1183.447525640629,7116.999999999999,67.23658230958213,10.584650311485788,54.388910264752525,12837.090921182307
1,406.1947370931253,3718.700563322352,1010.6430501909033,814.0653658749168,7116.999999999999,65.23658230958459,10.584650311488383,55.38891026475167,11597.977440086735
2,410.4548111515989,4028.0236682837153,1068.5444749414185,914.8059549019288,7116.999999999999,67.23658230958337,10.584650311487096,53.38891026475059,9811.034424983302
3,410.45481115159134,3924.5368941973707,1099.074317082595,727.5709207507074,7116.999999999999,67.23658230957838,10.584650311481829,55.38891026474951,6730.922642696229
4,411.87483583773695,3774.424210907286,1120.1293806282267,673.6390902614886,7117.0,67.23658230956876,10.584650311471654,56.388910264738115,6580.191556489123
5,410.45481115157816,3792.619687669719,1110.6546020326878,623.777586601654,7116.999999999999,65.23658230956876,10.58465031147166,55.388910264736495,6416.986173492474
6,410.45481115157844,3861.989942826496,1119.0766274509456,706.2017048964832,7116.999999999999,63.23658230956927,10.584650311472197,54.38891026474144,6434.658093944341
7,417.5549345823774,4446.519633819667,1195.9276093925448,806.9422939235004,7116.999999999999,63.23658230957338,10.584650311476542,57.38891026473951,6011.571527832015
8,423.23503332701654,3686.858478988086,1082.2302662460802,584.0919000152638,7116.999999999999,64.23658230957768,37.046276090031434,55.388910264748745,6199.725504407774
9,406.1947370931139,3865.4015947194607,1153.8174823012632,704.1665414818035,7116.999999999999,66.2365823095765,637.1959487475622,56.38891026474846,5999.097231042465
10,403.3546877208139,2976.0976679555515,1094.863304373477,825.2587646557,7116.999999999999,66.23658230958848,1731.6487909484392,54.38891026475565,6703.894999652209
11,399.0946136624066,2906.7274127988285,1121.18213380558,1027.7575244171178,7116.999999999999,65.23658230963588,2624.9932772323677,53.38891026480158,7335.926036989597
12,411.8748358378518,2916.962368477714,1114.8656147419022,1172.2541268599189,7116.999999999999,66.23658230965012,3115.062586651146,59.38891026481858,8665.478169809443
13,414.7148852101849,2883.9830668458158,1070.649981296064,1265.8716439355378,7116.999999999999,68.23658230966056,3068.4901252809077,58.38891026482827,9358.841166362095
14,418.9749592686549,2789.59403114069,1042.2256455094434,1031.827851246514,7117.0,67.23658230965731,2941.47432154386,58.38891026482506,12329.802851740575
15,399.0946136623949,2910.1390646917757,1054.8586836367979,796.76647685012,7117.0,66.23658230962768,2704.3781545680117,62.38891026479675,12728.980349006231
16,391.9944902316113,2861.2387208927435,1069.5972281187535,799.8192219721569,7117.0,63.23658230963375,1986.7388634537178,62.38891026480283,13135.434519399165
17,396.254564290107,3050.0167923030044,1020.1178287865092,1162.0783097864814,7116.999999999999,65.23658230964811,827.7196543532043,62.38891026481551,14101.152995857055
18,396.2545642902325,3127.347568543446,1034.8563732685518,2316.015965914177,7117.0,65.23658230973618,188.4067755435096,60.38891026490373,15208.246835929956
19,390.5744655456455,3226.285473439214,1014.8540629002258,2466.6180586010587,7116.999999999999,63.23658230976875,127.0158037373063,64.3889102649369,14926.53563343259
20,399.0946136626005,3167.1501739613095,993.7989993545867,2043.3040683461372,7116.999999999999,65.23658230977198,122.78194361274159,62.38891026493798,14909.903237713188
21,409.03478646572165,3123.935916650542,965.3746635679795,2389.2818488429602,7116.999999999999,65.23658230978145,97.37878286534287,60.38891026495253,14597.006293241917
22,411.87483583797945,3292.244076703001,986.4297271135778,2486.9696927479004,7116.999999999999,66.23658230973965,64.56636689989561,60.38891026490731,14726.946884799718
23,399.09461366256534,3649.3303081657605,1016.9595692547674,1689.185634190551,7117.0,62.23658230974729,53.981716588483394,58.388910264917456,13796.572249245579
24,403.35468772083937,4436.284678140835,1078.0192535369815,815.0829475822823,7116.999999999999,62.23658230960609,17.993905529505053,54.388910264778275,12632.304548887176
25,393.414514917695,4269.113735385952,1061.1752027004416,670.5863451394706,7117.0,62.23658230958125,12.701580373768795,57.388910264750535,12252.878021538254
26,396.2545642900018,4224.762260777514,1088.5467853097691,549.4941219655791,7117.0,62.2365823095741,12.701580373761242,55.388910264742094,11664.507022964339
27,387.7344161730429,4228.173912670462,1072.7554876505308,514.8963439158919,7117.0,62.23658230956825,12.701580373755048,54.38891026473544,10658.247081940412
28,391.9944902315123,4199.743480229155,1074.86099400509,416.19091830356115,7116.999999999999,62.236582309563275,12.70158037374979,56.38891026472945,10857.835830573249
29,401.93466303462816,4376.012161365233,1072.7554876505317,554.5820305022916,7116.999999999999,61.2365823095689,13.760045404897719,57.38891026473502,11431.653482892681
30,407.61476177935947,4617.102228467552,1055.9114368140906,717.3951036773323,7116.999999999999,63.23658230963784,19.052370560680625,57.38891026480886,12506.522056259219
31,409.0347864656689,4934.385854512602,1146.4482100604655,1084.7421000284685,7116.999999999999,78.23658230974434,20.110835591935313,62.38891026491507,12269.510417257827
32,424.65505801352253,5157.280444852498,1218.035426115732,1340.1551085717838,7116.999999999999,79.23658230982267,41.28013621485879,72.38891026499374,12158.281270884396
33,431.7551814442543,4656.904833885535,1266.4620722706645,1762.45151711932,7117.0,76.23658230977935,485.83544929446634,88.38891026494551,12832.932822252662
34,431.7551814442327,4148.568701835041,1550.7054301368214,1964.950276880675,7116.999999999999,81.23658230976419,1378.1214705471855,85.38891026493215,13044.995867675043
35,428.9151320719121,4448.794068415186,1609.6596080646177,1755.3284451678971,7116.999999999999,81.2365823097617,2039.6621150109556,79.3889102649332,12680.122686580624
36,426.07508269958277,4101.942792631293,1571.7604936824525,1624.0604049205683,7117.0,83.23658230975332,2585.830071080237,93.38891026492516,12843.328069577263
