,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other renewable,Waste,Wind Onshore
0,205.6569702521781,191.61799759698323,673.8570654775068,7.677551512048425,6.050796349935313,1.0953772470393663,1898.999999999999,14.9905589834464,24.980972228806557,86.5427437498473
1,202.55335323770538,211.8679975969775,647.6070654775012,7.677551512042803,6.0507963499296995,1.095377247033744,1898.999999999999,13.240558983441735,25.81911444270607,137.54274374984115
2,172.13790649593327,228.11799759697075,659.8570654774944,7.677551512036078,6.050796349922976,1.0953772470270189,1898.9999999999984,9.990558983437598,26.098495180667125,139.0427437498344
3,159.7234384380683,196.11799759696896,555.3570654774926,7.6775515120342295,6.050796349921127,1.0953772470251706,1898.9999999999955,9.990558983435749,26.098495180665054,154.29274374983243
4,157.8612682293896,195.86799759696947,538.607065477493,7.677551512034717,6.050796349921614,1.095377247025658,1780.2980815689289,9.990558983436237,26.0984951806656,150.54274374983294
5,161.89597034819394,193.61799759696896,673.1070654774926,7.677551512034226,6.050796349921124,1.0953772470251677,1696.7980815689284,10.490558983435248,26.657256656602147,115.54274374983275
6,185.17309795668746,195.86799759696925,685.8570654774929,7.677551512034522,6.05079634992142,1.0953772470254632,1697.0480815689289,14.990558983432498,28.054160346444842,93.79274374983329
7,204.10516174492875,193.36799759696964,665.6070654774933,7.67755151203493,6.0507963499218285,1.095377247025872,1698.5480815689295,16.740558983432134,26.93663739457145,77.54274374983396
8,205.6569702521628,212.36799759697084,689.8570654774945,7.677551512036188,6.050796349923087,1.0953772470271297,1700.0480815689307,17.490558983433107,26.657256656604343,39.54274374983652
9,207.20877875941008,211.8679975969825,701.1070654775062,7.677551512047823,6.0507963499347115,1.095377247038764,1731.798081568942,17.990558983444558,26.93663739458586,18.042743749851223
10,203.79480004350754,192.36799759699028,668.857065477514,7.677551512055559,6.05079634994242,1.0953772470465006,1847.2980815689484,18.240558983452186,24.142830014908615,46.042743749855504
11,208.13986386376868,188.61799759699704,706.3570654775207,7.67755151206233,6.050796349949146,1.0953772470532708,1846.0480815689552,17.990558983459003,25.81911444272782,40.29274374986256
12,207.20877875943881,189.86799759700523,739.6070654775289,7.6775515120705835,6.050796349957322,1.0953772470615246,1845.5480815689634,17.990558983467185,26.098495180705534,22.04274374987284
13,206.2776936550986,193.36799759700546,737.6070654775291,7.677551512070798,6.050796349957534,1.0953772470617391,1844.0480815689639,17.9905589834674,26.65725665664287,8.29274374988067
14,206.58805535656313,189.1179975970196,719.8570654775433,7.677551512085132,6.050796349971679,1.0953772470760734,1842.298081568978,17.49055898348173,25.819114442753023,5.934097657700477e-11
15,204.72588514787668,194.36799759701387,744.1070654775375,7.677551512079312,6.0507963499659425,1.0953772470702532,1898.9999999999986,17.7405589834759,25.26035296680942,5.15794074118503e-11
16,205.9673319538073,217.11799759713023,705.857065477654,7.677551512198688,6.050796350082253,1.0953772471896297,1898.9999999999989,17.240558983592354,24.980972228970742,4.694911126534862e-11
17,209.39681371959284,207.94149366059187,716.7177777871716,7.678849785379844,6.11570999366423,1.0966755203706768,1898.999999999999,18.17231718509663,26.61001187519337,1.4027490280454913e-10
18,211.289710902054,197.44631428980807,698.6997398842494,7.678426819804203,6.094561701962481,1.096252554795071,1898.999999999999,17.10434889763952,25.407079321433432,1.8386973694962525
19,210.76193545356986,199.94132024263774,690.8803046427374,7.677856448878102,6.0660430676083195,1.0956821838690174,1898.999999999999,17.030200446081004,25.591701298673314,6.823999518910465
20,208.76058726685113,199.61799759715035,715.857065477674,7.677551512219687,6.050796350102296,1.0953772472106287,1898.9999999999989,16.490558983612676,26.098495180867488,11.042743750022337
21,208.13986386392506,230.117997597124,715.1070654776478,7.6775515121922,6.05079635007603,1.095377247183141,1898.999999999999,15.740558983586755,25.81911444286958,12.04274374999533
22,206.58805535674253,213.1179975971636,694.3570654776873,7.677551512233691,6.050796350115579,1.0953772472246328,1898.9999999999989,15.99055898362617,26.65725665681941,14.792743750033285
23,206.8984170580912,190.61799759708504,698.8570654776087,7.677551512151825,6.050796350036998,1.0953772471427665,1898.999999999999,14.990558983548082,26.098495180794565,13.292743749955537
24,206.89841705817832,197.36799759715552,630.1070654776793,7.6775515122251585,6.050796350107492,1.0953772472160994,1898.999999999999,14.740558983618671,24.422210753061673,11.542743750027133
