,Biomass,Fossil Brown coal/Lignite,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other
127,1.084465850453853e-12,3182.464356048936,4.0143991646493515e-12,1614.0266827909152,9.876324421915356e-12,5.826450433232822e-13
128,1.0906830993917538e-12,3235.582596888558,3.99350170987578e-12,1652.754724757245,9.815972904295145e-12,5.861977570020827e-13
129,1.0969003483296547e-12,3246.786607579008,4.0627778918889135e-12,1873.7047086015336,9.870080447393903e-12,6.181721801112872e-13
130,1.070254995738651e-12,3289.1060010386495,4.013049007683955e-12,1924.8017569389829,1.468869470500067e-11,6.146194664324867e-13
131,1.0800249583553523e-12,3315.8631995579735,3.983467201928992e-12,1942.970896528749,3.802114179052296e-11,6.252776074688882e-13
132,1.0835776720341528e-12,3354.0663329555555,4.001307965517675e-12,1919.450088997203,9.852625659778624e-12,5.933031843596837e-13
133,1.0969003483296547e-12,3395.5577972321503,4.036765713366641e-12,1850.6788811977353,9.838956038787927e-12,5.613287612504791e-13
134,1.0889067425523535e-12,3406.912248613613,4.065523525470516e-12,1741.789466286243,9.854635336925543e-12,5.861977570020827e-13
135,1.0969003483296547e-12,3483.9812849492637,3.991878876064003e-12,1718.0574792735956,9.829252429344182e-12,5.755396159656812e-13
136,1.091571277811454e-12,3549.3730913089184,1.4054535313334782e-11,1865.2906519884727,9.828124425403928e-12,5.755396159656812e-13
137,1.091571277811454e-12,3575.332488658848,122.82516618834379,1850.5503918542418,9.848019968949906e-12,5.968558980384842e-13
138,1.0906830993917538e-12,3599.4019926592,119.89365450327955,1746.9376222444964,9.840047179854317e-12,6.004086117172847e-13
139,1.091571277811454e-12,3598.5454796167664,1.1475265182525618e-11,1818.6371404887998,9.883078730399397e-12,5.933031843596837e-13
140,1.098676705169055e-12,3557.3018502072896,3.993910237254372e-12,1868.9610687592503,1.2757794820572599e-11,5.755396159656812e-13
141,1.071143174158351e-12,3519.0894093021216,4.045071569369618e-12,1738.0021399817251,2.8329338874755194e-11,6.252776074688882e-13
142,1.0889067425523535e-12,3419.8020422705395,4.07592189166639e-12,1641.6870546168807,1.148503514514232e-11,5.933031843596837e-13
143,1.0835776720341528e-12,3445.284558858072,4.038376404114086e-12,1472.1664664235366,9.858148151964397e-12,5.826450433232822e-13
144,1.0862422072932532e-12,3465.133769837605,4.000718159535843e-12,1238.3008752111427,9.850353172025095e-12,5.826450433232822e-13
145,1.098676705169055e-12,3328.5604061905237,3.9866400111665534e-12,1057.2723308588952,9.83726902020754e-12,5.968558980384842e-13
146,1.0942358130705543e-12,3196.464356049114,3.9937888608211625e-12,928.0266827910933,9.842895162121001e-12,5.613287612504791e-13
147,1.091571277811454e-12,3203.4643560491395,3.971176252420827e-12,721.0266827911188,9.83581456299315e-12,5.577760475716786e-13
148,1.092459456231154e-12,3220.464356049153,4.006985823874765e-12,633.0266827911324,9.835603848300928e-12,5.790923296444817e-13
149,1.084465850453853e-12,3219.4643560490404,4.002089621073929e-12,691.0266827910201,9.820619198495223e-12,5.471179065352771e-13
150,1.0800249583553523e-12,3215.464356048879,4.042538276783497e-12,1238.0266827908583,9.81196406676238e-12,5.826450433232822e-13
151,1.0951239914902544e-12,3371.464356048873,4.073517835979229e-12,1415.026682790852,9.835777754329394e-12,5.364597654988756e-13
152,1.092459456231154e-12,3427.4643560488894,3.9651080270715344e-12,1512.0266827908683,9.807134921865912e-12,5.684341886080801e-13
153,1.0906830993917538e-12,3387.4643560489117,3.995165092848807e-12,1614.0266827908906,9.83449449263804e-12,6.181721801112872e-13
154,1.078248601515952e-12,3367.464356048906,4.0388980137792685e-12,1565.026682790885,1.2564171925077972e-11,5.861977570020827e-13
155,1.0906830993917538e-12,3388.464356048898,3.986076605507621e-12,1525.0266827908767,4.388311936054379e-11,6.075140390748857e-13
156,1.0871303857129533e-12,3395.4643560488835,3.980744932904207e-12,1474.0266827908624,1.2944312288709625e-11,6.075140390748857e-13
157,1.0960121699099545e-12,3387.46435604887,3.977789885672989e-12,1450.0266827908488,9.838513142200467e-12,5.719869022868806e-13
158,1.0871303857129533e-12,3363.4643560488603,4.033821779207691e-12,1472.026682790839,9.867406316945576e-12,5.861977570020827e-13
159,1.0951239914902544e-12,3395.4643560488603,3.9935326096376955e-12,1532.0266827908385,9.813733809968528e-12,6.146194664324867e-13
160,1.0951239914902544e-12,3410.464356048876,4.00708372733094e-12,1660.0266827908545,9.841508792803044e-12,5.826450433232822e-13
161,1.0942358130705543e-12,3420.4643560488807,4.075893702409905e-12,1781.0266827908588,9.874230068578765e-12,6.110667527536862e-13
162,1.092459456231154e-12,3455.4643560488894,3.964021764914921e-12,1778.0266827908674,9.806048659709299e-12,5.648814749292796e-13
163,1.0871303857129533e-12,3438.4643560489044,3.991572751580602e-12,1797.0266827908822,9.863595834200267e-12,5.435651928564766e-13
164,1.0826894936144527e-12,3436.464356048921,3.981156658679208e-12,1721.0266827908995,1.453592801681225e-11,5.719869022868806e-13
165,1.0889067425523535e-12,3466.464356048933,4.000163969595377e-12,1572.0266827909118,3.5438318946035e-11,5.861977570020827e-13
166,1.085354028873553e-12,3267.464356049011,3.957654462396348e-12,1505.02668279099,9.83553440515178e-12,5.364597654988756e-13
167,1.0969003483296547e-12,3194.464356048999,4.000041454749886e-12,1536.0266827909777,9.888690398213856e-12,6.146194664324867e-13
168,1.092459456231154e-12,3214.464356049052,4.0604060370062756e-12,1376.0266827910311,9.833139456762868e-12,5.826450433232822e-13
169,1.0960121699099545e-12,3225.464356048968,4.035575530431795e-12,1072.0266827909466,9.853581058733019e-12,5.826450433232822e-13
170,1.084465850453853e-12,3226.464356048969,3.98508130791328e-12,794.0266827909484,9.86023768060132e-12,5.613287612504791e-13
171,1.0880185641326534e-12,3249.464356048968,4.01357842360478e-12,583.0266827909483,9.864175990782764e-12,5.861977570020827e-13
172,1.0809131367750524e-12,3244.4643560489667,3.9579999976287195e-12,539.0266827909462,9.847583143894612e-12,5.577760475716786e-13
173,1.0667022820598504e-12,3223.46435604895,4.012872120099514e-12,655.0266827909296,9.902980995998845e-12,6.181721801112872e-13
174,1.0862422072932532e-12,3241.464356048913,3.993972253618638e-12,1294.0266827908918,9.839542592163242e-12,6.039613253960852e-13
175,1.0826894936144527e-12,3397.4643560496065,4.014303321177304e-12,1377.0266827915852,9.864218545718034e-12,5.471179065352771e-13
176,1.0667022820598504e-12,3416.464356048911,243.42596413471512,1756.0266827908895,1.213340539152341e-11,6.039613253960852e-13
177,1.0880185641326534e-12,3369.464356048935,310.4259641347382,1839.0266827909122,3.232614176340576e-11,5.684341886080801e-13
178,1.092459456231154e-12,3674.4643560489694,409.42596413477185,1388.0266827909481,12.598359446677136,5.329070518200751e-13
179,1.085354028873553e-12,3746.464356048972,397.4259641347754,1315.0266827909518,11.59835944668307,6.110667527536862e-13
180,1.0755840662568517e-12,3789.464356048941,405.4259641347436,1289.02668279092,3.231903633604816e-11,5.897504706808832e-13
181,1.085354028873553e-12,3850.4643560489612,404.4259641347641,1185.0266827909406,3.2311930908690556e-11,5.861977570020827e-13
182,1.0880185641326534e-12,3788.464356048928,314.4259641347315,1311.0266827909072,3.231903633604816e-11,5.471179065352771e-13
183,1.0835776720341528e-12,3808.4643560489753,315.42596413477884,1241.0266827909545,3.234390533179976e-11,6.323830348264892e-13
184,1.0862422072932532e-12,3798.464356048949,349.4259641347523,1566.026682790928,3.233679990444216e-11,5.542233338928781e-13
185,1.070254995738651e-12,3838.464356048989,409.42596413479146,1595.0266827909675,3.232614176340576e-11,5.684341886080801e-13
186,1.091571277811454e-12,3862.4643560489712,409.4259641347734,1629.0266827909493,3.234745804547856e-11,5.506706202140776e-13
187,1.091571277811454e-12,3887.464356048969,409.42596413477185,1650.0266827909477,3.234035261812096e-11,6.217248937900877e-13
188,1.0818013151947525e-12,3846.0886998577803,197.9989979853915,1380.3796339032863,3.328182174300309e-11,5.826450433232822e-13
189,1.0880185641326534e-12,4015.249057290201,148.58729454671032,1175.8959956048657,2.899724904636969e-10,5.755396159656812e-13
190,1.070254995738651e-12,3945.653867327215,126.33726403555819,1193.0667083230135,1.708322372451221e-11,5.897504706808832e-13
191,1.098676705169055e-12,3893.689484661873,127.27885212116067,1100.008932576148,9.82616592259955e-12,5.648814749292796e-13
192,1.0826894936144527e-12,4154.869160689222,4.083752433436949e-12,714.8191716695999,9.832305108981032e-12,6.004086117172847e-13
193,1.071143174158351e-12,4099.831010314338,4.117494539768174e-12,425.5186300497404,9.871395367788693e-12,5.968558980384842e-13
194,1.0951239914902544e-12,3867.8777233002725,4.0944192480907304e-12,342.8781437346617,9.840506014213712e-12,5.364597654988756e-13
195,1.0880185641326534e-12,3688.464356049681,3.9656594522964606e-12,354.02668279166005,9.869677666286825e-12,5.755396159656812e-13
196,1.0835776720341528e-12,3599.4643560550703,4.078159468109965e-12,352.0266827970977,9.860256599929229e-12,5.506706202140776e-13
197,1.0826894936144527e-12,3553.4643560496643,3.9988323524871305e-12,509.0266827916435,9.848226617883982e-12,5.826450433232822e-13
198,1.0889067425523535e-12,3645.9739676024014,4.087142083109008e-12,794.0804465385876,9.857046168876282e-12,5.826450433232822e-13
199,1.0942358130705543e-12,3616.550784193898,126.52060666134899,1196.7702573242714,9.848232689416148e-12,5.364597654988756e-13
200,1.092459456231154e-12,3642.4643560489435,446.42596413474587,1563.0266827909222,3.234035261812096e-11,5.861977570020827e-13
201,1.085354028873553e-12,3682.464356048993,477.42596413479487,1560.0266827909716,5.760014687439252e-11,5.897504706808832e-13
202,1.0897949209720537e-12,3615.4643560490063,460.4259641348083,1510.026682790985,12.598359446713928,5.577760475716786e-13
203,1.0933476346508542e-12,3669.4643560489603,399.4259641347631,1586.026682790939,2.59835944678089,5.684341886080801e-13
204,1.0862422072932532e-12,3656.464356048942,479.42596413474433,1556.026682790921,3.228350919926015e-11,5.755396159656812e-13
205,1.0897949209720537e-12,3666.464356048948,491.4259641347503,1497.0266827909275,3.2301272767654154e-11,6.075140390748857e-13
206,1.071143174158351e-12,3649.4643560489444,430.42596413474644,1505.026682790923,3.2311930908690556e-11,6.004086117172847e-13
207,1.0951239914902544e-12,3649.464356048987,342.4259641347902,1504.026682790966,3.2301272767654154e-11,5.968558980384842e-13
208,1.071143174158351e-12,3686.4643560489594,494.4259641347612,1601.0266827909384,156.59835944664,6.075140390748857e-13
209,1.0720313525780512e-12,3726.464356048954,494.42596413475576,1710.0266827909325,184.5983594466338,5.790923296444817e-13
210,1.084465850453853e-12,3722.464356048937,494.4259641347388,1826.026682790915,138.59835944661796,5.648814749292796e-13
211,1.085354028873553e-12,3676.464356048957,494.42596413475906,1819.0266827909352,138.59835944663828,5.968558980384842e-13
212,1.0835776720341528e-12,3730.7897308799274,442.9144670519349,1442.602303708956,8.23779517991754,5.719869022868806e-13
213,1.0880185641326534e-12,3877.1975088534036,100.82599221999571,1337.834616677101,5.1177026699333865,5.968558980384842e-13
214,1.0818013151947525e-12,4001.610071057837,3.93590021685597e-12,1243.5676873823315,9.881380436116416e-12,6.039613253960852e-13
215,1.0906830993917538e-12,4068.7928855739,4.0492435793293424e-12,1091.8335751229376,9.857342372909805e-12,5.897504706808832e-13
