,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
0,245.0539895128473,1073.907487954942,12113.082633868891,826.2565010736816
1,245.21029068856376,1076.3457618500952,12275.555957339791,834.6094055134108
2,245.0539895036374,1072.907487945849,11359.536214195325,808.0218748329237
3,245.05398950335632,1073.90748794552,10089.875891609527,776.1112789295199
4,245.0539895035148,1078.9074879455748,10097.92445149929,769.2732940933256
5,246.05398950334475,1078.9074879454047,10205.573940022616,731.6643774930692
6,245.0539895035605,1080.907487945737,10689.493603385457,720.2677360993566
7,245.05398950362684,1072.907487945838,11357.524074222913,712.2900871236614
8,246.05398950337567,1074.9074879454706,10941.011099935495,681.5191553596876
9,246.05398950335334,1093.9074879455302,11181.461826637484,604.0219938807453
10,248.05398951554716,1100.907487957612,12137.22831354032,560.7147565975289
11,247.05398950638786,1104.9074879484842,12675.475756148835,531.083488962865
12,248.05398951494814,1107.9074879569805,12936.047882583242,495.75390065131256
13,248.75699196947326,1109.926109308381,12948.923749207379,476.19221374975143
14,247.6114341261093,1108.5111395192228,13207.620099142472,482.84611563721234
15,246.56807841556926,1109.3921412632549,14201.503437074452,459.9614506380305
16,246.5438225875209,1108.3206845378454,15027.661198283375,442.81049324849914
17,248.40860601372583,1118.9358758155327,15803.244688413553,424.38345219915493
18,248.56777302148728,1117.3945242358143,15576.672817246277,400.6076535799204
19,248.33042793382407,1112.7044204359888,14732.442098272672,385.50982433855376
20,247.9364258792405,1116.463772114393,13991.488158746582,356.47139149233976
21,249.00733523754747,1117.6640190371688,13476.694923693705,334.8280392217634
22,248.0539895120855,1108.9074879541809,12191.55609279182,317.9662949023692
23,247.05398950457206,1108.9074879467016,10951.071799798705,304.29032522102983
24,248.05398950337232,1096.907487945536,9973.171773210239,389.76513567434966
25,250.05398950340208,1104.9074879454624,9374.56013142074,341.89924181975846
26,250.05398950359086,1113.9074879457457,9684.429687170801,325.9439438684319
27,251.05398950665239,1114.907487948769,9751.836376249325,348.7372266598409
28,250.05398950720297,1108.9074879493014,10923.9079101739,337.3405852665115
29,249.0539895057396,1105.90748794795,12944.096442463826,339.61991354363295
30,252.45029134132534,1134.9737720502387,15828.482134463879,329.5170609375604
31,251.86077752220274,1172.346136146053,20437.62824840495,277.56872894650684
32,251.05398950397995,1193.9074879460945,22013.817368063046,242.7484616929795
33,245.05398950480605,1215.907487946967,22500.755241385104,194.8825678393001
34,250.05398950654876,1219.907487948635,23155.70680240362,185.76525472613392
35,252.05398950585874,1221.9074879479513,23384.084689270538,203.999880955674
36,254.05398952624512,1220.9074879677632,23630.571835909213,137.89936089482146
37,272.05398950611857,1219.9074879482434,23645.66288568303,133.3407043134409
38,271.05398950486176,1218.90748794708,23675.844985267795,115.1060780816624
39,267.0539895046144,1218.9074879467164,23791.543033680653,161.83230779660286
40,275.05398951487865,1219.907487956789,23887.11968237982,109.40775739651046
41,272.05398950758206,1223.9074879496627,23912.271432027712,131.06137603633627
42,274.0539895149006,1217.9074879569903,23710.051364808485,148.15633813588246
43,272.1026102423411,1215.0252370033147,23231.899856984644,182.85569125122566
44,271.6745484789936,1211.7492005029446,21233.15980866049,202.05425849539057
45,273.3883873260333,1209.893738578486,18717.50404997668,236.11982845534268
46,269.05398961105305,1203.907488045674,16673.597881401747,283.7763708376114
47,269.64173678398527,1208.6564717610215,15656.071284543601,325.3170371356512
48,269.05398950750237,1186.9074879495429,14505.517061049353,393.18412809724634
49,264.05398950536744,1187.907487947462,13030.61846127673,439.9103578100399
50,260.0539895040358,1191.9074879461368,11888.729026937393,484.35725924496023
51,266.0539895037493,1184.9074879459674,11693.551449614131,582.3683752326756
