,Biomass,Fossil Gas,Fossil Hard coal,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore
0,218.91919827419588,3398.4539516092714,2132.740051593926,485.99999999999943,422.8480605712764,104.83374033623693,956.9999999999999,1626.497280438299
1,217.96266914017957,3283.9748501909403,2174.578797991091,485.9999999999994,422.83554982984464,103.74989379442572,957.0000000000067,1662.9290711281214
2,223.23256215687252,3201.6102321884273,2197.645717892329,485.99999999999943,422.8215587311445,103.21711228383815,956.9999999999877,1664.5637940102336
3,218.6562005407269,3185.8527629252835,2015.218769086198,485.9999999999993,422.80344493777017,102.52733842044233,957.0000000000136,1631.8612504053528
4,215.1888845599855,3176.248553224257,1917.8126757176597,485.9999999999993,422.7992706404289,102.36838103662718,957.0000000000266,1624.9366744503934
5,214.80651608503854,3115.598492525724,1861.5905298984499,485.9999999999993,422.79426952447585,98.60647174340758,956.9999999999989,1571.0282696217198
6,214.62202088016687,3252.9389803362374,1905.20122994468,485.9999999999993,422.7918564544333,97.32846878259932,957.0000000000173,1498.7360609281868
7,216.32817233601128,3414.346330414231,1952.2964365710534,485.9999999999994,422.81417173884114,99.33728170331622,957.0000000000024,1497.5775958116767
8,217.5558088814443,3206.684160491514,1997.7320791412835,485.9999999999993,422.83022837824086,102.94385761897475,957.0000000000227,1524.6281648119755
9,222.01320499416886,2952.605095816822,2062.581882867872,485.9999999999994,422.84667674396326,105.38785389608947,956.9999999999985,1464.120438953936
10,217.6711557494893,3151.9520978955866,2460.268910734903,485.9999999999993,422.83173703572885,103.6047024658769,956.9999999999596,1517.4995269736078
11,219.97651516085236,3312.1224186297254,3344.6106469245515,485.99999999999943,422.8204480685464,104.37717470801155,956.9999999999665,1497.147469905057
12,216.78159161175782,3417.782726642777,4019.269475693258,485.99999999999943,422.8201021502753,104.36384531215036,956.9999999999935,1358.1033523011088
13,216.91423707361264,3603.979966421963,4162.479210973154,485.99999999999943,422.82183706144,105.03219036698964,957.0000000000468,1114.1541498794916
