"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.01.2018 12:30 - 05.01.2018 12:45","66609","71750"
"05.01.2018 12:45 - 05.01.2018 13:00","66740","71064"
"05.01.2018 13:00 - 05.01.2018 13:15","66740","70926"
"05.01.2018 13:15 - 05.01.2018 13:30","66509","70261"
"05.01.2018 13:30 - 05.01.2018 13:45","65910","69610"
"05.01.2018 13:45 - 05.01.2018 14:00","65515","69055"
"05.01.2018 14:00 - 05.01.2018 14:15","65293","68696"
"05.01.2018 14:15 - 05.01.2018 14:30","64684","68466"
"05.01.2018 14:30 - 05.01.2018 14:45","64643","67940"
"05.01.2018 14:45 - 05.01.2018 15:00","64656","67246"
"05.01.2018 15:00 - 05.01.2018 15:15","64649","67157"
"05.01.2018 15:15 - 05.01.2018 15:30","64195","66830"
"05.01.2018 15:30 - 05.01.2018 15:45","64174","66666"
"05.01.2018 15:45 - 05.01.2018 16:00","64097","66215"
"05.01.2018 16:00 - 05.01.2018 16:15","64755","66351"
"05.01.2018 16:15 - 05.01.2018 16:30","65041","66662"
"05.01.2018 16:30 - 05.01.2018 16:45","65466","67463"
"05.01.2018 16:45 - 05.01.2018 17:00","66503","68350"
"05.01.2018 17:00 - 05.01.2018 17:15","67698","69148"
"05.01.2018 17:15 - 05.01.2018 17:30","68125","69395"
"05.01.2018 17:30 - 05.01.2018 17:45","68427","69486"
"05.01.2018 17:45 - 05.01.2018 18:00","68641","69580"
"05.01.2018 18:00 - 05.01.2018 18:15","68274","69019"
"05.01.2018 18:15 - 05.01.2018 18:30","68317","68994"
"05.01.2018 18:30 - 05.01.2018 18:45","67990","69046"
"05.01.2018 18:45 - 05.01.2018 19:00","67368","68541"
"05.01.2018 19:00 - 05.01.2018 19:15","66978","68046"
"05.01.2018 19:15 - 05.01.2018 19:30","66337","66734"
"05.01.2018 19:30 - 05.01.2018 19:45","65729","66094"
"05.01.2018 19:45 - 05.01.2018 20:00","64962","65242"
"05.01.2018 20:00 - 05.01.2018 20:15","63692","64274"
"05.01.2018 20:15 - 05.01.2018 20:30","62122","62966"
"05.01.2018 20:30 - 05.01.2018 20:45","61614","61643"
"05.01.2018 20:45 - 05.01.2018 21:00","60767","60546"
"05.01.2018 21:00 - 05.01.2018 21:15","59498","59809"
"05.01.2018 21:15 - 05.01.2018 21:30","59084","59025"
"05.01.2018 21:30 - 05.01.2018 21:45","59294","58655"
"05.01.2018 21:45 - 05.01.2018 22:00","58278","57848"
"05.01.2018 22:00 - 05.01.2018 22:15","58473","58057"
"05.01.2018 22:15 - 05.01.2018 22:30","57197","57514"
"05.01.2018 22:30 - 05.01.2018 22:45","56689","56649"
"05.01.2018 22:45 - 05.01.2018 23:00","55448","55728"
"05.01.2018 23:00 - 05.01.2018 23:15","54491","55112"
"05.01.2018 23:15 - 05.01.2018 23:30","53296","54203"
"05.01.2018 23:30 - 05.01.2018 23:45","52227","53038"
"05.01.2018 23:45 - 06.01.2018 00:00","51263","52134"
"06.01.2018 00:00 - 06.01.2018 00:15","48406","51344"
"06.01.2018 00:15 - 06.01.2018 00:30","47882","50392"
"06.01.2018 00:30 - 06.01.2018 00:45","47474","49637"
"06.01.2018 00:45 - 06.01.2018 01:00","46914","49092"
"06.01.2018 01:00 - 06.01.2018 01:15","46304","48317"
"06.01.2018 01:15 - 06.01.2018 01:30","46038","47831"
"06.01.2018 01:30 - 06.01.2018 01:45","45656","47559"
"06.01.2018 01:45 - 06.01.2018 02:00","45465","47269"
"06.01.2018 02:00 - 06.01.2018 02:15","45102","46729"
"06.01.2018 02:15 - 06.01.2018 02:30","44842","46679"
"06.01.2018 02:30 - 06.01.2018 02:45","44698","46383"
"06.01.2018 02:45 - 06.01.2018 03:00","44673","46488"
"06.01.2018 03:00 - 06.01.2018 03:15","44504","46592"
"06.01.2018 03:15 - 06.01.2018 03:30","44413","46420"
"06.01.2018 03:30 - 06.01.2018 03:45","44390","46396"
"06.01.2018 03:45 - 06.01.2018 04:00","44391","46290"
"06.01.2018 04:00 - 06.01.2018 04:15","44373","46631"
"06.01.2018 04:15 - 06.01.2018 04:30","44354","46527"
"06.01.2018 04:30 - 06.01.2018 04:45","44388","46686"
"06.01.2018 04:45 - 06.01.2018 05:00","44355","46586"
"06.01.2018 05:00 - 06.01.2018 05:15","44518","46836"
"06.01.2018 05:15 - 06.01.2018 05:30","44159","46604"
"06.01.2018 05:30 - 06.01.2018 05:45","44071","46191"
"06.01.2018 05:45 - 06.01.2018 06:00","43697","45938"
"06.01.2018 06:00 - 06.01.2018 06:15","43269","46016"
"06.01.2018 06:15 - 06.01.2018 06:30","43909","46353"
"06.01.2018 06:30 - 06.01.2018 06:45","43892","46764"
"06.01.2018 06:45 - 06.01.2018 07:00","44406","47441"
"06.01.2018 07:00 - 06.01.2018 07:15","44964","48742"
"06.01.2018 07:15 - 06.01.2018 07:30","45705","49339"
"06.01.2018 07:30 - 06.01.2018 07:45","48174","49669"
"06.01.2018 07:45 - 06.01.2018 08:00","48812","50245"
"06.01.2018 08:00 - 06.01.2018 08:15","49782","51380"
"06.01.2018 08:15 - 06.01.2018 08:30","50230","51812"
"06.01.2018 08:30 - 06.01.2018 08:45","50839","52467"
"06.01.2018 08:45 - 06.01.2018 09:00","51398","53139"
"06.01.2018 09:00 - 06.01.2018 09:15","52276","53977"
"06.01.2018 09:15 - 06.01.2018 09:30","52867","54825"
"06.01.2018 09:30 - 06.01.2018 09:45","53196","55447"
"06.01.2018 09:45 - 06.01.2018 10:00","53452","55844"
"06.01.2018 10:00 - 06.01.2018 10:15","53934","56517"
"06.01.2018 10:15 - 06.01.2018 10:30","54305","56810"
"06.01.2018 10:30 - 06.01.2018 10:45","54559","57038"
"06.01.2018 10:45 - 06.01.2018 11:00","55219","57368"
"06.01.2018 11:00 - 06.01.2018 11:15","55377","57955"
"06.01.2018 11:15 - 06.01.2018 11:30","55755","58438"
"06.01.2018 11:30 - 06.01.2018 11:45","56373","59189"
"06.01.2018 11:45 - 06.01.2018 12:00","56492","59093"
"06.01.2018 12:00 - 06.01.2018 12:15","55799","58964"
"06.01.2018 12:15 - 06.01.2018 12:30","55932","58983"
"06.01.2018 12:30 - 06.01.2018 12:45","55447","58619"
"06.01.2018 12:45 - 06.01.2018 13:00","55205","58307"
"06.01.2018 13:00 - 06.01.2018 13:15","55251","57955"
"06.01.2018 13:15 - 06.01.2018 13:30","54414","57652"
"06.01.2018 13:30 - 06.01.2018 13:45","54427","57172"
"06.01.2018 13:45 - 06.01.2018 14:00","53599","56510"
"06.01.2018 14:00 - 06.01.2018 14:15","53553","55780"
"06.01.2018 14:15 - 06.01.2018 14:30","52910","55680"
"06.01.2018 14:30 - 06.01.2018 14:45","53215","55585"
"06.01.2018 14:45 - 06.01.2018 15:00","53448","55258"
"06.01.2018 15:00 - 06.01.2018 15:15","53757","55106"
"06.01.2018 15:15 - 06.01.2018 15:30","53040","55156"
"06.01.2018 15:30 - 06.01.2018 15:45","53170","55372"
"06.01.2018 15:45 - 06.01.2018 16:00","53068","55514"
"06.01.2018 16:00 - 06.01.2018 16:15","53915","55942"
"06.01.2018 16:15 - 06.01.2018 16:30","54360","56524"
"06.01.2018 16:30 - 06.01.2018 16:45","55120","57680"
"06.01.2018 16:45 - 06.01.2018 17:00","55586","58759"
"06.01.2018 17:00 - 06.01.2018 17:15","57275","59954"
"06.01.2018 17:15 - 06.01.2018 17:30","57960","60412"
"06.01.2018 17:30 - 06.01.2018 17:45","58792","60946"
"06.01.2018 17:45 - 06.01.2018 18:00","58793","61408"
"06.01.2018 18:00 - 06.01.2018 18:15","58852","61949"
"06.01.2018 18:15 - 06.01.2018 18:30","59041","61779"
"06.01.2018 18:30 - 06.01.2018 18:45","58829","61621"
"06.01.2018 18:45 - 06.01.2018 19:00","58563","61256"
"06.01.2018 19:00 - 06.01.2018 19:15","58397","60995"
"06.01.2018 19:15 - 06.01.2018 19:30","57959","60365"
"06.01.2018 19:30 - 06.01.2018 19:45","57427","59612"
"06.01.2018 19:45 - 06.01.2018 20:00","56833","58886"
"06.01.2018 20:00 - 06.01.2018 20:15","55809","58030"
"06.01.2018 20:15 - 06.01.2018 20:30","54819","56723"
"06.01.2018 20:30 - 06.01.2018 20:45","53775","55786"
"06.01.2018 20:45 - 06.01.2018 21:00","53343","55377"
"06.01.2018 21:00 - 06.01.2018 21:15","52479","54841"
"06.01.2018 21:15 - 06.01.2018 21:30","52138","54155"
"06.01.2018 21:30 - 06.01.2018 21:45","52422","53806"
"06.01.2018 21:45 - 06.01.2018 22:00","51870","53361"
"06.01.2018 22:00 - 06.01.2018 22:15","52553","54267"
"06.01.2018 22:15 - 06.01.2018 22:30","52021","53784"
"06.01.2018 22:30 - 06.01.2018 22:45","51498","53122"
"06.01.2018 22:45 - 06.01.2018 23:00","50677","52162"
"06.01.2018 23:00 - 06.01.2018 23:15","49724","51448"
"06.01.2018 23:15 - 06.01.2018 23:30","48956","50459"
"06.01.2018 23:30 - 06.01.2018 23:45","48152","49564"
"06.01.2018 23:45 - 07.01.2018 00:00","47489","48549"
"07.01.2018 00:00 - 07.01.2018 00:15","46477","47562"
"07.01.2018 00:15 - 07.01.2018 00:30","45914","46574"
"07.01.2018 00:30 - 07.01.2018 00:45","45515","45998"
"07.01.2018 00:45 - 07.01.2018 01:00","45034","45548"
"07.01.2018 01:00 - 07.01.2018 01:15","44499","45161"
"07.01.2018 01:15 - 07.01.2018 01:30","44180","44423"
"07.01.2018 01:30 - 07.01.2018 01:45","43853","43937"
"07.01.2018 01:45 - 07.01.2018 02:00","43679","43913"
"07.01.2018 02:00 - 07.01.2018 02:15","43466","43674"
"07.01.2018 02:15 - 07.01.2018 02:30","43240","43434"
"07.01.2018 02:30 - 07.01.2018 02:45","43093","43186"
"07.01.2018 02:45 - 07.01.2018 03:00","42995","43102"
"07.01.2018 03:00 - 07.01.2018 03:15","42987","43052"
"07.01.2018 03:15 - 07.01.2018 03:30","42876","43109"
"07.01.2018 03:30 - 07.01.2018 03:45","42873","43045"
"07.01.2018 03:45 - 07.01.2018 04:00","42826","43101"
"07.01.2018 04:00 - 07.01.2018 04:15","42853","43148"
"07.01.2018 04:15 - 07.01.2018 04:30","42808","43306"
"07.01.2018 04:30 - 07.01.2018 04:45","42825","43283"
"07.01.2018 04:45 - 07.01.2018 05:00","42739","43133"
"07.01.2018 05:00 - 07.01.2018 05:15","42819","43211"
"07.01.2018 05:15 - 07.01.2018 05:30","42343","42969"
"07.01.2018 05:30 - 07.01.2018 05:45","42263","42699"
"07.01.2018 05:45 - 07.01.2018 06:00","41933","42354"
"07.01.2018 06:00 - 07.01.2018 06:15","41214","41825"
"07.01.2018 06:15 - 07.01.2018 06:30","41595","41894"
"07.01.2018 06:30 - 07.01.2018 06:45","41693","42007"
"07.01.2018 06:45 - 07.01.2018 07:00","42037","42221"
"07.01.2018 07:00 - 07.01.2018 07:15","42382","43033"
"07.01.2018 07:15 - 07.01.2018 07:30","42919","43514"
"07.01.2018 07:30 - 07.01.2018 07:45","43896","44248"
"07.01.2018 07:45 - 07.01.2018 08:00","44698","45010"
"07.01.2018 08:00 - 07.01.2018 08:15","45366","46167"
"07.01.2018 08:15 - 07.01.2018 08:30","45781","46783"
"07.01.2018 08:30 - 07.01.2018 08:45","46670","47521"
"07.01.2018 08:45 - 07.01.2018 09:00","47271","48473"
"07.01.2018 09:00 - 07.01.2018 09:15","48270","49666"
"07.01.2018 09:15 - 07.01.2018 09:30","49108","50789"
"07.01.2018 09:30 - 07.01.2018 09:45","49593","51470"
"07.01.2018 09:45 - 07.01.2018 10:00","49950","52342"
"07.01.2018 10:00 - 07.01.2018 10:15","50560","53185"
"07.01.2018 10:15 - 07.01.2018 10:30","51022","53638"
"07.01.2018 10:30 - 07.01.2018 10:45","51407","54309"
"07.01.2018 10:45 - 07.01.2018 11:00","52222","55252"
"07.01.2018 11:00 - 07.01.2018 11:15","52600","56118"
"07.01.2018 11:15 - 07.01.2018 11:30","53315","57133"
"07.01.2018 11:30 - 07.01.2018 11:45","53995","57642"
"07.01.2018 11:45 - 07.01.2018 12:00","54165","57824"
"07.01.2018 12:00 - 07.01.2018 12:15","53742","57650"
"07.01.2018 12:15 - 07.01.2018 12:30","53990","57359"
"07.01.2018 12:30 - 07.01.2018 12:45","53494","57195"
"07.01.2018 12:45 - 07.01.2018 13:00","53166","56869"
"07.01.2018 13:00 - 07.01.2018 13:15","52944","56606"
"07.01.2018 13:15 - 07.01.2018 13:30","52526","56024"
"07.01.2018 13:30 - 07.01.2018 13:45","52474","55785"
"07.01.2018 13:45 - 07.01.2018 14:00","51708","55167"
"07.01.2018 14:00 - 07.01.2018 14:15","51631","54746"
"07.01.2018 14:15 - 07.01.2018 14:30","51255","54199"
"07.01.2018 14:30 - 07.01.2018 14:45","51418","54107"
"07.01.2018 14:45 - 07.01.2018 15:00","51491","53674"
"07.01.2018 15:00 - 07.01.2018 15:15","51823","53940"
"07.01.2018 15:15 - 07.01.2018 15:30","51133","53743"
"07.01.2018 15:30 - 07.01.2018 15:45","51232","53665"
"07.01.2018 15:45 - 07.01.2018 16:00","51136","53940"
"07.01.2018 16:00 - 07.01.2018 16:15","51937","54655"
"07.01.2018 16:15 - 07.01.2018 16:30","52548","55089"
"07.01.2018 16:30 - 07.01.2018 16:45","53134","56235"
"07.01.2018 16:45 - 07.01.2018 17:00","53642","57984"
"07.01.2018 17:00 - 07.01.2018 17:15","55277","59589"
"07.01.2018 17:15 - 07.01.2018 17:30","56147","60424"
"07.01.2018 17:30 - 07.01.2018 17:45","57079","61184"
"07.01.2018 17:45 - 07.01.2018 18:00","57146","61463"
"07.01.2018 18:00 - 07.01.2018 18:15","57274","61811"
"07.01.2018 18:15 - 07.01.2018 18:30","57522","62121"
"07.01.2018 18:30 - 07.01.2018 18:45","57242","62139"
"07.01.2018 18:45 - 07.01.2018 19:00","57014","61727"
"07.01.2018 19:00 - 07.01.2018 19:15","56806","61292"
"07.01.2018 19:15 - 07.01.2018 19:30","56358","60630"
"07.01.2018 19:30 - 07.01.2018 19:45","55942","60057"
"07.01.2018 19:45 - 07.01.2018 20:00","55180","59268"
"07.01.2018 20:00 - 07.01.2018 20:15","54582","59014"
"07.01.2018 20:15 - 07.01.2018 20:30","53780","57946"
"07.01.2018 20:30 - 07.01.2018 20:45","52519","57291"
"07.01.2018 20:45 - 07.01.2018 21:00","52333","56669"
"07.01.2018 21:00 - 07.01.2018 21:15","51572","56393"
"07.01.2018 21:15 - 07.01.2018 21:30","51312","55904"
"07.01.2018 21:30 - 07.01.2018 21:45","51837","55819"
"07.01.2018 21:45 - 07.01.2018 22:00","51765","55846"
"07.01.2018 22:00 - 07.01.2018 22:15","52593","56996"
"07.01.2018 22:15 - 07.01.2018 22:30","52169","56392"
"07.01.2018 22:30 - 07.01.2018 22:45","51546","55481"
"07.01.2018 22:45 - 07.01.2018 23:00","50640","54569"
"07.01.2018 23:00 - 07.01.2018 23:15","49652","54106"
"07.01.2018 23:15 - 07.01.2018 23:30","48975","53151"
"07.01.2018 23:30 - 07.01.2018 23:45","48309","51963"
"07.01.2018 23:45 - 08.01.2018 00:00","47969","51150"
"08.01.2018 00:00 - 08.01.2018 00:15","47597","50103"
"08.01.2018 00:15 - 08.01.2018 00:30","47214","49605"
"08.01.2018 00:30 - 08.01.2018 00:45","46714","49191"
"08.01.2018 00:45 - 08.01.2018 01:00","46227","48919"
"08.01.2018 01:00 - 08.01.2018 01:15","45807","48008"
"08.01.2018 01:15 - 08.01.2018 01:30","45572","47830"
"08.01.2018 01:30 - 08.01.2018 01:45","45299","47785"
"08.01.2018 01:45 - 08.01.2018 02:00","45194","47430"
"08.01.2018 02:00 - 08.01.2018 02:15","44903","47314"
"08.01.2018 02:15 - 08.01.2018 02:30","44869","47186"
"08.01.2018 02:30 - 08.01.2018 02:45","44900","47355"
"08.01.2018 02:45 - 08.01.2018 03:00","44931","47162"
"08.01.2018 03:00 - 08.01.2018 03:15","44979","47626"
"08.01.2018 03:15 - 08.01.2018 03:30","45078","47672"
"08.01.2018 03:30 - 08.01.2018 03:45","45151","48066"
"08.01.2018 03:45 - 08.01.2018 04:00","45378","48201"
"08.01.2018 04:00 - 08.01.2018 04:15","45918","48583"
"08.01.2018 04:15 - 08.01.2018 04:30","46236","48968"
"08.01.2018 04:30 - 08.01.2018 04:45","46797","49603"
"08.01.2018 04:45 - 08.01.2018 05:00","47285","50312"
"08.01.2018 05:00 - 08.01.2018 05:15","48601","52138"
"08.01.2018 05:15 - 08.01.2018 05:30","49217","52996"
"08.01.2018 05:30 - 08.01.2018 05:45","50394","54426"
"08.01.2018 05:45 - 08.01.2018 06:00","51932","56107"
"08.01.2018 06:00 - 08.01.2018 06:15","54593","58968"
"08.01.2018 06:15 - 08.01.2018 06:30","56831","61505"
"08.01.2018 06:30 - 08.01.2018 06:45","58685","64124"
"08.01.2018 06:45 - 08.01.2018 07:00","60274","65611"
"08.01.2018 07:00 - 08.01.2018 07:15","62044","67787"
"08.01.2018 07:15 - 08.01.2018 07:30","62967","69222"
"08.01.2018 07:30 - 08.01.2018 07:45","63754","70515"
"08.01.2018 07:45 - 08.01.2018 08:00","64580","71591"
"08.01.2018 08:00 - 08.01.2018 08:15","65650","72641"
"08.01.2018 08:15 - 08.01.2018 08:30","65763","72882"
"08.01.2018 08:30 - 08.01.2018 08:45","65987","73169"
"08.01.2018 08:45 - 08.01.2018 09:00","66128","73476"
"08.01.2018 09:00 - 08.01.2018 09:15","66114","73142"
"08.01.2018 09:15 - 08.01.2018 09:30","66252","73227"
"08.01.2018 09:30 - 08.01.2018 09:45","66650","73723"
"08.01.2018 09:45 - 08.01.2018 10:00","66720","73763"
"08.01.2018 10:00 - 08.01.2018 10:15","66882","73829"
"08.01.2018 10:15 - 08.01.2018 10:30","67210","73824"
"08.01.2018 10:30 - 08.01.2018 10:45","67490","73993"
"08.01.2018 10:45 - 08.01.2018 11:00","67749","74284"
"08.01.2018 11:00 - 08.01.2018 11:15","67978","74237"
"08.01.2018 11:15 - 08.01.2018 11:30","68268","74489"
"08.01.2018 11:30 - 08.01.2018 11:45","68474","74687"
"08.01.2018 11:45 - 08.01.2018 12:00","68928","74674"
"08.01.2018 12:00 - 08.01.2018 12:15","68086","74332"
"08.01.2018 12:15 - 08.01.2018 12:30","68120","74258"
"08.01.2018 12:30 - 08.01.2018 12:45","68079","74011"
"08.01.2018 12:45 - 08.01.2018 13:00","68196","73915"
"08.01.2018 13:00 - 08.01.2018 13:15","68292","74103"
"08.01.2018 13:15 - 08.01.2018 13:30","67889","73698"
"08.01.2018 13:30 - 08.01.2018 13:45","67577","73189"
"08.01.2018 13:45 - 08.01.2018 14:00","67050","72667"
"08.01.2018 14:00 - 08.01.2018 14:15","66789","72372"
"08.01.2018 14:15 - 08.01.2018 14:30","66549","72352"
"08.01.2018 14:30 - 08.01.2018 14:45","66393","72391"
"08.01.2018 14:45 - 08.01.2018 15:00","65936","72348"
"08.01.2018 15:00 - 08.01.2018 15:15","64837","72478"
"08.01.2018 15:15 - 08.01.2018 15:30","66042","72165"
"08.01.2018 15:30 - 08.01.2018 15:45","65990","71988"
"08.01.2018 15:45 - 08.01.2018 16:00","65687","71777"
"08.01.2018 16:00 - 08.01.2018 16:15","65907","72024"
"08.01.2018 16:15 - 08.01.2018 16:30","65130","72389"
"08.01.2018 16:30 - 08.01.2018 16:45","63592","73350"
"08.01.2018 16:45 - 08.01.2018 17:00","64093","74505"
"08.01.2018 17:00 - 08.01.2018 17:15","64962","75886"
"08.01.2018 17:15 - 08.01.2018 17:30","65458","76821"
"08.01.2018 17:30 - 08.01.2018 17:45","65801","77174"
"08.01.2018 17:45 - 08.01.2018 18:00","65918","77416"
"08.01.2018 18:00 - 08.01.2018 18:15","65745","76990"
"08.01.2018 18:15 - 08.01.2018 18:30","65652","76620"
"08.01.2018 18:30 - 08.01.2018 18:45","65682","76792"
"08.01.2018 18:45 - 08.01.2018 19:00","65767","76560"
"08.01.2018 19:00 - 08.01.2018 19:15","65580","75829"
"08.01.2018 19:15 - 08.01.2018 19:30","65130","74975"
"08.01.2018 19:30 - 08.01.2018 19:45","64727","74473"
"08.01.2018 19:45 - 08.01.2018 20:00","64284","73797"
"08.01.2018 20:00 - 08.01.2018 20:15","63340","72061"
"08.01.2018 20:15 - 08.01.2018 20:30","62588","70654"
"08.01.2018 20:30 - 08.01.2018 20:45","61849","69846"
"08.01.2018 20:45 - 08.01.2018 21:00","61318","68834"
"08.01.2018 21:00 - 08.01.2018 21:15","60864","68020"
"08.01.2018 21:15 - 08.01.2018 21:30","60483","67067"
"08.01.2018 21:30 - 08.01.2018 21:45","60294","66384"
"08.01.2018 21:45 - 08.01.2018 22:00","59233","65277"
"08.01.2018 22:00 - 08.01.2018 22:15","59279","65312"
"08.01.2018 22:15 - 08.01.2018 22:30","58557","64602"
"08.01.2018 22:30 - 08.01.2018 22:45","57539","63311"
"08.01.2018 22:45 - 08.01.2018 23:00","56364","62175"
"08.01.2018 23:00 - 08.01.2018 23:15","54988","60981"
"08.01.2018 23:15 - 08.01.2018 23:30","54027","59534"
"08.01.2018 23:30 - 08.01.2018 23:45","53158","58596"
"08.01.2018 23:45 - 09.01.2018 00:00","52327","57639"
"09.01.2018 00:00 - 09.01.2018 00:15","51697","56801"
"09.01.2018 00:15 - 09.01.2018 00:30","51208","56109"
"09.01.2018 00:30 - 09.01.2018 00:45","50624","55600"
"09.01.2018 00:45 - 09.01.2018 01:00","50021","55198"
"09.01.2018 01:00 - 09.01.2018 01:15","49522","54471"
"09.01.2018 01:15 - 09.01.2018 01:30","49273","54192"
"09.01.2018 01:30 - 09.01.2018 01:45","48994","54003"
"09.01.2018 01:45 - 09.01.2018 02:00","48797","53880"
"09.01.2018 02:00 - 09.01.2018 02:15","48467","53200"
"09.01.2018 02:15 - 09.01.2018 02:30","48340","53115"
"09.01.2018 02:30 - 09.01.2018 02:45","48393","53383"
"09.01.2018 02:45 - 09.01.2018 03:00","48446","53562"
"09.01.2018 03:00 - 09.01.2018 03:15","48495","53480"
"09.01.2018 03:15 - 09.01.2018 03:30","48539","53795"
"09.01.2018 03:30 - 09.01.2018 03:45","48727","53979"
"09.01.2018 03:45 - 09.01.2018 04:00","48797","54256"
"09.01.2018 04:00 - 09.01.2018 04:15","49198","54852"
"09.01.2018 04:15 - 09.01.2018 04:30","49531","55247"
"09.01.2018 04:30 - 09.01.2018 04:45","49901","56012"
"09.01.2018 04:45 - 09.01.2018 05:00","50328","56453"
"09.01.2018 05:00 - 09.01.2018 05:15","51307","57391"
"09.01.2018 05:15 - 09.01.2018 05:30","51874","58120"
"09.01.2018 05:30 - 09.01.2018 05:45","52770","59291"
"09.01.2018 05:45 - 09.01.2018 06:00","53956","60927"
"09.01.2018 06:00 - 09.01.2018 06:15","56271","63678"
"09.01.2018 06:15 - 09.01.2018 06:30","58225","65868"
"09.01.2018 06:30 - 09.01.2018 06:45","59832","68079"
"09.01.2018 06:45 - 09.01.2018 07:00","61180","69844"
"09.01.2018 07:00 - 09.01.2018 07:15","62886","71599"
"09.01.2018 07:15 - 09.01.2018 07:30","63736","72741"
"09.01.2018 07:30 - 09.01.2018 07:45","64378","73781"
"09.01.2018 07:45 - 09.01.2018 08:00","65225","74697"
"09.01.2018 08:00 - 09.01.2018 08:15","66087","75324"
"09.01.2018 08:15 - 09.01.2018 08:30","66293","75333"
"09.01.2018 08:30 - 09.01.2018 08:45","66497","75292"
"09.01.2018 08:45 - 09.01.2018 09:00","66647","75153"
"09.01.2018 09:00 - 09.01.2018 09:15","66616","74579"
"09.01.2018 09:15 - 09.01.2018 09:30","66724","74446"
"09.01.2018 09:30 - 09.01.2018 09:45","66913","74554"
"09.01.2018 09:45 - 09.01.2018 10:00","67211","74860"
"09.01.2018 10:00 - 09.01.2018 10:15","67333","74941"
"09.01.2018 10:15 - 09.01.2018 10:30","67624","74800"
"09.01.2018 10:30 - 09.01.2018 10:45","67858","74868"
"09.01.2018 10:45 - 09.01.2018 11:00","68096","74726"
"09.01.2018 11:00 - 09.01.2018 11:15","68381","74781"
"09.01.2018 11:15 - 09.01.2018 11:30","68644","74855"
"09.01.2018 11:30 - 09.01.2018 11:45","68861","74645"
"09.01.2018 11:45 - 09.01.2018 12:00","68473","74493"
"09.01.2018 12:00 - 09.01.2018 12:15","68395","74256"
"09.01.2018 12:15 - 09.01.2018 12:30","68566","74207"
"09.01.2018 12:30 - 09.01.2018 12:45","68486","74412"
"09.01.2018 12:45 - 09.01.2018 13:00","68738","74381"
"09.01.2018 13:00 - 09.01.2018 13:15","68710","74200"
"09.01.2018 13:15 - 09.01.2018 13:30","68437","74034"
"09.01.2018 13:30 - 09.01.2018 13:45","68226","73732"
"09.01.2018 13:45 - 09.01.2018 14:00","67455","72943"
"09.01.2018 14:00 - 09.01.2018 14:15","67404","72695"
"09.01.2018 14:15 - 09.01.2018 14:30","67118","72768"
"09.01.2018 14:30 - 09.01.2018 14:45","67182","72817"
"09.01.2018 14:45 - 09.01.2018 15:00","67208","72474"
"09.01.2018 15:00 - 09.01.2018 15:15","67220","72253"
"09.01.2018 15:15 - 09.01.2018 15:30","66688","72106"
"09.01.2018 15:30 - 09.01.2018 15:45","66413","72060"
"09.01.2018 15:45 - 09.01.2018 16:00","66355","71805"
