,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Other,Solar,Wind Onshore
2018-08-16 04:00:00+01:00,344.0,1651.0,7.0,1719.0,0.0,0.0,3.0,21.0,2.0,39.0,1.0,31.0,0.0,432.0
2018-08-16 05:00:00+01:00,340.0,1867.0,5.0,1755.0,0.0,65.0,3.0,19.0,2.0,39.0,1.0,32.0,0.0,443.0
2018-08-16 06:00:00+01:00,340.0,1986.0,6.0,1755.0,0.0,1.0,3.0,35.0,2.0,78.0,1.0,32.0,0.0,467.0
2018-08-16 07:00:00+01:00,332.0,2211.0,4.0,1755.0,0.0,75.0,3.0,64.0,2.0,120.0,1.0,31.0,19.0,515.0
2018-08-16 08:00:00+01:00,327.0,2427.0,4.0,1754.0,0.0,113.0,2.0,270.0,2.0,192.0,1.0,34.0,96.0,424.0
2018-08-16 09:00:00+01:00,333.0,2385.0,4.0,1754.0,0.0,130.0,2.0,351.0,2.0,247.0,1.0,32.0,177.0,422.0
2018-08-16 10:00:00+01:00,346.0,2280.0,3.0,1753.0,0.0,172.0,2.0,413.0,1.0,224.0,1.0,34.0,285.0,366.0
2018-08-16 11:00:00+01:00,341.0,2333.0,4.0,1736.0,0.0,253.0,2.0,533.0,1.0,222.0,1.0,34.0,364.0,356.0
2018-08-16 12:00:00+01:00,342.0,2419.0,4.0,1753.0,0.0,352.0,2.0,608.0,1.0,393.0,1.0,34.0,400.0,345.0
2018-08-16 13:00:00+01:00,345.0,2416.0,4.0,1753.0,0.0,314.0,2.0,611.0,1.0,212.0,1.0,34.0,412.0,468.0
2018-08-16 14:00:00+01:00,348.0,2329.0,4.0,1753.0,0.0,124.0,2.0,590.0,1.0,152.0,0.0,33.0,407.0,774.0
2018-08-16 15:00:00+01:00,345.0,2317.0,4.0,1753.0,0.0,103.0,2.0,427.0,1.0,165.0,1.0,33.0,383.0,1089.0
2018-08-16 16:00:00+01:00,343.0,2286.0,4.0,1753.0,0.0,101.0,3.0,285.0,2.0,86.0,1.0,33.0,338.0,1505.0
2018-08-16 17:00:00+01:00,343.0,2313.0,4.0,1686.0,2.0,358.0,3.0,205.0,2.0,175.0,1.0,33.0,262.0,1879.0
2018-08-16 18:00:00+01:00,344.0,2522.0,4.0,1454.0,13.0,447.0,2.0,436.0,1.0,219.0,1.0,33.0,158.0,2094.0
2018-08-16 19:00:00+01:00,345.0,2490.0,4.0,1459.0,8.0,555.0,2.0,482.0,1.0,328.0,1.0,32.0,43.0,2129.0
2018-08-16 20:00:00+01:00,344.0,2529.0,4.0,1458.0,10.0,875.0,1.0,316.0,1.0,469.0,1.0,33.0,1.0,2184.0
2018-08-16 21:00:00+01:00,343.0,2537.0,4.0,1450.0,12.0,696.0,8.0,146.0,2.0,190.0,1.0,31.0,0.0,2243.0
2018-08-16 22:00:00+01:00,348.0,2365.0,4.0,1385.0,12.0,32.0,170.0,56.0,2.0,28.0,1.0,32.0,0.0,2116.0
2018-08-16 23:00:00+01:00,348.0,2125.0,6.0,1466.0,0.0,168.0,189.0,85.0,2.0,38.0,1.0,33.0,0.0,1997.0
2018-08-17 00:00:00+01:00,346.0,1380.0,8.0,1561.0,0.0,3.0,236.0,19.0,2.0,12.0,1.0,34.0,0.0,2055.0
2018-08-17 01:00:00+01:00,345.0,1370.0,5.0,1665.0,0.0,0.0,572.0,23.0,2.0,3.0,1.0,33.0,0.0,2029.0
2018-08-17 02:00:00+01:00,345.0,1364.0,5.0,1188.0,0.0,0.0,640.0,20.0,2.0,3.0,1.0,32.0,0.0,2042.0
2018-08-17 03:00:00+01:00,344.0,1293.0,5.0,972.0,0.0,0.0,623.0,20.0,2.0,3.0,1.0,33.0,0.0,2209.0
2018-08-17 04:00:00+01:00,338.0,1363.0,5.0,1067.0,0.0,0.0,763.0,20.0,2.0,3.0,1.0,31.0,0.0,2328.0
2018-08-17 05:00:00+01:00,342.0,1414.0,6.0,1575.0,0.0,1.0,280.0,28.0,2.0,35.0,1.0,33.0,0.0,2185.0
2018-08-17 06:00:00+01:00,338.0,1750.0,5.0,1653.0,0.0,174.0,166.0,168.0,1.0,40.0,1.0,32.0,0.0,2182.0
2018-08-17 07:00:00+01:00,337.0,1963.0,5.0,1630.0,0.0,275.0,16.0,282.0,1.0,221.0,1.0,32.0,19.0,2123.0
2018-08-17 08:00:00+01:00,336.0,2036.0,5.0,1631.0,0.0,338.0,3.0,332.0,1.0,125.0,1.0,33.0,98.0,1888.0
2018-08-17 09:00:00+01:00,335.0,2084.0,5.0,1632.0,0.0,344.0,3.0,480.0,1.0,202.0,0.0,33.0,196.0,1614.0
2018-08-17 10:00:00+01:00,334.0,2042.0,5.0,1632.0,0.0,287.0,2.0,535.0,1.0,176.0,1.0,32.0,305.0,1360.0
2018-08-17 11:00:00+01:00,338.0,2074.0,4.0,1632.0,0.0,188.0,2.0,358.0,1.0,227.0,1.0,31.0,372.0,1094.0
2018-08-17 12:00:00+01:00,343.0,2148.0,5.0,1632.0,0.0,475.0,2.0,315.0,1.0,437.0,1.0,33.0,395.0,778.0
2018-08-17 13:00:00+01:00,345.0,2140.0,5.0,1632.0,0.0,667.0,2.0,206.0,1.0,443.0,1.0,33.0,400.0,586.0
2018-08-17 14:00:00+01:00,344.0,2049.0,4.0,1632.0,0.0,464.0,2.0,91.0,2.0,244.0,0.0,31.0,370.0,538.0
2018-08-17 15:00:00+01:00,341.0,1981.0,5.0,1631.0,0.0,268.0,2.0,73.0,2.0,215.0,0.0,31.0,349.0,564.0
2018-08-17 16:00:00+01:00,335.0,1913.0,5.0,1652.0,0.0,141.0,3.0,79.0,2.0,217.0,0.0,31.0,284.0,557.0
2018-08-17 17:00:00+01:00,334.0,1956.0,5.0,1753.0,0.0,690.0,2.0,81.0,2.0,263.0,1.0,32.0,200.0,585.0
2018-08-17 18:00:00+01:00,330.0,2187.0,5.0,1755.0,0.0,1040.0,1.0,86.0,2.0,268.0,1.0,31.0,109.0,645.0
2018-08-17 19:00:00+01:00,331.0,2197.0,5.0,1755.0,0.0,1056.0,1.0,222.0,2.0,177.0,1.0,32.0,31.0,643.0
2018-08-17 20:00:00+01:00,330.0,2055.0,4.0,1755.0,0.0,1284.0,1.0,342.0,2.0,311.0,1.0,32.0,1.0,844.0
2018-08-17 21:00:00+01:00,328.0,1964.0,5.0,1660.0,0.0,894.0,1.0,343.0,2.0,252.0,1.0,30.0,0.0,1296.0
2018-08-17 22:00:00+01:00,322.0,1859.0,5.0,1486.0,9.0,150.0,3.0,294.0,2.0,195.0,1.0,30.0,0.0,1675.0
2018-08-17 23:00:00+01:00,325.0,1635.0,6.0,1325.0,12.0,0.0,10.0,176.0,2.0,72.0,1.0,33.0,0.0,2076.0
2018-08-18 00:00:00+01:00,327.0,1249.0,9.0,1074.0,19.0,0.0,183.0,19.0,2.0,3.0,1.0,33.0,0.0,2362.0
2018-08-18 01:00:00+01:00,339.0,951.0,11.0,754.0,15.0,0.0,426.0,20.0,2.0,2.0,1.0,34.0,0.0,2553.0
2018-08-18 02:00:00+01:00,346.0,992.0,8.0,454.0,15.0,0.0,1040.0,20.0,2.0,2.0,1.0,33.0,0.0,2524.0
2018-08-18 03:00:00+01:00,349.0,987.0,8.0,512.0,13.0,0.0,866.0,26.0,2.0,3.0,1.0,33.0,0.0,2437.0
2018-08-18 04:00:00+01:00,348.0,944.0,8.0,523.0,12.0,0.0,970.0,20.0,2.0,3.0,1.0,32.0,0.0,2380.0
2018-08-18 05:00:00+01:00,331.0,949.0,7.0,554.0,12.0,0.0,752.0,21.0,2.0,3.0,1.0,31.0,0.0,2460.0
2018-08-18 06:00:00+01:00,331.0,980.0,8.0,807.0,6.0,0.0,852.0,20.0,2.0,3.0,1.0,32.0,0.0,2530.0
2018-08-18 07:00:00+01:00,333.0,977.0,7.0,1134.0,3.0,0.0,721.0,50.0,2.0,27.0,1.0,32.0,23.0,2566.0
2018-08-18 08:00:00+01:00,336.0,1021.0,7.0,1169.0,3.0,0.0,689.0,55.0,2.0,71.0,1.0,33.0,126.0,2461.0
2018-08-18 09:00:00+01:00,337.0,1081.0,8.0,1169.0,3.0,0.0,591.0,135.0,2.0,111.0,1.0,33.0,228.0,2158.0
2018-08-18 10:00:00+01:00,335.0,1216.0,7.0,1170.0,3.0,68.0,176.0,65.0,2.0,45.0,0.0,33.0,309.0,1719.0
2018-08-18 11:00:00+01:00,329.0,1285.0,6.0,1169.0,4.0,66.0,103.0,252.0,2.0,58.0,0.0,33.0,361.0,1227.0
2018-08-18 12:00:00+01:00,330.0,1328.0,6.0,1127.0,4.0,471.0,2.0,435.0,1.0,117.0,0.0,32.0,385.0,800.0
2018-08-18 13:00:00+01:00,332.0,1253.0,6.0,1128.0,2.0,611.0,2.0,393.0,1.0,183.0,0.0,33.0,394.0,503.0
2018-08-18 14:00:00+01:00,323.0,1210.0,6.0,1130.0,2.0,357.0,2.0,295.0,1.0,132.0,0.0,31.0,389.0,326.0
2018-08-18 15:00:00+01:00,329.0,1208.0,6.0,1049.0,2.0,368.0,2.0,260.0,1.0,154.0,0.0,31.0,362.0,346.0
2018-08-18 16:00:00+01:00,331.0,1271.0,6.0,988.0,2.0,258.0,2.0,236.0,2.0,165.0,1.0,32.0,315.0,416.0
2018-08-18 17:00:00+01:00,335.0,1320.0,6.0,987.0,2.0,502.0,2.0,261.0,2.0,237.0,1.0,32.0,240.0,476.0
2018-08-18 18:00:00+01:00,334.0,1271.0,6.0,987.0,2.0,469.0,2.0,423.0,1.0,222.0,1.0,32.0,140.0,588.0
2018-08-18 19:00:00+01:00,345.0,1308.0,6.0,1014.0,2.0,1219.0,1.0,787.0,1.0,219.0,1.0,32.0,36.0,685.0
2018-08-18 20:00:00+01:00,347.0,1233.0,6.0,1084.0,2.0,1255.0,1.0,1014.0,1.0,573.0,1.0,30.0,1.0,1049.0
2018-08-18 21:00:00+01:00,345.0,1219.0,6.0,1022.0,2.0,1124.0,1.0,1061.0,1.0,428.0,1.0,30.0,0.0,1547.0
2018-08-18 22:00:00+01:00,341.0,1209.0,6.0,989.0,2.0,690.0,1.0,836.0,1.0,163.0,1.0,31.0,0.0,1803.0
2018-08-18 23:00:00+01:00,346.0,1132.0,6.0,968.0,5.0,19.0,13.0,183.0,2.0,37.0,1.0,33.0,0.0,1939.0
2018-08-19 00:00:00+01:00,343.0,1092.0,6.0,886.0,16.0,0.0,105.0,29.0,2.0,11.0,1.0,33.0,0.0,2048.0
2018-08-19 01:00:00+01:00,341.0,754.0,10.0,886.0,10.0,0.0,494.0,58.0,2.0,3.0,1.0,33.0,0.0,2025.0
2018-08-19 02:00:00+01:00,336.0,661.0,13.0,802.0,5.0,0.0,461.0,79.0,2.0,26.0,1.0,32.0,0.0,1939.0
2018-08-19 03:00:00+01:00,335.0,645.0,12.0,392.0,5.0,0.0,587.0,63.0,2.0,150.0,1.0,32.0,0.0,1948.0
2018-08-19 04:00:00+01:00,332.0,647.0,12.0,321.0,6.0,0.0,500.0,60.0,2.0,3.0,1.0,33.0,0.0,1988.0
2018-08-19 05:00:00+01:00,333.0,706.0,13.0,270.0,6.0,0.0,460.0,73.0,2.0,3.0,1.0,31.0,0.0,2068.0
2018-08-19 06:00:00+01:00,328.0,679.0,14.0,270.0,6.0,0.0,553.0,82.0,2.0,3.0,1.0,29.0,0.0,2177.0
2018-08-19 07:00:00+01:00,337.0,702.0,13.0,335.0,6.0,0.0,615.0,138.0,2.0,4.0,1.0,30.0,22.0,2190.0
2018-08-19 08:00:00+01:00,332.0,715.0,15.0,563.0,6.0,6.0,462.0,214.0,2.0,29.0,0.0,32.0,124.0,1868.0
2018-08-19 09:00:00+01:00,330.0,709.0,9.0,851.0,7.0,106.0,430.0,303.0,2.0,177.0,0.0,32.0,226.0,1465.0
2018-08-19 10:00:00+01:00,327.0,695.0,9.0,885.0,6.0,157.0,4.0,436.0,1.0,189.0,0.0,32.0,310.0,1088.0
2018-08-19 11:00:00+01:00,322.0,827.0,9.0,886.0,6.0,615.0,2.0,471.0,1.0,227.0,0.0,32.0,362.0,847.0
2018-08-19 12:00:00+01:00,323.0,1069.0,9.0,886.0,5.0,886.0,2.0,528.0,1.0,253.0,0.0,32.0,388.0,635.0
2018-08-19 13:00:00+01:00,317.0,1080.0,10.0,885.0,5.0,1017.0,2.0,525.0,1.0,301.0,0.0,30.0,396.0,418.0
2018-08-19 14:00:00+01:00,311.0,1036.0,10.0,885.0,6.0,930.0,2.0,492.0,1.0,272.0,0.0,31.0,389.0,342.0
2018-08-19 15:00:00+01:00,312.0,1055.0,10.0,885.0,6.0,564.0,2.0,436.0,1.0,228.0,0.0,32.0,362.0,329.0
2018-08-19 16:00:00+01:00,310.0,1046.0,10.0,885.0,5.0,249.0,3.0,427.0,1.0,188.0,1.0,30.0,313.0,354.0
2018-08-19 17:00:00+01:00,304.0,1052.0,10.0,885.0,5.0,177.0,2.0,318.0,1.0,151.0,1.0,31.0,239.0,408.0
2018-08-19 18:00:00+01:00,305.0,1006.0,10.0,885.0,5.0,0.0,3.0,325.0,1.0,150.0,1.0,30.0,137.0,490.0
2018-08-19 19:00:00+01:00,308.0,977.0,9.0,885.0,6.0,7.0,2.0,320.0,1.0,140.0,1.0,30.0,35.0,624.0
2018-08-19 20:00:00+01:00,309.0,987.0,10.0,885.0,6.0,330.0,2.0,463.0,1.0,160.0,1.0,31.0,0.0,1042.0
2018-08-19 21:00:00+01:00,302.0,867.0,10.0,885.0,8.0,78.0,3.0,395.0,2.0,187.0,1.0,30.0,0.0,1583.0
2018-08-19 22:00:00+01:00,309.0,1012.0,10.0,885.0,11.0,0.0,2.0,329.0,2.0,178.0,1.0,32.0,0.0,1828.0
2018-08-19 23:00:00+01:00,306.0,867.0,11.0,879.0,13.0,0.0,118.0,158.0,2.0,35.0,1.0,32.0,0.0,2024.0
2018-08-20 00:00:00+01:00,307.0,898.0,12.0,618.0,17.0,0.0,257.0,101.0,2.0,3.0,1.0,32.0,0.0,2172.0
2018-08-20 01:00:00+01:00,310.0,901.0,13.0,270.0,22.0,0.0,447.0,23.0,2.0,4.0,1.0,32.0,0.0,2137.0
2018-08-20 02:00:00+01:00,311.0,942.0,9.0,294.0,23.0,0.0,948.0,22.0,2.0,3.0,1.0,32.0,0.0,2048.0
2018-08-20 03:00:00+01:00,317.0,1036.0,9.0,323.0,14.0,0.0,1004.0,27.0,2.0,3.0,1.0,32.0,0.0,1929.0
2018-08-20 04:00:00+01:00,320.0,1083.0,12.0,437.0,8.0,0.0,898.0,20.0,2.0,5.0,1.0,32.0,0.0,1874.0
2018-08-20 05:00:00+01:00,327.0,1219.0,10.0,810.0,0.0,349.0,11.0,77.0,2.0,149.0,1.0,32.0,0.0,1874.0
2018-08-20 06:00:00+01:00,331.0,1676.0,8.0,1297.0,0.0,176.0,3.0,23.0,2.0,126.0,1.0,32.0,0.0,1956.0
2018-08-20 07:00:00+01:00,329.0,2006.0,5.0,1407.0,0.0,354.0,2.0,256.0,1.0,171.0,1.0,32.0,19.0,1985.0
2018-08-20 08:00:00+01:00,327.0,2102.0,6.0,1457.0,0.0,290.0,2.0,323.0,1.0,157.0,0.0,31.0,114.0,1940.0
2018-08-20 09:00:00+01:00,331.0,2290.0,7.0,1396.0,0.0,415.0,2.0,558.0,1.0,283.0,0.0,31.0,212.0,1620.0
2018-08-20 10:00:00+01:00,333.0,2486.0,7.0,1357.0,0.0,728.0,2.0,728.0,1.0,350.0,0.0,31.0,296.0,1205.0
2018-08-20 11:00:00+01:00,328.0,2462.0,7.0,1443.0,0.0,770.0,2.0,740.0,1.0,468.0,1.0,32.0,356.0,863.0
2018-08-20 12:00:00+01:00,327.0,2543.0,7.0,1441.0,0.0,851.0,2.0,811.0,1.0,456.0,1.0,31.0,383.0,565.0
2018-08-20 13:00:00+01:00,320.0,2483.0,7.0,1455.0,0.0,880.0,2.0,797.0,1.0,452.0,1.0,30.0,393.0,351.0
2018-08-20 14:00:00+01:00,319.0,2503.0,6.0,1459.0,0.0,1125.0,1.0,849.0,1.0,327.0,0.0,31.0,385.0,210.0
2018-08-20 15:00:00+01:00,313.0,2516.0,10.0,1459.0,0.0,1234.0,1.0,816.0,1.0,327.0,0.0,31.0,358.0,143.0
2018-08-20 16:00:00+01:00,313.0,2466.0,7.0,1456.0,0.0,1052.0,1.0,683.0,1.0,277.0,1.0,31.0,290.0,188.0
2018-08-20 17:00:00+01:00,313.0,2492.0,6.0,1458.0,0.0,1273.0,1.0,837.0,1.0,293.0,1.0,31.0,203.0,292.0
2018-08-20 18:00:00+01:00,319.0,2436.0,6.0,1459.0,0.0,1335.0,1.0,904.0,1.0,627.0,1.0,31.0,112.0,431.0
2018-08-20 19:00:00+01:00,311.0,2562.0,6.0,1460.0,0.0,1512.0,1.0,1042.0,1.0,644.0,1.0,32.0,31.0,466.0
2018-08-20 20:00:00+01:00,308.0,2509.0,6.0,1459.0,0.0,1437.0,1.0,1084.0,1.0,634.0,1.0,32.0,1.0,533.0
2018-08-20 21:00:00+01:00,311.0,2481.0,6.0,1459.0,0.0,1750.0,1.0,1117.0,1.0,621.0,1.0,32.0,0.0,679.0
2018-08-20 22:00:00+01:00,309.0,2483.0,6.0,1460.0,0.0,676.0,2.0,843.0,1.0,231.0,1.0,31.0,0.0,767.0
2018-08-20 23:00:00+01:00,311.0,2123.0,6.0,1429.0,0.0,186.0,3.0,343.0,2.0,49.0,1.0,33.0,0.0,803.0
2018-08-21 00:00:00+01:00,315.0,1654.0,7.0,1461.0,0.0,0.0,3.0,238.0,2.0,42.0,1.0,33.0,0.0,818.0
2018-08-21 01:00:00+01:00,319.0,1574.0,6.0,1461.0,0.0,0.0,133.0,104.0,2.0,42.0,1.0,33.0,0.0,939.0
2018-08-21 02:00:00+01:00,323.0,1585.0,6.0,1462.0,0.0,0.0,294.0,97.0,2.0,42.0,1.0,33.0,0.0,1072.0
2018-08-21 03:00:00+01:00,323.0,1614.0,9.0,1461.0,0.0,0.0,350.0,24.0,2.0,43.0,1.0,32.0,0.0,1098.0
2018-08-21 04:00:00+01:00,331.0,1808.0,6.0,1460.0,0.0,0.0,540.0,25.0,2.0,43.0,1.0,32.0,0.0,1099.0
2018-08-21 05:00:00+01:00,327.0,2040.0,5.0,1389.0,0.0,9.0,11.0,26.0,2.0,45.0,1.0,31.0,0.0,1050.0
2018-08-21 06:00:00+01:00,328.0,2371.0,4.0,1385.0,0.0,167.0,3.0,220.0,1.0,89.0,1.0,30.0,0.0,982.0
2018-08-21 07:00:00+01:00,330.0,2649.0,4.0,1387.0,0.0,203.0,2.0,573.0,1.0,67.0,1.0,31.0,21.0,939.0
2018-08-21 08:00:00+01:00,323.0,2845.0,4.0,1388.0,0.0,361.0,2.0,785.0,1.0,90.0,1.0,31.0,120.0,829.0
2018-08-21 09:00:00+01:00,314.0,2818.0,4.0,1387.0,0.0,535.0,2.0,783.0,1.0,196.0,1.0,31.0,221.0,597.0
2018-08-21 10:00:00+01:00,322.0,2868.0,5.0,1387.0,0.0,426.0,2.0,976.0,0.0,410.0,1.0,32.0,303.0,376.0
2018-08-21 11:00:00+01:00,319.0,2849.0,5.0,1397.0,0.0,519.0,2.0,1035.0,0.0,392.0,1.0,32.0,356.0,232.0
2018-08-21 12:00:00+01:00,319.0,2856.0,5.0,1456.0,0.0,519.0,2.0,1132.0,0.0,370.0,1.0,32.0,385.0,132.0
2018-08-21 13:00:00+01:00,323.0,2809.0,7.0,1458.0,0.0,274.0,2.0,871.0,1.0,218.0,1.0,33.0,391.0,64.0
2018-08-21 14:00:00+01:00,320.0,2822.0,5.0,1452.0,0.0,136.0,3.0,437.0,1.0,39.0,1.0,32.0,381.0,104.0
2018-08-21 15:00:00+01:00,319.0,2906.0,4.0,1448.0,0.0,141.0,2.0,427.0,1.0,147.0,1.0,33.0,354.0,202.0
2018-08-21 16:00:00+01:00,325.0,2898.0,4.0,1408.0,0.0,762.0,2.0,839.0,1.0,514.0,1.0,33.0,290.0,387.0
2018-08-21 17:00:00+01:00,329.0,3058.0,4.0,1386.0,0.0,655.0,2.0,790.0,1.0,356.0,1.0,32.0,212.0,458.0
2018-08-21 18:00:00+01:00,329.0,3176.0,4.0,1436.0,0.0,555.0,2.0,784.0,1.0,305.0,1.0,32.0,111.0,492.0
2018-08-21 19:00:00+01:00,329.0,3211.0,4.0,1462.0,0.0,646.0,2.0,868.0,1.0,546.0,1.0,33.0,24.0,448.0
2018-08-21 20:00:00+01:00,328.0,3217.0,4.0,1463.0,0.0,1040.0,1.0,1017.0,1.0,673.0,1.0,32.0,0.0,501.0
2018-08-21 21:00:00+01:00,327.0,3069.0,4.0,1463.0,0.0,243.0,10.0,731.0,1.0,353.0,1.0,32.0,0.0,548.0
2018-08-21 22:00:00+01:00,331.0,2670.0,5.0,1462.0,0.0,80.0,214.0,510.0,1.0,154.0,1.0,32.0,0.0,528.0
2018-08-21 23:00:00+01:00,328.0,2277.0,7.0,1463.0,0.0,50.0,132.0,496.0,1.0,36.0,1.0,32.0,0.0,396.0
2018-08-22 00:00:00+01:00,322.0,1669.0,8.0,1461.0,0.0,2.0,3.0,258.0,1.0,35.0,1.0,31.0,0.0,286.0
2018-08-22 01:00:00+01:00,327.0,1700.0,8.0,1461.0,0.0,0.0,3.0,62.0,2.0,35.0,1.0,33.0,0.0,207.0
2018-08-22 02:00:00+01:00,328.0,1672.0,7.0,1460.0,0.0,0.0,61.0,65.0,2.0,35.0,1.0,33.0,0.0,170.0
2018-08-22 03:00:00+01:00,328.0,1660.0,7.0,1460.0,0.0,0.0,121.0,86.0,2.0,35.0,1.0,32.0,0.0,115.0
2018-08-22 04:00:00+01:00,326.0,1616.0,8.0,1460.0,0.0,0.0,226.0,42.0,2.0,36.0,1.0,32.0,0.0,73.0
2018-08-22 05:00:00+01:00,325.0,1978.0,7.0,1461.0,0.0,9.0,54.0,40.0,2.0,114.0,1.0,31.0,0.0,53.0
2018-08-22 06:00:00+01:00,330.0,2460.0,6.0,1460.0,0.0,275.0,3.0,304.0,1.0,200.0,1.0,31.0,0.0,47.0
2018-08-22 07:00:00+01:00,323.0,2812.0,4.0,1460.0,0.0,420.0,2.0,622.0,1.0,504.0,1.0,31.0,14.0,34.0
2018-08-22 08:00:00+01:00,318.0,2947.0,4.0,1460.0,0.0,307.0,2.0,605.0,1.0,362.0,1.0,31.0,90.0,11.0
2018-08-22 09:00:00+01:00,318.0,2897.0,4.0,1460.0,0.0,308.0,2.0,579.0,1.0,345.0,1.0,31.0,186.0,4.0
2018-08-22 10:00:00+01:00,308.0,2918.0,4.0,1460.0,0.0,301.0,2.0,543.0,1.0,426.0,0.0,31.0,286.0,6.0
2018-08-22 11:00:00+01:00,304.0,3176.0,4.0,1459.0,0.0,569.0,2.0,705.0,1.0,353.0,1.0,32.0,336.0,21.0
2018-08-22 12:00:00+01:00,301.0,3058.0,4.0,1459.0,0.0,463.0,2.0,652.0,1.0,464.0,1.0,32.0,369.0,30.0
2018-08-22 13:00:00+01:00,301.0,3165.0,4.0,1458.0,0.0,579.0,2.0,850.0,0.0,461.0,1.0,32.0,370.0,57.0
2018-08-22 14:00:00+01:00,301.0,3062.0,4.0,1458.0,0.0,543.0,2.0,819.0,0.0,455.0,1.0,31.0,369.0,196.0
2018-08-22 15:00:00+01:00,304.0,3047.0,6.0,1458.0,0.0,465.0,2.0,819.0,1.0,440.0,1.0,32.0,341.0,389.0
2018-08-22 16:00:00+01:00,304.0,3029.0,8.0,1458.0,0.0,305.0,3.0,844.0,1.0,437.0,1.0,32.0,287.0,605.0
2018-08-22 17:00:00+01:00,304.0,3005.0,3.0,1458.0,0.0,242.0,164.0,912.0,1.0,244.0,1.0,32.0,211.0,766.0
2018-08-22 18:00:00+01:00,302.0,3223.0,3.0,1458.0,0.0,244.0,340.0,939.0,1.0,247.0,1.0,32.0,121.0,725.0
2018-08-22 19:00:00+01:00,303.0,3352.0,3.0,1459.0,0.0,279.0,335.0,1084.0,1.0,414.0,1.0,32.0,28.0,585.0
2018-08-22 20:00:00+01:00,303.0,3191.0,4.0,1461.0,0.0,1118.0,82.0,1078.0,1.0,689.0,1.0,31.0,0.0,492.0
2018-08-22 21:00:00+01:00,298.0,2769.0,10.0,1465.0,0.0,1170.0,1.0,1012.0,1.0,635.0,1.0,30.0,0.0,480.0
2018-08-22 22:00:00+01:00,305.0,2309.0,11.0,1463.0,0.0,728.0,2.0,873.0,1.0,609.0,1.0,30.0,0.0,450.0
2018-08-22 23:00:00+01:00,308.0,1916.0,11.0,1386.0,0.0,513.0,2.0,769.0,1.0,565.0,1.0,31.0,0.0,382.0
2018-08-23 00:00:00+01:00,319.0,1487.0,13.0,1456.0,0.0,382.0,2.0,583.0,1.0,100.0,1.0,31.0,0.0,340.0
2018-08-23 01:00:00+01:00,322.0,1512.0,9.0,1384.0,0.0,156.0,3.0,463.0,1.0,45.0,1.0,31.0,0.0,379.0
2018-08-23 02:00:00+01:00,321.0,1657.0,7.0,1330.0,0.0,29.0,3.0,315.0,2.0,47.0,1.0,31.0,0.0,364.0
2018-08-23 03:00:00+01:00,323.0,1702.0,6.0,1443.0,0.0,0.0,3.0,238.0,2.0,36.0,1.0,32.0,0.0,369.0
2018-08-23 04:00:00+01:00,327.0,1777.0,9.0,1378.0,0.0,15.0,3.0,214.0,2.0,39.0,1.0,31.0,0.0,360.0
2018-08-23 05:00:00+01:00,315.0,2132.0,5.0,1421.0,0.0,283.0,3.0,179.0,2.0,243.0,1.0,30.0,0.0,321.0
2018-08-23 06:00:00+01:00,312.0,2502.0,5.0,1422.0,0.0,394.0,2.0,347.0,1.0,533.0,1.0,25.0,0.0,313.0
2018-08-23 07:00:00+01:00,299.0,2960.0,3.0,1410.0,0.0,424.0,2.0,521.0,1.0,411.0,1.0,12.0,17.0,281.0
2018-08-23 08:00:00+01:00,307.0,3191.0,4.0,1455.0,0.0,426.0,2.0,903.0,1.0,622.0,1.0,26.0,109.0,250.0
2018-08-23 09:00:00+01:00,315.0,3163.0,3.0,1387.0,0.0,400.0,3.0,932.0,1.0,653.0,1.0,32.0,209.0,167.0
2018-08-23 10:00:00+01:00,318.0,3155.0,3.0,1387.0,0.0,195.0,3.0,944.0,1.0,583.0,1.0,32.0,294.0,110.0
2018-08-23 11:00:00+01:00,327.0,3149.0,3.0,1367.0,0.0,64.0,3.0,788.0,1.0,238.0,1.0,33.0,354.0,104.0
2018-08-23 12:00:00+01:00,328.0,3148.0,3.0,1356.0,0.0,3.0,3.0,980.0,1.0,35.0,1.0,34.0,389.0,167.0
2018-08-23 13:00:00+01:00,328.0,3114.0,3.0,1292.0,0.0,287.0,2.0,724.0,1.0,44.0,1.0,33.0,398.0,297.0
2018-08-23 14:00:00+01:00,327.0,3143.0,2.0,1239.0,0.0,0.0,3.0,730.0,1.0,46.0,1.0,33.0,390.0,435.0
2018-08-23 15:00:00+01:00,332.0,3111.0,2.0,1319.0,1.0,10.0,3.0,831.0,1.0,58.0,1.0,34.0,362.0,626.0
2018-08-23 16:00:00+01:00,330.0,3109.0,2.0,1355.0,3.0,99.0,2.0,836.0,1.0,367.0,1.0,33.0,310.0,941.0
2018-08-23 17:00:00+01:00,330.0,2968.0,2.0,1333.0,3.0,192.0,3.0,812.0,1.0,508.0,1.0,34.0,232.0,1269.0
2018-08-23 18:00:00+01:00,334.0,2955.0,2.0,1334.0,3.0,160.0,2.0,722.0,1.0,443.0,1.0,33.0,129.0,1500.0
2018-08-23 19:00:00+01:00,333.0,2839.0,3.0,1334.0,3.0,137.0,2.0,545.0,1.0,412.0,1.0,33.0,30.0,1714.0
