,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Oil shale,Fossil Peat,Hydro Run-of-river and poundage,Other,Other renewable,Solar,Waste,Wind Onshore
2018-03-10 00:00:00+02:00,66.0,55.0,1.0,1395.0,5.0,3.0,0.0,7.0,1.0,16.0,34.0
2018-03-10 01:00:00+02:00,66.0,54.0,1.0,1188.0,5.0,3.0,0.0,7.0,1.0,17.0,31.0
2018-03-10 02:00:00+02:00,65.0,58.0,1.0,1164.0,5.0,3.0,0.0,7.0,1.0,16.0,31.0
2018-03-10 03:00:00+02:00,65.0,58.0,1.0,1162.0,4.0,3.0,0.0,7.0,1.0,17.0,24.0
2018-03-10 04:00:00+02:00,62.0,58.0,1.0,1186.0,4.0,3.0,0.0,7.0,1.0,17.0,22.0
2018-03-10 05:00:00+02:00,63.0,58.0,1.0,1085.0,4.0,3.0,0.0,7.0,1.0,16.0,21.0
2018-03-10 06:00:00+02:00,63.0,55.0,1.0,1072.0,4.0,3.0,0.0,7.0,1.0,16.0,22.0
2018-03-10 07:00:00+02:00,63.0,56.0,1.0,1056.0,4.0,3.0,0.0,7.0,1.0,16.0,20.0
2018-03-10 08:00:00+02:00,62.0,56.0,1.0,1039.0,4.0,3.0,0.0,7.0,1.0,17.0,17.0
2018-03-10 09:00:00+02:00,63.0,56.0,1.0,1159.0,4.0,3.0,0.0,7.0,1.0,16.0,14.0
2018-03-10 10:00:00+02:00,64.0,54.0,1.0,1157.0,4.0,3.0,0.0,7.0,1.0,17.0,14.0
2018-03-10 11:00:00+02:00,65.0,55.0,1.0,1135.0,4.0,3.0,0.0,7.0,1.0,17.0,14.0
2018-03-10 12:00:00+02:00,66.0,57.0,1.0,1134.0,5.0,3.0,0.0,7.0,1.0,16.0,15.0
2018-03-10 13:00:00+02:00,65.0,56.0,1.0,1137.0,4.0,3.0,0.0,7.0,1.0,15.0,14.0
2018-03-10 14:00:00+02:00,65.0,57.0,1.0,1131.0,4.0,3.0,0.0,7.0,1.0,14.0,15.0
2018-03-10 15:00:00+02:00,65.0,56.0,1.0,1111.0,4.0,3.0,0.0,7.0,1.0,15.0,14.0
2018-03-10 16:00:00+02:00,65.0,56.0,1.0,1089.0,4.0,3.0,0.0,7.0,1.0,15.0,14.0
2018-03-10 17:00:00+02:00,65.0,57.0,1.0,1085.0,4.0,3.0,0.0,7.0,1.0,16.0,16.0
2018-03-10 18:00:00+02:00,66.0,58.0,1.0,1081.0,5.0,3.0,0.0,7.0,1.0,16.0,23.0
2018-03-10 19:00:00+02:00,67.0,57.0,1.0,1084.0,5.0,3.0,0.0,7.0,1.0,16.0,27.0
2018-03-10 20:00:00+02:00,69.0,59.0,1.0,1066.0,5.0,3.0,0.0,7.0,1.0,17.0,32.0
2018-03-10 21:00:00+02:00,69.0,56.0,1.0,1064.0,5.0,3.0,0.0,7.0,1.0,15.0,30.0
2018-03-10 22:00:00+02:00,69.0,54.0,1.0,1076.0,5.0,3.0,0.0,7.0,1.0,15.0,34.0
2018-03-10 23:00:00+02:00,70.0,57.0,1.0,1081.0,5.0,3.0,0.0,7.0,1.0,16.0,34.0
2018-03-11 00:00:00+02:00,67.0,58.0,1.0,1080.0,5.0,3.0,0.0,7.0,1.0,16.0,31.0
2018-03-11 01:00:00+02:00,68.0,58.0,1.0,1148.0,5.0,3.0,0.0,7.0,1.0,16.0,31.0
2018-03-11 02:00:00+02:00,67.0,58.0,1.0,1171.0,5.0,3.0,0.0,7.0,1.0,16.0,30.0
2018-03-11 03:00:00+02:00,66.0,56.0,1.0,1132.0,5.0,3.0,0.0,7.0,1.0,16.0,28.0
2018-03-11 04:00:00+02:00,63.0,59.0,1.0,1165.0,4.0,3.0,0.0,7.0,1.0,16.0,27.0
2018-03-11 05:00:00+02:00,65.0,60.0,1.0,1154.0,4.0,3.0,0.0,7.0,1.0,16.0,22.0
2018-03-11 06:00:00+02:00,65.0,53.0,1.0,1146.0,4.0,3.0,0.0,7.0,1.0,15.0,22.0
2018-03-11 07:00:00+02:00,65.0,55.0,1.0,1118.0,4.0,3.0,0.0,7.0,1.0,15.0,19.0
2018-03-11 08:00:00+02:00,64.0,54.0,1.0,1131.0,4.0,3.0,0.0,7.0,1.0,16.0,22.0
2018-03-11 09:00:00+02:00,65.0,55.0,1.0,1139.0,4.0,3.0,0.0,7.0,1.0,16.0,19.0
2018-03-11 10:00:00+02:00,65.0,57.0,1.0,1160.0,4.0,3.0,0.0,7.0,1.0,15.0,15.0
2018-03-11 11:00:00+02:00,66.0,58.0,1.0,1140.0,5.0,3.0,0.0,7.0,1.0,15.0,13.0
2018-03-11 12:00:00+02:00,66.0,58.0,1.0,1113.0,5.0,3.0,0.0,7.0,1.0,15.0,12.0
2018-03-11 13:00:00+02:00,68.0,57.0,1.0,1099.0,5.0,3.0,0.0,7.0,1.0,15.0,10.0
2018-03-11 14:00:00+02:00,69.0,56.0,1.0,1127.0,5.0,3.0,0.0,6.0,1.0,15.0,10.0
2018-03-11 15:00:00+02:00,66.0,58.0,1.0,1108.0,5.0,3.0,0.0,6.0,1.0,15.0,10.0
2018-03-11 16:00:00+02:00,65.0,58.0,1.0,1096.0,4.0,3.0,0.0,6.0,1.0,15.0,11.0
2018-03-11 17:00:00+02:00,65.0,57.0,1.0,1119.0,4.0,3.0,0.0,6.0,1.0,15.0,23.0
2018-03-11 18:00:00+02:00,66.0,57.0,1.0,1109.0,5.0,3.0,0.0,6.0,1.0,15.0,32.0
2018-03-11 19:00:00+02:00,67.0,57.0,1.0,1104.0,5.0,3.0,0.0,6.0,1.0,16.0,42.0
2018-03-11 20:00:00+02:00,69.0,54.0,1.0,1082.0,5.0,3.0,0.0,6.0,1.0,16.0,47.0
2018-03-11 21:00:00+02:00,69.0,54.0,1.0,1114.0,5.0,3.0,0.0,6.0,1.0,16.0,58.0
2018-03-11 22:00:00+02:00,69.0,53.0,1.0,1087.0,5.0,3.0,0.0,6.0,1.0,15.0,66.0
2018-03-11 23:00:00+02:00,70.0,51.0,1.0,1103.0,5.0,3.0,0.0,6.0,1.0,16.0,64.0
2018-03-12 00:00:00+02:00,68.0,53.0,1.0,1132.0,5.0,3.0,0.0,6.0,1.0,16.0,62.0
2018-03-12 01:00:00+02:00,68.0,53.0,1.0,1153.0,5.0,3.0,0.0,6.0,1.0,16.0,66.0
2018-03-12 02:00:00+02:00,67.0,54.0,1.0,1119.0,5.0,3.0,0.0,6.0,1.0,16.0,57.0
2018-03-12 03:00:00+02:00,66.0,55.0,1.0,1148.0,5.0,3.0,0.0,6.0,1.0,16.0,56.0
2018-03-12 04:00:00+02:00,63.0,54.0,1.0,1177.0,4.0,3.0,0.0,6.0,1.0,16.0,58.0
2018-03-12 05:00:00+02:00,64.0,55.0,1.0,1253.0,4.0,3.0,0.0,6.0,1.0,16.0,59.0
2018-03-12 06:00:00+02:00,63.0,56.0,1.0,1276.0,4.0,3.0,0.0,6.0,1.0,16.0,63.0
2018-03-12 07:00:00+02:00,63.0,54.0,1.0,1234.0,4.0,3.0,0.0,6.0,1.0,16.0,80.0
2018-03-12 08:00:00+02:00,63.0,56.0,3.0,1198.0,4.0,3.0,0.0,6.0,1.0,16.0,77.0
2018-03-12 09:00:00+02:00,62.0,57.0,3.0,1204.0,4.0,3.0,0.0,6.0,1.0,16.0,84.0
2018-03-12 10:00:00+02:00,64.0,58.0,3.0,1197.0,4.0,3.0,0.0,6.0,1.0,16.0,85.0
2018-03-12 11:00:00+02:00,65.0,58.0,3.0,1198.0,5.0,3.0,0.0,7.0,1.0,17.0,81.0
2018-03-12 12:00:00+02:00,65.0,59.0,3.0,1199.0,4.0,3.0,0.0,7.0,1.0,17.0,69.0
2018-03-12 13:00:00+02:00,64.0,60.0,3.0,1203.0,4.0,3.0,0.0,6.0,1.0,17.0,62.0
2018-03-12 14:00:00+02:00,64.0,61.0,3.0,1202.0,4.0,3.0,0.0,6.0,1.0,16.0,71.0
2018-03-12 15:00:00+02:00,64.0,63.0,3.0,1201.0,4.0,3.0,0.0,6.0,1.0,17.0,72.0
2018-03-12 16:00:00+02:00,64.0,65.0,3.0,1200.0,4.0,3.0,0.0,6.0,1.0,16.0,83.0
2018-03-12 17:00:00+02:00,64.0,65.0,3.0,1211.0,4.0,3.0,0.0,7.0,1.0,17.0,89.0
2018-03-12 18:00:00+02:00,65.0,62.0,3.0,1207.0,5.0,3.0,0.0,7.0,1.0,17.0,105.0
2018-03-12 19:00:00+02:00,66.0,61.0,1.0,1193.0,5.0,3.0,0.0,7.0,1.0,15.0,125.0
2018-03-12 20:00:00+02:00,67.0,59.0,1.0,1193.0,5.0,3.0,0.0,7.0,1.0,16.0,119.0
2018-03-12 21:00:00+02:00,68.0,59.0,1.0,1222.0,5.0,3.0,0.0,7.0,1.0,16.0,122.0
2018-03-12 22:00:00+02:00,67.0,60.0,1.0,1225.0,5.0,3.0,0.0,7.0,1.0,16.0,126.0
2018-03-12 23:00:00+02:00,68.0,60.0,1.0,1217.0,5.0,3.0,0.0,7.0,1.0,16.0,124.0
2018-03-13 00:00:00+02:00,67.0,62.0,1.0,1216.0,5.0,3.0,0.0,7.0,1.0,16.0,120.0
2018-03-13 01:00:00+02:00,68.0,60.0,1.0,1241.0,5.0,3.0,0.0,7.0,1.0,17.0,118.0
2018-03-13 02:00:00+02:00,67.0,61.0,1.0,1242.0,5.0,3.0,0.0,7.0,1.0,17.0,108.0
2018-03-13 03:00:00+02:00,66.0,61.0,1.0,1250.0,5.0,3.0,0.0,7.0,1.0,17.0,104.0
2018-03-13 04:00:00+02:00,63.0,62.0,1.0,1249.0,4.0,3.0,0.0,7.0,1.0,17.0,97.0
2018-03-13 05:00:00+02:00,64.0,61.0,1.0,1229.0,4.0,3.0,0.0,7.0,1.0,16.0,92.0
2018-03-13 06:00:00+02:00,64.0,62.0,1.0,1179.0,4.0,3.0,0.0,7.0,1.0,16.0,92.0
2018-03-13 07:00:00+02:00,64.0,61.0,1.0,1175.0,4.0,3.0,0.0,7.0,1.0,16.0,87.0
2018-03-13 08:00:00+02:00,64.0,63.0,3.0,1162.0,4.0,3.0,0.0,7.0,1.0,17.0,104.0
2018-03-13 09:00:00+02:00,63.0,65.0,3.0,1164.0,4.0,3.0,0.0,7.0,1.0,15.0,105.0
2018-03-13 10:00:00+02:00,64.0,65.0,3.0,1159.0,4.0,3.0,0.0,7.0,1.0,17.0,104.0
2018-03-13 11:00:00+02:00,64.0,62.0,3.0,1175.0,4.0,3.0,0.0,7.0,1.0,17.0,110.0
2018-03-13 12:00:00+02:00,64.0,66.0,3.0,1205.0,4.0,3.0,0.0,7.0,1.0,17.0,130.0
2018-03-13 13:00:00+02:00,64.0,64.0,3.0,1203.0,4.0,3.0,0.0,7.0,1.0,17.0,142.0
2018-03-13 14:00:00+02:00,64.0,60.0,3.0,1196.0,4.0,3.0,0.0,7.0,1.0,17.0,132.0
2018-03-13 15:00:00+02:00,64.0,61.0,3.0,1197.0,4.0,3.0,0.0,7.0,1.0,16.0,111.0
2018-03-13 16:00:00+02:00,64.0,63.0,3.0,1207.0,4.0,3.0,0.0,7.0,1.0,16.0,98.0
2018-03-13 17:00:00+02:00,64.0,62.0,3.0,1166.0,4.0,3.0,0.0,7.0,1.0,17.0,89.0
2018-03-13 18:00:00+02:00,65.0,63.0,3.0,1192.0,5.0,3.0,0.0,7.0,1.0,17.0,81.0
2018-03-13 19:00:00+02:00,66.0,63.0,1.0,1206.0,5.0,3.0,0.0,7.0,1.0,17.0,68.0
2018-03-13 20:00:00+02:00,68.0,62.0,1.0,1205.0,5.0,3.0,0.0,7.0,1.0,16.0,63.0
2018-03-13 21:00:00+02:00,68.0,61.0,1.0,1131.0,5.0,3.0,0.0,7.0,1.0,16.0,54.0
2018-03-13 22:00:00+02:00,68.0,61.0,1.0,1127.0,5.0,3.0,0.0,7.0,1.0,15.0,45.0
2018-03-13 23:00:00+02:00,69.0,63.0,1.0,1155.0,5.0,3.0,0.0,7.0,1.0,16.0,37.0
2018-03-14 00:00:00+02:00,68.0,62.0,1.0,1124.0,5.0,3.0,0.0,7.0,1.0,16.0,40.0
2018-03-14 01:00:00+02:00,68.0,62.0,1.0,1128.0,5.0,3.0,0.0,7.0,1.0,16.0,63.0
2018-03-14 02:00:00+02:00,67.0,65.0,1.0,1194.0,5.0,3.0,0.0,6.0,1.0,16.0,100.0
2018-03-14 03:00:00+02:00,66.0,63.0,1.0,1186.0,5.0,3.0,0.0,6.0,1.0,16.0,111.0
2018-03-14 04:00:00+02:00,63.0,64.0,1.0,1194.0,4.0,3.0,0.0,6.0,1.0,16.0,123.0
2018-03-14 05:00:00+02:00,63.0,63.0,1.0,1196.0,4.0,3.0,0.0,6.0,1.0,15.0,127.0
2018-03-14 06:00:00+02:00,63.0,62.0,1.0,1143.0,4.0,3.0,0.0,6.0,1.0,15.0,146.0
2018-03-14 07:00:00+02:00,63.0,61.0,1.0,1160.0,4.0,3.0,0.0,6.0,1.0,15.0,152.0
2018-03-14 08:00:00+02:00,64.0,60.0,3.0,1195.0,4.0,3.0,0.0,6.0,1.0,16.0,151.0
2018-03-14 09:00:00+02:00,63.0,61.0,3.0,1207.0,4.0,3.0,0.0,6.0,1.0,15.0,174.0
2018-03-14 10:00:00+02:00,64.0,60.0,3.0,1205.0,4.0,3.0,0.0,6.0,1.0,16.0,164.0
2018-03-14 11:00:00+02:00,64.0,60.0,3.0,1202.0,4.0,3.0,0.0,6.0,1.0,16.0,140.0
2018-03-14 12:00:00+02:00,64.0,60.0,3.0,1201.0,4.0,3.0,0.0,6.0,1.0,17.0,128.0
2018-03-14 13:00:00+02:00,64.0,62.0,3.0,1204.0,4.0,3.0,0.0,6.0,1.0,17.0,136.0
2018-03-14 14:00:00+02:00,64.0,57.0,3.0,1204.0,4.0,3.0,0.0,6.0,1.0,17.0,144.0
2018-03-14 15:00:00+02:00,63.0,53.0,3.0,1201.0,4.0,3.0,0.0,6.0,1.0,17.0,127.0
2018-03-14 16:00:00+02:00,64.0,51.0,3.0,1184.0,4.0,3.0,0.0,6.0,1.0,16.0,121.0
2018-03-14 17:00:00+02:00,64.0,52.0,3.0,1182.0,4.0,3.0,0.0,6.0,1.0,15.0,114.0
2018-03-14 18:00:00+02:00,65.0,52.0,3.0,1207.0,5.0,3.0,0.0,6.0,1.0,15.0,115.0
2018-03-14 19:00:00+02:00,66.0,51.0,1.0,1193.0,5.0,3.0,0.0,6.0,1.0,16.0,123.0
2018-03-14 20:00:00+02:00,68.0,51.0,1.0,1195.0,5.0,3.0,0.0,6.0,1.0,16.0,123.0
2018-03-14 21:00:00+02:00,68.0,49.0,1.0,1192.0,5.0,3.0,0.0,6.0,1.0,17.0,119.0
2018-03-14 22:00:00+02:00,68.0,48.0,1.0,1168.0,5.0,3.0,0.0,6.0,1.0,16.0,118.0
2018-03-14 23:00:00+02:00,69.0,50.0,1.0,1153.0,5.0,3.0,0.0,5.0,1.0,17.0,100.0
2018-03-15 00:00:00+02:00,66.0,54.0,1.0,1156.0,5.0,3.0,0.0,6.0,1.0,17.0,98.0
2018-03-15 01:00:00+02:00,67.0,56.0,1.0,1204.0,5.0,3.0,0.0,6.0,1.0,16.0,97.0
2018-03-15 02:00:00+02:00,66.0,55.0,1.0,1204.0,5.0,3.0,0.0,6.0,1.0,16.0,88.0
2018-03-15 03:00:00+02:00,66.0,54.0,1.0,1187.0,5.0,3.0,0.0,6.0,1.0,17.0,91.0
2018-03-15 04:00:00+02:00,63.0,53.0,1.0,1174.0,4.0,3.0,0.0,6.0,1.0,17.0,76.0
2018-03-15 05:00:00+02:00,64.0,53.0,1.0,1188.0,4.0,3.0,0.0,6.0,1.0,16.0,70.0
2018-03-15 06:00:00+02:00,63.0,52.0,1.0,1207.0,4.0,3.0,0.0,6.0,1.0,16.0,81.0
2018-03-15 07:00:00+02:00,63.0,53.0,1.0,1205.0,4.0,3.0,0.0,6.0,1.0,16.0,78.0
2018-03-15 08:00:00+02:00,64.0,54.0,3.0,1190.0,4.0,3.0,0.0,6.0,1.0,16.0,90.0
2018-03-15 09:00:00+02:00,67.0,58.0,3.0,1195.0,5.0,3.0,0.0,6.0,1.0,16.0,102.0
2018-03-15 10:00:00+02:00,67.0,57.0,3.0,1199.0,5.0,3.0,0.0,6.0,1.0,15.0,88.0
2018-03-15 11:00:00+02:00,68.0,57.0,3.0,1202.0,5.0,3.0,0.0,7.0,1.0,16.0,81.0
2018-03-15 12:00:00+02:00,67.0,56.0,3.0,1203.0,5.0,3.0,0.0,7.0,1.0,17.0,83.0
2018-03-15 13:00:00+02:00,67.0,54.0,3.0,1209.0,5.0,3.0,0.0,7.0,1.0,16.0,89.0
2018-03-15 14:00:00+02:00,67.0,54.0,3.0,1181.0,5.0,3.0,0.0,7.0,1.0,16.0,91.0
2018-03-15 15:00:00+02:00,65.0,54.0,3.0,1160.0,5.0,3.0,0.0,7.0,1.0,16.0,106.0
2018-03-15 16:00:00+02:00,65.0,55.0,3.0,1153.0,5.0,3.0,0.0,6.0,1.0,16.0,126.0
2018-03-15 17:00:00+02:00,63.0,55.0,3.0,1152.0,4.0,3.0,0.0,6.0,1.0,16.0,134.0
2018-03-15 18:00:00+02:00,65.0,55.0,3.0,1164.0,5.0,3.0,0.0,6.0,1.0,16.0,147.0
2018-03-15 19:00:00+02:00,65.0,54.0,1.0,1191.0,5.0,3.0,0.0,6.0,1.0,16.0,147.0
2018-03-15 20:00:00+02:00,67.0,54.0,1.0,1201.0,5.0,3.0,0.0,6.0,1.0,17.0,140.0
2018-03-15 21:00:00+02:00,67.0,53.0,1.0,1196.0,5.0,3.0,0.0,6.0,1.0,17.0,147.0
2018-03-15 22:00:00+02:00,67.0,55.0,1.0,1185.0,5.0,3.0,0.0,6.0,1.0,17.0,132.0
2018-03-15 23:00:00+02:00,68.0,55.0,1.0,1190.0,5.0,3.0,0.0,6.0,1.0,17.0,120.0
2018-03-16 00:00:00+02:00,67.0,55.0,1.0,1188.0,5.0,3.0,0.0,6.0,1.0,16.0,107.0
2018-03-16 01:00:00+02:00,67.0,54.0,1.0,1184.0,5.0,3.0,0.0,6.0,1.0,15.0,95.0
2018-03-16 02:00:00+02:00,66.0,55.0,1.0,1189.0,5.0,3.0,0.0,6.0,1.0,15.0,93.0
2018-03-16 03:00:00+02:00,65.0,57.0,1.0,1190.0,5.0,3.0,0.0,6.0,1.0,16.0,101.0
2018-03-16 04:00:00+02:00,62.0,57.0,1.0,1193.0,4.0,3.0,0.0,6.0,1.0,16.0,98.0
2018-03-16 05:00:00+02:00,63.0,57.0,1.0,1194.0,4.0,3.0,0.0,6.0,1.0,16.0,84.0
2018-03-16 06:00:00+02:00,63.0,55.0,1.0,1202.0,4.0,3.0,0.0,6.0,1.0,15.0,74.0
2018-03-16 07:00:00+02:00,63.0,55.0,1.0,1176.0,4.0,3.0,0.0,6.0,1.0,16.0,76.0
2018-03-16 08:00:00+02:00,63.0,53.0,3.0,1143.0,4.0,3.0,0.0,6.0,1.0,16.0,80.0
2018-03-16 09:00:00+02:00,66.0,53.0,3.0,1130.0,5.0,3.0,0.0,6.0,1.0,15.0,64.0
2018-03-16 10:00:00+02:00,67.0,56.0,3.0,1103.0,5.0,3.0,0.0,6.0,1.0,14.0,61.0
2018-03-16 11:00:00+02:00,67.0,54.0,3.0,1099.0,5.0,3.0,0.0,6.0,1.0,15.0,75.0
2018-03-16 12:00:00+02:00,64.0,54.0,3.0,1107.0,5.0,3.0,0.0,6.0,1.0,16.0,100.0
2018-03-16 13:00:00+02:00,66.0,55.0,3.0,1158.0,5.0,3.0,0.0,6.0,1.0,16.0,134.0
2018-03-16 14:00:00+02:00,66.0,56.0,3.0,1118.0,5.0,3.0,0.0,6.0,1.0,16.0,144.0
2018-03-16 15:00:00+02:00,65.0,55.0,3.0,1088.0,5.0,3.0,0.0,6.0,1.0,16.0,160.0
2018-03-16 16:00:00+02:00,62.0,54.0,3.0,1099.0,4.0,3.0,0.0,6.0,1.0,15.0,167.0
2018-03-16 17:00:00+02:00,63.0,54.0,3.0,1213.0,4.0,3.0,0.0,6.0,1.0,15.0,158.0
2018-03-16 18:00:00+02:00,64.0,55.0,3.0,1203.0,4.0,3.0,0.0,6.0,1.0,16.0,115.0
2018-03-16 19:00:00+02:00,65.0,55.0,1.0,1213.0,5.0,3.0,0.0,6.0,1.0,16.0,117.0
2018-03-16 20:00:00+02:00,67.0,59.0,1.0,1211.0,5.0,3.0,0.0,6.0,1.0,16.0,130.0
2018-03-16 21:00:00+02:00,67.0,56.0,1.0,1206.0,5.0,3.0,0.0,6.0,1.0,17.0,133.0
2018-03-16 22:00:00+02:00,67.0,56.0,1.0,1205.0,5.0,3.0,0.0,6.0,1.0,17.0,139.0
2018-03-16 23:00:00+02:00,68.0,55.0,1.0,1206.0,5.0,3.0,0.0,6.0,1.0,17.0,127.0
2018-03-17 00:00:00+02:00,67.0,55.0,1.0,1205.0,5.0,3.0,0.0,6.0,1.0,16.0,109.0
2018-03-17 01:00:00+02:00,66.0,55.0,1.0,1046.0,5.0,3.0,0.0,6.0,1.0,16.0,93.0
2018-03-17 02:00:00+02:00,66.0,53.0,1.0,1009.0,5.0,3.0,0.0,6.0,1.0,16.0,71.0
2018-03-17 03:00:00+02:00,65.0,54.0,1.0,1014.0,4.0,3.0,0.0,6.0,1.0,17.0,59.0
2018-03-17 04:00:00+02:00,62.0,54.0,1.0,1012.0,4.0,3.0,0.0,6.0,1.0,17.0,55.0
2018-03-17 05:00:00+02:00,63.0,53.0,1.0,1038.0,4.0,3.0,0.0,5.0,1.0,17.0,51.0
2018-03-17 06:00:00+02:00,63.0,54.0,1.0,1125.0,4.0,3.0,0.0,5.0,1.0,17.0,51.0
2018-03-17 07:00:00+02:00,64.0,55.0,1.0,1129.0,4.0,3.0,0.0,5.0,1.0,16.0,45.0
2018-03-17 08:00:00+02:00,64.0,57.0,1.0,1132.0,4.0,3.0,0.0,5.0,1.0,15.0,31.0
2018-03-17 09:00:00+02:00,67.0,55.0,1.0,1132.0,5.0,3.0,0.0,6.0,1.0,9.0,31.0
2018-03-17 10:00:00+02:00,68.0,54.0,1.0,1079.0,5.0,3.0,0.0,6.0,1.0,12.0,37.0
2018-03-17 11:00:00+02:00,68.0,54.0,1.0,1037.0,5.0,3.0,0.0,6.0,1.0,13.0,41.0
2018-03-17 12:00:00+02:00,69.0,56.0,1.0,1056.0,5.0,3.0,0.0,6.0,1.0,14.0,35.0
2018-03-17 13:00:00+02:00,69.0,57.0,1.0,1122.0,5.0,3.0,0.0,6.0,1.0,14.0,32.0
2018-03-17 14:00:00+02:00,68.0,56.0,1.0,1099.0,5.0,3.0,0.0,6.0,1.0,13.0,27.0
2018-03-17 15:00:00+02:00,68.0,56.0,1.0,1090.0,5.0,3.0,0.0,6.0,1.0,14.0,29.0
2018-03-17 16:00:00+02:00,65.0,54.0,1.0,1070.0,4.0,3.0,0.0,5.0,1.0,15.0,33.0
2018-03-17 17:00:00+02:00,63.0,56.0,1.0,1068.0,4.0,3.0,0.0,5.0,1.0,15.0,39.0
2018-03-17 18:00:00+02:00,65.0,58.0,1.0,1068.0,5.0,3.0,0.0,6.0,1.0,15.0,51.0
2018-03-17 19:00:00+02:00,66.0,56.0,1.0,1097.0,5.0,3.0,0.0,6.0,1.0,15.0,55.0
2018-03-17 20:00:00+02:00,67.0,56.0,1.0,1127.0,5.0,3.0,0.0,6.0,1.0,14.0,62.0
2018-03-17 21:00:00+02:00,68.0,56.0,1.0,1126.0,5.0,3.0,0.0,6.0,1.0,14.0,77.0
2018-03-17 22:00:00+02:00,68.0,55.0,1.0,1125.0,5.0,3.0,0.0,6.0,1.0,13.0,88.0
2018-03-17 23:00:00+02:00,68.0,57.0,1.0,1121.0,5.0,3.0,0.0,6.0,1.0,14.0,100.0
2018-03-18 00:00:00+02:00,67.0,57.0,1.0,1128.0,5.0,3.0,0.0,6.0,1.0,14.0,123.0
2018-03-18 01:00:00+02:00,67.0,57.0,1.0,1056.0,5.0,3.0,0.0,6.0,1.0,14.0,128.0
2018-03-18 02:00:00+02:00,68.0,55.0,1.0,1086.0,5.0,3.0,0.0,6.0,1.0,14.0,139.0
2018-03-18 03:00:00+02:00,72.0,54.0,1.0,1072.0,5.0,3.0,0.0,6.0,1.0,14.0,140.0
2018-03-18 04:00:00+02:00,69.0,55.0,1.0,1094.0,4.0,3.0,0.0,6.0,1.0,14.0,150.0
2018-03-18 05:00:00+02:00,71.0,54.0,1.0,1148.0,4.0,3.0,0.0,6.0,1.0,13.0,140.0
2018-03-18 06:00:00+02:00,72.0,55.0,1.0,1298.0,4.0,3.0,0.0,6.0,1.0,12.0,137.0
2018-03-18 07:00:00+02:00,71.0,56.0,1.0,1294.0,4.0,3.0,0.0,6.0,1.0,13.0,132.0
2018-03-18 08:00:00+02:00,70.0,57.0,1.0,1296.0,4.0,3.0,0.0,6.0,1.0,13.0,121.0
2018-03-18 09:00:00+02:00,73.0,60.0,1.0,1269.0,5.0,3.0,0.0,6.0,1.0,14.0,123.0
2018-03-18 10:00:00+02:00,75.0,59.0,1.0,1241.0,5.0,3.0,0.0,6.0,1.0,14.0,140.0
2018-03-18 11:00:00+02:00,76.0,62.0,1.0,1188.0,5.0,3.0,0.0,6.0,1.0,15.0,145.0
2018-03-18 12:00:00+02:00,76.0,63.0,1.0,1205.0,5.0,3.0,0.0,6.0,1.0,14.0,154.0
2018-03-18 13:00:00+02:00,77.0,61.0,1.0,1201.0,5.0,3.0,0.0,6.0,1.0,14.0,155.0
2018-03-18 14:00:00+02:00,76.0,63.0,1.0,1271.0,5.0,3.0,0.0,6.0,1.0,12.0,152.0
2018-03-18 15:00:00+02:00,75.0,63.0,1.0,1255.0,5.0,3.0,0.0,6.0,1.0,14.0,154.0
2018-03-18 16:00:00+02:00,71.0,63.0,1.0,1197.0,4.0,3.0,0.0,6.0,1.0,14.0,164.0
2018-03-18 17:00:00+02:00,71.0,61.0,1.0,1171.0,4.0,3.0,0.0,6.0,1.0,14.0,165.0
2018-03-18 18:00:00+02:00,73.0,60.0,1.0,1200.0,5.0,3.0,0.0,6.0,1.0,14.0,159.0
2018-03-18 19:00:00+02:00,73.0,60.0,1.0,1243.0,5.0,3.0,0.0,6.0,1.0,14.0,205.0
2018-03-18 20:00:00+02:00,75.0,59.0,1.0,1234.0,5.0,3.0,0.0,6.0,1.0,14.0,195.0
2018-03-18 21:00:00+02:00,75.0,57.0,1.0,1213.0,5.0,3.0,0.0,6.0,1.0,13.0,174.0
2018-03-18 22:00:00+02:00,75.0,57.0,1.0,1217.0,5.0,3.0,0.0,6.0,1.0,12.0,184.0
2018-03-18 23:00:00+02:00,76.0,60.0,1.0,1238.0,5.0,3.0,0.0,6.0,1.0,13.0,187.0
2018-03-19 00:00:00+02:00,74.0,60.0,1.0,1237.0,5.0,3.0,0.0,6.0,1.0,14.0,190.0
2018-03-19 01:00:00+02:00,74.0,60.0,1.0,1326.0,5.0,3.0,0.0,6.0,1.0,14.0,187.0
2018-03-19 02:00:00+02:00,73.0,61.0,1.0,1311.0,5.0,3.0,0.0,6.0,1.0,14.0,182.0
2018-03-19 03:00:00+02:00,72.0,60.0,1.0,1369.0,4.0,3.0,0.0,6.0,1.0,14.0,180.0
2018-03-19 04:00:00+02:00,69.0,60.0,1.0,1375.0,4.0,3.0,0.0,6.0,1.0,15.0,158.0
2018-03-19 05:00:00+02:00,71.0,60.0,1.0,1340.0,4.0,3.0,0.0,6.0,1.0,14.0,154.0
2018-03-19 06:00:00+02:00,70.0,61.0,1.0,1433.0,4.0,3.0,0.0,6.0,1.0,14.0,145.0
2018-03-19 07:00:00+02:00,70.0,61.0,1.0,1431.0,4.0,3.0,0.0,6.0,1.0,16.0,134.0
