,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore
2018-03-02 07:00:00+02:00,50.0,224.0,181.0,0.0,33.0,22.0,1.0,17.0,128.0
2018-03-02 08:00:00+02:00,50.0,224.0,207.0,0.0,81.0,22.0,4.0,17.0,112.0
2018-03-02 09:00:00+02:00,50.0,224.0,189.0,0.0,97.0,22.0,7.0,17.0,76.0
2018-03-02 10:00:00+02:00,49.0,224.0,208.0,0.0,87.0,22.0,10.0,16.0,80.0
2018-03-02 11:00:00+02:00,49.0,224.0,208.0,0.0,64.0,23.0,12.0,17.0,77.0
2018-03-02 12:00:00+02:00,49.0,223.0,199.0,0.0,33.0,23.0,12.0,17.0,66.0
2018-03-02 13:00:00+02:00,49.0,223.0,197.0,0.0,33.0,22.0,10.0,17.0,93.0
2018-03-02 14:00:00+02:00,49.0,224.0,197.0,0.0,33.0,22.0,9.0,17.0,99.0
2018-03-02 15:00:00+02:00,49.0,225.0,2.0,0.0,33.0,22.0,8.0,17.0,101.0
2018-03-02 16:00:00+02:00,49.0,225.0,0.0,0.0,33.0,22.0,3.0,17.0,103.0
2018-03-02 17:00:00+02:00,49.0,225.0,1.0,0.0,33.0,22.0,0.0,17.0,109.0
2018-03-02 18:00:00+02:00,50.0,226.0,197.0,0.0,33.0,23.0,0.0,17.0,115.0
2018-03-02 19:00:00+02:00,50.0,226.0,201.0,0.0,55.0,24.0,0.0,18.0,110.0
2018-03-02 20:00:00+02:00,50.0,226.0,200.0,0.0,33.0,24.0,0.0,18.0,119.0
2018-03-02 21:00:00+02:00,50.0,226.0,0.0,0.0,33.0,24.0,0.0,18.0,152.0
2018-03-02 22:00:00+02:00,50.0,227.0,0.0,0.0,33.0,23.0,0.0,18.0,169.0
2018-03-02 23:00:00+02:00,50.0,206.0,0.0,0.0,33.0,23.0,0.0,17.0,170.0
2018-03-03 00:00:00+02:00,50.0,46.0,0.0,0.0,33.0,22.0,0.0,17.0,160.0
2018-03-03 01:00:00+02:00,50.0,46.0,0.0,6.0,33.0,22.0,0.0,17.0,147.0
2018-03-03 02:00:00+02:00,50.0,45.0,0.0,363.0,33.0,22.0,0.0,17.0,182.0
2018-03-03 03:00:00+02:00,50.0,45.0,0.0,451.0,33.0,21.0,0.0,17.0,194.0
2018-03-03 04:00:00+02:00,50.0,45.0,0.0,605.0,33.0,20.0,0.0,17.0,185.0
2018-03-03 05:00:00+02:00,51.0,45.0,0.0,179.0,33.0,20.0,0.0,18.0,187.0
2018-03-03 06:00:00+02:00,51.0,45.0,51.0,0.0,33.0,20.0,0.0,17.0,172.0
2018-03-03 07:00:00+02:00,51.0,45.0,4.0,0.0,33.0,19.0,1.0,17.0,172.0
2018-03-03 08:00:00+02:00,51.0,45.0,52.0,0.0,33.0,19.0,6.0,17.0,123.0
2018-03-03 09:00:00+02:00,47.0,45.0,6.0,0.0,33.0,19.0,9.0,17.0,90.0
2018-03-03 10:00:00+02:00,35.0,45.0,0.0,0.0,33.0,21.0,13.0,17.0,54.0
2018-03-03 11:00:00+02:00,31.0,45.0,0.0,0.0,33.0,21.0,16.0,16.0,53.0
2018-03-03 12:00:00+02:00,31.0,45.0,0.0,0.0,33.0,21.0,12.0,17.0,63.0
2018-03-03 13:00:00+02:00,31.0,45.0,0.0,0.0,33.0,21.0,12.0,17.0,81.0
2018-03-03 14:00:00+02:00,31.0,45.0,0.0,0.0,33.0,21.0,10.0,17.0,95.0
2018-03-03 15:00:00+02:00,31.0,45.0,0.0,0.0,33.0,21.0,5.0,18.0,117.0
2018-03-03 16:00:00+02:00,30.0,45.0,0.0,0.0,33.0,21.0,2.0,18.0,115.0
2018-03-03 17:00:00+02:00,30.0,45.0,0.0,0.0,33.0,21.0,0.0,18.0,106.0
2018-03-03 18:00:00+02:00,30.0,45.0,0.0,0.0,33.0,21.0,0.0,17.0,86.0
2018-03-03 19:00:00+02:00,30.0,45.0,0.0,0.0,33.0,21.0,0.0,17.0,92.0
2018-03-03 20:00:00+02:00,30.0,45.0,0.0,0.0,33.0,21.0,0.0,17.0,131.0
2018-03-03 21:00:00+02:00,30.0,45.0,0.0,0.0,33.0,21.0,0.0,17.0,136.0
2018-03-03 22:00:00+02:00,30.0,45.0,0.0,0.0,33.0,21.0,0.0,17.0,132.0
2018-03-03 23:00:00+02:00,30.0,45.0,0.0,88.0,33.0,20.0,0.0,18.0,137.0
2018-03-04 00:00:00+02:00,30.0,45.0,0.0,227.0,33.0,19.0,0.0,17.0,107.0
2018-03-04 01:00:00+02:00,31.0,45.0,0.0,43.0,33.0,19.0,0.0,17.0,120.0
2018-03-04 02:00:00+02:00,31.0,45.0,0.0,221.0,33.0,19.0,0.0,17.0,147.0
2018-03-04 03:00:00+02:00,31.0,45.0,0.0,225.0,33.0,19.0,0.0,18.0,170.0
2018-03-04 04:00:00+02:00,31.0,45.0,0.0,225.0,33.0,19.0,0.0,18.0,207.0
2018-03-04 05:00:00+02:00,32.0,45.0,0.0,225.0,33.0,19.0,0.0,18.0,217.0
2018-03-04 06:00:00+02:00,32.0,45.0,0.0,224.0,33.0,19.0,1.0,17.0,219.0
2018-03-04 07:00:00+02:00,32.0,45.0,0.0,222.0,33.0,19.0,2.0,17.0,187.0
2018-03-04 08:00:00+02:00,32.0,45.0,0.0,0.0,33.0,19.0,7.0,17.0,169.0
2018-03-04 09:00:00+02:00,31.0,45.0,0.0,0.0,33.0,19.0,13.0,17.0,106.0
2018-03-04 10:00:00+02:00,31.0,45.0,0.0,0.0,33.0,20.0,17.0,18.0,31.0
2018-03-04 11:00:00+02:00,30.0,45.0,0.0,0.0,33.0,20.0,19.0,18.0,13.0
2018-03-04 12:00:00+02:00,30.0,44.0,0.0,0.0,33.0,21.0,19.0,18.0,11.0
2018-03-04 13:00:00+02:00,30.0,44.0,0.0,0.0,33.0,20.0,23.0,17.0,10.0
2018-03-04 14:00:00+02:00,30.0,44.0,0.0,67.0,33.0,21.0,21.0,18.0,12.0
2018-03-04 15:00:00+02:00,30.0,44.0,0.0,0.0,33.0,21.0,17.0,18.0,12.0
2018-03-04 16:00:00+02:00,30.0,45.0,0.0,0.0,33.0,20.0,9.0,18.0,18.0
2018-03-04 17:00:00+02:00,30.0,45.0,0.0,0.0,33.0,20.0,0.0,18.0,19.0
2018-03-04 18:00:00+02:00,30.0,44.0,0.0,0.0,33.0,19.0,0.0,18.0,23.0
2018-03-04 19:00:00+02:00,30.0,45.0,0.0,0.0,33.0,19.0,0.0,18.0,27.0
2018-03-04 20:00:00+02:00,30.0,45.0,0.0,0.0,33.0,19.0,0.0,18.0,27.0
2018-03-04 21:00:00+02:00,30.0,45.0,0.0,0.0,33.0,19.0,0.0,18.0,28.0
2018-03-04 22:00:00+02:00,30.0,45.0,0.0,39.0,33.0,19.0,0.0,18.0,18.0
2018-03-04 23:00:00+02:00,30.0,45.0,0.0,415.0,33.0,19.0,0.0,18.0,11.0
2018-03-05 00:00:00+02:00,30.0,45.0,0.0,253.0,33.0,19.0,0.0,17.0,12.0
2018-03-05 01:00:00+02:00,30.0,44.0,0.0,543.0,33.0,19.0,0.0,17.0,12.0
2018-03-05 02:00:00+02:00,30.0,44.0,0.0,554.0,33.0,19.0,0.0,17.0,13.0
2018-03-05 03:00:00+02:00,30.0,44.0,0.0,566.0,33.0,18.0,0.0,17.0,18.0
2018-03-05 04:00:00+02:00,30.0,44.0,0.0,564.0,33.0,18.0,0.0,17.0,23.0
2018-03-05 05:00:00+02:00,31.0,44.0,0.0,545.0,33.0,19.0,0.0,17.0,22.0
2018-03-05 06:00:00+02:00,31.0,44.0,0.0,0.0,33.0,19.0,0.0,17.0,17.0
2018-03-05 07:00:00+02:00,31.0,45.0,21.0,0.0,33.0,19.0,2.0,17.0,19.0
2018-03-05 08:00:00+02:00,31.0,45.0,207.0,0.0,33.0,20.0,10.0,17.0,48.0
2018-03-05 09:00:00+02:00,30.0,45.0,211.0,0.0,33.0,20.0,20.0,6.0,83.0
2018-03-05 10:00:00+02:00,30.0,46.0,164.0,0.0,33.0,20.0,33.0,9.0,65.0
2018-03-05 11:00:00+02:00,30.0,46.0,167.0,0.0,55.0,21.0,39.0,17.0,43.0
2018-03-05 12:00:00+02:00,30.0,45.0,0.0,0.0,33.0,21.0,39.0,17.0,55.0
2018-03-05 13:00:00+02:00,29.0,46.0,0.0,0.0,33.0,21.0,34.0,17.0,83.0
2018-03-05 14:00:00+02:00,29.0,47.0,0.0,0.0,33.0,21.0,28.0,17.0,113.0
2018-03-05 15:00:00+02:00,29.0,47.0,0.0,170.0,33.0,21.0,9.0,17.0,124.0
2018-03-05 16:00:00+02:00,29.0,47.0,0.0,0.0,33.0,22.0,8.0,17.0,126.0
2018-03-05 17:00:00+02:00,29.0,47.0,0.0,0.0,33.0,22.0,0.0,18.0,160.0
2018-03-05 18:00:00+02:00,29.0,47.0,219.0,0.0,33.0,21.0,0.0,18.0,250.0
2018-03-05 19:00:00+02:00,30.0,47.0,218.0,0.0,76.0,20.0,0.0,18.0,285.0
2018-03-05 20:00:00+02:00,30.0,47.0,217.0,0.0,55.0,21.0,0.0,18.0,266.0
2018-03-05 21:00:00+02:00,30.0,47.0,5.0,0.0,33.0,21.0,0.0,18.0,231.0
2018-03-05 22:00:00+02:00,30.0,47.0,0.0,0.0,33.0,21.0,0.0,18.0,211.0
2018-03-05 23:00:00+02:00,29.0,47.0,0.0,0.0,33.0,21.0,0.0,18.0,206.0
2018-03-06 00:00:00+02:00,29.0,47.0,0.0,0.0,33.0,22.0,0.0,18.0,218.0
2018-03-06 01:00:00+02:00,29.0,47.0,0.0,149.0,33.0,21.0,0.0,18.0,208.0
2018-03-06 02:00:00+02:00,29.0,47.0,0.0,549.0,33.0,22.0,0.0,18.0,177.0
2018-03-06 03:00:00+02:00,29.0,47.0,0.0,657.0,33.0,22.0,0.0,18.0,131.0
2018-03-06 04:00:00+02:00,29.0,47.0,0.0,549.0,33.0,22.0,0.0,18.0,113.0
2018-03-06 05:00:00+02:00,30.0,47.0,0.0,0.0,33.0,21.0,0.0,18.0,127.0
2018-03-06 06:00:00+02:00,30.0,47.0,0.0,0.0,33.0,21.0,1.0,18.0,130.0
2018-03-06 07:00:00+02:00,31.0,47.0,1.0,0.0,33.0,22.0,2.0,18.0,110.0
2018-03-06 08:00:00+02:00,31.0,47.0,212.0,0.0,33.0,21.0,11.0,17.0,101.0
2018-03-06 09:00:00+02:00,31.0,47.0,221.0,0.0,46.0,21.0,17.0,18.0,70.0
2018-03-06 10:00:00+02:00,30.0,47.0,216.0,0.0,55.0,21.0,31.0,18.0,34.0
2018-03-06 11:00:00+02:00,29.0,47.0,219.0,0.0,42.0,21.0,35.0,18.0,20.0
2018-03-06 12:00:00+02:00,29.0,47.0,192.0,0.0,33.0,20.0,37.0,18.0,17.0
2018-03-06 13:00:00+02:00,29.0,47.0,1.0,0.0,33.0,20.0,35.0,17.0,18.0
2018-03-06 14:00:00+02:00,29.0,47.0,0.0,0.0,33.0,21.0,28.0,18.0,24.0
2018-03-06 15:00:00+02:00,29.0,46.0,0.0,0.0,33.0,20.0,10.0,18.0,47.0
2018-03-06 19:00:00+02:00,30.0,47.0,217.0,0.0,105.0,20.0,0.0,18.0,225.0
2018-03-06 20:00:00+02:00,30.0,47.0,1.0,0.0,53.0,20.0,0.0,19.0,234.0
2018-03-06 21:00:00+02:00,30.0,47.0,0.0,0.0,33.0,20.0,0.0,18.0,212.0
2018-03-06 22:00:00+02:00,30.0,47.0,0.0,0.0,33.0,20.0,0.0,18.0,190.0
2018-03-06 23:00:00+02:00,30.0,48.0,0.0,0.0,33.0,20.0,0.0,18.0,173.0
2018-03-07 00:00:00+02:00,30.0,47.0,0.0,220.0,33.0,19.0,0.0,18.0,165.0
2018-03-07 01:00:00+02:00,30.0,46.0,0.0,95.0,41.0,19.0,0.0,18.0,153.0
2018-03-07 02:00:00+02:00,30.0,46.0,144.0,0.0,33.0,20.0,0.0,18.0,153.0
2018-03-07 03:00:00+02:00,30.0,46.0,1.0,2.0,33.0,19.0,0.0,18.0,182.0
2018-03-07 04:00:00+02:00,30.0,46.0,0.0,221.0,33.0,19.0,0.0,18.0,200.0
2018-03-07 05:00:00+02:00,30.0,46.0,0.0,0.0,33.0,19.0,0.0,18.0,209.0
2018-03-07 06:00:00+02:00,31.0,46.0,50.0,0.0,33.0,19.0,1.0,18.0,214.0
2018-03-07 07:00:00+02:00,31.0,47.0,0.0,0.0,33.0,20.0,2.0,18.0,222.0
2018-03-07 08:00:00+02:00,31.0,47.0,0.0,0.0,41.0,20.0,6.0,18.0,208.0
2018-03-07 09:00:00+02:00,31.0,47.0,217.0,0.0,103.0,21.0,9.0,18.0,174.0
2018-03-07 10:00:00+02:00,30.0,47.0,212.0,0.0,105.0,22.0,11.0,18.0,143.0
2018-03-07 11:00:00+02:00,30.0,47.0,212.0,0.0,102.0,22.0,13.0,18.0,153.0
2018-03-07 12:00:00+02:00,30.0,46.0,0.0,0.0,105.0,22.0,13.0,18.0,182.0
2018-03-07 13:00:00+02:00,30.0,47.0,89.0,0.0,35.0,21.0,12.0,18.0,195.0
2018-03-07 14:00:00+02:00,30.0,46.0,142.0,0.0,33.0,21.0,10.0,18.0,193.0
2018-03-07 15:00:00+02:00,30.0,46.0,0.0,0.0,33.0,20.0,6.0,18.0,189.0
2018-03-07 16:00:00+02:00,31.0,46.0,0.0,0.0,70.0,20.0,2.0,18.0,184.0
2018-03-07 17:00:00+02:00,38.0,46.0,0.0,0.0,58.0,20.0,0.0,18.0,211.0
2018-03-07 18:00:00+02:00,45.0,46.0,216.0,0.0,85.0,20.0,0.0,18.0,212.0
2018-03-07 19:00:00+02:00,46.0,46.0,216.0,0.0,105.0,20.0,0.0,18.0,181.0
2018-03-07 20:00:00+02:00,47.0,46.0,186.0,0.0,105.0,20.0,0.0,19.0,163.0
2018-03-07 21:00:00+02:00,47.0,46.0,118.0,0.0,80.0,20.0,0.0,18.0,151.0
2018-03-07 22:00:00+02:00,47.0,46.0,71.0,0.0,63.0,20.0,0.0,18.0,137.0
2018-03-07 23:00:00+02:00,47.0,46.0,0.0,0.0,65.0,20.0,0.0,18.0,112.0
2018-03-08 00:00:00+02:00,47.0,46.0,0.0,0.0,82.0,20.0,0.0,19.0,98.0
2018-03-08 01:00:00+02:00,47.0,46.0,0.0,222.0,82.0,20.0,0.0,18.0,86.0
2018-03-08 02:00:00+02:00,48.0,46.0,0.0,445.0,58.0,20.0,0.0,18.0,84.0
2018-03-08 03:00:00+02:00,49.0,46.0,0.0,449.0,58.0,20.0,0.0,18.0,86.0
2018-03-08 04:00:00+02:00,49.0,46.0,0.0,448.0,33.0,20.0,0.0,18.0,81.0
2018-03-08 05:00:00+02:00,49.0,46.0,0.0,271.0,58.0,21.0,0.0,19.0,81.0
2018-03-08 06:00:00+02:00,50.0,46.0,0.0,0.0,74.0,21.0,0.0,18.0,93.0
2018-03-08 07:00:00+02:00,51.0,46.0,0.0,0.0,51.0,21.0,2.0,18.0,88.0
2018-03-08 08:00:00+02:00,51.0,46.0,49.0,0.0,82.0,21.0,4.0,18.0,81.0
2018-03-08 09:00:00+02:00,51.0,45.0,64.0,0.0,82.0,21.0,6.0,17.0,72.0
2018-03-08 10:00:00+02:00,51.0,45.0,0.0,0.0,82.0,21.0,8.0,18.0,59.0
2018-03-08 11:00:00+02:00,51.0,45.0,0.0,0.0,58.0,21.0,8.0,18.0,52.0
2018-03-08 12:00:00+02:00,51.0,45.0,0.0,0.0,33.0,21.0,9.0,18.0,47.0
2018-03-08 13:00:00+02:00,51.0,45.0,0.0,0.0,55.0,21.0,9.0,18.0,42.0
2018-03-08 14:00:00+02:00,51.0,45.0,0.0,0.0,33.0,21.0,8.0,18.0,42.0
2018-03-08 15:00:00+02:00,51.0,45.0,0.0,0.0,33.0,21.0,3.0,18.0,44.0
2018-03-08 16:00:00+02:00,51.0,45.0,0.0,0.0,41.0,21.0,2.0,18.0,42.0
2018-03-08 17:00:00+02:00,51.0,46.0,0.0,0.0,41.0,21.0,0.0,18.0,40.0
2018-03-08 18:00:00+02:00,51.0,46.0,0.0,0.0,33.0,20.0,0.0,18.0,54.0
2018-03-08 19:00:00+02:00,51.0,46.0,0.0,0.0,96.0,20.0,0.0,18.0,56.0
2018-03-08 20:00:00+02:00,51.0,46.0,0.0,0.0,40.0,19.0,0.0,19.0,61.0
2018-03-08 21:00:00+02:00,51.0,46.0,0.0,0.0,34.0,19.0,0.0,18.0,73.0
2018-03-08 22:00:00+02:00,50.0,46.0,0.0,0.0,33.0,19.0,0.0,19.0,57.0
2018-03-08 23:00:00+02:00,47.0,46.0,0.0,41.0,33.0,19.0,0.0,19.0,64.0
2018-03-09 00:00:00+02:00,49.0,46.0,0.0,222.0,50.0,20.0,0.0,19.0,71.0
2018-03-09 01:00:00+02:00,49.0,46.0,0.0,0.0,67.0,20.0,0.0,19.0,72.0
2018-03-09 02:00:00+02:00,49.0,46.0,0.0,0.0,58.0,20.0,0.0,19.0,78.0
2018-03-09 03:00:00+02:00,49.0,46.0,0.0,0.0,33.0,20.0,0.0,19.0,73.0
2018-03-09 04:00:00+02:00,49.0,46.0,0.0,0.0,33.0,20.0,0.0,18.0,84.0
2018-03-09 05:00:00+02:00,50.0,46.0,0.0,0.0,53.0,20.0,0.0,18.0,90.0
2018-03-09 06:00:00+02:00,52.0,46.0,0.0,0.0,42.0,20.0,1.0,18.0,90.0
2018-03-09 07:00:00+02:00,52.0,46.0,0.0,0.0,60.0,20.0,2.0,18.0,98.0
2018-03-09 08:00:00+02:00,52.0,46.0,0.0,0.0,56.0,21.0,7.0,18.0,112.0
2018-03-09 09:00:00+02:00,52.0,46.0,216.0,0.0,72.0,21.0,8.0,18.0,110.0
2018-03-09 10:00:00+02:00,52.0,46.0,215.0,0.0,105.0,21.0,15.0,18.0,122.0
2018-03-09 11:00:00+02:00,51.0,46.0,215.0,0.0,106.0,21.0,16.0,18.0,145.0
2018-03-09 12:00:00+02:00,51.0,46.0,215.0,0.0,96.0,21.0,14.0,18.0,158.0
2018-03-09 13:00:00+02:00,50.0,46.0,216.0,0.0,92.0,21.0,10.0,18.0,169.0
2018-03-09 14:00:00+02:00,49.0,46.0,129.0,0.0,58.0,21.0,7.0,18.0,193.0
2018-03-09 15:00:00+02:00,49.0,46.0,210.0,0.0,96.0,21.0,5.0,18.0,121.0
2018-03-09 16:00:00+02:00,50.0,46.0,132.0,0.0,89.0,21.0,3.0,18.0,93.0
2018-03-09 17:00:00+02:00,50.0,46.0,112.0,0.0,88.0,21.0,1.0,18.0,84.0
2018-03-09 18:00:00+02:00,51.0,46.0,207.0,0.0,83.0,21.0,0.0,18.0,63.0
2018-03-09 19:00:00+02:00,51.0,46.0,207.0,0.0,105.0,21.0,0.0,18.0,50.0
2018-03-09 20:00:00+02:00,51.0,46.0,161.0,0.0,92.0,21.0,0.0,18.0,59.0
2018-03-09 21:00:00+02:00,52.0,46.0,180.0,0.0,83.0,21.0,0.0,18.0,58.0
2018-03-09 22:00:00+02:00,51.0,46.0,1.0,0.0,55.0,21.0,0.0,18.0,42.0
2018-03-09 23:00:00+02:00,50.0,46.0,0.0,0.0,33.0,22.0,0.0,18.0,33.0
2018-03-10 00:00:00+02:00,49.0,46.0,0.0,0.0,33.0,22.0,0.0,18.0,24.0
2018-03-10 01:00:00+02:00,49.0,46.0,0.0,0.0,33.0,22.0,0.0,18.0,23.0
2018-03-10 02:00:00+02:00,49.0,46.0,0.0,0.0,33.0,22.0,0.0,19.0,22.0
2018-03-10 03:00:00+02:00,49.0,46.0,0.0,0.0,33.0,22.0,0.0,18.0,17.0
2018-03-10 04:00:00+02:00,49.0,46.0,0.0,0.0,33.0,21.0,0.0,18.0,9.0
2018-03-10 05:00:00+02:00,50.0,46.0,0.0,0.0,33.0,21.0,0.0,18.0,11.0
2018-03-10 06:00:00+02:00,51.0,46.0,0.0,0.0,33.0,21.0,1.0,18.0,15.0
2018-03-10 07:00:00+02:00,51.0,46.0,0.0,49.0,33.0,21.0,3.0,18.0,19.0
2018-03-10 08:00:00+02:00,51.0,46.0,0.0,0.0,76.0,21.0,6.0,18.0,10.0
2018-03-10 09:00:00+02:00,51.0,46.0,0.0,0.0,76.0,21.0,8.0,18.0,6.0
2018-03-10 10:00:00+02:00,51.0,46.0,0.0,0.0,76.0,20.0,13.0,18.0,11.0
2018-03-10 11:00:00+02:00,51.0,47.0,0.0,0.0,76.0,20.0,14.0,18.0,15.0
2018-03-10 12:00:00+02:00,50.0,46.0,0.0,0.0,76.0,21.0,13.0,18.0,18.0
2018-03-10 13:00:00+02:00,49.0,46.0,0.0,0.0,76.0,20.0,12.0,18.0,28.0
2018-03-10 14:00:00+02:00,49.0,46.0,0.0,0.0,76.0,20.0,8.0,18.0,27.0
2018-03-10 15:00:00+02:00,49.0,46.0,0.0,0.0,66.0,21.0,5.0,18.0,31.0
2018-03-10 16:00:00+02:00,50.0,46.0,0.0,0.0,76.0,21.0,2.0,18.0,24.0
2018-03-10 17:00:00+02:00,50.0,46.0,0.0,0.0,60.0,21.0,1.0,18.0,15.0
2018-03-10 18:00:00+02:00,50.0,46.0,0.0,51.0,76.0,21.0,0.0,18.0,13.0
2018-03-10 19:00:00+02:00,50.0,46.0,0.0,0.0,49.0,21.0,0.0,18.0,17.0
2018-03-10 20:00:00+02:00,50.0,46.0,0.0,0.0,34.0,21.0,0.0,18.0,27.0
2018-03-10 21:00:00+02:00,50.0,46.0,0.0,0.0,34.0,21.0,0.0,19.0,43.0
2018-03-10 22:00:00+02:00,50.0,46.0,0.0,49.0,33.0,21.0,0.0,19.0,64.0
2018-03-10 23:00:00+02:00,49.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,67.0
2018-03-11 00:00:00+02:00,49.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,74.0
2018-03-11 01:00:00+02:00,49.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,79.0
2018-03-11 02:00:00+02:00,49.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,83.0
2018-03-11 03:00:00+02:00,49.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,92.0
2018-03-11 04:00:00+02:00,49.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,107.0
2018-03-11 05:00:00+02:00,49.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,127.0
2018-03-11 06:00:00+02:00,50.0,46.0,0.0,0.0,33.0,21.0,1.0,18.0,134.0
2018-03-11 07:00:00+02:00,50.0,46.0,0.0,0.0,33.0,20.0,2.0,19.0,134.0
2018-03-11 08:00:00+02:00,50.0,46.0,0.0,0.0,33.0,21.0,4.0,19.0,136.0
2018-03-11 09:00:00+02:00,50.0,46.0,0.0,0.0,55.0,21.0,6.0,19.0,131.0
2018-03-11 10:00:00+02:00,50.0,46.0,0.0,0.0,55.0,21.0,8.0,19.0,123.0
2018-03-11 11:00:00+02:00,50.0,46.0,0.0,0.0,82.0,21.0,8.0,19.0,136.0
2018-03-11 12:00:00+02:00,50.0,46.0,0.0,0.0,82.0,22.0,9.0,19.0,151.0
2018-03-11 13:00:00+02:00,50.0,46.0,0.0,0.0,82.0,22.0,9.0,19.0,140.0
2018-03-11 14:00:00+02:00,49.0,46.0,0.0,0.0,55.0,21.0,7.0,19.0,136.0
2018-03-11 15:00:00+02:00,49.0,46.0,0.0,0.0,55.0,21.0,3.0,19.0,158.0
2018-03-11 16:00:00+02:00,49.0,46.0,0.0,0.0,82.0,21.0,2.0,19.0,168.0
2018-03-11 17:00:00+02:00,51.0,46.0,0.0,50.0,82.0,21.0,0.0,19.0,181.0
2018-03-11 18:00:00+02:00,52.0,46.0,0.0,0.0,82.0,21.0,0.0,19.0,179.0
2018-03-11 19:00:00+02:00,52.0,46.0,0.0,0.0,82.0,21.0,0.0,19.0,199.0
2018-03-11 20:00:00+02:00,52.0,46.0,0.0,51.0,104.0,21.0,0.0,19.0,225.0
2018-03-11 21:00:00+02:00,51.0,46.0,0.0,0.0,82.0,21.0,0.0,19.0,191.0
2018-03-11 22:00:00+02:00,51.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,158.0
2018-03-11 23:00:00+02:00,50.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,145.0
2018-03-12 00:00:00+02:00,49.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,165.0
2018-03-12 01:00:00+02:00,49.0,46.0,0.0,396.0,33.0,22.0,0.0,19.0,161.0
2018-03-12 02:00:00+02:00,49.0,46.0,0.0,460.0,33.0,22.0,0.0,19.0,152.0
2018-03-12 03:00:00+02:00,49.0,46.0,0.0,648.0,33.0,21.0,0.0,19.0,150.0
2018-03-12 04:00:00+02:00,49.0,46.0,0.0,208.0,33.0,21.0,0.0,19.0,159.0
2018-03-12 05:00:00+02:00,49.0,46.0,0.0,0.0,33.0,22.0,0.0,19.0,213.0
2018-03-12 06:00:00+02:00,50.0,46.0,0.0,0.0,33.0,22.0,1.0,18.0,255.0
2018-03-12 07:00:00+02:00,51.0,46.0,0.0,70.0,97.0,21.0,3.0,19.0,267.0
2018-03-12 08:00:00+02:00,51.0,46.0,0.0,0.0,97.0,22.0,7.0,18.0,261.0
2018-03-12 09:00:00+02:00,50.0,46.0,207.0,0.0,105.0,22.0,11.0,18.0,249.0
2018-03-12 10:00:00+02:00,49.0,46.0,211.0,0.0,105.0,22.0,13.0,18.0,264.0
2018-03-12 11:00:00+02:00,49.0,46.0,211.0,0.0,105.0,22.0,13.0,18.0,282.0
2018-03-12 12:00:00+02:00,49.0,46.0,211.0,0.0,105.0,22.0,12.0,18.0,304.0
2018-03-12 13:00:00+02:00,49.0,46.0,207.0,0.0,105.0,22.0,13.0,18.0,321.0
2018-03-12 14:00:00+02:00,49.0,46.0,207.0,0.0,105.0,22.0,11.0,18.0,327.0
2018-03-12 15:00:00+02:00,50.0,46.0,208.0,0.0,105.0,21.0,9.0,18.0,334.0
2018-03-12 16:00:00+02:00,50.0,46.0,199.0,0.0,76.0,21.0,4.0,18.0,317.0
2018-03-12 17:00:00+02:00,51.0,46.0,205.0,0.0,105.0,20.0,1.0,18.0,344.0
2018-03-12 18:00:00+02:00,51.0,46.0,207.0,0.0,105.0,21.0,0.0,18.0,381.0
2018-03-12 19:00:00+02:00,51.0,46.0,207.0,0.0,105.0,20.0,0.0,18.0,363.0
2018-03-12 20:00:00+02:00,51.0,46.0,207.0,0.0,105.0,21.0,0.0,18.0,339.0
2018-03-12 21:00:00+02:00,50.0,46.0,0.0,0.0,105.0,21.0,0.0,19.0,329.0
2018-03-12 22:00:00+02:00,49.0,46.0,0.0,0.0,85.0,21.0,0.0,19.0,329.0
2018-03-12 23:00:00+02:00,49.0,46.0,0.0,0.0,33.0,21.0,0.0,18.0,335.0
2018-03-13 00:00:00+02:00,48.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,347.0
2018-03-13 01:00:00+02:00,48.0,45.0,0.0,7.0,33.0,21.0,0.0,18.0,363.0
2018-03-13 02:00:00+02:00,48.0,45.0,0.0,446.0,33.0,21.0,0.0,18.0,364.0
2018-03-13 03:00:00+02:00,48.0,45.0,0.0,453.0,33.0,21.0,0.0,18.0,371.0
2018-03-13 04:00:00+02:00,48.0,45.0,0.0,449.0,33.0,21.0,0.0,19.0,373.0
2018-03-13 05:00:00+02:00,49.0,45.0,0.0,224.0,33.0,21.0,0.0,19.0,367.0
2018-03-13 06:00:00+02:00,50.0,45.0,50.0,0.0,58.0,21.0,0.0,18.0,359.0
2018-03-13 07:00:00+02:00,51.0,45.0,0.0,0.0,105.0,21.0,2.0,19.0,331.0
