"Time (CET)","Belgium (BE) > Netherlands (NL) [MW]","Netherlands (NL) > Belgium (BE) [MW]"
"01.10.2018 11:00 - 01.10.2018 12:00","0","1457"
"01.10.2018 12:00 - 01.10.2018 13:00","0","1274"
"01.10.2018 13:00 - 01.10.2018 14:00","0","1107"
"01.10.2018 14:00 - 01.10.2018 15:00","0","1397"
"01.10.2018 15:00 - 01.10.2018 16:00","0","1236"
"01.10.2018 16:00 - 01.10.2018 17:00","0","1136"
"01.10.2018 17:00 - 01.10.2018 18:00","0","1286"
"01.10.2018 18:00 - 01.10.2018 19:00","0","1396"
"01.10.2018 19:00 - 01.10.2018 20:00","0","1516"
"01.10.2018 20:00 - 01.10.2018 21:00","0","1839"
"01.10.2018 21:00 - 01.10.2018 22:00","0","1816"
"01.10.2018 22:00 - 01.10.2018 23:00","0","1890"
"01.10.2018 23:00 - 02.10.2018 00:00","0","1564"
"02.10.2018 00:00 - 02.10.2018 01:00","0","1053"
"02.10.2018 01:00 - 02.10.2018 02:00","0","867"
"02.10.2018 02:00 - 02.10.2018 03:00","0","1373"
"02.10.2018 03:00 - 02.10.2018 04:00","0","1082"
"02.10.2018 04:00 - 02.10.2018 05:00","0","1248"
"02.10.2018 05:00 - 02.10.2018 06:00","0","1642"
"02.10.2018 06:00 - 02.10.2018 07:00","0","1778"
"02.10.2018 07:00 - 02.10.2018 08:00","0","1612"
"02.10.2018 08:00 - 02.10.2018 09:00","0","1516"
"02.10.2018 09:00 - 02.10.2018 10:00","0","1238"
"02.10.2018 10:00 - 02.10.2018 11:00","0","1238"
"02.10.2018 11:00 - 02.10.2018 12:00","0","1226"
"02.10.2018 12:00 - 02.10.2018 13:00","0","945"
"02.10.2018 13:00 - 02.10.2018 14:00","0","1048"
"02.10.2018 14:00 - 02.10.2018 15:00","0","1060"
"02.10.2018 15:00 - 02.10.2018 16:00","0","1101"
"02.10.2018 16:00 - 02.10.2018 17:00","0","1101"
"02.10.2018 17:00 - 02.10.2018 18:00","0","1226"
"02.10.2018 18:00 - 02.10.2018 19:00","0","1130"
"02.10.2018 19:00 - 02.10.2018 20:00","0","1075"
"02.10.2018 20:00 - 02.10.2018 21:00","0","1309"
"02.10.2018 21:00 - 02.10.2018 22:00","0","1396"
"02.10.2018 22:00 - 02.10.2018 23:00","0","1330"
"02.10.2018 23:00 - 03.10.2018 00:00","0","1233"
"03.10.2018 00:00 - 03.10.2018 01:00","0","1251"
"03.10.2018 01:00 - 03.10.2018 02:00","0","996"
"03.10.2018 02:00 - 03.10.2018 03:00","0","1093"
"03.10.2018 03:00 - 03.10.2018 04:00","0","1264"
"03.10.2018 04:00 - 03.10.2018 05:00","0","1365"
"03.10.2018 05:00 - 03.10.2018 06:00","0","1218"
"03.10.2018 06:00 - 03.10.2018 07:00","0","1727"
"03.10.2018 07:00 - 03.10.2018 08:00","0","1867"
"03.10.2018 08:00 - 03.10.2018 09:00","0","1726"
"03.10.2018 09:00 - 03.10.2018 10:00","0","1876"
"03.10.2018 10:00 - 03.10.2018 11:00","0","1865"
"03.10.2018 11:00 - 03.10.2018 12:00","0","1802"
"03.10.2018 12:00 - 03.10.2018 13:00","0","1666"
"03.10.2018 13:00 - 03.10.2018 14:00","0","1597"
"03.10.2018 14:00 - 03.10.2018 15:00","0","1452"
"03.10.2018 15:00 - 03.10.2018 16:00","0","1478"
"03.10.2018 16:00 - 03.10.2018 17:00","0","1571"
"03.10.2018 17:00 - 03.10.2018 18:00","0","1834"
"03.10.2018 18:00 - 03.10.2018 19:00","0","1977"
"03.10.2018 19:00 - 03.10.2018 20:00","0","2053"
"03.10.2018 20:00 - 03.10.2018 21:00","0","2051"
"03.10.2018 21:00 - 03.10.2018 22:00","0","1963"
"03.10.2018 22:00 - 03.10.2018 23:00","0","2254"
"03.10.2018 23:00 - 04.10.2018 00:00","0","2192"
"04.10.2018 00:00 - 04.10.2018 01:00","0","2283"
"04.10.2018 01:00 - 04.10.2018 02:00","0","2111"
"04.10.2018 02:00 - 04.10.2018 03:00","0","2178"
"04.10.2018 03:00 - 04.10.2018 04:00","0","2227"
"04.10.2018 04:00 - 04.10.2018 05:00","0","2066"
"04.10.2018 05:00 - 04.10.2018 06:00","0","1866"
"04.10.2018 06:00 - 04.10.2018 07:00","0","1504"
"04.10.2018 07:00 - 04.10.2018 08:00","0","1070"
"04.10.2018 08:00 - 04.10.2018 09:00","0","596"
"04.10.2018 09:00 - 04.10.2018 10:00","0","463"
"04.10.2018 10:00 - 04.10.2018 11:00","0","696"
"04.10.2018 11:00 - 04.10.2018 12:00","0","978"
"04.10.2018 12:00 - 04.10.2018 13:00","0","1306"
"04.10.2018 13:00 - 04.10.2018 14:00","0","1206"
"04.10.2018 14:00 - 04.10.2018 15:00","0","1317"
"04.10.2018 15:00 - 04.10.2018 16:00","0","1549"
"04.10.2018 16:00 - 04.10.2018 17:00","0","1624"
"04.10.2018 17:00 - 04.10.2018 18:00","0","1169"
"04.10.2018 18:00 - 04.10.2018 19:00","0","1170"
"04.10.2018 19:00 - 04.10.2018 20:00","0","972"
"04.10.2018 20:00 - 04.10.2018 21:00","0","1374"
"04.10.2018 21:00 - 04.10.2018 22:00","0","1579"
"04.10.2018 22:00 - 04.10.2018 23:00","0","1746"
"04.10.2018 23:00 - 05.10.2018 00:00","0","2024"
"05.10.2018 00:00 - 05.10.2018 01:00","0","1807"
"05.10.2018 01:00 - 05.10.2018 02:00","0","1813"
"05.10.2018 02:00 - 05.10.2018 03:00","0","1569"
"05.10.2018 03:00 - 05.10.2018 04:00","0","1592"
"05.10.2018 04:00 - 05.10.2018 05:00","0","1345"
"05.10.2018 05:00 - 05.10.2018 06:00","0","1349"
"05.10.2018 06:00 - 05.10.2018 07:00","0","1774"
"05.10.2018 07:00 - 05.10.2018 08:00","0","1811"
"05.10.2018 08:00 - 05.10.2018 09:00","0","1972"
"05.10.2018 09:00 - 05.10.2018 10:00","0","2128"
"05.10.2018 10:00 - 05.10.2018 11:00","0","1965"
"05.10.2018 11:00 - 05.10.2018 12:00","0","1787"
"05.10.2018 12:00 - 05.10.2018 13:00","0","1577"
"05.10.2018 13:00 - 05.10.2018 14:00","0","1971"
"05.10.2018 14:00 - 05.10.2018 15:00","0","1453"
"05.10.2018 15:00 - 05.10.2018 16:00","0","1484"
"05.10.2018 16:00 - 05.10.2018 17:00","0","1635"
"05.10.2018 17:00 - 05.10.2018 18:00","0","1465"
"05.10.2018 18:00 - 05.10.2018 19:00","0","1295"
"05.10.2018 19:00 - 05.10.2018 20:00","0","1216"
"05.10.2018 20:00 - 05.10.2018 21:00","0","2053"
"05.10.2018 21:00 - 05.10.2018 22:00","0","2281"
"05.10.2018 22:00 - 05.10.2018 23:00","0","2275"
"05.10.2018 23:00 - 06.10.2018 00:00","0","2429"
"06.10.2018 00:00 - 06.10.2018 01:00","0","2069"
"06.10.2018 01:00 - 06.10.2018 02:00","0","2033"
"06.10.2018 02:00 - 06.10.2018 03:00","0","1981"
"06.10.2018 03:00 - 06.10.2018 04:00","0","1732"
"06.10.2018 04:00 - 06.10.2018 05:00","0","1494"
"06.10.2018 05:00 - 06.10.2018 06:00","0","1547"
"06.10.2018 06:00 - 06.10.2018 07:00","0","1434"
"06.10.2018 07:00 - 06.10.2018 08:00","0","1227"
"06.10.2018 08:00 - 06.10.2018 09:00","0","1099"
"06.10.2018 09:00 - 06.10.2018 10:00","0","1354"
"06.10.2018 10:00 - 06.10.2018 11:00","0","1316"
"06.10.2018 11:00 - 06.10.2018 12:00","0","1706"
"06.10.2018 12:00 - 06.10.2018 13:00","0","2126"
"06.10.2018 13:00 - 06.10.2018 14:00","0","2102"
"06.10.2018 14:00 - 06.10.2018 15:00","0","1890"
"06.10.2018 15:00 - 06.10.2018 16:00","0","1726"
"06.10.2018 16:00 - 06.10.2018 17:00","0","1248"
"06.10.2018 17:00 - 06.10.2018 18:00","0","789"
"06.10.2018 18:00 - 06.10.2018 19:00","0","335"
"06.10.2018 19:00 - 06.10.2018 20:00","0","974"
"06.10.2018 20:00 - 06.10.2018 21:00","0","1650"
"06.10.2018 21:00 - 06.10.2018 22:00","0","2009"
"06.10.2018 22:00 - 06.10.2018 23:00","0","1908"
"06.10.2018 23:00 - 07.10.2018 00:00","0","1957"
"07.10.2018 00:00 - 07.10.2018 01:00","0","1811"
"07.10.2018 01:00 - 07.10.2018 02:00","0","1694"
"07.10.2018 02:00 - 07.10.2018 03:00","0","1269"
"07.10.2018 03:00 - 07.10.2018 04:00","0","728"
"07.10.2018 04:00 - 07.10.2018 05:00","0","549"
"07.10.2018 05:00 - 07.10.2018 06:00","0","769"
"07.10.2018 06:00 - 07.10.2018 07:00","0","997"
"07.10.2018 07:00 - 07.10.2018 08:00","0","984"
"07.10.2018 08:00 - 07.10.2018 09:00","0","948"
"07.10.2018 09:00 - 07.10.2018 10:00","0","1395"
"07.10.2018 10:00 - 07.10.2018 11:00","0","1479"
"07.10.2018 11:00 - 07.10.2018 12:00","0","1543"
"07.10.2018 12:00 - 07.10.2018 13:00","0","1790"
"07.10.2018 13:00 - 07.10.2018 14:00","0","1322"
"07.10.2018 14:00 - 07.10.2018 15:00","0","813"
"07.10.2018 15:00 - 07.10.2018 16:00","0","597"
"07.10.2018 16:00 - 07.10.2018 17:00","0","408"
"07.10.2018 17:00 - 07.10.2018 18:00","0","266"
"07.10.2018 18:00 - 07.10.2018 19:00","0","549"
"07.10.2018 19:00 - 07.10.2018 20:00","0","570"
"07.10.2018 20:00 - 07.10.2018 21:00","0","1049"
"07.10.2018 21:00 - 07.10.2018 22:00","0","1784"
"07.10.2018 22:00 - 07.10.2018 23:00","0","2303"
"07.10.2018 23:00 - 08.10.2018 00:00","0","1907"
"08.10.2018 00:00 - 08.10.2018 01:00","0","1674"
"08.10.2018 01:00 - 08.10.2018 02:00","0","1481"
"08.10.2018 02:00 - 08.10.2018 03:00","0","1735"
"08.10.2018 03:00 - 08.10.2018 04:00","0","1737"
"08.10.2018 04:00 - 08.10.2018 05:00","0","1708"
"08.10.2018 05:00 - 08.10.2018 06:00","0","1415"
"08.10.2018 06:00 - 08.10.2018 07:00","0","1739"
"08.10.2018 07:00 - 08.10.2018 08:00","0","1904"
"08.10.2018 08:00 - 08.10.2018 09:00","0","1910"
"08.10.2018 09:00 - 08.10.2018 10:00","0","2121"
"08.10.2018 10:00 - 08.10.2018 11:00","0","2056"
"08.10.2018 11:00 - 08.10.2018 12:00","0","1990"
"08.10.2018 12:00 - 08.10.2018 13:00","0","1795"
"08.10.2018 13:00 - 08.10.2018 14:00","0","1795"
"08.10.2018 14:00 - 08.10.2018 15:00","0","1855"
"08.10.2018 15:00 - 08.10.2018 16:00","0","1949"
"08.10.2018 16:00 - 08.10.2018 17:00","0","1670"
"08.10.2018 17:00 - 08.10.2018 18:00","0","1480"
"08.10.2018 18:00 - 08.10.2018 19:00","0","1496"
"08.10.2018 19:00 - 08.10.2018 20:00","0","1571"
"08.10.2018 20:00 - 08.10.2018 21:00","0","1757"
"08.10.2018 21:00 - 08.10.2018 22:00","0","1980"
"08.10.2018 22:00 - 08.10.2018 23:00","0","2046"
"08.10.2018 23:00 - 09.10.2018 00:00","0","1829"
"09.10.2018 00:00 - 09.10.2018 01:00","0","2324"
"09.10.2018 01:00 - 09.10.2018 02:00","0","2125"
"09.10.2018 02:00 - 09.10.2018 03:00","0","1925"
"09.10.2018 03:00 - 09.10.2018 04:00","0","1926"
"09.10.2018 04:00 - 09.10.2018 05:00","0","1996"
"09.10.2018 05:00 - 09.10.2018 06:00","0","1891"
"09.10.2018 06:00 - 09.10.2018 07:00","0","1667"
"09.10.2018 07:00 - 09.10.2018 08:00","0","1882"
"09.10.2018 08:00 - 09.10.2018 09:00","0","2087"
"09.10.2018 09:00 - 09.10.2018 10:00","0","2244"
"09.10.2018 10:00 - 09.10.2018 11:00","0","2388"
"09.10.2018 11:00 - 09.10.2018 12:00","0","2444"
"09.10.2018 12:00 - 09.10.2018 13:00","0","2381"
"09.10.2018 13:00 - 09.10.2018 14:00","0","2227"
"09.10.2018 14:00 - 09.10.2018 15:00","0","2394"
"09.10.2018 15:00 - 09.10.2018 16:00","0","2058"
"09.10.2018 16:00 - 09.10.2018 17:00","0","1406"
"09.10.2018 17:00 - 09.10.2018 18:00","0","1397"
"09.10.2018 18:00 - 09.10.2018 19:00","0","1355"
"09.10.2018 19:00 - 09.10.2018 20:00","0","1624"
"09.10.2018 20:00 - 09.10.2018 21:00","0","1944"
"09.10.2018 21:00 - 09.10.2018 22:00","0","2213"
"09.10.2018 22:00 - 09.10.2018 23:00","0","2108"
"09.10.2018 23:00 - 10.10.2018 00:00","0","2319"
"10.10.2018 00:00 - 10.10.2018 01:00","0","2228"
"10.10.2018 01:00 - 10.10.2018 02:00","0","1929"
"10.10.2018 02:00 - 10.10.2018 03:00","0","1707"
"10.10.2018 03:00 - 10.10.2018 04:00","0","1272"
"10.10.2018 04:00 - 10.10.2018 05:00","0","1350"
"10.10.2018 05:00 - 10.10.2018 06:00","0","1354"
"10.10.2018 06:00 - 10.10.2018 07:00","0","457"
"10.10.2018 07:00 - 10.10.2018 08:00","0","340"
"10.10.2018 08:00 - 10.10.2018 09:00","0","348"
"10.10.2018 09:00 - 10.10.2018 10:00","0","895"
"10.10.2018 10:00 - 10.10.2018 11:00","0","1571"
"10.10.2018 11:00 - 10.10.2018 12:00","0","1809"
"10.10.2018 12:00 - 10.10.2018 13:00","0","1393"
"10.10.2018 13:00 - 10.10.2018 14:00","0","1205"
"10.10.2018 14:00 - 10.10.2018 15:00","0","1236"
"10.10.2018 15:00 - 10.10.2018 16:00","0","1412"
"10.10.2018 16:00 - 10.10.2018 17:00","0","1854"
"10.10.2018 17:00 - 10.10.2018 18:00","0","1449"
"10.10.2018 18:00 - 10.10.2018 19:00","0","1647"
"10.10.2018 19:00 - 10.10.2018 20:00","0","2200"
"10.10.2018 20:00 - 10.10.2018 21:00","0","2004"
"10.10.2018 21:00 - 10.10.2018 22:00","0","2022"
"10.10.2018 22:00 - 10.10.2018 23:00","0","1893"
"10.10.2018 23:00 - 11.10.2018 00:00","0","1838"
"11.10.2018 00:00 - 11.10.2018 01:00","0","1421"
"11.10.2018 01:00 - 11.10.2018 02:00","0","1508"
"11.10.2018 02:00 - 11.10.2018 03:00","0","1531"
"11.10.2018 03:00 - 11.10.2018 04:00","0","1448"
"11.10.2018 04:00 - 11.10.2018 05:00","0","1338"
"11.10.2018 05:00 - 11.10.2018 06:00","0","1445"
"11.10.2018 06:00 - 11.10.2018 07:00","0","1464"
"11.10.2018 07:00 - 11.10.2018 08:00","0","1588"
"11.10.2018 08:00 - 11.10.2018 09:00","0","1447"
"11.10.2018 09:00 - 11.10.2018 10:00","0","1348"
"11.10.2018 10:00 - 11.10.2018 11:00","0","1190"
"11.10.2018 11:00 - 11.10.2018 12:00","0","1141"
"11.10.2018 12:00 - 11.10.2018 13:00","0","904"
"11.10.2018 13:00 - 11.10.2018 14:00","0","798"
"11.10.2018 14:00 - 11.10.2018 15:00","0","871"
"11.10.2018 15:00 - 11.10.2018 16:00","0","887"
"11.10.2018 16:00 - 11.10.2018 17:00","0","1057"
"11.10.2018 17:00 - 11.10.2018 18:00","0","1398"
"11.10.2018 18:00 - 11.10.2018 19:00","0","1318"
"11.10.2018 19:00 - 11.10.2018 20:00","0","1621"
"11.10.2018 20:00 - 11.10.2018 21:00","0","1487"
"11.10.2018 21:00 - 11.10.2018 22:00","0","1293"
"11.10.2018 22:00 - 11.10.2018 23:00","0","1244"
"11.10.2018 23:00 - 12.10.2018 00:00","0","1595"
"12.10.2018 00:00 - 12.10.2018 01:00","0","1948"
"12.10.2018 01:00 - 12.10.2018 02:00","0","1927"
"12.10.2018 02:00 - 12.10.2018 03:00","0","2174"
"12.10.2018 03:00 - 12.10.2018 04:00","0","1898"
"12.10.2018 04:00 - 12.10.2018 05:00","0","1750"
"12.10.2018 05:00 - 12.10.2018 06:00","0","1831"
"12.10.2018 06:00 - 12.10.2018 07:00","0","1775"
"12.10.2018 07:00 - 12.10.2018 08:00","0","1649"
"12.10.2018 08:00 - 12.10.2018 09:00","0","1438"
"12.10.2018 09:00 - 12.10.2018 10:00","0","1173"
"12.10.2018 10:00 - 12.10.2018 11:00","0","1390"
"12.10.2018 11:00 - 12.10.2018 12:00","0","1662"
"12.10.2018 12:00 - 12.10.2018 13:00","0","1960"
"12.10.2018 13:00 - 12.10.2018 14:00","0","2040"
"12.10.2018 14:00 - 12.10.2018 15:00","0","1927"
"12.10.2018 15:00 - 12.10.2018 16:00","0","1595"
"12.10.2018 16:00 - 12.10.2018 17:00","0","1302"
"12.10.2018 17:00 - 12.10.2018 18:00","0","784"
"12.10.2018 18:00 - 12.10.2018 19:00","0","839"
"12.10.2018 19:00 - 12.10.2018 20:00","0","1254"
"12.10.2018 20:00 - 12.10.2018 21:00","0","2050"
"12.10.2018 21:00 - 12.10.2018 22:00","0","1974"
"12.10.2018 22:00 - 12.10.2018 23:00","0","1791"
"12.10.2018 23:00 - 13.10.2018 00:00","0","1444"
"13.10.2018 00:00 - 13.10.2018 01:00","0","1448"
"13.10.2018 01:00 - 13.10.2018 02:00","0","1737"
"13.10.2018 02:00 - 13.10.2018 03:00","0","1717"
"13.10.2018 03:00 - 13.10.2018 04:00","0","1677"
"13.10.2018 04:00 - 13.10.2018 05:00","0","1591"
"13.10.2018 05:00 - 13.10.2018 06:00","0","1488"
"13.10.2018 06:00 - 13.10.2018 07:00","0","1322"
"13.10.2018 07:00 - 13.10.2018 08:00","0","903"
"13.10.2018 08:00 - 13.10.2018 09:00","0","987"
"13.10.2018 09:00 - 13.10.2018 10:00","0","1282"
"13.10.2018 10:00 - 13.10.2018 11:00","0","1200"
"13.10.2018 11:00 - 13.10.2018 12:00","0","1187"
"13.10.2018 12:00 - 13.10.2018 13:00","0","1395"
"13.10.2018 13:00 - 13.10.2018 14:00","0","1447"
"13.10.2018 14:00 - 13.10.2018 15:00","0","1353"
"13.10.2018 15:00 - 13.10.2018 16:00","0","1338"
"13.10.2018 16:00 - 13.10.2018 17:00","0","1056"
"13.10.2018 17:00 - 13.10.2018 18:00","0","689"
"13.10.2018 18:00 - 13.10.2018 19:00","0","1033"
"13.10.2018 19:00 - 13.10.2018 20:00","0","1473"
"13.10.2018 20:00 - 13.10.2018 21:00","0","1691"
"13.10.2018 21:00 - 13.10.2018 22:00","0","1899"
"13.10.2018 22:00 - 13.10.2018 23:00","0","1681"
"13.10.2018 23:00 - 14.10.2018 00:00","0","1511"
"14.10.2018 00:00 - 14.10.2018 01:00","0","1579"
"14.10.2018 01:00 - 14.10.2018 02:00","0","1554"
"14.10.2018 02:00 - 14.10.2018 03:00","0","1630"
"14.10.2018 03:00 - 14.10.2018 04:00","0","1473"
"14.10.2018 04:00 - 14.10.2018 05:00","0","1177"
"14.10.2018 05:00 - 14.10.2018 06:00","0","1112"
"14.10.2018 06:00 - 14.10.2018 07:00","0","1110"
"14.10.2018 07:00 - 14.10.2018 08:00","0","1209"
"14.10.2018 08:00 - 14.10.2018 09:00","0","794"
"14.10.2018 09:00 - 14.10.2018 10:00","0","867"
"14.10.2018 10:00 - 14.10.2018 11:00","0","891"
"14.10.2018 11:00 - 14.10.2018 12:00","0","917"
"14.10.2018 12:00 - 14.10.2018 13:00","0","1252"
"14.10.2018 13:00 - 14.10.2018 14:00","0","1038"
"14.10.2018 14:00 - 14.10.2018 15:00","0","1226"
"14.10.2018 15:00 - 14.10.2018 16:00","0","1222"
"14.10.2018 16:00 - 14.10.2018 17:00","0","1371"
"14.10.2018 17:00 - 14.10.2018 18:00","0","1082"
"14.10.2018 18:00 - 14.10.2018 19:00","0","774"
"14.10.2018 19:00 - 14.10.2018 20:00","0","1565"
"14.10.2018 20:00 - 14.10.2018 21:00","0","1551"
"14.10.2018 21:00 - 14.10.2018 22:00","0","1301"
"14.10.2018 22:00 - 14.10.2018 23:00","0","1312"
"14.10.2018 23:00 - 15.10.2018 00:00","0","1278"
"15.10.2018 00:00 - 15.10.2018 01:00","0","1502"
"15.10.2018 01:00 - 15.10.2018 02:00","0","1446"
"15.10.2018 02:00 - 15.10.2018 03:00","0","1292"
"15.10.2018 03:00 - 15.10.2018 04:00","0","1086"
"15.10.2018 04:00 - 15.10.2018 05:00","0","1073"
"15.10.2018 05:00 - 15.10.2018 06:00","0","876"
"15.10.2018 06:00 - 15.10.2018 07:00","0","1086"
"15.10.2018 07:00 - 15.10.2018 08:00","0","2050"
"15.10.2018 08:00 - 15.10.2018 09:00","0","2120"
"15.10.2018 09:00 - 15.10.2018 10:00","0","2395"
"15.10.2018 10:00 - 15.10.2018 11:00","0","2283"
"15.10.2018 11:00 - 15.10.2018 12:00","0","2213"
"15.10.2018 12:00 - 15.10.2018 13:00","0","2255"
"15.10.2018 13:00 - 15.10.2018 14:00","0","2278"
"15.10.2018 14:00 - 15.10.2018 15:00","0","2250"
"15.10.2018 15:00 - 15.10.2018 16:00","0","2140"
"15.10.2018 16:00 - 15.10.2018 17:00","0","1938"
"15.10.2018 17:00 - 15.10.2018 18:00","0","1994"
"15.10.2018 18:00 - 15.10.2018 19:00","0","1748"
"15.10.2018 19:00 - 15.10.2018 20:00","0","2189"
"15.10.2018 20:00 - 15.10.2018 21:00","0","2135"
"15.10.2018 21:00 - 15.10.2018 22:00","0","2564"
"15.10.2018 22:00 - 15.10.2018 23:00","0","2605"
"15.10.2018 23:00 - 16.10.2018 00:00","0","2796"
"16.10.2018 00:00 - 16.10.2018 01:00","0","2358"
"16.10.2018 01:00 - 16.10.2018 02:00","0","2354"
"16.10.2018 02:00 - 16.10.2018 03:00","0","2368"
"16.10.2018 03:00 - 16.10.2018 04:00","0","2107"
"16.10.2018 04:00 - 16.10.2018 05:00","0","1936"
"16.10.2018 05:00 - 16.10.2018 06:00","0","2162"
"16.10.2018 06:00 - 16.10.2018 07:00","0","1625"
"16.10.2018 07:00 - 16.10.2018 08:00","0","1406"
"16.10.2018 08:00 - 16.10.2018 09:00","0","1286"
"16.10.2018 09:00 - 16.10.2018 10:00","0","1856"
"16.10.2018 10:00 - 16.10.2018 11:00","0","1686"
"16.10.2018 11:00 - 16.10.2018 12:00","0","1676"
"16.10.2018 12:00 - 16.10.2018 13:00","0","1481"
"16.10.2018 13:00 - 16.10.2018 14:00","0","1663"
"16.10.2018 14:00 - 16.10.2018 15:00","0","1553"
"16.10.2018 15:00 - 16.10.2018 16:00","0","1583"
"16.10.2018 16:00 - 16.10.2018 17:00","0","1466"
"16.10.2018 17:00 - 16.10.2018 18:00","0","1170"
"16.10.2018 18:00 - 16.10.2018 19:00","0","1543"
"16.10.2018 19:00 - 16.10.2018 20:00","0","2024"
"16.10.2018 20:00 - 16.10.2018 21:00","0","2412"
"16.10.2018 21:00 - 16.10.2018 22:00","0","2509"
"16.10.2018 22:00 - 16.10.2018 23:00","0","2141"
"16.10.2018 23:00 - 17.10.2018 00:00","0","2328"
"17.10.2018 00:00 - 17.10.2018 01:00","0","2405"
"17.10.2018 01:00 - 17.10.2018 02:00","0","2419"
"17.10.2018 02:00 - 17.10.2018 03:00","0","2276"
"17.10.2018 03:00 - 17.10.2018 04:00","0","2304"
"17.10.2018 04:00 - 17.10.2018 05:00","0","2310"
"17.10.2018 05:00 - 17.10.2018 06:00","0","2190"
"17.10.2018 06:00 - 17.10.2018 07:00","0","1630"
"17.10.2018 07:00 - 17.10.2018 08:00","0","1532"
"17.10.2018 08:00 - 17.10.2018 09:00","0","1771"
"17.10.2018 09:00 - 17.10.2018 10:00","0","1929"
"17.10.2018 10:00 - 17.10.2018 11:00","0","2108"
"17.10.2018 11:00 - 17.10.2018 12:00","0","1841"
"17.10.2018 12:00 - 17.10.2018 13:00","0","1775"
"17.10.2018 13:00 - 17.10.2018 14:00","0","1835"
"17.10.2018 14:00 - 17.10.2018 15:00","0","1804"
"17.10.2018 15:00 - 17.10.2018 16:00","0","1887"
"17.10.2018 16:00 - 17.10.2018 17:00","0","1519"
"17.10.2018 17:00 - 17.10.2018 18:00","0","1399"
"17.10.2018 18:00 - 17.10.2018 19:00","0","1980"
"17.10.2018 19:00 - 17.10.2018 20:00","0","2187"
"17.10.2018 20:00 - 17.10.2018 21:00","0","2006"
"17.10.2018 21:00 - 17.10.2018 22:00","0","1926"
"17.10.2018 22:00 - 17.10.2018 23:00","0","2072"
"17.10.2018 23:00 - 18.10.2018 00:00","0","2409"
"18.10.2018 00:00 - 18.10.2018 01:00","0","2311"
"18.10.2018 01:00 - 18.10.2018 02:00","0","2295"
"18.10.2018 02:00 - 18.10.2018 03:00","0","2283"
"18.10.2018 03:00 - 18.10.2018 04:00","0","2076"
"18.10.2018 04:00 - 18.10.2018 05:00","0","1926"
"18.10.2018 05:00 - 18.10.2018 06:00","0","1791"
"18.10.2018 06:00 - 18.10.2018 07:00","0","1149"
"18.10.2018 07:00 - 18.10.2018 08:00","0","1419"
"18.10.2018 08:00 - 18.10.2018 09:00","0","1354"
"18.10.2018 09:00 - 18.10.2018 10:00","0","1441"
"18.10.2018 10:00 - 18.10.2018 11:00","0","1806"
"18.10.2018 11:00 - 18.10.2018 12:00","0","1890"
"18.10.2018 12:00 - 18.10.2018 13:00","0","1833"
"18.10.2018 13:00 - 18.10.2018 14:00","0","1548"
"18.10.2018 14:00 - 18.10.2018 15:00","0","1591"
"18.10.2018 15:00 - 18.10.2018 16:00","0","1368"
"18.10.2018 16:00 - 18.10.2018 17:00","0","1503"
"18.10.2018 17:00 - 18.10.2018 18:00","0","1142"
"18.10.2018 18:00 - 18.10.2018 19:00","0","985"
"18.10.2018 19:00 - 18.10.2018 20:00","0","1530"
"18.10.2018 20:00 - 18.10.2018 21:00","0","1644"
"18.10.2018 21:00 - 18.10.2018 22:00","0","2111"
"18.10.2018 22:00 - 18.10.2018 23:00","0","2016"
"18.10.2018 23:00 - 19.10.2018 00:00","0","2060"
"19.10.2018 00:00 - 19.10.2018 01:00","0","1895"
"19.10.2018 01:00 - 19.10.2018 02:00","0","1983"
"19.10.2018 02:00 - 19.10.2018 03:00","0","1834"
"19.10.2018 03:00 - 19.10.2018 04:00","0","1603"
"19.10.2018 04:00 - 19.10.2018 05:00","0","1500"
"19.10.2018 05:00 - 19.10.2018 06:00","0","1641"
"19.10.2018 06:00 - 19.10.2018 07:00","0","1999"
"19.10.2018 07:00 - 19.10.2018 08:00","0","1202"
"19.10.2018 08:00 - 19.10.2018 09:00","0","1123"
"19.10.2018 09:00 - 19.10.2018 10:00","0","1628"
"19.10.2018 10:00 - 19.10.2018 11:00","0","1638"
"19.10.2018 11:00 - 19.10.2018 12:00","0","1711"
"19.10.2018 12:00 - 19.10.2018 13:00","0","1821"
"19.10.2018 13:00 - 19.10.2018 14:00","0","1843"
"19.10.2018 14:00 - 19.10.2018 15:00","0","1913"
"19.10.2018 15:00 - 19.10.2018 16:00","0","1731"
"19.10.2018 16:00 - 19.10.2018 17:00","0","1547"
"19.10.2018 17:00 - 19.10.2018 18:00","0","1725"
"19.10.2018 18:00 - 19.10.2018 19:00","0","1146"
"19.10.2018 19:00 - 19.10.2018 20:00","0","1271"
"19.10.2018 20:00 - 19.10.2018 21:00","0","1146"
"19.10.2018 21:00 - 19.10.2018 22:00","0","1843"
"19.10.2018 22:00 - 19.10.2018 23:00","0","2179"
"19.10.2018 23:00 - 20.10.2018 00:00","0","2019"
"20.10.2018 00:00 - 20.10.2018 01:00","0","2419"
"20.10.2018 01:00 - 20.10.2018 02:00","0","2678"
"20.10.2018 02:00 - 20.10.2018 03:00","0","2680"
"20.10.2018 03:00 - 20.10.2018 04:00","0","2585"
"20.10.2018 04:00 - 20.10.2018 05:00","0","2229"
"20.10.2018 05:00 - 20.10.2018 06:00","0","2212"
