"Time (CET)","United Kingdom (UK) > France (FR) [MW]","France (FR) > United Kingdom (UK) [MW]"
"12.10.2018 08:00 - 12.10.2018 09:00","0","1006"
"12.10.2018 09:00 - 12.10.2018 10:00","0","1006"
"12.10.2018 10:00 - 12.10.2018 11:00","0","1006"
"12.10.2018 11:00 - 12.10.2018 12:00","0","1006"
"12.10.2018 12:00 - 12.10.2018 13:00","0","1006"
"12.10.2018 13:00 - 12.10.2018 14:00","0","1006"
"12.10.2018 14:00 - 12.10.2018 15:00","0","1006"
"12.10.2018 15:00 - 12.10.2018 16:00","0","1496"
"12.10.2018 16:00 - 12.10.2018 17:00","0","1518"
"12.10.2018 17:00 - 12.10.2018 18:00","0","1519"
"12.10.2018 18:00 - 12.10.2018 19:00","0","1519"
"12.10.2018 19:00 - 12.10.2018 20:00","0","1519"
"12.10.2018 20:00 - 12.10.2018 21:00","0","1518"
"12.10.2018 21:00 - 12.10.2018 22:00","0","1519"
"12.10.2018 22:00 - 12.10.2018 23:00","0","1519"
"12.10.2018 23:00 - 13.10.2018 00:00","0","735"
"13.10.2018 00:00 - 13.10.2018 01:00","0","439"
"13.10.2018 01:00 - 13.10.2018 02:00","0","364"
"13.10.2018 02:00 - 13.10.2018 03:00","0","827"
"13.10.2018 03:00 - 13.10.2018 04:00","0","976"
"13.10.2018 04:00 - 13.10.2018 05:00","0","978"
"13.10.2018 05:00 - 13.10.2018 06:00","0","1017"
"13.10.2018 06:00 - 13.10.2018 07:00","0","888"
"13.10.2018 07:00 - 13.10.2018 08:00","0","934"
"13.10.2018 08:00 - 13.10.2018 09:00","0","464"
"13.10.2018 09:00 - 13.10.2018 10:00","0","1282"
"13.10.2018 10:00 - 13.10.2018 11:00","0","1318"
"13.10.2018 11:00 - 13.10.2018 12:00","0","1318"
"13.10.2018 12:00 - 13.10.2018 13:00","0","1329"
"13.10.2018 13:00 - 13.10.2018 14:00","0","1230"
"13.10.2018 14:00 - 13.10.2018 15:00","0","1019"
"13.10.2018 15:00 - 13.10.2018 16:00","0","1013"
"13.10.2018 16:00 - 13.10.2018 17:00","0","1298"
"13.10.2018 17:00 - 13.10.2018 18:00","0","1095"
"13.10.2018 18:00 - 13.10.2018 19:00","0","1309"
"13.10.2018 19:00 - 13.10.2018 20:00","0","1362"
"13.10.2018 20:00 - 13.10.2018 21:00","0","1513"
"13.10.2018 21:00 - 13.10.2018 22:00","0","1473"
"13.10.2018 22:00 - 13.10.2018 23:00","0","561"
"13.10.2018 23:00 - 14.10.2018 00:00","0","199"
"14.10.2018 00:00 - 14.10.2018 01:00","0","1462"
"14.10.2018 01:00 - 14.10.2018 02:00","0","1466"
"14.10.2018 02:00 - 14.10.2018 03:00","0","1465"
"14.10.2018 03:00 - 14.10.2018 04:00","0","1464"
"14.10.2018 04:00 - 14.10.2018 05:00","0","1463"
"14.10.2018 05:00 - 14.10.2018 06:00","0","1613"
"14.10.2018 06:00 - 14.10.2018 07:00","0","1614"
"14.10.2018 07:00 - 14.10.2018 08:00","0","1662"
"14.10.2018 08:00 - 14.10.2018 09:00","0","1864"
"14.10.2018 09:00 - 14.10.2018 10:00","0","2021"
"14.10.2018 10:00 - 14.10.2018 11:00","0","2021"
"14.10.2018 11:00 - 14.10.2018 12:00","0","2000"
"14.10.2018 12:00 - 14.10.2018 13:00","0","2000"
"14.10.2018 13:00 - 14.10.2018 14:00","0","2021"
"14.10.2018 14:00 - 14.10.2018 15:00","0","2020"
"14.10.2018 15:00 - 14.10.2018 16:00","0","2020"
"14.10.2018 16:00 - 14.10.2018 17:00","0","2021"
"14.10.2018 17:00 - 14.10.2018 18:00","0","2020"
"14.10.2018 18:00 - 14.10.2018 19:00","0","2020"
"14.10.2018 19:00 - 14.10.2018 20:00","0","2019"
"14.10.2018 20:00 - 14.10.2018 21:00","0","2021"
"14.10.2018 21:00 - 14.10.2018 22:00","0","1931"
"14.10.2018 22:00 - 14.10.2018 23:00","0","2021"
"14.10.2018 23:00 - 15.10.2018 00:00","0","2016"
"15.10.2018 00:00 - 15.10.2018 01:00","0","1817"
"15.10.2018 01:00 - 15.10.2018 02:00","0","1772"
"15.10.2018 02:00 - 15.10.2018 03:00","0","1771"
"15.10.2018 03:00 - 15.10.2018 04:00","0","1772"
"15.10.2018 04:00 - 15.10.2018 05:00","0","1771"
"15.10.2018 05:00 - 15.10.2018 06:00","0","1817"
"15.10.2018 06:00 - 15.10.2018 07:00","0","1818"
"15.10.2018 07:00 - 15.10.2018 08:00","0","1795"
"15.10.2018 08:00 - 15.10.2018 09:00","0","1545"
"15.10.2018 09:00 - 15.10.2018 10:00","0","1837"
"15.10.2018 10:00 - 15.10.2018 11:00","0","1709"
"15.10.2018 11:00 - 15.10.2018 12:00","0","1562"
"15.10.2018 12:00 - 15.10.2018 13:00","0","1229"
"15.10.2018 13:00 - 15.10.2018 14:00","0","1569"
"15.10.2018 14:00 - 15.10.2018 15:00","0","1543"
"15.10.2018 15:00 - 15.10.2018 16:00","0","1493"
"15.10.2018 16:00 - 15.10.2018 17:00","0","907"
"15.10.2018 17:00 - 15.10.2018 18:00","0","1806"
"15.10.2018 18:00 - 15.10.2018 19:00","0","2017"
"15.10.2018 19:00 - 15.10.2018 20:00","0","2017"
"15.10.2018 20:00 - 15.10.2018 21:00","0","2018"
"15.10.2018 21:00 - 15.10.2018 22:00","0","2013"
"15.10.2018 22:00 - 15.10.2018 23:00","0","923"
"15.10.2018 23:00 - 16.10.2018 00:00","0","2009"
"16.10.2018 00:00 - 16.10.2018 01:00","0","1720"
"16.10.2018 01:00 - 16.10.2018 02:00","0","1717"
"16.10.2018 02:00 - 16.10.2018 03:00","0","1717"
"16.10.2018 03:00 - 16.10.2018 04:00","0","1717"
"16.10.2018 04:00 - 16.10.2018 05:00","0","1717"
"16.10.2018 05:00 - 16.10.2018 06:00","0","1719"
"16.10.2018 06:00 - 16.10.2018 07:00","0","904"
"16.10.2018 07:00 - 16.10.2018 08:00","653","0"
"16.10.2018 08:00 - 16.10.2018 09:00","161","0"
"16.10.2018 09:00 - 16.10.2018 10:00","0","728"
"16.10.2018 10:00 - 16.10.2018 11:00","0","9"
"16.10.2018 11:00 - 16.10.2018 12:00","1228","0"
"16.10.2018 12:00 - 16.10.2018 13:00","1682","0"
"16.10.2018 13:00 - 16.10.2018 14:00","1178","0"
"16.10.2018 14:00 - 16.10.2018 15:00","1070","0"
"16.10.2018 15:00 - 16.10.2018 16:00","874","0"
"16.10.2018 16:00 - 16.10.2018 17:00","376","0"
"16.10.2018 17:00 - 16.10.2018 18:00","424","0"
"16.10.2018 18:00 - 16.10.2018 19:00","185","0"
"16.10.2018 19:00 - 16.10.2018 20:00","278","0"
"16.10.2018 20:00 - 16.10.2018 21:00","0","1255"
"16.10.2018 21:00 - 16.10.2018 22:00","0","62"
"16.10.2018 22:00 - 16.10.2018 23:00","166","0"
"16.10.2018 23:00 - 17.10.2018 00:00","621","0"
"17.10.2018 00:00 - 17.10.2018 01:00","0","879"
"17.10.2018 01:00 - 17.10.2018 02:00","0","1524"
"17.10.2018 02:00 - 17.10.2018 03:00","0","1688"
"17.10.2018 03:00 - 17.10.2018 04:00","0","1688"
"17.10.2018 04:00 - 17.10.2018 05:00","0","1688"
"17.10.2018 05:00 - 17.10.2018 06:00","0","1691"
"17.10.2018 06:00 - 17.10.2018 07:00","0","77"
"17.10.2018 07:00 - 17.10.2018 08:00","1075","0"
"17.10.2018 08:00 - 17.10.2018 09:00","913","0"
"17.10.2018 09:00 - 17.10.2018 10:00","53","0"
"17.10.2018 10:00 - 17.10.2018 11:00","44","0"
"17.10.2018 11:00 - 17.10.2018 12:00","663","0"
"17.10.2018 12:00 - 17.10.2018 13:00","1409","0"
"17.10.2018 13:00 - 17.10.2018 14:00","1375","0"
"17.10.2018 14:00 - 17.10.2018 15:00","681","0"
"17.10.2018 15:00 - 17.10.2018 16:00","129","0"
"17.10.2018 16:00 - 17.10.2018 17:00","383","0"
"17.10.2018 17:00 - 17.10.2018 18:00","77","0"
"17.10.2018 18:00 - 17.10.2018 19:00","0","1478"
"17.10.2018 19:00 - 17.10.2018 20:00","0","1808"
"17.10.2018 20:00 - 17.10.2018 21:00","0","2008"
"17.10.2018 21:00 - 17.10.2018 22:00","0","841"
"17.10.2018 22:00 - 17.10.2018 23:00","0","505"
"17.10.2018 23:00 - 18.10.2018 00:00","0","594"
"18.10.2018 00:00 - 18.10.2018 01:00","0","1910"
"18.10.2018 01:00 - 18.10.2018 02:00","0","1819"
"18.10.2018 02:00 - 18.10.2018 03:00","0","1818"
"18.10.2018 03:00 - 18.10.2018 04:00","0","1818"
"18.10.2018 04:00 - 18.10.2018 05:00","0","1818"
"18.10.2018 05:00 - 18.10.2018 06:00","0","1818"
"18.10.2018 06:00 - 18.10.2018 07:00","0","828"
"18.10.2018 07:00 - 18.10.2018 08:00","0","261"
"18.10.2018 08:00 - 18.10.2018 09:00","0","1938"
"18.10.2018 09:00 - 18.10.2018 10:00","0","2017"
"18.10.2018 10:00 - 18.10.2018 11:00","0","2018"
"18.10.2018 11:00 - 18.10.2018 12:00","0","1857"
"18.10.2018 12:00 - 18.10.2018 13:00","0","1837"
"18.10.2018 13:00 - 18.10.2018 14:00","0","1594"
"18.10.2018 14:00 - 18.10.2018 15:00","0","1553"
"18.10.2018 15:00 - 18.10.2018 16:00","0","1366"
"18.10.2018 16:00 - 18.10.2018 17:00","0","1563"
"18.10.2018 17:00 - 18.10.2018 18:00","0","2017"
"18.10.2018 18:00 - 18.10.2018 19:00","0","2018"
"18.10.2018 19:00 - 18.10.2018 20:00","0","2017"
"18.10.2018 20:00 - 18.10.2018 21:00","0","2017"
"18.10.2018 21:00 - 18.10.2018 22:00","0","2017"
"18.10.2018 22:00 - 18.10.2018 23:00","0","2018"
"18.10.2018 23:00 - 19.10.2018 00:00","0","2017"
"19.10.2018 00:00 - 19.10.2018 01:00","0","1914"
"19.10.2018 01:00 - 19.10.2018 02:00","0","1913"
"19.10.2018 02:00 - 19.10.2018 03:00","0","1913"
"19.10.2018 03:00 - 19.10.2018 04:00","0","1914"
"19.10.2018 04:00 - 19.10.2018 05:00","0","1913"
"19.10.2018 05:00 - 19.10.2018 06:00","0","1914"
"19.10.2018 06:00 - 19.10.2018 07:00","0","1809"
"19.10.2018 07:00 - 19.10.2018 08:00","533","0"
"19.10.2018 08:00 - 19.10.2018 09:00","0","359"
"19.10.2018 09:00 - 19.10.2018 10:00","0","1500"
"19.10.2018 10:00 - 19.10.2018 11:00","0","842"
"19.10.2018 11:00 - 19.10.2018 12:00","339","0"
"19.10.2018 12:00 - 19.10.2018 13:00","364","0"
"19.10.2018 13:00 - 19.10.2018 14:00","399","0"
"19.10.2018 14:00 - 19.10.2018 15:00","0","530"
"19.10.2018 15:00 - 19.10.2018 16:00","0","252"
"19.10.2018 16:00 - 19.10.2018 17:00","0","403"
"19.10.2018 17:00 - 19.10.2018 18:00","0","1791"
"19.10.2018 18:00 - 19.10.2018 19:00","0","2017"
"19.10.2018 19:00 - 19.10.2018 20:00","0","2017"
"19.10.2018 20:00 - 19.10.2018 21:00","0","2016"
"19.10.2018 21:00 - 19.10.2018 22:00","0","2016"
"19.10.2018 22:00 - 19.10.2018 23:00","0","2016"
"19.10.2018 23:00 - 20.10.2018 00:00","0","2017"
"20.10.2018 00:00 - 20.10.2018 01:00","0","2017"
"20.10.2018 01:00 - 20.10.2018 02:00","0","1818"
"20.10.2018 02:00 - 20.10.2018 03:00","0","1818"
"20.10.2018 03:00 - 20.10.2018 04:00","0","1818"
"20.10.2018 04:00 - 20.10.2018 05:00","0","1818"
"20.10.2018 05:00 - 20.10.2018 06:00","0","1818"
"20.10.2018 06:00 - 20.10.2018 07:00","0","1818"
"20.10.2018 07:00 - 20.10.2018 08:00","0","1816"
"20.10.2018 08:00 - 20.10.2018 09:00","0","2017"
"20.10.2018 09:00 - 20.10.2018 10:00","0","2018"
"20.10.2018 10:00 - 20.10.2018 11:00","0","2018"
"20.10.2018 11:00 - 20.10.2018 12:00","0","2018"
"20.10.2018 12:00 - 20.10.2018 13:00","0","2017"
"20.10.2018 13:00 - 20.10.2018 14:00","0","2016"
"20.10.2018 14:00 - 20.10.2018 15:00","0","2017"
"20.10.2018 15:00 - 20.10.2018 16:00","0","2017"
"20.10.2018 16:00 - 20.10.2018 17:00","0","2018"
"20.10.2018 17:00 - 20.10.2018 18:00","0","2017"
"20.10.2018 18:00 - 20.10.2018 19:00","0","2018"
"20.10.2018 19:00 - 20.10.2018 20:00","0","2018"
"20.10.2018 20:00 - 20.10.2018 21:00","0","2018"
"20.10.2018 21:00 - 20.10.2018 22:00","0","2018"
"20.10.2018 22:00 - 20.10.2018 23:00","0","2018"
"20.10.2018 23:00 - 21.10.2018 00:00","0","1760"
"21.10.2018 00:00 - 21.10.2018 01:00","0","1715"
"21.10.2018 01:00 - 21.10.2018 02:00","0","1661"
"21.10.2018 02:00 - 21.10.2018 03:00","0","1568"
"21.10.2018 03:00 - 21.10.2018 04:00","0","1568"
"21.10.2018 04:00 - 21.10.2018 05:00","0","1433"
"21.10.2018 05:00 - 21.10.2018 06:00","0","1462"
"21.10.2018 06:00 - 21.10.2018 07:00","0","1462"
"21.10.2018 07:00 - 21.10.2018 08:00","0","1461"
"21.10.2018 08:00 - 21.10.2018 09:00","0","1519"
"21.10.2018 09:00 - 21.10.2018 10:00","0","1716"
"21.10.2018 10:00 - 21.10.2018 11:00","0","2017"
"21.10.2018 11:00 - 21.10.2018 12:00","0","2017"
"21.10.2018 12:00 - 21.10.2018 13:00","0","2017"
"21.10.2018 13:00 - 21.10.2018 14:00","0","2018"
"21.10.2018 14:00 - 21.10.2018 15:00","0","2018"
"21.10.2018 15:00 - 21.10.2018 16:00","0","2017"
"21.10.2018 16:00 - 21.10.2018 17:00","0","2017"
"21.10.2018 17:00 - 21.10.2018 18:00","0","2018"
"21.10.2018 18:00 - 21.10.2018 19:00","0","2018"
"21.10.2018 19:00 - 21.10.2018 20:00","0","2018"
"21.10.2018 20:00 - 21.10.2018 21:00","0","2019"
"21.10.2018 21:00 - 21.10.2018 22:00","0","2020"
"21.10.2018 22:00 - 21.10.2018 23:00","0","1918"
"21.10.2018 23:00 - 22.10.2018 00:00","0","1917"
"22.10.2018 00:00 - 22.10.2018 01:00","0","1356"
"22.10.2018 01:00 - 22.10.2018 02:00","0","1356"
"22.10.2018 02:00 - 22.10.2018 03:00","0","1356"
"22.10.2018 03:00 - 22.10.2018 04:00","0","1356"
"22.10.2018 04:00 - 22.10.2018 05:00","0","1355"
"22.10.2018 05:00 - 22.10.2018 06:00","0","1358"
"22.10.2018 06:00 - 22.10.2018 07:00","0","1071"
"22.10.2018 07:00 - 22.10.2018 08:00","0","1067"
"22.10.2018 08:00 - 22.10.2018 09:00","0","1771"
"22.10.2018 09:00 - 22.10.2018 10:00","0","2017"
"22.10.2018 10:00 - 22.10.2018 11:00","0","2017"
"22.10.2018 11:00 - 22.10.2018 12:00","0","1868"
"22.10.2018 12:00 - 22.10.2018 13:00","0","1368"
"22.10.2018 13:00 - 22.10.2018 14:00","0","1335"
"22.10.2018 14:00 - 22.10.2018 15:00","0","2017"
"22.10.2018 15:00 - 22.10.2018 16:00","0","2017"
"22.10.2018 16:00 - 22.10.2018 17:00","0","2017"
"22.10.2018 17:00 - 22.10.2018 18:00","0","2017"
"22.10.2018 18:00 - 22.10.2018 19:00","0","2018"
"22.10.2018 19:00 - 22.10.2018 20:00","0","2016"
"22.10.2018 20:00 - 22.10.2018 21:00","0","2017"
"22.10.2018 21:00 - 22.10.2018 22:00","0","1905"
"22.10.2018 22:00 - 22.10.2018 23:00","0","1789"
"22.10.2018 23:00 - 23.10.2018 00:00","0","719"
"23.10.2018 00:00 - 23.10.2018 01:00","0","1258"
"23.10.2018 01:00 - 23.10.2018 02:00","0","984"
"23.10.2018 02:00 - 23.10.2018 03:00","0","402"
"23.10.2018 03:00 - 23.10.2018 04:00","0","875"
"23.10.2018 04:00 - 23.10.2018 05:00","0","596"
"23.10.2018 05:00 - 23.10.2018 06:00","70","0"
"23.10.2018 06:00 - 23.10.2018 07:00","0","759"
"23.10.2018 07:00 - 23.10.2018 08:00","0","1280"
"23.10.2018 08:00 - 23.10.2018 09:00","0","20"
"23.10.2018 09:00 - 23.10.2018 10:00","0","344"
"23.10.2018 10:00 - 23.10.2018 11:00","0","982"
"23.10.2018 11:00 - 23.10.2018 12:00","0","45"
"23.10.2018 12:00 - 23.10.2018 13:00","388","0"
"23.10.2018 13:00 - 23.10.2018 14:00","0","300"
"23.10.2018 14:00 - 23.10.2018 15:00","0","128"
"23.10.2018 15:00 - 23.10.2018 16:00","0","902"
"23.10.2018 16:00 - 23.10.2018 17:00","0","1018"
"23.10.2018 17:00 - 23.10.2018 18:00","0","1531"
"23.10.2018 18:00 - 23.10.2018 19:00","0","2016"
"23.10.2018 19:00 - 23.10.2018 20:00","0","2017"
"23.10.2018 20:00 - 23.10.2018 21:00","0","2018"
"23.10.2018 21:00 - 23.10.2018 22:00","0","1405"
"23.10.2018 22:00 - 23.10.2018 23:00","0","1092"
"23.10.2018 23:00 - 24.10.2018 00:00","0","876"
"24.10.2018 00:00 - 24.10.2018 01:00","0","1397"
"24.10.2018 01:00 - 24.10.2018 02:00","0","942"
"24.10.2018 02:00 - 24.10.2018 03:00","0","1180"
"24.10.2018 03:00 - 24.10.2018 04:00","0","1229"
"24.10.2018 04:00 - 24.10.2018 05:00","0","547"
"24.10.2018 05:00 - 24.10.2018 06:00","0","528"
"24.10.2018 06:00 - 24.10.2018 07:00","0","1268"
"24.10.2018 07:00 - 24.10.2018 08:00","0","281"
"24.10.2018 08:00 - 24.10.2018 09:00","248","0"
"24.10.2018 09:00 - 24.10.2018 10:00","0","86"
"24.10.2018 10:00 - 24.10.2018 11:00","0","421"
"24.10.2018 11:00 - 24.10.2018 12:00","26","0"
"24.10.2018 12:00 - 24.10.2018 13:00","200","0"
"24.10.2018 13:00 - 24.10.2018 14:00","0","31"
"24.10.2018 14:00 - 24.10.2018 15:00","962","0"
"24.10.2018 15:00 - 24.10.2018 16:00","602","0"
"24.10.2018 16:00 - 24.10.2018 17:00","0","233"
"24.10.2018 17:00 - 24.10.2018 18:00","0","239"
"24.10.2018 18:00 - 24.10.2018 19:00","0","1669"
"24.10.2018 19:00 - 24.10.2018 20:00","0","2017"
"24.10.2018 20:00 - 24.10.2018 21:00","0","2017"
"24.10.2018 21:00 - 24.10.2018 22:00","0","1506"
"24.10.2018 22:00 - 24.10.2018 23:00","0","485"
"24.10.2018 23:00 - 25.10.2018 00:00","0","1280"
"25.10.2018 00:00 - 25.10.2018 01:00","0","1664"
"25.10.2018 01:00 - 25.10.2018 02:00","0","1564"
"25.10.2018 02:00 - 25.10.2018 03:00","0","1592"
"25.10.2018 03:00 - 25.10.2018 04:00","0","1592"
"25.10.2018 04:00 - 25.10.2018 05:00","0","1592"
"25.10.2018 05:00 - 25.10.2018 06:00","0","1592"
"25.10.2018 06:00 - 25.10.2018 07:00","92","0"
"25.10.2018 07:00 - 25.10.2018 08:00","739","0"
"25.10.2018 08:00 - 25.10.2018 09:00","1580","0"
"25.10.2018 09:00 - 25.10.2018 10:00","1","0"
"25.10.2018 10:00 - 25.10.2018 11:00","0","338"
"25.10.2018 11:00 - 25.10.2018 12:00","237","0"
"25.10.2018 12:00 - 25.10.2018 13:00","82","0"
"25.10.2018 13:00 - 25.10.2018 14:00","161","0"
"25.10.2018 14:00 - 25.10.2018 15:00","815","0"
"25.10.2018 15:00 - 25.10.2018 16:00","982","0"
"25.10.2018 16:00 - 25.10.2018 17:00","962","0"
"25.10.2018 17:00 - 25.10.2018 18:00","0","680"
"25.10.2018 18:00 - 25.10.2018 19:00","0","1848"
"25.10.2018 19:00 - 25.10.2018 20:00","0","2005"
"25.10.2018 20:00 - 25.10.2018 21:00","0","1131"
"25.10.2018 21:00 - 25.10.2018 22:00","0","63"
"25.10.2018 22:00 - 25.10.2018 23:00","0","183"
"25.10.2018 23:00 - 26.10.2018 00:00","518","0"
"26.10.2018 00:00 - 26.10.2018 01:00","0","467"
"26.10.2018 01:00 - 26.10.2018 02:00","0","225"
"26.10.2018 02:00 - 26.10.2018 03:00","0","900"
"26.10.2018 03:00 - 26.10.2018 04:00","0","1274"
"26.10.2018 04:00 - 26.10.2018 05:00","0","808"
"26.10.2018 05:00 - 26.10.2018 06:00","0","307"
"26.10.2018 06:00 - 26.10.2018 07:00","0","435"
"26.10.2018 07:00 - 26.10.2018 08:00","386","0"
"26.10.2018 08:00 - 26.10.2018 09:00","0","356"
"26.10.2018 09:00 - 26.10.2018 10:00","0","791"
"26.10.2018 10:00 - 26.10.2018 11:00","0","447"
"26.10.2018 11:00 - 26.10.2018 12:00","601","0"
"26.10.2018 12:00 - 26.10.2018 13:00","1356","0"
"26.10.2018 13:00 - 26.10.2018 14:00","1249","0"
"26.10.2018 14:00 - 26.10.2018 15:00","1318","0"
"26.10.2018 15:00 - 26.10.2018 16:00","1426","0"
"26.10.2018 16:00 - 26.10.2018 17:00","1366","0"
"26.10.2018 17:00 - 26.10.2018 18:00","0","308"
"26.10.2018 18:00 - 26.10.2018 19:00","0","1405"
"26.10.2018 19:00 - 26.10.2018 20:00","0","1558"
"26.10.2018 20:00 - 26.10.2018 21:00","0","1900"
"26.10.2018 21:00 - 26.10.2018 22:00","0","338"
"26.10.2018 22:00 - 26.10.2018 23:00","0","231"
"26.10.2018 23:00 - 27.10.2018 00:00","445","0"
"27.10.2018 00:00 - 27.10.2018 01:00","0","759"
"27.10.2018 01:00 - 27.10.2018 02:00","0","581"
"27.10.2018 02:00 - 27.10.2018 03:00","0","587"
"27.10.2018 03:00 - 27.10.2018 04:00","0","513"
"27.10.2018 04:00 - 27.10.2018 05:00","0","512"
"27.10.2018 05:00 - 27.10.2018 06:00","0","469"
"27.10.2018 06:00 - 27.10.2018 07:00","0","511"
"27.10.2018 07:00 - 27.10.2018 08:00","0","366"
"27.10.2018 08:00 - 27.10.2018 09:00","0","186"
"27.10.2018 09:00 - 27.10.2018 10:00","336","0"
"27.10.2018 10:00 - 27.10.2018 11:00","0","285"
"27.10.2018 11:00 - 27.10.2018 12:00","0","128"
"27.10.2018 12:00 - 27.10.2018 13:00","0","170"
"27.10.2018 13:00 - 27.10.2018 14:00","0","102"
"27.10.2018 14:00 - 27.10.2018 15:00","219","0"
"27.10.2018 15:00 - 27.10.2018 16:00","247","0"
"27.10.2018 16:00 - 27.10.2018 17:00","0","699"
"27.10.2018 17:00 - 27.10.2018 18:00","0","1837"
"27.10.2018 18:00 - 27.10.2018 19:00","0","2017"
"27.10.2018 19:00 - 27.10.2018 20:00","0","2018"
"27.10.2018 20:00 - 27.10.2018 21:00","0","2016"
"27.10.2018 21:00 - 27.10.2018 22:00","0","1153"
"27.10.2018 22:00 - 27.10.2018 23:00","0","815"
"27.10.2018 23:00 - 28.10.2018 00:00","0","554"
"28.10.2018 00:00 - 28.10.2018 01:00","0","1431"
"28.10.2018 01:00 - 28.10.2018 02:00","0","1612"
"28.10.2018 02:00 - 28.10.2018 03:00","N/A","N/A"
"28.10.2018 02:00 - 28.10.2018 03:00","0","1614"
"28.10.2018 03:00 - 28.10.2018 04:00","0","1614"
"28.10.2018 04:00 - 28.10.2018 05:00","0","1614"
"28.10.2018 05:00 - 28.10.2018 06:00","0","1614"
"28.10.2018 06:00 - 28.10.2018 07:00","0","1614"
"28.10.2018 07:00 - 28.10.2018 08:00","0","1661"
"28.10.2018 08:00 - 28.10.2018 09:00","0","1963"
"28.10.2018 09:00 - 28.10.2018 10:00","0","2017"
"28.10.2018 10:00 - 28.10.2018 11:00","0","2017"
"28.10.2018 11:00 - 28.10.2018 12:00","0","2016"
"28.10.2018 12:00 - 28.10.2018 13:00","0","2016"
"28.10.2018 13:00 - 28.10.2018 14:00","0","2016"
"28.10.2018 14:00 - 28.10.2018 15:00","0","2016"
"28.10.2018 15:00 - 28.10.2018 16:00","0","2016"
"28.10.2018 16:00 - 28.10.2018 17:00","0","2017"
"28.10.2018 17:00 - 28.10.2018 18:00","0","2016"
"28.10.2018 18:00 - 28.10.2018 19:00","0","2016"
"28.10.2018 19:00 - 28.10.2018 20:00","0","2016"
"28.10.2018 20:00 - 28.10.2018 21:00","0","2017"
"28.10.2018 21:00 - 28.10.2018 22:00","0","2016"
"28.10.2018 22:00 - 28.10.2018 23:00","0","2010"
"28.10.2018 23:00 - 29.10.2018 00:00","0","903"
"29.10.2018 00:00 - 29.10.2018 01:00","0","1914"
"29.10.2018 01:00 - 29.10.2018 02:00","0","1818"
"29.10.2018 02:00 - 29.10.2018 03:00","0","1818"
"29.10.2018 03:00 - 29.10.2018 04:00","0","1818"
"29.10.2018 04:00 - 29.10.2018 05:00","0","1818"
"29.10.2018 05:00 - 29.10.2018 06:00","0","1817"
"29.10.2018 06:00 - 29.10.2018 07:00","0","1813"
"29.10.2018 07:00 - 29.10.2018 08:00","74","0"
"29.10.2018 08:00 - 29.10.2018 09:00","1477","0"
"29.10.2018 09:00 - 29.10.2018 10:00","1566","0"
"29.10.2018 10:00 - 29.10.2018 11:00","1366","0"
"29.10.2018 11:00 - 29.10.2018 12:00","1477","0"
"29.10.2018 12:00 - 29.10.2018 13:00","1478","0"
"29.10.2018 13:00 - 29.10.2018 14:00","1479","0"
"29.10.2018 14:00 - 29.10.2018 15:00","1978","0"
"29.10.2018 15:00 - 29.10.2018 16:00","1978","0"
"29.10.2018 16:00 - 29.10.2018 17:00","1944","0"
"29.10.2018 17:00 - 29.10.2018 18:00","529","0"
"29.10.2018 18:00 - 29.10.2018 19:00","0","468"
"29.10.2018 19:00 - 29.10.2018 20:00","0","175"
"29.10.2018 20:00 - 29.10.2018 21:00","0","745"
"29.10.2018 21:00 - 29.10.2018 22:00","14","0"
"29.10.2018 22:00 - 29.10.2018 23:00","1802","0"
"29.10.2018 23:00 - 30.10.2018 00:00","1814","0"
"30.10.2018 00:00 - 30.10.2018 01:00","0","614"
"30.10.2018 01:00 - 30.10.2018 02:00","0","1801"
"30.10.2018 02:00 - 30.10.2018 03:00","0","1911"
"30.10.2018 03:00 - 30.10.2018 04:00","0","1911"
"30.10.2018 04:00 - 30.10.2018 05:00","0","1915"
"30.10.2018 05:00 - 30.10.2018 06:00","0","663"
"30.10.2018 06:00 - 30.10.2018 07:00","537","0"
"30.10.2018 07:00 - 30.10.2018 08:00","1940","0"
"30.10.2018 08:00 - 30.10.2018 09:00","1978","0"
"30.10.2018 09:00 - 30.10.2018 10:00","1248","0"
"30.10.2018 10:00 - 30.10.2018 11:00","404","0"
"30.10.2018 11:00 - 30.10.2018 12:00","917","0"
"30.10.2018 12:00 - 30.10.2018 13:00","952","0"
"30.10.2018 13:00 - 30.10.2018 14:00","774","0"
"30.10.2018 14:00 - 30.10.2018 15:00","664","0"
"30.10.2018 15:00 - 30.10.2018 16:00","369","0"
"30.10.2018 16:00 - 30.10.2018 17:00","0","372"
"30.10.2018 17:00 - 30.10.2018 18:00","0","1882"
"30.10.2018 18:00 - 30.10.2018 19:00","0","2016"
"30.10.2018 19:00 - 30.10.2018 20:00","0","2012"
"30.10.2018 20:00 - 30.10.2018 21:00","0","952"
"30.10.2018 21:00 - 30.10.2018 22:00","0","944"
"30.10.2018 22:00 - 30.10.2018 23:00","0","1290"
"30.10.2018 23:00 - 31.10.2018 00:00","455","0"
"31.10.2018 00:00 - 31.10.2018 01:00","0","432"
"31.10.2018 01:00 - 31.10.2018 02:00","0","655"
"31.10.2018 02:00 - 31.10.2018 03:00","0","1409"
"31.10.2018 03:00 - 31.10.2018 04:00","0","1680"
"31.10.2018 04:00 - 31.10.2018 05:00","0","1110"
