"Time (CET)","Hungary (HU) > Croatia (HR) [MW]","Croatia (HR) > Hungary (HU) [MW]"
"20.01.2018 07:00 - 20.01.2018 08:00","444","0"
"20.01.2018 08:00 - 20.01.2018 09:00","389","0"
"20.01.2018 09:00 - 20.01.2018 10:00","324","0"
"20.01.2018 10:00 - 20.01.2018 11:00","273","0"
"20.01.2018 11:00 - 20.01.2018 12:00","206","0"
"20.01.2018 12:00 - 20.01.2018 13:00","194","0"
"20.01.2018 13:00 - 20.01.2018 14:00","193","0"
"20.01.2018 14:00 - 20.01.2018 15:00","162","0"
"20.01.2018 15:00 - 20.01.2018 16:00","105","0"
"20.01.2018 16:00 - 20.01.2018 17:00","22","0"
"20.01.2018 17:00 - 20.01.2018 18:00","64","0"
"20.01.2018 18:00 - 20.01.2018 19:00","144","0"
"20.01.2018 19:00 - 20.01.2018 20:00","216","0"
"20.01.2018 20:00 - 20.01.2018 21:00","316","0"
"20.01.2018 21:00 - 20.01.2018 22:00","388","0"
"20.01.2018 22:00 - 20.01.2018 23:00","470","0"
"20.01.2018 23:00 - 21.01.2018 00:00","466","0"
"21.01.2018 00:00 - 21.01.2018 01:00","571","0"
"21.01.2018 01:00 - 21.01.2018 02:00","487","0"
"21.01.2018 02:00 - 21.01.2018 03:00","378","0"
"21.01.2018 03:00 - 21.01.2018 04:00","398","0"
"21.01.2018 04:00 - 21.01.2018 05:00","420","0"
"21.01.2018 05:00 - 21.01.2018 06:00","420","0"
"21.01.2018 06:00 - 21.01.2018 07:00","416","0"
"21.01.2018 07:00 - 21.01.2018 08:00","472","0"
"21.01.2018 08:00 - 21.01.2018 09:00","499","0"
"21.01.2018 09:00 - 21.01.2018 10:00","446","0"
"21.01.2018 10:00 - 21.01.2018 11:00","318","0"
"21.01.2018 11:00 - 21.01.2018 12:00","167","0"
"21.01.2018 12:00 - 21.01.2018 13:00","224","0"
"21.01.2018 13:00 - 21.01.2018 14:00","289","0"
"21.01.2018 14:00 - 21.01.2018 15:00","302","0"
"21.01.2018 15:00 - 21.01.2018 16:00","307","0"
"21.01.2018 16:00 - 21.01.2018 17:00","282","0"
"21.01.2018 17:00 - 21.01.2018 18:00","289","0"
"21.01.2018 18:00 - 21.01.2018 19:00","287","0"
"21.01.2018 19:00 - 21.01.2018 20:00","282","0"
"21.01.2018 20:00 - 21.01.2018 21:00","333","0"
"21.01.2018 21:00 - 21.01.2018 22:00","399","0"
"21.01.2018 22:00 - 21.01.2018 23:00","513","0"
"21.01.2018 23:00 - 22.01.2018 00:00","588","0"
"22.01.2018 00:00 - 22.01.2018 01:00","430","0"
"22.01.2018 01:00 - 22.01.2018 02:00","366","0"
"22.01.2018 02:00 - 22.01.2018 03:00","325","0"
"22.01.2018 03:00 - 22.01.2018 04:00","267","0"
"22.01.2018 04:00 - 22.01.2018 05:00","213","0"
"22.01.2018 05:00 - 22.01.2018 06:00","151","0"
"22.01.2018 06:00 - 22.01.2018 07:00","7","0"
"22.01.2018 07:00 - 22.01.2018 08:00","0","44"
"22.01.2018 08:00 - 22.01.2018 09:00","0","89"
"22.01.2018 09:00 - 22.01.2018 10:00","0","167"
"22.01.2018 10:00 - 22.01.2018 11:00","0","161"
"22.01.2018 11:00 - 22.01.2018 12:00","0","183"
"22.01.2018 12:00 - 22.01.2018 13:00","0","320"
"22.01.2018 13:00 - 22.01.2018 14:00","0","328"
"22.01.2018 14:00 - 22.01.2018 15:00","0","334"
"22.01.2018 15:00 - 22.01.2018 16:00","0","411"
"22.01.2018 16:00 - 22.01.2018 17:00","0","400"
"22.01.2018 17:00 - 22.01.2018 18:00","0","363"
"22.01.2018 18:00 - 22.01.2018 19:00","0","296"
"22.01.2018 19:00 - 22.01.2018 20:00","0","233"
"22.01.2018 20:00 - 22.01.2018 21:00","0","68"
"22.01.2018 21:00 - 22.01.2018 22:00","193","0"
"22.01.2018 22:00 - 22.01.2018 23:00","404","0"
"22.01.2018 23:00 - 23.01.2018 00:00","412","0"
"23.01.2018 00:00 - 23.01.2018 01:00","273","0"
"23.01.2018 01:00 - 23.01.2018 02:00","222","0"
"23.01.2018 02:00 - 23.01.2018 03:00","190","0"
"23.01.2018 03:00 - 23.01.2018 04:00","92","0"
"23.01.2018 04:00 - 23.01.2018 05:00","47","0"
"23.01.2018 05:00 - 23.01.2018 06:00","70","0"
"23.01.2018 06:00 - 23.01.2018 07:00","0","63"
"23.01.2018 07:00 - 23.01.2018 08:00","0","208"
"23.01.2018 08:00 - 23.01.2018 09:00","0","356"
"23.01.2018 09:00 - 23.01.2018 10:00","0","343"
"23.01.2018 10:00 - 23.01.2018 11:00","0","280"
"23.01.2018 11:00 - 23.01.2018 12:00","0","280"
"23.01.2018 12:00 - 23.01.2018 13:00","0","308"
"23.01.2018 13:00 - 23.01.2018 14:00","0","332"
"23.01.2018 14:00 - 23.01.2018 15:00","0","320"
"23.01.2018 15:00 - 23.01.2018 16:00","0","340"
"23.01.2018 16:00 - 23.01.2018 17:00","0","329"
"23.01.2018 17:00 - 23.01.2018 18:00","0","209"
"23.01.2018 18:00 - 23.01.2018 19:00","0","175"
"23.01.2018 19:00 - 23.01.2018 20:00","0","88"
"23.01.2018 20:00 - 23.01.2018 21:00","36","0"
"23.01.2018 21:00 - 23.01.2018 22:00","154","0"
"23.01.2018 22:00 - 23.01.2018 23:00","325","0"
"23.01.2018 23:00 - 24.01.2018 00:00","386","0"
"24.01.2018 00:00 - 24.01.2018 01:00","410","0"
"24.01.2018 01:00 - 24.01.2018 02:00","416","0"
"24.01.2018 02:00 - 24.01.2018 03:00","345","0"
"24.01.2018 03:00 - 24.01.2018 04:00","309","0"
"24.01.2018 04:00 - 24.01.2018 05:00","302","0"
"24.01.2018 05:00 - 24.01.2018 06:00","317","0"
"24.01.2018 06:00 - 24.01.2018 07:00","216","0"
"24.01.2018 07:00 - 24.01.2018 08:00","95","0"
"24.01.2018 08:00 - 24.01.2018 09:00","50","0"
"24.01.2018 09:00 - 24.01.2018 10:00","31","0"
"24.01.2018 10:00 - 24.01.2018 11:00","50","0"
"24.01.2018 11:00 - 24.01.2018 12:00","79","0"
"24.01.2018 12:00 - 24.01.2018 13:00","41","0"
"24.01.2018 13:00 - 24.01.2018 14:00","68","0"
"24.01.2018 14:00 - 24.01.2018 15:00","99","0"
"24.01.2018 15:00 - 24.01.2018 16:00","84","0"
"24.01.2018 16:00 - 24.01.2018 17:00","141","0"
"24.01.2018 17:00 - 24.01.2018 18:00","217","0"
"24.01.2018 18:00 - 24.01.2018 19:00","239","0"
"24.01.2018 19:00 - 24.01.2018 20:00","301","0"
"24.01.2018 20:00 - 24.01.2018 21:00","406","0"
"24.01.2018 21:00 - 24.01.2018 22:00","441","0"
"24.01.2018 22:00 - 24.01.2018 23:00","600","0"
"24.01.2018 23:00 - 25.01.2018 00:00","659","0"
"25.01.2018 00:00 - 25.01.2018 01:00","815","0"
"25.01.2018 01:00 - 25.01.2018 02:00","791","0"
"25.01.2018 02:00 - 25.01.2018 03:00","728","0"
"25.01.2018 03:00 - 25.01.2018 04:00","658","0"
"25.01.2018 04:00 - 25.01.2018 05:00","638","0"
"25.01.2018 05:00 - 25.01.2018 06:00","652","0"
"25.01.2018 06:00 - 25.01.2018 07:00","360","0"
"25.01.2018 07:00 - 25.01.2018 08:00","152","0"
"25.01.2018 08:00 - 25.01.2018 09:00","95","0"
"25.01.2018 09:00 - 25.01.2018 10:00","109","0"
"25.01.2018 10:00 - 25.01.2018 11:00","144","0"
"25.01.2018 11:00 - 25.01.2018 12:00","118","0"
"25.01.2018 12:00 - 25.01.2018 13:00","126","0"
"25.01.2018 13:00 - 25.01.2018 14:00","123","0"
"25.01.2018 14:00 - 25.01.2018 15:00","61","0"
"25.01.2018 15:00 - 25.01.2018 16:00","0","14"
"25.01.2018 16:00 - 25.01.2018 17:00","0","15"
"25.01.2018 17:00 - 25.01.2018 18:00","0","23"
"25.01.2018 18:00 - 25.01.2018 19:00","33","0"
"25.01.2018 19:00 - 25.01.2018 20:00","150","0"
"25.01.2018 20:00 - 25.01.2018 21:00","359","0"
"25.01.2018 21:00 - 25.01.2018 22:00","469","0"
"25.01.2018 22:00 - 25.01.2018 23:00","573","0"
"25.01.2018 23:00 - 26.01.2018 00:00","619","0"
"26.01.2018 00:00 - 26.01.2018 01:00","651","0"
"26.01.2018 01:00 - 26.01.2018 02:00","559","0"
"26.01.2018 02:00 - 26.01.2018 03:00","472","0"
"26.01.2018 03:00 - 26.01.2018 04:00","397","0"
"26.01.2018 04:00 - 26.01.2018 05:00","356","0"
"26.01.2018 05:00 - 26.01.2018 06:00","396","0"
"26.01.2018 06:00 - 26.01.2018 07:00","155","0"
"26.01.2018 07:00 - 26.01.2018 08:00","26","0"
"26.01.2018 08:00 - 26.01.2018 09:00","44","0"
"26.01.2018 09:00 - 26.01.2018 10:00","29","0"
"26.01.2018 10:00 - 26.01.2018 11:00","34","0"
"26.01.2018 11:00 - 26.01.2018 12:00","22","0"
"26.01.2018 12:00 - 26.01.2018 13:00","0","37"
"26.01.2018 13:00 - 26.01.2018 14:00","0","51"
"26.01.2018 14:00 - 26.01.2018 15:00","0","47"
"26.01.2018 15:00 - 26.01.2018 16:00","0","61"
"26.01.2018 16:00 - 26.01.2018 17:00","0","119"
"26.01.2018 17:00 - 26.01.2018 18:00","0","153"
"26.01.2018 18:00 - 26.01.2018 19:00","0","54"
"26.01.2018 19:00 - 26.01.2018 20:00","78","0"
"26.01.2018 20:00 - 26.01.2018 21:00","328","0"
"26.01.2018 21:00 - 26.01.2018 22:00","425","0"
"26.01.2018 22:00 - 26.01.2018 23:00","521","0"
"26.01.2018 23:00 - 27.01.2018 00:00","655","0"
"27.01.2018 00:00 - 27.01.2018 01:00","726","0"
"27.01.2018 01:00 - 27.01.2018 02:00","655","0"
"27.01.2018 02:00 - 27.01.2018 03:00","586","0"
"27.01.2018 03:00 - 27.01.2018 04:00","494","0"
"27.01.2018 04:00 - 27.01.2018 05:00","471","0"
"27.01.2018 05:00 - 27.01.2018 06:00","516","0"
"27.01.2018 06:00 - 27.01.2018 07:00","367","0"
"27.01.2018 07:00 - 27.01.2018 08:00","347","0"
"27.01.2018 08:00 - 27.01.2018 09:00","280","0"
"27.01.2018 09:00 - 27.01.2018 10:00","253","0"
"27.01.2018 10:00 - 27.01.2018 11:00","232","0"
"27.01.2018 11:00 - 27.01.2018 12:00","170","0"
"27.01.2018 12:00 - 27.01.2018 13:00","173","0"
"27.01.2018 13:00 - 27.01.2018 14:00","217","0"
"27.01.2018 14:00 - 27.01.2018 15:00","232","0"
"27.01.2018 15:00 - 27.01.2018 16:00","235","0"
"27.01.2018 16:00 - 27.01.2018 17:00","122","0"
"27.01.2018 17:00 - 27.01.2018 18:00","138","0"
"27.01.2018 18:00 - 27.01.2018 19:00","248","0"
"27.01.2018 19:00 - 27.01.2018 20:00","335","0"
"27.01.2018 20:00 - 27.01.2018 21:00","383","0"
"27.01.2018 21:00 - 27.01.2018 22:00","483","0"
"27.01.2018 22:00 - 27.01.2018 23:00","553","0"
"27.01.2018 23:00 - 28.01.2018 00:00","676","0"
"28.01.2018 00:00 - 28.01.2018 01:00","849","0"
"28.01.2018 01:00 - 28.01.2018 02:00","884","0"
"28.01.2018 02:00 - 28.01.2018 03:00","872","0"
"28.01.2018 03:00 - 28.01.2018 04:00","903","0"
"28.01.2018 04:00 - 28.01.2018 05:00","889","0"
"28.01.2018 05:00 - 28.01.2018 06:00","862","0"
"28.01.2018 06:00 - 28.01.2018 07:00","792","0"
"28.01.2018 07:00 - 28.01.2018 08:00","763","0"
"28.01.2018 08:00 - 28.01.2018 09:00","526","0"
"28.01.2018 09:00 - 28.01.2018 10:00","347","0"
"28.01.2018 10:00 - 28.01.2018 11:00","311","0"
"28.01.2018 11:00 - 28.01.2018 12:00","323","0"
"28.01.2018 12:00 - 28.01.2018 13:00","352","0"
"28.01.2018 13:00 - 28.01.2018 14:00","383","0"
"28.01.2018 14:00 - 28.01.2018 15:00","391","0"
"28.01.2018 15:00 - 28.01.2018 16:00","381","0"
"28.01.2018 16:00 - 28.01.2018 17:00","317","0"
"28.01.2018 17:00 - 28.01.2018 18:00","309","0"
"28.01.2018 18:00 - 28.01.2018 19:00","312","0"
"28.01.2018 19:00 - 28.01.2018 20:00","349","0"
"28.01.2018 20:00 - 28.01.2018 21:00","491","0"
"28.01.2018 21:00 - 28.01.2018 22:00","627","0"
"28.01.2018 22:00 - 28.01.2018 23:00","764","0"
"28.01.2018 23:00 - 29.01.2018 00:00","807","0"
"29.01.2018 00:00 - 29.01.2018 01:00","779","0"
"29.01.2018 01:00 - 29.01.2018 02:00","715","0"
"29.01.2018 02:00 - 29.01.2018 03:00","701","0"
"29.01.2018 03:00 - 29.01.2018 04:00","721","0"
"29.01.2018 04:00 - 29.01.2018 05:00","701","0"
"29.01.2018 05:00 - 29.01.2018 06:00","718","0"
"29.01.2018 06:00 - 29.01.2018 07:00","462","0"
"29.01.2018 07:00 - 29.01.2018 08:00","206","0"
"29.01.2018 08:00 - 29.01.2018 09:00","97","0"
"29.01.2018 09:00 - 29.01.2018 10:00","94","0"
"29.01.2018 10:00 - 29.01.2018 11:00","113","0"
"29.01.2018 11:00 - 29.01.2018 12:00","146","0"
"29.01.2018 12:00 - 29.01.2018 13:00","141","0"
"29.01.2018 13:00 - 29.01.2018 14:00","121","0"
"29.01.2018 14:00 - 29.01.2018 15:00","94","0"
"29.01.2018 15:00 - 29.01.2018 16:00","75","0"
"29.01.2018 16:00 - 29.01.2018 17:00","18","0"
"29.01.2018 17:00 - 29.01.2018 18:00","4","0"
"29.01.2018 18:00 - 29.01.2018 19:00","75","0"
"29.01.2018 19:00 - 29.01.2018 20:00","121","0"
"29.01.2018 20:00 - 29.01.2018 21:00","352","0"
"29.01.2018 21:00 - 29.01.2018 22:00","451","0"
"29.01.2018 22:00 - 29.01.2018 23:00","636","0"
"29.01.2018 23:00 - 30.01.2018 00:00","699","0"
"30.01.2018 00:00 - 30.01.2018 01:00","882","0"
"30.01.2018 01:00 - 30.01.2018 02:00","834","0"
"30.01.2018 02:00 - 30.01.2018 03:00","783","0"
"30.01.2018 03:00 - 30.01.2018 04:00","722","0"
"30.01.2018 04:00 - 30.01.2018 05:00","721","0"
"30.01.2018 05:00 - 30.01.2018 06:00","759","0"
"30.01.2018 06:00 - 30.01.2018 07:00","480","0"
"30.01.2018 07:00 - 30.01.2018 08:00","296","0"
"30.01.2018 08:00 - 30.01.2018 09:00","162","0"
"30.01.2018 09:00 - 30.01.2018 10:00","146","0"
"30.01.2018 10:00 - 30.01.2018 11:00","231","0"
"30.01.2018 11:00 - 30.01.2018 12:00","229","0"
"30.01.2018 12:00 - 30.01.2018 13:00","182","0"
"30.01.2018 13:00 - 30.01.2018 14:00","152","0"
"30.01.2018 14:00 - 30.01.2018 15:00","130","0"
"30.01.2018 15:00 - 30.01.2018 16:00","65","0"
"30.01.2018 16:00 - 30.01.2018 17:00","0","108"
"30.01.2018 17:00 - 30.01.2018 18:00","0","116"
"30.01.2018 18:00 - 30.01.2018 19:00","0","89"
"30.01.2018 19:00 - 30.01.2018 20:00","83","0"
"30.01.2018 20:00 - 30.01.2018 21:00","307","0"
"30.01.2018 21:00 - 30.01.2018 22:00","309","0"
"30.01.2018 22:00 - 30.01.2018 23:00","470","0"
"30.01.2018 23:00 - 31.01.2018 00:00","521","0"
"31.01.2018 00:00 - 31.01.2018 01:00","723","0"
"31.01.2018 01:00 - 31.01.2018 02:00","640","0"
"31.01.2018 02:00 - 31.01.2018 03:00","595","0"
"31.01.2018 03:00 - 31.01.2018 04:00","523","0"
"31.01.2018 04:00 - 31.01.2018 05:00","500","0"
"31.01.2018 05:00 - 31.01.2018 06:00","486","0"
"31.01.2018 06:00 - 31.01.2018 07:00","351","0"
"31.01.2018 07:00 - 31.01.2018 08:00","209","0"
"31.01.2018 08:00 - 31.01.2018 09:00","109","0"
"31.01.2018 09:00 - 31.01.2018 10:00","65","0"
"31.01.2018 10:00 - 31.01.2018 11:00","101","0"
"31.01.2018 11:00 - 31.01.2018 12:00","115","0"
"31.01.2018 12:00 - 31.01.2018 13:00","149","0"
"31.01.2018 13:00 - 31.01.2018 14:00","138","0"
"31.01.2018 14:00 - 31.01.2018 15:00","135","0"
"31.01.2018 15:00 - 31.01.2018 16:00","88","0"
"31.01.2018 16:00 - 31.01.2018 17:00","60","0"
"31.01.2018 17:00 - 31.01.2018 18:00","144","0"
"31.01.2018 18:00 - 31.01.2018 19:00","186","0"
"31.01.2018 19:00 - 31.01.2018 20:00","182","0"
"31.01.2018 20:00 - 31.01.2018 21:00","341","0"
"31.01.2018 21:00 - 31.01.2018 22:00","359","0"
"31.01.2018 22:00 - 31.01.2018 23:00","567","0"
"31.01.2018 23:00 - 01.02.2018 00:00","586","0"
"01.02.2018 00:00 - 01.02.2018 01:00","636","0"
"01.02.2018 01:00 - 01.02.2018 02:00","575","0"
"01.02.2018 02:00 - 01.02.2018 03:00","492","0"
"01.02.2018 03:00 - 01.02.2018 04:00","418","0"
"01.02.2018 04:00 - 01.02.2018 05:00","367","0"
"01.02.2018 05:00 - 01.02.2018 06:00","431","0"
"01.02.2018 06:00 - 01.02.2018 07:00","76","0"
"01.02.2018 07:00 - 01.02.2018 08:00","0","26"
"01.02.2018 08:00 - 01.02.2018 09:00","0","81"
"01.02.2018 09:00 - 01.02.2018 10:00","0","169"
"01.02.2018 10:00 - 01.02.2018 11:00","0","166"
"01.02.2018 11:00 - 01.02.2018 12:00","0","128"
"01.02.2018 12:00 - 01.02.2018 13:00","0","171"
"01.02.2018 13:00 - 01.02.2018 14:00","0","250"
"01.02.2018 14:00 - 01.02.2018 15:00","0","216"
"01.02.2018 15:00 - 01.02.2018 16:00","0","273"
"01.02.2018 16:00 - 01.02.2018 17:00","0","284"
"01.02.2018 17:00 - 01.02.2018 18:00","0","236"
"01.02.2018 18:00 - 01.02.2018 19:00","0","123"
"01.02.2018 19:00 - 01.02.2018 20:00","0","170"
"01.02.2018 20:00 - 01.02.2018 21:00","0","72"
"01.02.2018 21:00 - 01.02.2018 22:00","50","0"
"01.02.2018 22:00 - 01.02.2018 23:00","251","0"
"01.02.2018 23:00 - 02.02.2018 00:00","338","0"
"02.02.2018 00:00 - 02.02.2018 01:00","358","0"
"02.02.2018 01:00 - 02.02.2018 02:00","330","0"
"02.02.2018 02:00 - 02.02.2018 03:00","326","0"
"02.02.2018 03:00 - 02.02.2018 04:00","310","0"
"02.02.2018 04:00 - 02.02.2018 05:00","287","0"
"02.02.2018 05:00 - 02.02.2018 06:00","326","0"
"02.02.2018 06:00 - 02.02.2018 07:00","198","0"
"02.02.2018 07:00 - 02.02.2018 08:00","102","0"
"02.02.2018 08:00 - 02.02.2018 09:00","45","0"
"02.02.2018 09:00 - 02.02.2018 10:00","0","26"
"02.02.2018 10:00 - 02.02.2018 11:00","0","17"
"02.02.2018 11:00 - 02.02.2018 12:00","0","35"
"02.02.2018 12:00 - 02.02.2018 13:00","0","66"
"02.02.2018 13:00 - 02.02.2018 14:00","0","52"
"02.02.2018 14:00 - 02.02.2018 15:00","0","39"
"02.02.2018 15:00 - 02.02.2018 16:00","0","91"
"02.02.2018 16:00 - 02.02.2018 17:00","0","138"
"02.02.2018 17:00 - 02.02.2018 18:00","0","160"
"02.02.2018 18:00 - 02.02.2018 19:00","0","192"
"02.02.2018 19:00 - 02.02.2018 20:00","0","137"
"02.02.2018 20:00 - 02.02.2018 21:00","11","0"
"02.02.2018 21:00 - 02.02.2018 22:00","121","0"
"02.02.2018 22:00 - 02.02.2018 23:00","224","0"
"02.02.2018 23:00 - 03.02.2018 00:00","196","0"
"03.02.2018 00:00 - 03.02.2018 01:00","79","0"
"03.02.2018 01:00 - 03.02.2018 02:00","47","0"
"03.02.2018 02:00 - 03.02.2018 03:00","0","1"
"03.02.2018 03:00 - 03.02.2018 04:00","0","14"
"03.02.2018 04:00 - 03.02.2018 05:00","25","0"
"03.02.2018 05:00 - 03.02.2018 06:00","16","0"
"03.02.2018 06:00 - 03.02.2018 07:00","13","0"
"03.02.2018 07:00 - 03.02.2018 08:00","0","45"
"03.02.2018 08:00 - 03.02.2018 09:00","0","88"
"03.02.2018 09:00 - 03.02.2018 10:00","0","64"
"03.02.2018 10:00 - 03.02.2018 11:00","0","87"
"03.02.2018 11:00 - 03.02.2018 12:00","0","130"
"03.02.2018 12:00 - 03.02.2018 13:00","0","180"
"03.02.2018 13:00 - 03.02.2018 14:00","0","157"
"03.02.2018 14:00 - 03.02.2018 15:00","0","156"
"03.02.2018 15:00 - 03.02.2018 16:00","0","154"
"03.02.2018 16:00 - 03.02.2018 17:00","0","197"
"03.02.2018 17:00 - 03.02.2018 18:00","0","150"
"03.02.2018 18:00 - 03.02.2018 19:00","0","65"
"03.02.2018 19:00 - 03.02.2018 20:00","0","42"
"03.02.2018 20:00 - 03.02.2018 21:00","0","21"
"03.02.2018 21:00 - 03.02.2018 22:00","140","0"
"03.02.2018 22:00 - 03.02.2018 23:00","227","0"
"03.02.2018 23:00 - 04.02.2018 00:00","169","0"
"04.02.2018 00:00 - 04.02.2018 01:00","201","0"
"04.02.2018 01:00 - 04.02.2018 02:00","124","0"
"04.02.2018 02:00 - 04.02.2018 03:00","50","0"
"04.02.2018 03:00 - 04.02.2018 04:00","0","34"
"04.02.2018 04:00 - 04.02.2018 05:00","0","59"
"04.02.2018 05:00 - 04.02.2018 06:00","0","34"
"04.02.2018 06:00 - 04.02.2018 07:00","99","0"
"04.02.2018 07:00 - 04.02.2018 08:00","120","0"
"04.02.2018 08:00 - 04.02.2018 09:00","137","0"
"04.02.2018 09:00 - 04.02.2018 10:00","8","0"
"04.02.2018 10:00 - 04.02.2018 11:00","0","56"
"04.02.2018 11:00 - 04.02.2018 12:00","0","39"
"04.02.2018 12:00 - 04.02.2018 13:00","0","7"
"04.02.2018 13:00 - 04.02.2018 14:00","0","12"
"04.02.2018 14:00 - 04.02.2018 15:00","0","40"
"04.02.2018 15:00 - 04.02.2018 16:00","0","52"
"04.02.2018 16:00 - 04.02.2018 17:00","0","44"
"04.02.2018 17:00 - 04.02.2018 18:00","0","28"
"04.02.2018 18:00 - 04.02.2018 19:00","126","0"
"04.02.2018 19:00 - 04.02.2018 20:00","206","0"
"04.02.2018 20:00 - 04.02.2018 21:00","288","0"
"04.02.2018 21:00 - 04.02.2018 22:00","304","0"
"04.02.2018 22:00 - 04.02.2018 23:00","305","0"
"04.02.2018 23:00 - 05.02.2018 00:00","316","0"
"05.02.2018 00:00 - 05.02.2018 01:00","226","0"
"05.02.2018 01:00 - 05.02.2018 02:00","96","0"
"05.02.2018 02:00 - 05.02.2018 03:00","10","0"
"05.02.2018 03:00 - 05.02.2018 04:00","0","2"
"05.02.2018 04:00 - 05.02.2018 05:00","53","0"
"05.02.2018 05:00 - 05.02.2018 06:00","149","0"
"05.02.2018 06:00 - 05.02.2018 07:00","0","61"
"05.02.2018 07:00 - 05.02.2018 08:00","0","166"
"05.02.2018 08:00 - 05.02.2018 09:00","0","56"
"05.02.2018 09:00 - 05.02.2018 10:00","0","3"
"05.02.2018 10:00 - 05.02.2018 11:00","65","0"
"05.02.2018 11:00 - 05.02.2018 12:00","63","0"
"05.02.2018 12:00 - 05.02.2018 13:00","62","0"
"05.02.2018 13:00 - 05.02.2018 14:00","64","0"
"05.02.2018 14:00 - 05.02.2018 15:00","32","0"
"05.02.2018 15:00 - 05.02.2018 16:00","0","42"
"05.02.2018 16:00 - 05.02.2018 17:00","0","111"
"05.02.2018 17:00 - 05.02.2018 18:00","0","146"
"05.02.2018 18:00 - 05.02.2018 19:00","0","84"
"05.02.2018 19:00 - 05.02.2018 20:00","0","36"
"05.02.2018 20:00 - 05.02.2018 21:00","45","0"
"05.02.2018 21:00 - 05.02.2018 22:00","141","0"
"05.02.2018 22:00 - 05.02.2018 23:00","159","0"
"05.02.2018 23:00 - 06.02.2018 00:00","116","0"
"06.02.2018 00:00 - 06.02.2018 01:00","0","26"
"06.02.2018 01:00 - 06.02.2018 02:00","0","125"
"06.02.2018 02:00 - 06.02.2018 03:00","0","144"
"06.02.2018 03:00 - 06.02.2018 04:00","0","112"
"06.02.2018 04:00 - 06.02.2018 05:00","0","84"
"06.02.2018 05:00 - 06.02.2018 06:00","0","82"
"06.02.2018 06:00 - 06.02.2018 07:00","0","306"
"06.02.2018 07:00 - 06.02.2018 08:00","0","468"
"06.02.2018 08:00 - 06.02.2018 09:00","0","457"
"06.02.2018 09:00 - 06.02.2018 10:00","0","373"
"06.02.2018 10:00 - 06.02.2018 11:00","0","310"
"06.02.2018 11:00 - 06.02.2018 12:00","0","275"
"06.02.2018 12:00 - 06.02.2018 13:00","0","258"
"06.02.2018 13:00 - 06.02.2018 14:00","0","230"
"06.02.2018 14:00 - 06.02.2018 15:00","0","263"
"06.02.2018 15:00 - 06.02.2018 16:00","0","382"
"06.02.2018 16:00 - 06.02.2018 17:00","0","494"
"06.02.2018 17:00 - 06.02.2018 18:00","0","538"
"06.02.2018 18:00 - 06.02.2018 19:00","0","530"
"06.02.2018 19:00 - 06.02.2018 20:00","0","430"
"06.02.2018 20:00 - 06.02.2018 21:00","0","255"
"06.02.2018 21:00 - 06.02.2018 22:00","0","41"
"06.02.2018 22:00 - 06.02.2018 23:00","51","0"
"06.02.2018 23:00 - 07.02.2018 00:00","45","0"
"07.02.2018 00:00 - 07.02.2018 01:00","92","0"
"07.02.2018 01:00 - 07.02.2018 02:00","27","0"
"07.02.2018 02:00 - 07.02.2018 03:00","27","0"
"07.02.2018 03:00 - 07.02.2018 04:00","21","0"
"07.02.2018 04:00 - 07.02.2018 05:00","5","0"
"07.02.2018 05:00 - 07.02.2018 06:00","0","24"
"07.02.2018 06:00 - 07.02.2018 07:00","0","328"
"07.02.2018 07:00 - 07.02.2018 08:00","0","633"
"07.02.2018 08:00 - 07.02.2018 09:00","0","507"
"07.02.2018 09:00 - 07.02.2018 10:00","0","533"
"07.02.2018 10:00 - 07.02.2018 11:00","0","545"
"07.02.2018 11:00 - 07.02.2018 12:00","0","491"
"07.02.2018 12:00 - 07.02.2018 13:00","0","585"
"07.02.2018 13:00 - 07.02.2018 14:00","0","557"
"07.02.2018 14:00 - 07.02.2018 15:00","0","522"
"07.02.2018 15:00 - 07.02.2018 16:00","0","530"
"07.02.2018 16:00 - 07.02.2018 17:00","0","560"
"07.02.2018 17:00 - 07.02.2018 18:00","0","516"
"07.02.2018 18:00 - 07.02.2018 19:00","0","526"
"07.02.2018 19:00 - 07.02.2018 20:00","0","519"
"07.02.2018 20:00 - 07.02.2018 21:00","0","382"
"07.02.2018 21:00 - 07.02.2018 22:00","0","151"
"07.02.2018 22:00 - 07.02.2018 23:00","22","0"
"07.02.2018 23:00 - 08.02.2018 00:00","0","41"
"08.02.2018 00:00 - 08.02.2018 01:00","78","0"
"08.02.2018 01:00 - 08.02.2018 02:00","118","0"
"08.02.2018 02:00 - 08.02.2018 03:00","49","0"
"08.02.2018 03:00 - 08.02.2018 04:00","1","0"
"08.02.2018 04:00 - 08.02.2018 05:00","0","6"
"08.02.2018 05:00 - 08.02.2018 06:00","0","41"
"08.02.2018 06:00 - 08.02.2018 07:00","0","323"
"08.02.2018 07:00 - 08.02.2018 08:00","0","427"
"08.02.2018 08:00 - 08.02.2018 09:00","0","257"
"08.02.2018 09:00 - 08.02.2018 10:00","0","257"
"08.02.2018 10:00 - 08.02.2018 11:00","0","317"
"08.02.2018 11:00 - 08.02.2018 12:00","0","369"
"08.02.2018 12:00 - 08.02.2018 13:00","0","409"
"08.02.2018 13:00 - 08.02.2018 14:00","0","389"
"08.02.2018 14:00 - 08.02.2018 15:00","0","408"
