"Time (CET)","Latvia (LV) > Lithuania (LT) [MW]","Lithuania (LT) > Latvia (LV) [MW]"
"01.10.2018 07:00 - 01.10.2018 08:00","515","0"
"01.10.2018 08:00 - 01.10.2018 09:00","876","0"
"01.10.2018 09:00 - 01.10.2018 10:00","887","0"
"01.10.2018 10:00 - 01.10.2018 11:00","877","0"
"01.10.2018 11:00 - 01.10.2018 12:00","884","0"
"01.10.2018 12:00 - 01.10.2018 13:00","795","0"
"01.10.2018 13:00 - 01.10.2018 14:00","838","0"
"01.10.2018 14:00 - 01.10.2018 15:00","824","0"
"01.10.2018 15:00 - 01.10.2018 16:00","749","0"
"01.10.2018 16:00 - 01.10.2018 17:00","597","0"
"01.10.2018 17:00 - 01.10.2018 18:00","611","0"
"01.10.2018 18:00 - 01.10.2018 19:00","747","0"
"01.10.2018 19:00 - 01.10.2018 20:00","831","0"
"01.10.2018 20:00 - 01.10.2018 21:00","830","0"
"01.10.2018 21:00 - 01.10.2018 22:00","540","0"
"01.10.2018 22:00 - 01.10.2018 23:00","609","0"
"01.10.2018 23:00 - 02.10.2018 00:00","608","0"
"02.10.2018 00:00 - 02.10.2018 01:00","454","0"
"02.10.2018 01:00 - 02.10.2018 02:00","386","0"
"02.10.2018 02:00 - 02.10.2018 03:00","382","0"
"02.10.2018 03:00 - 02.10.2018 04:00","388","0"
"02.10.2018 04:00 - 02.10.2018 05:00","316","0"
"02.10.2018 05:00 - 02.10.2018 06:00","308","0"
"02.10.2018 06:00 - 02.10.2018 07:00","247","0"
"02.10.2018 07:00 - 02.10.2018 08:00","180","0"
"02.10.2018 08:00 - 02.10.2018 09:00","453","0"
"02.10.2018 09:00 - 02.10.2018 10:00","524","0"
"02.10.2018 10:00 - 02.10.2018 11:00","446","0"
"02.10.2018 11:00 - 02.10.2018 12:00","368","0"
"02.10.2018 12:00 - 02.10.2018 13:00","421","0"
"02.10.2018 13:00 - 02.10.2018 14:00","178","0"
"02.10.2018 14:00 - 02.10.2018 15:00","110","0"
"02.10.2018 15:00 - 02.10.2018 16:00","95","0"
"02.10.2018 16:00 - 02.10.2018 17:00","89","0"
"02.10.2018 17:00 - 02.10.2018 18:00","144","0"
"02.10.2018 18:00 - 02.10.2018 19:00","231","0"
"02.10.2018 19:00 - 02.10.2018 20:00","168","0"
"02.10.2018 20:00 - 02.10.2018 21:00","197","0"
"02.10.2018 21:00 - 02.10.2018 22:00","127","0"
"02.10.2018 22:00 - 02.10.2018 23:00","104","0"
"02.10.2018 23:00 - 03.10.2018 00:00","283","0"
"03.10.2018 00:00 - 03.10.2018 01:00","252","0"
"03.10.2018 01:00 - 03.10.2018 02:00","191","0"
"03.10.2018 02:00 - 03.10.2018 03:00","201","0"
"03.10.2018 03:00 - 03.10.2018 04:00","292","0"
"03.10.2018 04:00 - 03.10.2018 05:00","421","0"
"03.10.2018 05:00 - 03.10.2018 06:00","228","0"
"03.10.2018 06:00 - 03.10.2018 07:00","43","0"
"03.10.2018 07:00 - 03.10.2018 08:00","129","0"
"03.10.2018 08:00 - 03.10.2018 09:00","125","0"
"03.10.2018 09:00 - 03.10.2018 10:00","119","0"
"03.10.2018 10:00 - 03.10.2018 11:00","57","0"
"03.10.2018 11:00 - 03.10.2018 12:00","88","0"
"03.10.2018 12:00 - 03.10.2018 13:00","109","0"
"03.10.2018 13:00 - 03.10.2018 14:00","157","0"
"03.10.2018 14:00 - 03.10.2018 15:00","187","0"
"03.10.2018 15:00 - 03.10.2018 16:00","163","0"
"03.10.2018 16:00 - 03.10.2018 17:00","302","0"
"03.10.2018 17:00 - 03.10.2018 18:00","261","0"
"03.10.2018 18:00 - 03.10.2018 19:00","227","0"
"03.10.2018 19:00 - 03.10.2018 20:00","244","0"
"03.10.2018 20:00 - 03.10.2018 21:00","311","0"
"03.10.2018 21:00 - 03.10.2018 22:00","366","0"
"03.10.2018 22:00 - 03.10.2018 23:00","274","0"
"03.10.2018 23:00 - 04.10.2018 00:00","312","0"
"04.10.2018 00:00 - 04.10.2018 01:00","401","0"
"04.10.2018 01:00 - 04.10.2018 02:00","395","0"
"04.10.2018 02:00 - 04.10.2018 03:00","391","0"
"04.10.2018 03:00 - 04.10.2018 04:00","330","0"
"04.10.2018 04:00 - 04.10.2018 05:00","345","0"
"04.10.2018 05:00 - 04.10.2018 06:00","292","0"
"04.10.2018 06:00 - 04.10.2018 07:00","373","0"
"04.10.2018 07:00 - 04.10.2018 08:00","734","0"
"04.10.2018 08:00 - 04.10.2018 09:00","640","0"
"04.10.2018 09:00 - 04.10.2018 10:00","709","0"
"04.10.2018 10:00 - 04.10.2018 11:00","583","0"
"04.10.2018 11:00 - 04.10.2018 12:00","621","0"
"04.10.2018 12:00 - 04.10.2018 13:00","616","0"
"04.10.2018 13:00 - 04.10.2018 14:00","598","0"
"04.10.2018 14:00 - 04.10.2018 15:00","583","0"
"04.10.2018 15:00 - 04.10.2018 16:00","522","0"
"04.10.2018 16:00 - 04.10.2018 17:00","532","0"
"04.10.2018 17:00 - 04.10.2018 18:00","724","0"
"04.10.2018 18:00 - 04.10.2018 19:00","733","0"
"04.10.2018 19:00 - 04.10.2018 20:00","747","0"
"04.10.2018 20:00 - 04.10.2018 21:00","696","0"
"04.10.2018 21:00 - 04.10.2018 22:00","525","0"
"04.10.2018 22:00 - 04.10.2018 23:00","565","0"
"04.10.2018 23:00 - 05.10.2018 00:00","557","0"
"05.10.2018 00:00 - 05.10.2018 01:00","560","0"
"05.10.2018 01:00 - 05.10.2018 02:00","355","0"
"05.10.2018 02:00 - 05.10.2018 03:00","385","0"
"05.10.2018 03:00 - 05.10.2018 04:00","343","0"
"05.10.2018 04:00 - 05.10.2018 05:00","342","0"
"05.10.2018 05:00 - 05.10.2018 06:00","304","0"
"05.10.2018 06:00 - 05.10.2018 07:00","372","0"
"05.10.2018 07:00 - 05.10.2018 08:00","720","0"
"05.10.2018 08:00 - 05.10.2018 09:00","783","0"
"05.10.2018 09:00 - 05.10.2018 10:00","713","0"
"05.10.2018 10:00 - 05.10.2018 11:00","634","0"
"05.10.2018 11:00 - 05.10.2018 12:00","717","0"
"05.10.2018 12:00 - 05.10.2018 13:00","753","0"
"05.10.2018 13:00 - 05.10.2018 14:00","733","0"
"05.10.2018 14:00 - 05.10.2018 15:00","680","0"
"05.10.2018 15:00 - 05.10.2018 16:00","671","0"
"05.10.2018 16:00 - 05.10.2018 17:00","674","0"
"05.10.2018 17:00 - 05.10.2018 18:00","687","0"
"05.10.2018 18:00 - 05.10.2018 19:00","719","0"
"05.10.2018 19:00 - 05.10.2018 20:00","713","0"
"05.10.2018 20:00 - 05.10.2018 21:00","637","0"
"05.10.2018 21:00 - 05.10.2018 22:00","430","0"
"05.10.2018 22:00 - 05.10.2018 23:00","409","0"
"05.10.2018 23:00 - 06.10.2018 00:00","424","0"
"06.10.2018 00:00 - 06.10.2018 01:00","297","0"
"06.10.2018 01:00 - 06.10.2018 02:00","292","0"
"06.10.2018 02:00 - 06.10.2018 03:00","290","0"
"06.10.2018 03:00 - 06.10.2018 04:00","170","0"
"06.10.2018 04:00 - 06.10.2018 05:00","185","0"
"06.10.2018 05:00 - 06.10.2018 06:00","40","0"
"06.10.2018 06:00 - 06.10.2018 07:00","20","0"
"06.10.2018 07:00 - 06.10.2018 08:00","255","0"
"06.10.2018 08:00 - 06.10.2018 09:00","262","0"
"06.10.2018 09:00 - 06.10.2018 10:00","126","0"
"06.10.2018 10:00 - 06.10.2018 11:00","139","0"
"06.10.2018 11:00 - 06.10.2018 12:00","261","0"
"06.10.2018 12:00 - 06.10.2018 13:00","138","0"
"06.10.2018 13:00 - 06.10.2018 14:00","88","0"
"06.10.2018 14:00 - 06.10.2018 15:00","138","0"
"06.10.2018 15:00 - 06.10.2018 16:00","211","0"
"06.10.2018 16:00 - 06.10.2018 17:00","148","0"
"06.10.2018 17:00 - 06.10.2018 18:00","189","0"
"06.10.2018 18:00 - 06.10.2018 19:00","180","0"
"06.10.2018 19:00 - 06.10.2018 20:00","325","0"
"06.10.2018 20:00 - 06.10.2018 21:00","219","0"
"06.10.2018 21:00 - 06.10.2018 22:00","255","0"
"06.10.2018 22:00 - 06.10.2018 23:00","20","0"
"06.10.2018 23:00 - 07.10.2018 00:00","53","0"
"07.10.2018 00:00 - 07.10.2018 01:00","116","0"
"07.10.2018 01:00 - 07.10.2018 02:00","191","0"
"07.10.2018 02:00 - 07.10.2018 03:00","236","0"
"07.10.2018 03:00 - 07.10.2018 04:00","271","0"
"07.10.2018 04:00 - 07.10.2018 05:00","342","0"
"07.10.2018 05:00 - 07.10.2018 06:00","322","0"
"07.10.2018 06:00 - 07.10.2018 07:00","294","0"
"07.10.2018 07:00 - 07.10.2018 08:00","46","0"
"07.10.2018 08:00 - 07.10.2018 09:00","64","0"
"07.10.2018 09:00 - 07.10.2018 10:00","176","0"
"07.10.2018 10:00 - 07.10.2018 11:00","194","0"
"07.10.2018 11:00 - 07.10.2018 12:00","288","0"
"07.10.2018 12:00 - 07.10.2018 13:00","230","0"
"07.10.2018 13:00 - 07.10.2018 14:00","269","0"
"07.10.2018 14:00 - 07.10.2018 15:00","73","0"
"07.10.2018 15:00 - 07.10.2018 16:00","51","0"
"07.10.2018 16:00 - 07.10.2018 17:00","57","0"
"07.10.2018 17:00 - 07.10.2018 18:00","265","0"
"07.10.2018 18:00 - 07.10.2018 19:00","178","0"
"07.10.2018 19:00 - 07.10.2018 20:00","399","0"
"07.10.2018 20:00 - 07.10.2018 21:00","270","0"
"07.10.2018 21:00 - 07.10.2018 22:00","288","0"
"07.10.2018 22:00 - 07.10.2018 23:00","210","0"
"07.10.2018 23:00 - 08.10.2018 00:00","280","0"
"08.10.2018 00:00 - 08.10.2018 01:00","258","0"
"08.10.2018 01:00 - 08.10.2018 02:00","332","0"
"08.10.2018 02:00 - 08.10.2018 03:00","319","0"
"08.10.2018 03:00 - 08.10.2018 04:00","346","0"
"08.10.2018 04:00 - 08.10.2018 05:00","406","0"
"08.10.2018 05:00 - 08.10.2018 06:00","497","0"
"08.10.2018 06:00 - 08.10.2018 07:00","352","0"
"08.10.2018 07:00 - 08.10.2018 08:00","465","0"
"08.10.2018 08:00 - 08.10.2018 09:00","773","0"
"08.10.2018 09:00 - 08.10.2018 10:00","641","0"
"08.10.2018 10:00 - 08.10.2018 11:00","371","0"
"08.10.2018 11:00 - 08.10.2018 12:00","587","0"
"08.10.2018 12:00 - 08.10.2018 13:00","603","0"
"08.10.2018 13:00 - 08.10.2018 14:00","451","0"
"08.10.2018 14:00 - 08.10.2018 15:00","N/A","N/A"
"08.10.2018 15:00 - 08.10.2018 16:00","237","0"
"08.10.2018 16:00 - 08.10.2018 17:00","277","0"
"08.10.2018 17:00 - 08.10.2018 18:00","N/A","N/A"
"08.10.2018 18:00 - 08.10.2018 19:00","N/A","N/A"
"08.10.2018 19:00 - 08.10.2018 20:00","N/A","N/A"
"08.10.2018 20:00 - 08.10.2018 21:00","N/A","N/A"
"08.10.2018 21:00 - 08.10.2018 22:00","N/A","N/A"
"08.10.2018 22:00 - 08.10.2018 23:00","N/A","N/A"
"08.10.2018 23:00 - 09.10.2018 00:00","N/A","N/A"
"09.10.2018 00:00 - 09.10.2018 01:00","N/A","N/A"
"09.10.2018 01:00 - 09.10.2018 02:00","N/A","N/A"
"09.10.2018 02:00 - 09.10.2018 03:00","N/A","N/A"
"09.10.2018 03:00 - 09.10.2018 04:00","N/A","N/A"
"09.10.2018 04:00 - 09.10.2018 05:00","N/A","N/A"
"09.10.2018 05:00 - 09.10.2018 06:00","431","0"
"09.10.2018 06:00 - 09.10.2018 07:00","361","0"
"09.10.2018 07:00 - 09.10.2018 08:00","N/A","N/A"
"09.10.2018 08:00 - 09.10.2018 09:00","758","0"
"09.10.2018 09:00 - 09.10.2018 10:00","N/A","N/A"
"09.10.2018 10:00 - 09.10.2018 11:00","551","0"
"09.10.2018 11:00 - 09.10.2018 12:00","496","0"
"09.10.2018 12:00 - 09.10.2018 13:00","495","0"
"09.10.2018 13:00 - 09.10.2018 14:00","505","0"
"09.10.2018 14:00 - 09.10.2018 15:00","437","0"
"09.10.2018 15:00 - 09.10.2018 16:00","399","0"
"09.10.2018 16:00 - 09.10.2018 17:00","424","0"
"09.10.2018 17:00 - 09.10.2018 18:00","575","0"
"09.10.2018 18:00 - 09.10.2018 19:00","654","0"
"09.10.2018 19:00 - 09.10.2018 20:00","584","0"
"09.10.2018 20:00 - 09.10.2018 21:00","596","0"
"09.10.2018 21:00 - 09.10.2018 22:00","304","0"
"09.10.2018 22:00 - 09.10.2018 23:00","353","0"
"09.10.2018 23:00 - 10.10.2018 00:00","421","0"
"10.10.2018 00:00 - 10.10.2018 01:00","557","0"
"10.10.2018 01:00 - 10.10.2018 02:00","514","0"
"10.10.2018 02:00 - 10.10.2018 03:00","416","0"
"10.10.2018 03:00 - 10.10.2018 04:00","571","0"
"10.10.2018 04:00 - 10.10.2018 05:00","492","0"
"10.10.2018 05:00 - 10.10.2018 06:00","418","0"
"10.10.2018 06:00 - 10.10.2018 07:00","340","0"
"10.10.2018 07:00 - 10.10.2018 08:00","795","0"
"10.10.2018 08:00 - 10.10.2018 09:00","859","0"
"10.10.2018 09:00 - 10.10.2018 10:00","782","0"
"10.10.2018 10:00 - 10.10.2018 11:00","724","0"
"10.10.2018 11:00 - 10.10.2018 12:00","746","0"
"10.10.2018 12:00 - 10.10.2018 13:00","709","0"
"10.10.2018 13:00 - 10.10.2018 14:00","685","0"
"10.10.2018 14:00 - 10.10.2018 15:00","597","0"
"10.10.2018 15:00 - 10.10.2018 16:00","616","0"
"10.10.2018 16:00 - 10.10.2018 17:00","565","0"
"10.10.2018 17:00 - 10.10.2018 18:00","455","0"
"10.10.2018 18:00 - 10.10.2018 19:00","748","0"
"10.10.2018 19:00 - 10.10.2018 20:00","768","0"
"10.10.2018 20:00 - 10.10.2018 21:00","496","0"
"10.10.2018 21:00 - 10.10.2018 22:00","237","0"
"10.10.2018 22:00 - 10.10.2018 23:00","347","0"
"10.10.2018 23:00 - 11.10.2018 00:00","484","0"
"11.10.2018 00:00 - 11.10.2018 01:00","475","0"
"11.10.2018 01:00 - 11.10.2018 02:00","529","0"
"11.10.2018 02:00 - 11.10.2018 03:00","410","0"
"11.10.2018 03:00 - 11.10.2018 04:00","468","0"
"11.10.2018 04:00 - 11.10.2018 05:00","551","0"
"11.10.2018 05:00 - 11.10.2018 06:00","481","0"
"11.10.2018 06:00 - 11.10.2018 07:00","275","0"
"11.10.2018 07:00 - 11.10.2018 08:00","411","0"
"11.10.2018 08:00 - 11.10.2018 09:00","614","0"
"11.10.2018 09:00 - 11.10.2018 10:00","690","0"
"11.10.2018 10:00 - 11.10.2018 11:00","769","0"
"11.10.2018 11:00 - 11.10.2018 12:00","801","0"
"11.10.2018 12:00 - 11.10.2018 13:00","770","0"
"11.10.2018 13:00 - 11.10.2018 14:00","856","0"
"11.10.2018 14:00 - 11.10.2018 15:00","745","0"
"11.10.2018 15:00 - 11.10.2018 16:00","625","0"
"11.10.2018 16:00 - 11.10.2018 17:00","507","0"
"11.10.2018 17:00 - 11.10.2018 18:00","457","0"
"11.10.2018 18:00 - 11.10.2018 19:00","668","0"
"11.10.2018 19:00 - 11.10.2018 20:00","759","0"
"11.10.2018 20:00 - 11.10.2018 21:00","281","0"
"11.10.2018 21:00 - 11.10.2018 22:00","216","0"
"11.10.2018 22:00 - 11.10.2018 23:00","341","0"
"11.10.2018 23:00 - 12.10.2018 00:00","0","6"
"12.10.2018 00:00 - 12.10.2018 01:00","68","0"
"12.10.2018 01:00 - 12.10.2018 02:00","77","0"
"12.10.2018 02:00 - 12.10.2018 03:00","135","0"
"12.10.2018 03:00 - 12.10.2018 04:00","89","0"
"12.10.2018 04:00 - 12.10.2018 05:00","90","0"
"12.10.2018 05:00 - 12.10.2018 06:00","275","0"
"12.10.2018 06:00 - 12.10.2018 07:00","233","0"
"12.10.2018 07:00 - 12.10.2018 08:00","299","0"
"12.10.2018 08:00 - 12.10.2018 09:00","758","0"
"12.10.2018 09:00 - 12.10.2018 10:00","336","0"
"12.10.2018 10:00 - 12.10.2018 11:00","295","0"
"12.10.2018 11:00 - 12.10.2018 12:00","110","0"
"12.10.2018 12:00 - 12.10.2018 13:00","76","0"
"12.10.2018 13:00 - 12.10.2018 14:00","167","0"
"12.10.2018 14:00 - 12.10.2018 15:00","134","0"
"12.10.2018 15:00 - 12.10.2018 16:00","146","0"
"12.10.2018 16:00 - 12.10.2018 17:00","236","0"
"12.10.2018 17:00 - 12.10.2018 18:00","244","0"
"12.10.2018 18:00 - 12.10.2018 19:00","320","0"
"12.10.2018 19:00 - 12.10.2018 20:00","823","0"
"12.10.2018 20:00 - 12.10.2018 21:00","337","0"
"12.10.2018 21:00 - 12.10.2018 22:00","288","0"
"12.10.2018 22:00 - 12.10.2018 23:00","399","0"
"12.10.2018 23:00 - 13.10.2018 00:00","338","0"
"13.10.2018 00:00 - 13.10.2018 01:00","157","0"
"13.10.2018 01:00 - 13.10.2018 02:00","93","0"
"13.10.2018 02:00 - 13.10.2018 03:00","81","0"
"13.10.2018 03:00 - 13.10.2018 04:00","136","0"
"13.10.2018 04:00 - 13.10.2018 05:00","122","0"
"13.10.2018 05:00 - 13.10.2018 06:00","136","0"
"13.10.2018 06:00 - 13.10.2018 07:00","150","0"
"13.10.2018 07:00 - 13.10.2018 08:00","128","0"
"13.10.2018 08:00 - 13.10.2018 09:00","42","0"
"13.10.2018 09:00 - 13.10.2018 10:00","156","0"
"13.10.2018 10:00 - 13.10.2018 11:00","182","0"
"13.10.2018 11:00 - 13.10.2018 12:00","146","0"
"13.10.2018 12:00 - 13.10.2018 13:00","126","0"
"13.10.2018 13:00 - 13.10.2018 14:00","68","0"
"13.10.2018 14:00 - 13.10.2018 15:00","58","0"
"13.10.2018 15:00 - 13.10.2018 16:00","17","0"
"13.10.2018 16:00 - 13.10.2018 17:00","0","21"
"13.10.2018 17:00 - 13.10.2018 18:00","0","2"
"13.10.2018 18:00 - 13.10.2018 19:00","0","18"
"13.10.2018 19:00 - 13.10.2018 20:00","6","0"
"13.10.2018 20:00 - 13.10.2018 21:00","0","29"
"13.10.2018 21:00 - 13.10.2018 22:00","0","102"
"13.10.2018 22:00 - 13.10.2018 23:00","0","163"
"13.10.2018 23:00 - 14.10.2018 00:00","0","280"
"14.10.2018 00:00 - 14.10.2018 01:00","11","0"
"14.10.2018 01:00 - 14.10.2018 02:00","29","0"
"14.10.2018 02:00 - 14.10.2018 03:00","0","116"
"14.10.2018 03:00 - 14.10.2018 04:00","0","86"
"14.10.2018 04:00 - 14.10.2018 05:00","0","64"
"14.10.2018 05:00 - 14.10.2018 06:00","0","89"
"14.10.2018 06:00 - 14.10.2018 07:00","0","42"
"14.10.2018 07:00 - 14.10.2018 08:00","31","0"
"14.10.2018 08:00 - 14.10.2018 09:00","0","53"
"14.10.2018 09:00 - 14.10.2018 10:00","0","99"
"14.10.2018 10:00 - 14.10.2018 11:00","0","40"
"14.10.2018 11:00 - 14.10.2018 12:00","0","78"
"14.10.2018 12:00 - 14.10.2018 13:00","0","145"
"14.10.2018 13:00 - 14.10.2018 14:00","0","190"
"14.10.2018 14:00 - 14.10.2018 15:00","0","231"
"14.10.2018 15:00 - 14.10.2018 16:00","0","104"
"14.10.2018 16:00 - 14.10.2018 17:00","0","87"
"14.10.2018 17:00 - 14.10.2018 18:00","0","93"
"14.10.2018 18:00 - 14.10.2018 19:00","0","180"
"14.10.2018 19:00 - 14.10.2018 20:00","0","157"
"14.10.2018 20:00 - 14.10.2018 21:00","0","135"
"14.10.2018 21:00 - 14.10.2018 22:00","0","185"
"14.10.2018 22:00 - 14.10.2018 23:00","0","274"
"14.10.2018 23:00 - 15.10.2018 00:00","0","312"
"15.10.2018 00:00 - 15.10.2018 01:00","0","183"
"15.10.2018 01:00 - 15.10.2018 02:00","0","125"
"15.10.2018 02:00 - 15.10.2018 03:00","0","158"
"15.10.2018 03:00 - 15.10.2018 04:00","0","138"
"15.10.2018 04:00 - 15.10.2018 05:00","0","334"
"15.10.2018 05:00 - 15.10.2018 06:00","0","376"
"15.10.2018 06:00 - 15.10.2018 07:00","0","129"
"15.10.2018 07:00 - 15.10.2018 08:00","220","0"
"15.10.2018 08:00 - 15.10.2018 09:00","275","0"
"15.10.2018 09:00 - 15.10.2018 10:00","298","0"
"15.10.2018 10:00 - 15.10.2018 11:00","0","11"
"15.10.2018 11:00 - 15.10.2018 12:00","0","73"
"15.10.2018 12:00 - 15.10.2018 13:00","20","0"
"15.10.2018 13:00 - 15.10.2018 14:00","11","0"
"15.10.2018 14:00 - 15.10.2018 15:00","0","53"
"15.10.2018 15:00 - 15.10.2018 16:00","0","29"
"15.10.2018 16:00 - 15.10.2018 17:00","12","0"
"15.10.2018 17:00 - 15.10.2018 18:00","343","0"
"15.10.2018 18:00 - 15.10.2018 19:00","407","0"
"15.10.2018 19:00 - 15.10.2018 20:00","539","0"
"15.10.2018 20:00 - 15.10.2018 21:00","306","0"
"15.10.2018 21:00 - 15.10.2018 22:00","0","149"
"15.10.2018 22:00 - 15.10.2018 23:00","0","19"
"15.10.2018 23:00 - 16.10.2018 00:00","0","1"
"16.10.2018 00:00 - 16.10.2018 01:00","0","77"
"16.10.2018 01:00 - 16.10.2018 02:00","0","58"
"16.10.2018 02:00 - 16.10.2018 03:00","0","53"
"16.10.2018 03:00 - 16.10.2018 04:00","83","0"
"16.10.2018 04:00 - 16.10.2018 05:00","233","0"
"16.10.2018 05:00 - 16.10.2018 06:00","118","0"
"16.10.2018 06:00 - 16.10.2018 07:00","219","0"
"16.10.2018 07:00 - 16.10.2018 08:00","517","0"
"16.10.2018 08:00 - 16.10.2018 09:00","608","0"
"16.10.2018 09:00 - 16.10.2018 10:00","624","0"
"16.10.2018 10:00 - 16.10.2018 11:00","628","0"
"16.10.2018 11:00 - 16.10.2018 12:00","588","0"
"16.10.2018 12:00 - 16.10.2018 13:00","528","0"
"16.10.2018 13:00 - 16.10.2018 14:00","328","0"
"16.10.2018 14:00 - 16.10.2018 15:00","257","0"
"16.10.2018 15:00 - 16.10.2018 16:00","302","0"
"16.10.2018 16:00 - 16.10.2018 17:00","497","0"
"16.10.2018 17:00 - 16.10.2018 18:00","590","0"
"16.10.2018 18:00 - 16.10.2018 19:00","597","0"
"16.10.2018 19:00 - 16.10.2018 20:00","568","0"
"16.10.2018 20:00 - 16.10.2018 21:00","542","0"
"16.10.2018 21:00 - 16.10.2018 22:00","136","0"
"16.10.2018 22:00 - 16.10.2018 23:00","189","0"
"16.10.2018 23:00 - 17.10.2018 00:00","229","0"
"17.10.2018 00:00 - 17.10.2018 01:00","447","0"
"17.10.2018 01:00 - 17.10.2018 02:00","485","0"
"17.10.2018 02:00 - 17.10.2018 03:00","481","0"
"17.10.2018 03:00 - 17.10.2018 04:00","422","0"
"17.10.2018 04:00 - 17.10.2018 05:00","469","0"
"17.10.2018 05:00 - 17.10.2018 06:00","397","0"
"17.10.2018 06:00 - 17.10.2018 07:00","350","0"
"17.10.2018 07:00 - 17.10.2018 08:00","633","0"
"17.10.2018 08:00 - 17.10.2018 09:00","665","0"
"17.10.2018 09:00 - 17.10.2018 10:00","690","0"
"17.10.2018 10:00 - 17.10.2018 11:00","672","0"
"17.10.2018 11:00 - 17.10.2018 12:00","647","0"
"17.10.2018 12:00 - 17.10.2018 13:00","224","0"
"17.10.2018 13:00 - 17.10.2018 14:00","261","0"
"17.10.2018 14:00 - 17.10.2018 15:00","243","0"
"17.10.2018 15:00 - 17.10.2018 16:00","431","0"
"17.10.2018 16:00 - 17.10.2018 17:00","633","0"
"17.10.2018 17:00 - 17.10.2018 18:00","616","0"
"17.10.2018 18:00 - 17.10.2018 19:00","699","0"
"17.10.2018 19:00 - 17.10.2018 20:00","707","0"
"17.10.2018 20:00 - 17.10.2018 21:00","793","0"
"17.10.2018 21:00 - 17.10.2018 22:00","728","0"
"17.10.2018 22:00 - 17.10.2018 23:00","609","0"
"17.10.2018 23:00 - 18.10.2018 00:00","724","0"
"18.10.2018 00:00 - 18.10.2018 01:00","787","0"
"18.10.2018 01:00 - 18.10.2018 02:00","771","0"
"18.10.2018 02:00 - 18.10.2018 03:00","732","0"
"18.10.2018 03:00 - 18.10.2018 04:00","806","0"
"18.10.2018 04:00 - 18.10.2018 05:00","837","0"
"18.10.2018 05:00 - 18.10.2018 06:00","709","0"
"18.10.2018 06:00 - 18.10.2018 07:00","365","0"
"18.10.2018 07:00 - 18.10.2018 08:00","721","0"
"18.10.2018 08:00 - 18.10.2018 09:00","673","0"
"18.10.2018 09:00 - 18.10.2018 10:00","678","0"
"18.10.2018 10:00 - 18.10.2018 11:00","629","0"
"18.10.2018 11:00 - 18.10.2018 12:00","347","0"
"18.10.2018 12:00 - 18.10.2018 13:00","309","0"
"18.10.2018 13:00 - 18.10.2018 14:00","319","0"
"18.10.2018 14:00 - 18.10.2018 15:00","314","0"
"18.10.2018 15:00 - 18.10.2018 16:00","259","0"
"18.10.2018 16:00 - 18.10.2018 17:00","275","0"
"18.10.2018 17:00 - 18.10.2018 18:00","457","0"
"18.10.2018 18:00 - 18.10.2018 19:00","612","0"
"18.10.2018 19:00 - 18.10.2018 20:00","667","0"
"18.10.2018 20:00 - 18.10.2018 21:00","690","0"
"18.10.2018 21:00 - 18.10.2018 22:00","553","0"
"18.10.2018 22:00 - 18.10.2018 23:00","706","0"
"18.10.2018 23:00 - 19.10.2018 00:00","717","0"
"19.10.2018 00:00 - 19.10.2018 01:00","694","0"
"19.10.2018 01:00 - 19.10.2018 02:00","697","0"
"19.10.2018 02:00 - 19.10.2018 03:00","736","0"
"19.10.2018 03:00 - 19.10.2018 04:00","671","0"
"19.10.2018 04:00 - 19.10.2018 05:00","457","0"
"19.10.2018 05:00 - 19.10.2018 06:00","299","0"
"19.10.2018 06:00 - 19.10.2018 07:00","490","0"
"19.10.2018 07:00 - 19.10.2018 08:00","651","0"
"19.10.2018 08:00 - 19.10.2018 09:00","687","0"
"19.10.2018 09:00 - 19.10.2018 10:00","681","0"
"19.10.2018 10:00 - 19.10.2018 11:00","854","0"
"19.10.2018 11:00 - 19.10.2018 12:00","734","0"
"19.10.2018 12:00 - 19.10.2018 13:00","612","0"
"19.10.2018 13:00 - 19.10.2018 14:00","406","0"
"19.10.2018 14:00 - 19.10.2018 15:00","442","0"
"19.10.2018 15:00 - 19.10.2018 16:00","421","0"
"19.10.2018 16:00 - 19.10.2018 17:00","639","0"
"19.10.2018 17:00 - 19.10.2018 18:00","699","0"
"19.10.2018 18:00 - 19.10.2018 19:00","701","0"
"19.10.2018 19:00 - 19.10.2018 20:00","761","0"
"19.10.2018 20:00 - 19.10.2018 21:00","703","0"
"19.10.2018 21:00 - 19.10.2018 22:00","386","0"
"19.10.2018 22:00 - 19.10.2018 23:00","457","0"
"19.10.2018 23:00 - 20.10.2018 00:00","551","0"
"20.10.2018 00:00 - 20.10.2018 01:00","530","0"
"20.10.2018 01:00 - 20.10.2018 02:00","471","0"
"20.10.2018 02:00 - 20.10.2018 03:00","476","0"
"20.10.2018 03:00 - 20.10.2018 04:00","442","0"
"20.10.2018 04:00 - 20.10.2018 05:00","494","0"
"20.10.2018 05:00 - 20.10.2018 06:00","538","0"
"20.10.2018 06:00 - 20.10.2018 07:00","545","0"
"20.10.2018 07:00 - 20.10.2018 08:00","506","0"
"20.10.2018 08:00 - 20.10.2018 09:00","464","0"
"20.10.2018 09:00 - 20.10.2018 10:00","521","0"
"20.10.2018 10:00 - 20.10.2018 11:00","459","0"
"20.10.2018 11:00 - 20.10.2018 12:00","440","0"
"20.10.2018 12:00 - 20.10.2018 13:00","447","0"
