"Time (CET)","Poland (PL) > Czech Republic (CZ) [MW]","Czech Republic (CZ) > Poland (PL) [MW]"
"24.07.2018 17:00 - 24.07.2018 18:00","351","0"
"24.07.2018 18:00 - 24.07.2018 19:00","488","0"
"24.07.2018 19:00 - 24.07.2018 20:00","443","0"
"24.07.2018 20:00 - 24.07.2018 21:00","354","0"
"24.07.2018 21:00 - 24.07.2018 22:00","462","0"
"24.07.2018 22:00 - 24.07.2018 23:00","701","0"
"24.07.2018 23:00 - 25.07.2018 00:00","689","0"
"25.07.2018 00:00 - 25.07.2018 01:00","635","0"
"25.07.2018 01:00 - 25.07.2018 02:00","569","0"
"25.07.2018 02:00 - 25.07.2018 03:00","559","0"
"25.07.2018 03:00 - 25.07.2018 04:00","520","0"
"25.07.2018 04:00 - 25.07.2018 05:00","528","0"
"25.07.2018 05:00 - 25.07.2018 06:00","561","0"
"25.07.2018 06:00 - 25.07.2018 07:00","725","0"
"25.07.2018 07:00 - 25.07.2018 08:00","551","0"
"25.07.2018 08:00 - 25.07.2018 09:00","353","0"
"25.07.2018 09:00 - 25.07.2018 10:00","39","0"
"25.07.2018 10:00 - 25.07.2018 11:00","0","139"
"25.07.2018 11:00 - 25.07.2018 12:00","0","261"
"25.07.2018 12:00 - 25.07.2018 13:00","0","263"
"25.07.2018 13:00 - 25.07.2018 14:00","0","254"
"25.07.2018 14:00 - 25.07.2018 15:00","0","278"
"25.07.2018 15:00 - 25.07.2018 16:00","0","217"
"25.07.2018 16:00 - 25.07.2018 17:00","46","0"
"25.07.2018 17:00 - 25.07.2018 18:00","384","0"
"25.07.2018 18:00 - 25.07.2018 19:00","684","0"
"25.07.2018 19:00 - 25.07.2018 20:00","635","0"
"25.07.2018 20:00 - 25.07.2018 21:00","557","0"
"25.07.2018 21:00 - 25.07.2018 22:00","716","0"
"25.07.2018 22:00 - 25.07.2018 23:00","749","0"
"25.07.2018 23:00 - 26.07.2018 00:00","783","0"
"26.07.2018 00:00 - 26.07.2018 01:00","689","0"
"26.07.2018 01:00 - 26.07.2018 02:00","627","0"
"26.07.2018 02:00 - 26.07.2018 03:00","544","0"
"26.07.2018 03:00 - 26.07.2018 04:00","476","0"
"26.07.2018 04:00 - 26.07.2018 05:00","580","0"
"26.07.2018 05:00 - 26.07.2018 06:00","634","0"
"26.07.2018 06:00 - 26.07.2018 07:00","726","0"
"26.07.2018 07:00 - 26.07.2018 08:00","733","0"
"26.07.2018 08:00 - 26.07.2018 09:00","531","0"
"26.07.2018 09:00 - 26.07.2018 10:00","19","0"
"26.07.2018 10:00 - 26.07.2018 11:00","0","134"
"26.07.2018 11:00 - 26.07.2018 12:00","0","142"
"26.07.2018 12:00 - 26.07.2018 13:00","0","230"
"26.07.2018 13:00 - 26.07.2018 14:00","0","179"
"26.07.2018 14:00 - 26.07.2018 15:00","0","205"
"26.07.2018 15:00 - 26.07.2018 16:00","0","259"
"26.07.2018 16:00 - 26.07.2018 17:00","0","121"
"26.07.2018 17:00 - 26.07.2018 18:00","143","0"
"26.07.2018 18:00 - 26.07.2018 19:00","363","0"
"26.07.2018 19:00 - 26.07.2018 20:00","585","0"
"26.07.2018 20:00 - 26.07.2018 21:00","514","0"
"26.07.2018 21:00 - 26.07.2018 22:00","379","0"
"26.07.2018 22:00 - 26.07.2018 23:00","638","0"
"26.07.2018 23:00 - 27.07.2018 00:00","298","0"
"27.07.2018 00:00 - 27.07.2018 01:00","751","0"
"27.07.2018 01:00 - 27.07.2018 02:00","654","0"
"27.07.2018 02:00 - 27.07.2018 03:00","631","0"
"27.07.2018 03:00 - 27.07.2018 04:00","582","0"
"27.07.2018 04:00 - 27.07.2018 05:00","607","0"
"27.07.2018 05:00 - 27.07.2018 06:00","663","0"
"27.07.2018 06:00 - 27.07.2018 07:00","590","0"
"27.07.2018 07:00 - 27.07.2018 08:00","269","0"
"27.07.2018 08:00 - 27.07.2018 09:00","0","114"
"27.07.2018 09:00 - 27.07.2018 10:00","0","273"
"27.07.2018 10:00 - 27.07.2018 11:00","0","327"
"27.07.2018 11:00 - 27.07.2018 12:00","0","301"
"27.07.2018 12:00 - 27.07.2018 13:00","0","279"
"27.07.2018 13:00 - 27.07.2018 14:00","0","340"
"27.07.2018 14:00 - 27.07.2018 15:00","0","436"
"27.07.2018 15:00 - 27.07.2018 16:00","0","413"
"27.07.2018 16:00 - 27.07.2018 17:00","0","411"
"27.07.2018 17:00 - 27.07.2018 18:00","0","279"
"27.07.2018 18:00 - 27.07.2018 19:00","44","0"
"27.07.2018 19:00 - 27.07.2018 20:00","0","8"
"27.07.2018 20:00 - 27.07.2018 21:00","74","0"
"27.07.2018 21:00 - 27.07.2018 22:00","47","0"
"27.07.2018 22:00 - 27.07.2018 23:00","113","0"
"27.07.2018 23:00 - 28.07.2018 00:00","259","0"
"28.07.2018 00:00 - 28.07.2018 01:00","393","0"
"28.07.2018 01:00 - 28.07.2018 02:00","432","0"
"28.07.2018 02:00 - 28.07.2018 03:00","575","0"
"28.07.2018 03:00 - 28.07.2018 04:00","609","0"
"28.07.2018 04:00 - 28.07.2018 05:00","655","0"
"28.07.2018 05:00 - 28.07.2018 06:00","635","0"
"28.07.2018 06:00 - 28.07.2018 07:00","351","0"
"28.07.2018 07:00 - 28.07.2018 08:00","117","0"
"28.07.2018 08:00 - 28.07.2018 09:00","0","102"
"28.07.2018 09:00 - 28.07.2018 10:00","0","119"
"28.07.2018 10:00 - 28.07.2018 11:00","0","99"
"28.07.2018 11:00 - 28.07.2018 12:00","0","89"
"28.07.2018 12:00 - 28.07.2018 13:00","0","30"
"28.07.2018 13:00 - 28.07.2018 14:00","0","38"
"28.07.2018 14:00 - 28.07.2018 15:00","0","105"
"28.07.2018 15:00 - 28.07.2018 16:00","0","28"
"28.07.2018 16:00 - 28.07.2018 17:00","0","65"
"28.07.2018 17:00 - 28.07.2018 18:00","0","80"
"28.07.2018 18:00 - 28.07.2018 19:00","0","55"
"28.07.2018 19:00 - 28.07.2018 20:00","176","0"
"28.07.2018 20:00 - 28.07.2018 21:00","216","0"
"28.07.2018 21:00 - 28.07.2018 22:00","265","0"
"28.07.2018 22:00 - 28.07.2018 23:00","388","0"
"28.07.2018 23:00 - 29.07.2018 00:00","570","0"
"29.07.2018 00:00 - 29.07.2018 01:00","619","0"
"29.07.2018 01:00 - 29.07.2018 02:00","536","0"
"29.07.2018 02:00 - 29.07.2018 03:00","578","0"
"29.07.2018 03:00 - 29.07.2018 04:00","524","0"
"29.07.2018 04:00 - 29.07.2018 05:00","461","0"
"29.07.2018 05:00 - 29.07.2018 06:00","369","0"
"29.07.2018 06:00 - 29.07.2018 07:00","410","0"
"29.07.2018 07:00 - 29.07.2018 08:00","446","0"
"29.07.2018 08:00 - 29.07.2018 09:00","323","0"
"29.07.2018 09:00 - 29.07.2018 10:00","42","0"
"29.07.2018 10:00 - 29.07.2018 11:00","0","70"
"29.07.2018 11:00 - 29.07.2018 12:00","0","83"
"29.07.2018 12:00 - 29.07.2018 13:00","0","159"
"29.07.2018 13:00 - 29.07.2018 14:00","0","191"
"29.07.2018 14:00 - 29.07.2018 15:00","0","199"
"29.07.2018 15:00 - 29.07.2018 16:00","0","103"
"29.07.2018 16:00 - 29.07.2018 17:00","18","0"
"29.07.2018 17:00 - 29.07.2018 18:00","117","0"
"29.07.2018 18:00 - 29.07.2018 19:00","418","0"
"29.07.2018 19:00 - 29.07.2018 20:00","674","0"
"29.07.2018 20:00 - 29.07.2018 21:00","694","0"
"29.07.2018 21:00 - 29.07.2018 22:00","624","0"
"29.07.2018 22:00 - 29.07.2018 23:00","933","0"
"29.07.2018 23:00 - 30.07.2018 00:00","844","0"
"30.07.2018 00:00 - 30.07.2018 01:00","748","0"
"30.07.2018 01:00 - 30.07.2018 02:00","699","0"
"30.07.2018 02:00 - 30.07.2018 03:00","673","0"
"30.07.2018 03:00 - 30.07.2018 04:00","648","0"
"30.07.2018 04:00 - 30.07.2018 05:00","602","0"
"30.07.2018 05:00 - 30.07.2018 06:00","620","0"
"30.07.2018 06:00 - 30.07.2018 07:00","604","0"
"30.07.2018 07:00 - 30.07.2018 08:00","278","0"
"30.07.2018 08:00 - 30.07.2018 09:00","0","112"
"30.07.2018 09:00 - 30.07.2018 10:00","0","137"
"30.07.2018 10:00 - 30.07.2018 11:00","0","96"
"30.07.2018 11:00 - 30.07.2018 12:00","49","0"
"30.07.2018 12:00 - 30.07.2018 13:00","35","0"
"30.07.2018 13:00 - 30.07.2018 14:00","43","0"
"30.07.2018 14:00 - 30.07.2018 15:00","0","23"
"30.07.2018 15:00 - 30.07.2018 16:00","0","3"
"30.07.2018 16:00 - 30.07.2018 17:00","0","128"
"30.07.2018 17:00 - 30.07.2018 18:00","0","63"
"30.07.2018 18:00 - 30.07.2018 19:00","136","0"
"30.07.2018 19:00 - 30.07.2018 20:00","310","0"
"30.07.2018 20:00 - 30.07.2018 21:00","368","0"
"30.07.2018 21:00 - 30.07.2018 22:00","488","0"
"30.07.2018 22:00 - 30.07.2018 23:00","836","0"
"30.07.2018 23:00 - 31.07.2018 00:00","703","0"
"31.07.2018 00:00 - 31.07.2018 01:00","837","0"
"31.07.2018 01:00 - 31.07.2018 02:00","827","0"
"31.07.2018 02:00 - 31.07.2018 03:00","668","0"
"31.07.2018 03:00 - 31.07.2018 04:00","566","0"
"31.07.2018 04:00 - 31.07.2018 05:00","464","0"
"31.07.2018 05:00 - 31.07.2018 06:00","626","0"
"31.07.2018 06:00 - 31.07.2018 07:00","763","0"
"31.07.2018 07:00 - 31.07.2018 08:00","441","0"
"31.07.2018 08:00 - 31.07.2018 09:00","72","0"
"31.07.2018 09:00 - 31.07.2018 10:00","88","0"
"31.07.2018 10:00 - 31.07.2018 11:00","0","10"
"31.07.2018 11:00 - 31.07.2018 12:00","0","47"
"31.07.2018 12:00 - 31.07.2018 13:00","0","19"
"31.07.2018 13:00 - 31.07.2018 14:00","0","69"
"31.07.2018 14:00 - 31.07.2018 15:00","0","131"
"31.07.2018 15:00 - 31.07.2018 16:00","0","137"
"31.07.2018 16:00 - 31.07.2018 17:00","0","140"
"31.07.2018 17:00 - 31.07.2018 18:00","0","90"
"31.07.2018 18:00 - 31.07.2018 19:00","93","0"
"31.07.2018 19:00 - 31.07.2018 20:00","199","0"
"31.07.2018 20:00 - 31.07.2018 21:00","278","0"
"31.07.2018 21:00 - 31.07.2018 22:00","397","0"
"31.07.2018 22:00 - 31.07.2018 23:00","538","0"
"31.07.2018 23:00 - 01.08.2018 00:00","703","0"
"01.08.2018 00:00 - 01.08.2018 01:00","421","0"
"01.08.2018 01:00 - 01.08.2018 02:00","400","0"
"01.08.2018 02:00 - 01.08.2018 03:00","378","0"
"01.08.2018 03:00 - 01.08.2018 04:00","307","0"
"01.08.2018 04:00 - 01.08.2018 05:00","266","0"
"01.08.2018 05:00 - 01.08.2018 06:00","344","0"
"01.08.2018 06:00 - 01.08.2018 07:00","353","0"
"01.08.2018 07:00 - 01.08.2018 08:00","239","0"
"01.08.2018 08:00 - 01.08.2018 09:00","0","21"
"01.08.2018 09:00 - 01.08.2018 10:00","0","32"
"01.08.2018 10:00 - 01.08.2018 11:00","0","77"
"01.08.2018 11:00 - 01.08.2018 12:00","0","75"
"01.08.2018 12:00 - 01.08.2018 13:00","0","186"
"01.08.2018 13:00 - 01.08.2018 14:00","0","151"
"01.08.2018 14:00 - 01.08.2018 15:00","0","184"
"01.08.2018 15:00 - 01.08.2018 16:00","0","161"
"01.08.2018 16:00 - 01.08.2018 17:00","0","194"
"01.08.2018 17:00 - 01.08.2018 18:00","0","150"
"01.08.2018 18:00 - 01.08.2018 19:00","0","24"
"01.08.2018 19:00 - 01.08.2018 20:00","152","0"
"01.08.2018 20:00 - 01.08.2018 21:00","175","0"
"01.08.2018 21:00 - 01.08.2018 22:00","215","0"
"01.08.2018 22:00 - 01.08.2018 23:00","474","0"
"01.08.2018 23:00 - 02.08.2018 00:00","538","0"
"02.08.2018 00:00 - 02.08.2018 01:00","620","0"
"02.08.2018 01:00 - 02.08.2018 02:00","639","0"
"02.08.2018 02:00 - 02.08.2018 03:00","504","0"
"02.08.2018 03:00 - 02.08.2018 04:00","455","0"
"02.08.2018 04:00 - 02.08.2018 05:00","494","0"
"02.08.2018 05:00 - 02.08.2018 06:00","596","0"
"02.08.2018 06:00 - 02.08.2018 07:00","810","0"
"02.08.2018 07:00 - 02.08.2018 08:00","607","0"
"02.08.2018 08:00 - 02.08.2018 09:00","350","0"
"02.08.2018 09:00 - 02.08.2018 10:00","228","0"
"02.08.2018 10:00 - 02.08.2018 11:00","193","0"
"02.08.2018 11:00 - 02.08.2018 12:00","265","0"
"02.08.2018 12:00 - 02.08.2018 13:00","295","0"
"02.08.2018 13:00 - 02.08.2018 14:00","254","0"
"02.08.2018 14:00 - 02.08.2018 15:00","248","0"
"02.08.2018 15:00 - 02.08.2018 16:00","275","0"
"02.08.2018 16:00 - 02.08.2018 17:00","291","0"
"02.08.2018 17:00 - 02.08.2018 18:00","301","0"
"02.08.2018 18:00 - 02.08.2018 19:00","425","0"
"02.08.2018 19:00 - 02.08.2018 20:00","404","0"
"02.08.2018 20:00 - 02.08.2018 21:00","214","0"
"02.08.2018 21:00 - 02.08.2018 22:00","258","0"
"02.08.2018 22:00 - 02.08.2018 23:00","413","0"
"02.08.2018 23:00 - 03.08.2018 00:00","513","0"
"03.08.2018 00:00 - 03.08.2018 01:00","464","0"
"03.08.2018 01:00 - 03.08.2018 02:00","635","0"
"03.08.2018 02:00 - 03.08.2018 03:00","556","0"
"03.08.2018 03:00 - 03.08.2018 04:00","523","0"
"03.08.2018 04:00 - 03.08.2018 05:00","552","0"
"03.08.2018 05:00 - 03.08.2018 06:00","615","0"
"03.08.2018 06:00 - 03.08.2018 07:00","764","0"
"03.08.2018 07:00 - 03.08.2018 08:00","568","0"
"03.08.2018 08:00 - 03.08.2018 09:00","358","0"
"03.08.2018 09:00 - 03.08.2018 10:00","283","0"
"03.08.2018 10:00 - 03.08.2018 11:00","222","0"
"03.08.2018 11:00 - 03.08.2018 12:00","249","0"
"03.08.2018 12:00 - 03.08.2018 13:00","207","0"
"03.08.2018 13:00 - 03.08.2018 14:00","215","0"
"03.08.2018 14:00 - 03.08.2018 15:00","217","0"
"03.08.2018 15:00 - 03.08.2018 16:00","185","0"
"03.08.2018 16:00 - 03.08.2018 17:00","169","0"
"03.08.2018 17:00 - 03.08.2018 18:00","127","0"
"03.08.2018 18:00 - 03.08.2018 19:00","120","0"
"03.08.2018 19:00 - 03.08.2018 20:00","135","0"
"03.08.2018 20:00 - 03.08.2018 21:00","277","0"
"03.08.2018 21:00 - 03.08.2018 22:00","395","0"
"03.08.2018 22:00 - 03.08.2018 23:00","415","0"
"03.08.2018 23:00 - 04.08.2018 00:00","390","0"
"04.08.2018 00:00 - 04.08.2018 01:00","636","0"
"04.08.2018 01:00 - 04.08.2018 02:00","651","0"
"04.08.2018 02:00 - 04.08.2018 03:00","604","0"
"04.08.2018 03:00 - 04.08.2018 04:00","623","0"
"04.08.2018 04:00 - 04.08.2018 05:00","652","0"
"04.08.2018 05:00 - 04.08.2018 06:00","671","0"
"04.08.2018 06:00 - 04.08.2018 07:00","660","0"
"04.08.2018 07:00 - 04.08.2018 08:00","599","0"
"04.08.2018 08:00 - 04.08.2018 09:00","379","0"
"04.08.2018 09:00 - 04.08.2018 10:00","418","0"
"04.08.2018 10:00 - 04.08.2018 11:00","413","0"
"04.08.2018 11:00 - 04.08.2018 12:00","443","0"
"04.08.2018 12:00 - 04.08.2018 13:00","194","0"
"04.08.2018 13:00 - 04.08.2018 14:00","216","0"
"04.08.2018 14:00 - 04.08.2018 15:00","281","0"
"04.08.2018 15:00 - 04.08.2018 16:00","356","0"
"04.08.2018 16:00 - 04.08.2018 17:00","368","0"
"04.08.2018 17:00 - 04.08.2018 18:00","483","0"
"04.08.2018 18:00 - 04.08.2018 19:00","685","0"
"04.08.2018 19:00 - 04.08.2018 20:00","599","0"
"04.08.2018 20:00 - 04.08.2018 21:00","727","0"
"04.08.2018 21:00 - 04.08.2018 22:00","758","0"
"04.08.2018 22:00 - 04.08.2018 23:00","740","0"
"04.08.2018 23:00 - 05.08.2018 00:00","712","0"
"05.08.2018 00:00 - 05.08.2018 01:00","641","0"
"05.08.2018 01:00 - 05.08.2018 02:00","630","0"
"05.08.2018 02:00 - 05.08.2018 03:00","672","0"
"05.08.2018 03:00 - 05.08.2018 04:00","623","0"
"05.08.2018 04:00 - 05.08.2018 05:00","637","0"
"05.08.2018 05:00 - 05.08.2018 06:00","639","0"
"05.08.2018 06:00 - 05.08.2018 07:00","578","0"
"05.08.2018 07:00 - 05.08.2018 08:00","548","0"
"05.08.2018 08:00 - 05.08.2018 09:00","570","0"
"05.08.2018 09:00 - 05.08.2018 10:00","367","0"
"05.08.2018 10:00 - 05.08.2018 11:00","374","0"
"05.08.2018 11:00 - 05.08.2018 12:00","408","0"
"05.08.2018 12:00 - 05.08.2018 13:00","370","0"
"05.08.2018 13:00 - 05.08.2018 14:00","410","0"
"05.08.2018 14:00 - 05.08.2018 15:00","365","0"
"05.08.2018 15:00 - 05.08.2018 16:00","457","0"
"05.08.2018 16:00 - 05.08.2018 17:00","460","0"
"05.08.2018 17:00 - 05.08.2018 18:00","599","0"
"05.08.2018 18:00 - 05.08.2018 19:00","676","0"
"05.08.2018 19:00 - 05.08.2018 20:00","825","0"
"05.08.2018 20:00 - 05.08.2018 21:00","760","0"
"05.08.2018 21:00 - 05.08.2018 22:00","708","0"
"05.08.2018 22:00 - 05.08.2018 23:00","736","0"
"05.08.2018 23:00 - 06.08.2018 00:00","729","0"
"06.08.2018 00:00 - 06.08.2018 01:00","757","0"
"06.08.2018 01:00 - 06.08.2018 02:00","751","0"
"06.08.2018 02:00 - 06.08.2018 03:00","686","0"
"06.08.2018 03:00 - 06.08.2018 04:00","665","0"
"06.08.2018 04:00 - 06.08.2018 05:00","711","0"
"06.08.2018 05:00 - 06.08.2018 06:00","727","0"
"06.08.2018 06:00 - 06.08.2018 07:00","833","0"
"06.08.2018 07:00 - 06.08.2018 08:00","799","0"
"06.08.2018 08:00 - 06.08.2018 09:00","644","0"
"06.08.2018 09:00 - 06.08.2018 10:00","545","0"
"06.08.2018 10:00 - 06.08.2018 11:00","495","0"
"06.08.2018 11:00 - 06.08.2018 12:00","503","0"
"06.08.2018 12:00 - 06.08.2018 13:00","443","0"
"06.08.2018 13:00 - 06.08.2018 14:00","382","0"
"06.08.2018 14:00 - 06.08.2018 15:00","323","0"
"06.08.2018 15:00 - 06.08.2018 16:00","344","0"
"06.08.2018 16:00 - 06.08.2018 17:00","513","0"
"06.08.2018 17:00 - 06.08.2018 18:00","559","0"
"06.08.2018 18:00 - 06.08.2018 19:00","588","0"
"06.08.2018 19:00 - 06.08.2018 20:00","539","0"
"06.08.2018 20:00 - 06.08.2018 21:00","546","0"
"06.08.2018 21:00 - 06.08.2018 22:00","602","0"
"06.08.2018 22:00 - 06.08.2018 23:00","584","0"
"06.08.2018 23:00 - 07.08.2018 00:00","932","0"
"07.08.2018 00:00 - 07.08.2018 01:00","977","0"
"07.08.2018 01:00 - 07.08.2018 02:00","922","0"
"07.08.2018 02:00 - 07.08.2018 03:00","858","0"
"07.08.2018 03:00 - 07.08.2018 04:00","820","0"
"07.08.2018 04:00 - 07.08.2018 05:00","842","0"
"07.08.2018 05:00 - 07.08.2018 06:00","977","0"
"07.08.2018 06:00 - 07.08.2018 07:00","1062","0"
"07.08.2018 07:00 - 07.08.2018 08:00","985","0"
"07.08.2018 08:00 - 07.08.2018 09:00","614","0"
"07.08.2018 09:00 - 07.08.2018 10:00","566","0"
"07.08.2018 10:00 - 07.08.2018 11:00","422","0"
"07.08.2018 11:00 - 07.08.2018 12:00","482","0"
"07.08.2018 12:00 - 07.08.2018 13:00","456","0"
"07.08.2018 13:00 - 07.08.2018 14:00","428","0"
"07.08.2018 14:00 - 07.08.2018 15:00","381","0"
"07.08.2018 15:00 - 07.08.2018 16:00","362","0"
"07.08.2018 16:00 - 07.08.2018 17:00","496","0"
"07.08.2018 17:00 - 07.08.2018 18:00","630","0"
"07.08.2018 18:00 - 07.08.2018 19:00","768","0"
"07.08.2018 19:00 - 07.08.2018 20:00","847","0"
"07.08.2018 20:00 - 07.08.2018 21:00","899","0"
"07.08.2018 21:00 - 07.08.2018 22:00","1041","0"
"07.08.2018 22:00 - 07.08.2018 23:00","1093","0"
"07.08.2018 23:00 - 08.08.2018 00:00","1096","0"
"08.08.2018 00:00 - 08.08.2018 01:00","1065","0"
"08.08.2018 01:00 - 08.08.2018 02:00","983","0"
"08.08.2018 02:00 - 08.08.2018 03:00","934","0"
"08.08.2018 03:00 - 08.08.2018 04:00","927","0"
"08.08.2018 04:00 - 08.08.2018 05:00","936","0"
"08.08.2018 05:00 - 08.08.2018 06:00","860","0"
"08.08.2018 06:00 - 08.08.2018 07:00","729","0"
"08.08.2018 07:00 - 08.08.2018 08:00","772","0"
"08.08.2018 08:00 - 08.08.2018 09:00","641","0"
"08.08.2018 09:00 - 08.08.2018 10:00","444","0"
"08.08.2018 10:00 - 08.08.2018 11:00","325","0"
"08.08.2018 11:00 - 08.08.2018 12:00","205","0"
"08.08.2018 12:00 - 08.08.2018 13:00","305","0"
"08.08.2018 13:00 - 08.08.2018 14:00","349","0"
"08.08.2018 14:00 - 08.08.2018 15:00","391","0"
"08.08.2018 15:00 - 08.08.2018 16:00","454","0"
"08.08.2018 16:00 - 08.08.2018 17:00","436","0"
"08.08.2018 17:00 - 08.08.2018 18:00","454","0"
"08.08.2018 18:00 - 08.08.2018 19:00","821","0"
"08.08.2018 19:00 - 08.08.2018 20:00","878","0"
"08.08.2018 20:00 - 08.08.2018 21:00","787","0"
"08.08.2018 21:00 - 08.08.2018 22:00","891","0"
"08.08.2018 22:00 - 08.08.2018 23:00","791","0"
"08.08.2018 23:00 - 09.08.2018 00:00","944","0"
"09.08.2018 00:00 - 09.08.2018 01:00","820","0"
"09.08.2018 01:00 - 09.08.2018 02:00","725","0"
"09.08.2018 02:00 - 09.08.2018 03:00","638","0"
"09.08.2018 03:00 - 09.08.2018 04:00","611","0"
"09.08.2018 04:00 - 09.08.2018 05:00","646","0"
"09.08.2018 05:00 - 09.08.2018 06:00","716","0"
"09.08.2018 06:00 - 09.08.2018 07:00","985","0"
"09.08.2018 07:00 - 09.08.2018 08:00","1009","0"
"09.08.2018 08:00 - 09.08.2018 09:00","560","0"
"09.08.2018 09:00 - 09.08.2018 10:00","432","0"
"09.08.2018 10:00 - 09.08.2018 11:00","320","0"
"09.08.2018 11:00 - 09.08.2018 12:00","298","0"
"09.08.2018 12:00 - 09.08.2018 13:00","348","0"
"09.08.2018 13:00 - 09.08.2018 14:00","350","0"
"09.08.2018 14:00 - 09.08.2018 15:00","319","0"
"09.08.2018 15:00 - 09.08.2018 16:00","335","0"
"09.08.2018 16:00 - 09.08.2018 17:00","371","0"
"09.08.2018 17:00 - 09.08.2018 18:00","360","0"
"09.08.2018 18:00 - 09.08.2018 19:00","434","0"
"09.08.2018 19:00 - 09.08.2018 20:00","486","0"
"09.08.2018 20:00 - 09.08.2018 21:00","470","0"
"09.08.2018 21:00 - 09.08.2018 22:00","561","0"
"09.08.2018 22:00 - 09.08.2018 23:00","479","0"
"09.08.2018 23:00 - 10.08.2018 00:00","501","0"
"10.08.2018 00:00 - 10.08.2018 01:00","730","0"
"10.08.2018 01:00 - 10.08.2018 02:00","815","0"
"10.08.2018 02:00 - 10.08.2018 03:00","787","0"
"10.08.2018 03:00 - 10.08.2018 04:00","753","0"
"10.08.2018 04:00 - 10.08.2018 05:00","834","0"
"10.08.2018 05:00 - 10.08.2018 06:00","849","0"
"10.08.2018 06:00 - 10.08.2018 07:00","803","0"
"10.08.2018 07:00 - 10.08.2018 08:00","832","0"
"10.08.2018 08:00 - 10.08.2018 09:00","940","0"
"10.08.2018 09:00 - 10.08.2018 10:00","1047","0"
"10.08.2018 10:00 - 10.08.2018 11:00","998","0"
"10.08.2018 11:00 - 10.08.2018 12:00","832","0"
"10.08.2018 12:00 - 10.08.2018 13:00","746","0"
"10.08.2018 13:00 - 10.08.2018 14:00","694","0"
"10.08.2018 14:00 - 10.08.2018 15:00","640","0"
"10.08.2018 15:00 - 10.08.2018 16:00","637","0"
"10.08.2018 16:00 - 10.08.2018 17:00","670","0"
"10.08.2018 17:00 - 10.08.2018 18:00","607","0"
"10.08.2018 18:00 - 10.08.2018 19:00","624","0"
"10.08.2018 19:00 - 10.08.2018 20:00","580","0"
"10.08.2018 20:00 - 10.08.2018 21:00","576","0"
"10.08.2018 21:00 - 10.08.2018 22:00","666","0"
"10.08.2018 22:00 - 10.08.2018 23:00","788","0"
"10.08.2018 23:00 - 11.08.2018 00:00","888","0"
"11.08.2018 00:00 - 11.08.2018 01:00","820","0"
"11.08.2018 01:00 - 11.08.2018 02:00","834","0"
"11.08.2018 02:00 - 11.08.2018 03:00","844","0"
"11.08.2018 03:00 - 11.08.2018 04:00","711","0"
"11.08.2018 04:00 - 11.08.2018 05:00","680","0"
"11.08.2018 05:00 - 11.08.2018 06:00","714","0"
"11.08.2018 06:00 - 11.08.2018 07:00","630","0"
"11.08.2018 07:00 - 11.08.2018 08:00","575","0"
"11.08.2018 08:00 - 11.08.2018 09:00","418","0"
"11.08.2018 09:00 - 11.08.2018 10:00","509","0"
"11.08.2018 10:00 - 11.08.2018 11:00","504","0"
"11.08.2018 11:00 - 11.08.2018 12:00","520","0"
"11.08.2018 12:00 - 11.08.2018 13:00","591","0"
"11.08.2018 13:00 - 11.08.2018 14:00","682","0"
"11.08.2018 14:00 - 11.08.2018 15:00","684","0"
"11.08.2018 15:00 - 11.08.2018 16:00","656","0"
"11.08.2018 16:00 - 11.08.2018 17:00","646","0"
"11.08.2018 17:00 - 11.08.2018 18:00","677","0"
"11.08.2018 18:00 - 11.08.2018 19:00","917","0"
"11.08.2018 19:00 - 11.08.2018 20:00","928","0"
"11.08.2018 20:00 - 11.08.2018 21:00","898","0"
"11.08.2018 21:00 - 11.08.2018 22:00","850","0"
"11.08.2018 22:00 - 11.08.2018 23:00","717","0"
"11.08.2018 23:00 - 12.08.2018 00:00","658","0"
"12.08.2018 00:00 - 12.08.2018 01:00","775","0"
"12.08.2018 01:00 - 12.08.2018 02:00","734","0"
"12.08.2018 02:00 - 12.08.2018 03:00","646","0"
"12.08.2018 03:00 - 12.08.2018 04:00","621","0"
"12.08.2018 04:00 - 12.08.2018 05:00","595","0"
"12.08.2018 05:00 - 12.08.2018 06:00","588","0"
"12.08.2018 06:00 - 12.08.2018 07:00","570","0"
"12.08.2018 07:00 - 12.08.2018 08:00","683","0"
"12.08.2018 08:00 - 12.08.2018 09:00","582","0"
"12.08.2018 09:00 - 12.08.2018 10:00","588","0"
"12.08.2018 10:00 - 12.08.2018 11:00","510","0"
"12.08.2018 11:00 - 12.08.2018 12:00","504","0"
"12.08.2018 12:00 - 12.08.2018 13:00","507","0"
"12.08.2018 13:00 - 12.08.2018 14:00","505","0"
"12.08.2018 14:00 - 12.08.2018 15:00","475","0"
"12.08.2018 15:00 - 12.08.2018 16:00","497","0"
"12.08.2018 16:00 - 12.08.2018 17:00","500","0"
"12.08.2018 17:00 - 12.08.2018 18:00","429","0"
"12.08.2018 18:00 - 12.08.2018 19:00","558","0"
"12.08.2018 19:00 - 12.08.2018 20:00","735","0"
"12.08.2018 20:00 - 12.08.2018 21:00","652","0"
"12.08.2018 21:00 - 12.08.2018 22:00","580","0"
"12.08.2018 22:00 - 12.08.2018 23:00","623","0"
"12.08.2018 23:00 - 13.08.2018 00:00","639","0"
"13.08.2018 00:00 - 13.08.2018 01:00","823","0"
