"Time (CET)","Lithuania (LT) > Poland (PL) [MW]","Poland (PL) > Lithuania (LT) [MW]"
"20.01.2018 07:00 - 20.01.2018 08:00","50","0"
"20.01.2018 08:00 - 20.01.2018 09:00","0","101"
"20.01.2018 09:00 - 20.01.2018 10:00","48","0"
"20.01.2018 10:00 - 20.01.2018 11:00","149","0"
"20.01.2018 11:00 - 20.01.2018 12:00","218","0"
"20.01.2018 12:00 - 20.01.2018 13:00","245","0"
"20.01.2018 13:00 - 20.01.2018 14:00","252","0"
"20.01.2018 14:00 - 20.01.2018 15:00","64","0"
"20.01.2018 15:00 - 20.01.2018 16:00","0","0"
"20.01.2018 16:00 - 20.01.2018 17:00","49","0"
"20.01.2018 17:00 - 20.01.2018 18:00","163","0"
"20.01.2018 18:00 - 20.01.2018 19:00","210","0"
"20.01.2018 19:00 - 20.01.2018 20:00","123","0"
"20.01.2018 20:00 - 20.01.2018 21:00","84","0"
"20.01.2018 21:00 - 20.01.2018 22:00","0","0"
"20.01.2018 22:00 - 20.01.2018 23:00","0","0"
"20.01.2018 23:00 - 21.01.2018 00:00","129","0"
"21.01.2018 00:00 - 21.01.2018 01:00","0","282"
"21.01.2018 01:00 - 21.01.2018 02:00","0","473"
"21.01.2018 02:00 - 21.01.2018 03:00","0","492"
"21.01.2018 03:00 - 21.01.2018 04:00","0","492"
"21.01.2018 04:00 - 21.01.2018 05:00","0","492"
"21.01.2018 05:00 - 21.01.2018 06:00","0","491"
"21.01.2018 06:00 - 21.01.2018 07:00","0","399"
"21.01.2018 07:00 - 21.01.2018 08:00","0","278"
"21.01.2018 08:00 - 21.01.2018 09:00","0","371"
"21.01.2018 09:00 - 21.01.2018 10:00","0","60"
"21.01.2018 10:00 - 21.01.2018 11:00","0","228"
"21.01.2018 11:00 - 21.01.2018 12:00","0","250"
"21.01.2018 12:00 - 21.01.2018 13:00","0","169"
"21.01.2018 13:00 - 21.01.2018 14:00","0","96"
"21.01.2018 14:00 - 21.01.2018 15:00","0","107"
"21.01.2018 15:00 - 21.01.2018 16:00","0","195"
"21.01.2018 16:00 - 21.01.2018 17:00","0","260"
"21.01.2018 17:00 - 21.01.2018 18:00","0","174"
"21.01.2018 18:00 - 21.01.2018 19:00","0","182"
"21.01.2018 19:00 - 21.01.2018 20:00","0","78"
"21.01.2018 20:00 - 21.01.2018 21:00","47","0"
"21.01.2018 21:00 - 21.01.2018 22:00","0","190"
"21.01.2018 22:00 - 21.01.2018 23:00","134","0"
"21.01.2018 23:00 - 22.01.2018 00:00","82","0"
"22.01.2018 00:00 - 22.01.2018 01:00","0","289"
"22.01.2018 01:00 - 22.01.2018 02:00","0","489"
"22.01.2018 02:00 - 22.01.2018 03:00","0","480"
"22.01.2018 03:00 - 22.01.2018 04:00","0","489"
"22.01.2018 04:00 - 22.01.2018 05:00","0","256"
"22.01.2018 05:00 - 22.01.2018 06:00","0","250"
"22.01.2018 06:00 - 22.01.2018 07:00","0","250"
"22.01.2018 07:00 - 22.01.2018 08:00","0","250"
"22.01.2018 08:00 - 22.01.2018 09:00","0","250"
"22.01.2018 09:00 - 22.01.2018 10:00","0","250"
"22.01.2018 10:00 - 22.01.2018 11:00","0","250"
"22.01.2018 11:00 - 22.01.2018 12:00","0","250"
"22.01.2018 12:00 - 22.01.2018 13:00","0","250"
"22.01.2018 13:00 - 22.01.2018 14:00","0","250"
"22.01.2018 14:00 - 22.01.2018 15:00","0","250"
"22.01.2018 15:00 - 22.01.2018 16:00","0","250"
"22.01.2018 16:00 - 22.01.2018 17:00","0","250"
"22.01.2018 17:00 - 22.01.2018 18:00","0","250"
"22.01.2018 18:00 - 22.01.2018 19:00","0","247"
"22.01.2018 19:00 - 22.01.2018 20:00","107","0"
"22.01.2018 20:00 - 22.01.2018 21:00","67","0"
"22.01.2018 21:00 - 22.01.2018 22:00","72","0"
"22.01.2018 22:00 - 22.01.2018 23:00","0","91"
"22.01.2018 23:00 - 23.01.2018 00:00","0","3"
"23.01.2018 00:00 - 23.01.2018 01:00","0","185"
"23.01.2018 01:00 - 23.01.2018 02:00","0","249"
"23.01.2018 02:00 - 23.01.2018 03:00","0","249"
"23.01.2018 03:00 - 23.01.2018 04:00","0","249"
"23.01.2018 04:00 - 23.01.2018 05:00","0","249"
"23.01.2018 05:00 - 23.01.2018 06:00","0","249"
"23.01.2018 06:00 - 23.01.2018 07:00","0","249"
"23.01.2018 07:00 - 23.01.2018 08:00","0","249"
"23.01.2018 08:00 - 23.01.2018 09:00","0","249"
"23.01.2018 09:00 - 23.01.2018 10:00","0","249"
"23.01.2018 10:00 - 23.01.2018 11:00","0","249"
"23.01.2018 11:00 - 23.01.2018 12:00","0","250"
"23.01.2018 12:00 - 23.01.2018 13:00","0","220"
"23.01.2018 13:00 - 23.01.2018 14:00","0","236"
"23.01.2018 14:00 - 23.01.2018 15:00","0","241"
"23.01.2018 15:00 - 23.01.2018 16:00","0","250"
"23.01.2018 16:00 - 23.01.2018 17:00","0","250"
"23.01.2018 17:00 - 23.01.2018 18:00","0","250"
"23.01.2018 18:00 - 23.01.2018 19:00","0","248"
"23.01.2018 19:00 - 23.01.2018 20:00","44","0"
"23.01.2018 20:00 - 23.01.2018 21:00","226","0"
"23.01.2018 21:00 - 23.01.2018 22:00","238","0"
"23.01.2018 22:00 - 23.01.2018 23:00","46","0"
"23.01.2018 23:00 - 24.01.2018 00:00","0","220"
"24.01.2018 00:00 - 24.01.2018 01:00","0","3"
"24.01.2018 01:00 - 24.01.2018 02:00","0","76"
"24.01.2018 02:00 - 24.01.2018 03:00","0","50"
"24.01.2018 03:00 - 24.01.2018 04:00","0","62"
"24.01.2018 04:00 - 24.01.2018 05:00","0","1"
"24.01.2018 05:00 - 24.01.2018 06:00","0","402"
"24.01.2018 06:00 - 24.01.2018 07:00","0","370"
"24.01.2018 07:00 - 24.01.2018 08:00","205","0"
"24.01.2018 08:00 - 24.01.2018 09:00","440","0"
"24.01.2018 09:00 - 24.01.2018 10:00","485","0"
"24.01.2018 10:00 - 24.01.2018 11:00","487","0"
"24.01.2018 11:00 - 24.01.2018 12:00","487","0"
"24.01.2018 12:00 - 24.01.2018 13:00","487","0"
"24.01.2018 13:00 - 24.01.2018 14:00","487","0"
"24.01.2018 14:00 - 24.01.2018 15:00","486","0"
"24.01.2018 15:00 - 24.01.2018 16:00","486","0"
"24.01.2018 16:00 - 24.01.2018 17:00","439","0"
"24.01.2018 17:00 - 24.01.2018 18:00","486","0"
"24.01.2018 18:00 - 24.01.2018 19:00","487","0"
"24.01.2018 19:00 - 24.01.2018 20:00","486","0"
"24.01.2018 20:00 - 24.01.2018 21:00","414","0"
"24.01.2018 21:00 - 24.01.2018 22:00","74","0"
"24.01.2018 22:00 - 24.01.2018 23:00","0","4"
"24.01.2018 23:00 - 25.01.2018 00:00","0","312"
"25.01.2018 00:00 - 25.01.2018 01:00","0","395"
"25.01.2018 01:00 - 25.01.2018 02:00","0","385"
"25.01.2018 02:00 - 25.01.2018 03:00","0","385"
"25.01.2018 03:00 - 25.01.2018 04:00","0","404"
"25.01.2018 04:00 - 25.01.2018 05:00","0","463"
"25.01.2018 05:00 - 25.01.2018 06:00","0","489"
"25.01.2018 06:00 - 25.01.2018 07:00","0","244"
"25.01.2018 07:00 - 25.01.2018 08:00","0","1"
"25.01.2018 08:00 - 25.01.2018 09:00","235","0"
"25.01.2018 09:00 - 25.01.2018 10:00","308","0"
"25.01.2018 10:00 - 25.01.2018 11:00","436","0"
"25.01.2018 11:00 - 25.01.2018 12:00","487","0"
"25.01.2018 12:00 - 25.01.2018 13:00","487","0"
"25.01.2018 13:00 - 25.01.2018 14:00","487","0"
"25.01.2018 14:00 - 25.01.2018 15:00","477","0"
"25.01.2018 15:00 - 25.01.2018 16:00","394","0"
"25.01.2018 16:00 - 25.01.2018 17:00","457","0"
"25.01.2018 17:00 - 25.01.2018 18:00","485","0"
"25.01.2018 18:00 - 25.01.2018 19:00","331","0"
"25.01.2018 19:00 - 25.01.2018 20:00","484","0"
"25.01.2018 20:00 - 25.01.2018 21:00","488","0"
"25.01.2018 21:00 - 25.01.2018 22:00","488","0"
"25.01.2018 22:00 - 25.01.2018 23:00","488","0"
"25.01.2018 23:00 - 26.01.2018 00:00","488","0"
"26.01.2018 00:00 - 26.01.2018 01:00","486","0"
"26.01.2018 01:00 - 26.01.2018 02:00","129","0"
"26.01.2018 02:00 - 26.01.2018 03:00","0","0"
"26.01.2018 03:00 - 26.01.2018 04:00","48","0"
"26.01.2018 04:00 - 26.01.2018 05:00","118","0"
"26.01.2018 05:00 - 26.01.2018 06:00","0","279"
"26.01.2018 06:00 - 26.01.2018 07:00","0","298"
"26.01.2018 07:00 - 26.01.2018 08:00","0","4"
"26.01.2018 08:00 - 26.01.2018 09:00","0","0"
"26.01.2018 09:00 - 26.01.2018 10:00","96","0"
"26.01.2018 10:00 - 26.01.2018 11:00","167","0"
"26.01.2018 11:00 - 26.01.2018 12:00","364","0"
"26.01.2018 12:00 - 26.01.2018 13:00","487","0"
"26.01.2018 13:00 - 26.01.2018 14:00","487","0"
"26.01.2018 14:00 - 26.01.2018 15:00","432","0"
"26.01.2018 15:00 - 26.01.2018 16:00","311","0"
"26.01.2018 16:00 - 26.01.2018 17:00","332","0"
"26.01.2018 17:00 - 26.01.2018 18:00","472","0"
"26.01.2018 18:00 - 26.01.2018 19:00","282","0"
"26.01.2018 19:00 - 26.01.2018 20:00","487","0"
"26.01.2018 20:00 - 26.01.2018 21:00","488","0"
"26.01.2018 21:00 - 26.01.2018 22:00","487","0"
"26.01.2018 22:00 - 26.01.2018 23:00","487","0"
"26.01.2018 23:00 - 27.01.2018 00:00","487","0"
"27.01.2018 00:00 - 27.01.2018 01:00","485","0"
"27.01.2018 01:00 - 27.01.2018 02:00","211","0"
"27.01.2018 02:00 - 27.01.2018 03:00","1","0"
"27.01.2018 03:00 - 27.01.2018 04:00","0","0"
"27.01.2018 04:00 - 27.01.2018 05:00","0","0"
"27.01.2018 05:00 - 27.01.2018 06:00","8","0"
"27.01.2018 06:00 - 27.01.2018 07:00","479","0"
"27.01.2018 07:00 - 27.01.2018 08:00","488","0"
"27.01.2018 08:00 - 27.01.2018 09:00","488","0"
"27.01.2018 09:00 - 27.01.2018 10:00","488","0"
"27.01.2018 10:00 - 27.01.2018 11:00","487","0"
"27.01.2018 11:00 - 27.01.2018 12:00","487","0"
"27.01.2018 12:00 - 27.01.2018 13:00","487","0"
"27.01.2018 13:00 - 27.01.2018 14:00","487","0"
"27.01.2018 14:00 - 27.01.2018 15:00","487","0"
"27.01.2018 15:00 - 27.01.2018 16:00","487","0"
"27.01.2018 16:00 - 27.01.2018 17:00","487","0"
"27.01.2018 17:00 - 27.01.2018 18:00","487","0"
"27.01.2018 18:00 - 27.01.2018 19:00","487","0"
"27.01.2018 19:00 - 27.01.2018 20:00","487","0"
"27.01.2018 20:00 - 27.01.2018 21:00","481","0"
"27.01.2018 21:00 - 27.01.2018 22:00","135","0"
"27.01.2018 22:00 - 27.01.2018 23:00","0","0"
"27.01.2018 23:00 - 28.01.2018 00:00","1","0"
"28.01.2018 00:00 - 28.01.2018 01:00","46","0"
"28.01.2018 01:00 - 28.01.2018 02:00","0","231"
"28.01.2018 02:00 - 28.01.2018 03:00","0","489"
"28.01.2018 03:00 - 28.01.2018 04:00","0","492"
"28.01.2018 04:00 - 28.01.2018 05:00","0","492"
"28.01.2018 05:00 - 28.01.2018 06:00","0","491"
"28.01.2018 06:00 - 28.01.2018 07:00","0","379"
"28.01.2018 07:00 - 28.01.2018 08:00","0","349"
"28.01.2018 08:00 - 28.01.2018 09:00","0","321"
"28.01.2018 09:00 - 28.01.2018 10:00","0","2"
"28.01.2018 10:00 - 28.01.2018 11:00","0","0"
"28.01.2018 11:00 - 28.01.2018 12:00","49","0"
"28.01.2018 12:00 - 28.01.2018 13:00","59","0"
"28.01.2018 13:00 - 28.01.2018 14:00","125","0"
"28.01.2018 14:00 - 28.01.2018 15:00","0","0"
"28.01.2018 15:00 - 28.01.2018 16:00","0","0"
"28.01.2018 16:00 - 28.01.2018 17:00","406","0"
"28.01.2018 17:00 - 28.01.2018 18:00","367","0"
"28.01.2018 18:00 - 28.01.2018 19:00","434","0"
"28.01.2018 19:00 - 28.01.2018 20:00","480","0"
"28.01.2018 20:00 - 28.01.2018 21:00","104","0"
"28.01.2018 21:00 - 28.01.2018 22:00","1","0"
"28.01.2018 22:00 - 28.01.2018 23:00","0","0"
"28.01.2018 23:00 - 29.01.2018 00:00","0","3"
"29.01.2018 00:00 - 29.01.2018 01:00","0","476"
"29.01.2018 01:00 - 29.01.2018 02:00","0","491"
"29.01.2018 02:00 - 29.01.2018 03:00","0","491"
"29.01.2018 03:00 - 29.01.2018 04:00","0","489"
"29.01.2018 04:00 - 29.01.2018 05:00","0","185"
"29.01.2018 05:00 - 29.01.2018 06:00","0","485"
"29.01.2018 06:00 - 29.01.2018 07:00","0","490"
"29.01.2018 07:00 - 29.01.2018 08:00","0","261"
"29.01.2018 08:00 - 29.01.2018 09:00","0","93"
"29.01.2018 09:00 - 29.01.2018 10:00","67","0"
"29.01.2018 10:00 - 29.01.2018 11:00","117","0"
"29.01.2018 11:00 - 29.01.2018 12:00","272","0"
"29.01.2018 12:00 - 29.01.2018 13:00","253","0"
"29.01.2018 13:00 - 29.01.2018 14:00","53","0"
"29.01.2018 14:00 - 29.01.2018 15:00","0","49"
"29.01.2018 15:00 - 29.01.2018 16:00","0","128"
"29.01.2018 16:00 - 29.01.2018 17:00","0","79"
"29.01.2018 17:00 - 29.01.2018 18:00","167","0"
"29.01.2018 18:00 - 29.01.2018 19:00","0","40"
"29.01.2018 19:00 - 29.01.2018 20:00","469","0"
"29.01.2018 20:00 - 29.01.2018 21:00","92","0"
"29.01.2018 21:00 - 29.01.2018 22:00","0","0"
"29.01.2018 22:00 - 29.01.2018 23:00","0","0"
"29.01.2018 23:00 - 30.01.2018 00:00","0","0"
"30.01.2018 00:00 - 30.01.2018 01:00","0","0"
"30.01.2018 01:00 - 30.01.2018 02:00","0","9"
"30.01.2018 02:00 - 30.01.2018 03:00","0","482"
"30.01.2018 03:00 - 30.01.2018 04:00","0","489"
"30.01.2018 04:00 - 30.01.2018 05:00","0","341"
"30.01.2018 05:00 - 30.01.2018 06:00","0","77"
"30.01.2018 06:00 - 30.01.2018 07:00","0","279"
"30.01.2018 07:00 - 30.01.2018 08:00","0","111"
"30.01.2018 08:00 - 30.01.2018 09:00","131","0"
"30.01.2018 09:00 - 30.01.2018 10:00","247","0"
"30.01.2018 10:00 - 30.01.2018 11:00","215","0"
"30.01.2018 11:00 - 30.01.2018 12:00","227","0"
"30.01.2018 12:00 - 30.01.2018 13:00","49","0"
"30.01.2018 13:00 - 30.01.2018 14:00","48","0"
"30.01.2018 14:00 - 30.01.2018 15:00","96","0"
"30.01.2018 15:00 - 30.01.2018 16:00","217","0"
"30.01.2018 16:00 - 30.01.2018 17:00","176","0"
"30.01.2018 17:00 - 30.01.2018 18:00","190","0"
"30.01.2018 18:00 - 30.01.2018 19:00","221","0"
"30.01.2018 19:00 - 30.01.2018 20:00","485","0"
"30.01.2018 20:00 - 30.01.2018 21:00","487","0"
"30.01.2018 21:00 - 30.01.2018 22:00","486","0"
"30.01.2018 22:00 - 30.01.2018 23:00","485","0"
"30.01.2018 23:00 - 31.01.2018 00:00","278","0"
"31.01.2018 00:00 - 31.01.2018 01:00","56","0"
"31.01.2018 01:00 - 31.01.2018 02:00","0","0"
"31.01.2018 02:00 - 31.01.2018 03:00","2","0"
"31.01.2018 03:00 - 31.01.2018 04:00","246","0"
"31.01.2018 04:00 - 31.01.2018 05:00","106","0"
"31.01.2018 05:00 - 31.01.2018 06:00","0","461"
"31.01.2018 06:00 - 31.01.2018 07:00","0","283"
"31.01.2018 07:00 - 31.01.2018 08:00","0","281"
"31.01.2018 08:00 - 31.01.2018 09:00","0","278"
"31.01.2018 09:00 - 31.01.2018 10:00","0","80"
"31.01.2018 10:00 - 31.01.2018 11:00","0","186"
"31.01.2018 11:00 - 31.01.2018 12:00","81","0"
"31.01.2018 12:00 - 31.01.2018 13:00","162","0"
"31.01.2018 13:00 - 31.01.2018 14:00","0","5"
"31.01.2018 14:00 - 31.01.2018 15:00","0","279"
"31.01.2018 15:00 - 31.01.2018 16:00","0","408"
"31.01.2018 16:00 - 31.01.2018 17:00","0","451"
"31.01.2018 17:00 - 31.01.2018 18:00","0","88"
"31.01.2018 18:00 - 31.01.2018 19:00","0","98"
"31.01.2018 19:00 - 31.01.2018 20:00","475","0"
"31.01.2018 20:00 - 31.01.2018 21:00","472","0"
"31.01.2018 21:00 - 31.01.2018 22:00","3","0"
"31.01.2018 22:00 - 31.01.2018 23:00","0","0"
"31.01.2018 23:00 - 01.02.2018 00:00","0","0"
"01.02.2018 00:00 - 01.02.2018 01:00","0","0"
"01.02.2018 01:00 - 01.02.2018 02:00","0","0"
"01.02.2018 02:00 - 01.02.2018 03:00","0","0"
"01.02.2018 03:00 - 01.02.2018 04:00","0","0"
"01.02.2018 04:00 - 01.02.2018 05:00","0","0"
"01.02.2018 05:00 - 01.02.2018 06:00","0","0"
"01.02.2018 06:00 - 01.02.2018 07:00","4","0"
"01.02.2018 07:00 - 01.02.2018 08:00","340","0"
"01.02.2018 08:00 - 01.02.2018 09:00","428","0"
"01.02.2018 09:00 - 01.02.2018 10:00","485","0"
"01.02.2018 10:00 - 01.02.2018 11:00","487","0"
"01.02.2018 11:00 - 01.02.2018 12:00","488","0"
"01.02.2018 12:00 - 01.02.2018 13:00","487","0"
"01.02.2018 13:00 - 01.02.2018 14:00","487","0"
"01.02.2018 14:00 - 01.02.2018 15:00","488","0"
"01.02.2018 15:00 - 01.02.2018 16:00","487","0"
"01.02.2018 16:00 - 01.02.2018 17:00","488","0"
"01.02.2018 17:00 - 01.02.2018 18:00","488","0"
"01.02.2018 18:00 - 01.02.2018 19:00","488","0"
"01.02.2018 19:00 - 01.02.2018 20:00","488","0"
"01.02.2018 20:00 - 01.02.2018 21:00","488","0"
"01.02.2018 21:00 - 01.02.2018 22:00","488","0"
"01.02.2018 22:00 - 01.02.2018 23:00","487","0"
"01.02.2018 23:00 - 02.02.2018 00:00","323","0"
"02.02.2018 00:00 - 02.02.2018 01:00","4","0"
"02.02.2018 01:00 - 02.02.2018 02:00","0","0"
"02.02.2018 02:00 - 02.02.2018 03:00","0","0"
"02.02.2018 03:00 - 02.02.2018 04:00","0","0"
"02.02.2018 04:00 - 02.02.2018 05:00","0","0"
"02.02.2018 05:00 - 02.02.2018 06:00","1","0"
"02.02.2018 06:00 - 02.02.2018 07:00","238","0"
"02.02.2018 07:00 - 02.02.2018 08:00","11","0"
"02.02.2018 08:00 - 02.02.2018 09:00","459","0"
"02.02.2018 09:00 - 02.02.2018 10:00","486","0"
"02.02.2018 10:00 - 02.02.2018 11:00","486","0"
"02.02.2018 11:00 - 02.02.2018 12:00","486","0"
"02.02.2018 12:00 - 02.02.2018 13:00","486","0"
"02.02.2018 13:00 - 02.02.2018 14:00","486","0"
"02.02.2018 14:00 - 02.02.2018 15:00","486","0"
"02.02.2018 15:00 - 02.02.2018 16:00","486","0"
"02.02.2018 16:00 - 02.02.2018 17:00","486","0"
"02.02.2018 17:00 - 02.02.2018 18:00","486","0"
"02.02.2018 18:00 - 02.02.2018 19:00","486","0"
"02.02.2018 19:00 - 02.02.2018 20:00","486","0"
"02.02.2018 20:00 - 02.02.2018 21:00","486","0"
"02.02.2018 21:00 - 02.02.2018 22:00","486","0"
"02.02.2018 22:00 - 02.02.2018 23:00","480","0"
"02.02.2018 23:00 - 03.02.2018 00:00","69","0"
"03.02.2018 00:00 - 03.02.2018 01:00","79","0"
"03.02.2018 01:00 - 03.02.2018 02:00","103","0"
"03.02.2018 02:00 - 03.02.2018 03:00","0","0"
"03.02.2018 03:00 - 03.02.2018 04:00","0","0"
"03.02.2018 04:00 - 03.02.2018 05:00","0","0"
"03.02.2018 05:00 - 03.02.2018 06:00","0","0"
"03.02.2018 06:00 - 03.02.2018 07:00","119","0"
"03.02.2018 07:00 - 03.02.2018 08:00","479","0"
"03.02.2018 08:00 - 03.02.2018 09:00","486","0"
"03.02.2018 09:00 - 03.02.2018 10:00","487","0"
"03.02.2018 10:00 - 03.02.2018 11:00","487","0"
"03.02.2018 11:00 - 03.02.2018 12:00","487","0"
"03.02.2018 12:00 - 03.02.2018 13:00","487","0"
"03.02.2018 13:00 - 03.02.2018 14:00","487","0"
"03.02.2018 14:00 - 03.02.2018 15:00","487","0"
"03.02.2018 15:00 - 03.02.2018 16:00","487","0"
"03.02.2018 16:00 - 03.02.2018 17:00","487","0"
"03.02.2018 17:00 - 03.02.2018 18:00","487","0"
"03.02.2018 18:00 - 03.02.2018 19:00","487","0"
"03.02.2018 19:00 - 03.02.2018 20:00","487","0"
"03.02.2018 20:00 - 03.02.2018 21:00","488","0"
"03.02.2018 21:00 - 03.02.2018 22:00","487","0"
"03.02.2018 22:00 - 03.02.2018 23:00","487","0"
"03.02.2018 23:00 - 04.02.2018 00:00","354","0"
"04.02.2018 00:00 - 04.02.2018 01:00","74","0"
"04.02.2018 01:00 - 04.02.2018 02:00","0","0"
"04.02.2018 02:00 - 04.02.2018 03:00","0","103"
"04.02.2018 03:00 - 04.02.2018 04:00","0","209"
"04.02.2018 04:00 - 04.02.2018 05:00","0","328"
"04.02.2018 05:00 - 04.02.2018 06:00","0","266"
"04.02.2018 06:00 - 04.02.2018 07:00","0","2"
"04.02.2018 07:00 - 04.02.2018 08:00","0","124"
"04.02.2018 08:00 - 04.02.2018 09:00","112","0"
"04.02.2018 09:00 - 04.02.2018 10:00","480","0"
"04.02.2018 10:00 - 04.02.2018 11:00","487","0"
"04.02.2018 11:00 - 04.02.2018 12:00","488","0"
"04.02.2018 12:00 - 04.02.2018 13:00","487","0"
"04.02.2018 13:00 - 04.02.2018 14:00","487","0"
"04.02.2018 14:00 - 04.02.2018 15:00","487","0"
"04.02.2018 15:00 - 04.02.2018 16:00","487","0"
"04.02.2018 16:00 - 04.02.2018 17:00","484","0"
"04.02.2018 17:00 - 04.02.2018 18:00","485","0"
"04.02.2018 18:00 - 04.02.2018 19:00","256","0"
"04.02.2018 19:00 - 04.02.2018 20:00","472","0"
"04.02.2018 20:00 - 04.02.2018 21:00","484","0"
"04.02.2018 21:00 - 04.02.2018 22:00","244","0"
"04.02.2018 22:00 - 04.02.2018 23:00","129","0"
"04.02.2018 23:00 - 05.02.2018 00:00","263","0"
"05.02.2018 00:00 - 05.02.2018 01:00","0","222"
"05.02.2018 01:00 - 05.02.2018 02:00","0","53"
"05.02.2018 02:00 - 05.02.2018 03:00","0","214"
"05.02.2018 03:00 - 05.02.2018 04:00","0","226"
"05.02.2018 04:00 - 05.02.2018 05:00","0","239"
"05.02.2018 05:00 - 05.02.2018 06:00","0","397"
"05.02.2018 06:00 - 05.02.2018 07:00","0","398"
"05.02.2018 07:00 - 05.02.2018 08:00","0","100"
"05.02.2018 08:00 - 05.02.2018 09:00","0","0"
"05.02.2018 09:00 - 05.02.2018 10:00","1","0"
"05.02.2018 10:00 - 05.02.2018 11:00","1","0"
"05.02.2018 11:00 - 05.02.2018 12:00","6","0"
"05.02.2018 12:00 - 05.02.2018 13:00","328","0"
"05.02.2018 13:00 - 05.02.2018 14:00","338","0"
"05.02.2018 14:00 - 05.02.2018 15:00","0","41"
"05.02.2018 15:00 - 05.02.2018 16:00","0","49"
"05.02.2018 16:00 - 05.02.2018 17:00","0","0"
"05.02.2018 17:00 - 05.02.2018 18:00","0","0"
"05.02.2018 18:00 - 05.02.2018 19:00","2","0"
"05.02.2018 19:00 - 05.02.2018 20:00","198","0"
"05.02.2018 20:00 - 05.02.2018 21:00","279","0"
"05.02.2018 21:00 - 05.02.2018 22:00","478","0"
"05.02.2018 22:00 - 05.02.2018 23:00","120","0"
"05.02.2018 23:00 - 06.02.2018 00:00","304","0"
"06.02.2018 00:00 - 06.02.2018 01:00","4","0"
"06.02.2018 01:00 - 06.02.2018 02:00","0","1"
"06.02.2018 02:00 - 06.02.2018 03:00","0","97"
"06.02.2018 03:00 - 06.02.2018 04:00","0","116"
"06.02.2018 04:00 - 06.02.2018 05:00","0","197"
"06.02.2018 05:00 - 06.02.2018 06:00","0","401"
"06.02.2018 06:00 - 06.02.2018 07:00","0","350"
"06.02.2018 07:00 - 06.02.2018 08:00","0","85"
"06.02.2018 08:00 - 06.02.2018 09:00","0","48"
"06.02.2018 09:00 - 06.02.2018 10:00","0","0"
"06.02.2018 10:00 - 06.02.2018 11:00","1","0"
"06.02.2018 11:00 - 06.02.2018 12:00","53","0"
"06.02.2018 12:00 - 06.02.2018 13:00","479","0"
"06.02.2018 13:00 - 06.02.2018 14:00","161","0"
"06.02.2018 14:00 - 06.02.2018 15:00","0","77"
"06.02.2018 15:00 - 06.02.2018 16:00","0","56"
"06.02.2018 16:00 - 06.02.2018 17:00","1","0"
"06.02.2018 17:00 - 06.02.2018 18:00","48","0"
"06.02.2018 18:00 - 06.02.2018 19:00","1","0"
"06.02.2018 19:00 - 06.02.2018 20:00","0","0"
"06.02.2018 20:00 - 06.02.2018 21:00","0","0"
"06.02.2018 21:00 - 06.02.2018 22:00","4","0"
"06.02.2018 22:00 - 06.02.2018 23:00","293","0"
"06.02.2018 23:00 - 07.02.2018 00:00","415","0"
"07.02.2018 00:00 - 07.02.2018 01:00","177","0"
"07.02.2018 01:00 - 07.02.2018 02:00","2","0"
"07.02.2018 02:00 - 07.02.2018 03:00","1","0"
"07.02.2018 03:00 - 07.02.2018 04:00","0","0"
"07.02.2018 04:00 - 07.02.2018 05:00","0","2"
"07.02.2018 05:00 - 07.02.2018 06:00","0","392"
"07.02.2018 06:00 - 07.02.2018 07:00","0","398"
"07.02.2018 07:00 - 07.02.2018 08:00","0","8"
"07.02.2018 08:00 - 07.02.2018 09:00","1","0"
"07.02.2018 09:00 - 07.02.2018 10:00","49","0"
"07.02.2018 10:00 - 07.02.2018 11:00","92","0"
"07.02.2018 11:00 - 07.02.2018 12:00","477","0"
"07.02.2018 12:00 - 07.02.2018 13:00","486","0"
"07.02.2018 13:00 - 07.02.2018 14:00","483","0"
"07.02.2018 14:00 - 07.02.2018 15:00","199","0"
"07.02.2018 15:00 - 07.02.2018 16:00","1","0"
"07.02.2018 16:00 - 07.02.2018 17:00","4","0"
"07.02.2018 17:00 - 07.02.2018 18:00","189","0"
"07.02.2018 18:00 - 07.02.2018 19:00","2","0"
"07.02.2018 19:00 - 07.02.2018 20:00","142","0"
"07.02.2018 20:00 - 07.02.2018 21:00","444","0"
"07.02.2018 21:00 - 07.02.2018 22:00","487","0"
"07.02.2018 22:00 - 07.02.2018 23:00","487","0"
"07.02.2018 23:00 - 08.02.2018 00:00","289","0"
"08.02.2018 00:00 - 08.02.2018 01:00","407","0"
"08.02.2018 01:00 - 08.02.2018 02:00","484","0"
"08.02.2018 02:00 - 08.02.2018 03:00","258","0"
"08.02.2018 03:00 - 08.02.2018 04:00","252","0"
"08.02.2018 04:00 - 08.02.2018 05:00","45","0"
"08.02.2018 05:00 - 08.02.2018 06:00","0","208"
"08.02.2018 06:00 - 08.02.2018 07:00","0","296"
"08.02.2018 07:00 - 08.02.2018 08:00","0","3"
"08.02.2018 08:00 - 08.02.2018 09:00","1","0"
"08.02.2018 09:00 - 08.02.2018 10:00","312","0"
"08.02.2018 10:00 - 08.02.2018 11:00","398","0"
"08.02.2018 11:00 - 08.02.2018 12:00","487","0"
"08.02.2018 12:00 - 08.02.2018 13:00","488","0"
"08.02.2018 13:00 - 08.02.2018 14:00","488","0"
"08.02.2018 14:00 - 08.02.2018 15:00","278","0"
