"Time (CET)","Czech Republic (CZ) > Slovakia (SK) [MW]","Slovakia (SK) > Czech Republic (CZ) [MW]"
"06.10.2018 13:00 - 06.10.2018 14:00","1040","0"
"06.10.2018 14:00 - 06.10.2018 15:00","952","0"
"06.10.2018 15:00 - 06.10.2018 16:00","984","0"
"06.10.2018 16:00 - 06.10.2018 17:00","1023","0"
"06.10.2018 17:00 - 06.10.2018 18:00","1021","0"
"06.10.2018 18:00 - 06.10.2018 19:00","1104","0"
"06.10.2018 19:00 - 06.10.2018 20:00","1035","0"
"06.10.2018 20:00 - 06.10.2018 21:00","1194","0"
"06.10.2018 21:00 - 06.10.2018 22:00","1159","0"
"06.10.2018 22:00 - 06.10.2018 23:00","1065","0"
"06.10.2018 23:00 - 07.10.2018 00:00","997","0"
"07.10.2018 00:00 - 07.10.2018 01:00","1124","0"
"07.10.2018 01:00 - 07.10.2018 02:00","865","0"
"07.10.2018 02:00 - 07.10.2018 03:00","648","0"
"07.10.2018 03:00 - 07.10.2018 04:00","631","0"
"07.10.2018 04:00 - 07.10.2018 05:00","645","0"
"07.10.2018 05:00 - 07.10.2018 06:00","788","0"
"07.10.2018 06:00 - 07.10.2018 07:00","1008","0"
"07.10.2018 07:00 - 07.10.2018 08:00","1267","0"
"07.10.2018 08:00 - 07.10.2018 09:00","1407","0"
"07.10.2018 09:00 - 07.10.2018 10:00","1480","0"
"07.10.2018 10:00 - 07.10.2018 11:00","1424","0"
"07.10.2018 11:00 - 07.10.2018 12:00","1463","0"
"07.10.2018 12:00 - 07.10.2018 13:00","1502","0"
"07.10.2018 13:00 - 07.10.2018 14:00","1418","0"
"07.10.2018 14:00 - 07.10.2018 15:00","1334","0"
"07.10.2018 15:00 - 07.10.2018 16:00","1272","0"
"07.10.2018 16:00 - 07.10.2018 17:00","1314","0"
"07.10.2018 17:00 - 07.10.2018 18:00","1436","0"
"07.10.2018 18:00 - 07.10.2018 19:00","1619","0"
"07.10.2018 19:00 - 07.10.2018 20:00","1480","0"
"07.10.2018 20:00 - 07.10.2018 21:00","1434","0"
"07.10.2018 21:00 - 07.10.2018 22:00","1459","0"
"07.10.2018 22:00 - 07.10.2018 23:00","1359","0"
"07.10.2018 23:00 - 08.10.2018 00:00","1184","0"
"08.10.2018 00:00 - 08.10.2018 01:00","995","0"
"08.10.2018 01:00 - 08.10.2018 02:00","780","0"
"08.10.2018 02:00 - 08.10.2018 03:00","641","0"
"08.10.2018 03:00 - 08.10.2018 04:00","563","0"
"08.10.2018 04:00 - 08.10.2018 05:00","733","0"
"08.10.2018 05:00 - 08.10.2018 06:00","1174","0"
"08.10.2018 06:00 - 08.10.2018 07:00","1331","0"
"08.10.2018 07:00 - 08.10.2018 08:00","1453","0"
"08.10.2018 08:00 - 08.10.2018 09:00","1391","0"
"08.10.2018 09:00 - 08.10.2018 10:00","1602","0"
"08.10.2018 10:00 - 08.10.2018 11:00","1400","0"
"08.10.2018 11:00 - 08.10.2018 12:00","1367","0"
"08.10.2018 12:00 - 08.10.2018 13:00","1427","0"
"08.10.2018 13:00 - 08.10.2018 14:00","1460","0"
"08.10.2018 14:00 - 08.10.2018 15:00","1475","0"
"08.10.2018 15:00 - 08.10.2018 16:00","1508","0"
"08.10.2018 16:00 - 08.10.2018 17:00","1537","0"
"08.10.2018 17:00 - 08.10.2018 18:00","1493","0"
"08.10.2018 18:00 - 08.10.2018 19:00","1533","0"
"08.10.2018 19:00 - 08.10.2018 20:00","1460","0"
"08.10.2018 20:00 - 08.10.2018 21:00","1634","0"
"08.10.2018 21:00 - 08.10.2018 22:00","1704","0"
"08.10.2018 22:00 - 08.10.2018 23:00","1686","0"
"08.10.2018 23:00 - 09.10.2018 00:00","1485","0"
"09.10.2018 00:00 - 09.10.2018 01:00","1199","0"
"09.10.2018 01:00 - 09.10.2018 02:00","1074","0"
"09.10.2018 02:00 - 09.10.2018 03:00","975","0"
"09.10.2018 03:00 - 09.10.2018 04:00","915","0"
"09.10.2018 04:00 - 09.10.2018 05:00","1020","0"
"09.10.2018 05:00 - 09.10.2018 06:00","1180","0"
"09.10.2018 06:00 - 09.10.2018 07:00","1222","0"
"09.10.2018 07:00 - 09.10.2018 08:00","1242","0"
"09.10.2018 08:00 - 09.10.2018 09:00","1309","0"
"09.10.2018 09:00 - 09.10.2018 10:00","1474","0"
"09.10.2018 10:00 - 09.10.2018 11:00","1457","0"
"09.10.2018 11:00 - 09.10.2018 12:00","1451","0"
"09.10.2018 12:00 - 09.10.2018 13:00","1472","0"
"09.10.2018 13:00 - 09.10.2018 14:00","1415","0"
"09.10.2018 14:00 - 09.10.2018 15:00","1527","0"
"09.10.2018 15:00 - 09.10.2018 16:00","1492","0"
"09.10.2018 16:00 - 09.10.2018 17:00","1533","0"
"09.10.2018 17:00 - 09.10.2018 18:00","1487","0"
"09.10.2018 18:00 - 09.10.2018 19:00","1520","0"
"09.10.2018 19:00 - 09.10.2018 20:00","1488","0"
"09.10.2018 20:00 - 09.10.2018 21:00","1606","0"
"09.10.2018 21:00 - 09.10.2018 22:00","1648","0"
"09.10.2018 22:00 - 09.10.2018 23:00","1595","0"
"09.10.2018 23:00 - 10.10.2018 00:00","1347","0"
"10.10.2018 00:00 - 10.10.2018 01:00","1223","0"
"10.10.2018 01:00 - 10.10.2018 02:00","1009","0"
"10.10.2018 02:00 - 10.10.2018 03:00","988","0"
"10.10.2018 03:00 - 10.10.2018 04:00","969","0"
"10.10.2018 04:00 - 10.10.2018 05:00","986","0"
"10.10.2018 05:00 - 10.10.2018 06:00","1234","0"
"10.10.2018 06:00 - 10.10.2018 07:00","1208","0"
"10.10.2018 07:00 - 10.10.2018 08:00","1186","0"
"10.10.2018 08:00 - 10.10.2018 09:00","1125","0"
"10.10.2018 09:00 - 10.10.2018 10:00","1344","0"
"10.10.2018 10:00 - 10.10.2018 11:00","1463","0"
"10.10.2018 11:00 - 10.10.2018 12:00","1520","0"
"10.10.2018 12:00 - 10.10.2018 13:00","1465","0"
"10.10.2018 13:00 - 10.10.2018 14:00","1436","0"
"10.10.2018 14:00 - 10.10.2018 15:00","1430","0"
"10.10.2018 15:00 - 10.10.2018 16:00","1479","0"
"10.10.2018 16:00 - 10.10.2018 17:00","1445","0"
"10.10.2018 17:00 - 10.10.2018 18:00","1609","0"
"10.10.2018 18:00 - 10.10.2018 19:00","1826","0"
"10.10.2018 19:00 - 10.10.2018 20:00","1837","0"
"10.10.2018 20:00 - 10.10.2018 21:00","1906","0"
"10.10.2018 21:00 - 10.10.2018 22:00","1781","0"
"10.10.2018 22:00 - 10.10.2018 23:00","1695","0"
"10.10.2018 23:00 - 11.10.2018 00:00","1597","0"
"11.10.2018 00:00 - 11.10.2018 01:00","1590","0"
"11.10.2018 01:00 - 11.10.2018 02:00","1453","0"
"11.10.2018 02:00 - 11.10.2018 03:00","1360","0"
"11.10.2018 03:00 - 11.10.2018 04:00","1322","0"
"11.10.2018 04:00 - 11.10.2018 05:00","1413","0"
"11.10.2018 05:00 - 11.10.2018 06:00","1570","0"
"11.10.2018 06:00 - 11.10.2018 07:00","1471","0"
"11.10.2018 07:00 - 11.10.2018 08:00","1497","0"
"11.10.2018 08:00 - 11.10.2018 09:00","1451","0"
"11.10.2018 09:00 - 11.10.2018 10:00","1513","0"
"11.10.2018 10:00 - 11.10.2018 11:00","1540","0"
"11.10.2018 11:00 - 11.10.2018 12:00","1573","0"
"11.10.2018 12:00 - 11.10.2018 13:00","1479","0"
"11.10.2018 13:00 - 11.10.2018 14:00","1420","0"
"11.10.2018 14:00 - 11.10.2018 15:00","1506","0"
"11.10.2018 15:00 - 11.10.2018 16:00","1526","0"
"11.10.2018 16:00 - 11.10.2018 17:00","1543","0"
"11.10.2018 17:00 - 11.10.2018 18:00","1526","0"
"11.10.2018 18:00 - 11.10.2018 19:00","1660","0"
"11.10.2018 19:00 - 11.10.2018 20:00","1722","0"
"11.10.2018 20:00 - 11.10.2018 21:00","1718","0"
"11.10.2018 21:00 - 11.10.2018 22:00","1720","0"
"11.10.2018 22:00 - 11.10.2018 23:00","1582","0"
"11.10.2018 23:00 - 12.10.2018 00:00","1388","0"
"12.10.2018 00:00 - 12.10.2018 01:00","1574","0"
"12.10.2018 01:00 - 12.10.2018 02:00","1415","0"
"12.10.2018 02:00 - 12.10.2018 03:00","1270","0"
"12.10.2018 03:00 - 12.10.2018 04:00","1231","0"
"12.10.2018 04:00 - 12.10.2018 05:00","1315","0"
"12.10.2018 05:00 - 12.10.2018 06:00","1681","0"
"12.10.2018 06:00 - 12.10.2018 07:00","1706","0"
"12.10.2018 07:00 - 12.10.2018 08:00","1588","0"
"12.10.2018 08:00 - 12.10.2018 09:00","1605","0"
"12.10.2018 09:00 - 12.10.2018 10:00","1702","0"
"12.10.2018 10:00 - 12.10.2018 11:00","1644","0"
"12.10.2018 11:00 - 12.10.2018 12:00","1689","0"
"12.10.2018 12:00 - 12.10.2018 13:00","1736","0"
"12.10.2018 13:00 - 12.10.2018 14:00","1784","0"
"12.10.2018 14:00 - 12.10.2018 15:00","1710","0"
"12.10.2018 15:00 - 12.10.2018 16:00","1651","0"
"12.10.2018 16:00 - 12.10.2018 17:00","1528","0"
"12.10.2018 17:00 - 12.10.2018 18:00","1412","0"
"12.10.2018 18:00 - 12.10.2018 19:00","1574","0"
"12.10.2018 19:00 - 12.10.2018 20:00","1572","0"
"12.10.2018 20:00 - 12.10.2018 21:00","1646","0"
"12.10.2018 21:00 - 12.10.2018 22:00","1612","0"
"12.10.2018 22:00 - 12.10.2018 23:00","1638","0"
"12.10.2018 23:00 - 13.10.2018 00:00","1694","0"
"13.10.2018 00:00 - 13.10.2018 01:00","1623","0"
"13.10.2018 01:00 - 13.10.2018 02:00","1410","0"
"13.10.2018 02:00 - 13.10.2018 03:00","1323","0"
"13.10.2018 03:00 - 13.10.2018 04:00","1177","0"
"13.10.2018 04:00 - 13.10.2018 05:00","1214","0"
"13.10.2018 05:00 - 13.10.2018 06:00","1375","0"
"13.10.2018 06:00 - 13.10.2018 07:00","1453","0"
"13.10.2018 07:00 - 13.10.2018 08:00","1607","0"
"13.10.2018 08:00 - 13.10.2018 09:00","1706","0"
"13.10.2018 09:00 - 13.10.2018 10:00","1685","0"
"13.10.2018 10:00 - 13.10.2018 11:00","1640","0"
"13.10.2018 11:00 - 13.10.2018 12:00","1664","0"
"13.10.2018 12:00 - 13.10.2018 13:00","1728","0"
"13.10.2018 13:00 - 13.10.2018 14:00","1598","0"
"13.10.2018 14:00 - 13.10.2018 15:00","1527","0"
"13.10.2018 15:00 - 13.10.2018 16:00","1542","0"
"13.10.2018 16:00 - 13.10.2018 17:00","1601","0"
"13.10.2018 17:00 - 13.10.2018 18:00","1606","0"
"13.10.2018 18:00 - 13.10.2018 19:00","1805","0"
"13.10.2018 19:00 - 13.10.2018 20:00","1954","0"
"13.10.2018 20:00 - 13.10.2018 21:00","1872","0"
"13.10.2018 21:00 - 13.10.2018 22:00","1853","0"
"13.10.2018 22:00 - 13.10.2018 23:00","1769","0"
"13.10.2018 23:00 - 14.10.2018 00:00","1713","0"
"14.10.2018 00:00 - 14.10.2018 01:00","1605","0"
"14.10.2018 01:00 - 14.10.2018 02:00","1423","0"
"14.10.2018 02:00 - 14.10.2018 03:00","1354","0"
"14.10.2018 03:00 - 14.10.2018 04:00","1247","0"
"14.10.2018 04:00 - 14.10.2018 05:00","1208","0"
"14.10.2018 05:00 - 14.10.2018 06:00","1280","0"
"14.10.2018 06:00 - 14.10.2018 07:00","1284","0"
"14.10.2018 07:00 - 14.10.2018 08:00","1529","0"
"14.10.2018 08:00 - 14.10.2018 09:00","1595","0"
"14.10.2018 09:00 - 14.10.2018 10:00","1781","0"
"14.10.2018 10:00 - 14.10.2018 11:00","1830","0"
"14.10.2018 11:00 - 14.10.2018 12:00","1846","0"
"14.10.2018 12:00 - 14.10.2018 13:00","1777","0"
"14.10.2018 13:00 - 14.10.2018 14:00","1574","0"
"14.10.2018 14:00 - 14.10.2018 15:00","1425","0"
"14.10.2018 15:00 - 14.10.2018 16:00","1456","0"
"14.10.2018 16:00 - 14.10.2018 17:00","1576","0"
"14.10.2018 17:00 - 14.10.2018 18:00","1835","0"
"14.10.2018 18:00 - 14.10.2018 19:00","1870","0"
"14.10.2018 19:00 - 14.10.2018 20:00","1839","0"
"14.10.2018 20:00 - 14.10.2018 21:00","1709","0"
"14.10.2018 21:00 - 14.10.2018 22:00","1675","0"
"14.10.2018 22:00 - 14.10.2018 23:00","1594","0"
"14.10.2018 23:00 - 15.10.2018 00:00","1474","0"
"15.10.2018 00:00 - 15.10.2018 01:00","1156","0"
"15.10.2018 01:00 - 15.10.2018 02:00","962","0"
"15.10.2018 02:00 - 15.10.2018 03:00","857","0"
"15.10.2018 03:00 - 15.10.2018 04:00","823","0"
"15.10.2018 04:00 - 15.10.2018 05:00","938","0"
"15.10.2018 05:00 - 15.10.2018 06:00","1267","0"
"15.10.2018 06:00 - 15.10.2018 07:00","1425","0"
"15.10.2018 07:00 - 15.10.2018 08:00","1481","0"
"15.10.2018 08:00 - 15.10.2018 09:00","1484","0"
"15.10.2018 09:00 - 15.10.2018 10:00","1523","0"
"15.10.2018 10:00 - 15.10.2018 11:00","1638","0"
"15.10.2018 11:00 - 15.10.2018 12:00","1589","0"
"15.10.2018 12:00 - 15.10.2018 13:00","1598","0"
"15.10.2018 13:00 - 15.10.2018 14:00","1616","0"
"15.10.2018 14:00 - 15.10.2018 15:00","1582","0"
"15.10.2018 15:00 - 15.10.2018 16:00","1700","0"
"15.10.2018 16:00 - 15.10.2018 17:00","1657","0"
"15.10.2018 17:00 - 15.10.2018 18:00","1395","0"
"15.10.2018 18:00 - 15.10.2018 19:00","1541","0"
"15.10.2018 19:00 - 15.10.2018 20:00","1521","0"
"15.10.2018 20:00 - 15.10.2018 21:00","1660","0"
"15.10.2018 21:00 - 15.10.2018 22:00","1650","0"
"15.10.2018 22:00 - 15.10.2018 23:00","1624","0"
"15.10.2018 23:00 - 16.10.2018 00:00","1351","0"
"16.10.2018 00:00 - 16.10.2018 01:00","1337","0"
"16.10.2018 01:00 - 16.10.2018 02:00","1187","0"
"16.10.2018 02:00 - 16.10.2018 03:00","1190","0"
"16.10.2018 03:00 - 16.10.2018 04:00","1110","0"
"16.10.2018 04:00 - 16.10.2018 05:00","1217","0"
"16.10.2018 05:00 - 16.10.2018 06:00","1448","0"
"16.10.2018 06:00 - 16.10.2018 07:00","1575","0"
"16.10.2018 07:00 - 16.10.2018 08:00","1390","0"
"16.10.2018 08:00 - 16.10.2018 09:00","1371","0"
"16.10.2018 09:00 - 16.10.2018 10:00","1521","0"
"16.10.2018 10:00 - 16.10.2018 11:00","1639","0"
"16.10.2018 11:00 - 16.10.2018 12:00","1727","0"
"16.10.2018 12:00 - 16.10.2018 13:00","1798","0"
"16.10.2018 13:00 - 16.10.2018 14:00","1788","0"
"16.10.2018 14:00 - 16.10.2018 15:00","1777","0"
"16.10.2018 15:00 - 16.10.2018 16:00","1764","0"
"16.10.2018 16:00 - 16.10.2018 17:00","1727","0"
"16.10.2018 17:00 - 16.10.2018 18:00","1529","0"
"16.10.2018 18:00 - 16.10.2018 19:00","1446","0"
"16.10.2018 19:00 - 16.10.2018 20:00","1266","0"
"16.10.2018 20:00 - 16.10.2018 21:00","1430","0"
"16.10.2018 21:00 - 16.10.2018 22:00","1536","0"
"16.10.2018 22:00 - 16.10.2018 23:00","1592","0"
"16.10.2018 23:00 - 17.10.2018 00:00","1338","0"
"17.10.2018 00:00 - 17.10.2018 01:00","1508","0"
"17.10.2018 01:00 - 17.10.2018 02:00","1392","0"
"17.10.2018 02:00 - 17.10.2018 03:00","1250","0"
"17.10.2018 03:00 - 17.10.2018 04:00","1218","0"
"17.10.2018 04:00 - 17.10.2018 05:00","1303","0"
"17.10.2018 05:00 - 17.10.2018 06:00","1674","0"
"17.10.2018 06:00 - 17.10.2018 07:00","1759","0"
"17.10.2018 07:00 - 17.10.2018 08:00","1520","0"
"17.10.2018 08:00 - 17.10.2018 09:00","1570","0"
"17.10.2018 09:00 - 17.10.2018 10:00","1721","0"
"17.10.2018 10:00 - 17.10.2018 11:00","1764","0"
"17.10.2018 11:00 - 17.10.2018 12:00","1828","0"
"17.10.2018 12:00 - 17.10.2018 13:00","1831","0"
"17.10.2018 13:00 - 17.10.2018 14:00","1897","0"
"17.10.2018 14:00 - 17.10.2018 15:00","1868","0"
"17.10.2018 15:00 - 17.10.2018 16:00","1851","0"
"17.10.2018 16:00 - 17.10.2018 17:00","1771","0"
"17.10.2018 17:00 - 17.10.2018 18:00","1727","0"
"17.10.2018 18:00 - 17.10.2018 19:00","1591","0"
"17.10.2018 19:00 - 17.10.2018 20:00","1473","0"
"17.10.2018 20:00 - 17.10.2018 21:00","1589","0"
"17.10.2018 21:00 - 17.10.2018 22:00","1754","0"
"17.10.2018 22:00 - 17.10.2018 23:00","1851","0"
"17.10.2018 23:00 - 18.10.2018 00:00","1464","0"
"18.10.2018 00:00 - 18.10.2018 01:00","1411","0"
"18.10.2018 01:00 - 18.10.2018 02:00","1446","0"
"18.10.2018 02:00 - 18.10.2018 03:00","1379","0"
"18.10.2018 03:00 - 18.10.2018 04:00","1379","0"
"18.10.2018 04:00 - 18.10.2018 05:00","1463","0"
"18.10.2018 05:00 - 18.10.2018 06:00","1747","0"
"18.10.2018 06:00 - 18.10.2018 07:00","1810","0"
"18.10.2018 07:00 - 18.10.2018 08:00","1763","0"
"18.10.2018 08:00 - 18.10.2018 09:00","1729","0"
"18.10.2018 09:00 - 18.10.2018 10:00","1870","0"
"18.10.2018 10:00 - 18.10.2018 11:00","1970","0"
"18.10.2018 11:00 - 18.10.2018 12:00","1990","0"
"18.10.2018 12:00 - 18.10.2018 13:00","1969","0"
"18.10.2018 13:00 - 18.10.2018 14:00","2002","0"
"18.10.2018 14:00 - 18.10.2018 15:00","1972","0"
"18.10.2018 15:00 - 18.10.2018 16:00","1931","0"
"18.10.2018 16:00 - 18.10.2018 17:00","1872","0"
"18.10.2018 17:00 - 18.10.2018 18:00","1913","0"
"18.10.2018 18:00 - 18.10.2018 19:00","1956","0"
"18.10.2018 19:00 - 18.10.2018 20:00","1881","0"
"18.10.2018 20:00 - 18.10.2018 21:00","2051","0"
"18.10.2018 21:00 - 18.10.2018 22:00","2089","0"
"18.10.2018 22:00 - 18.10.2018 23:00","2000","0"
"18.10.2018 23:00 - 19.10.2018 00:00","1734","0"
"19.10.2018 00:00 - 19.10.2018 01:00","1607","0"
"19.10.2018 01:00 - 19.10.2018 02:00","1613","0"
"19.10.2018 02:00 - 19.10.2018 03:00","1366","0"
"19.10.2018 03:00 - 19.10.2018 04:00","1342","0"
"19.10.2018 04:00 - 19.10.2018 05:00","1420","0"
"19.10.2018 05:00 - 19.10.2018 06:00","1577","0"
"19.10.2018 06:00 - 19.10.2018 07:00","1708","0"
"19.10.2018 07:00 - 19.10.2018 08:00","1559","0"
"19.10.2018 08:00 - 19.10.2018 09:00","1505","0"
"19.10.2018 09:00 - 19.10.2018 10:00","1756","0"
"19.10.2018 10:00 - 19.10.2018 11:00","1764","0"
"19.10.2018 11:00 - 19.10.2018 12:00","1767","0"
"19.10.2018 12:00 - 19.10.2018 13:00","1855","0"
"19.10.2018 13:00 - 19.10.2018 14:00","1811","0"
"19.10.2018 14:00 - 19.10.2018 15:00","1784","0"
"19.10.2018 15:00 - 19.10.2018 16:00","1770","0"
"19.10.2018 16:00 - 19.10.2018 17:00","1724","0"
"19.10.2018 17:00 - 19.10.2018 18:00","1751","0"
"19.10.2018 18:00 - 19.10.2018 19:00","1610","0"
"19.10.2018 19:00 - 19.10.2018 20:00","1502","0"
"19.10.2018 20:00 - 19.10.2018 21:00","1726","0"
"19.10.2018 21:00 - 19.10.2018 22:00","1774","0"
"19.10.2018 22:00 - 19.10.2018 23:00","1848","0"
"19.10.2018 23:00 - 20.10.2018 00:00","1607","0"
"20.10.2018 00:00 - 20.10.2018 01:00","1715","0"
"20.10.2018 01:00 - 20.10.2018 02:00","1615","0"
"20.10.2018 02:00 - 20.10.2018 03:00","1412","0"
"20.10.2018 03:00 - 20.10.2018 04:00","1396","0"
"20.10.2018 04:00 - 20.10.2018 05:00","1357","0"
"20.10.2018 05:00 - 20.10.2018 06:00","1522","0"
"20.10.2018 06:00 - 20.10.2018 07:00","1530","0"
"20.10.2018 07:00 - 20.10.2018 08:00","1743","0"
"20.10.2018 08:00 - 20.10.2018 09:00","1772","0"
"20.10.2018 09:00 - 20.10.2018 10:00","1866","0"
"20.10.2018 10:00 - 20.10.2018 11:00","1992","0"
"20.10.2018 11:00 - 20.10.2018 12:00","2098","0"
"20.10.2018 12:00 - 20.10.2018 13:00","2049","0"
"20.10.2018 13:00 - 20.10.2018 14:00","1893","0"
"20.10.2018 14:00 - 20.10.2018 15:00","1805","0"
"20.10.2018 15:00 - 20.10.2018 16:00","1895","0"
"20.10.2018 16:00 - 20.10.2018 17:00","1977","0"
"20.10.2018 17:00 - 20.10.2018 18:00","1994","0"
"20.10.2018 18:00 - 20.10.2018 19:00","1998","0"
"20.10.2018 19:00 - 20.10.2018 20:00","1880","0"
"20.10.2018 20:00 - 20.10.2018 21:00","1920","0"
"20.10.2018 21:00 - 20.10.2018 22:00","1854","0"
"20.10.2018 22:00 - 20.10.2018 23:00","1572","0"
"20.10.2018 23:00 - 21.10.2018 00:00","1219","0"
"21.10.2018 00:00 - 21.10.2018 01:00","1287","0"
"21.10.2018 01:00 - 21.10.2018 02:00","1213","0"
"21.10.2018 02:00 - 21.10.2018 03:00","1103","0"
"21.10.2018 03:00 - 21.10.2018 04:00","1043","0"
"21.10.2018 04:00 - 21.10.2018 05:00","1027","0"
"21.10.2018 05:00 - 21.10.2018 06:00","1055","0"
"21.10.2018 06:00 - 21.10.2018 07:00","1187","0"
"21.10.2018 07:00 - 21.10.2018 08:00","1331","0"
"21.10.2018 08:00 - 21.10.2018 09:00","1575","0"
"21.10.2018 09:00 - 21.10.2018 10:00","1840","0"
"21.10.2018 10:00 - 21.10.2018 11:00","1889","0"
"21.10.2018 11:00 - 21.10.2018 12:00","1859","0"
"21.10.2018 12:00 - 21.10.2018 13:00","1896","0"
"21.10.2018 13:00 - 21.10.2018 14:00","1845","0"
"21.10.2018 14:00 - 21.10.2018 15:00","1779","0"
"21.10.2018 15:00 - 21.10.2018 16:00","1791","0"
"21.10.2018 16:00 - 21.10.2018 17:00","1917","0"
"21.10.2018 17:00 - 21.10.2018 18:00","1914","0"
"21.10.2018 18:00 - 21.10.2018 19:00","1795","0"
"21.10.2018 19:00 - 21.10.2018 20:00","1816","0"
"21.10.2018 20:00 - 21.10.2018 21:00","1852","0"
"21.10.2018 21:00 - 21.10.2018 22:00","1890","0"
"21.10.2018 22:00 - 21.10.2018 23:00","1756","0"
"21.10.2018 23:00 - 22.10.2018 00:00","1682","0"
"22.10.2018 00:00 - 22.10.2018 01:00","1470","0"
"22.10.2018 01:00 - 22.10.2018 02:00","1273","0"
"22.10.2018 02:00 - 22.10.2018 03:00","1197","0"
"22.10.2018 03:00 - 22.10.2018 04:00","1068","0"
"22.10.2018 04:00 - 22.10.2018 05:00","1157","0"
"22.10.2018 05:00 - 22.10.2018 06:00","1480","0"
"22.10.2018 06:00 - 22.10.2018 07:00","1649","0"
"22.10.2018 07:00 - 22.10.2018 08:00","1912","0"
"22.10.2018 08:00 - 22.10.2018 09:00","1851","0"
"22.10.2018 09:00 - 22.10.2018 10:00","1894","0"
"22.10.2018 10:00 - 22.10.2018 11:00","1914","0"
"22.10.2018 11:00 - 22.10.2018 12:00","1877","0"
"22.10.2018 12:00 - 22.10.2018 13:00","1983","0"
"22.10.2018 13:00 - 22.10.2018 14:00","2025","0"
"22.10.2018 14:00 - 22.10.2018 15:00","2026","0"
"22.10.2018 15:00 - 22.10.2018 16:00","2011","0"
"22.10.2018 16:00 - 22.10.2018 17:00","1897","0"
"22.10.2018 17:00 - 22.10.2018 18:00","2012","0"
"22.10.2018 18:00 - 22.10.2018 19:00","1943","0"
"22.10.2018 19:00 - 22.10.2018 20:00","1906","0"
"22.10.2018 20:00 - 22.10.2018 21:00","2017","0"
"22.10.2018 21:00 - 22.10.2018 22:00","1991","0"
"22.10.2018 22:00 - 22.10.2018 23:00","1976","0"
"22.10.2018 23:00 - 23.10.2018 00:00","1826","0"
"23.10.2018 00:00 - 23.10.2018 01:00","1583","0"
"23.10.2018 01:00 - 23.10.2018 02:00","1501","0"
"23.10.2018 02:00 - 23.10.2018 03:00","1530","0"
"23.10.2018 03:00 - 23.10.2018 04:00","1579","0"
"23.10.2018 04:00 - 23.10.2018 05:00","1621","0"
"23.10.2018 05:00 - 23.10.2018 06:00","1819","0"
"23.10.2018 06:00 - 23.10.2018 07:00","1593","0"
"23.10.2018 07:00 - 23.10.2018 08:00","1577","0"
"23.10.2018 08:00 - 23.10.2018 09:00","1613","0"
"23.10.2018 09:00 - 23.10.2018 10:00","1709","0"
"23.10.2018 10:00 - 23.10.2018 11:00","1705","0"
"23.10.2018 11:00 - 23.10.2018 12:00","1663","0"
"23.10.2018 12:00 - 23.10.2018 13:00","1649","0"
"23.10.2018 13:00 - 23.10.2018 14:00","1620","0"
"23.10.2018 14:00 - 23.10.2018 15:00","1669","0"
"23.10.2018 15:00 - 23.10.2018 16:00","1702","0"
"23.10.2018 16:00 - 23.10.2018 17:00","1754","0"
"23.10.2018 17:00 - 23.10.2018 18:00","1616","0"
"23.10.2018 18:00 - 23.10.2018 19:00","1662","0"
"23.10.2018 19:00 - 23.10.2018 20:00","1653","0"
"23.10.2018 20:00 - 23.10.2018 21:00","1662","0"
"23.10.2018 21:00 - 23.10.2018 22:00","1687","0"
"23.10.2018 22:00 - 23.10.2018 23:00","1567","0"
"23.10.2018 23:00 - 24.10.2018 00:00","1413","0"
"24.10.2018 00:00 - 24.10.2018 01:00","1572","0"
"24.10.2018 01:00 - 24.10.2018 02:00","1544","0"
"24.10.2018 02:00 - 24.10.2018 03:00","1394","0"
"24.10.2018 03:00 - 24.10.2018 04:00","1375","0"
"24.10.2018 04:00 - 24.10.2018 05:00","1545","0"
"24.10.2018 05:00 - 24.10.2018 06:00","1783","0"
"24.10.2018 06:00 - 24.10.2018 07:00","1782","0"
"24.10.2018 07:00 - 24.10.2018 08:00","1783","0"
"24.10.2018 08:00 - 24.10.2018 09:00","1632","0"
"24.10.2018 09:00 - 24.10.2018 10:00","1672","0"
"24.10.2018 10:00 - 24.10.2018 11:00","1715","0"
"24.10.2018 11:00 - 24.10.2018 12:00","1797","0"
"24.10.2018 12:00 - 24.10.2018 13:00","1904","0"
"24.10.2018 13:00 - 24.10.2018 14:00","1946","0"
"24.10.2018 14:00 - 24.10.2018 15:00","1945","0"
"24.10.2018 15:00 - 24.10.2018 16:00","1831","0"
"24.10.2018 16:00 - 24.10.2018 17:00","1848","0"
"24.10.2018 17:00 - 24.10.2018 18:00","1649","0"
"24.10.2018 18:00 - 24.10.2018 19:00","1650","0"
"24.10.2018 19:00 - 24.10.2018 20:00","1583","0"
"24.10.2018 20:00 - 24.10.2018 21:00","1712","0"
"24.10.2018 21:00 - 24.10.2018 22:00","1715","0"
"24.10.2018 22:00 - 24.10.2018 23:00","1590","0"
"24.10.2018 23:00 - 25.10.2018 00:00","1544","0"
"25.10.2018 00:00 - 25.10.2018 01:00","1351","0"
"25.10.2018 01:00 - 25.10.2018 02:00","1377","0"
"25.10.2018 02:00 - 25.10.2018 03:00","1324","0"
"25.10.2018 03:00 - 25.10.2018 04:00","1326","0"
"25.10.2018 04:00 - 25.10.2018 05:00","1438","0"
"25.10.2018 05:00 - 25.10.2018 06:00","1553","0"
"25.10.2018 06:00 - 25.10.2018 07:00","1732","0"
