"Time (CET)","France (FR) > Italy (IT) [MW]","Italy (IT) > France (FR) [MW]"
"01.06.2018 17:00 - 01.06.2018 18:00","1820","0"
"01.06.2018 18:00 - 01.06.2018 19:00","1695","0"
"01.06.2018 19:00 - 01.06.2018 20:00","1757","0"
"01.06.2018 20:00 - 01.06.2018 21:00","1752","0"
"01.06.2018 21:00 - 01.06.2018 22:00","1827","0"
"01.06.2018 22:00 - 01.06.2018 23:00","1665","0"
"01.06.2018 23:00 - 02.06.2018 00:00","1657","0"
"02.06.2018 00:00 - 02.06.2018 01:00","1721","0"
"02.06.2018 01:00 - 02.06.2018 02:00","1759","0"
"02.06.2018 02:00 - 02.06.2018 03:00","1516","0"
"02.06.2018 03:00 - 02.06.2018 04:00","1435","0"
"02.06.2018 04:00 - 02.06.2018 05:00","1076","0"
"02.06.2018 05:00 - 02.06.2018 06:00","712","0"
"02.06.2018 06:00 - 02.06.2018 07:00","736","0"
"02.06.2018 07:00 - 02.06.2018 08:00","712","0"
"02.06.2018 08:00 - 02.06.2018 09:00","586","0"
"02.06.2018 09:00 - 02.06.2018 10:00","519","0"
"02.06.2018 10:00 - 02.06.2018 11:00","476","0"
"02.06.2018 11:00 - 02.06.2018 12:00","636","0"
"02.06.2018 12:00 - 02.06.2018 13:00","660","0"
"02.06.2018 13:00 - 02.06.2018 14:00","575","0"
"02.06.2018 14:00 - 02.06.2018 15:00","527","0"
"02.06.2018 15:00 - 02.06.2018 16:00","519","0"
"02.06.2018 16:00 - 02.06.2018 17:00","638","0"
"02.06.2018 17:00 - 02.06.2018 18:00","988","0"
"02.06.2018 18:00 - 02.06.2018 19:00","1183","0"
"02.06.2018 19:00 - 02.06.2018 20:00","1174","0"
"02.06.2018 20:00 - 02.06.2018 21:00","997","0"
"02.06.2018 21:00 - 02.06.2018 22:00","1160","0"
"02.06.2018 22:00 - 02.06.2018 23:00","1374","0"
"02.06.2018 23:00 - 03.06.2018 00:00","1151","0"
"03.06.2018 00:00 - 03.06.2018 01:00","1318","0"
"03.06.2018 01:00 - 03.06.2018 02:00","1510","0"
"03.06.2018 02:00 - 03.06.2018 03:00","1337","0"
"03.06.2018 03:00 - 03.06.2018 04:00","1467","0"
"03.06.2018 04:00 - 03.06.2018 05:00","1433","0"
"03.06.2018 05:00 - 03.06.2018 06:00","1240","0"
"03.06.2018 06:00 - 03.06.2018 07:00","1259","0"
"03.06.2018 07:00 - 03.06.2018 08:00","1266","0"
"03.06.2018 08:00 - 03.06.2018 09:00","1179","0"
"03.06.2018 09:00 - 03.06.2018 10:00","1251","0"
"03.06.2018 10:00 - 03.06.2018 11:00","967","0"
"03.06.2018 11:00 - 03.06.2018 12:00","982","0"
"03.06.2018 12:00 - 03.06.2018 13:00","1117","0"
"03.06.2018 13:00 - 03.06.2018 14:00","1164","0"
"03.06.2018 14:00 - 03.06.2018 15:00","1129","0"
"03.06.2018 15:00 - 03.06.2018 16:00","1074","0"
"03.06.2018 16:00 - 03.06.2018 17:00","1142","0"
"03.06.2018 17:00 - 03.06.2018 18:00","1252","0"
"03.06.2018 18:00 - 03.06.2018 19:00","1325","0"
"03.06.2018 19:00 - 03.06.2018 20:00","1354","0"
"03.06.2018 20:00 - 03.06.2018 21:00","1413","0"
"03.06.2018 21:00 - 03.06.2018 22:00","1517","0"
"03.06.2018 22:00 - 03.06.2018 23:00","1637","0"
"03.06.2018 23:00 - 04.06.2018 00:00","1167","0"
"04.06.2018 00:00 - 04.06.2018 01:00","1517","0"
"04.06.2018 01:00 - 04.06.2018 02:00","1406","0"
"04.06.2018 02:00 - 04.06.2018 03:00","1283","0"
"04.06.2018 03:00 - 04.06.2018 04:00","1308","0"
"04.06.2018 04:00 - 04.06.2018 05:00","1350","0"
"04.06.2018 05:00 - 04.06.2018 06:00","1430","0"
"04.06.2018 06:00 - 04.06.2018 07:00","1730","0"
"04.06.2018 07:00 - 04.06.2018 08:00","1342","0"
"04.06.2018 08:00 - 04.06.2018 09:00","1342","0"
"04.06.2018 09:00 - 04.06.2018 10:00","1606","0"
"04.06.2018 10:00 - 04.06.2018 11:00","1685","0"
"04.06.2018 11:00 - 04.06.2018 12:00","1502","0"
"04.06.2018 12:00 - 04.06.2018 13:00","1434","0"
"04.06.2018 13:00 - 04.06.2018 14:00","1329","0"
"04.06.2018 14:00 - 04.06.2018 15:00","1332","0"
"04.06.2018 15:00 - 04.06.2018 16:00","1634","0"
"04.06.2018 16:00 - 04.06.2018 17:00","2052","0"
"04.06.2018 17:00 - 04.06.2018 18:00","2274","0"
"04.06.2018 18:00 - 04.06.2018 19:00","2381","0"
"04.06.2018 19:00 - 04.06.2018 20:00","2583","0"
"04.06.2018 20:00 - 04.06.2018 21:00","2630","0"
"04.06.2018 21:00 - 04.06.2018 22:00","2339","0"
"04.06.2018 22:00 - 04.06.2018 23:00","1930","0"
"04.06.2018 23:00 - 05.06.2018 00:00","1452","0"
"05.06.2018 00:00 - 05.06.2018 01:00","1528","0"
"05.06.2018 01:00 - 05.06.2018 02:00","1873","0"
"05.06.2018 02:00 - 05.06.2018 03:00","2002","0"
"05.06.2018 03:00 - 05.06.2018 04:00","2097","0"
"05.06.2018 04:00 - 05.06.2018 05:00","2133","0"
"05.06.2018 05:00 - 05.06.2018 06:00","2106","0"
"05.06.2018 06:00 - 05.06.2018 07:00","1901","0"
"05.06.2018 07:00 - 05.06.2018 08:00","1642","0"
"05.06.2018 08:00 - 05.06.2018 09:00","1606","0"
"05.06.2018 09:00 - 05.06.2018 10:00","1454","0"
"05.06.2018 10:00 - 05.06.2018 11:00","1696","0"
"05.06.2018 11:00 - 05.06.2018 12:00","1638","0"
"05.06.2018 12:00 - 05.06.2018 13:00","1369","0"
"05.06.2018 13:00 - 05.06.2018 14:00","1463","0"
"05.06.2018 14:00 - 05.06.2018 15:00","1514","0"
"05.06.2018 15:00 - 05.06.2018 16:00","1567","0"
"05.06.2018 16:00 - 05.06.2018 17:00","1618","0"
"05.06.2018 17:00 - 05.06.2018 18:00","2053","0"
"05.06.2018 18:00 - 05.06.2018 19:00","2205","0"
"05.06.2018 19:00 - 05.06.2018 20:00","2050","0"
"05.06.2018 20:00 - 05.06.2018 21:00","1794","0"
"05.06.2018 21:00 - 05.06.2018 22:00","1912","0"
"05.06.2018 22:00 - 05.06.2018 23:00","1642","0"
"05.06.2018 23:00 - 06.06.2018 00:00","1451","0"
"06.06.2018 00:00 - 06.06.2018 01:00","1631","0"
"06.06.2018 01:00 - 06.06.2018 02:00","1714","0"
"06.06.2018 02:00 - 06.06.2018 03:00","1443","0"
"06.06.2018 03:00 - 06.06.2018 04:00","1476","0"
"06.06.2018 04:00 - 06.06.2018 05:00","1748","0"
"06.06.2018 05:00 - 06.06.2018 06:00","1703","0"
"06.06.2018 06:00 - 06.06.2018 07:00","1999","0"
"06.06.2018 07:00 - 06.06.2018 08:00","1763","0"
"06.06.2018 08:00 - 06.06.2018 09:00","1538","0"
"06.06.2018 09:00 - 06.06.2018 10:00","1473","0"
"06.06.2018 10:00 - 06.06.2018 11:00","1382","0"
"06.06.2018 11:00 - 06.06.2018 12:00","1182","0"
"06.06.2018 12:00 - 06.06.2018 13:00","1083","0"
"06.06.2018 13:00 - 06.06.2018 14:00","1193","0"
"06.06.2018 14:00 - 06.06.2018 15:00","1253","0"
"06.06.2018 15:00 - 06.06.2018 16:00","1288","0"
"06.06.2018 16:00 - 06.06.2018 17:00","1362","0"
"06.06.2018 17:00 - 06.06.2018 18:00","1539","0"
"06.06.2018 18:00 - 06.06.2018 19:00","1770","0"
"06.06.2018 19:00 - 06.06.2018 20:00","1853","0"
"06.06.2018 20:00 - 06.06.2018 21:00","1941","0"
"06.06.2018 21:00 - 06.06.2018 22:00","1949","0"
"06.06.2018 22:00 - 06.06.2018 23:00","1678","0"
"06.06.2018 23:00 - 07.06.2018 00:00","1379","0"
"07.06.2018 00:00 - 07.06.2018 01:00","1373","0"
"07.06.2018 01:00 - 07.06.2018 02:00","1416","0"
"07.06.2018 02:00 - 07.06.2018 03:00","1483","0"
"07.06.2018 03:00 - 07.06.2018 04:00","1498","0"
"07.06.2018 04:00 - 07.06.2018 05:00","1542","0"
"07.06.2018 05:00 - 07.06.2018 06:00","1594","0"
"07.06.2018 06:00 - 07.06.2018 07:00","1761","0"
"07.06.2018 07:00 - 07.06.2018 08:00","1739","0"
"07.06.2018 08:00 - 07.06.2018 09:00","1723","0"
"07.06.2018 09:00 - 07.06.2018 10:00","1938","0"
"07.06.2018 10:00 - 07.06.2018 11:00","1862","0"
"07.06.2018 11:00 - 07.06.2018 12:00","1629","0"
"07.06.2018 12:00 - 07.06.2018 13:00","1395","0"
"07.06.2018 13:00 - 07.06.2018 14:00","1470","0"
"07.06.2018 14:00 - 07.06.2018 15:00","1545","0"
"07.06.2018 15:00 - 07.06.2018 16:00","1600","0"
"07.06.2018 16:00 - 07.06.2018 17:00","1972","0"
"07.06.2018 17:00 - 07.06.2018 18:00","2141","0"
"07.06.2018 18:00 - 07.06.2018 19:00","1937","0"
"07.06.2018 19:00 - 07.06.2018 20:00","1822","0"
"07.06.2018 20:00 - 07.06.2018 21:00","1829","0"
"07.06.2018 21:00 - 07.06.2018 22:00","1883","0"
"07.06.2018 22:00 - 07.06.2018 23:00","1512","0"
"07.06.2018 23:00 - 08.06.2018 00:00","1169","0"
"08.06.2018 00:00 - 08.06.2018 01:00","1317","0"
"08.06.2018 01:00 - 08.06.2018 02:00","1504","0"
"08.06.2018 02:00 - 08.06.2018 03:00","1575","0"
"08.06.2018 03:00 - 08.06.2018 04:00","1562","0"
"08.06.2018 04:00 - 08.06.2018 05:00","1646","0"
"08.06.2018 05:00 - 08.06.2018 06:00","1760","0"
"08.06.2018 06:00 - 08.06.2018 07:00","1954","0"
"08.06.2018 07:00 - 08.06.2018 08:00","1670","0"
"08.06.2018 08:00 - 08.06.2018 09:00","1550","0"
"08.06.2018 09:00 - 08.06.2018 10:00","1568","0"
"08.06.2018 10:00 - 08.06.2018 11:00","1582","0"
"08.06.2018 11:00 - 08.06.2018 12:00","1422","0"
"08.06.2018 12:00 - 08.06.2018 13:00","1278","0"
"08.06.2018 13:00 - 08.06.2018 14:00","1198","0"
"08.06.2018 14:00 - 08.06.2018 15:00","1160","0"
"08.06.2018 15:00 - 08.06.2018 16:00","1242","0"
"08.06.2018 16:00 - 08.06.2018 17:00","1483","0"
"08.06.2018 17:00 - 08.06.2018 18:00","1947","0"
"08.06.2018 18:00 - 08.06.2018 19:00","1757","0"
"08.06.2018 19:00 - 08.06.2018 20:00","1877","0"
"08.06.2018 20:00 - 08.06.2018 21:00","1783","0"
"08.06.2018 21:00 - 08.06.2018 22:00","1882","0"
"08.06.2018 22:00 - 08.06.2018 23:00","1581","0"
"08.06.2018 23:00 - 09.06.2018 00:00","1212","0"
"09.06.2018 00:00 - 09.06.2018 01:00","1513","0"
"09.06.2018 01:00 - 09.06.2018 02:00","1633","0"
"09.06.2018 02:00 - 09.06.2018 03:00","1626","0"
"09.06.2018 03:00 - 09.06.2018 04:00","1661","0"
"09.06.2018 04:00 - 09.06.2018 05:00","1705","0"
"09.06.2018 05:00 - 09.06.2018 06:00","1747","0"
"09.06.2018 06:00 - 09.06.2018 07:00","1920","0"
"09.06.2018 07:00 - 09.06.2018 08:00","1922","0"
"09.06.2018 08:00 - 09.06.2018 09:00","1914","0"
"09.06.2018 09:00 - 09.06.2018 10:00","1560","0"
"09.06.2018 10:00 - 09.06.2018 11:00","1570","0"
"09.06.2018 11:00 - 09.06.2018 12:00","1455","0"
"09.06.2018 12:00 - 09.06.2018 13:00","874","0"
"09.06.2018 13:00 - 09.06.2018 14:00","727","0"
"09.06.2018 14:00 - 09.06.2018 15:00","809","0"
"09.06.2018 15:00 - 09.06.2018 16:00","889","0"
"09.06.2018 16:00 - 09.06.2018 17:00","1348","0"
"09.06.2018 17:00 - 09.06.2018 18:00","1455","0"
"09.06.2018 18:00 - 09.06.2018 19:00","1649","0"
"09.06.2018 19:00 - 09.06.2018 20:00","1717","0"
"09.06.2018 20:00 - 09.06.2018 21:00","1645","0"
"09.06.2018 21:00 - 09.06.2018 22:00","1814","0"
"09.06.2018 22:00 - 09.06.2018 23:00","1680","0"
"09.06.2018 23:00 - 10.06.2018 00:00","1274","0"
"10.06.2018 00:00 - 10.06.2018 01:00","1612","0"
"10.06.2018 01:00 - 10.06.2018 02:00","1454","0"
"10.06.2018 02:00 - 10.06.2018 03:00","1374","0"
"10.06.2018 03:00 - 10.06.2018 04:00","1433","0"
"10.06.2018 04:00 - 10.06.2018 05:00","1204","0"
"10.06.2018 05:00 - 10.06.2018 06:00","904","0"
"10.06.2018 06:00 - 10.06.2018 07:00","961","0"
"10.06.2018 07:00 - 10.06.2018 08:00","1014","0"
"10.06.2018 08:00 - 10.06.2018 09:00","1046","0"
"10.06.2018 09:00 - 10.06.2018 10:00","682","0"
"10.06.2018 10:00 - 10.06.2018 11:00","359","0"
"10.06.2018 11:00 - 10.06.2018 12:00","465","0"
"10.06.2018 12:00 - 10.06.2018 13:00","497","0"
"10.06.2018 13:00 - 10.06.2018 14:00","407","0"
"10.06.2018 14:00 - 10.06.2018 15:00","472","0"
"10.06.2018 15:00 - 10.06.2018 16:00","463","0"
"10.06.2018 16:00 - 10.06.2018 17:00","480","0"
"10.06.2018 17:00 - 10.06.2018 18:00","896","0"
"10.06.2018 18:00 - 10.06.2018 19:00","1264","0"
"10.06.2018 19:00 - 10.06.2018 20:00","1485","0"
"10.06.2018 20:00 - 10.06.2018 21:00","1498","0"
"10.06.2018 21:00 - 10.06.2018 22:00","1606","0"
"10.06.2018 22:00 - 10.06.2018 23:00","1788","0"
"10.06.2018 23:00 - 11.06.2018 00:00","1654","0"
"11.06.2018 00:00 - 11.06.2018 01:00","1727","0"
"11.06.2018 01:00 - 11.06.2018 02:00","1634","0"
"11.06.2018 02:00 - 11.06.2018 03:00","1618","0"
"11.06.2018 03:00 - 11.06.2018 04:00","1634","0"
"11.06.2018 04:00 - 11.06.2018 05:00","1811","0"
"11.06.2018 05:00 - 11.06.2018 06:00","1733","0"
"11.06.2018 06:00 - 11.06.2018 07:00","1699","0"
"11.06.2018 07:00 - 11.06.2018 08:00","1584","0"
"11.06.2018 08:00 - 11.06.2018 09:00","1395","0"
"11.06.2018 09:00 - 11.06.2018 10:00","1529","0"
"11.06.2018 10:00 - 11.06.2018 11:00","1304","0"
"11.06.2018 11:00 - 11.06.2018 12:00","1319","0"
"11.06.2018 12:00 - 11.06.2018 13:00","1127","0"
"11.06.2018 13:00 - 11.06.2018 14:00","1279","0"
"11.06.2018 14:00 - 11.06.2018 15:00","1328","0"
"11.06.2018 15:00 - 11.06.2018 16:00","1413","0"
"11.06.2018 16:00 - 11.06.2018 17:00","1648","0"
"11.06.2018 17:00 - 11.06.2018 18:00","1569","0"
"11.06.2018 18:00 - 11.06.2018 19:00","1646","0"
"11.06.2018 19:00 - 11.06.2018 20:00","1849","0"
"11.06.2018 20:00 - 11.06.2018 21:00","2004","0"
"11.06.2018 21:00 - 11.06.2018 22:00","2021","0"
"11.06.2018 22:00 - 11.06.2018 23:00","1750","0"
"11.06.2018 23:00 - 12.06.2018 00:00","1449","0"
"12.06.2018 00:00 - 12.06.2018 01:00","1527","0"
"12.06.2018 01:00 - 12.06.2018 02:00","1662","0"
"12.06.2018 02:00 - 12.06.2018 03:00","1685","0"
"12.06.2018 03:00 - 12.06.2018 04:00","1936","0"
"12.06.2018 04:00 - 12.06.2018 05:00","2082","0"
"12.06.2018 05:00 - 12.06.2018 06:00","2178","0"
"12.06.2018 06:00 - 12.06.2018 07:00","1969","0"
"12.06.2018 07:00 - 12.06.2018 08:00","1596","0"
"12.06.2018 08:00 - 12.06.2018 09:00","1404","0"
"12.06.2018 09:00 - 12.06.2018 10:00","1332","0"
"12.06.2018 10:00 - 12.06.2018 11:00","1395","0"
"12.06.2018 11:00 - 12.06.2018 12:00","1356","0"
"12.06.2018 12:00 - 12.06.2018 13:00","1227","0"
"12.06.2018 13:00 - 12.06.2018 14:00","1211","0"
"12.06.2018 14:00 - 12.06.2018 15:00","1112","0"
"12.06.2018 15:00 - 12.06.2018 16:00","1198","0"
"12.06.2018 16:00 - 12.06.2018 17:00","1511","0"
"12.06.2018 17:00 - 12.06.2018 18:00","1679","0"
"12.06.2018 18:00 - 12.06.2018 19:00","1862","0"
"12.06.2018 19:00 - 12.06.2018 20:00","1793","0"
"12.06.2018 20:00 - 12.06.2018 21:00","1615","0"
"12.06.2018 21:00 - 12.06.2018 22:00","1489","0"
"12.06.2018 22:00 - 12.06.2018 23:00","1250","0"
"12.06.2018 23:00 - 13.06.2018 00:00","1319","0"
"13.06.2018 00:00 - 13.06.2018 01:00","1575","0"
"13.06.2018 01:00 - 13.06.2018 02:00","1745","0"
"13.06.2018 02:00 - 13.06.2018 03:00","1943","0"
"13.06.2018 03:00 - 13.06.2018 04:00","2071","0"
"13.06.2018 04:00 - 13.06.2018 05:00","2049","0"
"13.06.2018 05:00 - 13.06.2018 06:00","2136","0"
"13.06.2018 06:00 - 13.06.2018 07:00","1881","0"
"13.06.2018 07:00 - 13.06.2018 08:00","1440","0"
"13.06.2018 08:00 - 13.06.2018 09:00","1366","0"
"13.06.2018 09:00 - 13.06.2018 10:00","1717","0"
"13.06.2018 10:00 - 13.06.2018 11:00","1238","0"
"13.06.2018 11:00 - 13.06.2018 12:00","1187","0"
"13.06.2018 12:00 - 13.06.2018 13:00","1009","0"
"13.06.2018 13:00 - 13.06.2018 14:00","1140","0"
"13.06.2018 14:00 - 13.06.2018 15:00","1261","0"
"13.06.2018 15:00 - 13.06.2018 16:00","1216","0"
"13.06.2018 16:00 - 13.06.2018 17:00","1209","0"
"13.06.2018 17:00 - 13.06.2018 18:00","1218","0"
"13.06.2018 18:00 - 13.06.2018 19:00","1125","0"
"13.06.2018 19:00 - 13.06.2018 20:00","1009","0"
"13.06.2018 20:00 - 13.06.2018 21:00","1203","0"
"13.06.2018 21:00 - 13.06.2018 22:00","1122","0"
"13.06.2018 22:00 - 13.06.2018 23:00","1125","0"
"13.06.2018 23:00 - 14.06.2018 00:00","1134","0"
"14.06.2018 00:00 - 14.06.2018 01:00","1261","0"
"14.06.2018 01:00 - 14.06.2018 02:00","1665","0"
"14.06.2018 02:00 - 14.06.2018 03:00","1689","0"
"14.06.2018 03:00 - 14.06.2018 04:00","1933","0"
"14.06.2018 04:00 - 14.06.2018 05:00","2032","0"
"14.06.2018 05:00 - 14.06.2018 06:00","2065","0"
"14.06.2018 06:00 - 14.06.2018 07:00","2085","0"
"14.06.2018 07:00 - 14.06.2018 08:00","1491","0"
"14.06.2018 08:00 - 14.06.2018 09:00","1116","0"
"14.06.2018 09:00 - 14.06.2018 10:00","1002","0"
"14.06.2018 10:00 - 14.06.2018 11:00","1180","0"
"14.06.2018 11:00 - 14.06.2018 12:00","1005","0"
"14.06.2018 12:00 - 14.06.2018 13:00","1104","0"
"14.06.2018 13:00 - 14.06.2018 14:00","1177","0"
"14.06.2018 14:00 - 14.06.2018 15:00","1285","0"
"14.06.2018 15:00 - 14.06.2018 16:00","1324","0"
"14.06.2018 16:00 - 14.06.2018 17:00","1361","0"
"14.06.2018 17:00 - 14.06.2018 18:00","1407","0"
"14.06.2018 18:00 - 14.06.2018 19:00","1528","0"
"14.06.2018 19:00 - 14.06.2018 20:00","1614","0"
"14.06.2018 20:00 - 14.06.2018 21:00","1563","0"
"14.06.2018 21:00 - 14.06.2018 22:00","1662","0"
"14.06.2018 22:00 - 14.06.2018 23:00","1537","0"
"14.06.2018 23:00 - 15.06.2018 00:00","1379","0"
"15.06.2018 00:00 - 15.06.2018 01:00","1759","0"
"15.06.2018 01:00 - 15.06.2018 02:00","1830","0"
"15.06.2018 02:00 - 15.06.2018 03:00","1871","0"
"15.06.2018 03:00 - 15.06.2018 04:00","2134","0"
"15.06.2018 04:00 - 15.06.2018 05:00","2274","0"
"15.06.2018 05:00 - 15.06.2018 06:00","2210","0"
"15.06.2018 06:00 - 15.06.2018 07:00","2050","0"
"15.06.2018 07:00 - 15.06.2018 08:00","1322","0"
"15.06.2018 08:00 - 15.06.2018 09:00","1222","0"
"15.06.2018 09:00 - 15.06.2018 10:00","1056","0"
"15.06.2018 10:00 - 15.06.2018 11:00","682","0"
"15.06.2018 11:00 - 15.06.2018 12:00","686","0"
"15.06.2018 12:00 - 15.06.2018 13:00","736","0"
"15.06.2018 13:00 - 15.06.2018 14:00","713","0"
"15.06.2018 14:00 - 15.06.2018 15:00","926","0"
"15.06.2018 15:00 - 15.06.2018 16:00","1048","0"
"15.06.2018 16:00 - 15.06.2018 17:00","1336","0"
"15.06.2018 17:00 - 15.06.2018 18:00","1439","0"
"15.06.2018 18:00 - 15.06.2018 19:00","1666","0"
"15.06.2018 19:00 - 15.06.2018 20:00","1638","0"
"15.06.2018 20:00 - 15.06.2018 21:00","1540","0"
"15.06.2018 21:00 - 15.06.2018 22:00","1627","0"
"15.06.2018 22:00 - 15.06.2018 23:00","1496","0"
"15.06.2018 23:00 - 16.06.2018 00:00","1322","0"
"16.06.2018 00:00 - 16.06.2018 01:00","1456","0"
"16.06.2018 01:00 - 16.06.2018 02:00","1505","0"
"16.06.2018 02:00 - 16.06.2018 03:00","1538","0"
"16.06.2018 03:00 - 16.06.2018 04:00","1606","0"
"16.06.2018 04:00 - 16.06.2018 05:00","1682","0"
"16.06.2018 05:00 - 16.06.2018 06:00","1767","0"
"16.06.2018 06:00 - 16.06.2018 07:00","1821","0"
"16.06.2018 07:00 - 16.06.2018 08:00","1833","0"
"16.06.2018 08:00 - 16.06.2018 09:00","1564","0"
"16.06.2018 09:00 - 16.06.2018 10:00","1147","0"
"16.06.2018 10:00 - 16.06.2018 11:00","1000","0"
"16.06.2018 11:00 - 16.06.2018 12:00","1005","0"
"16.06.2018 12:00 - 16.06.2018 13:00","968","0"
"16.06.2018 13:00 - 16.06.2018 14:00","1053","0"
"16.06.2018 14:00 - 16.06.2018 15:00","1211","0"
"16.06.2018 15:00 - 16.06.2018 16:00","1530","0"
"16.06.2018 16:00 - 16.06.2018 17:00","1502","0"
"16.06.2018 17:00 - 16.06.2018 18:00","1522","0"
"16.06.2018 18:00 - 16.06.2018 19:00","1642","0"
"16.06.2018 19:00 - 16.06.2018 20:00","1664","0"
"16.06.2018 20:00 - 16.06.2018 21:00","1599","0"
"16.06.2018 21:00 - 16.06.2018 22:00","1509","0"
"16.06.2018 22:00 - 16.06.2018 23:00","1322","0"
"16.06.2018 23:00 - 17.06.2018 00:00","1055","0"
"17.06.2018 00:00 - 17.06.2018 01:00","1362","0"
"17.06.2018 01:00 - 17.06.2018 02:00","1666","0"
"17.06.2018 02:00 - 17.06.2018 03:00","1835","0"
"17.06.2018 03:00 - 17.06.2018 04:00","1981","0"
"17.06.2018 04:00 - 17.06.2018 05:00","1804","0"
"17.06.2018 05:00 - 17.06.2018 06:00","1403","0"
"17.06.2018 06:00 - 17.06.2018 07:00","1286","0"
"17.06.2018 07:00 - 17.06.2018 08:00","1241","0"
"17.06.2018 08:00 - 17.06.2018 09:00","1207","0"
"17.06.2018 09:00 - 17.06.2018 10:00","680","0"
"17.06.2018 10:00 - 17.06.2018 11:00","266","0"
"17.06.2018 11:00 - 17.06.2018 12:00","211","0"
"17.06.2018 12:00 - 17.06.2018 13:00","96","0"
"17.06.2018 13:00 - 17.06.2018 14:00","99","0"
"17.06.2018 14:00 - 17.06.2018 15:00","152","0"
"17.06.2018 15:00 - 17.06.2018 16:00","195","0"
"17.06.2018 16:00 - 17.06.2018 17:00","469","0"
"17.06.2018 17:00 - 17.06.2018 18:00","982","0"
"17.06.2018 18:00 - 17.06.2018 19:00","1353","0"
"17.06.2018 19:00 - 17.06.2018 20:00","1573","0"
"17.06.2018 20:00 - 17.06.2018 21:00","1684","0"
"17.06.2018 21:00 - 17.06.2018 22:00","1613","0"
"17.06.2018 22:00 - 17.06.2018 23:00","1368","0"
"17.06.2018 23:00 - 18.06.2018 00:00","1372","0"
"18.06.2018 00:00 - 18.06.2018 01:00","1524","0"
"18.06.2018 01:00 - 18.06.2018 02:00","1711","0"
"18.06.2018 02:00 - 18.06.2018 03:00","1817","0"
"18.06.2018 03:00 - 18.06.2018 04:00","2023","0"
"18.06.2018 04:00 - 18.06.2018 05:00","1982","0"
"18.06.2018 05:00 - 18.06.2018 06:00","1995","0"
"18.06.2018 06:00 - 18.06.2018 07:00","2038","0"
"18.06.2018 07:00 - 18.06.2018 08:00","1787","0"
"18.06.2018 08:00 - 18.06.2018 09:00","1642","0"
"18.06.2018 09:00 - 18.06.2018 10:00","1442","0"
"18.06.2018 10:00 - 18.06.2018 11:00","1319","0"
"18.06.2018 11:00 - 18.06.2018 12:00","1109","0"
"18.06.2018 12:00 - 18.06.2018 13:00","1036","0"
"18.06.2018 13:00 - 18.06.2018 14:00","1089","0"
"18.06.2018 14:00 - 18.06.2018 15:00","1033","0"
"18.06.2018 15:00 - 18.06.2018 16:00","1156","0"
"18.06.2018 16:00 - 18.06.2018 17:00","1274","0"
"18.06.2018 17:00 - 18.06.2018 18:00","1532","0"
"18.06.2018 18:00 - 18.06.2018 19:00","1535","0"
"18.06.2018 19:00 - 18.06.2018 20:00","1555","0"
"18.06.2018 20:00 - 18.06.2018 21:00","1724","0"
"18.06.2018 21:00 - 18.06.2018 22:00","1658","0"
"18.06.2018 22:00 - 18.06.2018 23:00","1465","0"
"18.06.2018 23:00 - 19.06.2018 00:00","1336","0"
"19.06.2018 00:00 - 19.06.2018 01:00","1414","0"
"19.06.2018 01:00 - 19.06.2018 02:00","1582","0"
"19.06.2018 02:00 - 19.06.2018 03:00","1844","0"
"19.06.2018 03:00 - 19.06.2018 04:00","1825","0"
"19.06.2018 04:00 - 19.06.2018 05:00","1831","0"
"19.06.2018 05:00 - 19.06.2018 06:00","1840","0"
"19.06.2018 06:00 - 19.06.2018 07:00","1821","0"
"19.06.2018 07:00 - 19.06.2018 08:00","1559","0"
"19.06.2018 08:00 - 19.06.2018 09:00","1463","0"
"19.06.2018 09:00 - 19.06.2018 10:00","1491","0"
"19.06.2018 10:00 - 19.06.2018 11:00","1621","0"
"19.06.2018 11:00 - 19.06.2018 12:00","1344","0"
"19.06.2018 12:00 - 19.06.2018 13:00","1105","0"
"19.06.2018 13:00 - 19.06.2018 14:00","1318","0"
"19.06.2018 14:00 - 19.06.2018 15:00","1397","0"
"19.06.2018 15:00 - 19.06.2018 16:00","1468","0"
"19.06.2018 16:00 - 19.06.2018 17:00","1773","0"
"19.06.2018 17:00 - 19.06.2018 18:00","1600","0"
"19.06.2018 18:00 - 19.06.2018 19:00","1386","0"
"19.06.2018 19:00 - 19.06.2018 20:00","1508","0"
"19.06.2018 20:00 - 19.06.2018 21:00","1734","0"
"19.06.2018 21:00 - 19.06.2018 22:00","1911","0"
"19.06.2018 22:00 - 19.06.2018 23:00","1716","0"
"19.06.2018 23:00 - 20.06.2018 00:00","1588","0"
"20.06.2018 00:00 - 20.06.2018 01:00","1729","0"
"20.06.2018 01:00 - 20.06.2018 02:00","1776","0"
"20.06.2018 02:00 - 20.06.2018 03:00","1915","0"
"20.06.2018 03:00 - 20.06.2018 04:00","2056","0"
"20.06.2018 04:00 - 20.06.2018 05:00","1802","0"
"20.06.2018 05:00 - 20.06.2018 06:00","1766","0"
"20.06.2018 06:00 - 20.06.2018 07:00","1600","0"
"20.06.2018 07:00 - 20.06.2018 08:00","1555","0"
"20.06.2018 08:00 - 20.06.2018 09:00","1994","0"
"20.06.2018 09:00 - 20.06.2018 10:00","1783","0"
"20.06.2018 10:00 - 20.06.2018 11:00","1721","0"
"20.06.2018 11:00 - 20.06.2018 12:00","1232","0"
