"Time (CET)","Italy (IT) > Slovenia (SI) [MW]","Slovenia (SI) > Italy (IT) [MW]"
"10.10.2018 01:00 - 10.10.2018 02:00","0","1061"
"10.10.2018 02:00 - 10.10.2018 03:00","0","970"
"10.10.2018 03:00 - 10.10.2018 04:00","0","837"
"10.10.2018 04:00 - 10.10.2018 05:00","0","794"
"10.10.2018 05:00 - 10.10.2018 06:00","0","441"
"10.10.2018 06:00 - 10.10.2018 07:00","0","187"
"10.10.2018 07:00 - 10.10.2018 08:00","0","596"
"10.10.2018 08:00 - 10.10.2018 09:00","0","633"
"10.10.2018 09:00 - 10.10.2018 10:00","0","892"
"10.10.2018 10:00 - 10.10.2018 11:00","0","876"
"10.10.2018 11:00 - 10.10.2018 12:00","0","764"
"10.10.2018 12:00 - 10.10.2018 13:00","0","451"
"10.10.2018 13:00 - 10.10.2018 14:00","0","493"
"10.10.2018 14:00 - 10.10.2018 15:00","0","667"
"10.10.2018 15:00 - 10.10.2018 16:00","0","574"
"10.10.2018 16:00 - 10.10.2018 17:00","0","617"
"10.10.2018 17:00 - 10.10.2018 18:00","0","607"
"10.10.2018 18:00 - 10.10.2018 19:00","0","675"
"10.10.2018 19:00 - 10.10.2018 20:00","0","801"
"10.10.2018 20:00 - 10.10.2018 21:00","0","1011"
"10.10.2018 21:00 - 10.10.2018 22:00","0","1025"
"10.10.2018 22:00 - 10.10.2018 23:00","0","925"
"10.10.2018 23:00 - 11.10.2018 00:00","0","987"
"11.10.2018 00:00 - 11.10.2018 01:00","0","991"
"11.10.2018 01:00 - 11.10.2018 02:00","0","1064"
"11.10.2018 02:00 - 11.10.2018 03:00","0","1013"
"11.10.2018 03:00 - 11.10.2018 04:00","0","1038"
"11.10.2018 04:00 - 11.10.2018 05:00","0","973"
"11.10.2018 05:00 - 11.10.2018 06:00","0","827"
"11.10.2018 06:00 - 11.10.2018 07:00","0","850"
"11.10.2018 07:00 - 11.10.2018 08:00","0","992"
"11.10.2018 08:00 - 11.10.2018 09:00","0","997"
"11.10.2018 09:00 - 11.10.2018 10:00","0","918"
"11.10.2018 10:00 - 11.10.2018 11:00","0","1035"
"11.10.2018 11:00 - 11.10.2018 12:00","0","1056"
"11.10.2018 12:00 - 11.10.2018 13:00","0","952"
"11.10.2018 13:00 - 11.10.2018 14:00","0","1082"
"11.10.2018 14:00 - 11.10.2018 15:00","0","997"
"11.10.2018 15:00 - 11.10.2018 16:00","0","1024"
"11.10.2018 16:00 - 11.10.2018 17:00","0","858"
"11.10.2018 17:00 - 11.10.2018 18:00","0","695"
"11.10.2018 18:00 - 11.10.2018 19:00","0","735"
"11.10.2018 19:00 - 11.10.2018 20:00","0","821"
"11.10.2018 20:00 - 11.10.2018 21:00","0","996"
"11.10.2018 21:00 - 11.10.2018 22:00","0","958"
"11.10.2018 22:00 - 11.10.2018 23:00","0","847"
"11.10.2018 23:00 - 12.10.2018 00:00","0","998"
"12.10.2018 00:00 - 12.10.2018 01:00","0","857"
"12.10.2018 01:00 - 12.10.2018 02:00","0","884"
"12.10.2018 02:00 - 12.10.2018 03:00","0","1034"
"12.10.2018 03:00 - 12.10.2018 04:00","0","987"
"12.10.2018 04:00 - 12.10.2018 05:00","0","872"
"12.10.2018 05:00 - 12.10.2018 06:00","0","622"
"12.10.2018 06:00 - 12.10.2018 07:00","0","599"
"12.10.2018 07:00 - 12.10.2018 08:00","0","654"
"12.10.2018 08:00 - 12.10.2018 09:00","0","833"
"12.10.2018 09:00 - 12.10.2018 10:00","0","963"
"12.10.2018 10:00 - 12.10.2018 11:00","0","963"
"12.10.2018 11:00 - 12.10.2018 12:00","0","1005"
"12.10.2018 12:00 - 12.10.2018 13:00","0","984"
"12.10.2018 13:00 - 12.10.2018 14:00","0","1062"
"12.10.2018 14:00 - 12.10.2018 15:00","0","1008"
"12.10.2018 15:00 - 12.10.2018 16:00","0","898"
"12.10.2018 16:00 - 12.10.2018 17:00","0","738"
"12.10.2018 17:00 - 12.10.2018 18:00","0","606"
"12.10.2018 18:00 - 12.10.2018 19:00","0","721"
"12.10.2018 19:00 - 12.10.2018 20:00","0","841"
"12.10.2018 20:00 - 12.10.2018 21:00","0","1011"
"12.10.2018 21:00 - 12.10.2018 22:00","0","953"
"12.10.2018 22:00 - 12.10.2018 23:00","0","947"
"12.10.2018 23:00 - 13.10.2018 00:00","0","1032"
"13.10.2018 00:00 - 13.10.2018 01:00","0","1028"
"13.10.2018 01:00 - 13.10.2018 02:00","0","1007"
"13.10.2018 02:00 - 13.10.2018 03:00","0","1070"
"13.10.2018 03:00 - 13.10.2018 04:00","0","946"
"13.10.2018 04:00 - 13.10.2018 05:00","0","947"
"13.10.2018 05:00 - 13.10.2018 06:00","0","843"
"13.10.2018 06:00 - 13.10.2018 07:00","0","842"
"13.10.2018 07:00 - 13.10.2018 08:00","0","806"
"13.10.2018 08:00 - 13.10.2018 09:00","0","865"
"13.10.2018 09:00 - 13.10.2018 10:00","0","1047"
"13.10.2018 10:00 - 13.10.2018 11:00","0","1019"
"13.10.2018 11:00 - 13.10.2018 12:00","0","842"
"13.10.2018 12:00 - 13.10.2018 13:00","0","782"
"13.10.2018 13:00 - 13.10.2018 14:00","0","710"
"13.10.2018 14:00 - 13.10.2018 15:00","0","806"
"13.10.2018 15:00 - 13.10.2018 16:00","0","782"
"13.10.2018 16:00 - 13.10.2018 17:00","0","709"
"13.10.2018 17:00 - 13.10.2018 18:00","0","450"
"13.10.2018 18:00 - 13.10.2018 19:00","0","566"
"13.10.2018 19:00 - 13.10.2018 20:00","0","868"
"13.10.2018 20:00 - 13.10.2018 21:00","0","850"
"13.10.2018 21:00 - 13.10.2018 22:00","0","959"
"13.10.2018 22:00 - 13.10.2018 23:00","0","966"
"13.10.2018 23:00 - 14.10.2018 00:00","0","1002"
"14.10.2018 00:00 - 14.10.2018 01:00","0","1098"
"14.10.2018 01:00 - 14.10.2018 02:00","0","1171"
"14.10.2018 02:00 - 14.10.2018 03:00","0","1062"
"14.10.2018 03:00 - 14.10.2018 04:00","0","947"
"14.10.2018 04:00 - 14.10.2018 05:00","0","892"
"14.10.2018 05:00 - 14.10.2018 06:00","0","782"
"14.10.2018 06:00 - 14.10.2018 07:00","0","851"
"14.10.2018 07:00 - 14.10.2018 08:00","0","665"
"14.10.2018 08:00 - 14.10.2018 09:00","0","533"
"14.10.2018 09:00 - 14.10.2018 10:00","0","422"
"14.10.2018 10:00 - 14.10.2018 11:00","0","447"
"14.10.2018 11:00 - 14.10.2018 12:00","0","638"
"14.10.2018 12:00 - 14.10.2018 13:00","0","721"
"14.10.2018 13:00 - 14.10.2018 14:00","0","605"
"14.10.2018 14:00 - 14.10.2018 15:00","0","555"
"14.10.2018 15:00 - 14.10.2018 16:00","0","574"
"14.10.2018 16:00 - 14.10.2018 17:00","0","547"
"14.10.2018 17:00 - 14.10.2018 18:00","0","814"
"14.10.2018 18:00 - 14.10.2018 19:00","0","939"
"14.10.2018 19:00 - 14.10.2018 20:00","0","932"
"14.10.2018 20:00 - 14.10.2018 21:00","0","736"
"14.10.2018 21:00 - 14.10.2018 22:00","0","611"
"14.10.2018 22:00 - 14.10.2018 23:00","0","616"
"14.10.2018 23:00 - 15.10.2018 00:00","0","801"
"15.10.2018 00:00 - 15.10.2018 01:00","0","889"
"15.10.2018 01:00 - 15.10.2018 02:00","0","996"
"15.10.2018 02:00 - 15.10.2018 03:00","0","1023"
"15.10.2018 03:00 - 15.10.2018 04:00","0","983"
"15.10.2018 04:00 - 15.10.2018 05:00","0","988"
"15.10.2018 05:00 - 15.10.2018 06:00","0","687"
"15.10.2018 06:00 - 15.10.2018 07:00","0","529"
"15.10.2018 07:00 - 15.10.2018 08:00","0","712"
"15.10.2018 08:00 - 15.10.2018 09:00","0","812"
"15.10.2018 09:00 - 15.10.2018 10:00","0","887"
"15.10.2018 10:00 - 15.10.2018 11:00","0","758"
"15.10.2018 11:00 - 15.10.2018 12:00","0","762"
"15.10.2018 12:00 - 15.10.2018 13:00","0","476"
"15.10.2018 13:00 - 15.10.2018 14:00","0","680"
"15.10.2018 14:00 - 15.10.2018 15:00","0","832"
"15.10.2018 15:00 - 15.10.2018 16:00","0","891"
"15.10.2018 16:00 - 15.10.2018 17:00","0","774"
"15.10.2018 17:00 - 15.10.2018 18:00","0","893"
"15.10.2018 18:00 - 15.10.2018 19:00","0","412"
"15.10.2018 19:00 - 15.10.2018 20:00","0","425"
"15.10.2018 20:00 - 15.10.2018 21:00","0","725"
"15.10.2018 21:00 - 15.10.2018 22:00","0","843"
"15.10.2018 22:00 - 15.10.2018 23:00","0","1009"
"15.10.2018 23:00 - 16.10.2018 00:00","0","1036"
"16.10.2018 00:00 - 16.10.2018 01:00","0","858"
"16.10.2018 01:00 - 16.10.2018 02:00","0","885"
"16.10.2018 02:00 - 16.10.2018 03:00","0","893"
"16.10.2018 03:00 - 16.10.2018 04:00","0","888"
"16.10.2018 04:00 - 16.10.2018 05:00","0","754"
"16.10.2018 05:00 - 16.10.2018 06:00","0","624"
"16.10.2018 06:00 - 16.10.2018 07:00","0","403"
"16.10.2018 07:00 - 16.10.2018 08:00","0","598"
"16.10.2018 08:00 - 16.10.2018 09:00","0","812"
"16.10.2018 09:00 - 16.10.2018 10:00","0","1046"
"16.10.2018 10:00 - 16.10.2018 11:00","0","992"
"16.10.2018 11:00 - 16.10.2018 12:00","0","950"
"16.10.2018 12:00 - 16.10.2018 13:00","0","800"
"16.10.2018 13:00 - 16.10.2018 14:00","0","924"
"16.10.2018 14:00 - 16.10.2018 15:00","0","948"
"16.10.2018 15:00 - 16.10.2018 16:00","0","886"
"16.10.2018 16:00 - 16.10.2018 17:00","0","829"
"16.10.2018 17:00 - 16.10.2018 18:00","0","822"
"16.10.2018 18:00 - 16.10.2018 19:00","0","546"
"16.10.2018 19:00 - 16.10.2018 20:00","0","619"
"16.10.2018 20:00 - 16.10.2018 21:00","0","869"
"16.10.2018 21:00 - 16.10.2018 22:00","0","1017"
"16.10.2018 22:00 - 16.10.2018 23:00","0","1019"
"16.10.2018 23:00 - 17.10.2018 00:00","0","1064"
"17.10.2018 00:00 - 17.10.2018 01:00","0","825"
"17.10.2018 01:00 - 17.10.2018 02:00","0","871"
"17.10.2018 02:00 - 17.10.2018 03:00","0","990"
"17.10.2018 03:00 - 17.10.2018 04:00","0","946"
"17.10.2018 04:00 - 17.10.2018 05:00","0","827"
"17.10.2018 05:00 - 17.10.2018 06:00","0","479"
"17.10.2018 06:00 - 17.10.2018 07:00","0","507"
"17.10.2018 07:00 - 17.10.2018 08:00","0","604"
"17.10.2018 08:00 - 17.10.2018 09:00","0","816"
"17.10.2018 09:00 - 17.10.2018 10:00","0","931"
"17.10.2018 10:00 - 17.10.2018 11:00","0","1064"
"17.10.2018 11:00 - 17.10.2018 12:00","0","979"
"17.10.2018 12:00 - 17.10.2018 13:00","0","839"
"17.10.2018 13:00 - 17.10.2018 14:00","0","892"
"17.10.2018 14:00 - 17.10.2018 15:00","0","1001"
"17.10.2018 15:00 - 17.10.2018 16:00","0","1013"
"17.10.2018 16:00 - 17.10.2018 17:00","0","942"
"17.10.2018 17:00 - 17.10.2018 18:00","0","1016"
"17.10.2018 18:00 - 17.10.2018 19:00","0","720"
"17.10.2018 19:00 - 17.10.2018 20:00","0","615"
"17.10.2018 20:00 - 17.10.2018 21:00","0","934"
"17.10.2018 21:00 - 17.10.2018 22:00","0","908"
"17.10.2018 22:00 - 17.10.2018 23:00","0","1057"
"17.10.2018 23:00 - 18.10.2018 00:00","0","1042"
"18.10.2018 00:00 - 18.10.2018 01:00","0","958"
"18.10.2018 01:00 - 18.10.2018 02:00","0","933"
"18.10.2018 02:00 - 18.10.2018 03:00","0","907"
"18.10.2018 03:00 - 18.10.2018 04:00","0","898"
"18.10.2018 04:00 - 18.10.2018 05:00","0","801"
"18.10.2018 05:00 - 18.10.2018 06:00","0","449"
"18.10.2018 06:00 - 18.10.2018 07:00","0","520"
"18.10.2018 07:00 - 18.10.2018 08:00","0","646"
"18.10.2018 08:00 - 18.10.2018 09:00","0","735"
"18.10.2018 09:00 - 18.10.2018 10:00","0","858"
"18.10.2018 10:00 - 18.10.2018 11:00","0","892"
"18.10.2018 11:00 - 18.10.2018 12:00","0","926"
"18.10.2018 12:00 - 18.10.2018 13:00","0","581"
"18.10.2018 13:00 - 18.10.2018 14:00","0","628"
"18.10.2018 14:00 - 18.10.2018 15:00","0","980"
"18.10.2018 15:00 - 18.10.2018 16:00","0","985"
"18.10.2018 16:00 - 18.10.2018 17:00","0","972"
"18.10.2018 17:00 - 18.10.2018 18:00","0","814"
"18.10.2018 18:00 - 18.10.2018 19:00","0","654"
"18.10.2018 19:00 - 18.10.2018 20:00","0","846"
"18.10.2018 20:00 - 18.10.2018 21:00","0","831"
"18.10.2018 21:00 - 18.10.2018 22:00","0","1029"
"18.10.2018 22:00 - 18.10.2018 23:00","0","831"
"18.10.2018 23:00 - 19.10.2018 00:00","0","965"
"19.10.2018 00:00 - 19.10.2018 01:00","0","1065"
"19.10.2018 01:00 - 19.10.2018 02:00","0","1045"
"19.10.2018 02:00 - 19.10.2018 03:00","0","991"
"19.10.2018 03:00 - 19.10.2018 04:00","0","919"
"19.10.2018 04:00 - 19.10.2018 05:00","0","825"
"19.10.2018 05:00 - 19.10.2018 06:00","0","500"
"19.10.2018 06:00 - 19.10.2018 07:00","0","272"
"19.10.2018 07:00 - 19.10.2018 08:00","0","611"
"19.10.2018 08:00 - 19.10.2018 09:00","0","721"
"19.10.2018 09:00 - 19.10.2018 10:00","0","875"
"19.10.2018 10:00 - 19.10.2018 11:00","0","834"
"19.10.2018 11:00 - 19.10.2018 12:00","0","847"
"19.10.2018 12:00 - 19.10.2018 13:00","0","289"
"19.10.2018 13:00 - 19.10.2018 14:00","0","229"
"19.10.2018 14:00 - 19.10.2018 15:00","0","475"
"19.10.2018 15:00 - 19.10.2018 16:00","0","682"
"19.10.2018 16:00 - 19.10.2018 17:00","0","725"
"19.10.2018 17:00 - 19.10.2018 18:00","0","704"
"19.10.2018 18:00 - 19.10.2018 19:00","0","606"
"19.10.2018 19:00 - 19.10.2018 20:00","0","739"
"19.10.2018 20:00 - 19.10.2018 21:00","0","620"
"19.10.2018 21:00 - 19.10.2018 22:00","0","975"
"19.10.2018 22:00 - 19.10.2018 23:00","0","977"
"19.10.2018 23:00 - 20.10.2018 00:00","0","1081"
"20.10.2018 00:00 - 20.10.2018 01:00","0","1056"
"20.10.2018 01:00 - 20.10.2018 02:00","0","1041"
"20.10.2018 02:00 - 20.10.2018 03:00","0","1037"
"20.10.2018 03:00 - 20.10.2018 04:00","0","819"
"20.10.2018 04:00 - 20.10.2018 05:00","0","719"
"20.10.2018 05:00 - 20.10.2018 06:00","0","695"
"20.10.2018 06:00 - 20.10.2018 07:00","0","629"
"20.10.2018 07:00 - 20.10.2018 08:00","0","665"
"20.10.2018 08:00 - 20.10.2018 09:00","0","546"
"20.10.2018 09:00 - 20.10.2018 10:00","0","498"
"20.10.2018 10:00 - 20.10.2018 11:00","0","266"
"20.10.2018 11:00 - 20.10.2018 12:00","0","322"
"20.10.2018 12:00 - 20.10.2018 13:00","0","463"
"20.10.2018 13:00 - 20.10.2018 14:00","0","563"
"20.10.2018 14:00 - 20.10.2018 15:00","0","560"
"20.10.2018 15:00 - 20.10.2018 16:00","0","729"
"20.10.2018 16:00 - 20.10.2018 17:00","0","652"
"20.10.2018 17:00 - 20.10.2018 18:00","0","476"
"20.10.2018 18:00 - 20.10.2018 19:00","0","469"
"20.10.2018 19:00 - 20.10.2018 20:00","0","759"
"20.10.2018 20:00 - 20.10.2018 21:00","0","786"
"20.10.2018 21:00 - 20.10.2018 22:00","0","1065"
"20.10.2018 22:00 - 20.10.2018 23:00","0","1053"
"20.10.2018 23:00 - 21.10.2018 00:00","0","1044"
"21.10.2018 00:00 - 21.10.2018 01:00","0","919"
"21.10.2018 01:00 - 21.10.2018 02:00","0","878"
"21.10.2018 02:00 - 21.10.2018 03:00","0","864"
"21.10.2018 03:00 - 21.10.2018 04:00","0","809"
"21.10.2018 04:00 - 21.10.2018 05:00","0","744"
"21.10.2018 05:00 - 21.10.2018 06:00","0","741"
"21.10.2018 06:00 - 21.10.2018 07:00","0","688"
"21.10.2018 07:00 - 21.10.2018 08:00","0","538"
"21.10.2018 08:00 - 21.10.2018 09:00","0","493"
"21.10.2018 09:00 - 21.10.2018 10:00","0","449"
"21.10.2018 10:00 - 21.10.2018 11:00","0","559"
"21.10.2018 11:00 - 21.10.2018 12:00","0","699"
"21.10.2018 12:00 - 21.10.2018 13:00","0","634"
"21.10.2018 13:00 - 21.10.2018 14:00","0","371"
"21.10.2018 14:00 - 21.10.2018 15:00","0","519"
"21.10.2018 15:00 - 21.10.2018 16:00","0","510"
"21.10.2018 16:00 - 21.10.2018 17:00","0","586"
"21.10.2018 17:00 - 21.10.2018 18:00","0","641"
"21.10.2018 18:00 - 21.10.2018 19:00","0","795"
"21.10.2018 19:00 - 21.10.2018 20:00","0","869"
"21.10.2018 20:00 - 21.10.2018 21:00","0","1040"
"21.10.2018 21:00 - 21.10.2018 22:00","0","1033"
"21.10.2018 22:00 - 21.10.2018 23:00","0","1072"
"21.10.2018 23:00 - 22.10.2018 00:00","0","1017"
"22.10.2018 00:00 - 22.10.2018 01:00","0","1010"
"22.10.2018 01:00 - 22.10.2018 02:00","0","968"
"22.10.2018 02:00 - 22.10.2018 03:00","0","952"
"22.10.2018 03:00 - 22.10.2018 04:00","0","868"
"22.10.2018 04:00 - 22.10.2018 05:00","0","739"
"22.10.2018 05:00 - 22.10.2018 06:00","0","595"
"22.10.2018 06:00 - 22.10.2018 07:00","0","546"
"22.10.2018 07:00 - 22.10.2018 08:00","0","645"
"22.10.2018 08:00 - 22.10.2018 09:00","0","645"
"22.10.2018 09:00 - 22.10.2018 10:00","0","679"
"22.10.2018 10:00 - 22.10.2018 11:00","0","885"
"22.10.2018 11:00 - 22.10.2018 12:00","0","895"
"22.10.2018 12:00 - 22.10.2018 13:00","0","568"
"22.10.2018 13:00 - 22.10.2018 14:00","0","603"
"22.10.2018 14:00 - 22.10.2018 15:00","0","786"
"22.10.2018 15:00 - 22.10.2018 16:00","0","791"
"22.10.2018 16:00 - 22.10.2018 17:00","0","672"
"22.10.2018 17:00 - 22.10.2018 18:00","0","516"
"22.10.2018 18:00 - 22.10.2018 19:00","0","643"
"22.10.2018 19:00 - 22.10.2018 20:00","0","609"
"22.10.2018 20:00 - 22.10.2018 21:00","0","673"
"22.10.2018 21:00 - 22.10.2018 22:00","0","928"
"22.10.2018 22:00 - 22.10.2018 23:00","0","837"
"22.10.2018 23:00 - 23.10.2018 00:00","0","933"
"23.10.2018 00:00 - 23.10.2018 01:00","0","941"
"23.10.2018 01:00 - 23.10.2018 02:00","0","1016"
"23.10.2018 02:00 - 23.10.2018 03:00","0","1014"
"23.10.2018 03:00 - 23.10.2018 04:00","0","979"
"23.10.2018 04:00 - 23.10.2018 05:00","0","836"
"23.10.2018 05:00 - 23.10.2018 06:00","0","457"
"23.10.2018 06:00 - 23.10.2018 07:00","0","790"
"23.10.2018 07:00 - 23.10.2018 08:00","0","879"
"23.10.2018 08:00 - 23.10.2018 09:00","0","896"
"23.10.2018 09:00 - 23.10.2018 10:00","0","716"
"23.10.2018 10:00 - 23.10.2018 11:00","0","653"
"23.10.2018 11:00 - 23.10.2018 12:00","0","740"
"23.10.2018 12:00 - 23.10.2018 13:00","0","683"
"23.10.2018 13:00 - 23.10.2018 14:00","0","738"
"23.10.2018 14:00 - 23.10.2018 15:00","0","958"
"23.10.2018 15:00 - 23.10.2018 16:00","0","1052"
"23.10.2018 16:00 - 23.10.2018 17:00","0","1050"
"23.10.2018 17:00 - 23.10.2018 18:00","0","1015"
"23.10.2018 18:00 - 23.10.2018 19:00","0","1070"
"23.10.2018 19:00 - 23.10.2018 20:00","0","893"
"23.10.2018 20:00 - 23.10.2018 21:00","0","958"
"23.10.2018 21:00 - 23.10.2018 22:00","0","885"
"23.10.2018 22:00 - 23.10.2018 23:00","0","863"
"23.10.2018 23:00 - 24.10.2018 00:00","0","784"
"24.10.2018 00:00 - 24.10.2018 01:00","0","754"
"24.10.2018 01:00 - 24.10.2018 02:00","0","812"
"24.10.2018 02:00 - 24.10.2018 03:00","0","837"
"24.10.2018 03:00 - 24.10.2018 04:00","0","862"
"24.10.2018 04:00 - 24.10.2018 05:00","0","841"
"24.10.2018 05:00 - 24.10.2018 06:00","0","748"
"24.10.2018 06:00 - 24.10.2018 07:00","0","690"
"24.10.2018 07:00 - 24.10.2018 08:00","0","984"
"24.10.2018 08:00 - 24.10.2018 09:00","0","859"
"24.10.2018 09:00 - 24.10.2018 10:00","0","894"
"24.10.2018 10:00 - 24.10.2018 11:00","0","742"
"24.10.2018 11:00 - 24.10.2018 12:00","0","724"
"24.10.2018 12:00 - 24.10.2018 13:00","0","502"
"24.10.2018 13:00 - 24.10.2018 14:00","0","730"
"24.10.2018 14:00 - 24.10.2018 15:00","0","955"
"24.10.2018 15:00 - 24.10.2018 16:00","0","1004"
"24.10.2018 16:00 - 24.10.2018 17:00","0","1006"
"24.10.2018 17:00 - 24.10.2018 18:00","0","876"
"24.10.2018 18:00 - 24.10.2018 19:00","0","993"
"24.10.2018 19:00 - 24.10.2018 20:00","0","943"
"24.10.2018 20:00 - 24.10.2018 21:00","0","1050"
"24.10.2018 21:00 - 24.10.2018 22:00","0","944"
"24.10.2018 22:00 - 24.10.2018 23:00","0","875"
"24.10.2018 23:00 - 25.10.2018 00:00","0","826"
"25.10.2018 00:00 - 25.10.2018 01:00","0","996"
"25.10.2018 01:00 - 25.10.2018 02:00","0","1010"
"25.10.2018 02:00 - 25.10.2018 03:00","0","942"
"25.10.2018 03:00 - 25.10.2018 04:00","0","899"
"25.10.2018 04:00 - 25.10.2018 05:00","0","904"
"25.10.2018 05:00 - 25.10.2018 06:00","0","657"
"25.10.2018 06:00 - 25.10.2018 07:00","0","601"
"25.10.2018 07:00 - 25.10.2018 08:00","0","635"
"25.10.2018 08:00 - 25.10.2018 09:00","0","690"
"25.10.2018 09:00 - 25.10.2018 10:00","0","569"
"25.10.2018 10:00 - 25.10.2018 11:00","0","434"
"25.10.2018 11:00 - 25.10.2018 12:00","0","437"
"25.10.2018 12:00 - 25.10.2018 13:00","0","436"
"25.10.2018 13:00 - 25.10.2018 14:00","0","602"
"25.10.2018 14:00 - 25.10.2018 15:00","0","880"
"25.10.2018 15:00 - 25.10.2018 16:00","0","1020"
"25.10.2018 16:00 - 25.10.2018 17:00","0","967"
"25.10.2018 17:00 - 25.10.2018 18:00","0","932"
"25.10.2018 18:00 - 25.10.2018 19:00","0","1033"
"25.10.2018 19:00 - 25.10.2018 20:00","0","808"
"25.10.2018 20:00 - 25.10.2018 21:00","0","885"
"25.10.2018 21:00 - 25.10.2018 22:00","0","940"
"25.10.2018 22:00 - 25.10.2018 23:00","0","817"
"25.10.2018 23:00 - 26.10.2018 00:00","0","738"
"26.10.2018 00:00 - 26.10.2018 01:00","0","896"
"26.10.2018 01:00 - 26.10.2018 02:00","0","1050"
"26.10.2018 02:00 - 26.10.2018 03:00","0","977"
"26.10.2018 03:00 - 26.10.2018 04:00","0","932"
"26.10.2018 04:00 - 26.10.2018 05:00","0","805"
"26.10.2018 05:00 - 26.10.2018 06:00","0","557"
"26.10.2018 06:00 - 26.10.2018 07:00","0","392"
"26.10.2018 07:00 - 26.10.2018 08:00","0","803"
"26.10.2018 08:00 - 26.10.2018 09:00","0","883"
"26.10.2018 09:00 - 26.10.2018 10:00","0","684"
"26.10.2018 10:00 - 26.10.2018 11:00","0","610"
"26.10.2018 11:00 - 26.10.2018 12:00","0","397"
"26.10.2018 12:00 - 26.10.2018 13:00","0","362"
"26.10.2018 13:00 - 26.10.2018 14:00","0","661"
"26.10.2018 14:00 - 26.10.2018 15:00","0","799"
"26.10.2018 15:00 - 26.10.2018 16:00","0","811"
"26.10.2018 16:00 - 26.10.2018 17:00","0","688"
"26.10.2018 17:00 - 26.10.2018 18:00","0","541"
"26.10.2018 18:00 - 26.10.2018 19:00","0","587"
"26.10.2018 19:00 - 26.10.2018 20:00","0","616"
"26.10.2018 20:00 - 26.10.2018 21:00","0","569"
"26.10.2018 21:00 - 26.10.2018 22:00","0","977"
"26.10.2018 22:00 - 26.10.2018 23:00","0","697"
"26.10.2018 23:00 - 27.10.2018 00:00","0","556"
"27.10.2018 00:00 - 27.10.2018 01:00","0","548"
"27.10.2018 01:00 - 27.10.2018 02:00","0","710"
"27.10.2018 02:00 - 27.10.2018 03:00","0","847"
"27.10.2018 03:00 - 27.10.2018 04:00","0","975"
"27.10.2018 04:00 - 27.10.2018 05:00","0","907"
"27.10.2018 05:00 - 27.10.2018 06:00","0","803"
"27.10.2018 06:00 - 27.10.2018 07:00","0","741"
"27.10.2018 07:00 - 27.10.2018 08:00","0","757"
"27.10.2018 08:00 - 27.10.2018 09:00","0","884"
"27.10.2018 09:00 - 27.10.2018 10:00","0","924"
"27.10.2018 10:00 - 27.10.2018 11:00","0","972"
"27.10.2018 11:00 - 27.10.2018 12:00","0","791"
"27.10.2018 12:00 - 27.10.2018 13:00","0","720"
"27.10.2018 13:00 - 27.10.2018 14:00","0","671"
"27.10.2018 14:00 - 27.10.2018 15:00","0","841"
"27.10.2018 15:00 - 27.10.2018 16:00","0","984"
"27.10.2018 16:00 - 27.10.2018 17:00","0","891"
"27.10.2018 17:00 - 27.10.2018 18:00","0","651"
"27.10.2018 18:00 - 27.10.2018 19:00","0","573"
"27.10.2018 19:00 - 27.10.2018 20:00","0","782"
"27.10.2018 20:00 - 27.10.2018 21:00","0","827"
"27.10.2018 21:00 - 27.10.2018 22:00","0","787"
"27.10.2018 22:00 - 27.10.2018 23:00","0","793"
"27.10.2018 23:00 - 28.10.2018 00:00","0","664"
"28.10.2018 00:00 - 28.10.2018 01:00","0","631"
"28.10.2018 01:00 - 28.10.2018 02:00","0","869"
"28.10.2018 02:00 - 28.10.2018 03:00","0","882"
"28.10.2018 02:00 - 28.10.2018 03:00","0","996"
"28.10.2018 03:00 - 28.10.2018 04:00","0","1048"
"28.10.2018 04:00 - 28.10.2018 05:00","0","1009"
"28.10.2018 05:00 - 28.10.2018 06:00","0","944"
"28.10.2018 06:00 - 28.10.2018 07:00","0","738"
"28.10.2018 07:00 - 28.10.2018 08:00","0","703"
"28.10.2018 08:00 - 28.10.2018 09:00","0","610"
"28.10.2018 09:00 - 28.10.2018 10:00","0","553"
"28.10.2018 10:00 - 28.10.2018 11:00","0","433"
"28.10.2018 11:00 - 28.10.2018 12:00","0","416"
"28.10.2018 12:00 - 28.10.2018 13:00","0","580"
"28.10.2018 13:00 - 28.10.2018 14:00","0","601"
"28.10.2018 14:00 - 28.10.2018 15:00","0","588"
"28.10.2018 15:00 - 28.10.2018 16:00","0","561"
"28.10.2018 16:00 - 28.10.2018 17:00","0","585"
"28.10.2018 17:00 - 28.10.2018 18:00","0","578"
"28.10.2018 18:00 - 28.10.2018 19:00","0","786"
"28.10.2018 19:00 - 28.10.2018 20:00","0","1021"
"28.10.2018 20:00 - 28.10.2018 21:00","0","1080"
"28.10.2018 21:00 - 28.10.2018 22:00","0","940"
"28.10.2018 22:00 - 28.10.2018 23:00","0","844"
"28.10.2018 23:00 - 29.10.2018 00:00","0","856"
"29.10.2018 00:00 - 29.10.2018 01:00","0","802"
"29.10.2018 01:00 - 29.10.2018 02:00","0","866"
"29.10.2018 02:00 - 29.10.2018 03:00","0","850"
"29.10.2018 03:00 - 29.10.2018 04:00","0","793"
"29.10.2018 04:00 - 29.10.2018 05:00","0","783"
"29.10.2018 05:00 - 29.10.2018 06:00","0","737"
