"Time (CET)","Romania (RO) > Bulgaria (BG) [MW]","Bulgaria (BG) > Romania (RO) [MW]"
"24.09.2018 12:00 - 24.09.2018 13:00","269","0"
"24.09.2018 13:00 - 24.09.2018 14:00","216","0"
"24.09.2018 14:00 - 24.09.2018 15:00","163","0"
"24.09.2018 15:00 - 24.09.2018 16:00","233","0"
"24.09.2018 16:00 - 24.09.2018 17:00","311","0"
"24.09.2018 17:00 - 24.09.2018 18:00","346","0"
"24.09.2018 18:00 - 24.09.2018 19:00","318","0"
"24.09.2018 19:00 - 24.09.2018 20:00","216","0"
"24.09.2018 20:00 - 24.09.2018 21:00","294","0"
"24.09.2018 21:00 - 24.09.2018 22:00","510","0"
"24.09.2018 22:00 - 24.09.2018 23:00","567","0"
"24.09.2018 23:00 - 25.09.2018 00:00","331","0"
"25.09.2018 00:00 - 25.09.2018 01:00","154","0"
"25.09.2018 01:00 - 25.09.2018 02:00","96","0"
"25.09.2018 02:00 - 25.09.2018 03:00","55","0"
"25.09.2018 03:00 - 25.09.2018 04:00","36","0"
"25.09.2018 04:00 - 25.09.2018 05:00","0","14"
"25.09.2018 05:00 - 25.09.2018 06:00","0","68"
"25.09.2018 06:00 - 25.09.2018 07:00","0","245"
"25.09.2018 07:00 - 25.09.2018 08:00","0","290"
"25.09.2018 08:00 - 25.09.2018 09:00","0","159"
"25.09.2018 09:00 - 25.09.2018 10:00","0","76"
"25.09.2018 10:00 - 25.09.2018 11:00","0","52"
"25.09.2018 11:00 - 25.09.2018 12:00","0","59"
"25.09.2018 12:00 - 25.09.2018 13:00","0","48"
"25.09.2018 13:00 - 25.09.2018 14:00","0","83"
"25.09.2018 14:00 - 25.09.2018 15:00","0","44"
"25.09.2018 15:00 - 25.09.2018 16:00","0","11"
"25.09.2018 16:00 - 25.09.2018 17:00","33","0"
"25.09.2018 17:00 - 25.09.2018 18:00","23","0"
"25.09.2018 18:00 - 25.09.2018 19:00","0","126"
"25.09.2018 19:00 - 25.09.2018 20:00","0","39"
"25.09.2018 20:00 - 25.09.2018 21:00","32","0"
"25.09.2018 21:00 - 25.09.2018 22:00","154","0"
"25.09.2018 22:00 - 25.09.2018 23:00","332","0"
"25.09.2018 23:00 - 26.09.2018 00:00","488","0"
"26.09.2018 00:00 - 26.09.2018 01:00","413","0"
"26.09.2018 01:00 - 26.09.2018 02:00","432","0"
"26.09.2018 02:00 - 26.09.2018 03:00","433","0"
"26.09.2018 03:00 - 26.09.2018 04:00","411","0"
"26.09.2018 04:00 - 26.09.2018 05:00","389","0"
"26.09.2018 05:00 - 26.09.2018 06:00","307","0"
"26.09.2018 06:00 - 26.09.2018 07:00","52","0"
"26.09.2018 07:00 - 26.09.2018 08:00","92","0"
"26.09.2018 08:00 - 26.09.2018 09:00","49","0"
"26.09.2018 09:00 - 26.09.2018 10:00","132","0"
"26.09.2018 10:00 - 26.09.2018 11:00","220","0"
"26.09.2018 11:00 - 26.09.2018 12:00","188","0"
"26.09.2018 12:00 - 26.09.2018 13:00","218","0"
"26.09.2018 13:00 - 26.09.2018 14:00","188","0"
"26.09.2018 14:00 - 26.09.2018 15:00","138","0"
"26.09.2018 15:00 - 26.09.2018 16:00","88","0"
"26.09.2018 16:00 - 26.09.2018 17:00","0","19"
"26.09.2018 17:00 - 26.09.2018 18:00","0","12"
"26.09.2018 18:00 - 26.09.2018 19:00","0","103"
"26.09.2018 19:00 - 26.09.2018 20:00","0","163"
"26.09.2018 20:00 - 26.09.2018 21:00","0","150"
"26.09.2018 21:00 - 26.09.2018 22:00","0","81"
"26.09.2018 22:00 - 26.09.2018 23:00","0","7"
"26.09.2018 23:00 - 27.09.2018 00:00","87","0"
"27.09.2018 00:00 - 27.09.2018 01:00","40","0"
"27.09.2018 01:00 - 27.09.2018 02:00","32","0"
"27.09.2018 02:00 - 27.09.2018 03:00","0","2"
"27.09.2018 03:00 - 27.09.2018 04:00","0","29"
"27.09.2018 04:00 - 27.09.2018 05:00","0","76"
"27.09.2018 05:00 - 27.09.2018 06:00","0","194"
"27.09.2018 06:00 - 27.09.2018 07:00","0","415"
"27.09.2018 07:00 - 27.09.2018 08:00","0","447"
"27.09.2018 08:00 - 27.09.2018 09:00","0","414"
"27.09.2018 09:00 - 27.09.2018 10:00","0","450"
"27.09.2018 10:00 - 27.09.2018 11:00","0","357"
"27.09.2018 11:00 - 27.09.2018 12:00","0","390"
"27.09.2018 12:00 - 27.09.2018 13:00","0","316"
"27.09.2018 13:00 - 27.09.2018 14:00","0","361"
"27.09.2018 14:00 - 27.09.2018 15:00","0","336"
"27.09.2018 15:00 - 27.09.2018 16:00","0","285"
"27.09.2018 16:00 - 27.09.2018 17:00","0","333"
"27.09.2018 17:00 - 27.09.2018 18:00","0","266"
"27.09.2018 18:00 - 27.09.2018 19:00","0","390"
"27.09.2018 19:00 - 27.09.2018 20:00","0","320"
"27.09.2018 20:00 - 27.09.2018 21:00","0","303"
"27.09.2018 21:00 - 27.09.2018 22:00","0","153"
"27.09.2018 22:00 - 27.09.2018 23:00","0","151"
"27.09.2018 23:00 - 28.09.2018 00:00","0","12"
"28.09.2018 00:00 - 28.09.2018 01:00","86","0"
"28.09.2018 01:00 - 28.09.2018 02:00","72","0"
"28.09.2018 02:00 - 28.09.2018 03:00","85","0"
"28.09.2018 03:00 - 28.09.2018 04:00","48","0"
"28.09.2018 04:00 - 28.09.2018 05:00","37","0"
"28.09.2018 05:00 - 28.09.2018 06:00","0","114"
"28.09.2018 06:00 - 28.09.2018 07:00","0","341"
"28.09.2018 07:00 - 28.09.2018 08:00","0","364"
"28.09.2018 08:00 - 28.09.2018 09:00","0","278"
"28.09.2018 09:00 - 28.09.2018 10:00","0","261"
"28.09.2018 10:00 - 28.09.2018 11:00","0","179"
"28.09.2018 11:00 - 28.09.2018 12:00","0","229"
"28.09.2018 12:00 - 28.09.2018 13:00","0","103"
"28.09.2018 13:00 - 28.09.2018 14:00","0","83"
"28.09.2018 14:00 - 28.09.2018 15:00","0","101"
"28.09.2018 15:00 - 28.09.2018 16:00","0","92"
"28.09.2018 16:00 - 28.09.2018 17:00","0","190"
"28.09.2018 17:00 - 28.09.2018 18:00","0","46"
"28.09.2018 18:00 - 28.09.2018 19:00","0","76"
"28.09.2018 19:00 - 28.09.2018 20:00","0","27"
"28.09.2018 20:00 - 28.09.2018 21:00","0","20"
"28.09.2018 21:00 - 28.09.2018 22:00","96","0"
"28.09.2018 22:00 - 28.09.2018 23:00","229","0"
"28.09.2018 23:00 - 29.09.2018 00:00","276","0"
"29.09.2018 00:00 - 29.09.2018 01:00","275","0"
"29.09.2018 01:00 - 29.09.2018 02:00","294","0"
"29.09.2018 02:00 - 29.09.2018 03:00","255","0"
"29.09.2018 03:00 - 29.09.2018 04:00","203","0"
"29.09.2018 04:00 - 29.09.2018 05:00","149","0"
"29.09.2018 05:00 - 29.09.2018 06:00","81","0"
"29.09.2018 06:00 - 29.09.2018 07:00","0","150"
"29.09.2018 07:00 - 29.09.2018 08:00","0","340"
"29.09.2018 08:00 - 29.09.2018 09:00","0","287"
"29.09.2018 09:00 - 29.09.2018 10:00","0","193"
"29.09.2018 10:00 - 29.09.2018 11:00","0","159"
"29.09.2018 11:00 - 29.09.2018 12:00","0","121"
"29.09.2018 12:00 - 29.09.2018 13:00","0","107"
"29.09.2018 13:00 - 29.09.2018 14:00","0","95"
"29.09.2018 14:00 - 29.09.2018 15:00","0","67"
"29.09.2018 15:00 - 29.09.2018 16:00","0","9"
"29.09.2018 16:00 - 29.09.2018 17:00","129","0"
"29.09.2018 17:00 - 29.09.2018 18:00","242","0"
"29.09.2018 18:00 - 29.09.2018 19:00","246","0"
"29.09.2018 19:00 - 29.09.2018 20:00","273","0"
"29.09.2018 20:00 - 29.09.2018 21:00","328","0"
"29.09.2018 21:00 - 29.09.2018 22:00","633","0"
"29.09.2018 22:00 - 29.09.2018 23:00","737","0"
"29.09.2018 23:00 - 30.09.2018 00:00","726","0"
"30.09.2018 00:00 - 30.09.2018 01:00","734","0"
"30.09.2018 01:00 - 30.09.2018 02:00","726","0"
"30.09.2018 02:00 - 30.09.2018 03:00","726","0"
"30.09.2018 03:00 - 30.09.2018 04:00","700","0"
"30.09.2018 04:00 - 30.09.2018 05:00","703","0"
"30.09.2018 05:00 - 30.09.2018 06:00","661","0"
"30.09.2018 06:00 - 30.09.2018 07:00","553","0"
"30.09.2018 07:00 - 30.09.2018 08:00","533","0"
"30.09.2018 08:00 - 30.09.2018 09:00","550","0"
"30.09.2018 09:00 - 30.09.2018 10:00","600","0"
"30.09.2018 10:00 - 30.09.2018 11:00","614","0"
"30.09.2018 11:00 - 30.09.2018 12:00","615","0"
"30.09.2018 12:00 - 30.09.2018 13:00","599","0"
"30.09.2018 13:00 - 30.09.2018 14:00","544","0"
"30.09.2018 14:00 - 30.09.2018 15:00","497","0"
"30.09.2018 15:00 - 30.09.2018 16:00","444","0"
"30.09.2018 16:00 - 30.09.2018 17:00","371","0"
"30.09.2018 17:00 - 30.09.2018 18:00","377","0"
"30.09.2018 18:00 - 30.09.2018 19:00","65","0"
"30.09.2018 19:00 - 30.09.2018 20:00","54","0"
"30.09.2018 20:00 - 30.09.2018 21:00","164","0"
"30.09.2018 21:00 - 30.09.2018 22:00","436","0"
"30.09.2018 22:00 - 30.09.2018 23:00","468","0"
"30.09.2018 23:00 - 01.10.2018 00:00","525","0"
"01.10.2018 00:00 - 01.10.2018 01:00","514","0"
"01.10.2018 01:00 - 01.10.2018 02:00","500","0"
"01.10.2018 02:00 - 01.10.2018 03:00","461","0"
"01.10.2018 03:00 - 01.10.2018 04:00","443","0"
"01.10.2018 04:00 - 01.10.2018 05:00","338","0"
"01.10.2018 05:00 - 01.10.2018 06:00","158","0"
"01.10.2018 06:00 - 01.10.2018 07:00","0","113"
"01.10.2018 07:00 - 01.10.2018 08:00","0","188"
"01.10.2018 08:00 - 01.10.2018 09:00","0","201"
"01.10.2018 09:00 - 01.10.2018 10:00","0","213"
"01.10.2018 10:00 - 01.10.2018 11:00","0","190"
"01.10.2018 11:00 - 01.10.2018 12:00","0","237"
"01.10.2018 12:00 - 01.10.2018 13:00","0","204"
"01.10.2018 13:00 - 01.10.2018 14:00","0","196"
"01.10.2018 14:00 - 01.10.2018 15:00","0","189"
"01.10.2018 15:00 - 01.10.2018 16:00","0","112"
"01.10.2018 16:00 - 01.10.2018 17:00","0","49"
"01.10.2018 17:00 - 01.10.2018 18:00","0","63"
"01.10.2018 18:00 - 01.10.2018 19:00","0","81"
"01.10.2018 19:00 - 01.10.2018 20:00","0","129"
"01.10.2018 20:00 - 01.10.2018 21:00","0","69"
"01.10.2018 21:00 - 01.10.2018 22:00","26","0"
"01.10.2018 22:00 - 01.10.2018 23:00","0","14"
"01.10.2018 23:00 - 02.10.2018 00:00","108","0"
"02.10.2018 00:00 - 02.10.2018 01:00","203","0"
"02.10.2018 01:00 - 02.10.2018 02:00","130","0"
"02.10.2018 02:00 - 02.10.2018 03:00","119","0"
"02.10.2018 03:00 - 02.10.2018 04:00","82","0"
"02.10.2018 04:00 - 02.10.2018 05:00","50","0"
"02.10.2018 05:00 - 02.10.2018 06:00","0","154"
"02.10.2018 06:00 - 02.10.2018 07:00","0","291"
"02.10.2018 07:00 - 02.10.2018 08:00","0","263"
"02.10.2018 08:00 - 02.10.2018 09:00","0","201"
"02.10.2018 09:00 - 02.10.2018 10:00","0","155"
"02.10.2018 10:00 - 02.10.2018 11:00","0","204"
"02.10.2018 11:00 - 02.10.2018 12:00","0","235"
"02.10.2018 12:00 - 02.10.2018 13:00","0","236"
"02.10.2018 13:00 - 02.10.2018 14:00","0","236"
"02.10.2018 14:00 - 02.10.2018 15:00","0","216"
"02.10.2018 15:00 - 02.10.2018 16:00","0","119"
"02.10.2018 16:00 - 02.10.2018 17:00","0","105"
"02.10.2018 17:00 - 02.10.2018 18:00","0","135"
"02.10.2018 18:00 - 02.10.2018 19:00","0","235"
"02.10.2018 19:00 - 02.10.2018 20:00","0","202"
"02.10.2018 20:00 - 02.10.2018 21:00","0","146"
"02.10.2018 21:00 - 02.10.2018 22:00","75","0"
"02.10.2018 22:00 - 02.10.2018 23:00","219","0"
"02.10.2018 23:00 - 03.10.2018 00:00","366","0"
"03.10.2018 00:00 - 03.10.2018 01:00","464","0"
"03.10.2018 01:00 - 03.10.2018 02:00","443","0"
"03.10.2018 02:00 - 03.10.2018 03:00","448","0"
"03.10.2018 03:00 - 03.10.2018 04:00","380","0"
"03.10.2018 04:00 - 03.10.2018 05:00","256","0"
"03.10.2018 05:00 - 03.10.2018 06:00","95","0"
"03.10.2018 06:00 - 03.10.2018 07:00","0","77"
"03.10.2018 07:00 - 03.10.2018 08:00","0","128"
"03.10.2018 08:00 - 03.10.2018 09:00","0","132"
"03.10.2018 09:00 - 03.10.2018 10:00","0","120"
"03.10.2018 10:00 - 03.10.2018 11:00","0","50"
"03.10.2018 11:00 - 03.10.2018 12:00","0","53"
"03.10.2018 12:00 - 03.10.2018 13:00","0","4"
"03.10.2018 13:00 - 03.10.2018 14:00","62","0"
"03.10.2018 14:00 - 03.10.2018 15:00","108","0"
"03.10.2018 15:00 - 03.10.2018 16:00","91","0"
"03.10.2018 16:00 - 03.10.2018 17:00","111","0"
"03.10.2018 17:00 - 03.10.2018 18:00","117","0"
"03.10.2018 18:00 - 03.10.2018 19:00","0","56"
"03.10.2018 19:00 - 03.10.2018 20:00","0","77"
"03.10.2018 20:00 - 03.10.2018 21:00","0","13"
"03.10.2018 21:00 - 03.10.2018 22:00","238","0"
"03.10.2018 22:00 - 03.10.2018 23:00","201","0"
"03.10.2018 23:00 - 04.10.2018 00:00","280","0"
"04.10.2018 00:00 - 04.10.2018 01:00","75","0"
"04.10.2018 01:00 - 04.10.2018 02:00","61","0"
"04.10.2018 02:00 - 04.10.2018 03:00","59","0"
"04.10.2018 03:00 - 04.10.2018 04:00","51","0"
"04.10.2018 04:00 - 04.10.2018 05:00","81","0"
"04.10.2018 05:00 - 04.10.2018 06:00","0","62"
"04.10.2018 06:00 - 04.10.2018 07:00","0","230"
"04.10.2018 07:00 - 04.10.2018 08:00","0","318"
"04.10.2018 08:00 - 04.10.2018 09:00","0","336"
"04.10.2018 09:00 - 04.10.2018 10:00","0","285"
"04.10.2018 10:00 - 04.10.2018 11:00","0","135"
"04.10.2018 11:00 - 04.10.2018 12:00","0","88"
"04.10.2018 12:00 - 04.10.2018 13:00","0","94"
"04.10.2018 13:00 - 04.10.2018 14:00","0","80"
"04.10.2018 14:00 - 04.10.2018 15:00","0","103"
"04.10.2018 15:00 - 04.10.2018 16:00","0","193"
"04.10.2018 16:00 - 04.10.2018 17:00","0","226"
"04.10.2018 17:00 - 04.10.2018 18:00","0","298"
"04.10.2018 18:00 - 04.10.2018 19:00","0","447"
"04.10.2018 19:00 - 04.10.2018 20:00","0","426"
"04.10.2018 20:00 - 04.10.2018 21:00","0","354"
"04.10.2018 21:00 - 04.10.2018 22:00","0","41"
"04.10.2018 22:00 - 04.10.2018 23:00","107","0"
"04.10.2018 23:00 - 05.10.2018 00:00","224","0"
"05.10.2018 00:00 - 05.10.2018 01:00","289","0"
"05.10.2018 01:00 - 05.10.2018 02:00","264","0"
"05.10.2018 02:00 - 05.10.2018 03:00","226","0"
"05.10.2018 03:00 - 05.10.2018 04:00","175","0"
"05.10.2018 04:00 - 05.10.2018 05:00","124","0"
"05.10.2018 05:00 - 05.10.2018 06:00","0","94"
"05.10.2018 06:00 - 05.10.2018 07:00","0","174"
"05.10.2018 07:00 - 05.10.2018 08:00","0","223"
"05.10.2018 08:00 - 05.10.2018 09:00","0","230"
"05.10.2018 09:00 - 05.10.2018 10:00","0","217"
"05.10.2018 10:00 - 05.10.2018 11:00","0","128"
"05.10.2018 11:00 - 05.10.2018 12:00","0","120"
"05.10.2018 12:00 - 05.10.2018 13:00","0","110"
"05.10.2018 13:00 - 05.10.2018 14:00","0","127"
"05.10.2018 14:00 - 05.10.2018 15:00","0","134"
"05.10.2018 15:00 - 05.10.2018 16:00","0","160"
"05.10.2018 16:00 - 05.10.2018 17:00","0","151"
"05.10.2018 17:00 - 05.10.2018 18:00","0","185"
"05.10.2018 18:00 - 05.10.2018 19:00","0","350"
"05.10.2018 19:00 - 05.10.2018 20:00","0","268"
"05.10.2018 20:00 - 05.10.2018 21:00","0","156"
"05.10.2018 21:00 - 05.10.2018 22:00","7","0"
"05.10.2018 22:00 - 05.10.2018 23:00","68","0"
"05.10.2018 23:00 - 06.10.2018 00:00","186","0"
"06.10.2018 00:00 - 06.10.2018 01:00","96","0"
"06.10.2018 01:00 - 06.10.2018 02:00","111","0"
"06.10.2018 02:00 - 06.10.2018 03:00","95","0"
"06.10.2018 03:00 - 06.10.2018 04:00","44","0"
"06.10.2018 04:00 - 06.10.2018 05:00","7","0"
"06.10.2018 05:00 - 06.10.2018 06:00","0","43"
"06.10.2018 06:00 - 06.10.2018 07:00","0","208"
"06.10.2018 07:00 - 06.10.2018 08:00","0","268"
"06.10.2018 08:00 - 06.10.2018 09:00","0","222"
"06.10.2018 09:00 - 06.10.2018 10:00","0","99"
"06.10.2018 10:00 - 06.10.2018 11:00","0","31"
"06.10.2018 11:00 - 06.10.2018 12:00","53","0"
"06.10.2018 12:00 - 06.10.2018 13:00","109","0"
"06.10.2018 13:00 - 06.10.2018 14:00","115","0"
"06.10.2018 14:00 - 06.10.2018 15:00","103","0"
"06.10.2018 15:00 - 06.10.2018 16:00","62","0"
"06.10.2018 16:00 - 06.10.2018 17:00","0","22"
"06.10.2018 17:00 - 06.10.2018 18:00","0","134"
"06.10.2018 18:00 - 06.10.2018 19:00","0","268"
"06.10.2018 19:00 - 06.10.2018 20:00","0","226"
"06.10.2018 20:00 - 06.10.2018 21:00","0","102"
"06.10.2018 21:00 - 06.10.2018 22:00","86","0"
"06.10.2018 22:00 - 06.10.2018 23:00","247","0"
"06.10.2018 23:00 - 07.10.2018 00:00","373","0"
"07.10.2018 00:00 - 07.10.2018 01:00","238","0"
"07.10.2018 01:00 - 07.10.2018 02:00","211","0"
"07.10.2018 02:00 - 07.10.2018 03:00","150","0"
"07.10.2018 03:00 - 07.10.2018 04:00","137","0"
"07.10.2018 04:00 - 07.10.2018 05:00","91","0"
"07.10.2018 05:00 - 07.10.2018 06:00","28","0"
"07.10.2018 06:00 - 07.10.2018 07:00","0","41"
"07.10.2018 07:00 - 07.10.2018 08:00","53","0"
"07.10.2018 08:00 - 07.10.2018 09:00","168","0"
"07.10.2018 09:00 - 07.10.2018 10:00","308","0"
"07.10.2018 10:00 - 07.10.2018 11:00","469","0"
"07.10.2018 11:00 - 07.10.2018 12:00","450","0"
"07.10.2018 12:00 - 07.10.2018 13:00","507","0"
"07.10.2018 13:00 - 07.10.2018 14:00","540","0"
"07.10.2018 14:00 - 07.10.2018 15:00","558","0"
"07.10.2018 15:00 - 07.10.2018 16:00","400","0"
"07.10.2018 16:00 - 07.10.2018 17:00","254","0"
"07.10.2018 17:00 - 07.10.2018 18:00","20","0"
"07.10.2018 18:00 - 07.10.2018 19:00","0","145"
"07.10.2018 19:00 - 07.10.2018 20:00","0","178"
"07.10.2018 20:00 - 07.10.2018 21:00","0","96"
"07.10.2018 21:00 - 07.10.2018 22:00","50","0"
"07.10.2018 22:00 - 07.10.2018 23:00","97","0"
"07.10.2018 23:00 - 08.10.2018 00:00","173","0"
"08.10.2018 00:00 - 08.10.2018 01:00","205","0"
"08.10.2018 01:00 - 08.10.2018 02:00","200","0"
"08.10.2018 02:00 - 08.10.2018 03:00","138","0"
"08.10.2018 03:00 - 08.10.2018 04:00","110","0"
"08.10.2018 04:00 - 08.10.2018 05:00","54","0"
"08.10.2018 05:00 - 08.10.2018 06:00","0","146"
"08.10.2018 06:00 - 08.10.2018 07:00","0","352"
"08.10.2018 07:00 - 08.10.2018 08:00","0","393"
"08.10.2018 08:00 - 08.10.2018 09:00","0","381"
"08.10.2018 09:00 - 08.10.2018 10:00","0","311"
"08.10.2018 10:00 - 08.10.2018 11:00","0","301"
"08.10.2018 11:00 - 08.10.2018 12:00","0","280"
"08.10.2018 12:00 - 08.10.2018 13:00","0","296"
"08.10.2018 13:00 - 08.10.2018 14:00","0","295"
"08.10.2018 14:00 - 08.10.2018 15:00","0","272"
"08.10.2018 15:00 - 08.10.2018 16:00","0","313"
"08.10.2018 16:00 - 08.10.2018 17:00","0","398"
"08.10.2018 17:00 - 08.10.2018 18:00","0","486"
"08.10.2018 18:00 - 08.10.2018 19:00","0","582"
"08.10.2018 19:00 - 08.10.2018 20:00","0","500"
"08.10.2018 20:00 - 08.10.2018 21:00","0","463"
"08.10.2018 21:00 - 08.10.2018 22:00","0","275"
"08.10.2018 22:00 - 08.10.2018 23:00","0","188"
"08.10.2018 23:00 - 09.10.2018 00:00","8","0"
"09.10.2018 00:00 - 09.10.2018 01:00","5","0"
"09.10.2018 01:00 - 09.10.2018 02:00","44","0"
"09.10.2018 02:00 - 09.10.2018 03:00","78","0"
"09.10.2018 03:00 - 09.10.2018 04:00","73","0"
"09.10.2018 04:00 - 09.10.2018 05:00","54","0"
"09.10.2018 05:00 - 09.10.2018 06:00","0","72"
"09.10.2018 06:00 - 09.10.2018 07:00","0","235"
"09.10.2018 07:00 - 09.10.2018 08:00","0","217"
"09.10.2018 08:00 - 09.10.2018 09:00","0","225"
"09.10.2018 09:00 - 09.10.2018 10:00","0","214"
"09.10.2018 10:00 - 09.10.2018 11:00","0","130"
"09.10.2018 11:00 - 09.10.2018 12:00","0","50"
"09.10.2018 12:00 - 09.10.2018 13:00","0","37"
"09.10.2018 13:00 - 09.10.2018 14:00","0","58"
"09.10.2018 14:00 - 09.10.2018 15:00","0","77"
"09.10.2018 15:00 - 09.10.2018 16:00","0","81"
"09.10.2018 16:00 - 09.10.2018 17:00","0","173"
"09.10.2018 17:00 - 09.10.2018 18:00","0","288"
"09.10.2018 18:00 - 09.10.2018 19:00","0","447"
"09.10.2018 19:00 - 09.10.2018 20:00","0","425"
"09.10.2018 20:00 - 09.10.2018 21:00","0","337"
"09.10.2018 21:00 - 09.10.2018 22:00","0","55"
"09.10.2018 22:00 - 09.10.2018 23:00","13","0"
"09.10.2018 23:00 - 10.10.2018 00:00","175","0"
"10.10.2018 00:00 - 10.10.2018 01:00","280","0"
"10.10.2018 01:00 - 10.10.2018 02:00","321","0"
"10.10.2018 02:00 - 10.10.2018 03:00","303","0"
"10.10.2018 03:00 - 10.10.2018 04:00","278","0"
"10.10.2018 04:00 - 10.10.2018 05:00","252","0"
"10.10.2018 05:00 - 10.10.2018 06:00","121","0"
"10.10.2018 06:00 - 10.10.2018 07:00","0","139"
"10.10.2018 07:00 - 10.10.2018 08:00","0","124"
"10.10.2018 08:00 - 10.10.2018 09:00","0","192"
"10.10.2018 09:00 - 10.10.2018 10:00","0","187"
"10.10.2018 10:00 - 10.10.2018 11:00","0","74"
"10.10.2018 11:00 - 10.10.2018 12:00","20","0"
"10.10.2018 12:00 - 10.10.2018 13:00","0","21"
"10.10.2018 13:00 - 10.10.2018 14:00","0","54"
"10.10.2018 14:00 - 10.10.2018 15:00","0","90"
"10.10.2018 15:00 - 10.10.2018 16:00","0","144"
"10.10.2018 16:00 - 10.10.2018 17:00","0","167"
"10.10.2018 17:00 - 10.10.2018 18:00","0","293"
"10.10.2018 18:00 - 10.10.2018 19:00","0","434"
"10.10.2018 19:00 - 10.10.2018 20:00","0","369"
"10.10.2018 20:00 - 10.10.2018 21:00","0","258"
"10.10.2018 21:00 - 10.10.2018 22:00","70","0"
"10.10.2018 22:00 - 10.10.2018 23:00","226","0"
"10.10.2018 23:00 - 11.10.2018 00:00","312","0"
"11.10.2018 00:00 - 11.10.2018 01:00","449","0"
"11.10.2018 01:00 - 11.10.2018 02:00","376","0"
"11.10.2018 02:00 - 11.10.2018 03:00","397","0"
"11.10.2018 03:00 - 11.10.2018 04:00","376","0"
"11.10.2018 04:00 - 11.10.2018 05:00","293","0"
"11.10.2018 05:00 - 11.10.2018 06:00","159","0"
"11.10.2018 06:00 - 11.10.2018 07:00","38","0"
"11.10.2018 07:00 - 11.10.2018 08:00","0","65"
"11.10.2018 08:00 - 11.10.2018 09:00","0","142"
"11.10.2018 09:00 - 11.10.2018 10:00","0","9"
"11.10.2018 10:00 - 11.10.2018 11:00","12","0"
"11.10.2018 11:00 - 11.10.2018 12:00","133","0"
"11.10.2018 12:00 - 11.10.2018 13:00","146","0"
"11.10.2018 13:00 - 11.10.2018 14:00","103","0"
"11.10.2018 14:00 - 11.10.2018 15:00","82","0"
"11.10.2018 15:00 - 11.10.2018 16:00","40","0"
"11.10.2018 16:00 - 11.10.2018 17:00","14","0"
"11.10.2018 17:00 - 11.10.2018 18:00","0","103"
"11.10.2018 18:00 - 11.10.2018 19:00","0","297"
"11.10.2018 19:00 - 11.10.2018 20:00","0","288"
"11.10.2018 20:00 - 11.10.2018 21:00","0","145"
"11.10.2018 21:00 - 11.10.2018 22:00","136","0"
"11.10.2018 22:00 - 11.10.2018 23:00","266","0"
"11.10.2018 23:00 - 12.10.2018 00:00","375","0"
"12.10.2018 00:00 - 12.10.2018 01:00","264","0"
"12.10.2018 01:00 - 12.10.2018 02:00","319","0"
"12.10.2018 02:00 - 12.10.2018 03:00","296","0"
"12.10.2018 03:00 - 12.10.2018 04:00","243","0"
"12.10.2018 04:00 - 12.10.2018 05:00","210","0"
"12.10.2018 05:00 - 12.10.2018 06:00","29","0"
"12.10.2018 06:00 - 12.10.2018 07:00","0","65"
"12.10.2018 07:00 - 12.10.2018 08:00","0","44"
"12.10.2018 08:00 - 12.10.2018 09:00","0","96"
"12.10.2018 09:00 - 12.10.2018 10:00","0","28"
"12.10.2018 10:00 - 12.10.2018 11:00","59","0"
"12.10.2018 11:00 - 12.10.2018 12:00","147","0"
"12.10.2018 12:00 - 12.10.2018 13:00","251","0"
"12.10.2018 13:00 - 12.10.2018 14:00","321","0"
"12.10.2018 14:00 - 12.10.2018 15:00","219","0"
"12.10.2018 15:00 - 12.10.2018 16:00","197","0"
"12.10.2018 16:00 - 12.10.2018 17:00","165","0"
"12.10.2018 17:00 - 12.10.2018 18:00","23","0"
"12.10.2018 18:00 - 12.10.2018 19:00","0","151"
"12.10.2018 19:00 - 12.10.2018 20:00","0","128"
"12.10.2018 20:00 - 12.10.2018 21:00","0","14"
"12.10.2018 21:00 - 12.10.2018 22:00","174","0"
"12.10.2018 22:00 - 12.10.2018 23:00","398","0"
"12.10.2018 23:00 - 13.10.2018 00:00","512","0"
"13.10.2018 00:00 - 13.10.2018 01:00","402","0"
"13.10.2018 01:00 - 13.10.2018 02:00","465","0"
"13.10.2018 02:00 - 13.10.2018 03:00","435","0"
"13.10.2018 03:00 - 13.10.2018 04:00","457","0"
"13.10.2018 04:00 - 13.10.2018 05:00","434","0"
"13.10.2018 05:00 - 13.10.2018 06:00","403","0"
"13.10.2018 06:00 - 13.10.2018 07:00","245","0"
"13.10.2018 07:00 - 13.10.2018 08:00","122","0"
"13.10.2018 08:00 - 13.10.2018 09:00","178","0"
"13.10.2018 09:00 - 13.10.2018 10:00","279","0"
"13.10.2018 10:00 - 13.10.2018 11:00","375","0"
"13.10.2018 11:00 - 13.10.2018 12:00","421","0"
"13.10.2018 12:00 - 13.10.2018 13:00","485","0"
"13.10.2018 13:00 - 13.10.2018 14:00","526","0"
"13.10.2018 14:00 - 13.10.2018 15:00","458","0"
"13.10.2018 15:00 - 13.10.2018 16:00","379","0"
"13.10.2018 16:00 - 13.10.2018 17:00","222","0"
"13.10.2018 17:00 - 13.10.2018 18:00","48","0"
"13.10.2018 18:00 - 13.10.2018 19:00","0","97"
"13.10.2018 19:00 - 13.10.2018 20:00","0","78"
