"Time (CET)","Switzerland (CH) > Italy (IT) [MW]","Italy (IT) > Switzerland (CH) [MW]"
"17.02.2018 01:00 - 17.02.2018 02:00","4028","0"
"17.02.2018 02:00 - 17.02.2018 03:00","4127","0"
"17.02.2018 03:00 - 17.02.2018 04:00","4031","0"
"17.02.2018 04:00 - 17.02.2018 05:00","4200","0"
"17.02.2018 05:00 - 17.02.2018 06:00","4232","0"
"17.02.2018 06:00 - 17.02.2018 07:00","4449","0"
"17.02.2018 07:00 - 17.02.2018 08:00","4121","0"
"17.02.2018 08:00 - 17.02.2018 09:00","3964","0"
"17.02.2018 09:00 - 17.02.2018 10:00","3938","0"
"17.02.2018 10:00 - 17.02.2018 11:00","3881","0"
"17.02.2018 11:00 - 17.02.2018 12:00","3902","0"
"17.02.2018 12:00 - 17.02.2018 13:00","3335","0"
"17.02.2018 13:00 - 17.02.2018 14:00","3178","0"
"17.02.2018 14:00 - 17.02.2018 15:00","3333","0"
"17.02.2018 15:00 - 17.02.2018 16:00","3418","0"
"17.02.2018 16:00 - 17.02.2018 17:00","3539","0"
"17.02.2018 17:00 - 17.02.2018 18:00","3728","0"
"17.02.2018 18:00 - 17.02.2018 19:00","4002","0"
"17.02.2018 19:00 - 17.02.2018 20:00","4029","0"
"17.02.2018 20:00 - 17.02.2018 21:00","4148","0"
"17.02.2018 21:00 - 17.02.2018 22:00","4166","0"
"17.02.2018 22:00 - 17.02.2018 23:00","3979","0"
"17.02.2018 23:00 - 18.02.2018 00:00","3528","0"
"18.02.2018 00:00 - 18.02.2018 01:00","3815","0"
"18.02.2018 01:00 - 18.02.2018 02:00","3453","0"
"18.02.2018 02:00 - 18.02.2018 03:00","3512","0"
"18.02.2018 03:00 - 18.02.2018 04:00","3361","0"
"18.02.2018 04:00 - 18.02.2018 05:00","3469","0"
"18.02.2018 05:00 - 18.02.2018 06:00","3629","0"
"18.02.2018 06:00 - 18.02.2018 07:00","4036","0"
"18.02.2018 07:00 - 18.02.2018 08:00","4016","0"
"18.02.2018 08:00 - 18.02.2018 09:00","4050","0"
"18.02.2018 09:00 - 18.02.2018 10:00","3933","0"
"18.02.2018 10:00 - 18.02.2018 11:00","3809","0"
"18.02.2018 11:00 - 18.02.2018 12:00","3715","0"
"18.02.2018 12:00 - 18.02.2018 13:00","3448","0"
"18.02.2018 13:00 - 18.02.2018 14:00","3476","0"
"18.02.2018 14:00 - 18.02.2018 15:00","3707","0"
"18.02.2018 15:00 - 18.02.2018 16:00","3775","0"
"18.02.2018 16:00 - 18.02.2018 17:00","4094","0"
"18.02.2018 17:00 - 18.02.2018 18:00","4081","0"
"18.02.2018 18:00 - 18.02.2018 19:00","4271","0"
"18.02.2018 19:00 - 18.02.2018 20:00","4237","0"
"18.02.2018 20:00 - 18.02.2018 21:00","4084","0"
"18.02.2018 21:00 - 18.02.2018 22:00","4082","0"
"18.02.2018 22:00 - 18.02.2018 23:00","3872","0"
"18.02.2018 23:00 - 19.02.2018 00:00","3351","0"
"19.02.2018 00:00 - 19.02.2018 01:00","3034","0"
"19.02.2018 01:00 - 19.02.2018 02:00","3188","0"
"19.02.2018 02:00 - 19.02.2018 03:00","3017","0"
"19.02.2018 03:00 - 19.02.2018 04:00","2963","0"
"19.02.2018 04:00 - 19.02.2018 05:00","3417","0"
"19.02.2018 05:00 - 19.02.2018 06:00","3416","0"
"19.02.2018 06:00 - 19.02.2018 07:00","3819","0"
"19.02.2018 07:00 - 19.02.2018 08:00","3825","0"
"19.02.2018 08:00 - 19.02.2018 09:00","4046","0"
"19.02.2018 09:00 - 19.02.2018 10:00","3955","0"
"19.02.2018 10:00 - 19.02.2018 11:00","3771","0"
"19.02.2018 11:00 - 19.02.2018 12:00","3709","0"
"19.02.2018 12:00 - 19.02.2018 13:00","3172","0"
"19.02.2018 13:00 - 19.02.2018 14:00","3017","0"
"19.02.2018 14:00 - 19.02.2018 15:00","2898","0"
"19.02.2018 15:00 - 19.02.2018 16:00","2944","0"
"19.02.2018 16:00 - 19.02.2018 17:00","3246","0"
"19.02.2018 17:00 - 19.02.2018 18:00","3128","0"
"19.02.2018 18:00 - 19.02.2018 19:00","3889","0"
"19.02.2018 19:00 - 19.02.2018 20:00","3852","0"
"19.02.2018 20:00 - 19.02.2018 21:00","3153","0"
"19.02.2018 21:00 - 19.02.2018 22:00","3570","0"
"19.02.2018 22:00 - 19.02.2018 23:00","3636","0"
"19.02.2018 23:00 - 20.02.2018 00:00","3018","0"
"20.02.2018 00:00 - 20.02.2018 01:00","3632","0"
"20.02.2018 01:00 - 20.02.2018 02:00","3414","0"
"20.02.2018 02:00 - 20.02.2018 03:00","3305","0"
"20.02.2018 03:00 - 20.02.2018 04:00","3045","0"
"20.02.2018 04:00 - 20.02.2018 05:00","3155","0"
"20.02.2018 05:00 - 20.02.2018 06:00","3266","0"
"20.02.2018 06:00 - 20.02.2018 07:00","3681","0"
"20.02.2018 07:00 - 20.02.2018 08:00","3438","0"
"20.02.2018 08:00 - 20.02.2018 09:00","3719","0"
"20.02.2018 09:00 - 20.02.2018 10:00","3357","0"
"20.02.2018 10:00 - 20.02.2018 11:00","3052","0"
"20.02.2018 11:00 - 20.02.2018 12:00","2694","0"
"20.02.2018 12:00 - 20.02.2018 13:00","2460","0"
"20.02.2018 13:00 - 20.02.2018 14:00","2596","0"
"20.02.2018 14:00 - 20.02.2018 15:00","3296","0"
"20.02.2018 15:00 - 20.02.2018 16:00","3589","0"
"20.02.2018 16:00 - 20.02.2018 17:00","3617","0"
"20.02.2018 17:00 - 20.02.2018 18:00","3702","0"
"20.02.2018 18:00 - 20.02.2018 19:00","4344","0"
"20.02.2018 19:00 - 20.02.2018 20:00","3910","0"
"20.02.2018 20:00 - 20.02.2018 21:00","4437","0"
"20.02.2018 21:00 - 20.02.2018 22:00","3816","0"
"20.02.2018 22:00 - 20.02.2018 23:00","4073","0"
"20.02.2018 23:00 - 21.02.2018 00:00","3713","0"
"21.02.2018 00:00 - 21.02.2018 01:00","3327","0"
"21.02.2018 01:00 - 21.02.2018 02:00","3218","0"
"21.02.2018 02:00 - 21.02.2018 03:00","2974","0"
"21.02.2018 03:00 - 21.02.2018 04:00","3128","0"
"21.02.2018 04:00 - 21.02.2018 05:00","3161","0"
"21.02.2018 05:00 - 21.02.2018 06:00","3499","0"
"21.02.2018 06:00 - 21.02.2018 07:00","3803","0"
"21.02.2018 07:00 - 21.02.2018 08:00","3182","0"
"21.02.2018 08:00 - 21.02.2018 09:00","3777","0"
"21.02.2018 09:00 - 21.02.2018 10:00","4251","0"
"21.02.2018 10:00 - 21.02.2018 11:00","4320","0"
"21.02.2018 11:00 - 21.02.2018 12:00","4392","0"
"21.02.2018 12:00 - 21.02.2018 13:00","4564","0"
"21.02.2018 13:00 - 21.02.2018 14:00","4654","0"
"21.02.2018 14:00 - 21.02.2018 15:00","4497","0"
"21.02.2018 15:00 - 21.02.2018 16:00","4477","0"
"21.02.2018 16:00 - 21.02.2018 17:00","4155","0"
"21.02.2018 17:00 - 21.02.2018 18:00","3854","0"
"21.02.2018 18:00 - 21.02.2018 19:00","3820","0"
"21.02.2018 19:00 - 21.02.2018 20:00","3802","0"
"21.02.2018 20:00 - 21.02.2018 21:00","4339","0"
"21.02.2018 21:00 - 21.02.2018 22:00","3943","0"
"21.02.2018 22:00 - 21.02.2018 23:00","4207","0"
"21.02.2018 23:00 - 22.02.2018 00:00","3615","0"
"22.02.2018 00:00 - 22.02.2018 01:00","3706","0"
"22.02.2018 01:00 - 22.02.2018 02:00","3699","0"
"22.02.2018 02:00 - 22.02.2018 03:00","3512","0"
"22.02.2018 03:00 - 22.02.2018 04:00","3460","0"
"22.02.2018 04:00 - 22.02.2018 05:00","3539","0"
"22.02.2018 05:00 - 22.02.2018 06:00","3957","0"
"22.02.2018 06:00 - 22.02.2018 07:00","4200","0"
"22.02.2018 07:00 - 22.02.2018 08:00","4257","0"
"22.02.2018 08:00 - 22.02.2018 09:00","4314","0"
"22.02.2018 09:00 - 22.02.2018 10:00","4545","0"
"22.02.2018 10:00 - 22.02.2018 11:00","4853","0"
"22.02.2018 11:00 - 22.02.2018 12:00","4728","0"
"22.02.2018 12:00 - 22.02.2018 13:00","4507","0"
"22.02.2018 13:00 - 22.02.2018 14:00","4422","0"
"22.02.2018 14:00 - 22.02.2018 15:00","4577","0"
"22.02.2018 15:00 - 22.02.2018 16:00","4803","0"
"22.02.2018 16:00 - 22.02.2018 17:00","4905","0"
"22.02.2018 17:00 - 22.02.2018 18:00","4862","0"
"22.02.2018 18:00 - 22.02.2018 19:00","4621","0"
"22.02.2018 19:00 - 22.02.2018 20:00","4613","0"
"22.02.2018 20:00 - 22.02.2018 21:00","4730","0"
"22.02.2018 21:00 - 22.02.2018 22:00","3665","0"
"22.02.2018 22:00 - 22.02.2018 23:00","3845","0"
"22.02.2018 23:00 - 23.02.2018 00:00","3785","0"
"23.02.2018 00:00 - 23.02.2018 01:00","3974","0"
"23.02.2018 01:00 - 23.02.2018 02:00","4126","0"
"23.02.2018 02:00 - 23.02.2018 03:00","4237","0"
"23.02.2018 03:00 - 23.02.2018 04:00","4091","0"
"23.02.2018 04:00 - 23.02.2018 05:00","4141","0"
"23.02.2018 05:00 - 23.02.2018 06:00","4359","0"
"23.02.2018 06:00 - 23.02.2018 07:00","4509","0"
"23.02.2018 07:00 - 23.02.2018 08:00","4591","0"
"23.02.2018 08:00 - 23.02.2018 09:00","4413","0"
"23.02.2018 09:00 - 23.02.2018 10:00","4251","0"
"23.02.2018 10:00 - 23.02.2018 11:00","4444","0"
"23.02.2018 11:00 - 23.02.2018 12:00","4374","0"
"23.02.2018 12:00 - 23.02.2018 13:00","4368","0"
"23.02.2018 13:00 - 23.02.2018 14:00","4172","0"
"23.02.2018 14:00 - 23.02.2018 15:00","4206","0"
"23.02.2018 15:00 - 23.02.2018 16:00","4450","0"
"23.02.2018 16:00 - 23.02.2018 17:00","4547","0"
"23.02.2018 17:00 - 23.02.2018 18:00","4439","0"
"23.02.2018 18:00 - 23.02.2018 19:00","4871","0"
"23.02.2018 19:00 - 23.02.2018 20:00","4876","0"
"23.02.2018 20:00 - 23.02.2018 21:00","4681","0"
"23.02.2018 21:00 - 23.02.2018 22:00","4576","0"
"23.02.2018 22:00 - 23.02.2018 23:00","4331","0"
"23.02.2018 23:00 - 24.02.2018 00:00","3357","0"
"24.02.2018 00:00 - 24.02.2018 01:00","3206","0"
"24.02.2018 01:00 - 24.02.2018 02:00","2896","0"
"24.02.2018 02:00 - 24.02.2018 03:00","2936","0"
"24.02.2018 03:00 - 24.02.2018 04:00","3157","0"
"24.02.2018 04:00 - 24.02.2018 05:00","3354","0"
"24.02.2018 05:00 - 24.02.2018 06:00","3580","0"
"24.02.2018 06:00 - 24.02.2018 07:00","4022","0"
"24.02.2018 07:00 - 24.02.2018 08:00","3943","0"
"24.02.2018 08:00 - 24.02.2018 09:00","3848","0"
"24.02.2018 09:00 - 24.02.2018 10:00","3883","0"
"24.02.2018 10:00 - 24.02.2018 11:00","3654","0"
"24.02.2018 11:00 - 24.02.2018 12:00","3476","0"
"24.02.2018 12:00 - 24.02.2018 13:00","3321","0"
"24.02.2018 13:00 - 24.02.2018 14:00","3143","0"
"24.02.2018 14:00 - 24.02.2018 15:00","3277","0"
"24.02.2018 15:00 - 24.02.2018 16:00","3400","0"
"24.02.2018 16:00 - 24.02.2018 17:00","3500","0"
"24.02.2018 17:00 - 24.02.2018 18:00","3640","0"
"24.02.2018 18:00 - 24.02.2018 19:00","3559","0"
"24.02.2018 19:00 - 24.02.2018 20:00","3686","0"
"24.02.2018 20:00 - 24.02.2018 21:00","3529","0"
"24.02.2018 21:00 - 24.02.2018 22:00","3619","0"
"24.02.2018 22:00 - 24.02.2018 23:00","3545","0"
"24.02.2018 23:00 - 25.02.2018 00:00","3193","0"
"25.02.2018 00:00 - 25.02.2018 01:00","3244","0"
"25.02.2018 01:00 - 25.02.2018 02:00","2748","0"
"25.02.2018 02:00 - 25.02.2018 03:00","3030","0"
"25.02.2018 03:00 - 25.02.2018 04:00","3189","0"
"25.02.2018 04:00 - 25.02.2018 05:00","3303","0"
"25.02.2018 05:00 - 25.02.2018 06:00","3419","0"
"25.02.2018 06:00 - 25.02.2018 07:00","3882","0"
"25.02.2018 07:00 - 25.02.2018 08:00","3941","0"
"25.02.2018 08:00 - 25.02.2018 09:00","4230","0"
"25.02.2018 09:00 - 25.02.2018 10:00","4257","0"
"25.02.2018 10:00 - 25.02.2018 11:00","4376","0"
"25.02.2018 11:00 - 25.02.2018 12:00","4254","0"
"25.02.2018 12:00 - 25.02.2018 13:00","3962","0"
"25.02.2018 13:00 - 25.02.2018 14:00","3860","0"
"25.02.2018 14:00 - 25.02.2018 15:00","3907","0"
"25.02.2018 15:00 - 25.02.2018 16:00","4076","0"
"25.02.2018 16:00 - 25.02.2018 17:00","4000","0"
"25.02.2018 17:00 - 25.02.2018 18:00","4256","0"
"25.02.2018 18:00 - 25.02.2018 19:00","4608","0"
"25.02.2018 19:00 - 25.02.2018 20:00","4607","0"
"25.02.2018 20:00 - 25.02.2018 21:00","4063","0"
"25.02.2018 21:00 - 25.02.2018 22:00","3490","0"
"25.02.2018 22:00 - 25.02.2018 23:00","2644","0"
"25.02.2018 23:00 - 26.02.2018 00:00","1792","0"
"26.02.2018 00:00 - 26.02.2018 01:00","1650","0"
"26.02.2018 01:00 - 26.02.2018 02:00","1387","0"
"26.02.2018 02:00 - 26.02.2018 03:00","1416","0"
"26.02.2018 03:00 - 26.02.2018 04:00","1447","0"
"26.02.2018 04:00 - 26.02.2018 05:00","1810","0"
"26.02.2018 05:00 - 26.02.2018 06:00","3111","0"
"26.02.2018 06:00 - 26.02.2018 07:00","4439","0"
"26.02.2018 07:00 - 26.02.2018 08:00","4148","0"
"26.02.2018 08:00 - 26.02.2018 09:00","4003","0"
"26.02.2018 09:00 - 26.02.2018 10:00","3776","0"
"26.02.2018 10:00 - 26.02.2018 11:00","4008","0"
"26.02.2018 11:00 - 26.02.2018 12:00","3612","0"
"26.02.2018 12:00 - 26.02.2018 13:00","3274","0"
"26.02.2018 13:00 - 26.02.2018 14:00","3680","0"
"26.02.2018 14:00 - 26.02.2018 15:00","3376","0"
"26.02.2018 15:00 - 26.02.2018 16:00","3756","0"
"26.02.2018 16:00 - 26.02.2018 17:00","3701","0"
"26.02.2018 17:00 - 26.02.2018 18:00","3865","0"
"26.02.2018 18:00 - 26.02.2018 19:00","4357","0"
"26.02.2018 19:00 - 26.02.2018 20:00","4141","0"
"26.02.2018 20:00 - 26.02.2018 21:00","4191","0"
"26.02.2018 21:00 - 26.02.2018 22:00","3964","0"
"26.02.2018 22:00 - 26.02.2018 23:00","3872","0"
"26.02.2018 23:00 - 27.02.2018 00:00","3502","0"
"27.02.2018 00:00 - 27.02.2018 01:00","4011","0"
"27.02.2018 01:00 - 27.02.2018 02:00","4073","0"
"27.02.2018 02:00 - 27.02.2018 03:00","4099","0"
"27.02.2018 03:00 - 27.02.2018 04:00","3659","0"
"27.02.2018 04:00 - 27.02.2018 05:00","3706","0"
"27.02.2018 05:00 - 27.02.2018 06:00","3929","0"
"27.02.2018 06:00 - 27.02.2018 07:00","4374","0"
"27.02.2018 07:00 - 27.02.2018 08:00","4786","0"
"27.02.2018 08:00 - 27.02.2018 09:00","4717","0"
"27.02.2018 09:00 - 27.02.2018 10:00","4741","0"
"27.02.2018 10:00 - 27.02.2018 11:00","4894","0"
"27.02.2018 11:00 - 27.02.2018 12:00","4850","0"
"27.02.2018 12:00 - 27.02.2018 13:00","4458","0"
"27.02.2018 13:00 - 27.02.2018 14:00","4307","0"
"27.02.2018 14:00 - 27.02.2018 15:00","3972","0"
"27.02.2018 15:00 - 27.02.2018 16:00","3857","0"
"27.02.2018 16:00 - 27.02.2018 17:00","4118","0"
"27.02.2018 17:00 - 27.02.2018 18:00","4254","0"
"27.02.2018 18:00 - 27.02.2018 19:00","3468","0"
"27.02.2018 19:00 - 27.02.2018 20:00","2298","0"
"27.02.2018 20:00 - 27.02.2018 21:00","2923","0"
"27.02.2018 21:00 - 27.02.2018 22:00","4234","0"
"27.02.2018 22:00 - 27.02.2018 23:00","4331","0"
"27.02.2018 23:00 - 28.02.2018 00:00","3827","0"
"28.02.2018 00:00 - 28.02.2018 01:00","2945","0"
"28.02.2018 01:00 - 28.02.2018 02:00","3061","0"
"28.02.2018 02:00 - 28.02.2018 03:00","3135","0"
"28.02.2018 03:00 - 28.02.2018 04:00","3173","0"
"28.02.2018 04:00 - 28.02.2018 05:00","3785","0"
"28.02.2018 05:00 - 28.02.2018 06:00","4195","0"
"28.02.2018 06:00 - 28.02.2018 07:00","3316","0"
"28.02.2018 07:00 - 28.02.2018 08:00","3207","0"
"28.02.2018 08:00 - 28.02.2018 09:00","3313","0"
"28.02.2018 09:00 - 28.02.2018 10:00","2814","0"
"28.02.2018 10:00 - 28.02.2018 11:00","3075","0"
"28.02.2018 11:00 - 28.02.2018 12:00","3070","0"
"28.02.2018 12:00 - 28.02.2018 13:00","3172","0"
"28.02.2018 13:00 - 28.02.2018 14:00","3343","0"
"28.02.2018 14:00 - 28.02.2018 15:00","3989","0"
"28.02.2018 15:00 - 28.02.2018 16:00","4825","0"
"28.02.2018 16:00 - 28.02.2018 17:00","4708","0"
"28.02.2018 17:00 - 28.02.2018 18:00","4654","0"
"28.02.2018 18:00 - 28.02.2018 19:00","4666","0"
"28.02.2018 19:00 - 28.02.2018 20:00","2983","0"
"28.02.2018 20:00 - 28.02.2018 21:00","3932","0"
"28.02.2018 21:00 - 28.02.2018 22:00","4293","0"
"28.02.2018 22:00 - 28.02.2018 23:00","4439","0"
"28.02.2018 23:00 - 01.03.2018 00:00","4430","0"
"01.03.2018 00:00 - 01.03.2018 01:00","3061","0"
"01.03.2018 01:00 - 01.03.2018 02:00","3174","0"
"01.03.2018 02:00 - 01.03.2018 03:00","3003","0"
"01.03.2018 03:00 - 01.03.2018 04:00","3323","0"
"01.03.2018 04:00 - 01.03.2018 05:00","3654","0"
"01.03.2018 05:00 - 01.03.2018 06:00","4111","0"
"01.03.2018 06:00 - 01.03.2018 07:00","2848","0"
"01.03.2018 07:00 - 01.03.2018 08:00","2849","0"
"01.03.2018 08:00 - 01.03.2018 09:00","3020","0"
"01.03.2018 09:00 - 01.03.2018 10:00","3084","0"
"01.03.2018 10:00 - 01.03.2018 11:00","3035","0"
"01.03.2018 11:00 - 01.03.2018 12:00","3224","0"
"01.03.2018 12:00 - 01.03.2018 13:00","3266","0"
"01.03.2018 13:00 - 01.03.2018 14:00","3470","0"
"01.03.2018 14:00 - 01.03.2018 15:00","3752","0"
"01.03.2018 15:00 - 01.03.2018 16:00","3389","0"
"01.03.2018 16:00 - 01.03.2018 17:00","3506","0"
"01.03.2018 17:00 - 01.03.2018 18:00","3476","0"
"01.03.2018 18:00 - 01.03.2018 19:00","3917","0"
"01.03.2018 19:00 - 01.03.2018 20:00","3421","0"
"01.03.2018 20:00 - 01.03.2018 21:00","3970","0"
"01.03.2018 21:00 - 01.03.2018 22:00","4105","0"
"01.03.2018 22:00 - 01.03.2018 23:00","4368","0"
"01.03.2018 23:00 - 02.03.2018 00:00","4119","0"
"02.03.2018 00:00 - 02.03.2018 01:00","4447","0"
"02.03.2018 01:00 - 02.03.2018 02:00","4764","0"
"02.03.2018 02:00 - 02.03.2018 03:00","4530","0"
"02.03.2018 03:00 - 02.03.2018 04:00","4562","0"
"02.03.2018 04:00 - 02.03.2018 05:00","4627","0"
"02.03.2018 05:00 - 02.03.2018 06:00","4831","0"
"02.03.2018 06:00 - 02.03.2018 07:00","4582","0"
"02.03.2018 07:00 - 02.03.2018 08:00","3833","0"
"02.03.2018 08:00 - 02.03.2018 09:00","4186","0"
"02.03.2018 09:00 - 02.03.2018 10:00","4276","0"
"02.03.2018 10:00 - 02.03.2018 11:00","4041","0"
"02.03.2018 11:00 - 02.03.2018 12:00","3963","0"
"02.03.2018 12:00 - 02.03.2018 13:00","3724","0"
"02.03.2018 13:00 - 02.03.2018 14:00","3989","0"
"02.03.2018 14:00 - 02.03.2018 15:00","4121","0"
"02.03.2018 15:00 - 02.03.2018 16:00","3967","0"
"02.03.2018 16:00 - 02.03.2018 17:00","4042","0"
"02.03.2018 17:00 - 02.03.2018 18:00","4260","0"
"02.03.2018 18:00 - 02.03.2018 19:00","4697","0"
"02.03.2018 19:00 - 02.03.2018 20:00","4267","0"
"02.03.2018 20:00 - 02.03.2018 21:00","4898","0"
"02.03.2018 21:00 - 02.03.2018 22:00","4585","0"
"02.03.2018 22:00 - 02.03.2018 23:00","4666","0"
"02.03.2018 23:00 - 03.03.2018 00:00","4251","0"
"03.03.2018 00:00 - 03.03.2018 01:00","3856","0"
"03.03.2018 01:00 - 03.03.2018 02:00","3729","0"
"03.03.2018 02:00 - 03.03.2018 03:00","3446","0"
"03.03.2018 03:00 - 03.03.2018 04:00","3489","0"
"03.03.2018 04:00 - 03.03.2018 05:00","3973","0"
"03.03.2018 05:00 - 03.03.2018 06:00","4240","0"
"03.03.2018 06:00 - 03.03.2018 07:00","4114","0"
"03.03.2018 07:00 - 03.03.2018 08:00","4524","0"
"03.03.2018 08:00 - 03.03.2018 09:00","4333","0"
"03.03.2018 09:00 - 03.03.2018 10:00","4497","0"
"03.03.2018 10:00 - 03.03.2018 11:00","4252","0"
"03.03.2018 11:00 - 03.03.2018 12:00","4134","0"
"03.03.2018 12:00 - 03.03.2018 13:00","4204","0"
"03.03.2018 13:00 - 03.03.2018 14:00","4238","0"
"03.03.2018 14:00 - 03.03.2018 15:00","4359","0"
"03.03.2018 15:00 - 03.03.2018 16:00","4283","0"
"03.03.2018 16:00 - 03.03.2018 17:00","4373","0"
"03.03.2018 17:00 - 03.03.2018 18:00","4177","0"
"03.03.2018 18:00 - 03.03.2018 19:00","4019","0"
"03.03.2018 19:00 - 03.03.2018 20:00","4086","0"
"03.03.2018 20:00 - 03.03.2018 21:00","4462","0"
"03.03.2018 21:00 - 03.03.2018 22:00","4519","0"
"03.03.2018 22:00 - 03.03.2018 23:00","4235","0"
"03.03.2018 23:00 - 04.03.2018 00:00","3609","0"
"04.03.2018 00:00 - 04.03.2018 01:00","2606","0"
"04.03.2018 01:00 - 04.03.2018 02:00","2708","0"
"04.03.2018 02:00 - 04.03.2018 03:00","2571","0"
"04.03.2018 03:00 - 04.03.2018 04:00","2605","0"
"04.03.2018 04:00 - 04.03.2018 05:00","2860","0"
"04.03.2018 05:00 - 04.03.2018 06:00","3194","0"
"04.03.2018 06:00 - 04.03.2018 07:00","3571","0"
"04.03.2018 07:00 - 04.03.2018 08:00","3745","0"
"04.03.2018 08:00 - 04.03.2018 09:00","4002","0"
"04.03.2018 09:00 - 04.03.2018 10:00","4083","0"
"04.03.2018 10:00 - 04.03.2018 11:00","4298","0"
"04.03.2018 11:00 - 04.03.2018 12:00","4316","0"
"04.03.2018 12:00 - 04.03.2018 13:00","4275","0"
"04.03.2018 13:00 - 04.03.2018 14:00","3569","0"
"04.03.2018 14:00 - 04.03.2018 15:00","3935","0"
"04.03.2018 15:00 - 04.03.2018 16:00","4203","0"
"04.03.2018 16:00 - 04.03.2018 17:00","4491","0"
"04.03.2018 17:00 - 04.03.2018 18:00","4598","0"
"04.03.2018 18:00 - 04.03.2018 19:00","4563","0"
"04.03.2018 19:00 - 04.03.2018 20:00","4345","0"
"04.03.2018 20:00 - 04.03.2018 21:00","4570","0"
"04.03.2018 21:00 - 04.03.2018 22:00","4554","0"
"04.03.2018 22:00 - 04.03.2018 23:00","4368","0"
"04.03.2018 23:00 - 05.03.2018 00:00","3826","0"
"05.03.2018 00:00 - 05.03.2018 01:00","3183","0"
"05.03.2018 01:00 - 05.03.2018 02:00","2656","0"
"05.03.2018 02:00 - 05.03.2018 03:00","2496","0"
"05.03.2018 03:00 - 05.03.2018 04:00","2393","0"
"05.03.2018 04:00 - 05.03.2018 05:00","2498","0"
"05.03.2018 05:00 - 05.03.2018 06:00","2625","0"
"05.03.2018 06:00 - 05.03.2018 07:00","3824","0"
"05.03.2018 07:00 - 05.03.2018 08:00","4144","0"
"05.03.2018 08:00 - 05.03.2018 09:00","4100","0"
"05.03.2018 09:00 - 05.03.2018 10:00","4072","0"
"05.03.2018 10:00 - 05.03.2018 11:00","3831","0"
"05.03.2018 11:00 - 05.03.2018 12:00","3926","0"
"05.03.2018 12:00 - 05.03.2018 13:00","3838","0"
"05.03.2018 13:00 - 05.03.2018 14:00","3650","0"
"05.03.2018 14:00 - 05.03.2018 15:00","3618","0"
"05.03.2018 15:00 - 05.03.2018 16:00","3386","0"
"05.03.2018 16:00 - 05.03.2018 17:00","3471","0"
"05.03.2018 17:00 - 05.03.2018 18:00","3371","0"
"05.03.2018 18:00 - 05.03.2018 19:00","3834","0"
"05.03.2018 19:00 - 05.03.2018 20:00","3762","0"
"05.03.2018 20:00 - 05.03.2018 21:00","3663","0"
"05.03.2018 21:00 - 05.03.2018 22:00","3650","0"
"05.03.2018 22:00 - 05.03.2018 23:00","3527","0"
"05.03.2018 23:00 - 06.03.2018 00:00","3096","0"
"06.03.2018 00:00 - 06.03.2018 01:00","2636","0"
"06.03.2018 01:00 - 06.03.2018 02:00","2484","0"
"06.03.2018 02:00 - 06.03.2018 03:00","2422","0"
"06.03.2018 03:00 - 06.03.2018 04:00","2358","0"
"06.03.2018 04:00 - 06.03.2018 05:00","2309","0"
"06.03.2018 05:00 - 06.03.2018 06:00","2410","0"
"06.03.2018 06:00 - 06.03.2018 07:00","3128","0"
"06.03.2018 07:00 - 06.03.2018 08:00","3497","0"
"06.03.2018 08:00 - 06.03.2018 09:00","3636","0"
"06.03.2018 09:00 - 06.03.2018 10:00","3359","0"
"06.03.2018 10:00 - 06.03.2018 11:00","3194","0"
"06.03.2018 11:00 - 06.03.2018 12:00","3173","0"
"06.03.2018 12:00 - 06.03.2018 13:00","3146","0"
"06.03.2018 13:00 - 06.03.2018 14:00","3139","0"
"06.03.2018 14:00 - 06.03.2018 15:00","2951","0"
"06.03.2018 15:00 - 06.03.2018 16:00","2982","0"
"06.03.2018 16:00 - 06.03.2018 17:00","3063","0"
"06.03.2018 17:00 - 06.03.2018 18:00","2820","0"
"06.03.2018 18:00 - 06.03.2018 19:00","3188","0"
"06.03.2018 19:00 - 06.03.2018 20:00","3231","0"
"06.03.2018 20:00 - 06.03.2018 21:00","3460","0"
"06.03.2018 21:00 - 06.03.2018 22:00","3224","0"
"06.03.2018 22:00 - 06.03.2018 23:00","2893","0"
"06.03.2018 23:00 - 07.03.2018 00:00","2563","0"
"07.03.2018 00:00 - 07.03.2018 01:00","2797","0"
"07.03.2018 01:00 - 07.03.2018 02:00","2952","0"
"07.03.2018 02:00 - 07.03.2018 03:00","2700","0"
"07.03.2018 03:00 - 07.03.2018 04:00","2572","0"
"07.03.2018 04:00 - 07.03.2018 05:00","2708","0"
"07.03.2018 05:00 - 07.03.2018 06:00","2608","0"
"07.03.2018 06:00 - 07.03.2018 07:00","2855","0"
"07.03.2018 07:00 - 07.03.2018 08:00","3013","0"
"07.03.2018 08:00 - 07.03.2018 09:00","3527","0"
"07.03.2018 09:00 - 07.03.2018 10:00","3211","0"
"07.03.2018 10:00 - 07.03.2018 11:00","3586","0"
"07.03.2018 11:00 - 07.03.2018 12:00","3407","0"
"07.03.2018 12:00 - 07.03.2018 13:00","3156","0"
"07.03.2018 13:00 - 07.03.2018 14:00","3141","0"
"07.03.2018 14:00 - 07.03.2018 15:00","3282","0"
"07.03.2018 15:00 - 07.03.2018 16:00","3395","0"
"07.03.2018 16:00 - 07.03.2018 17:00","3519","0"
"07.03.2018 17:00 - 07.03.2018 18:00","3270","0"
