"Time (CET)","Turkey (TR) > Bulgaria (BG) [MW]","Bulgaria (BG) > Turkey (TR) [MW]"
"06.10.2018 03:00 - 06.10.2018 04:00","0","160"
"06.10.2018 04:00 - 06.10.2018 05:00","0","142"
"06.10.2018 05:00 - 06.10.2018 06:00","0","116"
"06.10.2018 06:00 - 06.10.2018 07:00","0","140"
"06.10.2018 07:00 - 06.10.2018 08:00","0","178"
"06.10.2018 08:00 - 06.10.2018 09:00","0","125"
"06.10.2018 09:00 - 06.10.2018 10:00","0","179"
"06.10.2018 10:00 - 06.10.2018 11:00","0","196"
"06.10.2018 11:00 - 06.10.2018 12:00","0","257"
"06.10.2018 12:00 - 06.10.2018 13:00","0","246"
"06.10.2018 13:00 - 06.10.2018 14:00","0","250"
"06.10.2018 14:00 - 06.10.2018 15:00","0","244"
"06.10.2018 15:00 - 06.10.2018 16:00","0","281"
"06.10.2018 16:00 - 06.10.2018 17:00","0","239"
"06.10.2018 17:00 - 06.10.2018 18:00","0","177"
"06.10.2018 18:00 - 06.10.2018 19:00","0","103"
"06.10.2018 19:00 - 06.10.2018 20:00","0","186"
"06.10.2018 20:00 - 06.10.2018 21:00","0","265"
"06.10.2018 21:00 - 06.10.2018 22:00","0","239"
"06.10.2018 22:00 - 06.10.2018 23:00","0","307"
"06.10.2018 23:00 - 07.10.2018 00:00","0","384"
"07.10.2018 00:00 - 07.10.2018 01:00","0","366"
"07.10.2018 01:00 - 07.10.2018 02:00","0","346"
"07.10.2018 02:00 - 07.10.2018 03:00","0","345"
"07.10.2018 03:00 - 07.10.2018 04:00","0","374"
"07.10.2018 04:00 - 07.10.2018 05:00","0","370"
"07.10.2018 05:00 - 07.10.2018 06:00","0","286"
"07.10.2018 06:00 - 07.10.2018 07:00","0","239"
"07.10.2018 07:00 - 07.10.2018 08:00","0","190"
"07.10.2018 08:00 - 07.10.2018 09:00","0","238"
"07.10.2018 09:00 - 07.10.2018 10:00","0","274"
"07.10.2018 10:00 - 07.10.2018 11:00","0","390"
"07.10.2018 11:00 - 07.10.2018 12:00","0","358"
"07.10.2018 12:00 - 07.10.2018 13:00","0","396"
"07.10.2018 13:00 - 07.10.2018 14:00","0","437"
"07.10.2018 14:00 - 07.10.2018 15:00","0","429"
"07.10.2018 15:00 - 07.10.2018 16:00","0","314"
"07.10.2018 16:00 - 07.10.2018 17:00","0","294"
"07.10.2018 17:00 - 07.10.2018 18:00","0","196"
"07.10.2018 18:00 - 07.10.2018 19:00","0","129"
"07.10.2018 19:00 - 07.10.2018 20:00","0","150"
"07.10.2018 20:00 - 07.10.2018 21:00","0","167"
"07.10.2018 21:00 - 07.10.2018 22:00","0","173"
"07.10.2018 22:00 - 07.10.2018 23:00","0","182"
"07.10.2018 23:00 - 08.10.2018 00:00","0","203"
"08.10.2018 00:00 - 08.10.2018 01:00","0","267"
"08.10.2018 01:00 - 08.10.2018 02:00","0","358"
"08.10.2018 02:00 - 08.10.2018 03:00","0","310"
"08.10.2018 03:00 - 08.10.2018 04:00","0","264"
"08.10.2018 04:00 - 08.10.2018 05:00","0","216"
"08.10.2018 05:00 - 08.10.2018 06:00","0","125"
"08.10.2018 06:00 - 08.10.2018 07:00","13","0"
"08.10.2018 07:00 - 08.10.2018 08:00","27","0"
"08.10.2018 08:00 - 08.10.2018 09:00","65","0"
"08.10.2018 09:00 - 08.10.2018 10:00","39","0"
"08.10.2018 10:00 - 08.10.2018 11:00","13","0"
"08.10.2018 11:00 - 08.10.2018 12:00","0","3"
"08.10.2018 12:00 - 08.10.2018 13:00","2","0"
"08.10.2018 13:00 - 08.10.2018 14:00","11","0"
"08.10.2018 14:00 - 08.10.2018 15:00","0","3"
"08.10.2018 15:00 - 08.10.2018 16:00","19","0"
"08.10.2018 16:00 - 08.10.2018 17:00","27","0"
"08.10.2018 17:00 - 08.10.2018 18:00","53","0"
"08.10.2018 18:00 - 08.10.2018 19:00","99","0"
"08.10.2018 19:00 - 08.10.2018 20:00","71","0"
"08.10.2018 20:00 - 08.10.2018 21:00","13","0"
"08.10.2018 21:00 - 08.10.2018 22:00","0","28"
"08.10.2018 22:00 - 08.10.2018 23:00","0","61"
"08.10.2018 23:00 - 09.10.2018 00:00","0","122"
"09.10.2018 00:00 - 09.10.2018 01:00","0","183"
"09.10.2018 01:00 - 09.10.2018 02:00","0","127"
"09.10.2018 02:00 - 09.10.2018 03:00","0","128"
"09.10.2018 03:00 - 09.10.2018 04:00","0","130"
"09.10.2018 04:00 - 09.10.2018 05:00","0","133"
"09.10.2018 05:00 - 09.10.2018 06:00","0","98"
"09.10.2018 06:00 - 09.10.2018 07:00","0","7"
"09.10.2018 07:00 - 09.10.2018 08:00","4","0"
"09.10.2018 08:00 - 09.10.2018 09:00","16","0"
"09.10.2018 09:00 - 09.10.2018 10:00","2","0"
"09.10.2018 10:00 - 09.10.2018 11:00","0","70"
"09.10.2018 11:00 - 09.10.2018 12:00","0","86"
"09.10.2018 12:00 - 09.10.2018 13:00","0","108"
"09.10.2018 13:00 - 09.10.2018 14:00","0","75"
"09.10.2018 14:00 - 09.10.2018 15:00","0","92"
"09.10.2018 15:00 - 09.10.2018 16:00","0","44"
"09.10.2018 16:00 - 09.10.2018 17:00","0","13"
"09.10.2018 17:00 - 09.10.2018 18:00","13","0"
"09.10.2018 18:00 - 09.10.2018 19:00","63","0"
"09.10.2018 19:00 - 09.10.2018 20:00","25","0"
"09.10.2018 20:00 - 09.10.2018 21:00","4","0"
"09.10.2018 21:00 - 09.10.2018 22:00","0","86"
"09.10.2018 22:00 - 09.10.2018 23:00","0","142"
"09.10.2018 23:00 - 10.10.2018 00:00","0","213"
"10.10.2018 00:00 - 10.10.2018 01:00","0","346"
"10.10.2018 01:00 - 10.10.2018 02:00","0","287"
"10.10.2018 02:00 - 10.10.2018 03:00","0","254"
"10.10.2018 03:00 - 10.10.2018 04:00","0","240"
"10.10.2018 04:00 - 10.10.2018 05:00","0","267"
"10.10.2018 05:00 - 10.10.2018 06:00","0","206"
"10.10.2018 06:00 - 10.10.2018 07:00","53","0"
"10.10.2018 07:00 - 10.10.2018 08:00","6","0"
"10.10.2018 08:00 - 10.10.2018 09:00","24","0"
"10.10.2018 09:00 - 10.10.2018 10:00","0","26"
"10.10.2018 10:00 - 10.10.2018 11:00","0","66"
"10.10.2018 11:00 - 10.10.2018 12:00","0","97"
"10.10.2018 12:00 - 10.10.2018 13:00","0","102"
"10.10.2018 13:00 - 10.10.2018 14:00","0","68"
"10.10.2018 14:00 - 10.10.2018 15:00","0","66"
"10.10.2018 15:00 - 10.10.2018 16:00","0","64"
"10.10.2018 16:00 - 10.10.2018 17:00","0","40"
"10.10.2018 17:00 - 10.10.2018 18:00","0","10"
"10.10.2018 18:00 - 10.10.2018 19:00","60","0"
"10.10.2018 19:00 - 10.10.2018 20:00","0","0"
"10.10.2018 20:00 - 10.10.2018 21:00","0","54"
"10.10.2018 21:00 - 10.10.2018 22:00","0","183"
"10.10.2018 22:00 - 10.10.2018 23:00","0","257"
"10.10.2018 23:00 - 11.10.2018 00:00","0","258"
"11.10.2018 00:00 - 11.10.2018 01:00","0","225"
"11.10.2018 01:00 - 11.10.2018 02:00","0","246"
"11.10.2018 02:00 - 11.10.2018 03:00","0","226"
"11.10.2018 03:00 - 11.10.2018 04:00","0","241"
"11.10.2018 04:00 - 11.10.2018 05:00","0","291"
"11.10.2018 05:00 - 11.10.2018 06:00","0","277"
"11.10.2018 06:00 - 11.10.2018 07:00","0","166"
"11.10.2018 07:00 - 11.10.2018 08:00","0","58"
"11.10.2018 08:00 - 11.10.2018 09:00","0","133"
"11.10.2018 09:00 - 11.10.2018 10:00","0","21"
"11.10.2018 10:00 - 11.10.2018 11:00","0","251"
"11.10.2018 11:00 - 11.10.2018 12:00","0","98"
"11.10.2018 12:00 - 11.10.2018 13:00","0","85"
"11.10.2018 13:00 - 11.10.2018 14:00","0","32"
"11.10.2018 14:00 - 11.10.2018 15:00","0","6"
"11.10.2018 15:00 - 11.10.2018 16:00","0","28"
"11.10.2018 16:00 - 11.10.2018 17:00","0","14"
"11.10.2018 17:00 - 11.10.2018 18:00","29","0"
"11.10.2018 18:00 - 11.10.2018 19:00","83","0"
"11.10.2018 19:00 - 11.10.2018 20:00","25","0"
"11.10.2018 20:00 - 11.10.2018 21:00","0","36"
"11.10.2018 21:00 - 11.10.2018 22:00","0","75"
"11.10.2018 22:00 - 11.10.2018 23:00","0","191"
"11.10.2018 23:00 - 12.10.2018 00:00","0","205"
"12.10.2018 00:00 - 12.10.2018 01:00","0","207"
"12.10.2018 01:00 - 12.10.2018 02:00","0","242"
"12.10.2018 02:00 - 12.10.2018 03:00","0","254"
"12.10.2018 03:00 - 12.10.2018 04:00","0","232"
"12.10.2018 04:00 - 12.10.2018 05:00","0","191"
"12.10.2018 05:00 - 12.10.2018 06:00","0","107"
"12.10.2018 06:00 - 12.10.2018 07:00","0","44"
"12.10.2018 07:00 - 12.10.2018 08:00","0","27"
"12.10.2018 08:00 - 12.10.2018 09:00","0","8"
"12.10.2018 09:00 - 12.10.2018 10:00","0","101"
"12.10.2018 10:00 - 12.10.2018 11:00","0","139"
"12.10.2018 11:00 - 12.10.2018 12:00","0","189"
"12.10.2018 12:00 - 12.10.2018 13:00","0","190"
"12.10.2018 13:00 - 12.10.2018 14:00","0","248"
"12.10.2018 14:00 - 12.10.2018 15:00","0","180"
"12.10.2018 15:00 - 12.10.2018 16:00","0","132"
"12.10.2018 16:00 - 12.10.2018 17:00","0","135"
"12.10.2018 17:00 - 12.10.2018 18:00","0","27"
"12.10.2018 18:00 - 12.10.2018 19:00","22","0"
"12.10.2018 19:00 - 12.10.2018 20:00","0","18"
"12.10.2018 20:00 - 12.10.2018 21:00","0","22"
"12.10.2018 21:00 - 12.10.2018 22:00","0","166"
"12.10.2018 22:00 - 12.10.2018 23:00","0","297"
"12.10.2018 23:00 - 13.10.2018 00:00","0","369"
"13.10.2018 00:00 - 13.10.2018 01:00","0","369"
"13.10.2018 01:00 - 13.10.2018 02:00","0","386"
"13.10.2018 02:00 - 13.10.2018 03:00","0","389"
"13.10.2018 03:00 - 13.10.2018 04:00","0","371"
"13.10.2018 04:00 - 13.10.2018 05:00","0","387"
"13.10.2018 05:00 - 13.10.2018 06:00","0","311"
"13.10.2018 06:00 - 13.10.2018 07:00","0","205"
"13.10.2018 07:00 - 13.10.2018 08:00","0","148"
"13.10.2018 08:00 - 13.10.2018 09:00","0","163"
"13.10.2018 09:00 - 13.10.2018 10:00","0","167"
"13.10.2018 10:00 - 13.10.2018 11:00","0","274"
"13.10.2018 11:00 - 13.10.2018 12:00","0","346"
"13.10.2018 12:00 - 13.10.2018 13:00","0","412"
"13.10.2018 13:00 - 13.10.2018 14:00","0","428"
"13.10.2018 14:00 - 13.10.2018 15:00","0","425"
"13.10.2018 15:00 - 13.10.2018 16:00","0","409"
"13.10.2018 16:00 - 13.10.2018 17:00","0","278"
"13.10.2018 17:00 - 13.10.2018 18:00","0","152"
"13.10.2018 18:00 - 13.10.2018 19:00","0","112"
"13.10.2018 19:00 - 13.10.2018 20:00","0","144"
"13.10.2018 20:00 - 13.10.2018 21:00","0","120"
"13.10.2018 21:00 - 13.10.2018 22:00","0","219"
"13.10.2018 22:00 - 13.10.2018 23:00","0","312"
"13.10.2018 23:00 - 14.10.2018 00:00","0","528"
"14.10.2018 00:00 - 14.10.2018 01:00","0","491"
"14.10.2018 01:00 - 14.10.2018 02:00","0","479"
"14.10.2018 02:00 - 14.10.2018 03:00","0","512"
"14.10.2018 03:00 - 14.10.2018 04:00","0","570"
"14.10.2018 04:00 - 14.10.2018 05:00","0","549"
"14.10.2018 05:00 - 14.10.2018 06:00","0","495"
"14.10.2018 06:00 - 14.10.2018 07:00","0","257"
"14.10.2018 07:00 - 14.10.2018 08:00","0","422"
"14.10.2018 08:00 - 14.10.2018 09:00","0","446"
"14.10.2018 09:00 - 14.10.2018 10:00","0","514"
"14.10.2018 10:00 - 14.10.2018 11:00","0","657"
"14.10.2018 11:00 - 14.10.2018 12:00","0","571"
"14.10.2018 12:00 - 14.10.2018 13:00","0","688"
"14.10.2018 13:00 - 14.10.2018 14:00","0","675"
"14.10.2018 14:00 - 14.10.2018 15:00","0","682"
"14.10.2018 15:00 - 14.10.2018 16:00","0","570"
"14.10.2018 16:00 - 14.10.2018 17:00","0","448"
"14.10.2018 17:00 - 14.10.2018 18:00","0","347"
"14.10.2018 18:00 - 14.10.2018 19:00","0","173"
"14.10.2018 19:00 - 14.10.2018 20:00","0","212"
"14.10.2018 20:00 - 14.10.2018 21:00","0","220"
"14.10.2018 21:00 - 14.10.2018 22:00","0","311"
"14.10.2018 22:00 - 14.10.2018 23:00","0","334"
"14.10.2018 23:00 - 15.10.2018 00:00","0","462"
"15.10.2018 00:00 - 15.10.2018 01:00","0","460"
"15.10.2018 01:00 - 15.10.2018 02:00","0","495"
"15.10.2018 02:00 - 15.10.2018 03:00","0","455"
"15.10.2018 03:00 - 15.10.2018 04:00","0","430"
"15.10.2018 04:00 - 15.10.2018 05:00","0","363"
"15.10.2018 05:00 - 15.10.2018 06:00","0","334"
"15.10.2018 06:00 - 15.10.2018 07:00","0","81"
"15.10.2018 07:00 - 15.10.2018 08:00","0","28"
"15.10.2018 08:00 - 15.10.2018 09:00","0","22"
"15.10.2018 09:00 - 15.10.2018 10:00","0","93"
"15.10.2018 10:00 - 15.10.2018 11:00","0","158"
"15.10.2018 11:00 - 15.10.2018 12:00","0","196"
"15.10.2018 12:00 - 15.10.2018 13:00","0","228"
"15.10.2018 13:00 - 15.10.2018 14:00","0","235"
"15.10.2018 14:00 - 15.10.2018 15:00","0","168"
"15.10.2018 15:00 - 15.10.2018 16:00","0","124"
"15.10.2018 16:00 - 15.10.2018 17:00","0","94"
"15.10.2018 17:00 - 15.10.2018 18:00","0","69"
"15.10.2018 18:00 - 15.10.2018 19:00","23","0"
"15.10.2018 19:00 - 15.10.2018 20:00","0","102"
"15.10.2018 20:00 - 15.10.2018 21:00","0","137"
"15.10.2018 21:00 - 15.10.2018 22:00","0","148"
"15.10.2018 22:00 - 15.10.2018 23:00","0","257"
"15.10.2018 23:00 - 16.10.2018 00:00","0","322"
"16.10.2018 00:00 - 16.10.2018 01:00","0","214"
"16.10.2018 01:00 - 16.10.2018 02:00","0","201"
"16.10.2018 02:00 - 16.10.2018 03:00","0","176"
"16.10.2018 03:00 - 16.10.2018 04:00","0","194"
"16.10.2018 04:00 - 16.10.2018 05:00","0","194"
"16.10.2018 05:00 - 16.10.2018 06:00","0","112"
"16.10.2018 06:00 - 16.10.2018 07:00","2","0"
"16.10.2018 07:00 - 16.10.2018 08:00","21","0"
"16.10.2018 08:00 - 16.10.2018 09:00","27","0"
"16.10.2018 09:00 - 16.10.2018 10:00","0","5"
"16.10.2018 10:00 - 16.10.2018 11:00","0","47"
"16.10.2018 11:00 - 16.10.2018 12:00","0","88"
"16.10.2018 12:00 - 16.10.2018 13:00","0","94"
"16.10.2018 13:00 - 16.10.2018 14:00","0","76"
"16.10.2018 14:00 - 16.10.2018 15:00","0","41"
"16.10.2018 15:00 - 16.10.2018 16:00","0","55"
"16.10.2018 16:00 - 16.10.2018 17:00","0","13"
"16.10.2018 17:00 - 16.10.2018 18:00","43","0"
"16.10.2018 18:00 - 16.10.2018 19:00","105","0"
"16.10.2018 19:00 - 16.10.2018 20:00","60","0"
"16.10.2018 20:00 - 16.10.2018 21:00","0","16"
"16.10.2018 21:00 - 16.10.2018 22:00","0","68"
"16.10.2018 22:00 - 16.10.2018 23:00","0","167"
"16.10.2018 23:00 - 17.10.2018 00:00","0","176"
"17.10.2018 00:00 - 17.10.2018 01:00","0","238"
"17.10.2018 01:00 - 17.10.2018 02:00","0","244"
"17.10.2018 02:00 - 17.10.2018 03:00","0","194"
"17.10.2018 03:00 - 17.10.2018 04:00","0","221"
"17.10.2018 04:00 - 17.10.2018 05:00","0","184"
"17.10.2018 05:00 - 17.10.2018 06:00","0","122"
"17.10.2018 06:00 - 17.10.2018 07:00","34","0"
"17.10.2018 07:00 - 17.10.2018 08:00","67","0"
"17.10.2018 08:00 - 17.10.2018 09:00","33","0"
"17.10.2018 09:00 - 17.10.2018 10:00","11","0"
"17.10.2018 10:00 - 17.10.2018 11:00","0","41"
"17.10.2018 11:00 - 17.10.2018 12:00","0","46"
"17.10.2018 12:00 - 17.10.2018 13:00","0","99"
"17.10.2018 13:00 - 17.10.2018 14:00","0","73"
"17.10.2018 14:00 - 17.10.2018 15:00","0","41"
"17.10.2018 15:00 - 17.10.2018 16:00","0","50"
"17.10.2018 16:00 - 17.10.2018 17:00","0","46"
"17.10.2018 17:00 - 17.10.2018 18:00","23","0"
"17.10.2018 18:00 - 17.10.2018 19:00","95","0"
"17.10.2018 19:00 - 17.10.2018 20:00","37","0"
"17.10.2018 20:00 - 17.10.2018 21:00","0","24"
"17.10.2018 21:00 - 17.10.2018 22:00","0","123"
"17.10.2018 22:00 - 17.10.2018 23:00","0","221"
"17.10.2018 23:00 - 18.10.2018 00:00","0","333"
"18.10.2018 00:00 - 18.10.2018 01:00","0","311"
"18.10.2018 01:00 - 18.10.2018 02:00","0","321"
"18.10.2018 02:00 - 18.10.2018 03:00","0","318"
"18.10.2018 03:00 - 18.10.2018 04:00","0","322"
"18.10.2018 04:00 - 18.10.2018 05:00","0","248"
"18.10.2018 05:00 - 18.10.2018 06:00","0","176"
"18.10.2018 06:00 - 18.10.2018 07:00","34","0"
"18.10.2018 07:00 - 18.10.2018 08:00","101","0"
"18.10.2018 08:00 - 18.10.2018 09:00","124","0"
"18.10.2018 09:00 - 18.10.2018 10:00","78","0"
"18.10.2018 10:00 - 18.10.2018 11:00","1","0"
"18.10.2018 11:00 - 18.10.2018 12:00","0","4"
"18.10.2018 12:00 - 18.10.2018 13:00","0","11"
"18.10.2018 13:00 - 18.10.2018 14:00","0","1"
"18.10.2018 14:00 - 18.10.2018 15:00","45","0"
"18.10.2018 15:00 - 18.10.2018 16:00","37","0"
"18.10.2018 16:00 - 18.10.2018 17:00","76","0"
"18.10.2018 17:00 - 18.10.2018 18:00","59","0"
"18.10.2018 18:00 - 18.10.2018 19:00","132","0"
"18.10.2018 19:00 - 18.10.2018 20:00","88","0"
"18.10.2018 20:00 - 18.10.2018 21:00","30","0"
"18.10.2018 21:00 - 18.10.2018 22:00","0","57"
"18.10.2018 22:00 - 18.10.2018 23:00","0","116"
"18.10.2018 23:00 - 19.10.2018 00:00","0","167"
"19.10.2018 00:00 - 19.10.2018 01:00","0","195"
"19.10.2018 01:00 - 19.10.2018 02:00","0","172"
"19.10.2018 02:00 - 19.10.2018 03:00","0","156"
"19.10.2018 03:00 - 19.10.2018 04:00","0","168"
"19.10.2018 04:00 - 19.10.2018 05:00","0","132"
"19.10.2018 05:00 - 19.10.2018 06:00","0","40"
"19.10.2018 06:00 - 19.10.2018 07:00","78","0"
"19.10.2018 07:00 - 19.10.2018 08:00","166","0"
"19.10.2018 08:00 - 19.10.2018 09:00","159","0"
"19.10.2018 09:00 - 19.10.2018 10:00","110","0"
"19.10.2018 10:00 - 19.10.2018 11:00","61","0"
"19.10.2018 11:00 - 19.10.2018 12:00","14","0"
"19.10.2018 12:00 - 19.10.2018 13:00","0","0"
"19.10.2018 13:00 - 19.10.2018 14:00","30","0"
"19.10.2018 14:00 - 19.10.2018 15:00","51","0"
"19.10.2018 15:00 - 19.10.2018 16:00","32","0"
"19.10.2018 16:00 - 19.10.2018 17:00","61","0"
"19.10.2018 17:00 - 19.10.2018 18:00","54","0"
"19.10.2018 18:00 - 19.10.2018 19:00","116","0"
"19.10.2018 19:00 - 19.10.2018 20:00","61","0"
"19.10.2018 20:00 - 19.10.2018 21:00","41","0"
"19.10.2018 21:00 - 19.10.2018 22:00","0","46"
"19.10.2018 22:00 - 19.10.2018 23:00","0","111"
"19.10.2018 23:00 - 20.10.2018 00:00","0","161"
"20.10.2018 00:00 - 20.10.2018 01:00","0","159"
"20.10.2018 01:00 - 20.10.2018 02:00","0","162"
"20.10.2018 02:00 - 20.10.2018 03:00","0","167"
"20.10.2018 03:00 - 20.10.2018 04:00","0","155"
"20.10.2018 04:00 - 20.10.2018 05:00","0","164"
"20.10.2018 05:00 - 20.10.2018 06:00","0","104"
"20.10.2018 06:00 - 20.10.2018 07:00","0","72"
"20.10.2018 07:00 - 20.10.2018 08:00","0","46"
"20.10.2018 08:00 - 20.10.2018 09:00","0","31"
"20.10.2018 09:00 - 20.10.2018 10:00","0","70"
"20.10.2018 10:00 - 20.10.2018 11:00","0","120"
"20.10.2018 11:00 - 20.10.2018 12:00","0","136"
"20.10.2018 12:00 - 20.10.2018 13:00","0","161"
"20.10.2018 13:00 - 20.10.2018 14:00","0","151"
"20.10.2018 14:00 - 20.10.2018 15:00","0","162"
"20.10.2018 15:00 - 20.10.2018 16:00","0","140"
"20.10.2018 16:00 - 20.10.2018 17:00","0","110"
"20.10.2018 17:00 - 20.10.2018 18:00","0","84"
"20.10.2018 18:00 - 20.10.2018 19:00","7","0"
"20.10.2018 19:00 - 20.10.2018 20:00","0","53"
"20.10.2018 20:00 - 20.10.2018 21:00","0","69"
"20.10.2018 21:00 - 20.10.2018 22:00","0","165"
"20.10.2018 22:00 - 20.10.2018 23:00","0","217"
"20.10.2018 23:00 - 21.10.2018 00:00","0","377"
"21.10.2018 00:00 - 21.10.2018 01:00","0","383"
"21.10.2018 01:00 - 21.10.2018 02:00","0","421"
"21.10.2018 02:00 - 21.10.2018 03:00","0","439"
"21.10.2018 03:00 - 21.10.2018 04:00","0","473"
"21.10.2018 04:00 - 21.10.2018 05:00","0","390"
"21.10.2018 05:00 - 21.10.2018 06:00","0","290"
"21.10.2018 06:00 - 21.10.2018 07:00","0","233"
"21.10.2018 07:00 - 21.10.2018 08:00","0","223"
"21.10.2018 08:00 - 21.10.2018 09:00","0","233"
"21.10.2018 09:00 - 21.10.2018 10:00","0","254"
"21.10.2018 10:00 - 21.10.2018 11:00","0","282"
"21.10.2018 11:00 - 21.10.2018 12:00","0","285"
"21.10.2018 12:00 - 21.10.2018 13:00","0","294"
"21.10.2018 13:00 - 21.10.2018 14:00","0","338"
"21.10.2018 14:00 - 21.10.2018 15:00","0","332"
"21.10.2018 15:00 - 21.10.2018 16:00","0","289"
"21.10.2018 16:00 - 21.10.2018 17:00","0","292"
"21.10.2018 17:00 - 21.10.2018 18:00","0","206"
"21.10.2018 18:00 - 21.10.2018 19:00","0","58"
"21.10.2018 19:00 - 21.10.2018 20:00","0","112"
"21.10.2018 20:00 - 21.10.2018 21:00","0","158"
"21.10.2018 21:00 - 21.10.2018 22:00","0","254"
"21.10.2018 22:00 - 21.10.2018 23:00","0","294"
"21.10.2018 23:00 - 22.10.2018 00:00","0","446"
"22.10.2018 00:00 - 22.10.2018 01:00","0","419"
"22.10.2018 01:00 - 22.10.2018 02:00","0","383"
"22.10.2018 02:00 - 22.10.2018 03:00","0","438"
"22.10.2018 03:00 - 22.10.2018 04:00","0","398"
"22.10.2018 04:00 - 22.10.2018 05:00","0","350"
"22.10.2018 05:00 - 22.10.2018 06:00","0","222"
"22.10.2018 06:00 - 22.10.2018 07:00","0","99"
"22.10.2018 07:00 - 22.10.2018 08:00","0","5"
"22.10.2018 08:00 - 22.10.2018 09:00","0","30"
"22.10.2018 09:00 - 22.10.2018 10:00","0","55"
"22.10.2018 10:00 - 22.10.2018 11:00","0","45"
"22.10.2018 11:00 - 22.10.2018 12:00","0","39"
"22.10.2018 12:00 - 22.10.2018 13:00","0","8"
"22.10.2018 13:00 - 22.10.2018 14:00","27","0"
"22.10.2018 14:00 - 22.10.2018 15:00","60","0"
"22.10.2018 15:00 - 22.10.2018 16:00","35","0"
"22.10.2018 16:00 - 22.10.2018 17:00","51","0"
"22.10.2018 17:00 - 22.10.2018 18:00","68","0"
"22.10.2018 18:00 - 22.10.2018 19:00","90","0"
"22.10.2018 19:00 - 22.10.2018 20:00","17","0"
"22.10.2018 20:00 - 22.10.2018 21:00","29","0"
"22.10.2018 21:00 - 22.10.2018 22:00","0","48"
"22.10.2018 22:00 - 22.10.2018 23:00","0","63"
"22.10.2018 23:00 - 23.10.2018 00:00","0","99"
"23.10.2018 00:00 - 23.10.2018 01:00","0","127"
"23.10.2018 01:00 - 23.10.2018 02:00","0","223"
"23.10.2018 02:00 - 23.10.2018 03:00","0","98"
"23.10.2018 03:00 - 23.10.2018 04:00","0","95"
"23.10.2018 04:00 - 23.10.2018 05:00","0","90"
"23.10.2018 05:00 - 23.10.2018 06:00","0","48"
"23.10.2018 06:00 - 23.10.2018 07:00","38","0"
"23.10.2018 07:00 - 23.10.2018 08:00","93","0"
"23.10.2018 08:00 - 23.10.2018 09:00","68","0"
"23.10.2018 09:00 - 23.10.2018 10:00","9","0"
"23.10.2018 10:00 - 23.10.2018 11:00","15","0"
"23.10.2018 11:00 - 23.10.2018 12:00","0","12"
"23.10.2018 12:00 - 23.10.2018 13:00","0","35"
"23.10.2018 13:00 - 23.10.2018 14:00","0","24"
"23.10.2018 14:00 - 23.10.2018 15:00","0","3"
"23.10.2018 15:00 - 23.10.2018 16:00","0","33"
"23.10.2018 16:00 - 23.10.2018 17:00","0","39"
"23.10.2018 17:00 - 23.10.2018 18:00","0","28"
"23.10.2018 18:00 - 23.10.2018 19:00","0","32"
"23.10.2018 19:00 - 23.10.2018 20:00","0","113"
"23.10.2018 20:00 - 23.10.2018 21:00","0","146"
"23.10.2018 21:00 - 23.10.2018 22:00","0","308"
"23.10.2018 22:00 - 23.10.2018 23:00","0","372"
"23.10.2018 23:00 - 24.10.2018 00:00","0","490"
"24.10.2018 00:00 - 24.10.2018 01:00","0","526"
"24.10.2018 01:00 - 24.10.2018 02:00","0","528"
"24.10.2018 02:00 - 24.10.2018 03:00","0","530"
"24.10.2018 03:00 - 24.10.2018 04:00","0","543"
"24.10.2018 04:00 - 24.10.2018 05:00","0","562"
"24.10.2018 05:00 - 24.10.2018 06:00","0","488"
"24.10.2018 06:00 - 24.10.2018 07:00","0","290"
"24.10.2018 07:00 - 24.10.2018 08:00","0","203"
"24.10.2018 08:00 - 24.10.2018 09:00","0","151"
"24.10.2018 09:00 - 24.10.2018 10:00","0","309"
"24.10.2018 10:00 - 24.10.2018 11:00","0","406"
"24.10.2018 11:00 - 24.10.2018 12:00","0","471"
"24.10.2018 12:00 - 24.10.2018 13:00","0","501"
"24.10.2018 13:00 - 24.10.2018 14:00","0","495"
"24.10.2018 14:00 - 24.10.2018 15:00","0","450"
"24.10.2018 15:00 - 24.10.2018 16:00","0","422"
"24.10.2018 16:00 - 24.10.2018 17:00","0","322"
"24.10.2018 17:00 - 24.10.2018 18:00","0","158"
"24.10.2018 18:00 - 24.10.2018 19:00","0","123"
"24.10.2018 19:00 - 24.10.2018 20:00","0","169"
"24.10.2018 20:00 - 24.10.2018 21:00","0","246"
"24.10.2018 21:00 - 24.10.2018 22:00","0","501"
"24.10.2018 22:00 - 24.10.2018 23:00","0","488"
"24.10.2018 23:00 - 25.10.2018 00:00","0","490"
"25.10.2018 00:00 - 25.10.2018 01:00","0","409"
"25.10.2018 01:00 - 25.10.2018 02:00","0","358"
"25.10.2018 02:00 - 25.10.2018 03:00","0","342"
"25.10.2018 03:00 - 25.10.2018 04:00","0","335"
"25.10.2018 04:00 - 25.10.2018 05:00","0","348"
"25.10.2018 05:00 - 25.10.2018 06:00","0","345"
"25.10.2018 06:00 - 25.10.2018 07:00","0","74"
"25.10.2018 07:00 - 25.10.2018 08:00","0","44"
"25.10.2018 08:00 - 25.10.2018 09:00","0","154"
"25.10.2018 09:00 - 25.10.2018 10:00","0","160"
"25.10.2018 10:00 - 25.10.2018 11:00","0","340"
