"Time (CET)","Germany (DE) > Czech Republic (CZ) [MW]","Czech Republic (CZ) > Germany (DE) [MW]"
"18.07.2018 19:00 - 18.07.2018 20:00","0","536"
"18.07.2018 20:00 - 18.07.2018 21:00","0","329"
"18.07.2018 21:00 - 18.07.2018 22:00","0","182"
"18.07.2018 22:00 - 18.07.2018 23:00","0","336"
"18.07.2018 23:00 - 19.07.2018 00:00","0","349"
"19.07.2018 00:00 - 19.07.2018 01:00","0","245"
"19.07.2018 01:00 - 19.07.2018 02:00","0","490"
"19.07.2018 02:00 - 19.07.2018 03:00","0","773"
"19.07.2018 03:00 - 19.07.2018 04:00","0","870"
"19.07.2018 04:00 - 19.07.2018 05:00","0","915"
"19.07.2018 05:00 - 19.07.2018 06:00","0","886"
"19.07.2018 06:00 - 19.07.2018 07:00","0","644"
"19.07.2018 07:00 - 19.07.2018 08:00","0","218"
"19.07.2018 08:00 - 19.07.2018 09:00","0","70"
"19.07.2018 09:00 - 19.07.2018 10:00","481","0"
"19.07.2018 10:00 - 19.07.2018 11:00","544","0"
"19.07.2018 11:00 - 19.07.2018 12:00","658","0"
"19.07.2018 12:00 - 19.07.2018 13:00","830","0"
"19.07.2018 13:00 - 19.07.2018 14:00","732","0"
"19.07.2018 14:00 - 19.07.2018 15:00","694","0"
"19.07.2018 15:00 - 19.07.2018 16:00","634","0"
"19.07.2018 16:00 - 19.07.2018 17:00","557","0"
"19.07.2018 17:00 - 19.07.2018 18:00","77","0"
"19.07.2018 18:00 - 19.07.2018 19:00","0","423"
"19.07.2018 19:00 - 19.07.2018 20:00","0","520"
"19.07.2018 20:00 - 19.07.2018 21:00","0","450"
"19.07.2018 21:00 - 19.07.2018 22:00","0","306"
"19.07.2018 22:00 - 19.07.2018 23:00","0","421"
"19.07.2018 23:00 - 20.07.2018 00:00","0","380"
"20.07.2018 00:00 - 20.07.2018 01:00","0","377"
"20.07.2018 01:00 - 20.07.2018 02:00","0","483"
"20.07.2018 02:00 - 20.07.2018 03:00","0","781"
"20.07.2018 03:00 - 20.07.2018 04:00","0","925"
"20.07.2018 04:00 - 20.07.2018 05:00","0","940"
"20.07.2018 05:00 - 20.07.2018 06:00","0","994"
"20.07.2018 06:00 - 20.07.2018 07:00","0","563"
"20.07.2018 07:00 - 20.07.2018 08:00","0","122"
"20.07.2018 08:00 - 20.07.2018 09:00","0","93"
"20.07.2018 09:00 - 20.07.2018 10:00","282","0"
"20.07.2018 10:00 - 20.07.2018 11:00","370","0"
"20.07.2018 11:00 - 20.07.2018 12:00","513","0"
"20.07.2018 12:00 - 20.07.2018 13:00","690","0"
"20.07.2018 13:00 - 20.07.2018 14:00","668","0"
"20.07.2018 14:00 - 20.07.2018 15:00","493","0"
"20.07.2018 15:00 - 20.07.2018 16:00","587","0"
"20.07.2018 16:00 - 20.07.2018 17:00","349","0"
"20.07.2018 17:00 - 20.07.2018 18:00","16","0"
"20.07.2018 18:00 - 20.07.2018 19:00","0","539"
"20.07.2018 19:00 - 20.07.2018 20:00","0","605"
"20.07.2018 20:00 - 20.07.2018 21:00","0","400"
"20.07.2018 21:00 - 20.07.2018 22:00","58","0"
"20.07.2018 22:00 - 20.07.2018 23:00","0","304"
"20.07.2018 23:00 - 21.07.2018 00:00","0","444"
"21.07.2018 00:00 - 21.07.2018 01:00","0","155"
"21.07.2018 01:00 - 21.07.2018 02:00","0","310"
"21.07.2018 02:00 - 21.07.2018 03:00","0","460"
"21.07.2018 03:00 - 21.07.2018 04:00","0","502"
"21.07.2018 04:00 - 21.07.2018 05:00","0","432"
"21.07.2018 05:00 - 21.07.2018 06:00","0","529"
"21.07.2018 06:00 - 21.07.2018 07:00","0","284"
"21.07.2018 07:00 - 21.07.2018 08:00","112","0"
"21.07.2018 08:00 - 21.07.2018 09:00","54","0"
"21.07.2018 09:00 - 21.07.2018 10:00","521","0"
"21.07.2018 10:00 - 21.07.2018 11:00","902","0"
"21.07.2018 11:00 - 21.07.2018 12:00","1188","0"
"21.07.2018 12:00 - 21.07.2018 13:00","1251","0"
"21.07.2018 13:00 - 21.07.2018 14:00","1290","0"
"21.07.2018 14:00 - 21.07.2018 15:00","1216","0"
"21.07.2018 15:00 - 21.07.2018 16:00","1218","0"
"21.07.2018 16:00 - 21.07.2018 17:00","1039","0"
"21.07.2018 17:00 - 21.07.2018 18:00","620","0"
"21.07.2018 18:00 - 21.07.2018 19:00","178","0"
"21.07.2018 19:00 - 21.07.2018 20:00","103","0"
"21.07.2018 20:00 - 21.07.2018 21:00","221","0"
"21.07.2018 21:00 - 21.07.2018 22:00","316","0"
"21.07.2018 22:00 - 21.07.2018 23:00","0","50"
"21.07.2018 23:00 - 22.07.2018 00:00","0","400"
"22.07.2018 00:00 - 22.07.2018 01:00","0","679"
"22.07.2018 01:00 - 22.07.2018 02:00","0","976"
"22.07.2018 02:00 - 22.07.2018 03:00","0","1082"
"22.07.2018 03:00 - 22.07.2018 04:00","0","1207"
"22.07.2018 04:00 - 22.07.2018 05:00","0","1262"
"22.07.2018 05:00 - 22.07.2018 06:00","0","1287"
"22.07.2018 06:00 - 22.07.2018 07:00","0","1067"
"22.07.2018 07:00 - 22.07.2018 08:00","0","726"
"22.07.2018 08:00 - 22.07.2018 09:00","0","419"
"22.07.2018 09:00 - 22.07.2018 10:00","268","0"
"22.07.2018 10:00 - 22.07.2018 11:00","710","0"
"22.07.2018 11:00 - 22.07.2018 12:00","882","0"
"22.07.2018 12:00 - 22.07.2018 13:00","841","0"
"22.07.2018 13:00 - 22.07.2018 14:00","911","0"
"22.07.2018 14:00 - 22.07.2018 15:00","764","0"
"22.07.2018 15:00 - 22.07.2018 16:00","790","0"
"22.07.2018 16:00 - 22.07.2018 17:00","833","0"
"22.07.2018 17:00 - 22.07.2018 18:00","519","0"
"22.07.2018 18:00 - 22.07.2018 19:00","131","0"
"22.07.2018 19:00 - 22.07.2018 20:00","0","145"
"22.07.2018 20:00 - 22.07.2018 21:00","0","281"
"22.07.2018 21:00 - 22.07.2018 22:00","0","274"
"22.07.2018 22:00 - 22.07.2018 23:00","0","453"
"22.07.2018 23:00 - 23.07.2018 00:00","0","790"
"23.07.2018 00:00 - 23.07.2018 01:00","0","896"
"23.07.2018 01:00 - 23.07.2018 02:00","0","1205"
"23.07.2018 02:00 - 23.07.2018 03:00","0","1474"
"23.07.2018 03:00 - 23.07.2018 04:00","0","1695"
"23.07.2018 04:00 - 23.07.2018 05:00","0","1648"
"23.07.2018 05:00 - 23.07.2018 06:00","0","1362"
"23.07.2018 06:00 - 23.07.2018 07:00","0","830"
"23.07.2018 07:00 - 23.07.2018 08:00","0","960"
"23.07.2018 08:00 - 23.07.2018 09:00","0","809"
"23.07.2018 09:00 - 23.07.2018 10:00","0","276"
"23.07.2018 10:00 - 23.07.2018 11:00","263","0"
"23.07.2018 11:00 - 23.07.2018 12:00","700","0"
"23.07.2018 12:00 - 23.07.2018 13:00","932","0"
"23.07.2018 13:00 - 23.07.2018 14:00","926","0"
"23.07.2018 14:00 - 23.07.2018 15:00","867","0"
"23.07.2018 15:00 - 23.07.2018 16:00","882","0"
"23.07.2018 16:00 - 23.07.2018 17:00","571","0"
"23.07.2018 17:00 - 23.07.2018 18:00","213","0"
"23.07.2018 18:00 - 23.07.2018 19:00","0","542"
"23.07.2018 19:00 - 23.07.2018 20:00","0","912"
"23.07.2018 20:00 - 23.07.2018 21:00","0","960"
"23.07.2018 21:00 - 23.07.2018 22:00","0","753"
"23.07.2018 22:00 - 23.07.2018 23:00","0","1242"
"23.07.2018 23:00 - 24.07.2018 00:00","0","1369"
"24.07.2018 00:00 - 24.07.2018 01:00","0","1440"
"24.07.2018 01:00 - 24.07.2018 02:00","0","1618"
"24.07.2018 02:00 - 24.07.2018 03:00","0","1734"
"24.07.2018 03:00 - 24.07.2018 04:00","0","1835"
"24.07.2018 04:00 - 24.07.2018 05:00","0","1988"
"24.07.2018 05:00 - 24.07.2018 06:00","0","1779"
"24.07.2018 06:00 - 24.07.2018 07:00","0","1055"
"24.07.2018 07:00 - 24.07.2018 08:00","0","1005"
"24.07.2018 08:00 - 24.07.2018 09:00","0","602"
"24.07.2018 09:00 - 24.07.2018 10:00","0","198"
"24.07.2018 10:00 - 24.07.2018 11:00","116","0"
"24.07.2018 11:00 - 24.07.2018 12:00","369","0"
"24.07.2018 12:00 - 24.07.2018 13:00","395","0"
"24.07.2018 13:00 - 24.07.2018 14:00","413","0"
"24.07.2018 14:00 - 24.07.2018 15:00","448","0"
"24.07.2018 15:00 - 24.07.2018 16:00","439","0"
"24.07.2018 16:00 - 24.07.2018 17:00","72","0"
"24.07.2018 17:00 - 24.07.2018 18:00","0","495"
"24.07.2018 18:00 - 24.07.2018 19:00","0","968"
"24.07.2018 19:00 - 24.07.2018 20:00","0","936"
"24.07.2018 20:00 - 24.07.2018 21:00","0","996"
"24.07.2018 21:00 - 24.07.2018 22:00","0","778"
"24.07.2018 22:00 - 24.07.2018 23:00","0","855"
"24.07.2018 23:00 - 25.07.2018 00:00","0","785"
"25.07.2018 00:00 - 25.07.2018 01:00","0","1021"
"25.07.2018 01:00 - 25.07.2018 02:00","0","1211"
"25.07.2018 02:00 - 25.07.2018 03:00","0","1240"
"25.07.2018 03:00 - 25.07.2018 04:00","0","1318"
"25.07.2018 04:00 - 25.07.2018 05:00","0","1326"
"25.07.2018 05:00 - 25.07.2018 06:00","0","1265"
"25.07.2018 06:00 - 25.07.2018 07:00","0","733"
"25.07.2018 07:00 - 25.07.2018 08:00","0","723"
"25.07.2018 08:00 - 25.07.2018 09:00","0","341"
"25.07.2018 09:00 - 25.07.2018 10:00","2","0"
"25.07.2018 10:00 - 25.07.2018 11:00","364","0"
"25.07.2018 11:00 - 25.07.2018 12:00","801","0"
"25.07.2018 12:00 - 25.07.2018 13:00","985","0"
"25.07.2018 13:00 - 25.07.2018 14:00","947","0"
"25.07.2018 14:00 - 25.07.2018 15:00","962","0"
"25.07.2018 15:00 - 25.07.2018 16:00","923","0"
"25.07.2018 16:00 - 25.07.2018 17:00","719","0"
"25.07.2018 17:00 - 25.07.2018 18:00","351","0"
"25.07.2018 18:00 - 25.07.2018 19:00","0","593"
"25.07.2018 19:00 - 25.07.2018 20:00","0","712"
"25.07.2018 20:00 - 25.07.2018 21:00","0","717"
"25.07.2018 21:00 - 25.07.2018 22:00","0","584"
"25.07.2018 22:00 - 25.07.2018 23:00","0","715"
"25.07.2018 23:00 - 26.07.2018 00:00","0","573"
"26.07.2018 00:00 - 26.07.2018 01:00","0","953"
"26.07.2018 01:00 - 26.07.2018 02:00","0","1214"
"26.07.2018 02:00 - 26.07.2018 03:00","0","1317"
"26.07.2018 03:00 - 26.07.2018 04:00","0","1417"
"26.07.2018 04:00 - 26.07.2018 05:00","0","1307"
"26.07.2018 05:00 - 26.07.2018 06:00","0","1179"
"26.07.2018 06:00 - 26.07.2018 07:00","0","791"
"26.07.2018 07:00 - 26.07.2018 08:00","0","648"
"26.07.2018 08:00 - 26.07.2018 09:00","0","412"
"26.07.2018 09:00 - 26.07.2018 10:00","3","0"
"26.07.2018 10:00 - 26.07.2018 11:00","206","0"
"26.07.2018 11:00 - 26.07.2018 12:00","463","0"
"26.07.2018 12:00 - 26.07.2018 13:00","850","0"
"26.07.2018 13:00 - 26.07.2018 14:00","957","0"
"26.07.2018 14:00 - 26.07.2018 15:00","948","0"
"26.07.2018 15:00 - 26.07.2018 16:00","841","0"
"26.07.2018 16:00 - 26.07.2018 17:00","813","0"
"26.07.2018 17:00 - 26.07.2018 18:00","677","0"
"26.07.2018 18:00 - 26.07.2018 19:00","184","0"
"26.07.2018 19:00 - 26.07.2018 20:00","0","135"
"26.07.2018 20:00 - 26.07.2018 21:00","3","0"
"26.07.2018 21:00 - 26.07.2018 22:00","228","0"
"26.07.2018 22:00 - 26.07.2018 23:00","136","0"
"26.07.2018 23:00 - 27.07.2018 00:00","495","0"
"27.07.2018 00:00 - 27.07.2018 01:00","165","0"
"27.07.2018 01:00 - 27.07.2018 02:00","0","84"
"27.07.2018 02:00 - 27.07.2018 03:00","0","264"
"27.07.2018 03:00 - 27.07.2018 04:00","0","443"
"27.07.2018 04:00 - 27.07.2018 05:00","0","469"
"27.07.2018 05:00 - 27.07.2018 06:00","0","543"
"27.07.2018 06:00 - 27.07.2018 07:00","0","275"
"27.07.2018 07:00 - 27.07.2018 08:00","0","19"
"27.07.2018 08:00 - 27.07.2018 09:00","204","0"
"27.07.2018 09:00 - 27.07.2018 10:00","562","0"
"27.07.2018 10:00 - 27.07.2018 11:00","531","0"
"27.07.2018 11:00 - 27.07.2018 12:00","645","0"
"27.07.2018 12:00 - 27.07.2018 13:00","693","0"
"27.07.2018 13:00 - 27.07.2018 14:00","823","0"
"27.07.2018 14:00 - 27.07.2018 15:00","831","0"
"27.07.2018 15:00 - 27.07.2018 16:00","879","0"
"27.07.2018 16:00 - 27.07.2018 17:00","907","0"
"27.07.2018 17:00 - 27.07.2018 18:00","787","0"
"27.07.2018 18:00 - 27.07.2018 19:00","333","0"
"27.07.2018 19:00 - 27.07.2018 20:00","118","0"
"27.07.2018 20:00 - 27.07.2018 21:00","85","0"
"27.07.2018 21:00 - 27.07.2018 22:00","137","0"
"27.07.2018 22:00 - 27.07.2018 23:00","285","0"
"27.07.2018 23:00 - 28.07.2018 00:00","51","0"
"28.07.2018 00:00 - 28.07.2018 01:00","271","0"
"28.07.2018 01:00 - 28.07.2018 02:00","366","0"
"28.07.2018 02:00 - 28.07.2018 03:00","143","0"
"28.07.2018 03:00 - 28.07.2018 04:00","137","0"
"28.07.2018 04:00 - 28.07.2018 05:00","24","0"
"28.07.2018 05:00 - 28.07.2018 06:00","0","98"
"28.07.2018 06:00 - 28.07.2018 07:00","388","0"
"28.07.2018 07:00 - 28.07.2018 08:00","790","0"
"28.07.2018 08:00 - 28.07.2018 09:00","943","0"
"28.07.2018 09:00 - 28.07.2018 10:00","1013","0"
"28.07.2018 10:00 - 28.07.2018 11:00","939","0"
"28.07.2018 11:00 - 28.07.2018 12:00","1033","0"
"28.07.2018 12:00 - 28.07.2018 13:00","1012","0"
"28.07.2018 13:00 - 28.07.2018 14:00","915","0"
"28.07.2018 14:00 - 28.07.2018 15:00","797","0"
"28.07.2018 15:00 - 28.07.2018 16:00","1040","0"
"28.07.2018 16:00 - 28.07.2018 17:00","1208","0"
"28.07.2018 17:00 - 28.07.2018 18:00","1209","0"
"28.07.2018 18:00 - 28.07.2018 19:00","1190","0"
"28.07.2018 19:00 - 28.07.2018 20:00","919","0"
"28.07.2018 20:00 - 28.07.2018 21:00","887","0"
"28.07.2018 21:00 - 28.07.2018 22:00","1045","0"
"28.07.2018 22:00 - 28.07.2018 23:00","583","0"
"28.07.2018 23:00 - 29.07.2018 00:00","76","0"
"29.07.2018 00:00 - 29.07.2018 01:00","0","250"
"29.07.2018 01:00 - 29.07.2018 02:00","0","490"
"29.07.2018 02:00 - 29.07.2018 03:00","0","716"
"29.07.2018 03:00 - 29.07.2018 04:00","0","820"
"29.07.2018 04:00 - 29.07.2018 05:00","0","815"
"29.07.2018 05:00 - 29.07.2018 06:00","0","858"
"29.07.2018 06:00 - 29.07.2018 07:00","0","751"
"29.07.2018 07:00 - 29.07.2018 08:00","0","366"
"29.07.2018 08:00 - 29.07.2018 09:00","96","0"
"29.07.2018 09:00 - 29.07.2018 10:00","384","0"
"29.07.2018 10:00 - 29.07.2018 11:00","631","0"
"29.07.2018 11:00 - 29.07.2018 12:00","762","0"
"29.07.2018 12:00 - 29.07.2018 13:00","684","0"
"29.07.2018 13:00 - 29.07.2018 14:00","699","0"
"29.07.2018 14:00 - 29.07.2018 15:00","665","0"
"29.07.2018 15:00 - 29.07.2018 16:00","736","0"
"29.07.2018 16:00 - 29.07.2018 17:00","663","0"
"29.07.2018 17:00 - 29.07.2018 18:00","741","0"
"29.07.2018 18:00 - 29.07.2018 19:00","529","0"
"29.07.2018 19:00 - 29.07.2018 20:00","251","0"
"29.07.2018 20:00 - 29.07.2018 21:00","248","0"
"29.07.2018 21:00 - 29.07.2018 22:00","395","0"
"29.07.2018 22:00 - 29.07.2018 23:00","0","49"
"29.07.2018 23:00 - 30.07.2018 00:00","0","225"
"30.07.2018 00:00 - 30.07.2018 01:00","0","182"
"30.07.2018 01:00 - 30.07.2018 02:00","0","429"
"30.07.2018 02:00 - 30.07.2018 03:00","0","416"
"30.07.2018 03:00 - 30.07.2018 04:00","0","419"
"30.07.2018 04:00 - 30.07.2018 05:00","0","462"
"30.07.2018 05:00 - 30.07.2018 06:00","0","629"
"30.07.2018 06:00 - 30.07.2018 07:00","0","285"
"30.07.2018 07:00 - 30.07.2018 08:00","227","0"
"30.07.2018 08:00 - 30.07.2018 09:00","324","0"
"30.07.2018 09:00 - 30.07.2018 10:00","467","0"
"30.07.2018 10:00 - 30.07.2018 11:00","453","0"
"30.07.2018 11:00 - 30.07.2018 12:00","468","0"
"30.07.2018 12:00 - 30.07.2018 13:00","560","0"
"30.07.2018 13:00 - 30.07.2018 14:00","567","0"
"30.07.2018 14:00 - 30.07.2018 15:00","584","0"
"30.07.2018 15:00 - 30.07.2018 16:00","655","0"
"30.07.2018 16:00 - 30.07.2018 17:00","700","0"
"30.07.2018 17:00 - 30.07.2018 18:00","657","0"
"30.07.2018 18:00 - 30.07.2018 19:00","473","0"
"30.07.2018 19:00 - 30.07.2018 20:00","234","0"
"30.07.2018 20:00 - 30.07.2018 21:00","298","0"
"30.07.2018 21:00 - 30.07.2018 22:00","606","0"
"30.07.2018 22:00 - 30.07.2018 23:00","478","0"
"30.07.2018 23:00 - 31.07.2018 00:00","349","0"
"31.07.2018 00:00 - 31.07.2018 01:00","0","106"
"31.07.2018 01:00 - 31.07.2018 02:00","0","457"
"31.07.2018 02:00 - 31.07.2018 03:00","0","523"
"31.07.2018 03:00 - 31.07.2018 04:00","0","683"
"31.07.2018 04:00 - 31.07.2018 05:00","0","556"
"31.07.2018 05:00 - 31.07.2018 06:00","0","519"
"31.07.2018 06:00 - 31.07.2018 07:00","0","55"
"31.07.2018 07:00 - 31.07.2018 08:00","542","0"
"31.07.2018 08:00 - 31.07.2018 09:00","622","0"
"31.07.2018 09:00 - 31.07.2018 10:00","698","0"
"31.07.2018 10:00 - 31.07.2018 11:00","863","0"
"31.07.2018 11:00 - 31.07.2018 12:00","842","0"
"31.07.2018 12:00 - 31.07.2018 13:00","835","0"
"31.07.2018 13:00 - 31.07.2018 14:00","769","0"
"31.07.2018 14:00 - 31.07.2018 15:00","826","0"
"31.07.2018 15:00 - 31.07.2018 16:00","1043","0"
"31.07.2018 16:00 - 31.07.2018 17:00","1182","0"
"31.07.2018 17:00 - 31.07.2018 18:00","1013","0"
"31.07.2018 18:00 - 31.07.2018 19:00","764","0"
"31.07.2018 19:00 - 31.07.2018 20:00","706","0"
"31.07.2018 20:00 - 31.07.2018 21:00","785","0"
"31.07.2018 21:00 - 31.07.2018 22:00","991","0"
"31.07.2018 22:00 - 31.07.2018 23:00","848","0"
"31.07.2018 23:00 - 01.08.2018 00:00","523","0"
"01.08.2018 00:00 - 01.08.2018 01:00","450","0"
"01.08.2018 01:00 - 01.08.2018 02:00","13","0"
"01.08.2018 02:00 - 01.08.2018 03:00","0","68"
"01.08.2018 03:00 - 01.08.2018 04:00","0","231"
"01.08.2018 04:00 - 01.08.2018 05:00","0","241"
"01.08.2018 05:00 - 01.08.2018 06:00","0","167"
"01.08.2018 06:00 - 01.08.2018 07:00","597","0"
"01.08.2018 07:00 - 01.08.2018 08:00","951","0"
"01.08.2018 08:00 - 01.08.2018 09:00","1067","0"
"01.08.2018 09:00 - 01.08.2018 10:00","1132","0"
"01.08.2018 10:00 - 01.08.2018 11:00","1041","0"
"01.08.2018 11:00 - 01.08.2018 12:00","889","0"
"01.08.2018 12:00 - 01.08.2018 13:00","1065","0"
"01.08.2018 13:00 - 01.08.2018 14:00","1118","0"
"01.08.2018 14:00 - 01.08.2018 15:00","1109","0"
"01.08.2018 15:00 - 01.08.2018 16:00","1210","0"
"01.08.2018 16:00 - 01.08.2018 17:00","1071","0"
"01.08.2018 17:00 - 01.08.2018 18:00","792","0"
"01.08.2018 18:00 - 01.08.2018 19:00","686","0"
"01.08.2018 19:00 - 01.08.2018 20:00","509","0"
"01.08.2018 20:00 - 01.08.2018 21:00","743","0"
"01.08.2018 21:00 - 01.08.2018 22:00","888","0"
"01.08.2018 22:00 - 01.08.2018 23:00","575","0"
"01.08.2018 23:00 - 02.08.2018 00:00","469","0"
"02.08.2018 00:00 - 02.08.2018 01:00","0","161"
"02.08.2018 01:00 - 02.08.2018 02:00","0","528"
"02.08.2018 02:00 - 02.08.2018 03:00","0","775"
"02.08.2018 03:00 - 02.08.2018 04:00","0","898"
"02.08.2018 04:00 - 02.08.2018 05:00","0","888"
"02.08.2018 05:00 - 02.08.2018 06:00","0","685"
"02.08.2018 06:00 - 02.08.2018 07:00","0","29"
"02.08.2018 07:00 - 02.08.2018 08:00","338","0"
"02.08.2018 08:00 - 02.08.2018 09:00","376","0"
"02.08.2018 09:00 - 02.08.2018 10:00","395","0"
"02.08.2018 10:00 - 02.08.2018 11:00","457","0"
"02.08.2018 11:00 - 02.08.2018 12:00","593","0"
"02.08.2018 12:00 - 02.08.2018 13:00","985","0"
"02.08.2018 13:00 - 02.08.2018 14:00","846","0"
"02.08.2018 14:00 - 02.08.2018 15:00","836","0"
"02.08.2018 15:00 - 02.08.2018 16:00","849","0"
"02.08.2018 16:00 - 02.08.2018 17:00","868","0"
"02.08.2018 17:00 - 02.08.2018 18:00","635","0"
"02.08.2018 18:00 - 02.08.2018 19:00","303","0"
"02.08.2018 19:00 - 02.08.2018 20:00","69","0"
"02.08.2018 20:00 - 02.08.2018 21:00","437","0"
"02.08.2018 21:00 - 02.08.2018 22:00","532","0"
"02.08.2018 22:00 - 02.08.2018 23:00","457","0"
"02.08.2018 23:00 - 03.08.2018 00:00","399","0"
"03.08.2018 00:00 - 03.08.2018 01:00","62","0"
"03.08.2018 01:00 - 03.08.2018 02:00","0","479"
"03.08.2018 02:00 - 03.08.2018 03:00","0","740"
"03.08.2018 03:00 - 03.08.2018 04:00","0","827"
"03.08.2018 04:00 - 03.08.2018 05:00","0","775"
"03.08.2018 05:00 - 03.08.2018 06:00","0","587"
"03.08.2018 06:00 - 03.08.2018 07:00","0","153"
"03.08.2018 07:00 - 03.08.2018 08:00","0","296"
"03.08.2018 08:00 - 03.08.2018 09:00","0","236"
"03.08.2018 09:00 - 03.08.2018 10:00","0","5"
"03.08.2018 10:00 - 03.08.2018 11:00","55","0"
"03.08.2018 11:00 - 03.08.2018 12:00","235","0"
"03.08.2018 12:00 - 03.08.2018 13:00","674","0"
"03.08.2018 13:00 - 03.08.2018 14:00","680","0"
"03.08.2018 14:00 - 03.08.2018 15:00","545","0"
"03.08.2018 15:00 - 03.08.2018 16:00","696","0"
"03.08.2018 16:00 - 03.08.2018 17:00","500","0"
"03.08.2018 17:00 - 03.08.2018 18:00","286","0"
"03.08.2018 18:00 - 03.08.2018 19:00","0","245"
"03.08.2018 19:00 - 03.08.2018 20:00","0","247"
"03.08.2018 20:00 - 03.08.2018 21:00","0","23"
"03.08.2018 21:00 - 03.08.2018 22:00","71","0"
"03.08.2018 22:00 - 03.08.2018 23:00","0","78"
"03.08.2018 23:00 - 04.08.2018 00:00","0","366"
"04.08.2018 00:00 - 04.08.2018 01:00","0","84"
"04.08.2018 01:00 - 04.08.2018 02:00","29","0"
"04.08.2018 02:00 - 04.08.2018 03:00","0","50"
"04.08.2018 03:00 - 04.08.2018 04:00","0","263"
"04.08.2018 04:00 - 04.08.2018 05:00","0","168"
"04.08.2018 05:00 - 04.08.2018 06:00","0","269"
"04.08.2018 06:00 - 04.08.2018 07:00","39","0"
"04.08.2018 07:00 - 04.08.2018 08:00","356","0"
"04.08.2018 08:00 - 04.08.2018 09:00","699","0"
"04.08.2018 09:00 - 04.08.2018 10:00","867","0"
"04.08.2018 10:00 - 04.08.2018 11:00","1133","0"
"04.08.2018 11:00 - 04.08.2018 12:00","1292","0"
"04.08.2018 12:00 - 04.08.2018 13:00","1331","0"
"04.08.2018 13:00 - 04.08.2018 14:00","1325","0"
"04.08.2018 14:00 - 04.08.2018 15:00","1237","0"
"04.08.2018 15:00 - 04.08.2018 16:00","1387","0"
"04.08.2018 16:00 - 04.08.2018 17:00","1480","0"
"04.08.2018 17:00 - 04.08.2018 18:00","1254","0"
"04.08.2018 18:00 - 04.08.2018 19:00","836","0"
"04.08.2018 19:00 - 04.08.2018 20:00","659","0"
"04.08.2018 20:00 - 04.08.2018 21:00","697","0"
"04.08.2018 21:00 - 04.08.2018 22:00","688","0"
"04.08.2018 22:00 - 04.08.2018 23:00","446","0"
"04.08.2018 23:00 - 05.08.2018 00:00","296","0"
"05.08.2018 00:00 - 05.08.2018 01:00","202","0"
"05.08.2018 01:00 - 05.08.2018 02:00","22","0"
"05.08.2018 02:00 - 05.08.2018 03:00","54","0"
"05.08.2018 03:00 - 05.08.2018 04:00","35","0"
"05.08.2018 04:00 - 05.08.2018 05:00","123","0"
"05.08.2018 05:00 - 05.08.2018 06:00","0","63"
"05.08.2018 06:00 - 05.08.2018 07:00","113","0"
"05.08.2018 07:00 - 05.08.2018 08:00","298","0"
"05.08.2018 08:00 - 05.08.2018 09:00","672","0"
"05.08.2018 09:00 - 05.08.2018 10:00","1241","0"
"05.08.2018 10:00 - 05.08.2018 11:00","1382","0"
"05.08.2018 11:00 - 05.08.2018 12:00","1557","0"
"05.08.2018 12:00 - 05.08.2018 13:00","1444","0"
"05.08.2018 13:00 - 05.08.2018 14:00","1545","0"
"05.08.2018 14:00 - 05.08.2018 15:00","1404","0"
"05.08.2018 15:00 - 05.08.2018 16:00","1372","0"
"05.08.2018 16:00 - 05.08.2018 17:00","1332","0"
"05.08.2018 17:00 - 05.08.2018 18:00","1471","0"
"05.08.2018 18:00 - 05.08.2018 19:00","1560","0"
"05.08.2018 19:00 - 05.08.2018 20:00","1403","0"
"05.08.2018 20:00 - 05.08.2018 21:00","1283","0"
"05.08.2018 21:00 - 05.08.2018 22:00","1179","0"
"05.08.2018 22:00 - 05.08.2018 23:00","1018","0"
"05.08.2018 23:00 - 06.08.2018 00:00","931","0"
"06.08.2018 00:00 - 06.08.2018 01:00","842","0"
"06.08.2018 01:00 - 06.08.2018 02:00","737","0"
"06.08.2018 02:00 - 06.08.2018 03:00","654","0"
"06.08.2018 03:00 - 06.08.2018 04:00","528","0"
"06.08.2018 04:00 - 06.08.2018 05:00","448","0"
"06.08.2018 05:00 - 06.08.2018 06:00","416","0"
"06.08.2018 06:00 - 06.08.2018 07:00","817","0"
"06.08.2018 07:00 - 06.08.2018 08:00","800","0"
"06.08.2018 08:00 - 06.08.2018 09:00","315","0"
"06.08.2018 09:00 - 06.08.2018 10:00","134","0"
"06.08.2018 10:00 - 06.08.2018 11:00","210","0"
"06.08.2018 11:00 - 06.08.2018 12:00","331","0"
"06.08.2018 12:00 - 06.08.2018 13:00","499","0"
"06.08.2018 13:00 - 06.08.2018 14:00","961","0"
"06.08.2018 14:00 - 06.08.2018 15:00","1391","0"
"06.08.2018 15:00 - 06.08.2018 16:00","1406","0"
"06.08.2018 16:00 - 06.08.2018 17:00","1264","0"
"06.08.2018 17:00 - 06.08.2018 18:00","971","0"
"06.08.2018 18:00 - 06.08.2018 19:00","575","0"
"06.08.2018 19:00 - 06.08.2018 20:00","354","0"
"06.08.2018 20:00 - 06.08.2018 21:00","441","0"
"06.08.2018 21:00 - 06.08.2018 22:00","482","0"
"06.08.2018 22:00 - 06.08.2018 23:00","271","0"
"06.08.2018 23:00 - 07.08.2018 00:00","248","0"
"07.08.2018 00:00 - 07.08.2018 01:00","351","0"
