"Time (CET)","Belarus (BY) > Lithuania (LT) [MW]","Lithuania (LT) > Belarus (BY) [MW]"
"05.05.2018 16:00 - 05.05.2018 17:00","22","0"
"05.05.2018 17:00 - 05.05.2018 18:00","29","0"
"05.05.2018 18:00 - 05.05.2018 19:00","4","0"
"05.05.2018 19:00 - 05.05.2018 20:00","0","57"
"05.05.2018 20:00 - 05.05.2018 21:00","0","31"
"05.05.2018 21:00 - 05.05.2018 22:00","91","0"
"05.05.2018 22:00 - 05.05.2018 23:00","148","0"
"05.05.2018 23:00 - 06.05.2018 00:00","218","0"
"06.05.2018 00:00 - 06.05.2018 01:00","102","0"
"06.05.2018 01:00 - 06.05.2018 02:00","0","43"
"06.05.2018 02:00 - 06.05.2018 03:00","0","77"
"06.05.2018 03:00 - 06.05.2018 04:00","0","142"
"06.05.2018 04:00 - 06.05.2018 05:00","0","223"
"06.05.2018 05:00 - 06.05.2018 06:00","0","288"
"06.05.2018 06:00 - 06.05.2018 07:00","0","91"
"06.05.2018 07:00 - 06.05.2018 08:00","68","0"
"06.05.2018 08:00 - 06.05.2018 09:00","101","0"
"06.05.2018 09:00 - 06.05.2018 10:00","86","0"
"06.05.2018 10:00 - 06.05.2018 11:00","44","0"
"06.05.2018 11:00 - 06.05.2018 12:00","7","0"
"06.05.2018 12:00 - 06.05.2018 13:00","0","21"
"06.05.2018 13:00 - 06.05.2018 14:00","0","51"
"06.05.2018 14:00 - 06.05.2018 15:00","0","90"
"06.05.2018 15:00 - 06.05.2018 16:00","0","5"
"06.05.2018 16:00 - 06.05.2018 17:00","60","0"
"06.05.2018 17:00 - 06.05.2018 18:00","0","93"
"06.05.2018 18:00 - 06.05.2018 19:00","0","117"
"06.05.2018 19:00 - 06.05.2018 20:00","0","140"
"06.05.2018 20:00 - 06.05.2018 21:00","1","0"
"06.05.2018 21:00 - 06.05.2018 22:00","71","0"
"06.05.2018 22:00 - 06.05.2018 23:00","51","0"
"06.05.2018 23:00 - 07.05.2018 00:00","81","0"
"07.05.2018 00:00 - 07.05.2018 01:00","0","238"
"07.05.2018 01:00 - 07.05.2018 02:00","0","284"
"07.05.2018 02:00 - 07.05.2018 03:00","0","394"
"07.05.2018 03:00 - 07.05.2018 04:00","0","455"
"07.05.2018 04:00 - 07.05.2018 05:00","0","274"
"07.05.2018 05:00 - 07.05.2018 06:00","0","148"
"07.05.2018 06:00 - 07.05.2018 07:00","0","187"
"07.05.2018 07:00 - 07.05.2018 08:00","0","246"
"07.05.2018 08:00 - 07.05.2018 09:00","0","260"
"07.05.2018 09:00 - 07.05.2018 10:00","0","270"
"07.05.2018 10:00 - 07.05.2018 11:00","0","244"
"07.05.2018 11:00 - 07.05.2018 12:00","0","244"
"07.05.2018 12:00 - 07.05.2018 13:00","0","250"
"07.05.2018 13:00 - 07.05.2018 14:00","0","218"
"07.05.2018 14:00 - 07.05.2018 15:00","0","94"
"07.05.2018 15:00 - 07.05.2018 16:00","0","107"
"07.05.2018 16:00 - 07.05.2018 17:00","0","115"
"07.05.2018 17:00 - 07.05.2018 18:00","0","184"
"07.05.2018 18:00 - 07.05.2018 19:00","0","297"
"07.05.2018 19:00 - 07.05.2018 20:00","0","312"
"07.05.2018 20:00 - 07.05.2018 21:00","0","41"
"07.05.2018 21:00 - 07.05.2018 22:00","67","0"
"07.05.2018 22:00 - 07.05.2018 23:00","0","92"
"07.05.2018 23:00 - 08.05.2018 00:00","0","111"
"08.05.2018 00:00 - 08.05.2018 01:00","0","234"
"08.05.2018 01:00 - 08.05.2018 02:00","0","168"
"08.05.2018 02:00 - 08.05.2018 03:00","0","173"
"08.05.2018 03:00 - 08.05.2018 04:00","0","213"
"08.05.2018 04:00 - 08.05.2018 05:00","0","275"
"08.05.2018 05:00 - 08.05.2018 06:00","0","260"
"08.05.2018 06:00 - 08.05.2018 07:00","0","108"
"08.05.2018 07:00 - 08.05.2018 08:00","0","73"
"08.05.2018 08:00 - 08.05.2018 09:00","0","154"
"08.05.2018 09:00 - 08.05.2018 10:00","0","139"
"08.05.2018 10:00 - 08.05.2018 11:00","0","187"
"08.05.2018 11:00 - 08.05.2018 12:00","0","214"
"08.05.2018 12:00 - 08.05.2018 13:00","0","199"
"08.05.2018 13:00 - 08.05.2018 14:00","0","174"
"08.05.2018 14:00 - 08.05.2018 15:00","0","137"
"08.05.2018 15:00 - 08.05.2018 16:00","0","2"
"08.05.2018 16:00 - 08.05.2018 17:00","0","93"
"08.05.2018 17:00 - 08.05.2018 18:00","0","125"
"08.05.2018 18:00 - 08.05.2018 19:00","0","208"
"08.05.2018 19:00 - 08.05.2018 20:00","0","88"
"08.05.2018 20:00 - 08.05.2018 21:00","0","175"
"08.05.2018 21:00 - 08.05.2018 22:00","0","42"
"08.05.2018 22:00 - 08.05.2018 23:00","0","21"
"08.05.2018 23:00 - 09.05.2018 00:00","0","37"
"09.05.2018 00:00 - 09.05.2018 01:00","0","25"
"09.05.2018 01:00 - 09.05.2018 02:00","16","0"
"09.05.2018 02:00 - 09.05.2018 03:00","0","83"
"09.05.2018 03:00 - 09.05.2018 04:00","0","202"
"09.05.2018 04:00 - 09.05.2018 05:00","0","187"
"09.05.2018 05:00 - 09.05.2018 06:00","0","163"
"09.05.2018 06:00 - 09.05.2018 07:00","0","51"
"09.05.2018 07:00 - 09.05.2018 08:00","72","0"
"09.05.2018 08:00 - 09.05.2018 09:00","62","0"
"09.05.2018 09:00 - 09.05.2018 10:00","3","0"
"09.05.2018 10:00 - 09.05.2018 11:00","17","0"
"09.05.2018 11:00 - 09.05.2018 12:00","39","0"
"09.05.2018 12:00 - 09.05.2018 13:00","96","0"
"09.05.2018 13:00 - 09.05.2018 14:00","113","0"
"09.05.2018 14:00 - 09.05.2018 15:00","165","0"
"09.05.2018 15:00 - 09.05.2018 16:00","159","0"
"09.05.2018 16:00 - 09.05.2018 17:00","156","0"
"09.05.2018 17:00 - 09.05.2018 18:00","137","0"
"09.05.2018 18:00 - 09.05.2018 19:00","76","0"
"09.05.2018 19:00 - 09.05.2018 20:00","0","165"
"09.05.2018 20:00 - 09.05.2018 21:00","0","35"
"09.05.2018 21:00 - 09.05.2018 22:00","80","0"
"09.05.2018 22:00 - 09.05.2018 23:00","3","0"
"09.05.2018 23:00 - 10.05.2018 00:00","0","75"
"10.05.2018 00:00 - 10.05.2018 01:00","0","54"
"10.05.2018 01:00 - 10.05.2018 02:00","0","84"
"10.05.2018 02:00 - 10.05.2018 03:00","0","44"
"10.05.2018 03:00 - 10.05.2018 04:00","0","109"
"10.05.2018 04:00 - 10.05.2018 05:00","0","83"
"10.05.2018 05:00 - 10.05.2018 06:00","12","0"
"10.05.2018 06:00 - 10.05.2018 07:00","0","67"
"10.05.2018 07:00 - 10.05.2018 08:00","0","80"
"10.05.2018 08:00 - 10.05.2018 09:00","0","130"
"10.05.2018 09:00 - 10.05.2018 10:00","0","87"
"10.05.2018 10:00 - 10.05.2018 11:00","0","67"
"10.05.2018 11:00 - 10.05.2018 12:00","0","47"
"10.05.2018 12:00 - 10.05.2018 13:00","0","37"
"10.05.2018 13:00 - 10.05.2018 14:00","0","42"
"10.05.2018 14:00 - 10.05.2018 15:00","40","0"
"10.05.2018 15:00 - 10.05.2018 16:00","17","0"
"10.05.2018 16:00 - 10.05.2018 17:00","0","23"
"10.05.2018 17:00 - 10.05.2018 18:00","0","75"
"10.05.2018 18:00 - 10.05.2018 19:00","0","64"
"10.05.2018 19:00 - 10.05.2018 20:00","0","87"
"10.05.2018 20:00 - 10.05.2018 21:00","0","88"
"10.05.2018 21:00 - 10.05.2018 22:00","35","0"
"10.05.2018 22:00 - 10.05.2018 23:00","49","0"
"10.05.2018 23:00 - 11.05.2018 00:00","4","0"
"11.05.2018 00:00 - 11.05.2018 01:00","34","0"
"11.05.2018 01:00 - 11.05.2018 02:00","0","2"
"11.05.2018 02:00 - 11.05.2018 03:00","0","10"
"11.05.2018 03:00 - 11.05.2018 04:00","0","53"
"11.05.2018 04:00 - 11.05.2018 05:00","0","84"
"11.05.2018 05:00 - 11.05.2018 06:00","0","71"
"11.05.2018 06:00 - 11.05.2018 07:00","0","35"
"11.05.2018 07:00 - 11.05.2018 08:00","0","96"
"11.05.2018 08:00 - 11.05.2018 09:00","0","66"
"11.05.2018 09:00 - 11.05.2018 10:00","0","97"
"11.05.2018 10:00 - 11.05.2018 11:00","0","116"
"11.05.2018 11:00 - 11.05.2018 12:00","0","73"
"11.05.2018 12:00 - 11.05.2018 13:00","0","90"
"11.05.2018 13:00 - 11.05.2018 14:00","0","96"
"11.05.2018 14:00 - 11.05.2018 15:00","0","88"
"11.05.2018 15:00 - 11.05.2018 16:00","0","69"
"11.05.2018 16:00 - 11.05.2018 17:00","0","55"
"11.05.2018 17:00 - 11.05.2018 18:00","0","131"
"11.05.2018 18:00 - 11.05.2018 19:00","0","164"
"11.05.2018 19:00 - 11.05.2018 20:00","0","119"
"11.05.2018 20:00 - 11.05.2018 21:00","0","112"
"11.05.2018 21:00 - 11.05.2018 22:00","0","21"
"11.05.2018 22:00 - 11.05.2018 23:00","0","97"
"11.05.2018 23:00 - 12.05.2018 00:00","115","0"
"12.05.2018 00:00 - 12.05.2018 01:00","0","142"
"12.05.2018 01:00 - 12.05.2018 02:00","0","158"
"12.05.2018 02:00 - 12.05.2018 03:00","0","171"
"12.05.2018 03:00 - 12.05.2018 04:00","0","80"
"12.05.2018 04:00 - 12.05.2018 05:00","27","0"
"12.05.2018 05:00 - 12.05.2018 06:00","26","0"
"12.05.2018 06:00 - 12.05.2018 07:00","87","0"
"12.05.2018 07:00 - 12.05.2018 08:00","37","0"
"12.05.2018 08:00 - 12.05.2018 09:00","0","14"
"12.05.2018 09:00 - 12.05.2018 10:00","0","30"
"12.05.2018 10:00 - 12.05.2018 11:00","0","55"
"12.05.2018 11:00 - 12.05.2018 12:00","0","79"
"12.05.2018 12:00 - 12.05.2018 13:00","0","58"
"12.05.2018 13:00 - 12.05.2018 14:00","0","68"
"12.05.2018 14:00 - 12.05.2018 15:00","0","36"
"12.05.2018 15:00 - 12.05.2018 16:00","0","55"
"12.05.2018 16:00 - 12.05.2018 17:00","0","55"
"12.05.2018 17:00 - 12.05.2018 18:00","0","38"
"12.05.2018 18:00 - 12.05.2018 19:00","0","83"
"12.05.2018 19:00 - 12.05.2018 20:00","0","120"
"12.05.2018 20:00 - 12.05.2018 21:00","0","16"
"12.05.2018 21:00 - 12.05.2018 22:00","131","0"
"12.05.2018 22:00 - 12.05.2018 23:00","101","0"
"12.05.2018 23:00 - 13.05.2018 00:00","98","0"
"13.05.2018 00:00 - 13.05.2018 01:00","59","0"
"13.05.2018 01:00 - 13.05.2018 02:00","80","0"
"13.05.2018 02:00 - 13.05.2018 03:00","81","0"
"13.05.2018 03:00 - 13.05.2018 04:00","65","0"
"13.05.2018 04:00 - 13.05.2018 05:00","66","0"
"13.05.2018 05:00 - 13.05.2018 06:00","73","0"
"13.05.2018 06:00 - 13.05.2018 07:00","57","0"
"13.05.2018 07:00 - 13.05.2018 08:00","93","0"
"13.05.2018 08:00 - 13.05.2018 09:00","129","0"
"13.05.2018 09:00 - 13.05.2018 10:00","85","0"
"13.05.2018 10:00 - 13.05.2018 11:00","88","0"
"13.05.2018 11:00 - 13.05.2018 12:00","81","0"
"13.05.2018 12:00 - 13.05.2018 13:00","71","0"
"13.05.2018 13:00 - 13.05.2018 14:00","45","0"
"13.05.2018 14:00 - 13.05.2018 15:00","102","0"
"13.05.2018 15:00 - 13.05.2018 16:00","92","0"
"13.05.2018 16:00 - 13.05.2018 17:00","38","0"
"13.05.2018 17:00 - 13.05.2018 18:00","84","0"
"13.05.2018 18:00 - 13.05.2018 19:00","63","0"
"13.05.2018 19:00 - 13.05.2018 20:00","0","5"
"13.05.2018 20:00 - 13.05.2018 21:00","0","12"
"13.05.2018 21:00 - 13.05.2018 22:00","46","0"
"13.05.2018 22:00 - 13.05.2018 23:00","66","0"
"13.05.2018 23:00 - 14.05.2018 00:00","117","0"
"14.05.2018 00:00 - 14.05.2018 01:00","109","0"
"14.05.2018 01:00 - 14.05.2018 02:00","181","0"
"14.05.2018 02:00 - 14.05.2018 03:00","67","0"
"14.05.2018 03:00 - 14.05.2018 04:00","48","0"
"14.05.2018 04:00 - 14.05.2018 05:00","35","0"
"14.05.2018 05:00 - 14.05.2018 06:00","0","7"
"14.05.2018 06:00 - 14.05.2018 07:00","0","139"
"14.05.2018 07:00 - 14.05.2018 08:00","0","128"
"14.05.2018 08:00 - 14.05.2018 09:00","0","169"
"14.05.2018 09:00 - 14.05.2018 10:00","0","70"
"14.05.2018 10:00 - 14.05.2018 11:00","0","45"
"14.05.2018 11:00 - 14.05.2018 12:00","0","6"
"14.05.2018 12:00 - 14.05.2018 13:00","10","0"
"14.05.2018 13:00 - 14.05.2018 14:00","115","0"
"14.05.2018 14:00 - 14.05.2018 15:00","312","0"
"14.05.2018 15:00 - 14.05.2018 16:00","264","0"
"14.05.2018 16:00 - 14.05.2018 17:00","259","0"
"14.05.2018 17:00 - 14.05.2018 18:00","232","0"
"14.05.2018 18:00 - 14.05.2018 19:00","163","0"
"14.05.2018 19:00 - 14.05.2018 20:00","74","0"
"14.05.2018 20:00 - 14.05.2018 21:00","73","0"
"14.05.2018 21:00 - 14.05.2018 22:00","134","0"
"14.05.2018 22:00 - 14.05.2018 23:00","207","0"
"14.05.2018 23:00 - 15.05.2018 00:00","287","0"
"15.05.2018 00:00 - 15.05.2018 01:00","363","0"
"15.05.2018 01:00 - 15.05.2018 02:00","384","0"
"15.05.2018 02:00 - 15.05.2018 03:00","379","0"
"15.05.2018 03:00 - 15.05.2018 04:00","233","0"
"15.05.2018 04:00 - 15.05.2018 05:00","138","0"
"15.05.2018 05:00 - 15.05.2018 06:00","167","0"
"15.05.2018 06:00 - 15.05.2018 07:00","39","0"
"15.05.2018 07:00 - 15.05.2018 08:00","17","0"
"15.05.2018 08:00 - 15.05.2018 09:00","36","0"
"15.05.2018 09:00 - 15.05.2018 10:00","64","0"
"15.05.2018 10:00 - 15.05.2018 11:00","103","0"
"15.05.2018 11:00 - 15.05.2018 12:00","175","0"
"15.05.2018 12:00 - 15.05.2018 13:00","177","0"
"15.05.2018 13:00 - 15.05.2018 14:00","246","0"
"15.05.2018 14:00 - 15.05.2018 15:00","419","0"
"15.05.2018 15:00 - 15.05.2018 16:00","416","0"
"15.05.2018 16:00 - 15.05.2018 17:00","426","0"
"15.05.2018 17:00 - 15.05.2018 18:00","326","0"
"15.05.2018 18:00 - 15.05.2018 19:00","238","0"
"15.05.2018 19:00 - 15.05.2018 20:00","163","0"
"15.05.2018 20:00 - 15.05.2018 21:00","194","0"
"15.05.2018 21:00 - 15.05.2018 22:00","393","0"
"15.05.2018 22:00 - 15.05.2018 23:00","488","0"
"15.05.2018 23:00 - 16.05.2018 00:00","430","0"
"16.05.2018 00:00 - 16.05.2018 01:00","441","0"
"16.05.2018 01:00 - 16.05.2018 02:00","430","0"
"16.05.2018 02:00 - 16.05.2018 03:00","378","0"
"16.05.2018 03:00 - 16.05.2018 04:00","363","0"
"16.05.2018 04:00 - 16.05.2018 05:00","314","0"
"16.05.2018 05:00 - 16.05.2018 06:00","133","0"
"16.05.2018 06:00 - 16.05.2018 07:00","40","0"
"16.05.2018 07:00 - 16.05.2018 08:00","0","21"
"16.05.2018 08:00 - 16.05.2018 09:00","0","11"
"16.05.2018 09:00 - 16.05.2018 10:00","30","0"
"16.05.2018 10:00 - 16.05.2018 11:00","63","0"
"16.05.2018 11:00 - 16.05.2018 12:00","52","0"
"16.05.2018 12:00 - 16.05.2018 13:00","38","0"
"16.05.2018 13:00 - 16.05.2018 14:00","78","0"
"16.05.2018 14:00 - 16.05.2018 15:00","100","0"
"16.05.2018 15:00 - 16.05.2018 16:00","171","0"
"16.05.2018 16:00 - 16.05.2018 17:00","195","0"
"16.05.2018 17:00 - 16.05.2018 18:00","182","0"
"16.05.2018 18:00 - 16.05.2018 19:00","157","0"
"16.05.2018 19:00 - 16.05.2018 20:00","77","0"
"16.05.2018 20:00 - 16.05.2018 21:00","168","0"
"16.05.2018 21:00 - 16.05.2018 22:00","363","0"
"16.05.2018 22:00 - 16.05.2018 23:00","391","0"
"16.05.2018 23:00 - 17.05.2018 00:00","533","0"
"17.05.2018 00:00 - 17.05.2018 01:00","403","0"
"17.05.2018 01:00 - 17.05.2018 02:00","158","0"
"17.05.2018 02:00 - 17.05.2018 03:00","150","0"
"17.05.2018 03:00 - 17.05.2018 04:00","144","0"
"17.05.2018 04:00 - 17.05.2018 05:00","141","0"
"17.05.2018 05:00 - 17.05.2018 06:00","90","0"
"17.05.2018 06:00 - 17.05.2018 07:00","6","0"
"17.05.2018 07:00 - 17.05.2018 08:00","63","0"
"17.05.2018 08:00 - 17.05.2018 09:00","14","0"
"17.05.2018 09:00 - 17.05.2018 10:00","35","0"
"17.05.2018 10:00 - 17.05.2018 11:00","65","0"
"17.05.2018 11:00 - 17.05.2018 12:00","26","0"
"17.05.2018 12:00 - 17.05.2018 13:00","30","0"
"17.05.2018 13:00 - 17.05.2018 14:00","34","0"
"17.05.2018 14:00 - 17.05.2018 15:00","116","0"
"17.05.2018 15:00 - 17.05.2018 16:00","119","0"
"17.05.2018 16:00 - 17.05.2018 17:00","126","0"
"17.05.2018 17:00 - 17.05.2018 18:00","111","0"
"17.05.2018 18:00 - 17.05.2018 19:00","61","0"
"17.05.2018 19:00 - 17.05.2018 20:00","28","0"
"17.05.2018 20:00 - 17.05.2018 21:00","33","0"
"17.05.2018 21:00 - 17.05.2018 22:00","306","0"
"17.05.2018 22:00 - 17.05.2018 23:00","228","0"
"17.05.2018 23:00 - 18.05.2018 00:00","351","0"
"18.05.2018 00:00 - 18.05.2018 01:00","66","0"
"18.05.2018 01:00 - 18.05.2018 02:00","0","33"
"18.05.2018 02:00 - 18.05.2018 03:00","0","52"
"18.05.2018 03:00 - 18.05.2018 04:00","0","105"
"18.05.2018 04:00 - 18.05.2018 05:00","0","122"
"18.05.2018 05:00 - 18.05.2018 06:00","0","93"
"18.05.2018 06:00 - 18.05.2018 07:00","0","156"
"18.05.2018 07:00 - 18.05.2018 08:00","0","247"
"18.05.2018 08:00 - 18.05.2018 09:00","0","273"
"18.05.2018 09:00 - 18.05.2018 10:00","0","266"
"18.05.2018 10:00 - 18.05.2018 11:00","0","241"
"18.05.2018 11:00 - 18.05.2018 12:00","0","222"
"18.05.2018 12:00 - 18.05.2018 13:00","0","193"
"18.05.2018 13:00 - 18.05.2018 14:00","0","143"
"18.05.2018 14:00 - 18.05.2018 15:00","41","0"
"18.05.2018 15:00 - 18.05.2018 16:00","67","0"
"18.05.2018 16:00 - 18.05.2018 17:00","106","0"
"18.05.2018 17:00 - 18.05.2018 18:00","38","0"
"18.05.2018 18:00 - 18.05.2018 19:00","0","72"
"18.05.2018 19:00 - 18.05.2018 20:00","0","102"
"18.05.2018 20:00 - 18.05.2018 21:00","106","0"
"18.05.2018 21:00 - 18.05.2018 22:00","385","0"
"18.05.2018 22:00 - 18.05.2018 23:00","320","0"
"18.05.2018 23:00 - 19.05.2018 00:00","413","0"
"19.05.2018 00:00 - 19.05.2018 01:00","382","0"
"19.05.2018 01:00 - 19.05.2018 02:00","258","0"
"19.05.2018 02:00 - 19.05.2018 03:00","290","0"
"19.05.2018 03:00 - 19.05.2018 04:00","193","0"
"19.05.2018 04:00 - 19.05.2018 05:00","166","0"
"19.05.2018 05:00 - 19.05.2018 06:00","198","0"
"19.05.2018 06:00 - 19.05.2018 07:00","185","0"
"19.05.2018 07:00 - 19.05.2018 08:00","325","0"
"19.05.2018 08:00 - 19.05.2018 09:00","326","0"
"19.05.2018 09:00 - 19.05.2018 10:00","354","0"
"19.05.2018 10:00 - 19.05.2018 11:00","344","0"
"19.05.2018 11:00 - 19.05.2018 12:00","307","0"
"19.05.2018 12:00 - 19.05.2018 13:00","325","0"
"19.05.2018 13:00 - 19.05.2018 14:00","341","0"
"19.05.2018 14:00 - 19.05.2018 15:00","352","0"
"19.05.2018 15:00 - 19.05.2018 16:00","328","0"
"19.05.2018 16:00 - 19.05.2018 17:00","346","0"
"19.05.2018 17:00 - 19.05.2018 18:00","405","0"
"19.05.2018 18:00 - 19.05.2018 19:00","368","0"
"19.05.2018 19:00 - 19.05.2018 20:00","283","0"
"19.05.2018 20:00 - 19.05.2018 21:00","320","0"
"19.05.2018 21:00 - 19.05.2018 22:00","460","0"
"19.05.2018 22:00 - 19.05.2018 23:00","421","0"
"19.05.2018 23:00 - 20.05.2018 00:00","433","0"
"20.05.2018 00:00 - 20.05.2018 01:00","382","0"
"20.05.2018 01:00 - 20.05.2018 02:00","412","0"
"20.05.2018 02:00 - 20.05.2018 03:00","380","0"
"20.05.2018 03:00 - 20.05.2018 04:00","337","0"
"20.05.2018 04:00 - 20.05.2018 05:00","225","0"
"20.05.2018 05:00 - 20.05.2018 06:00","231","0"
"20.05.2018 06:00 - 20.05.2018 07:00","295","0"
"20.05.2018 07:00 - 20.05.2018 08:00","253","0"
"20.05.2018 08:00 - 20.05.2018 09:00","226","0"
"20.05.2018 09:00 - 20.05.2018 10:00","206","0"
"20.05.2018 10:00 - 20.05.2018 11:00","223","0"
"20.05.2018 11:00 - 20.05.2018 12:00","228","0"
"20.05.2018 12:00 - 20.05.2018 13:00","173","0"
"20.05.2018 13:00 - 20.05.2018 14:00","171","0"
"20.05.2018 14:00 - 20.05.2018 15:00","204","0"
"20.05.2018 15:00 - 20.05.2018 16:00","168","0"
"20.05.2018 16:00 - 20.05.2018 17:00","186","0"
"20.05.2018 17:00 - 20.05.2018 18:00","233","0"
"20.05.2018 18:00 - 20.05.2018 19:00","243","0"
"20.05.2018 19:00 - 20.05.2018 20:00","226","0"
"20.05.2018 20:00 - 20.05.2018 21:00","186","0"
"20.05.2018 21:00 - 20.05.2018 22:00","243","0"
"20.05.2018 22:00 - 20.05.2018 23:00","370","0"
"20.05.2018 23:00 - 21.05.2018 00:00","644","0"
"21.05.2018 00:00 - 21.05.2018 01:00","297","0"
"21.05.2018 01:00 - 21.05.2018 02:00","221","0"
"21.05.2018 02:00 - 21.05.2018 03:00","182","0"
"21.05.2018 03:00 - 21.05.2018 04:00","150","0"
"21.05.2018 04:00 - 21.05.2018 05:00","128","0"
"21.05.2018 05:00 - 21.05.2018 06:00","114","0"
"21.05.2018 06:00 - 21.05.2018 07:00","179","0"
"21.05.2018 07:00 - 21.05.2018 08:00","191","0"
"21.05.2018 08:00 - 21.05.2018 09:00","95","0"
"21.05.2018 09:00 - 21.05.2018 10:00","127","0"
"21.05.2018 10:00 - 21.05.2018 11:00","182","0"
"21.05.2018 11:00 - 21.05.2018 12:00","219","0"
"21.05.2018 12:00 - 21.05.2018 13:00","197","0"
"21.05.2018 13:00 - 21.05.2018 14:00","253","0"
"21.05.2018 14:00 - 21.05.2018 15:00","413","0"
"21.05.2018 15:00 - 21.05.2018 16:00","427","0"
"21.05.2018 16:00 - 21.05.2018 17:00","454","0"
"21.05.2018 17:00 - 21.05.2018 18:00","417","0"
"21.05.2018 18:00 - 21.05.2018 19:00","219","0"
"21.05.2018 19:00 - 21.05.2018 20:00","262","0"
"21.05.2018 20:00 - 21.05.2018 21:00","343","0"
"21.05.2018 21:00 - 21.05.2018 22:00","430","0"
"21.05.2018 22:00 - 21.05.2018 23:00","382","0"
"21.05.2018 23:00 - 22.05.2018 00:00","527","0"
"22.05.2018 00:00 - 22.05.2018 01:00","464","0"
"22.05.2018 01:00 - 22.05.2018 02:00","512","0"
"22.05.2018 02:00 - 22.05.2018 03:00","595","0"
"22.05.2018 03:00 - 22.05.2018 04:00","438","0"
"22.05.2018 04:00 - 22.05.2018 05:00","437","0"
"22.05.2018 05:00 - 22.05.2018 06:00","197","0"
"22.05.2018 06:00 - 22.05.2018 07:00","188","0"
"22.05.2018 07:00 - 22.05.2018 08:00","171","0"
"22.05.2018 08:00 - 22.05.2018 09:00","188","0"
"22.05.2018 09:00 - 22.05.2018 10:00","280","0"
"22.05.2018 10:00 - 22.05.2018 11:00","276","0"
"22.05.2018 11:00 - 22.05.2018 12:00","286","0"
"22.05.2018 12:00 - 22.05.2018 13:00","252","0"
"22.05.2018 13:00 - 22.05.2018 14:00","324","0"
"22.05.2018 14:00 - 22.05.2018 15:00","623","0"
"22.05.2018 15:00 - 22.05.2018 16:00","617","0"
"22.05.2018 16:00 - 22.05.2018 17:00","631","0"
"22.05.2018 17:00 - 22.05.2018 18:00","688","0"
"22.05.2018 18:00 - 22.05.2018 19:00","373","0"
"22.05.2018 19:00 - 22.05.2018 20:00","442","0"
"22.05.2018 20:00 - 22.05.2018 21:00","402","0"
"22.05.2018 21:00 - 22.05.2018 22:00","633","0"
"22.05.2018 22:00 - 22.05.2018 23:00","441","0"
"22.05.2018 23:00 - 23.05.2018 00:00","583","0"
"23.05.2018 00:00 - 23.05.2018 01:00","672","0"
"23.05.2018 01:00 - 23.05.2018 02:00","667","0"
"23.05.2018 02:00 - 23.05.2018 03:00","753","0"
"23.05.2018 03:00 - 23.05.2018 04:00","557","0"
"23.05.2018 04:00 - 23.05.2018 05:00","545","0"
"23.05.2018 05:00 - 23.05.2018 06:00","410","0"
"23.05.2018 06:00 - 23.05.2018 07:00","230","0"
"23.05.2018 07:00 - 23.05.2018 08:00","260","0"
"23.05.2018 08:00 - 23.05.2018 09:00","202","0"
"23.05.2018 09:00 - 23.05.2018 10:00","204","0"
"23.05.2018 10:00 - 23.05.2018 11:00","241","0"
"23.05.2018 11:00 - 23.05.2018 12:00","194","0"
"23.05.2018 12:00 - 23.05.2018 13:00","165","0"
"23.05.2018 13:00 - 23.05.2018 14:00","195","0"
"23.05.2018 14:00 - 23.05.2018 15:00","472","0"
"23.05.2018 15:00 - 23.05.2018 16:00","542","0"
"23.05.2018 16:00 - 23.05.2018 17:00","543","0"
"23.05.2018 17:00 - 23.05.2018 18:00","469","0"
"23.05.2018 18:00 - 23.05.2018 19:00","187","0"
"23.05.2018 19:00 - 23.05.2018 20:00","176","0"
"23.05.2018 20:00 - 23.05.2018 21:00","427","0"
"23.05.2018 21:00 - 23.05.2018 22:00","556","0"
"23.05.2018 22:00 - 23.05.2018 23:00","519","0"
"23.05.2018 23:00 - 24.05.2018 00:00","644","0"
"24.05.2018 00:00 - 24.05.2018 01:00","564","0"
"24.05.2018 01:00 - 24.05.2018 02:00","481","0"
"24.05.2018 02:00 - 24.05.2018 03:00","423","0"
"24.05.2018 03:00 - 24.05.2018 04:00","389","0"
"24.05.2018 04:00 - 24.05.2018 05:00","335","0"
"24.05.2018 05:00 - 24.05.2018 06:00","370","0"
"24.05.2018 06:00 - 24.05.2018 07:00","160","0"
"24.05.2018 07:00 - 24.05.2018 08:00","94","0"
"24.05.2018 08:00 - 24.05.2018 09:00","60","0"
"24.05.2018 09:00 - 24.05.2018 10:00","133","0"
"24.05.2018 10:00 - 24.05.2018 11:00","129","0"
"24.05.2018 11:00 - 24.05.2018 12:00","112","0"
"24.05.2018 12:00 - 24.05.2018 13:00","115","0"
"24.05.2018 13:00 - 24.05.2018 14:00","143","0"
"24.05.2018 14:00 - 24.05.2018 15:00","355","0"
"24.05.2018 15:00 - 24.05.2018 16:00","361","0"
"24.05.2018 16:00 - 24.05.2018 17:00","346","0"
"24.05.2018 17:00 - 24.05.2018 18:00","239","0"
"24.05.2018 18:00 - 24.05.2018 19:00","17","0"
"24.05.2018 19:00 - 24.05.2018 20:00","0","10"
"24.05.2018 20:00 - 24.05.2018 21:00","234","0"
"24.05.2018 21:00 - 24.05.2018 22:00","471","0"
"24.05.2018 22:00 - 24.05.2018 23:00","403","0"
"24.05.2018 23:00 - 25.05.2018 00:00","619","0"
